0	Index      	 *	Score 	Summary	Detail	
1	62215 23633	 * 	180.32	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8ZMB|9ASPD|aVULN
675	63235 13522	   	153.00	DCR|2VULN|2DMG|1CDMG|1DUR	1NUKE|2CDMG|3aMLV|4DUR|5DUST|6aVULN|7LIT|8aDMG|9RCR|aBPWR
676	12136 31336	   	152.99	DCR|2DMG|1VULN|2CDMG|1ZMB	1DMSP|2BELT|34DMG|58CDMG|6RCR|7BEXP|9VULN|aZMB
677	12136 32323	   	152.99	DCR|2DMG|1VULN|2CDMG|1ZMB	1DMSP|2BELT|34DMG|58CDMG|6RCR|7VULN|9RPLT|aZMB
678	32631 22224	   	152.95	ACR|2AART|1VULN|1DMG|1FLTHEA	1LIT|23AART|4LEGI|5RCR|6RPLT|7FLTHEA|8VULN|9DUST|aDMG
679	63122 22165	   	152.94	DCR|2AART|1VULN|1DMG|1CDMG	1NUKE|2CDMG|3RCVC|4BASICY|5DMG|6LWND|79AART|8RCR|aVULN
680	43632 32135	   	152.93	DCR|2VULN|1AART|2CDMG|1ZMB	13TLV|2ZMB|4aVULN|5MGNSTR|69CDMG|7AART|8RCR
681	32262 52343	   	152.83	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2AART|3VULN|4BELT|5DUR|6RCR|7CANHEL|8SNIHEL|9DMG|aCDMG
682	33423 22265	   	152.79	ACR|3VULN|2DMG	1LIT|2LWND|3CGEN|467VULN|5RCR|8RCVC|9aDMG
683	32131 22265	   	152.78	ACR|2VULN|1AART|1CDMG|1FLTHEA	1LIT|2AART|3DMSP|4LEGI|5RCR|6RPLT|7FLTHEA|89VULN|aCDMG
684	53523 16123	   	152.76	DCR|2VULN|2DMG|1CDMG	1BEXP|2CDMG|3BELT|45VULN|69DMG|7RCR|8RCVC|aLWND
685	12141 31143	   	152.76	DCR|2DMG|1AART|1VULN|1ASPD	1DMSP|2BELT|3aDMG|4LIT|5AART|6VULN|7RCR|8LHND|9ASPD
686	12141 31243	   	152.76	DCR|2DMG|1AART|1VULN|1ASPD	1DMSP|2BELT|3aDMG|4LIT|5AART|6VULN|7RCR|8LWND|9ASPD
687	12141 31443	   	152.76	DCR|2DMG|1AART|1VULN|1ASPD	1DMSP|2BELT|3aDMG|4LIT|5AART|6VULN|7RCR|8BEXP|9ASPD
688	32121 21221	   	152.71	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2AART|3DMSP|4VULN|5RCR|6RPLT|7DMG|8ZMB|9CDMG|aRMIN
689	32121 21633	   	152.71	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2AART|3DMSP|4VULN|5RCR|6RPLT|7DMG|8CDMG|9MLV|aZMB
690	63631 21133	   	152.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1NUKE|2CDMG|3VULN|4LWND|5LEGI|6RCR|7MLV|8DMG|9AART|aZMB
691	12136 33542	   	152.69	DCR|2DMG|1AART|1CDMG|1DUR|1ASPD	1DMSP|2BELT|34DMG|5CDMG|6RCR|7DUR|8FEWX|9ASPD|aAART
692	32621 52134	   	152.68	ACR|3VULN|2AART	16LIT|23AART|46aVULN|5RCR|6BPWR|7FEWX|8ERES|9MGNLIT
693	32621 52334	   	152.68	ACR|3VULN|2AART	16LIT|23AART|46aVULN|5RCR|6BPWR|7FEWX|8RMIN|9CANHEL
694	32621 53134	   	152.68	ACR|3VULN|2AART	16LIT|23AART|46aVULN|5RCR|6BPWR|7BEXP|8ERES|9MGNLIT
695	32621 53334	   	152.68	ACR|3VULN|2AART	16LIT|23AART|46aVULN|5RCR|6BPWR|7BEXP|8RMIN|9CANHEL
696	31225 23411	   	152.66	DCR|3DMG|2VULN	1LIT|2DUST|3ERES|46VULN|589DMG|7RCR|aLWND
697	12136 32525	   	152.63	DCR|3DMG|1VULN|1CDMG	1DMSP|2BELT|349DMG|5CDMG|6RCR|7VULN|8FEWX|aRCVC
698	63643 23112	   	152.63	DCR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1NUKE|25CDMG|36VULN|4ZMB|7DMG|8ASPD|9RCR|aLHND
699	63643 23113	   	152.63	DCR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1NUKE|25CDMG|36VULN|4ZMB|7DMG|8ASPD|9RCR|aRPLT
700	32121 21225	   	152.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2AART|3DMSP|4VULN|5RCR|6RPLT|7DMG|8ZMB|9CDMG|aDUST
701	32121 21663	   	152.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2AART|3DMSP|4VULN|5RCR|6RPLT|7DMG|8CDMG|9ERES|aZMB
702	32121 26353	   	152.58	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|3DMSP|4aVULN|5RCR|6RPLT|7CGEN|8DMG|9DUR
703	32621 51134	   	152.58	ACR|3VULN|2AART	16LIT|23AART|46aVULN|5RCR|6BPWR|7DUST|8ERES|9MGNLIT
704	32621 51334	   	152.58	ACR|3VULN|2AART	16LIT|23AART|46aVULN|5RCR|6BPWR|7DUST|8RMIN|9CANHEL
705	32621 51522	   	152.58	ACR|3VULN|2AART	16LIT|23AART|469VULN|5RCR|6BPWR|78DUST|aLWND
706	32621 51523	   	152.58	ACR|3VULN|2AART	16LIT|23AART|469VULN|5RCR|6BPWR|78DUST|aDMSP
707	11311 56325	 * 	152.57	DCR|2VULN|1AART|3CDMG	1DMSP|259BEXP|3RMIN|4AART|69aCDMG|7RCR|89VULN|9BPWR
708	31225 23412	   	152.56	DCR|3DMG|2VULN	1LIT|2aDUST|3ERES|46VULN|589DMG|7RCR
709	31225 23416	   	152.56	DCR|3DMG|2VULN	1LIT|2DUST|3ERES|46VULN|589DMG|7RCR|aLEGI
710	31225 23425	   	152.56	DCR|3DMG|2VULN	1LIT|2DUST|39ERES|46VULN|58aDMG|7RCR
711	32261 53121	   	152.55	DCR|3VULN|1AART|1DUR	1LIT|2AART|37aVULN|4BELT|5LHND|6RCR|8BEXP|9DUR
712	32262 53151	   	152.55	DCR|3VULN|1AART|1DUR	1LIT|2AART|37aVULN|4BELT|5DUR|6RCR|8BEXP|9LWND
713	32262 53161	   	152.55	DCR|3VULN|1AART|1DUR	1LIT|2AART|37aVULN|4BELT|5DUR|6RCR|8BEXP|9LHND
714	32262 53231	   	152.55	DCR|3VULN|1AART|1DUR	1LIT|2AART|37aVULN|4BELT|5DUR|6RCR|8LWND|9FEWX
715	32262 53431	   	152.55	DCR|3VULN|1AART|1DUR	1LIT|2AART|37aVULN|4BELT|5DUR|6RCR|8LHND|9FEWX
716	32262 53522	   	152.55	DCR|3VULN|1AART|1DUR	18LIT|2AART|379VULN|4BELT|5DUR|6RCR|aLHND
717	32262 53523	   	152.55	DCR|3VULN|1AART|1DUR	18LIT|2AART|379VULN|4BELT|5DUR|6RCR|aCGEN
718	12126 32623	   	152.53	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DMSP|2BELT|3DMG|4RCVC|5CDMG|6RCR|7VULN|8AART|9LWND|aDUR
719	12126 32631	   	152.53	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1DMSP|2BELT|3DMG|4RCVC|5CDMG|6RCR|7VULN|8AART|9CGEN|aASPD
720	12126 32662	   	152.53	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DMSP|2BELT|3DMG|4RCVC|5CDMG|6RCR|7VULN|8AART|9LIT|aDUR
721	12136 32426	   	152.53	DCR|3DMG|1VULN|1CDMG	1DMSP|2BELT|349DMG|5CDMG|6RCR|7VULN|8MBVNT|aRCVC
722	32461 22125	   	152.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2AART|3RMIN|4DMG|5RCR|6ZMB|78ERES|9VULN|aCDMG
723	32121 21553	   	152.48	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2AART|3DMSP|4aVULN|5RCR|6RPLT|7DMG|8TLV|9DUR
724	32621 51521	   	152.48	ACR|3VULN|2AART	16LIT|23AART|469VULN|5RCR|6BPWR|78DUST|aERES
725	12332 25553	   	152.48	DCR|3DMG|1AART|1VULN	1DMSP|2BELT|3RMIN|459DMG|6BEXP|7VULN|8AART|aRCR
726	32262 53111	   	152.45	DCR|3VULN|1AART|1DUR	1LIT|2AART|37aVULN|4BELT|5DUR|6RCR|8BEXP|9MBVNT
727	32262 53141	   	152.45	DCR|3VULN|1AART|1DUR	1LIT|2AART|37aVULN|4BELT|5DUR|6RCR|8BEXP|9DUST
728	32262 53211	   	152.45	DCR|3VULN|1AART|1DUR	1LIT|2AART|37aVULN|4BELT|5DUR|6RCR|8LWND|9MBVNT
729	32262 53241	   	152.45	DCR|3VULN|1AART|1DUR	1LIT|2AART|37aVULN|4BELT|5DUR|6RCR|8LWND|9DUST
730	32262 53411	   	152.45	DCR|3VULN|1AART|1DUR	1LIT|2AART|37aVULN|4BELT|5DUR|6RCR|8LHND|9MBVNT
731	32262 53521	   	152.45	DCR|3VULN|1AART|1DUR	18LIT|2AART|379VULN|4BELT|5DUR|6RCR|aDUST
732	65123 32324	   	152.45	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1NUKE|2LWND|3LIT|47VULN|5ZMB|6ASPD|8RCR|9AART|aCDMG
733	62215 22163	   	152.40	DCR|2DMG|1AART|1VULN	1NUKE|25DMG|3CGEN|4AART|6RCR|79RCVC|8RPLT|aVULN
734	62323 53631	   	152.29	DCR|3DMG|1VULN|2ZMB|1SELL	1NUKE|259DMG|3DUST|49LHND|6RCR|7SELL|89ZMB|9BPWR|aVULN
735	32214 43417	   	152.26	DCR|2VULN|1AART|1DMG|1ASPD	19LIT|2AART|39VULN|4FEWX|5MBVNT|6ASPD|79MLV|8RCR|9BPWR|aDMG
736	32214 48417	   	152.26	DCR|2VULN|1AART|1DMG|1ASPD	19LIT|2AART|39VULN|4FEWX|5MBVNT|6ASPD|79CGEN|8RCR|9BPWR|aDMG
737	32214 13452	   	152.19	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB	1LIT|2AART|3VULN|4FEWX|5MBVNT|6ZMB|7MLV|8RCR|9DMG|aFLTHEA
738	32214 18452	   	152.19	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB	1LIT|2AART|3VULN|4FEWX|5MBVNT|6ZMB|7CGEN|8RCR|9DMG|aFLTHEA
739	32224 13452	   	152.19	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB	1LIT|2AART|3VULN|4BEXP|5MBVNT|6ZMB|7MLV|8RCR|9DMG|aFLTHEA
740	22123 26414	   	152.19	ACR|3DMG|2VULN	1FEWX|2CGEN|3LIT|46VULN|5RCR|789DMG|aRCVC
741	32621 52313	   	152.18	ACR|2AART|2VULN|2ZMB	16aLIT|23AART|46VULN|5RCR|6aBPWR|7aFEWX|8RMIN|9aZMB
742	32621 53313	   	152.18	ACR|2AART|2VULN|2ZMB	16aLIT|23AART|46VULN|5RCR|6aBPWR|7aBEXP|8RMIN|9aZMB
743	62215 22151	   	152.10	DCR|2DMG|1AART|1VULN	1NUKE|25DMG|3CGEN|4AART|6RCR|7aRCVC|8RPLT|9VULN
744	63114 33611	   	152.09	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|2RCVC	1NUKE|2CDMG|36RCVC|4aVULN|5ASPD|7DMG|8ZMB|9RCR
745	32234 13452	   	152.09	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB	1LIT|2AART|3VULN|4DUST|5MBVNT|6ZMB|7MLV|8RCR|9DMG|aFLTHEA
746	32234 18452	   	152.09	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB	1LIT|2AART|3VULN|4DUST|5MBVNT|6ZMB|7CGEN|8RCR|9DMG|aFLTHEA
747	31225 23616	   	152.07	DCR|2VULN|1AART|1DMG|1ASPD	1LIT|2DUST|3ERES|46VULN|5DMG|7RCR|8AART|9ASPD|aRCVC
748	32621 51313	   	151.98	ACR|2AART|2VULN|2ZMB	16aLIT|23AART|46VULN|5RCR|6aBPWR|7aDUST|8RMIN|9aZMB
749	32621 52315	   	151.98	ACR|2AART|2VULN|2ZMB	16LIT|23AART|46VULN|5RCR|6BPWR|7FEWX|8RMIN|9aZMB
750	32621 53315	   	151.98	ACR|2AART|2VULN|2ZMB	16LIT|23AART|46VULN|5RCR|6BPWR|7BEXP|8RMIN|9aZMB
751	53224 13232	   	151.96	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|24CDMG|3aLHND|5RCR|6VULN|7AART|8DMG|9DUR
752	53224 13233	   	151.96	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|24CDMG|3LHND|5RCR|6VULN|7AART|8DMG|9DUR|aMLV
753	53224 13234	   	151.96	ACR|1AART|1VULN|1DMG|2CDMG|1DUR	1BEXP|24CDMG|3LHND|5RCR|6VULN|7AART|8DMG|9DUR|aLIT
754	53141 26323	   	151.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1BEXP|2CDMG|3DMG|4ZMB|5ASPD|6LIT|7DUST|8VULN|9RCR|aAART
755	65363 22321	   	151.93	DCR|2VULN|1AART|1DMG|1ZMB	1NUKE|2LWND|37VULN|4ZMB|5DMG|6LIT|8RCR|9AART|aRMIN
756	65363 22323	   	151.93	DCR|2VULN|1AART|1DMG|1ZMB	1NUKE|2LWND|37VULN|4ZMB|5DMG|6LIT|8RCR|9AART|aRPLT
757	12126 32634	   	151.91	DCR|1AART|1VULN|1DMG|2CDMG	1DMSP|2BELT|3DMG|4RCVC|5aCDMG|6RCR|7VULN|8AART|9CGEN
758	53214 13533	   	151.89	ACR|3VULN|1AART|1CDMG	19BEXP|2CDMG|3LHND|4DMSP|5RCR|68aVULN|7AART
759	32631 26311	 * 	151.88	ACR|2AART|2DMG|2ZMB	1aLIT|23AART|4LEGI|5RCR|6RPLT|7ERES|8aDMG|9aZMB|aBPWR
760	32621 51315	   	151.88	ACR|2AART|2VULN|2ZMB	16LIT|23AART|46VULN|5RCR|6BPWR|7DUST|8RMIN|9aZMB
761	24321 24421	   	151.88	DCR|3VULN|1AART|1DMG	1FEWX|2BEXP|3LIT|4LHND|567VULN|8DMG|9AART|aRCR
762	31332 24441	   	151.88	DCR|3VULN|1AART|1DMG	15LIT|2DUST|3FEWX|457VULN|5BPWR|6BEXP|8DMG|9AART|aRCR
763	51321 24421	   	151.88	DCR|3VULN|1AART|1DMG	1BEXP|2FEWX|3LIT|4LHND|567VULN|8DMG|9AART|aRCR
764	32326 15513	   	151.87	DCR|2AART|2DMG|1VULN	1LIT|27AART|3FEWX|45DMG|6LHND|8MGNLIT|9VULN|aRCR
765	32262 53351	   	151.86	DCR|2VULN|1AART|1CDMG|1DUR	1LIT|2AART|37VULN|4BELT|5DUR|6RCR|8CGEN|9CDMG|aRCVC
766	33423 32312	   	151.85	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|26LWND|3CGEN|47VULN|5RCR|8ZMB|9DMG|aAART
767	33423 42312	   	151.85	ACR|2VULN|1AART|1DMG|1ZMB	1LIT|2LWND|36CGEN|47VULN|5RCR|8ZMB|9DMG|aAART
768	12126 32463	   	151.83	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DMSP|2BELT|3DMG|4RCVC|5CDMG|6RCR|7VULN|8MBVNT|9AART|aDUR
769	31331 24441	   	151.78	DCR|3VULN|1AART|1DMG	1LIT|2DUST|3FEWX|457VULN|6BEXP|8DMG|9AART|aRCR
770	11413 13115	   	151.73	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1DMSP|2BEXP|3ASPD|4AART|5BASICY|6RCR|7VULN|8RPLT|9DMG|aCDMG
771	34131 21436	   	151.72	DCR|3VULN|1AART|1ZMB	12LIT|2BPWR|3BASHEA|4ZMB|578VULN|6RCR|9RPLT|aAART
772	32621 21243	   	151.71	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|23AART|4VULN|5RCR|6RPLT|7DMG|8ZMB|9MBVNT|aRCVC
773	33141 22265	   	151.68	ACR|2VULN|1AART|1CDMG|1FLTHEA	13LIT|2LWND|4AART|5RCR|6RPLT|7FLTHEA|89VULN|aCDMG
774	63234 32612	 * 	151.68	ACR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1NUKE|2CDMG|3MLV|4DUR|5RCR|67ASPD|8aVULN|9DMG
775	31141 22235	   	151.58	ACR|2VULN|1AART|1FLTHEA|1CDMG	13LIT|2DUST|4AART|5RCR|6RPLT|7FLTHEA|8aVULN|9CDMG
776	12136 33463	   	151.55	DCR|2DMG|1AART|1CDMG|2DUR	1DMSP|2BELT|34DMG|5CDMG|6RCR|7aDUR|8MBVNT|9AART
777	53153 73323	   	151.48	DCR|2DMG|1AART|1VULN|1CDMG	1BEXP|2CDMG|36DMG|4DUST|5MBVNT|7LIT|8VULN|9RCR|aAART
778	32321 54331	   	151.43	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2AART|3FEWX|4DMG|59VULN|6ZMB|7LWND|8RMIN|aRCR
779	34162 22511	   	151.41	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB	12LIT|2BPWR|3BASHEA|4RCR|5MLV|6ZMB|7DMG|8AART|9VULN|aFLTHEA
780	22123 62266	   	151.34	ACR|3VULN|1DMG|1ZMB|1DUR	16FEWX|2CGEN|3LIT|467VULN|5RCR|6BPWR|8DUR|9DMG|aZMB
781	32321 52631	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2AART|3FEWX|4DMG|59VULN|6ZMB|7BEXP|8TLV|aRCR
782	32321 55631	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2AART|3FEWX|4DMG|59VULN|6ZMB|7LEGI|8RMIN|aRCR
783	65331 36332	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	1NUKE|24LWND|39VULN|5ZMB|6DMG|7LIT|8RCR|aAART
784	12136 32521	   	151.33	DCR|3DMG|1VULN|1CDMG	1DMSP|2BELT|349DMG|5CDMG|6RCR|7VULN|8FEWX|aLIT
785	12136 32522	   	151.33	DCR|3DMG|1VULN|1CDMG	1DMSP|2BELT|349DMG|5CDMG|6RCR|7VULN|8FEWX|aLHND
786	12136 32523	   	151.33	DCR|3DMG|1VULN|1CDMG	1DMSP|2BELT|349DMG|5CDMG|6RCR|7VULN|8FEWX|aCGEN
787	63631 23126	   	151.32	DCR|2VULN|1AART|1CDMG|1ZMB	1NUKE|2CDMG|3aVULN|4LWND|5LEGI|6RCR|7AART|8ZMB|9ERES
788	34161 22511	   	151.31	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB	12LIT|2BPWR|3BASHEA|4RCR|5TLV|6ZMB|7DMG|8AART|9VULN|aFLTHEA
789	32121 21252	   	151.29	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1LIT|2AART|3DMSP|4VULN|5RCR|6RPLT|7DMG|8ZMB|9aDUR
790	22123 22266	   	151.24	ACR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2CGEN|3LIT|467VULN|5RCR|8DUR|9DMG|aZMB
791	22363 22266	   	151.24	ACR|3VULN|1DMG|1ZMB|1DUR	1FEWX|2CGEN|367VULN|4LIT|5RCR|8DUR|9DMG|aZMB
792	32621 15343	   	151.23	ACR|2AART|2VULN|2DMG|1MSE	1aLIT|23AART|4aVULN|5RCR|6FEWX|7LEGI|8MSE|9aDMG|aBPWR
793	45323 31112	   	151.23	DCR|3VULN|1DMG|1CDMG	1TLV|23aVULN|4DUST|5CDMG|6RCVC|7RCR|8BEXP|9DMG
794	12136 32421	   	151.23	DCR|3DMG|1VULN|1CDMG	1DMSP|2BELT|349DMG|5CDMG|6RCR|7VULN|8MBVNT|aLIT
795	12136 32422	   	151.23	DCR|3DMG|1VULN|1CDMG	1DMSP|2BELT|349DMG|5CDMG|6RCR|7VULN|8MBVNT|aLHND
796	12136 32423	   	151.23	DCR|3DMG|1VULN|1CDMG	1DMSP|2BELT|349DMG|5CDMG|6RCR|7VULN|8MBVNT|aCGEN
797	12136 34512	   	151.23	DCR|3DMG|1VULN|1CDMG	1DMSP|2BELT|348DMG|5CDMG|6RCR|7ERES|9FEWX|aVULN
798	12136 35512	   	151.23	DCR|3DMG|1VULN|1CDMG	1DMSP|2BELT|348DMG|5CDMG|6RCR|7TLV|9FEWX|aVULN
799	53224 32612	 * 	151.15	ACR|2VULN|1DMG|2CDMG|2ASPD	1BEXP|24CDMG|3LHND|5RCR|67ASPD|8aVULN|9DMG
800	31423 22266	   	151.14	ACR|3VULN|1DMG|1ZMB|1DUR	1LIT|2DUST|3CGEN|467VULN|5RCR|8DUR|9DMG|aZMB
801	45323 31412	   	151.13	DCR|3VULN|1DMG|1CDMG	1TLV|23aVULN|4DUST|5CDMG|6RCVC|7RCR|8MBVNT|9DMG
802	12136 32424	   	151.13	DCR|3DMG|1VULN|1CDMG	1DMSP|2BELT|349DMG|5CDMG|6RCR|7VULN|8MBVNT|aERES
803	12136 32428	   	151.13	DCR|3DMG|1VULN|1CDMG	1DMSP|2BELT|349DMG|5CDMG|6RCR|7VULN|8MBVNT|aTLV
804	12136 34312	   	151.13	DCR|3DMG|1VULN|1CDMG	1DMSP|2BELT|349DMG|5CDMG|6RCR|79ERES|89DUST|9BPWR|aVULN
805	12136 35312	   	151.13	DCR|3DMG|1VULN|1CDMG	1DMSP|2BELT|349DMG|5CDMG|6RCR|79TLV|89DUST|9BPWR|aVULN
806	64211 13353	   	150.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1NUKE|2ZMB|3CGEN|4AART|56BEXP|7CDMG|8RCR|9VULN|aDMG
807	22123 66411	   	150.98	ACR|3DMG|2VULN	16FEWX|2CGEN|3LIT|46VULN|5RCR|6BPWR|789DMG|aLWND
808	53124 32133	 * 	150.96	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG	18BEXP|2CDMG|3DMG|4ERES|5RCR|67ASPD|9AART|aVULN
809	62215 22133	   	150.93	DCR|2DMG|1AART|1VULN	1NUKE|25DMG|3CGEN|4AART|6RCR|7RCVC|8RPLT|9RMIN|aVULN
810	62215 22152	   	150.93	DCR|2DMG|1AART|1VULN	1NUKE|25DMG|3CGEN|4AART|6RCR|7RCVC|8RPLT|9VULN|aLIT
811	32621 51216	   	150.91	ACR|2AART|2VULN|1DUR|1ASPD	16LIT|23AART|46VULN|5RCR|6BPWR|7DUST|8BEXP|9ASPD|aDUR
812	33141 24312	   	150.88	ACR|2AART|2VULN|2ZMB	13aLIT|2LWND|48AART|5RCR|6RPLT|7aVULN|9aZMB|aBPWR
813	22123 26411	   	150.88	ACR|3DMG|2VULN	1FEWX|2CGEN|3LIT|46VULN|5RCR|789DMG|aLWND
814	22363 26411	   	150.88	ACR|3DMG|2VULN	1FEWX|2CGEN|36VULN|4LIT|5RCR|789DMG|aLWND
815	22123 26515	   	150.88	ACR|3DMG|2VULN	1FEWX|28CGEN|3LIT|46VULN|5RCR|79aDMG
816	22123 66412	   	150.88	ACR|3DMG|2VULN	16FEWX|2CGEN|3LIT|46VULN|5RCR|6BPWR|789DMG|aDUST
817	22123 66421	   	150.88	ACR|3VULN|2DMG	16FEWX|2CGEN|3LIT|46aVULN|5RCR|6BPWR|78DMG|9ERES
818	13411 23365	   	150.86	DCR|2VULN|1AART|1DMG|1ASPD	1DMSP|2DUST|3ASPD|4AART|5BEXP|6BELT|7DMG|8RCR|9aVULN
819	53124 32533	   	150.86	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG	1BEXP|2CDMG|3DMG|48ERES|5RCR|67ASPD|9AART|aVULN
820	62215 23161	   	150.86	DCR|2DMG|1AART|1CDMG|1DUR	1NUKE|25DMG|3CGEN|4AART|6RCR|7CDMG|8BEXP|9RCVC|aDUR
821	53523 16113	   	150.83	DCR|3VULN|1DMG|1CDMG	1BEXP|2CDMG|3BELT|459VULN|6DMG|7RCR|8RCVC|aLWND
822	62215 22121	   	150.83	DCR|2DMG|1AART|1VULN	1NUKE|25DMG|3CGEN|4AART|6RCR|7RCVC|8RPLT|9LSRHEA|aVULN
823	62215 22622	   	150.83	DCR|2DMG|1AART|1VULN	1NUKE|25DMG|3CGEN|4AART|6RCR|7RCVC|8FEWX|9DUST|aVULN
824	32261 56123	   	150.82	DCR|2AART|1VULN|1DMG|1ASPD	1LIT|29AART|3VULN|4BELT|5LHND|6RCR|7DMG|8BEXP|aASPD
825	32261 56312	   	150.82	DCR|2AART|1VULN|1DMG|1DUR	1aLIT|28AART|3VULN|4BELT|5LHND|6RCR|7DMG|9DUR
826	32261 56322	   	150.82	DCR|2AART|1VULN|1DMG|1DUR	1LIT|28AART|3VULN|4BELT|5LHND|6RCR|7DMG|9MGNSTR|aDUR
827	32261 56332	   	150.82	DCR|2AART|1VULN|1DMG|1DUR	1LIT|28AART|3VULN|4BELT|5LHND|6RCR|7DMG|9MGNLIT|aDUR
828	32262 56332	   	150.82	DCR|2AART|1DMG|1VULN|1DUR	1LIT|28AART|3VULN|4BELT|5DUR|6RCR|7DMG|9CGEN|aLHND
829	32262 56333	   	150.82	DCR|2AART|1VULN|1DMG|1DUR	1LIT|28AART|3VULN|4BELT|5DUR|6RCR|7DMG|9aCGEN
830	53224 12612	   	150.81	ACR|2VULN|1DMG|2CDMG|1ZMB	1BEXP|24CDMG|3LHND|5RCR|6aVULN|7RCVC|8ZMB|9DMG
831	53133 83173	   	150.80	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1BEXP|2CDMG|3DMG|4LWND|5MBVNT|6VULN|7AART|8RCR|9RCVC|aZMB
832	22123 62424	   	150.79	ACR|3VULN|1AART|1CDMG	16FEWX|2CGEN|3LIT|467VULN|5RCR|6BPWR|8LHND|9AART|aCDMG
833	22123 26412	   	150.78	ACR|3DMG|2VULN	1FEWX|2CGEN|3LIT|46VULN|5RCR|789DMG|aDUST
834	22123 26416	   	150.78	ACR|3DMG|2VULN	1FEWX|2CGEN|3LIT|46VULN|5RCR|789DMG|aLEGI
835	22123 26421	   	150.78	ACR|3VULN|2DMG	1FEWX|2CGEN|3LIT|46aVULN|5RCR|78DMG|9ERES
836	22363 26412	   	150.78	ACR|3DMG|2VULN	1FEWX|2CGEN|36VULN|4LIT|5RCR|789DMG|aDUST
837	22363 26421	   	150.78	ACR|3VULN|2DMG	1FEWX|2CGEN|36aVULN|4LIT|5RCR|78DMG|9ERES
838	31423 26411	   	150.78	ACR|3DMG|2VULN	1LIT|2DUST|3CGEN|46VULN|5RCR|789DMG|aLWND
839	32621 65131	   	150.78	ACR|2AART|2VULN|1FLTHEA	17LIT|23AART|47VULN|5RCR|67MLV|7BPWR|8DUST|9MGNLIT|aFLTHEA
840	31225 23611	   	150.76	DCR|2VULN|1AART|1DMG|1ASPD	1LIT|2DUST|3ERES|46VULN|5DMG|7RCR|8AART|9ASPD|aRMIN
841	31225 23613	   	150.76	DCR|2VULN|1AART|1DMG|1ASPD	1LIT|2DUST|3ERES|46VULN|5DMG|7RCR|8AART|9ASPD|aRPLT
842	31225 23624	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1LIT|2DUST|3ERES|46VULN|5DMG|7RCR|8AART|9FEWX|aDUR
843	62415 23422	   	150.76	DCR|2DMG|1AART|1VULN|1ASPD	1NUKE|25DMG|3ASPD|4AART|6FEWX|7MBVNT|8RCR|9VULN|aBEXP
844	62415 23424	   	150.76	DCR|2DMG|1AART|1VULN|1ASPD	1NUKE|25DMG|3ASPD|4AART|6FEWX|7MBVNT|8RCR|9VULN|aLHND
