0	Index      	 *	Score 	Summary	Detail	
1	52616 21132	 * 	209.56	ACR|3VULN|2AART|1ASPD|1DMG|1CDMG	17AART|258VULN|3FEWX|4RCR|6CDMG|9DMG|aASPD
641	52315 22613	   	180.97	DCR|2VULN|1AART|2CDMG|1DUR	1AART|2aVULN|3RCVC|4DUR|58aBEXP|6aCDMG|7RCR|9MBVNT|aBPWR
642	52136 11334	   	180.96	DCR|2ASPD|1AART|1VULN|1DMG|1AAC	1AART|2VULN|3ERES|4DUST|58ASPD|6RPLT|7RCR|9DMG|aAAC
643	52236 11334	   	180.96	DCR|2ASPD|1VULN|1AART|1DMG|1AAC	1AART|2VULN|3TLV|4DUST|58ASPD|6RPLT|7RCR|9DMG|aAAC
644	52632 23152	   	180.93	DCR|2VULN|2AART|2CDMG	14AART|28VULN|3FEWX|5LHND|69CDMG|7RCVC|aRCR
645	12662 33152	   	180.89	DCR|3VULN|1AART|2CDMG	1LWND|25DUST|368VULN|49CDMG|7AART|aRCR
646	53113 54122	   	180.86	DCR|2VULN|2AART|1CDMG|1AAC|1DUR	14AART|2AAC|3CDMG|5CGEN|68VULN|7DUR|9RCVC|aRCR
647	53112 54122	   	180.76	DCR|2VULN|2AART|1CDMG|1AAC|1DUR	14AART|2AAC|3CDMG|5ERES|68VULN|7DUR|9RCVC|aRCR
648	33631 41532	   	180.68	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR|1RMIN	1BEXP|2MDPS|3AART|4RMIN|58VULN|6DUR|7RCR|9DLOT|aASPD
649	52312 11234	   	180.59	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1AART|28VULN|3RCVC|4DUR|5LHND|6RPLT|7RCR|9DMG|aAAC
650	52315 11234	   	180.59	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1AART|28VULN|3RCVC|4DUR|5BEXP|6RPLT|7RCR|9DMG|aAAC
651	52333 11234	   	180.59	DCR|2VULN|1AART|1DMG|1AAC|1DUR	1AART|28VULN|3RCVC|4BEXP|5DUR|6RPLT|7RCR|9DMG|aAAC
652	53452 33121	   	180.48	DCR|1SPLARM|2VULN|1AART|1CDMG|1AAC|1ZMB	1AART|2AAC|3LEGI|4SPLARM|5LHND|6ZMB|79VULN|8CDMG|aRCR
653	52313 62244	   	180.47	DCR|1VULN|1AART|1ASPD|1DMG|2DUR	1AART|2VULN|35RCVC|46DUR|7DMG|8MBVNT|9RCR|aASPD
654	63312 21352	 * 	180.32	DCR|2DMG|1VULN|2CDMG|1AART	12ERES|3AART|49CDMG|5VULN|6LHND|78DMG|aRCR
655	52633 22161	   	180.32	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	14AART|2VULN|3FEWX|5DUR|6CDMG|7RCR|8RMIN|9CGEN|aZMB
656	52312 23622	   	180.32	DCR|2VULN|1AART|2CDMG|2DUR	1AART|27VULN|3RCVC|49DUR|57LHND|67CDMG|7BPWR|8FEWX|aRCR
657	52432 11211	   	180.29	DCR|2VULN|2AART|1ZMB|1DUR	14AART|28VULN|3DUR|5LHND|6RPLT|7RCR|9ZMB|aMLV
658	52432 11213	   	180.29	DCR|2VULN|2AART|1ZMB|1DUR	14AART|28VULN|3DUR|5LHND|6RPLT|7RCR|9ZMB|aCGEN
659	52432 11215	   	180.29	DCR|2VULN|2AART|1ZMB|1DUR	14AART|28VULN|3DUR|5LHND|6RPLT|7RCR|9ZMB|aFEWX
660	52435 11211	   	180.29	DCR|2VULN|2AART|1ZMB|1DUR	14AART|28VULN|3DUR|5BEXP|6RPLT|7RCR|9ZMB|aMLV
661	52435 11213	   	180.29	DCR|2VULN|2AART|1ZMB|1DUR	14AART|28VULN|3DUR|5BEXP|6RPLT|7RCR|9ZMB|aCGEN
662	52633 11211	   	180.29	DCR|2VULN|2AART|1ZMB|1DUR	14AART|28VULN|3FEWX|5DUR|6RPLT|7RCR|9ZMB|aMLV
663	52633 11213	   	180.29	DCR|2VULN|2AART|1ZMB|1DUR	14AART|28VULN|3FEWX|5DUR|6RPLT|7RCR|9ZMB|aCGEN
664	52633 11215	   	180.29	DCR|2VULN|2AART|1ZMB|1DUR	14AART|28VULN|3aFEWX|5DUR|6RPLT|7RCR|9ZMB
665	31311 16252	   	180.28	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	12BEXP|3AART|4DUR|5ZMB|6LWND|78VULN|9RCR|aASPD
666	31632 13353	   	180.28	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	12BEXP|34VULN|5DMG|6DUR|7LWND|8AART|9RCR|aZMB
667	52432 11216	   	180.19	DCR|2VULN|2AART|1ZMB|1DUR	14AART|28VULN|3DUR|5LHND|6RPLT|7RCR|9ZMB|aERES
668	52151 13252	   	180.18	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1AART|27VULN|3ERES|4CGEN|5ZMB|6LWND|8DUR|9RCR|aASPD
669	31632 14353	   	180.18	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	12BEXP|34VULN|5DMG|6DUR|7LEGI|8AART|9RCR|aZMB
670	52152 32253	   	180.18	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|26VULN|3ERES|4CGEN|5LHND|7DMG|8DUR|9RCR|aZMB
671	52432 11316	   	180.15	DCR|3AART|1VULN|1ASPD|2DUR	149AART|2VULN|3aDUR|5LHND|6RPLT|7RCR|8ASPD
672	52312 21152	   	180.12	DCR|2VULN|1AART|2CDMG|2DUR	1AART|28VULN|3RCVC|47DUR|5LHND|69CDMG|aRCR
673	25331 13362	   	180.11	DCR|3VULN|1AART|1DMG|1SELL	1FEWX|2SELL|3CGEN|4RCVC|569VULN|7DMG|8AART|aRCR
674	52633 24132	   	180.11	DCR|2VULN|2AART|1CDMG|1DUR	14AART|29VULN|3FEWX|5DUR|6CDMG|7MLV|8ERES|aRCR
675	53113 51122	   	180.11	DCR|2VULN|2AART|1CDMG|1AAC|1DUR	14AART|2AAC|3CDMG|5CGEN|68VULN|7FEWX|9DUR|aRCR
676	53114 51132	   	180.11	DCR|2VULN|2AART|1CDMG|1AAC|1DUR	14AART|2AAC|3CDMG|5DUR|6AME|7FEWX|89VULN|aRCR
677	52314 12244	   	180.05	DCR|1VULN|1AART|1ASPD|1DMG|2DUR	1AART|2VULN|36RCVC|45DUR|7DMG|8MBVNT|9RCR|aASPD
678	52116 11216	   	180.04	DCR|2VULN|1AART|1ASPD|1ZMB	1AART|28VULN|3ERES|4FEWX|5ASPD|6RPLT|7RCR|9ZMB|aRMIN
679	52216 11216	   	180.04	DCR|2VULN|1AART|1ASPD|1ZMB	1AART|28VULN|3TLV|4FEWX|5ASPD|6RPLT|7RCR|9ZMB|aRMIN
680	25231 11362	   	180.01	DCR|3VULN|1AART|1DMG|1SELL	1FEWX|2SELL|3ERES|4RCVC|569VULN|7AART|8DMG|aRCR
681	25231 13362	   	180.01	DCR|3VULN|1AART|1DMG|1SELL	1FEWX|2SELL|3ERES|4RCVC|569VULN|7DMG|8AART|aRCR
682	53112 51122	   	180.01	DCR|2VULN|2AART|1CDMG|1AAC|1DUR	14AART|2AAC|3CDMG|5ERES|68VULN|7FEWX|9DUR|aRCR
683	52416 21222	   	179.98	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	17AART|25VULN|3DUR|4RCR|6CDMG|8LIT|9CGEN|aDMG
684	52416 21331	   	179.98	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	17AART|25VULN|3DUR|4RCR|6CDMG|8DMG|9CGEN|aFEWX
685	52416 21332	   	179.98	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	17AART|25VULN|3DUR|4RCR|6CDMG|8DMG|9CGEN|aLHND
686	51461 21311	   	179.97	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	19AART|2RPLT|3DUR|4VULN|5ZMB|6aMLV|7RCR|8ASPD
687	51161 21312	   	179.97	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	19AART|2RPLT|3FEWX|4VULN|5ZMB|6MLV|7RCR|8ASPD|aDUR
688	51361 21312	   	179.97	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	19AART|2RPLT|3BEXP|4VULN|5ZMB|6MLV|7RCR|8ASPD|aDUR
689	52432 11631	   	179.97	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	14AART|2VULN|3DUR|5LHND|6RPLT|7RCR|8ZMB|9MLV|aDMG
690	52432 11632	   	179.97	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	14AART|2VULN|3DUR|5LHND|6RPLT|7RCR|8ZMB|9MLV|aASPD
691	52633 11631	   	179.97	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	14AART|2VULN|3FEWX|5DUR|6RPLT|7RCR|8ZMB|9MLV|aDMG
692	52633 11632	   	179.97	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	14AART|2VULN|3FEWX|5DUR|6RPLT|7RCR|8ZMB|9MLV|aASPD
693	52422 25232	   	179.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	19AART|2VULN|3DUR|4MLV|5FEWX|6CDMG|7DMG|8AME|aRCR
694	52422 25332	   	179.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	19AART|2VULN|3DUR|4MLV|5FEWX|6CDMG|7DMG|8CGEN|aRCR
695	52621 25232	   	179.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	19AART|2VULN|3FEWX|4MLV|5DUR|6CDMG|7DMG|8AME|aRCR
696	52621 25332	   	179.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	19AART|2VULN|3FEWX|4MLV|5DUR|6CDMG|7DMG|8CGEN|aRCR
697	52632 21632	   	179.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	14AART|2VULN|3FEWX|5LHND|6CDMG|7DUR|8BEXP|9DMG|aRCR
698	51461 21211	 * 	179.88	DCR|2VULN|3ZMB|1AART|1DUR	1AART|2RPLT|3DUR|48VULN|59aZMB|6MLV|7RCR
699	51461 21313	   	179.87	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	19AART|2RPLT|3DUR|4VULN|5ZMB|6MLV|7RCR|8ASPD|aDUST
700	52432 11621	   	179.87	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	14AART|2VULN|3DUR|5LHND|6RPLT|7RCR|8ZMB|9ERES|aDMG
701	52432 11622	   	179.87	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	14AART|2VULN|3DUR|5LHND|6RPLT|7RCR|8ZMB|9ERES|aASPD
702	52633 11621	   	179.87	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	14AART|2VULN|3FEWX|5DUR|6RPLT|7RCR|8ZMB|9ERES|aDMG
703	52633 11622	   	179.87	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	14AART|2VULN|3FEWX|5DUR|6RPLT|7RCR|8ZMB|9ERES|aASPD
704	25331 13332	   	179.87	DCR|2VULN|2DMG|1AART|1SELL	1FEWX|2SELL|3CGEN|4RCVC|56VULN|79DMG|8AART|aRCR
705	63422 41312	   	179.83	DCR|2DMG|1VULN|1AART|1CDMG|1RMIN	12ERES|3RMIN|4VULN|58DMG|6CDMG|7AART|9AME|aRCR
706	51161 21341	   	179.82	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RPLT|3FEWX|4VULN|5ZMB|6MLV|7RCR|8ASPD|9RMIN|aDMG
707	51161 21342	   	179.82	DCR|1VULN|1AART|1ASPD|1NUKE|1ZMB	1AART|2RPLT|3FEWX|4VULN|5ZMB|6MLV|7RCR|8ASPD|9RMIN|aNUKE
708	51361 21341	   	179.82	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1AART|2RPLT|3BEXP|4VULN|5ZMB|6MLV|7RCR|8ASPD|9RMIN|aDMG
709	51361 21342	   	179.82	DCR|1VULN|1AART|1ASPD|1NUKE|1ZMB	1AART|2RPLT|3BEXP|4VULN|5ZMB|6MLV|7RCR|8ASPD|9RMIN|aNUKE
710	52111 25232	   	179.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	19AART|2VULN|3ERES|4FEWX|5DUR|6CDMG|7DMG|8MLV|aRCR
711	52121 25232	   	179.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	19AART|2VULN|3ERES|4BEXP|5DUR|6CDMG|7DMG|8MLV|aRCR
712	52162 25232	   	179.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	19AART|2VULN|3ERES|4DUR|5FEWX|6CDMG|7DMG|8MLV|aRCR
713	52211 25232	   	179.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	19AART|2VULN|3TLV|4FEWX|5DUR|6CDMG|7DMG|8MLV|aRCR
714	52221 25232	   	179.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	19AART|2VULN|3TLV|4BEXP|5DUR|6CDMG|7DMG|8MLV|aRCR
715	52262 25232	   	179.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	19AART|2VULN|3TLV|4DUR|5FEWX|6CDMG|7DMG|8MLV|aRCR
716	52432 26331	   	179.79	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1DUR	14AART|2VULN|3DUR|5LHND|6CDMG|7SPLJET|8AAC|9ASPD|aRCR
717	52633 26331	   	179.79	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1DUR	14AART|2VULN|3FEWX|5DUR|6CDMG|7SPLJET|8AAC|9ASPD|aRCR
718	52416 21311	   	179.78	ACR|2VULN|2AART|1DMG|1CDMG|1DUR|1MSE	17AART|25VULN|3DUR|4RCR|6CDMG|8DMG|9MSE|aMLV
719	52416 21312	   	179.78	ACR|2VULN|2AART|1DMG|1CDMG|1DUR|1MSE	17AART|25VULN|3DUR|4RCR|6CDMG|8DMG|9MSE|aCGEN
720	52416 21313	   	179.78	ACR|2VULN|2AART|1DMG|1CDMG|1DUR|2MSE	17AART|25VULN|3DUR|4RCR|6CDMG|8DMG|9aMSE
721	52616 21113	   	179.77	ACR|3VULN|2AART|1CDMG|1ZMB	17AART|258VULN|3FEWX|4RCR|6CDMG|9ZMB|aBEXP
722	25231 11332	   	179.77	DCR|2VULN|2DMG|1AART|1SELL	1FEWX|2SELL|3ERES|4RCVC|56VULN|7AART|89DMG|aRCR
723	25231 13332	   	179.77	DCR|2VULN|2DMG|1AART|1SELL	1FEWX|2SELL|3ERES|4RCVC|56VULN|79DMG|8AART|aRCR
724	31343 86344	   	179.76	DCR|2AART|2ASPD|1VULN|1DUR	12BEXP|36AART|47ASPD|5MBVNT|8DUR|9RCR|aVULN
725	63423 41332	   	179.73	DCR|2DMG|1VULN|1AART|1CDMG|1RMIN	12ERES|3RMIN|4VULN|5TLV|6CDMG|7AART|89DMG|aRCR
726	55231 22352	   	179.71	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	16AART|2RCVC|3DUR|4LWND|5ZMB|7VULN|8FEWX|9RCR|aASPD
727	52131 25232	   	179.69	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	19AART|2VULN|3ERES|4DUST|5DUR|6CDMG|7DMG|8MLV|aRCR
728	52231 25232	   	179.69	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	19AART|2VULN|3TLV|4DUST|5DUR|6CDMG|7DMG|8MLV|aRCR
729	53111 14131	   	179.69	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1DUR	14AART|2AAC|3CDMG|5LHND|6CANARM|7VULN|8DUR|9ASPD|aRCR
730	53142 14131	   	179.69	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1DUR	15AART|2AAC|3CDMG|4BEXP|6CANARM|7VULN|8DUR|9ASPD|aRCR
731	52616 21111	   	179.67	ACR|3VULN|2AART|1CDMG|1ZMB|1MSE	17AART|258VULN|3FEWX|4RCR|6CDMG|9ZMB|aMSE
732	52212 65221	   	179.61	DCR|2VULN|2AART|1ASPD	15AART|26VULN|3TLV|4FEWX|7ASPD|8RCR|9CGEN|aLHND
733	52212 65222	   	179.61	DCR|2VULN|2AART|1ASPD	15AART|26VULN|3TLV|4FEWX|7ASPD|8RCR|9CGEN|aBEXP
734	52222 65221	   	179.61	DCR|2VULN|2AART|1ASPD	15AART|26VULN|3TLV|4BEXP|7ASPD|8RCR|9CGEN|aLHND
735	52222 65222	   	179.61	DCR|2VULN|2AART|1ASPD	15AART|26VULN|3TLV|4aBEXP|7ASPD|8RCR|9CGEN
736	31122 24531	 * 	179.61	DCR|2DMG|1VULN|1ASPD|1CDMG|1ZMB	12BEXP|35DMG|4ZMB|6ASPD|7VULN|8MBVNT|9CDMG|aRCR
737	31133 47386	   	179.60	DCR|2VULN|1AART|1ASPD|1DMG	129BEXP|3DMG|4AART|5MBVNT|67VULN|8ASPD|aRCR
738	53324 31414	   	179.60	DCR|2VULN|2AART|1CDMG|1AAC	19AART|2AAC|3MBVNT|4DUST|5aVULN|6RCR|7BEXP|8CDMG
