0	Index      	 *	Score 	Summary	Detail	
1	22153 42432	 * 	207.40	DCR|3DMG|2VULN|1ASPD|1ZMB	1LEGI|28aDMG|39VULN|4ASPD|5RMIN|6RCR|7ZMB
641	12661 13116	   	177.87	DCR|2VULN|1AART|1DMG|1ZMB	18AME|2ERES|3AART|4ZMB|5LWND|6RCR|7DMG|9aVULN
642	14126 32342	   	177.87	DCR|2VULN|1AART|1ASPD|1ZMB	1AME|2DUST|35VULN|4CGEN|6RCR|7ZMB|8FEWX|9ASPD|aAART
643	26223 13516	   	177.87	DCR|2VULN|1AART|1ASPD|1ZMB	1LEGI|2CGEN|3AART|47AME|5ZMB|6RCR|8ASPD|9aVULN
644	26223 16116	   	177.87	DCR|2VULN|1AART|1DMG|1ZMB	1LEGI|2CGEN|3AART|48AME|5ZMB|6RCR|7DMG|9aVULN
645	31126 32142	   	177.87	DCR|2VULN|1AART|1ASPD|1ZMB	1RMIN|2DUST|35VULN|4CGEN|6RCR|7ZMB|8LHND|9ASPD|aAART
646	31126 32342	   	177.87	DCR|2VULN|1AART|1ASPD|1ZMB	1RMIN|2DUST|35VULN|4CGEN|6RCR|7ZMB|8FEWX|9ASPD|aAART
647	33532 31266	   	177.87	DCR|2VULN|1AART|1ASPD|1ZMB	1RMIN|2ERES|3aVULN|45LHND|6RCR|7ASPD|8ZMB|9AART
648	33633 13513	   	177.87	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|28aERES|3AART|4aFEWX|5ZMB|6RCR|7DMG|9aVULN|aBPWR
649	33661 13216	   	177.87	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2ERES|3AART|4ZMB|58LWND|6RCR|7DMG|9aVULN
650	33661 13316	   	177.87	DCR|2VULN|1AART|1DMG|1ZMB	18RMIN|2ERES|3AART|4ZMB|5LWND|6RCR|7DMG|9aVULN
651	42526 31222	   	177.87	DCR|2VULN|1AART|1ASPD|1ZMB	15VULN|2LHND|3RMIN|4CGEN|6RCR|7ASPD|8ZMB|9MBVNT|aAART
652	26213 16342	   	177.87	DCR|2AART|1VULN|1ASPD|1ZMB|1DUR	1LEGI|2CGEN|37AART|4DUR|5ZMB|6VULN|8RCR|9FEWX|aASPD
653	21126 31611	   	177.84	DCR|2VULN|2ASPD|1NUKE	1LEGI|2ERES|35VULN|4CGEN|6RCR|78ASPD|9NUKE|aDUST
654	21126 31612	   	177.84	DCR|2VULN|2ASPD|1DMG|1NUKE	1LEGI|2ERES|35VULN|4CGEN|6RCR|78ASPD|9NUKE|aDMG
655	21126 31613	   	177.84	DCR|2VULN|2ASPD|1NUKE	1LEGI|2aERES|35VULN|4CGEN|6RCR|78ASPD|9NUKE
656	26116 31611	   	177.84	DCR|2VULN|2ASPD|1NUKE	1LEGI|2CGEN|35VULN|4TLV|6RCR|78ASPD|9NUKE|aDUST
657	26116 31612	   	177.84	DCR|2VULN|2ASPD|1DMG|1NUKE	1LEGI|2CGEN|35VULN|4TLV|6RCR|78ASPD|9NUKE|aDMG
658	26116 31613	   	177.84	DCR|2VULN|2ASPD|1NUKE	1LEGI|2CGEN|35VULN|4TLV|6RCR|78ASPD|9NUKE|aERES
659	16162 12513	   	177.84	DCR|3VULN|1ASPD|1CDMG	1AME|2LWND|379VULN|4DLOT|5DMSP|6RCR|8ASPD|aCDMG
660	36162 12513	   	177.84	DCR|3VULN|1ASPD|1CDMG	1RMIN|2LWND|379VULN|4DLOT|5DMSP|6RCR|8ASPD|aCDMG
661	43114 32324	   	177.79	DCR|2VULN|1AART|1ASPD|1CDMG	16VULN|2CGEN|3AELBLL|4CDMG|5DMSP|7ERES|8AART|9RCR|aASPD
662	43114 33326	   	177.79	DCR|2VULN|1AART|1ASPD|1CDMG|1MSE	16VULN|2CGEN|3AELBLL|4CDMG|5DMSP|7ASPD|8AART|9RCR|aMSE
663	23113 43631	   	177.79	DCR|2VULN|1AART|1DMG|1CDMG	1LEGI|2RPLT|3AART|48VULN|5LIT|6LWND|7CDMG|9RCR|aDMG
664	22121 55321	   	177.78	DCR|3VULN|2DMG	1LEGI|29DMG|39aVULN|4CGEN|5ERES|6RCVC|79SPLJET|8RCR|9BPWR
665	21223 16116	   	177.77	DCR|2VULN|1AART|1DMG|1ZMB	1LEGI|2ERES|3AART|48AME|5ZMB|6RCR|7DMG|9aVULN
666	21223 13516	   	177.77	DCR|2VULN|1AART|1ASPD|1ZMB	1LEGI|2ERES|3AART|47AME|5ZMB|6RCR|8ASPD|9aVULN
667	25223 26233	   	177.77	DCR|2VULN|1MDPS|1AART|1DMG|1ZMB	1LEGI|28VULN|3LWND|4DMG|5MDPS|6RCR|7BEXP|9AART|aZMB
668	31126 31641	   	177.75	DCR|2VULN|1AART|1ASPD|1DUR	1RMIN|2DUST|35VULN|4CGEN|6RCR|7ASPD|8RCVC|9AART|aDUR
669	21126 31132	   	177.74	DCR|3VULN|1ASPD|1CDMG	1LEGI|2ERES|359VULN|4CGEN|6RCR|7ASPD|8LHND|aCDMG
670	21126 31332	   	177.74	DCR|3VULN|1ASPD|1CDMG	1LEGI|2ERES|359VULN|4CGEN|6RCR|7ASPD|8FEWX|aCDMG
671	65126 31132	   	177.74	DCR|3VULN|1ASPD|1CDMG	1DUST|2ERES|359VULN|4CGEN|6RCR|7ASPD|8LHND|aCDMG
672	21126 35432	   	177.74	DCR|3VULN|1DMG|1CDMG	1LEGI|2ERES|359VULN|4CGEN|6RCR|7LHND|8DMG|aCDMG
673	42224 12133	   	177.69	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1VULN|2LHND|3LWND|48DMG|5ASPD|6CDMG|7DUR|9CGEN|aRCR
674	42421 51321	   	177.68	DCR|3VULN|2DMG	19aVULN|2LHND|39DMG|4CGEN|5ERES|6RCVC|79AIRARM|8RCR|9BPWR
675	42342 31362	   	177.66	DCR|2VULN|1ASPD|1DMG|1ZMB	18VULN|25LHND|3RCVC|4FEWX|6RCR|7ASPD|9ZMB|aDMG
676	42342 32316	   	177.66	DCR|2VULN|1DMG|1NUKE|1ZMB	18VULN|25LHND|3RCVC|4FEWX|6RCR|7ZMB|9DMG|aNUKE
677	21152 43342	   	177.66	DCR|2VULN|2ASPD|1AART	1LEGI|2ERES|37VULN|4aASPD|5LHND|6AART|8RCR|9FEWX
678	16263 13232	   	177.65	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1AME|2LWND|3AART|4CGEN|5ZMB|6RCR|7DMG|8BEXP|9VULN|aASPD
679	16263 13532	   	177.65	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1AME|2LWND|3AART|4CGEN|5ZMB|6RCR|7DMG|8LHND|9VULN|aASPD
680	21126 31432	   	177.64	DCR|3VULN|1ASPD|1CDMG	1LEGI|2ERES|359VULN|4CGEN|6RCR|7ASPD|8DUST|aCDMG
681	43111 25353	   	177.63	DCR|2ASPD|1VULN|1AART|1CDMG	1VULN|2CGEN|3AELBLL|4CDMG|5aASPD|6LIT|7RCR|8RCVC|9AART
682	43535 22133	   	177.61	DCR|2VULN|2ASPD|1AART|1SELL	19VULN|25CGEN|3SELL|4aASPD|6LIT|7AART|8RCR
683	43551 22133	   	177.61	DCR|2VULN|2ASPD|1AART|1SELL	19VULN|2CGEN|3SELL|4DMSP|5aASPD|6LIT|7AART|8RCR
684	41313 63121	 * 	177.59	DCR|2MDPS|2VULN|1AART|1CDMG	16VULN|2DUST|3RCVC|4ERES|5CDMG|7RCR|8AART|9aMDPS
685	13335 41133	   	177.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1AME|2DUR|34DMG|5VULN|6DUST|7ASPD|8LHND|9CDMG|aRCR
686	22152 12133	   	177.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1LEGI|28DMG|3VULN|4ASPD|5LHND|6CDMG|7DUR|9CGEN|aRCR
687	22156 12153	   	177.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1LEGI|28DMG|3VULN|4ASPD|5FEWX|6CDMG|7DUR|9CGEN|aRCR
688	25224 12133	   	177.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1LEGI|2VULN|3LWND|48DMG|5ASPD|6CDMG|7DUR|9CGEN|aRCR
689	25452 12133	   	177.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1LEGI|2VULN|38DMG|4ASPD|5LHND|6CDMG|7DUR|9CGEN|aRCR
690	22311 44133	   	177.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1LEGI|23DMG|4CDMG|5ASPD|6DUR|7LHND|8VULN|9CGEN|aRCR
691	42224 12123	   	177.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1VULN|2LHND|3LWND|48DMG|5ASPD|6CDMG|7DUR|9TLV|aRCR
692	42224 12163	   	177.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1VULN|2LHND|3LWND|48DMG|5ASPD|6CDMG|7DUR|9ERES|aRCR
693	22121 51321	   	177.58	DCR|3VULN|2DMG	1LEGI|29DMG|39aVULN|4CGEN|5ERES|6RCVC|79AIRARM|8RCR|9BPWR
694	25421 51321	   	177.58	DCR|3VULN|2DMG	1LEGI|29aVULN|39DMG|4CGEN|5ERES|6RCVC|79AIRARM|8RCR|9BPWR
695	22151 31365	   	177.56	DCR|3VULN|1MDPS|1ASPD|1DMG	1LEGI|2DMG|39aVULN|4ASPD|5CGEN|6LHND|7MDPS|8RCR
696	12633 16232	   	177.55	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1AME|2ERES|3AART|4FEWX|5ZMB|6RCR|7DMG|8BEXP|9VULN|aASPD
697	12633 16532	   	177.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1AME|2ERES|3AART|4FEWX|5ZMB|6RCR|7DMG|8LHND|9VULN|aASPD
698	12661 13232	   	177.55	DCR|1AART|1VULN|1DMG|1ASPD|1ZMB	1AME|2ERES|3AART|4ZMB|5LWND|6RCR|7DMG|8BEXP|9VULN|aASPD
699	12661 13532	   	177.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1AME|2ERES|3AART|4ZMB|5LWND|6RCR|7DMG|8LHND|9VULN|aASPD
700	12662 16232	   	177.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1AME|2ERES|3AART|4ZMB|5LHND|6RCR|7DMG|8BEXP|9VULN|aASPD
701	22153 42113	   	177.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LEGI|2DMG|3VULN|4ASPD|5RMIN|6RCR|7ZMB|8MLV|9AART|aFEWX
702	22153 42114	   	177.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LEGI|2DMG|3VULN|4ASPD|5RMIN|6RCR|7ZMB|8MLV|9AART|aBEXP
703	22153 42116	   	177.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LEGI|2DMG|3VULN|4ASPD|5aRMIN|6RCR|7ZMB|8MLV|9AART
704	22153 42212	   	177.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LEGI|2DMG|3VULN|4ASPD|5RMIN|6RCR|7ZMB|8LWND|9FEWX|aAART
705	22153 42251	   	177.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LEGI|2DMG|3VULN|4ASPD|5RMIN|6RCR|7ZMB|8LWND|9AART|aAELBLL
706	26223 16232	   	177.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LEGI|2CGEN|3AART|4AME|5ZMB|6RCR|7DMG|8BEXP|9VULN|aASPD
707	26223 16532	   	177.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LEGI|2CGEN|3AART|4AME|5ZMB|6RCR|7DMG|8LHND|9VULN|aASPD
708	32633 13232	   	177.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1RMIN|2TLV|3AART|4FEWX|5ZMB|6RCR|7DMG|8LWND|9VULN|aASPD
709	32661 13632	   	177.55	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1RMIN|2TLV|3AART|4ZMB|5LWND|6RCR|7DMG|8LHND|9VULN|aASPD
710	33633 13232	   	177.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1RMIN|2ERES|3AART|4FEWX|5ZMB|6RCR|7DMG|8LWND|9VULN|aASPD
711	33633 13632	   	177.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1RMIN|2ERES|3AART|4FEWX|5ZMB|6RCR|7DMG|8BEXP|9VULN|aASPD
712	33661 13632	   	177.55	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1RMIN|2ERES|3AART|4ZMB|5LWND|6RCR|7DMG|8BEXP|9VULN|aASPD
713	62123 66213	 * 	177.55	DCR|2AART|2ASPD|1VULN	18DUST|28ASPD|3VULN|4CGEN|5RMIN|6RCR|78LWND|8BPWR|9aAART
714	22151 32343	   	177.49	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG	1LEGI|28DMG|3VULN|4ASPD|5CGEN|6LHND|7CDMG|9RCR|aMDPS
715	22152 15343	   	177.49	DCR|1MDPS|2DMG|1VULN|1ASPD|1CDMG	1LEGI|28DMG|3VULN|4ASPD|5LHND|6CDMG|7CGEN|9RCR|aMDPS
716	22152 12123	   	177.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1LEGI|28DMG|3VULN|4ASPD|5LHND|6CDMG|7DUR|9TLV|aRCR
717	22152 12163	   	177.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1LEGI|28DMG|3VULN|4ASPD|5LHND|6CDMG|7DUR|9ERES|aRCR
718	22156 12163	   	177.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1LEGI|28DMG|3VULN|4ASPD|5FEWX|6CDMG|7DUR|9ERES|aRCR
719	25224 12123	   	177.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1LEGI|2VULN|3LWND|48DMG|5ASPD|6CDMG|7DUR|9TLV|aRCR
720	25224 12163	   	177.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1LEGI|2VULN|3LWND|48DMG|5ASPD|6CDMG|7DUR|9ERES|aRCR
721	25452 12123	   	177.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1LEGI|2VULN|38DMG|4ASPD|5LHND|6CDMG|7DUR|9TLV|aRCR
722	22311 44123	   	177.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1LEGI|23DMG|4CDMG|5ASPD|6DUR|7LHND|8VULN|9TLV|aRCR
723	22311 44163	   	177.49	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1LEGI|23DMG|4CDMG|5ASPD|6DUR|7LHND|8VULN|9ERES|aRCR
724	22334 12514	   	177.49	DCR|2DMG|1MDPS|1VULN|1ASPD|1CDMG|1DUR	1LEGI|23DMG|4ASPD|5MDPS|6CDMG|7DUR|8VULN|9LHND|aRCR
725	23111 52131	 * 	177.47	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG	1LEGI|2RPLT|3AART|4VULN|5CGEN|6ASPD|7CDMG|8LIT|9RCR|aNUKE
726	23112 52131	   	177.47	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG	1LEGI|2RPLT|3AART|4VULN|5MLV|6ASPD|7CDMG|8LIT|9RCR|aNUKE
727	41213 21511	   	177.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1VULN|2DUST|3LWND|4RPLT|5CDMG|6FEWX|7DMG|8AART|9RCR|aASPD
728	22151 21365	   	177.46	DCR|3VULN|1MDPS|1ASPD|1DMG	1LEGI|2DMG|39aVULN|4ASPD|5CGEN|6DUST|7MDPS|8RCR
729	21223 16232	   	177.45	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1LEGI|2ERES|3AART|4AME|5ZMB|6RCR|7DMG|8BEXP|9VULN|aASPD
730	21223 16532	   	177.45	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LEGI|2ERES|3AART|4AME|5ZMB|6RCR|7DMG|8LHND|9VULN|aASPD
731	22153 42111	   	177.45	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LEGI|2DMG|3VULN|4ASPD|5RMIN|6RCR|7ZMB|8MLV|9AART|aDUST
732	22153 42112	   	177.45	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1LEGI|2DMG|3VULN|4ASPD|5RMIN|6RCR|7ZMB|8MLV|9AART|aCANSTR
733	22153 42115	   	177.45	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB	1LEGI|2DMG|3VULN|4ASPD|5RMIN|6RCR|7ZMB|8MLV|9AART|aTLV
734	22153 42313	   	177.45	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LEGI|2DMG|3VULN|4ASPD|5RMIN|6RCR|7ZMB|8ERES|9AART|aFEWX
735	22153 42314	   	177.45	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LEGI|2DMG|3VULN|4ASPD|5RMIN|6RCR|7ZMB|8ERES|9AART|aBEXP
736	22153 42316	   	177.45	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB	1LEGI|2DMG|3VULN|4ASPD|5aRMIN|6RCR|7ZMB|8ERES|9AART
737	22151 42241	   	177.45	DCR|1VULN|2CDMG|1ASPD|1DMG|1ZMB	1LEGI|2DMG|3VULN|4ASPD|5CGEN|6RCR|79CDMG|8FEWX|aZMB
738	31151 66113	   	177.45	DCR|2AART|2ASPD|1VULN	1RMIN|2DUST|3VULN|48ASPD|5CGEN|6RCR|7LWND|9aAART
739	62113 66213	   	177.45	DCR|2AART|2ASPD|1VULN	18DUST|28ASPD|3VULN|4TLV|5RMIN|6RCR|78LWND|8BPWR|9aAART
740	62123 66113	   	177.45	DCR|2AART|2ASPD|1VULN	1DUST|28ASPD|3VULN|4CGEN|5RMIN|6RCR|7LWND|9aAART
