0	Index      	 *	Score 	Summary	Detail	
1	12613 43513	 * 	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LIT|2DUST|3RCR|4DMG|56VULN|7ZMB|8AART|9CDMG|aDUR
657	36316 33161	   	152.97	DCR|2DMG|3CDMG|1AART	1RMIN|28TLV|3FEWX|489CDMG|58DMG|6RCR|7AART|8BPWR|aRPLT
658	36316 33163	   	152.97	DCR|2DMG|3CDMG|1AART	1RMIN|28TLV|3FEWX|489CDMG|58DMG|6RCR|7AART|8BPWR|aCGEN
659	32111 14315	 * 	152.96	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	1RMIN|234DUR|5RCR|6FEWX|7DMG|8CDMG|9VULN|aAART
660	32131 14315	   	152.96	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	1RMIN|234DUR|4BPWR|5RCR|6FEWX|7DMG|8CDMG|9VULN|aAART
661	16215 31621	   	152.92	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1LIT|2CDMG|3AART|4RPLT|57DUR|6BEXP|8RCR|9DMG|aVULN
662	24138 32121	   	152.92	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUST|2ZMB|3DUR|4MBVNT|5RPLT|6RCR|7ASPD|8DMG|9AART|aVULN
663	24141 32121	   	152.92	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUST|2ZMB|3DUR|4RPLT|5MBVNT|6RCR|7ASPD|8DMG|9AART|aVULN
664	25331 34121	   	152.92	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1DUST|2DUR|3ASPD|4RPLT|5MBVNT|6RCR|7ZMB|8DMG|9AART|aVULN
665	31136 33441	   	152.88	DCR|3VULN|1AART|1DMG	1RMIN|2DLOT|3CGEN|459VULN|6DMG|7AART|8DUST|aRCR
666	24111 34621	   	152.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2ZMB|3DUR|4LHND|5RCR|6FEWX|7CDMG|8aVULN|9AART
667	24121 14621	   	152.87	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUST|2ZMB|3DUR|4FEWX|5RCR|6LHND|7CDMG|8aVULN|9AART
668	12612 64431	 * 	152.85	ACR|3DMG|1VULN|2ZMB	18LIT|2DUST|3RCR|489DMG|5LEGI|68ZMB|7MBVNT|8BPWR|aVULN
669	16211 45222	   	152.83	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5RCVC|6ASPD|7RCR|8VULN|9DMG|aLWND
670	16211 45123	   	152.83	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5RCVC|6ASPD|7RCR|8BEXP|9DMG|aVULN
671	32452 62133	   	152.78	ACR|2AART|1VULN|1DMG|1ASPD|1DUR	1RMIN|2DUR|3LHND|4RCR|5VULN|6DMG|79AART|8BELT|aASPD
672	33152 62133	   	152.78	ACR|2AART|1VULN|1DMG|1ASPD|1DUR	1RMIN|2LHND|3DUR|4RCR|5VULN|6DMG|79AART|8BELT|aASPD
673	16211 21163	   	152.76	DCR|2VULN|1AART|1CDMG|1DUR	1LIT|2CDMG|3AART|47RPLT|5RCVC|6RCR|8DUR|9aVULN
674	16211 22511	   	152.76	DCR|2VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5RCVC|6RCR|7FEWX|8aVULN|9ASPD
675	16211 23551	   	152.76	DCR|2VULN|1AART|1CDMG|1DUR	1LIT|2CDMG|3AART|4RPLT|5RCVC|6RCR|7DUR|8aVULN|9MLV
676	32452 32325	   	152.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RMIN|26DUR|3LHND|4RCR|5VULN|7LIT|8AART|9DMG|aCDMG
677	32552 32325	   	152.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RMIN|26DUR|3LWND|4RCR|5VULN|7LIT|8AART|9DMG|aCDMG
678	33152 32325	   	152.74	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RMIN|2LHND|36DUR|4RCR|5VULN|7LIT|8AART|9DMG|aCDMG
679	21432 32164	 * 	152.68	DCR|2VULN|1AART|1DMG|1FLTHEA	15DUST|2LHND|3RPLT|4AART|6DMG|78VULN|9FLTHEA|aRCR
680	16211 23531	   	152.66	DCR|2VULN|1AART|1CDMG|1DUR	1LIT|2CDMG|3AART|4RPLT|5RCVC|6RCR|7DUR|8aVULN|9ERES
681	16211 24511	   	152.66	DCR|2VULN|1AART|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5RCVC|6RCR|7DUST|8aVULN|9ASPD
682	11623 13132	   	152.62	ACR|2VULN|1DMG|2DUR|1ZMB|1ASPD	1LIT|2LHND|3RCR|4aDUR|58VULN|6ASPD|7ZMB|9DMG
683	32613 53261	   	152.58	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2DUR|3CGEN|4CDMG|5RCR|6MLV|7AART|8ASPD|9VULN|aDMG
684	12314 35633	   	152.58	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2DUST|3CGEN|46VULN|5CDMG|7RCVC|8AART|9DMG|aRCR
685	16213 35123	   	152.53	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5ASPD|6RCVC|7RCR|8BEXP|9DMG|aVULN
686	16213 35222	   	152.53	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5ASPD|6RCVC|7RCR|8VULN|9DMG|aLWND
687	16213 35225	   	152.53	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5ASPD|6RCVC|7RCR|8VULN|9DMG|aBEXP
688	23412 21345	   	152.53	DCR|2VULN|1DMG|2CDMG|1ASPD	1DUST|2RCVC|38VULN|45CDMG|6RCR|7BEXP|9DMG|aASPD
689	64122 12352	 * 	152.47	DCR|1AART|1VULN|3DUR|2ZMB|1CDMG|1ASPD	136DUR|28ZMB|4ASPD|5AART|7CDMG|9VULN|aRCR
690	33252 62522	   	152.45	ACR|2AART|1VULN|1DMG|1CDMG	1RMIN|2LHND|3FEWX|4RCR|5VULN|6DMG|78AART|9DUST|aCDMG
691	32155 22242	   	152.44	DCR|2VULN|1AART|2DUR|1ZMB|1ASPD	1RMIN|23DUR|4RCVC|5ZMB|6ASPD|7aVULN|8AART|9RCR
692	16213 35226	   	152.43	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5ASPD|6RCVC|7RCR|8VULN|9DMG|aERES
693	16213 35623	   	152.43	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2CDMG|3AART|4RPLT|5ASPD|6RCVC|7RCR|8DUST|9DMG|aVULN
694	23412 23354	   	152.43	DCR|2VULN|1DMG|2CDMG|1DUR	1DUST|2RCVC|38VULN|45CDMG|6RCR|7MBVNT|9DMG|aDUR
695	23412 23356	   	152.43	DCR|2VULN|1DMG|2CDMG|1ASPD	1DUST|2RCVC|38VULN|45CDMG|6RCR|7MBVNT|9DMG|aASPD
696	15663 33223	   	152.42	ACR|1AART|1VULN|1DMG|2CDMG	1LIT|26FEWX|3RCR|46CDMG|5AART|6BPWR|7VULN|8RPLT|9DMG|aRCVC
697	61152 32622	   	152.41	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2LHND|3CGEN|4RCR|58VULN|6ASPD|7AART|9DUST|aCDMG
698	11653 31512	   	152.38	ACR|2VULN|2AART|1CDMG	1LIT|2LHND|3RCR|4LWND|5aVULN|6VENICY|78AART|9CDMG
699	23464 34414	   	152.33	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1DUST|2RCVC|3VULN|4MBVNT|5AART|6DMG|7RCR|8ASPD|9MLV|aCDMG
700	23464 34434	   	152.33	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1DUST|2RCVC|3VULN|4MBVNT|5AART|6DMG|7RCR|8ASPD|9CGEN|aCDMG
701	23464 34463	   	152.33	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1DUST|2RCVC|3VULN|4MBVNT|5AART|6DMG|7RCR|8ASPD|9CDMG|aRMIN
702	23164 34465	   	152.33	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1DUST|2RCVC|3LHND|4MBVNT|5AART|6DMG|7RCR|8ASPD|9CDMG|aVULN
703	13223 61143	   	152.28	DCR|2VULN|1AART|1DMG|1CDMG	12LIT|3CDMG|4FEWX|5AART|6DMG|78VULN|9CGEN|aRCR
704	31136 31631	   	152.27	DCR|2VULN|2AART|1DMG	1RMIN|2DLOT|3CGEN|45VULN|6DMG|7ERES|8RCR|9aAART
705	31156 31631	 * 	152.27	DCR|2DMG|2AART|1VULN	1RMIN|2DLOT|3CGEN|46DMG|5ERES|7VULN|8RCR|9aAART
706	15611 12315	   	152.25	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2FEWX|3RCR|4DMG|5DUST|6RCVC|7VULN|8AART|9ASPD|aCDMG
707	23464 34461	   	152.23	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1DUST|2RCVC|3VULN|4MBVNT|5AART|6DMG|7RCR|8ASPD|9CDMG|aNUKE
708	23464 44461	   	152.23	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1DUST|2RCVC|3VULN|4MBVNT|5AART|6NUKE|7RCR|8ASPD|9CDMG|aDMG
709	31235 26215	   	152.20	DCR|2VULN|1DMG|2DUR|1ZMB|1ASPD	1RMIN|2DLOT|37DUR|4RPLT|57VULN|6RCR|7BPWR|8ASPD|9DMG|aZMB
710	13223 61123	   	152.18	DCR|2VULN|1AART|1DMG|1CDMG	12LIT|3CDMG|4FEWX|5AART|6DMG|78VULN|9TLV|aRCR
711	12613 12622	   	152.16	ACR|2VULN|2DMG|2DUR	1LIT|2DUST|3RCR|4aDMG|57VULN|6BELT|89DUR
712	14313 24315	   	152.07	DCR|3VULN|1AART|1CDMG	1LIT|2BEXP|3CGEN|47aVULN|5MLV|6AART|8RCR|9CDMG
713	32123 15146	   	152.06	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1RMIN|23DUR|4ASPD|5DMG|6BELT|7CDMG|8AART|9VULN|aRCR
714	11623 24325	   	152.05	ACR|1AART|1DMG|1VULN|1CDMG|1DUR	1LIT|2LHND|3RCR|4DUR|5VULN|6CGEN|7RCVC|8AART|9DMG|aCDMG
715	23463 82331	   	152.01	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|2RCVC	1DUST|25RCVC|3VULN|4MBVNT|6AART|7DUR|8RCR|9CDMG|aDMG
716	32452 62213	   	151.98	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2DUR|3LHND|4RCR|5aVULN|6DMG|7AART|8FEWX|9LIT
717	32552 62213	   	151.98	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2DUR|3LWND|4RCR|5aVULN|6DMG|7AART|8FEWX|9LIT
718	33152 62116	   	151.98	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2LHND|3DUR|4RCR|5aVULN|6DMG|7AART|8BELT|9FEWX
719	33152 62213	   	151.98	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2LHND|3DUR|4RCR|5aVULN|6DMG|7AART|8FEWX|9LIT
720	33252 62313	   	151.98	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2LHND|3FEWX|4RCR|5aVULN|6DMG|7AART|8DUR|9LIT
721	15612 22152	   	151.97	ACR|3VULN|1DMG|1ASPD|1DUR	1LIT|2FEWX|3RCR|4DMG|5ASPD|68aVULN|7DUR|9LWND
722	15612 22231	   	151.97	ACR|3DMG|1VULN|1DUR|1ASPD	1LIT|2FEWX|3RCR|49aDMG|5ASPD|6VULN|7DUR|8CGEN
723	36421 26331	   	151.92	DCR|4VULN|1AART	1RMIN|2TLV|356aVULN|45LIT|5BPWR|7AART|8RCR|9CGEN
724	33152 62411	   	151.88	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2LHND|3DUR|4RCR|5aVULN|6DMG|7AART|8ERES|9RPLT
725	33452 62222	   	151.88	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2LHND|3LEGI|4RCR|5aVULN|6DMG|7AART|8FEWX|9DUR
726	31136 31633	   	151.83	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DLOT|3CGEN|45VULN|6DMG|7ERES|8RCR|9AART|aZMB
727	31156 31633	   	151.83	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2DLOT|3CGEN|46DMG|5ERES|7VULN|8RCR|9AART|aZMB
728	13352 52236	   	151.78	ACR|2VULN|1AART|2ASPD|1CDMG	128LIT|3LHND|4AART|5RCR|68ASPD|78VULN|8BPWR|9MGNSTR|aCDMG
729	32613 31515	   	151.76	ACR|3VULN|1CDMG|1ZMB|1DUR|1ASPD	1RMIN|2DUR|3CGEN|4CDMG|5RCR|678VULN|9ZMB|aASPD
730	34412 23521	   	151.72	DCR|2VULN|1AART|2CDMG|1DUR|1SELL	1RMIN|2ERES|38VULN|45CDMG|6RCR|7DUR|9SELL|aAART
731	36412 23521	   	151.72	DCR|2VULN|1AART|2CDMG|1DUR|1SELL	1RMIN|2TLV|38VULN|45CDMG|6RCR|7DUR|9SELL|aAART
732	16242 13311	   	151.70	DCR|2AART|2DMG|1CDMG|1DUR	19LIT|2CDMG|36AART|4LSRHEA|58DMG|7DUR|aRCR
733	14663 21332	   	151.70	ACR|1AART|1DMG|3DUR|1CDMG|1ZMB	1LIT|2BEXP|3RCR|4CDMG|5AART|6ZMB|789DUR|aDMG
734	15663 21332	   	151.70	ACR|1AART|1DMG|3DUR|1CDMG|1ZMB	1LIT|2FEWX|3RCR|4CDMG|5AART|6ZMB|789DUR|aDMG
735	25321 23362	 * 	151.68	ACR|2VULN|1DMG|2ASPD|1FLTHEA|1DUR	1DUST|2DUR|37ASPD|4FEWX|5RCR|6DMG|8aVULN|9FLTHEA
736	11111 24214	   	151.68	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2LHND|3BEXP|4DMG|5RMIN|6AART|78VULN|9CDMG|aRCR
737	11113 24214	   	151.68	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2LHND|3BEXP|4DMG|5MLV|6AART|78VULN|9CDMG|aRCR
738	11211 24214	   	151.68	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2LHND|3LWND|4DMG|5RMIN|6AART|78VULN|9CDMG|aRCR
739	13222 31133	   	151.68	DCR|2VULN|1AART|1DMG|1CDMG	12LIT|3CDMG|4FEWX|5RMIN|6AART|78VULN|9DMG|aRCR
740	13253 51133	   	151.68	DCR|2VULN|1AART|1DMG|1CDMG	12LIT|3CDMG|4CGEN|5FEWX|6AART|78VULN|9DMG|aRCR
741	14211 24214	   	151.68	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2BEXP|3LWND|4DMG|5RMIN|6AART|78VULN|9CDMG|aRCR
742	14213 24214	   	151.68	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2BEXP|3LWND|4DMG|5MLV|6AART|78VULN|9CDMG|aRCR
743	16652 31133	   	151.68	DCR|2VULN|1AART|1DMG|1CDMG	15LIT|2CDMG|3RMIN|4LWND|6AART|78VULN|9DMG|aRCR
744	34421 33233	   	151.68	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2ERES|35VULN|45LIT|5BPWR|6AART|7CDMG|8CGEN|9DMG|aRCR
745	12613 12524	   	151.65	ACR|3VULN|1DMG|1CDMG	1LIT|2DUST|3RCR|4DMG|578VULN|6BELT|9CDMG|aLHND
746	12613 42263	 * 	151.65	ACR|3VULN|1DMG|1FLTHEA	1LIT|2DUST|3RCR|4DMG|56aVULN|7BEXP|8FLTHEA|9FEWX
747	33152 65313	   	151.63	ACR|2DMG|1VULN|1FLTHEA|1ZMB|1DUR	1RMIN|2LHND|3DUR|4RCR|5VULN|6aDMG|7ZMB|8LWND|9FLTHEA
748	65113 11312	   	151.63	ACR|4VULN|1CDMG|1DUR	1DUR|2RCVC|3LHND|4CDMG|5RCR|6FEWX|789aVULN
749	65113 23312	   	151.63	ACR|4VULN|1CDMG|1DUR	1DUR|2RCVC|3LHND|4CDMG|5RCR|689aVULN|7FEWX
750	12663 21532	   	151.60	ACR|1AART|1DMG|3DUR|1CDMG|1ZMB	1LIT|2DUST|3RCR|4CDMG|5AART|6ZMB|789DUR|aDMG
751	12211 24214	   	151.58	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2DUST|3LWND|4DMG|5RMIN|6AART|78VULN|9CDMG|aRCR
752	12213 24214	   	151.58	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2DUST|3LWND|4DMG|5MLV|6AART|78VULN|9CDMG|aRCR
753	13254 51133	   	151.58	DCR|2VULN|1AART|1DMG|1CDMG	12LIT|3CDMG|4CGEN|5DUST|6AART|78VULN|9DMG|aRCR
754	15214 32134	   	151.58	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2FEWX|3LWND|4DMG|5CDMG|6AART|7ERES|89VULN|aRCR
755	16616 31133	   	151.58	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3RMIN|4CGEN|5TLV|6AART|78VULN|9DMG|aRCR
756	65413 33111	   	151.57	ACR|2VULN|1AART|1CDMG|2DUR	17DUR|2RCVC|36VULN|4CDMG|5RCR|8AART|9CGEN|aFEWX
757	65413 33113	   	151.57	ACR|2VULN|1AART|1CDMG|2DUR	17DUR|2RCVC|36VULN|4CDMG|5RCR|8AART|9CGEN|aRPLT
758	16212 43623	   	151.56	DCR|2DMG|1AART|2CDMG|1DUR	1aLIT|2aCDMG|3AART|4RPLT|5RMIN|6ERES|7DUR|8RCR|9aDMG|aBPWR
759	12663 62212	   	151.55	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD	1LIT|2DUST|3RCR|4CDMG|5AART|6VULN|7ASPD|8CGEN|9DMG|aLWND
760	12663 62213	   	151.55	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1aLIT|2DUST|3RCR|4CDMG|5AART|6VULN|7ASPD|8CGEN|9DMG
761	12613 12523	   	151.55	ACR|3VULN|1DMG|1CDMG	1LIT|2DUST|3RCR|4DMG|578VULN|6BELT|9CDMG|aERES
762	12613 41213	   	151.55	ACR|3VULN|1DMG|1FLTHEA	1LIT|2DUST|3RCR|4DMG|56aVULN|7FEWX|8FLTHEA|9LEGI
763	12613 42213	   	151.55	ACR|3VULN|1DMG|1FLTHEA	1LIT|2DUST|3RCR|4DMG|56aVULN|7BEXP|8FLTHEA|9LEGI
764	14611 42132	   	151.55	ACR|3VULN|1DMG|1CDMG	1LIT|2BEXP|3RCR|4DMG|5DUST|68aVULN|7ERES|9CDMG
765	15611 42132	   	151.55	ACR|3VULN|1DMG|1CDMG	1LIT|2FEWX|3RCR|4DMG|5DUST|68aVULN|7ERES|9CDMG
766	23412 23341	 * 	151.53	DCR|2VULN|3CDMG|1DMG	1DUST|2RCVC|38VULN|459CDMG|6RCR|7MBVNT|aDMG
767	65113 22312	   	151.53	ACR|4VULN|1CDMG|1DUR	1DUR|2RCVC|3LHND|4CDMG|5RCR|689aVULN|7DUST
768	65113 31312	   	151.53	ACR|4VULN|1CDMG|1DUR	1DUR|2RCVC|3LHND|4CDMG|5RCR|6DUST|789aVULN
769	32452 63133	   	151.51	ACR|2VULN|2DMG|1ASPD|1DUR	1RMIN|2DUR|3LHND|4RCR|58VULN|69DMG|7LIT|aASPD
770	33152 63133	   	151.51	ACR|2VULN|2DMG|1ASPD|1DUR	1RMIN|2LHND|3DUR|4RCR|58VULN|69DMG|7LIT|aASPD
771	16126 31153	   	151.48	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3MLV|4NUKE|5TLV|6AART|78VULN|9DMG|aRCR
772	16626 31133	   	151.48	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3RMIN|4NUKE|5TLV|6AART|78VULN|9DMG|aRCR
773	16636 31133	   	151.48	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3RMIN|4ERES|5TLV|6AART|78VULN|9DMG|aRCR
774	65413 33121	   	151.47	ACR|2VULN|1AART|1CDMG|2DUR	17DUR|2RCVC|36VULN|4CDMG|5RCR|8AART|9TLV|aFEWX
775	65413 33123	   	151.47	ACR|2VULN|1AART|1CDMG|2DUR	17DUR|2RCVC|36VULN|4CDMG|5RCR|8AART|9TLV|aRPLT
776	65413 33131	   	151.47	ACR|2VULN|1AART|1CDMG|2DUR	17DUR|2RCVC|36VULN|4CDMG|5RCR|8AART|9ERES|aFEWX
777	65413 33133	   	151.47	ACR|2VULN|1AART|1CDMG|2DUR	17DUR|2RCVC|36VULN|4CDMG|5RCR|8AART|9ERES|aRPLT
778	12663 62211	   	151.45	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2DUST|3RCR|4CDMG|5AART|6VULN|7ASPD|8CGEN|9DMG|aERES
779	12613 34132	   	151.45	ACR|3VULN|1DMG|1CDMG	1LIT|2DUST|3RCR|4DMG|58aVULN|6ERES|7MBVNT|9CDMG
780	16235 21333	   	151.43	DCR|2AART|1VULN|2CDMG|1ZMB|1DUR	1LIT|29CDMG|37AART|4ERES|5ZMB|6VULN|8DUR|aRCR
781	16256 21123	   	151.43	DCR|2AART|1VULN|2CDMG|1ZMB|1DUR	1LIT|25CDMG|37AART|4DUR|6VULN|8ZMB|9TLV|aRCR
782	24511 22134	   	151.41	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1DUST|2ZMB|3LWND|4LEGI|5RCR|6DMG|7AART|8RCVC|9CDMG|aVULN
783	61552 33131	   	151.41	ACR|2VULN|2DMG|1ASPD|1DUR	1DUR|2LHND|3TLV|4RCR|58VULN|6ASPD|7LIT|9aDMG
784	11643 62222	   	151.40	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1SELL	1LIT|2LHND|3RCR|4SELL|5AART|6VULN|7ASPD|8CDMG|9DMG|aLWND
785	11643 42223	   	151.40	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1SELL	1LIT|2LHND|3RCR|4SELL|5AART|6BEXP|7ASPD|8CDMG|9DMG|aVULN
786	64123 26311	   	151.40	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB|1ASPD	13DUR|2ZMB|4ASPD|5DMG|6AART|7RCR|8CGEN|9CDMG|aLWND
787	64123 26313	   	151.40	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB|1ASPD	13DUR|2ZMB|4ASPD|5DMG|6AART|7RCR|8aCGEN|9CDMG
788	32451 24132	   	151.40	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1RMIN|29DUR|3LHND|4RCR|5ZMB|6RCVC|7DMG|8VULN|aAART
789	33151 24132	   	151.40	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1RMIN|2LHND|39DUR|4RCR|5ZMB|6RCVC|7DMG|8VULN|aAART
790	61151 24122	   	151.40	ACR|1AART|1DMG|1VULN|2DUR|1ZMB	19DUR|2LHND|3CGEN|4RCR|5ZMB|6RCVC|7DMG|8VULN|aAART
791	13352 52133	   	151.38	ACR|2VULN|1AART|1DMG|1ASPD	12LIT|3LHND|4AART|5RCR|6ASPD|7aVULN|8RMIN|9DMG
792	61152 12321	   	151.38	ACR|2VULN|1AART|1DMG|1DUR	1DUR|2LHND|3CGEN|4RCR|5aVULN|6DMSP|7LIT|8AART|9DMG
793	61152 42321	   	151.38	ACR|2VULN|1AART|1DMG|1DUR	1DUR|2LHND|36CGEN|4RCR|5aVULN|7LIT|8AART|9DMG
794	16526 31133	   	151.38	DCR|2VULN|1AART|1DMG|1CDMG	1LIT|2CDMG|3ERES|4NUKE|5TLV|6AART|78VULN|9DMG|aRCR
795	13411 33133	   	151.37	DCR|2VULN|1AART|1DMG|1DUR	12LIT|3RCVC|4DMG|5AART|6LHND|7aVULN|8DUR|9RCR
796	13411 63433	   	151.37	DCR|2VULN|1AART|1DMG|1DUR	12LIT|3RCVC|4DMG|5AART|6DUR|7aVULN|8LHND|9RCR
797	16253 23134	   	151.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|2CDMG|3AART|4DUR|5LHND|6ZMB|7CGEN|89VULN|aRCR
798	11643 62221	   	151.30	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1SELL	1LIT|2LHND|3RCR|4SELL|5AART|6VULN|7ASPD|8CDMG|9DMG|aDUST
799	64123 26111	   	151.30	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB|1ASPD	13DUR|2ZMB|4ASPD|5DMG|6AART|7RCR|8ERES|9CDMG|aLWND
800	64123 26113	   	151.30	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB|1ASPD	13DUR|2ZMB|4ASPD|5DMG|6AART|7RCR|8ERES|9CDMG|aLHND
801	64123 26312	   	151.30	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB|1ASPD	13DUR|2ZMB|4ASPD|5DMG|6AART|7RCR|8CGEN|9CDMG|aERES
802	13352 24326	   	151.28	ACR|2VULN|1AART|1DMG|1DUR	12LIT|3LHND|4AART|5RCR|6DUST|7aVULN|8DUR|9DMG
803	14266 11321	   	151.28	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2BEXP|3LWND|4AART|5RCR|6ERES|7DUR|89DMG|aVULN
804	15266 11321	   	151.28	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2FEWX|3LWND|4AART|5RCR|6ERES|7DUR|89DMG|aVULN
805	26252 24323	   	151.28	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2CGEN|3FEWX|4RCR|5aVULN|6LIT|7DUR|8AART|9DMG
806	61552 12321	   	151.28	ACR|2VULN|1AART|1DMG|1DUR	1DUR|2LHND|3TLV|4RCR|5aVULN|6DMSP|7LIT|8AART|9DMG
807	61652 12321	   	151.28	ACR|2VULN|1AART|1DMG|1DUR	1DUR|2LHND|3ERES|4RCR|5aVULN|6DMSP|7LIT|8AART|9DMG
808	16253 22134	   	151.25	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LIT|2CDMG|3AART|4DUR|5LHND|6ZMB|7TLV|89VULN|aRCR
809	36316 31512	   	151.23	DCR|3VULN|1DMG|1CDMG	1RMIN|2TLV|3FEWX|4CDMG|5DMG|6RCR|7CGEN|89aVULN
810	61422 25122	 * 	151.22	DCR|3VULN|3DUR|2ASPD|1ZMB	157DUR|2LHND|3RPLT|47aVULN|67ASPD|7BPWR|8ZMB|9RCR
811	65115 11212	 * 	151.21	DCR|4VULN|1CDMG|1DUR	1DUR|2RCVC|3LHND|4CDMG|579aVULN|6FEWX|8RCR
812	65115 31212	   	151.21	DCR|4VULN|1CDMG|1DUR	1DUR|2RCVC|3LHND|4CDMG|569aVULN|7BEXP|8RCR
813	65412 21212	   	151.21	DCR|4VULN|1CDMG|1DUR	1DUR|2RCVC|379aVULN|4CDMG|5FEWX|6BEXP|8RCR
814	64123 26112	   	151.20	DCR|1AART|1DMG|1CDMG|2DUR|1ZMB|1ASPD	13DUR|2ZMB|4ASPD|5DMG|6AART|7RCR|8aERES|9CDMG
815	12266 11321	   	151.18	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2DUST|3LWND|4AART|5RCR|6ERES|7DUR|89DMG|aVULN
816	12266 41321	   	151.18	ACR|2DMG|1AART|1VULN|1DUR	1LIT|2DUST|3LWND|4AART|5RCR|6TLV|7DUR|89DMG|aVULN
