0	Index      	 *	Score 	Summary	Detail	
1	31133 13245	 * 	201.52	DCR|3VULN|3ZMB|1AART|1DMG|1CDMG	18aZMB|2CDMG|38aVULN|4FEWX|5DMG|68aBEXP|7RCR|8aBPWR|9AART
678	11252 26221	   	171.73	ACR|2VULN|2DMG|2CDMG|1ASPD	1RCR|2aERES|3aCDMG|47DMG|5ASPD|6RPLT|8RMIN|9aVULN|aBPWR
679	12434 52312	   	171.73	ACR|2AART|2VULN|1DMG|1DUR	1RCR|2TLV|3LIT|4aVULN|56AART|7DMG|8LHND|9DUR
680	16213 41141	   	171.73	ACR|2VULN|2DMG|2CDMG|1DUR	1RCR|2MLV|3aCDMG|47VULN|59DMG|6DUR|8DMSP
681	16213 41341	   	171.73	ACR|2VULN|2DMG|2CDMG|1DUR	1RCR|28MLV|3aCDMG|47VULN|59DMG|6DUR
682	13666 33133	   	171.73	ACR|3DMG|1VULN|2ZMB|1ASPD|1DUR	1RCR|28LHND|3DLOT|489DMG|5DUR|6ASPD|78ZMB|8BPWR|aVULN
683	16224 63322	   	171.71	ACR|2DMG|1AART|1VULN|2CDMG	1RCR|27MLV|37CDMG|4LWND|5DUST|67DMG|7BPWR|8AART|9BELT|aVULN
684	14243 31111	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2RCVC|37VULN|4DUR|5LHND|6CDMG|8DMSP|9AART|aDMG
685	16213 21111	   	171.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2MLV|3CDMG|4VULN|5aDMG|68DMSP|7DUR|9AART
686	16213 21311	   	171.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|28MLV|3CDMG|4VULN|5aDMG|6DMSP|7DUR|9AART
687	16213 31111	   	171.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2MLV|3CDMG|4VULN|5aDMG|6RCVC|7DUR|8DMSP|9AART
688	16213 31311	   	171.63	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|28MLV|3CDMG|4VULN|5aDMG|6RCVC|7DUR|9AART
689	16213 41113	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2MLV|3CDMG|47VULN|5DMG|6DUR|8DMSP|9AART|aFEWX
690	16213 41114	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2MLV|3CDMG|47VULN|5DMG|6DUR|8DMSP|9AART|aCGEN
691	16213 41313	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|28MLV|3CDMG|47VULN|5DMG|6DUR|9AART|aFEWX
692	16213 41314	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|28MLV|3CDMG|47VULN|5DMG|6DUR|9AART|aCGEN
693	16252 12341	   	171.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2MLV|3CDMG|4aDMG|5ASPD|6FEWX|7VULN|8RMIN|9AART
694	16215 41111	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2MLV|3CDMG|47VULN|5RMIN|6DUR|8DMSP|9AART|aDMG
695	16215 41311	   	171.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|28MLV|3CDMG|47VULN|5RMIN|6DUR|9AART|aDMG
696	16612 36232	   	171.63	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|27MLV|3RPLT|4VULN|57ERES|67DMG|7BPWR|8CDMG|9AART|aASPD
697	11211 27147	   	171.63	ACR|2VULN|2DMG|2CDMG|1DUR	1RCR|2aERES|35CDMG|4aVULN|6MBVNT|7FEWX|8DUR|9aDMG|aBPWR
698	11213 41141	   	171.63	ACR|2VULN|2DMG|2CDMG|1DUR	1RCR|2ERES|3aCDMG|47VULN|59DMG|6DUR|8DMSP
699	12434 32611	   	171.63	ACR|2AART|2VULN|1DMG|1DUR	1RCR|2TLV|3LIT|46VULN|59AART|7DMG|8DUR|aNUKE
700	16211 12431	   	171.61	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2MLV|35CDMG|47VULN|6BEXP|8AART|9RMIN|aDMG
701	16221 62431	   	171.61	ACR|2VULN|1AART|1DMG|2CDMG	1RCR|2MLV|35CDMG|4LWND|67VULN|8AART|9RMIN|aDMG
702	13146 23241	   	171.59	ACR|3DMG|2VULN|1ZMB	1RCR|28aLHND|3TLV|49aDMG|5ZMB|6BEXP|7aVULN|aBPWR
703	51114 33131	   	171.55	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2CDMG|34VULN|5LHND|6ASPD|7RCR|8AART|9DUR|aDMG
704	11213 21111	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2ERES|3CDMG|4VULN|5aDMG|68DMSP|7DUR|9AART
705	11213 21113	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|4aVULN|5DMG|68DMSP|7DUR|9AART
706	11213 31111	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2ERES|3CDMG|4VULN|5aDMG|6RCVC|7DUR|8DMSP|9AART
707	11213 31113	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|4aVULN|5DMG|6RCVC|7DUR|8DMSP|9AART
708	11213 41114	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|47VULN|5DMG|6DUR|8DMSP|9AART|aCGEN
709	11213 45141	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2ERES|3CDMG|4VULN|5aDMG|6DUR|78BEXP|9AART
710	11213 45143	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|4aVULN|5DMG|6DUR|78BEXP|9AART
711	11222 22426	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1RCR|2ERES|3CDMG|4LWND|5VULN|6DUR|7aDMG|8FEWX|9AART
712	11252 12341	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ERES|3CDMG|4aDMG|5ASPD|6FEWX|7VULN|8RMIN|9AART
713	11252 12343	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ERES|3CDMG|4DMG|5ASPD|6FEWX|7aVULN|8RMIN|9AART
714	12252 12341	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2TLV|3CDMG|4aDMG|5ASPD|6FEWX|7VULN|8RMIN|9AART
715	12252 12343	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2TLV|3CDMG|4DMG|5ASPD|6FEWX|7aVULN|8RMIN|9AART
716	11213 11116	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ERES|3CDMG|47VULN|5DMG|6BEXP|8DMSP|9AART|aASPD
717	11253 63232	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ERES|3CDMG|4DMG|5RPLT|67VULN|8RMIN|9AART|aASPD
718	11253 63332	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ERES|3CDMG|4DMG|5RPLT|67VULN|8CGEN|9AART|aASPD
719	11253 66332	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ERES|3CDMG|4DMG|5RPLT|68VULN|7CGEN|9AART|aASPD
720	11215 41111	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2ERES|3CDMG|47VULN|5RMIN|6DUR|8DMSP|9AART|aDMG
721	11242 62512	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2ERES|3CDMG|4CGEN|5ASPD|67VULN|8DMG|9AART|aRCVC
722	11252 21433	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ERES|3CDMG|48DMG|5ASPD|6RPLT|7LHND|9AART|aVULN
723	12213 41111	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2TLV|3CDMG|47VULN|5CGEN|6DUR|8DMSP|9AART|aDMG
724	12215 41111	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2TLV|3CDMG|47VULN|5RMIN|6DUR|8DMSP|9AART|aDMG
725	12242 62512	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2TLV|3CDMG|4CGEN|5ASPD|67VULN|8DMG|9AART|aRCVC
726	12252 21434	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2TLV|3CDMG|48DMG|5ASPD|6RPLT|7LHND|9AART|aVULN
727	12252 25122	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1RCR|2TLV|3CDMG|4DMG|5ASPD|6RPLT|7LIT|8aVULN|9AART
728	16212 41111	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2MLV|3CDMG|47VULN|5TLV|6DUR|8DMSP|9AART|aDMG
729	16212 41311	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|28MLV|3CDMG|47VULN|5TLV|6DUR|9AART|aDMG
730	16213 41112	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|2MLV|3CDMG|47VULN|5DMG|6DUR|8DMSP|9AART|aERES
731	16213 41312	   	171.53	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1RCR|28MLV|3CDMG|47VULN|5DMG|6DUR|9AART|aERES
732	11631 32232	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2ERES|3RPLT|4MLV|5VULN|67DMG|8CDMG|9AART|aASPD
733	12631 32232	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2TLV|3RPLT|4MLV|5VULN|67DMG|8CDMG|9AART|aASPD
734	16612 32232	   	171.53	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1RCR|2MLV|3RPLT|4VULN|5ERES|67DMG|8CDMG|9AART|aASPD
735	12211 22686	   	171.53	ACR|2VULN|2DMG|2CDMG|1DUR	1RCR|2TLV|35CDMG|47VULN|6MBVNT|8aDMG|9DUR
