0	Index      	 *	Score 	Summary	Detail	
1	31212 45353	 * 	205.69	ACR|3DMG|2VULN|1AART|2ASPD|1CDMG	1aVULN|2LIT|35aDMG|4RCR|6CDMG|7AART|8FEWX|9aASPD|aBPWR
677	32312 62624	   	176.49	ACR|3VULN|2DMG|1AART	129VULN|29BPWR|39DMG|4RCR|5LIT|6LHND|7RPLT|89DUST|aAART
678	36312 12624	   	176.49	ACR|3VULN|2DMG|1AART	129VULN|39DMG|4RCR|5LIT|6LWND|7RPLT|89DUST|9BPWR|aAART
679	36312 21624	   	176.49	ACR|3VULN|2DMG|1AART	129VULN|39DMG|4RCR|5LIT|6RPLT|7LHND|89DUST|9BPWR|aAART
680	36312 22266	   	176.49	ACR|3VULN|2DMG|1AART	127VULN|39DMG|4RCR|5LIT|6RPLT|8LWND|aAART
681	32314 35121	   	176.48	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	125VULN|2BPWR|3DMG|4RCR|6RCVC|7ASPD|8AART|9DUR|aLSRICY
682	32314 35122	   	176.48	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	125VULN|2BPWR|3DMG|4RCR|6RCVC|7ASPD|8AART|9DUR|aLWND
683	32314 35124	   	176.48	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	125VULN|2BPWR|3DMG|4RCR|6RCVC|7ASPD|8AART|9DUR|aLHND
684	32314 35126	   	176.48	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	125VULN|2BPWR|3DMG|4RCR|6RCVC|7ASPD|8AART|9DUR|aFEWX
685	36314 35121	   	176.48	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	125VULN|3DMG|4RCR|6RCVC|7ASPD|8AART|9DUR|aLSRICY
686	36314 35122	   	176.48	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	125VULN|3DMG|4RCR|6RCVC|7ASPD|8AART|9DUR|aLWND
687	32261 13663	   	176.46	ACR|3VULN|1AART|2CDMG|1DMG	127VULN|27BPWR|39DUST|47LIT|5RCR|67CDMG|8DMG|aAART
688	33361 13663	   	176.46	ACR|3VULN|1AART|2CDMG|1DMG	137VULN|29DUST|47LIT|5RCR|67CDMG|7BPWR|8DMG|aAART
689	32663 31323	   	176.46	DCR|3VULN|1AART|1DMG|1ZMB	123VULN|2BPWR|4LHND|5aRCVC|6RCR|7DMG|8ZMB|9AART
690	36663 31323	   	176.46	DCR|3VULN|1AART|1DMG|1ZMB	123VULN|4LHND|5aRCVC|6RCR|7DMG|8ZMB|9AART
691	32314 63111	   	176.45	ACR|3VULN|1AART|1DMG|1CDMG	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8BEXP|9RCVC|aDUST
692	32314 63313	   	176.45	ACR|3VULN|1AART|1DMG|1CDMG	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8DUST|9RCVC|aLHND
693	32314 63315	   	176.45	ACR|3VULN|1AART|1DMG|1CDMG	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8DUST|9RCVC|aRPLT
694	32314 63316	   	176.45	ACR|3VULN|1AART|1DMG|1CDMG	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8DUST|9RCVC|aFEWX
695	36314 63111	   	176.45	ACR|3VULN|1AART|1DMG|1CDMG	125VULN|3DMG|4RCR|6AART|7CDMG|8BEXP|9RCVC|aDUST
696	36314 63313	   	176.45	ACR|3VULN|1AART|1DMG|1CDMG	125VULN|3DMG|4RCR|6AART|7CDMG|8DUST|9RCVC|aLHND
697	32118 83448	   	176.43	DCR|3VULN|2DMG|2ZMB|1CDMG|1SELL	128VULN|28BPWR|3RPLT|4MBVNT|58ZMB|6SELL|78DMG|9RCR|aCDMG
698	32314 44331	   	176.40	ACR|4VULN|1AART|1DMG	125aVULN|2BPWR|3DMG|4RCR|6FEWX|7RCVC|8AART|9RPLT
699	31213 63624	   	176.39	ACR|3VULN|2DMG|1AART	169VULN|2LIT|39DMG|4RCR|5RPLT|7LEGI|89DUST|9BPWR|aAART
700	31212 26624	   	176.39	ACR|3DMG|2VULN|1AART	19VULN|2LIT|359DMG|4RCR|6RPLT|789DUST|9BPWR|aAART
701	31212 32624	   	176.39	ACR|3DMG|2VULN|1AART	19VULN|2LIT|359DMG|4RCR|689DUST|7RPLT|9BPWR|aAART
702	32314 63311	   	176.35	ACR|3VULN|1AART|1DMG|1CDMG	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8aDUST|9RCVC
703	36314 63311	   	176.35	ACR|3VULN|1AART|1DMG|1CDMG	125VULN|3DMG|4RCR|6AART|7CDMG|8aDUST|9RCVC
704	32313 61534	   	176.34	ACR|3VULN|2DMG|1AART|1SELL	128VULN|28BPWR|38DMG|4RCR|58LWND|6SELL|7DLOT|9RPLT|aAART
705	35642 31323	   	176.34	DCR|2VULN|1AART|1DMG|2DUR|1ZMB|2RCVC	13VULN|24RCVC|59DUR|6RCR|7DMG|8AART|aZMB
706	32642 31236	   	176.31	DCR|3VULN|2DMG|1ZMB|1DUR	123VULN|2BPWR|4RCVC|5DUR|6RCR|7aDMG|8ZMB|9LHND
707	32643 31216	   	176.31	DCR|3VULN|2DMG|1ZMB|1DUR	123VULN|2BPWR|4RCVC|5BEXP|6RCR|7aDMG|8ZMB|9DUR
708	31212 45223	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|2LIT|35DMG|4RCR|6CDMG|7AART|8RPLT|aMLV
709	31212 45224	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|2LIT|35DMG|4RCR|6CDMG|7AART|8RPLT|aDMSP
710	31212 45225	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|2LIT|35DMG|4RCR|6CDMG|7AART|8RPLT|aLHND
711	31212 45633	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	1aVULN|2LIT|35DMG|4RCR|6CDMG|7AART|8BELT|9CGEN
712	32312 45422	   	176.28	ACR|2VULN|2DMG|1AART|1CDMG	12VULN|2BPWR|3aDMG|4RCR|5LIT|6CDMG|7AART|89CGEN
713	11213 63221	   	176.28	ACR|3VULN|3DMG|1DUR	179BEXP|2LIT|379DMG|4RCR|5RPLT|679VULN|79BPWR|8DMSP|aDUR
714	31213 13221	   	176.28	ACR|3VULN|3DMG|1DUR	179VULN|2LIT|379DMG|4RCR|5RPLT|679FEWX|79BPWR|8DMSP|aDUR
715	31216 23221	   	176.28	ACR|3VULN|3DMG|1DUR	179VULN|2LIT|379DMG|4RCR|579FEWX|6RPLT|79BPWR|8DMSP|aDUR
716	41213 63221	   	176.28	ACR|3VULN|3DMG|1DUR	179FEWX|2LIT|379DMG|4RCR|5RPLT|679VULN|79BPWR|8DMSP|aDUR
717	32314 63523	   	176.25	ACR|3VULN|1AART|1DMG|1CDMG	125VULN|2BPWR|3DMG|4RCR|6AART|7CDMG|8CGEN|9MLV|aRCVC
718	32642 31226	   	176.21	DCR|3VULN|2DMG|1ZMB|1DUR	123VULN|2BPWR|4RCVC|5DUR|6RCR|7aDMG|8ZMB|9DUST
719	34322 34343	   	176.21	DCR|3DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1VULN|2RMIN|3ASPD|49aDMG|5DUR|6RCR|7CDMG|8ZMB
720	32643 31335	   	176.19	DCR|3VULN|1AART|1DMG|1ZMB	123VULN|2BPWR|4RCVC|5BEXP|6RCR|7DMG|8AART|9RPLT|aZMB
721	32643 31363	   	176.19	DCR|3VULN|1AART|1DMG|1ZMB	123VULN|2BPWR|4RCVC|59BEXP|6RCR|7DMG|8AART|aZMB
722	31212 45121	   	176.18	ACR|2VULN|2DMG|1AART|1CDMG	1aVULN|2LIT|35DMG|4RCR|6CDMG|7AART|8TLV|9CGEN
723	31212 45131	   	176.18	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|2LIT|35DMG|4RCR|6CDMG|7AART|8TLV|aBEXP
724	31212 45133	   	176.18	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|2LIT|35DMG|4RCR|6CDMG|7AART|8TLV|aLWND
725	31212 45134	   	176.18	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|2LIT|35DMG|4RCR|6CDMG|7AART|8TLV|aLHND
726	31212 45151	   	176.18	ACR|2VULN|2DMG|1AART|1CDMG	1aVULN|2LIT|35DMG|4RCR|6CDMG|7AART|8TLV|9MLV
727	31212 45222	   	176.18	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|2LIT|35DMG|4RCR|6CDMG|7AART|8RPLT|aVENICY
728	31212 45431	   	176.18	ACR|2VULN|2DMG|1AART|1CDMG	1aVULN|2LIT|35DMG|4RCR|6CDMG|7AART|8CGEN|9ERES
729	32312 45125	   	176.18	ACR|2VULN|2DMG|1AART|1CDMG	12VULN|2BPWR|3aDMG|4RCR|5LIT|6CDMG|7AART|8TLV|9CGEN
730	32314 43162	   	176.18	ACR|5VULN|1DMG|1CDMG	1259aVULN|2BPWR|3DMG|4RCR|6FEWX|7ERES|8CDMG
731	32314 61631	   	176.15	ACR|3VULN|1AART|1DMG|2ZMB	125VULN|2BPWR|3DMG|4RCR|6AART|7LWND|89ZMB|aLSRICY
732	32314 61632	   	176.15	ACR|3VULN|1AART|1DMG|2ZMB	125VULN|2BPWR|3DMG|4RCR|6AART|7aLWND|89ZMB
733	32314 61633	   	176.15	ACR|3VULN|1AART|1DMG|2ZMB	125VULN|2BPWR|3DMG|4RCR|6AART|7LWND|89ZMB|aFEWX
734	32314 34421	   	176.10	ACR|4VULN|1AART|1DMG	125aVULN|2aBPWR|3DMG|4RCR|6RCVC|7aLWND|8aTLV|9AART
735	32314 36421	   	176.10	ACR|4VULN|1AART|1DMG	125aVULN|2aBPWR|3DMG|4RCR|6RCVC|7aLHND|8aTLV|9AART
736	32643 31343	   	176.09	DCR|3VULN|1AART|1DMG|1ZMB	123VULN|2BPWR|4RCVC|5BEXP|6RCR|7DMG|8AART|9BASHEA|aZMB
737	35621 11336	   	176.09	DCR|4VULN|1AART|2CDMG	1368VULN|2RCVC|49CDMG|5NUKE|7RCR|aAART
738	31212 45136	   	176.08	ACR|2VULN|2DMG|1AART|1CDMG	19VULN|2LIT|35DMG|4RCR|6CDMG|7AART|8TLV|aNUKE
739	31212 42354	   	176.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1ASPD	1VULN|2LIT|35DMG|4RCR|6CDMG|7LHND|8AART|9ASPD|aZMB
740	32312 42354	   	176.04	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	12VULN|2BPWR|3DMG|4RCR|5LIT|6CDMG|7LHND|8AART|9ASPD|aZMB
741	35314 22522	   	176.04	ACR|3VULN|1AART|1DMG|2DUR	157VULN|2RCVC|3DMG|4RCR|6LHND|8AART|9aDUR
742	31212 45324	   	176.01	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	1VULN|2LIT|35DMG|4RCR|69CDMG|7AART|8FEWX|aZMB
743	11212 45124	   	176.01	ACR|2DMG|1AART|1VULN|2CDMG|1ZMB	1BEXP|2LIT|35DMG|4RCR|69CDMG|7AART|8VULN|aZMB
744	32312 45324	   	176.01	ACR|2VULN|1AART|2CDMG|1DMG|1ZMB	12VULN|2BPWR|3DMG|4RCR|5LIT|69CDMG|7AART|8FEWX|aZMB
745	32663 31316	   	176.01	DCR|3VULN|2DMG|1ZMB|1DUR	123VULN|2BPWR|4LHND|5RCVC|6RCR|7aDMG|8ZMB|9DUR
746	32314 44313	   	175.95	ACR|3VULN|1AART|1DMG|1CDMG	125VULN|2BPWR|3DMG|4RCR|6FEWX|7RCVC|8AART|9BEXP|aCDMG
747	32314 11254	   	175.93	ACR|4VULN|2DMG|1DUR	1258VULN|2BPWR|37DMG|4RCR|6MLV|9RCVC|aDUR
748	32135 14124	   	175.92	DCR|4VULN|1AART|1DMG|1DUR	1278VULN|2BPWR|3RPLT|4AART|5DMG|6DUR|9LIT|aRCR
749	32135 14152	   	175.92	DCR|4VULN|1AART|1DMG|1DUR	1278VULN|2BPWR|3RPLT|4AART|5DMG|6DUR|9RMIN|aRCR
750	32135 63432	   	175.92	DCR|4VULN|1AART|1DMG|1DUR	1268VULN|2BPWR|3RPLT|4AART|5DMG|7RMIN|9DUR|aRCR
751	31212 11121	   	175.91	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	19VULN|2LIT|35DMG|4RCR|6LWND|7ASPD|8AART|aDUR
752	31212 61121	   	175.91	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	19VULN|2LIT|35DMG|4RCR|6LHND|7ASPD|8AART|aDUR
753	32511 21526	   	175.91	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	12VULN|2BPWR|36CGEN|4RCR|5ASPD|7aDMG|8AART|9DUR
754	32314 31362	   	175.88	ACR|3VULN|1AART|1DMG|1DUR|1ASPD	125VULN|2BPWR|3DMG|4RCR|6RCVC|7LIT|8ASPD|9AART|aDUR
755	36314 31362	   	175.88	ACR|3VULN|1AART|1DMG|1ASPD|1DUR	125VULN|3DMG|4RCR|6RCVC|7LIT|8ASPD|9AART|aDUR
756	32314 11136	   	175.88	ACR|3VULN|3DMG|1DUR	125VULN|2BPWR|37aDMG|4RCR|6MLV|8DUR|9LHND
757	32314 11146	   	175.88	ACR|3VULN|3DMG|1DUR	125VULN|2BPWR|37aDMG|4RCR|6MLV|8DUR|9BEXP
758	32314 11164	   	175.88	ACR|3VULN|3DMG|1DUR	125VULN|2BPWR|37aDMG|4RCR|6MLV|8DUR|9CGEN
759	32314 11316	   	175.88	ACR|3VULN|3DMG|1DUR	125VULN|2BPWR|37aDMG|4RCR|6MLV|8LWND|9DUR
760	32314 11434	   	175.88	ACR|3VULN|3DMG|1ASPD	125VULN|2BPWR|37aDMG|4RCR|6MLV|8ASPD|9FEWX
761	32314 11616	   	175.88	ACR|3VULN|3DMG|1DUR	125VULN|2BPWR|37aDMG|4RCR|6MLV|8FEWX|9DUR
762	36314 11136	   	175.88	ACR|3VULN|3DMG|1DUR	125VULN|37aDMG|4RCR|6MLV|8DUR|9LHND
763	36314 11316	   	175.88	ACR|3VULN|3DMG|1DUR	125VULN|37aDMG|4RCR|6MLV|8LWND|9DUR
764	32311 23344	   	175.88	ACR|3VULN|3DMG|1ASPD	129VULN|29BPWR|39aDMG|4RCR|5ASPD|6CGEN|79ERES|8RMIN
765	36311 23344	   	175.88	ACR|3VULN|3DMG|1ASPD	129VULN|39aDMG|4RCR|5ASPD|6CGEN|79ERES|8RMIN|9BPWR
766	34341 21351	   	175.85	DCR|3VULN|1AART|2CDMG|2DUR|1ASPD	17aVULN|2RMIN|3ASPD|47DUR|5AART|67CDMG|7BPWR|8ERES|9RCR
767	31212 31121	   	175.81	ACR|2VULN|2DMG|1AART|1ASPD|1DUR	19VULN|2LIT|35DMG|4RCR|6DUST|7ASPD|8AART|aDUR
768	32314 11126	   	175.78	ACR|3VULN|3DMG|1DUR	125VULN|2BPWR|37aDMG|4RCR|6MLV|8DUR|9DUST
769	36314 11126	   	175.78	ACR|3VULN|3DMG|1DUR	125VULN|37aDMG|4RCR|6MLV|8DUR|9DUST
770	32311 33344	   	175.78	ACR|3VULN|3DMG|1ASPD	129VULN|29BPWR|39aDMG|4RCR|5ASPD|6TLV|79ERES|8RMIN
771	36311 33344	   	175.78	ACR|3VULN|3DMG|1ASPD	129VULN|39aDMG|4RCR|5ASPD|6TLV|79ERES|8RMIN|9BPWR
772	34612 13253	   	175.73	ACR|2VULN|2DMG|2CDMG|1ZMB|1ASPD	17VULN|2RMIN|3LIT|4RCR|57DMG|67CDMG|7BPWR|8ASPD|9CGEN|aZMB
773	32311 43526	   	175.71	ACR|2VULN|2DMG|1AART|1DUR|1ASPD	12VULN|2BPWR|3aDMG|4RCR|5ASPD|67ERES|8AART|9DUR
774	32514 22521	   	175.70	ACR|4VULN|1AART|1DMG	1257VULN|2BPWR|3CGEN|4RCR|6LEGI|8AART|9RCVC|aDMG
