0	Index      	 *	Score 	Summary	Detail	
1	11262 34861	 * 	197.33	ACR|3VULN|2DMG|1AART|1ZMB|1DUR	1MBVNT|26aVULN|3aERES|4RCR|5AART|7DUR|8ZMB|9aDMG|aBPWR
644	17414 34323	   	168.41	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2BASHEA|3RCR|4VULN|5AART|67DMG|89CDMG|aBEXP
645	17414 34328	   	168.41	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2BASHEA|3RCR|4VULN|5AART|67DMG|89CDMG|aRMIN
646	17488 23321	   	168.41	ACR|2VULN|1AART|2CDMG|1DMG	1MBVNT|2BASHEA|3RCR|4DMG|5AART|67VULN|89CDMG|aLIT
647	17488 23323	   	168.41	ACR|2VULN|1AART|1DMG|2CDMG	1MBVNT|2BASHEA|3RCR|4DMG|5AART|67VULN|89CDMG|aBEXP
648	17488 24321	   	168.41	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2BASHEA|3RCR|47DMG|5AART|6VULN|89CDMG|aLIT
649	17488 24323	   	168.41	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2BASHEA|3RCR|47DMG|5AART|6VULN|89CDMG|aBEXP
650	17488 44321	   	168.41	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2BASHEA|3RCR|46DMG|5AART|7VULN|89CDMG|aLIT
651	17488 44323	   	168.41	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2BASHEA|3RCR|46DMG|5AART|7VULN|89CDMG|aBEXP
652	25222 53161	   	168.41	DCR|3VULN|2DMG|1ZMB|1DUR	13LHND|235VULN|3BPWR|4DUR|6aDMG|7DUST|8RCR|9ZMB
653	25312 52161	   	168.41	DCR|3VULN|2DMG|1ZMB|1DUR	1LHND|245VULN|3LWND|6aDMG|7DUR|8RCR|9ZMB
654	35222 53161	   	168.41	DCR|3VULN|2DMG|1ZMB|1DUR	13BEXP|235VULN|3BPWR|4DUR|6aDMG|7DUST|8RCR|9ZMB
655	35312 52161	   	168.41	DCR|3VULN|2DMG|1ZMB|1DUR	1BEXP|245VULN|3LWND|6aDMG|7DUR|8RCR|9ZMB
656	11262 31823	   	168.40	ACR|2AART|2VULN|1DMG|1ZMB	1MBVNT|26VULN|37ERES|4RCR|5aAART|8ZMB|9DMG
657	17415 13343	   	168.33	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|47VULN|5DMG|6AART|8CDMG|9ERES|aDUR
658	17415 14343	   	168.33	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1MBVNT|2BASHEA|3RCR|4VULN|57DMG|6AART|8CDMG|9ERES|aDUR
659	11642 54211	   	168.32	DCR|3VULN|1AART|1DMG|1DUR	1MBVNT|28aVULN|3MLV|4DUR|5AART|6MGNLIT|7RCR|9DMG
660	17412 42413	 * 	168.32	ACR|2VULN|2DMG|3ZMB	1MBVNT|2aBASHEA|3RCR|45VULN|6RPLT|7aDMG|89aZMB|aBPWR
661	17481 44213	   	168.32	ACR|2VULN|2DMG|3ZMB	1MBVNT|2aBASHEA|3RCR|47DMG|59aZMB|6RPLT|8aVULN|aBPWR
662	55322 52233	   	168.31	DCR|3VULN|1AART|1DMG|2DUR	13LWND|259VULN|47DUR|6DMG|8RCR|aAART
663	65312 51223	   	168.31	DCR|3VULN|1AART|1DMG|2DUR	19DUR|245VULN|37LWND|6DMG|8RCR|aAART
664	65312 52213	   	168.31	DCR|3VULN|1AART|1DMG|2DUR	17DUR|245VULN|39LWND|6DMG|8RCR|aAART
665	65322 51233	   	168.31	DCR|3VULN|1AART|1DMG|2DUR	14DUR|259VULN|37LWND|6DMG|8RCR|aAART
666	17414 33318	   	168.31	ACR|2VULN|1AART|1DMG|2CDMG	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DMG|8aCDMG|9DUST
667	17414 33325	   	168.31	ACR|2VULN|1AART|1DMG|2CDMG	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DMG|89CDMG|aLEGI
668	17414 33326	   	168.31	ACR|2VULN|1AART|1DMG|2CDMG	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6DMG|89CDMG|aDUST
669	17414 34318	   	168.31	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2BASHEA|3RCR|4VULN|5AART|67DMG|8aCDMG|9DUST
670	17414 34325	   	168.31	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2BASHEA|3RCR|4VULN|5AART|67DMG|89CDMG|aLEGI
671	17414 34326	   	168.31	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2BASHEA|3RCR|4VULN|5AART|67DMG|89CDMG|aDUST
672	11266 41445	   	168.29	ACR|3VULN|2DMG|1AART|1CDMG|1MSE	1MBVNT|28aVULN|3aERES|4RCR|5CDMG|6MSE|7AART|9aDMG|aBPWR
673	41213 61233	   	168.28	DCR|2VULN|2DMG|2CDMG|1ZMB	1SNIHEL|2aFEWX|34VULN|5ZMB|6aDMG|7RCR|8LWND|9aCDMG|aBPWR
674	65433 31322	   	168.24	ACR|3VULN|1AART|1DMG|1DUR	1DUR|279VULN|3aLHND|4RCR|5CGEN|6AART|8DMG
675	65433 31323	   	168.24	ACR|3VULN|1AART|1DMG|1DUR	1DUR|279VULN|3LHND|4RCR|5CGEN|6AART|8DMG|aBEXP
676	17414 31268	   	168.24	ACR|2VULN|2DMG|1AART	1MBVNT|2BASHEA|3RCR|49VULN|5AART|6aDMG|7RCVC|8MLV
677	17414 31515	   	168.24	ACR|2VULN|2DMG|1AART	1MBVNT|2BASHEA|3RCR|4aVULN|5AART|69DMG|7RCVC|8BEXP
678	17414 31715	   	168.24	ACR|2VULN|2DMG|1AART	1MBVNT|2BASHEA|3RCR|4aVULN|5AART|69DMG|7RCVC|8FEWX
679	17414 31814	   	168.24	ACR|2VULN|2DMG|1AART	1MBVNT|2BASHEA|3RCR|4aVULN|5AART|69DMG|7RCVC|8LHND
680	14753 31321	 * 	168.20	DCR|3VULN|2AART|2DUR	1MBVNT|2aCGEN|3FEWX|48AART|5aDUR|6RCR|79aVULN|aBPWR
681	17456 34223	   	168.19	ACR|3DMG|2VULN|1ZMB	1MBVNT|2aBASHEA|3RCR|4ZMB|5RPLT|67aDMG|8aVULN|9RCVC|aBPWR
682	11262 34151	   	168.17	ACR|4VULN|1AART|2DUR	1MBVNT|269aVULN|3ERES|4RCR|5AART|7aDUR|8aBEXP|aBPWR
683	11262 34251	   	168.17	ACR|4VULN|1AART|2DUR	1MBVNT|269aVULN|3ERES|4RCR|5AART|7aDUR|8aLWND|aBPWR
684	11262 34581	   	168.17	ACR|4VULN|1AART|2DUR	1MBVNT|268aVULN|3ERES|4RCR|5AART|7aDUR|9aFEWX|aBPWR
685	11453 26734	   	168.14	DCR|2VULN|3ZMB|1AART|2ASPD|1DUR	1MBVNT|27VULN|3BEXP|457ZMB|67ASPD|7BPWR|8AART|9RCR|aDUR
686	65433 31311	   	168.14	ACR|3VULN|1AART|1DMG|1DUR	1DUR|27aVULN|3LHND|4RCR|5CGEN|6AART|8DMG|9SNIHEL
687	46213 61233	   	168.08	DCR|2VULN|2DMG|2CDMG|1ZMB	1SNIHEL|2aDUST|34VULN|5ZMB|6aDMG|7RCR|8LWND|9aCDMG|aBPWR
688	11153 26734	   	168.04	DCR|2VULN|3ZMB|1AART|2ASPD|1DUR	1MBVNT|27VULN|3DUST|457ZMB|67ASPD|7BPWR|8AART|9RCR|aDUR
689	11663 24481	 * 	168.04	ACR|3VULN|2DMG|2ZMB	1MBVNT|26aVULN|3MLV|4RCR|5aZMB|7TLV|8ERES|9aDMG|aBPWR
690	17412 54621	   	168.04	ACR|3VULN|1AART|1DMG|1ASPD	1MBVNT|2BASHEA|3RCR|456VULN|7DMG|8ASPD|9FEWX|aAART
691	11265 31321	   	168.04	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|279VULN|3ERES|4RCR|5LHND|6AART|8DMG|aDUR
692	17415 27211	   	168.04	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2BASHEA|3RCR|489VULN|5DMG|6RMIN|7DUR|aAART
693	11462 31225	   	168.02	DCR|2VULN|2DMG|2CDMG|1ZMB|1ASPD	1MBVNT|28VULN|3BEXP|48CDMG|5MLV|6ASPD|78DMG|8BPWR|9ZMB|aRCR
694	11468 31225	   	168.02	DCR|2VULN|2DMG|2CDMG|1ZMB|1ASPD	1MBVNT|28VULN|3BEXP|48CDMG|5CGEN|6ASPD|78DMG|8BPWR|9ZMB|aRCR
695	11262 34511	   	167.97	ACR|4VULN|1AART|2DUR	1MBVNT|268aVULN|3ERES|4RCR|5AART|7aDUR|9aDUST|aBPWR
696	11262 34531	   	167.97	ACR|4VULN|1AART|2DUR	1MBVNT|268aVULN|3aERES|4RCR|5AART|7aDUR|9LEGI|aBPWR
697	11456 31211	   	167.95	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	1MBVNT|28VULN|3BEXP|48ZMB|5CDMG|6ASPD|78DMG|8BPWR|9RCR|aLWND
698	11456 31213	   	167.95	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	1MBVNT|28VULN|3BEXP|48ZMB|5CDMG|6ASPD|78DMG|8BPWR|9RCR|aCGEN
699	11456 31217	   	167.95	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	1MBVNT|28VULN|3BEXP|48ZMB|5CDMG|6ASPD|78DMG|8BPWR|9RCR|aLIT
700	11456 31218	   	167.95	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	1MBVNT|28VULN|3BEXP|48ZMB|5CDMG|6ASPD|78DMG|8BPWR|9RCR|aLHND
701	17412 54641	   	167.94	ACR|3VULN|1AART|1DMG|1ASPD	1MBVNT|2BASHEA|3RCR|456VULN|7DMG|8ASPD|9DUST|aAART
702	17483 36411	   	167.94	ACR|3VULN|1AART|1DMG|1DUR	1MBVNT|2BASHEA|3RCR|4DMG|5ERES|679VULN|8DUR|aAART
703	11262 33832	   	167.89	ACR|3VULN|1AART|1CDMG|1ZMB	1MBVNT|267VULN|3ERES|4RCR|5AART|8ZMB|9RCVC|aCDMG
704	11317 64632	   	167.88	DCR|3VULN|2DMG|2CDMG|1SELL	1MBVNT|24aVULN|35LWND|6aDMG|7aCDMG|8SELL|9RCR|aBPWR
705	11432 64632	   	167.88	DCR|3VULN|2DMG|2CDMG|1SELL	1MBVNT|25aVULN|34BEXP|6aDMG|7aCDMG|8SELL|9RCR|aBPWR
706	11156 31211	   	167.85	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	1MBVNT|28VULN|3DUST|48ZMB|5CDMG|6ASPD|78DMG|8BPWR|9RCR|aLWND
707	11156 31213	   	167.85	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	1MBVNT|28VULN|3DUST|48ZMB|5CDMG|6ASPD|78DMG|8BPWR|9RCR|aCGEN
708	11156 31217	   	167.85	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	1MBVNT|28VULN|3DUST|48ZMB|5CDMG|6ASPD|78DMG|8BPWR|9RCR|aLIT
709	11156 31218	   	167.85	DCR|2VULN|2DMG|2ZMB|1CDMG|1ASPD	1MBVNT|28VULN|3DUST|48ZMB|5CDMG|6ASPD|78DMG|8BPWR|9RCR|aLHND
710	32242 34431	   	167.85	DCR|4VULN|1AART|2DUR	1aBEXP|2CGEN|368aVULN|4aDUR|5AART|7RCR|9LEGI|aBPWR
711	65231 21532	   	167.82	ACR|2VULN|1DMG|2ZMB|1CDMG|2DUR|1ASPD	13DUR|23VULN|3BPWR|4RCR|57ZMB|6ASPD|8DMG|9CDMG|aCGEN
712	65231 21533	   	167.82	ACR|2VULN|1DMG|2ZMB|1CDMG|2DUR|1ASPD	13DUR|23VULN|3BPWR|4RCR|57ZMB|6ASPD|8DMG|9CDMG|aLWND
713	13134 32147	   	167.82	DCR|2VULN|2DMG|1AART|1ZMB	1MBVNT|278BEXP|3DUST|4AART|57DMG|67VULN|7BPWR|9ZMB|aRCR
714	33134 32147	   	167.82	DCR|2VULN|2DMG|1AART|1ZMB	178BEXP|2MBVNT|3DUST|4AART|57DMG|67VULN|7BPWR|9ZMB|aRCR
715	17414 23271	   	167.82	ACR|3VULN|2AART|2DUR	1MBVNT|27BASHEA|3RCR|47aVULN|59AART|67DUR|7BPWR|8FEWX
716	17415 13321	   	167.81	ACR|2VULN|1AART|2CDMG|1DMG	1MBVNT|2BASHEA|3RCR|47VULN|5DMG|6AART|89CDMG|aLIT
717	17415 13323	   	167.81	ACR|2VULN|1AART|1DMG|2CDMG	1MBVNT|2BASHEA|3RCR|47VULN|5DMG|6AART|89CDMG|aBEXP
718	17415 13328	   	167.81	ACR|2VULN|1AART|1DMG|2CDMG	1MBVNT|2BASHEA|3RCR|47VULN|5DMG|6AART|89CDMG|aRMIN
719	17415 14321	   	167.81	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2BASHEA|3RCR|4VULN|57DMG|6AART|89CDMG|aLIT
720	17415 14323	   	167.81	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2BASHEA|3RCR|4VULN|57DMG|6AART|89CDMG|aBEXP
721	17415 14328	   	167.81	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2BASHEA|3RCR|4VULN|57DMG|6AART|89CDMG|aRMIN
722	65231 52232	   	167.78	ACR|2VULN|1DMG|3DUR|1CDMG|1ZMB|1ASPD	137DUR|23VULN|3BPWR|4RCR|5ZMB|6CDMG|8DMG|9ASPD|aCGEN
723	65231 52233	   	167.78	ACR|2VULN|1DMG|3DUR|1CDMG|1ZMB|1ASPD	137DUR|23VULN|3BPWR|4RCR|5ZMB|6CDMG|8DMG|9ASPD|aLWND
724	65433 31121	   	167.77	ACR|4VULN|1AART|2DUR	1aDUR|279aVULN|3LHND|4RCR|5CGEN|6AART|8aBEXP|aBPWR
725	65433 31221	   	167.77	ACR|4VULN|1AART|2DUR	1aDUR|279aVULN|3LHND|4RCR|5CGEN|6AART|8aLWND|aBPWR
726	31242 34431	   	167.75	DCR|4VULN|1AART|2DUR	1aBEXP|2ERES|368aVULN|4aDUR|5AART|7RCR|9LEGI|aBPWR
727	34214 16221	 * 	167.73	DCR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	1BEXP|2aDUST|3FLTHEA|4VULN|5aDMG|6AART|7CDMG|8aFEWX|9RCR|aBPWR
728	34214 16321	   	167.73	DCR|2DMG|1AART|1VULN|1CDMG|1FLTHEA	1BEXP|2aDUST|3FLTHEA|4VULN|5aDMG|6AART|7CDMG|8aLHND|9RCR|aBPWR
729	17414 23771	   	167.72	ACR|3VULN|2AART|2DUR	1MBVNT|27BASHEA|3RCR|47aVULN|59AART|67DUR|7BPWR|8DUST
730	17415 13318	   	167.71	ACR|2VULN|1AART|1DMG|2CDMG	1MBVNT|2BASHEA|3RCR|47VULN|5DMG|6AART|8aCDMG|9DUST
731	17415 13325	   	167.71	ACR|2VULN|1AART|1DMG|2CDMG	1MBVNT|2BASHEA|3RCR|47VULN|5DMG|6AART|89CDMG|aLEGI
732	17415 13326	   	167.71	ACR|2VULN|1AART|1DMG|2CDMG	1MBVNT|2BASHEA|3RCR|47VULN|5DMG|6AART|89CDMG|aDUST
733	17415 14318	   	167.71	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2BASHEA|3RCR|4VULN|57DMG|6AART|8aCDMG|9DUST
734	17415 14325	   	167.71	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2BASHEA|3RCR|4VULN|57DMG|6AART|89CDMG|aLEGI
735	17415 14326	   	167.71	ACR|2DMG|1AART|1VULN|2CDMG	1MBVNT|2BASHEA|3RCR|4VULN|57DMG|6AART|89CDMG|aDUST
736	65231 52211	   	167.68	ACR|2VULN|1DMG|3DUR|1CDMG|1ZMB|1ASPD	137DUR|23VULN|3BPWR|4RCR|5ZMB|6CDMG|8DMG|9DUST|aASPD
737	65231 52231	   	167.68	ACR|2VULN|1DMG|3DUR|1CDMG|1ZMB|1ASPD	137DUR|23VULN|3BPWR|4RCR|5ZMB|6CDMG|8DMG|9ASPD|aDUST
738	65231 51323	   	167.68	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	13DUR|23VULN|3BPWR|4RCR|5ZMB|6aCDMG|7LWND|8AART|9LIT
739	17414 33228	   	167.64	ACR|2VULN|2DMG|1AART	1MBVNT|2BASHEA|3RCR|47VULN|5AART|6aDMG|8MLV|9RCVC
740	17415 11814	   	167.64	ACR|2VULN|2DMG|1AART	1MBVNT|2BASHEA|3RCR|4aVULN|59DMG|6AART|7RCVC|8LHND
741	34214 16223	 * 	167.63	DCR|2VULN|1AART|1DMG|1CDMG|1FLTHEA	1BEXP|2DUST|3FLTHEA|4aVULN|5DMG|6AART|7CDMG|8FEWX|9RCR
742	17414 21214	   	167.62	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1MBVNT|2BASHEA|3RCR|48VULN|5AART|6aDUR|7ASPD|9DMG
743	17414 63614	   	167.62	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1MBVNT|26BASHEA|3RCR|46VULN|5AART|6BPWR|7ASPD|8aDUR|9DMG
744	26242 31331	   	167.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2ZMB|37VULN|4DUR|5AART|6RCR|8DMG|9DMSP|aRCVC
745	66262 31331	   	167.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2ZMB|37VULN|4LHND|5AART|6RCR|8DMG|9DMSP|aRCVC
746	14431 72212	   	167.46	DCR|3DMG|1VULN|1CDMG|2DUR|1ZMB	1MBVNT|28CGEN|3CDMG|48aDMG|5VULN|6ZMB|78DUR|8BPWR|9RCR
747	14436 62212	   	167.46	DCR|3DMG|1VULN|1CDMG|2DUR|1ZMB	1MBVNT|28CGEN|3CDMG|48aDMG|5ZMB|6VULN|78DUR|8BPWR|9RCR
748	62443 33212	   	167.44	DCR|3DMG|2VULN|2DUR|1ASPD	18DUR|28CGEN|3RPLT|46aDMG|5ASPD|78VULN|8BPWR|9RCR
749	11328 24386	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1MBVNT|2aVULN|3LWND|4aDUR|5RCR|6DMG|7CDMG|8aBEXP|9AART|aBPWR
750	11328 24636	   	167.43	ACR|2VULN|1AART|1DMG|1CDMG|2DUR	1MBVNT|2aVULN|3LWND|4aDUR|5RCR|6DMG|7CDMG|8aLHND|9AART|aBPWR
751	11111 21842	   	167.42	DCR|3VULN|1AART|2ZMB|2ASPD	1MBVNT|248VULN|3DUST|58ZMB|68ASPD|7RCR|8BPWR|9AART|aBELT
752	11111 21844	   	167.42	DCR|3VULN|1AART|2ZMB|2ASPD	1MBVNT|248VULN|3DUST|58ZMB|68ASPD|7RCR|8BPWR|9AART|aFEWX
753	17413 73346	   	167.38	ACR|2VULN|1AART|3DUR|1CDMG|1ZMB	1MBVNT|2BASHEA|3RCR|46VULN|567DUR|6BPWR|8AART|9CDMG|aZMB
754	65312 41232	   	167.37	DCR|5VULN|1CDMG|1DUR|1ASPD	1DUR|24569VULN|36LWND|6BPWR|7ASPD|8RCR|aCDMG
