0	Index      	 *	Score 	Summary	Detail	
1	41344 13111	 * 	182.46	橙3易伤1全技能1伤害1暴击2时间	14时间2掉矿367易伤5全技能8暴击9核a伤害
869	31422 24324	   	153.42	橙3易伤1全技能1策反	1等级2低血量敌人348易伤5掉矿6核7全技能9雷电a策反
870	33222 24324	   	153.42	橙3易伤1全技能1策反	1等级248易伤3敌人爆炸5掉矿6核7全技能9雷电a策反
871	33222 24355	   	153.42	橙3易伤1全技能1策反	1等级248易伤3敌人爆炸5掉矿6核7全技能9基地爆炸a策反
872	33222 24365	   	153.42	橙3易伤1全技能1策反	1等级248易伤3敌人爆炸5掉矿6核7全技能9最后敌人a策反
873	33622 24324	   	153.42	橙3易伤1全技能1策反	1等级248易伤3低血量敌人5掉矿6核7全技能9雷电a策反
874	21413 55212	   	153.37	橙3易伤1伤害1暴击1时间	1敌人爆炸2掉矿357易伤4伤害6时间8核9暴击a矿等
875	21413 55231	   	153.37	橙3易伤1伤害1暴击1时间	1敌人爆炸2掉矿357易伤4伤害6时间8核9雷电a暴击
876	21441 41223	   	153.36	橙2易伤2伤害3时间	19敌人爆炸2掉矿39易伤468时间59伤害7核9序列升级a最后敌人
877	31425 24333	   	153.35	紫2易伤1全技能1伤害1策反	1等级2低血量敌人34易伤5核6策反7全技能8狙击对直升9掉矿a伤害
878	33625 24333	   	153.35	紫2易伤1全技能1伤害1策反	1等级24易伤3低血量敌人5核6策反7全技能8狙击对直升9掉矿a伤害
879	33411 24126	   	153.32	橙4易伤1伤害1时间	1等级2367易伤4伤害5雷电8立即金币9核a时间
880	31422 24315	   	153.32	橙3易伤1全技能1策反	1等级2低血量敌人348易伤5掉矿6核7全技能9挖尘a策反
881	33222 24315	   	153.32	橙3易伤1全技能1策反	1等级248易伤3敌人爆炸5掉矿6核7全技能9挖尘a策反
882	33622 24315	   	153.32	橙3易伤1全技能1策反	1等级248易伤3低血量敌人5掉矿6核7全技能9挖尘a策反
883	33211 25623	   	153.32	橙2易伤2伤害1策反	1等级27易伤3敌人爆炸49伤害5立即金币6核8低血量敌人a策反
884	61313 55212	   	153.27	橙3易伤1伤害1暴击1时间	1挖尘2掉矿357易伤4伤害6时间8核9暴击a矿等
885	61313 55231	   	153.27	橙3易伤1伤害1暴击1时间	1挖尘2掉矿357易伤4伤害6时间8核9雷电a暴击
886	21413 55211	   	153.27	橙3易伤1伤害1暴击1时间	1敌人爆炸2a掉矿357易伤4伤害6时间8核9暴击
887	33222 44124	   	153.27	橙3易伤1伤害1暴击1攻速	1等级247易伤3敌人爆炸5掉矿6伤害8核9攻速a暴击
888	33222 46224	   	153.27	橙3易伤1伤害1暴击1攻速	1等级249易伤3敌人爆炸5掉矿6伤害7攻速8核a暴击
889	61213 65213	   	153.27	橙3易伤1伤害1暴击1时间	1挖尘2掉矿3敌人爆炸4伤害567易伤8核9暴击a时间
890	61221 65213	   	153.27	橙3易伤1伤害1暴击1时间	1挖尘2掉矿3敌人爆炸467易伤5伤害8核9暴击a时间
891	61313 35213	   	153.27	橙3易伤1伤害1暴击1时间	1挖尘2掉矿357易伤4伤害6敌人爆炸8核9暴击a时间
892	24413 22124	   	153.26	橙2易伤2伤害1暴击	18敌人爆炸2矿等35易伤49伤害6核7低血量敌人a暴击
893	24431 41232	   	153.26	橙2易伤2伤害3时间	1敌人爆炸2矿等3a易伤468时间59伤害7核
894	33231 41222	   	153.26	橙2易伤2伤害3时间	19等级2a易伤39敌人爆炸468时间59伤害7核9序列升级
895	36431 41223	   	153.26	橙2易伤2伤害3时间	19等级2基地爆炸39易伤468时间59伤害7核9序列升级a最后敌人
896	41213 41223	   	153.26	橙2易伤2伤害3时间	168时间29掉矿3敌人爆炸49伤害59易伤7核9序列升级a最后敌人
897	41213 41225	   	153.26	橙2易伤2伤害3时间	168时间29掉矿3敌人爆炸49伤害59易伤7核9序列升级a雷电
898	41221 41223	   	153.26	橙2易伤2伤害3时间	168时间29掉矿3敌人爆炸49易伤59伤害7核9序列升级a最后敌人
899	41221 41225	   	153.26	橙2易伤2伤害3时间	168时间29掉矿3敌人爆炸49易伤59伤害7核9序列升级a雷电
900	41316 41222	   	153.26	橙2易伤2伤害3时间	168时间29掉矿3a易伤49伤害59基地爆炸7核9序列升级
901	41351 41222	   	153.26	橙2易伤2伤害3时间	168时间29掉矿3a易伤49基地爆炸59伤害7核9序列升级
902	41361 41222	   	153.26	橙2易伤2伤害3时间	168时间29掉矿3a易伤49敌人爆炸59伤害7核9序列升级
903	44213 41232	   	153.26	橙2易伤2伤害3时间	168时间2矿等3敌人爆炸49伤害5a易伤7核
904	44221 41232	   	153.26	橙2易伤2伤害3时间	168时间2矿等3敌人爆炸4a易伤59伤害7核
905	51231 26361	 * 	153.26	橙2伤害1全技能1易伤2时间	12雷电3易伤46时间5a伤害7基地爆炸8核9全技能
906	23136 12342	   	153.24	橙1全技能1伤害1易伤1暴击1喷火对愈	1敌人爆炸2低血量敌人3喷火对愈4立即金币5最后敌人6全技能7暴击8伤害9核a易伤
907	23522 62226	   	153.23	橙1全技能1易伤1伤害1暴击1策反1攻速	1敌人爆炸2低血量敌人3攻速4易伤5暴击6策反7平台8全技能9核a伤害
908	22161 63131	   	153.23	橙2易伤1全技能1伤害1策反	12敌人爆炸2序列升级34易伤5雷电6基地爆炸7全技能8核9策反a伤害
909	15213 61212	   	153.22	橙3易伤1伤害1策反1时间	1低血量敌人2策反3敌人爆炸4伤害56a易伤7核8时间9矿等
910	15213 61252	   	153.22	橙3易伤1伤害1策反1时间	1低血量敌人2策反3敌人爆炸4伤害56a易伤7核8时间9金币生成
911	15221 61212	   	153.22	橙3易伤1伤害1策反1时间	1低血量敌人2策反3敌人爆炸46a易伤5伤害7核8时间9矿等
912	15221 61252	   	153.22	橙3易伤1伤害1策反1时间	1低血量敌人2策反3敌人爆炸46a易伤5伤害7核8时间9金币生成
913	23513 61123	   	153.22	橙3易伤1伤害1策反1攻速	18敌人爆炸2低血量敌人3攻速4伤害569易伤7核a策反
914	23521 61123	   	153.22	橙3易伤1伤害1策反1攻速	18敌人爆炸2低血量敌人3攻速469易伤5伤害7核a策反
915	36411 25323	   	153.22	橙2易伤2伤害1策反	1等级2基地爆炸37易伤49伤害5立即金币6核8挖尘a策反
916	34411 25223	   	153.22	橙2易伤2伤害1策反	1等级2挖尘37易伤49伤害5立即金币6核8敌人爆炸a策反
917	21411 41222	   	153.17	橙3伤害2易伤	1敌人爆炸2掉矿3a易伤469伤害5立即金币7基地爆炸8核
918	61313 55211	   	153.17	橙3易伤1伤害1暴击1时间	1挖尘2a掉矿357易伤4伤害6时间8核9暴击
919	21413 22124	   	153.16	橙2易伤2伤害1暴击	18敌人爆炸2掉矿35易伤49伤害6核7低血量敌人a暴击
920	21413 22624	   	153.16	橙2易伤2伤害1暴击	1敌人爆炸2掉矿35易伤49伤害6核78低血量敌人a暴击
921	21413 24324	   	153.16	橙2易伤2伤害1暴击	1敌人爆炸2掉矿35易伤49伤害6核7双倍矿8基地爆炸a暴击
922	24413 23231	   	153.16	橙2易伤2伤害1暴击	1敌人爆炸2矿等35易伤4a伤害6核7平台8双倍物品9暴击
923	33213 22124	   	153.16	橙2易伤2伤害1暴击	1等级25易伤38敌人爆炸49伤害6核7低血量敌人a暴击
924	33213 24324	   	153.16	橙2易伤2伤害1暴击	1等级25易伤3敌人爆炸49伤害6核7双倍矿8基地爆炸a暴击
925	33213 24624	   	153.16	橙2易伤2伤害1暴击	1等级25易伤3敌人爆炸49伤害6核7双倍矿8低血量敌人a暴击
926	35312 25324	   	153.16	橙2易伤2伤害1暴击	18等级2金币生成38矿等49伤害5挖尘6核78易伤8序列升级a暴击
927	34431 41223	   	153.16	橙2易伤2伤害3时间	19等级2挖尘39易伤468时间59伤害7核9序列升级a最后敌人
928	61341 41223	   	153.16	橙2易伤2伤害3时间	19挖尘2掉矿39易伤468时间59伤害7核9序列升级a最后敌人
929	21413 51222	   	153.16	橙2易伤2伤害3时间	1敌人爆炸2掉矿35易伤49伤害68a时间7核
930	21441 41232	   	153.16	橙2易伤2伤害3时间	1敌人爆炸2掉矿3a易伤468时间59伤害7核
931	33231 41232	   	153.16	橙2易伤2伤害3时间	1等级2a易伤3敌人爆炸468时间59伤害7核
932	36431 41232	   	153.16	橙2易伤2伤害3时间	1等级2基地爆炸3a易伤468时间59伤害7核
933	41213 41232	   	153.16	橙2易伤2伤害3时间	168时间2掉矿3敌人爆炸49伤害5a易伤7核
934	41221 41232	   	153.16	橙2易伤2伤害3时间	168时间2掉矿3敌人爆炸4a易伤59伤害7核
935	41316 41232	   	153.16	橙2易伤2伤害3时间	168时间2掉矿3a易伤49伤害5基地爆炸7核
936	41351 41232	   	153.16	橙2易伤2伤害3时间	168时间2掉矿3a易伤4基地爆炸59伤害7核
937	41361 41232	   	153.16	橙2易伤2伤害3时间	168时间2掉矿3a易伤4敌人爆炸59伤害7核
938	51216 12236	 * 	153.16	紫3易伤1伤害2暴击	12雷电39a易伤4伤害5核68暴击7掉矿
939	42114 53313	   	153.16	橙2易伤1全技能2暴击2时间	12时间2序列升级38易伤4随机矿5全技能67暴击9核a雷电
940	42211 26361	   	153.16	橙2伤害1全技能1易伤2时间	12时间2序列升级3矿等4a伤害5雷电6易伤7等级8核9全技能
941	23132 16342	   	153.14	橙1全技能1伤害1易伤1暴击1喷火对愈	1敌人爆炸2低血量敌人3喷火对愈4立即金币5挖尘6全技能7暴击8伤害9核a易伤
942	41623 21224	 * 	153.13	橙2伤害1易伤3时间2策反	18a时间2掉矿3a策反4敌人爆炸5易伤6立即金币7核9a伤害a序列升级
943	41313 21244	 * 	153.13	橙2易伤1伤害3时间2策反	18a时间2掉矿3a易伤4伤害5低血量敌人6立即金币7核9a策反a序列升级
944	23523 26242	   	153.13	橙1全技能1易伤1伤害1暴击1策反1攻速	1敌人爆炸2低血量敌人3攻速4易伤5挖尘6策反7伤害8全技能9核a暴击
945	23523 52242	   	153.13	橙1全技能1易伤1伤害1暴击1策反1攻速	1敌人爆炸2低血量敌人3攻速4易伤5挖尘6伤害7策反8全技能9核a暴击
946	45242 21212	   	153.13	橙1全技能1易伤1伤害1暴击1策反1时间	1时间2策反3敌人爆炸4全技能5雷电6加一7暴击8易伤9伤害a核
947	33213 61542	   	153.12	橙3易伤1伤害1策反1时间	1等级258易伤3敌人爆炸4伤害6最后敌人7核9策反a时间
948	33213 61553	   	153.12	橙3易伤1伤害1策反1时间	1等级258易伤3敌人爆炸4伤害6最后敌人7核9时间a策反
949	61311 35221	   	153.07	橙3易伤2伤害	1挖尘2掉矿37a易伤49伤害5立即金币6敌人爆炸8核
950	61311 41222	   	153.07	橙3伤害2易伤	1挖尘2掉矿3a易伤469伤害5立即金币7敌人爆炸8核
951	21413 22524	   	153.06	橙2易伤2伤害1暴击	1敌人爆炸28掉矿35易伤49伤害6核7低血量敌人a暴击
952	21413 23231	   	153.06	橙2易伤2伤害1暴击	1敌人爆炸2掉矿35易伤4a伤害6核7平台8双倍物品9暴击
953	33213 23231	   	153.06	橙2易伤2伤害1暴击	1等级25易伤3敌人爆炸4a伤害6核7平台8双倍物品9暴击
954	33213 26324	   	153.06	橙2易伤2伤害1暴击	17等级25易伤3敌人爆炸49伤害6核8基地爆炸a暴击
955	33213 26624	   	153.06	橙2易伤2伤害1暴击	17等级25易伤3敌人爆炸49伤害6核8低血量敌人a暴击
956	33412 24224	   	153.06	橙2易伤2伤害1暴击	1等级23易伤49伤害5挖尘6核7双倍矿8敌人爆炸a暴击
957	33512 25224	   	153.06	橙2易伤2伤害1暴击	1等级27易伤3双倍矿49伤害5挖尘6核8敌人爆炸a暴击
958	36413 23231	   	153.06	橙2易伤2伤害1暴击	1等级2基地爆炸35易伤4a伤害6核7平台8双倍物品9暴击
959	36413 23532	   	153.06	橙2易伤2伤害1暴击	1等级2基地爆炸35易伤49伤害6核7平台8挖尘a暴击
960	61313 22624	   	153.06	橙2易伤2伤害1暴击	1挖尘2掉矿35易伤49伤害6核78低血量敌人a暴击
961	61313 24324	   	153.06	橙2易伤2伤害1暴击	1挖尘2掉矿35易伤49伤害6核7双倍矿8基地爆炸a暴击
962	64413 23231	   	153.06	橙2易伤2伤害1暴击	1挖尘2矿等35易伤4a伤害6核7平台8双倍物品9暴击
963	34431 41232	   	153.06	橙2易伤2伤害3时间	1等级2挖尘3a易伤468时间59伤害7核
964	41312 41222	   	153.06	橙2易伤2伤害3时间	168时间29掉矿3a易伤49伤害59挖尘7核9序列升级
965	41312 41232	   	153.06	橙2易伤2伤害3时间	168时间2掉矿3a易伤49伤害5挖尘7核
966	61341 41232	   	153.06	橙2易伤2伤害3时间	1挖尘2掉矿3a易伤468时间59伤害7核
967	61313 51222	   	153.06	橙2易伤2伤害3时间	1挖尘2掉矿35易伤49伤害68a时间7核
968	41633 21224	   	153.03	橙2伤害1易伤3时间2策反	18a时间2掉矿3a策反4挖尘5易伤6立即金币7核9a伤害a序列升级
969	41312 21244	   	153.03	橙2易伤1伤害3时间2策反	18a时间2掉矿3a易伤4伤害5挖尘6立即金币7核9a策反a序列升级
970	62161 63131	   	153.03	橙2易伤1全技能1伤害1策反	12挖尘2序列升级34易伤5雷电6基地爆炸7全技能8核9策反a伤害
971	33236 35211	   	153.02	橙1全技能1易伤1伤害1策反1时间1攻速	1等级2易伤38敌人爆炸4时间5全技能6攻速7核9策反a伤害
972	31424 21532	   	153.02	橙3易伤1伤害1策反1时间	1等级2低血量敌人34a易伤5时间6策反7核8掉矿9伤害
973	33624 21532	   	153.02	橙3易伤1伤害1策反1时间	1等级24a易伤3低血量敌人5时间6策反7核8掉矿9伤害
974	15213 61223	   	152.97	橙3易伤1伤害1策反1时间1卖塔	1低血量敌人2策反3敌人爆炸4伤害56a易伤7核8时间9卖塔
975	15221 61223	   	152.97	橙3易伤1伤害1策反1时间1卖塔	1低血量敌人2策反3敌人爆炸46a易伤5伤害7核8时间9卖塔
976	61313 22524	   	152.96	橙2易伤2伤害1暴击	1挖尘28掉矿35易伤49伤害6核7低血量敌人a暴击
977	33412 23231	   	152.96	橙2易伤2伤害1暴击	1等级23易伤4a伤害5挖尘6核7平台8双倍物品9暴击
978	33412 26224	   	152.96	橙2易伤2伤害1暴击	17等级23易伤49伤害5挖尘6核8敌人爆炸a暴击
979	34413 23231	   	152.96	橙2易伤2伤害1暴击	1等级2挖尘35易伤4a伤害6核7平台8双倍物品9暴击
980	61313 23231	   	152.96	橙2易伤2伤害1暴击	1挖尘2掉矿35易伤4a伤害6核7平台8双倍物品9暴击
981	41311 43512	   	152.90	橙2易伤1全技能1伤害1时间1攻速	1时间2掉矿36易伤4伤害5额外掉落7等级8全技能9核a攻速
982	15412 61223	   	152.87	橙3易伤1伤害1策反1时间1卖塔	1低血量敌人2策反36a易伤4伤害5挖尘7核8时间9卖塔
983	21416 25221	   	152.87	橙3易伤2伤害	1敌人爆炸2掉矿37a易伤49伤害5基地爆炸6立即金币8核
984	14422 23326	   	152.86	橙2易伤1全技能1暴击1喷火对愈	1低血量敌人2矿等34易伤5掉矿6核7挖青8喷火对愈9全技能a暴击
985	42112 25621	   	152.85	橙3易伤1全技能2时间	12时间2序列升级379易伤4随机矿5掉矿6核8激光对绿a全技能
986	33442 21263	   	152.79	橙2易伤1伤害2暴击1策反	1等级23易伤4基地爆炸5掉矿6核7策反8a暴击9伤害
987	36422 21263	   	152.79	橙2易伤1伤害2暴击1策反	1等级2基地爆炸34易伤5掉矿6核7策反8a暴击9伤害
988	61213 25221	   	152.77	橙3易伤2伤害	1挖尘2掉矿3敌人爆炸49伤害57a易伤6立即金币8核
989	61221 25221	   	152.77	橙3易伤2伤害	1挖尘2掉矿3敌人爆炸47a易伤59伤害6立即金币8核
990	61316 25221	   	152.77	橙3易伤2伤害	1挖尘2掉矿37a易伤49伤害5基地爆炸6立即金币8核
991	11213 61121	   	152.76	橙3易伤2伤害	1低血量敌人2掉矿38敌人爆炸49伤害56a易伤7核
992	11213 61621	   	152.76	橙3易伤2伤害	18低血量敌人2掉矿3敌人爆炸49伤害56a易伤7核
993	11221 61121	   	152.76	橙3易伤2伤害	1低血量敌人2掉矿38敌人爆炸46a易伤59伤害7核
994	11221 61621	   	152.76	橙3易伤2伤害	18低血量敌人2掉矿3敌人爆炸46a易伤59伤害7核
995	11313 61521	   	152.76	橙3易伤2伤害	15低血量敌人2掉矿38a易伤49伤害6最后敌人7核
996	11316 61621	   	152.76	橙3易伤2伤害	18低血量敌人2掉矿36a易伤49伤害5基地爆炸7核
997	21413 61121	   	152.76	橙3易伤2伤害	18敌人爆炸2掉矿35a易伤49伤害6最后敌人7核
998	21413 61421	   	152.76	橙3易伤2伤害	1敌人爆炸2掉矿35a易伤49伤害68最后敌人7核
999	21413 61523	   	152.76	橙3易伤2伤害	1敌人爆炸2掉矿358易伤49伤害6最后敌人7核a平台
1000	21416 61221	   	152.76	橙3易伤2伤害	18敌人爆炸2掉矿36a易伤49伤害5基地爆炸7核
1001	23413 61121	   	152.76	橙3易伤2伤害	18敌人爆炸2低血量敌人3掉矿49伤害56a易伤7核
1002	23413 61621	   	152.76	橙3易伤2伤害	1敌人爆炸28低血量敌人3掉矿49伤害56a易伤7核
1003	23421 61121	   	152.76	橙3易伤2伤害	18敌人爆炸2低血量敌人3掉矿46a易伤59伤害7核
1004	23421 61621	   	152.76	橙3易伤2伤害	1敌人爆炸28低血量敌人3掉矿46a易伤59伤害7核
1005	33213 61522	   	152.76	橙3易伤2伤害	1等级258易伤3敌人爆炸49伤害6最后敌人7核a基地爆炸
1006	11352 15224	   	152.75	橙2易伤2伤害1策反1时间	1a低血量敌人25掉矿3a易伤4双倍矿6策反7时间8核9a伤害a序列升级
1007	21452 12224	   	152.75	橙2易伤2伤害1策反1时间	1a敌人爆炸25掉矿3a易伤4双倍矿6策反7时间8核9a伤害a序列升级
1008	21551 12224	   	152.75	橙2易伤2伤害1策反1时间	14a敌人爆炸23掉矿5a易伤6策反7时间8核9a伤害a序列升级
1009	23151 74112	   	152.72	橙1全技能1易伤1暴击1喷火对愈1策反1时间	1敌人爆炸2低血量敌人3喷火对愈4加一5时间6核7暴击8易伤9策反a全技能
1010	43152 74112	   	152.72	橙1全技能1易伤1暴击1喷火对愈1策反1时间	1时间2低血量敌人3喷火对愈4加一5基地爆炸6核7暴击8易伤9策反a全技能
1011	61322 21231	   	152.69	橙2易伤1伤害2暴击1策反	159挖尘2掉矿39易伤4等级6核7策反89暴击9序列升级a伤害
1012	11313 22651	   	152.66	橙2易伤1全技能1伤害1时间	157低血量敌人2掉矿38易伤4伤害6核9全技能a时间
1013	24413 23214	   	152.66	橙2易伤1全技能1伤害1时间	1敌人爆炸2矿等35易伤4伤害6核7平台8双倍物品9全技能a时间
1014	31413 22451	   	152.66	橙2易伤1全技能1伤害1时间	1等级257低血量敌人38易伤4伤害6核9全技能a时间
1015	33613 22451	   	152.66	橙2易伤1全技能1伤害1时间	1等级28易伤357低血量敌人4伤害6核9全技能a时间
1016	61313 61523	   	152.66	橙3易伤2伤害	1挖尘2掉矿358易伤49伤害6最后敌人7核a平台
1017	11213 61521	   	152.66	橙3易伤2伤害	1低血量敌人28掉矿3敌人爆炸49伤害56a易伤7核
1018	11221 61521	   	152.66	橙3易伤2伤害	1低血量敌人28掉矿3敌人爆炸46a易伤59伤害7核
1019	11312 61621	   	152.66	橙3易伤2伤害	18低血量敌人2掉矿36a易伤49伤害5挖尘7核
1020	11316 61521	   	152.66	橙3易伤2伤害	1低血量敌人28掉矿36a易伤49伤害5基地爆炸7核
1021	23413 61521	   	152.66	橙3易伤2伤害	1敌人爆炸2低血量敌人38掉矿49伤害56a易伤7核
1022	23421 61521	   	152.66	橙3易伤2伤害	1敌人爆炸2低血量敌人38掉矿46a易伤59伤害7核
1023	31412 61314	   	152.66	橙3易伤2伤害	1等级2低血量敌人369易伤4a伤害5挖尘7核8机枪对轻
1024	33213 61521	   	152.66	橙3易伤2伤害	1等级258易伤3敌人爆炸49伤害6最后敌人7核a掉矿
1025	33412 61314	   	152.66	橙3易伤2伤害	1等级239易伤4a伤害5挖尘6最后敌人7核8机枪对轻
1026	33412 61522	   	152.66	橙3易伤2伤害	1等级238易伤49伤害5挖尘6最后敌人7核a基地爆炸
1027	33612 61314	   	152.66	橙3易伤2伤害	1等级269易伤3低血量敌人4a伤害5挖尘7核8机枪对轻
1028	61213 61221	   	152.66	橙3易伤2伤害	1挖尘2掉矿38敌人爆炸49伤害56a易伤7核
1029	61221 61221	   	152.66	橙3易伤2伤害	1挖尘2掉矿38敌人爆炸46a易伤59伤害7核
1030	61313 31221	   	152.66	橙3易伤2伤害	1挖尘2掉矿35a易伤49伤害68敌人爆炸7核
1031	61313 61421	   	152.66	橙3易伤2伤害	1挖尘2掉矿35a易伤49伤害68最后敌人7核
1032	32413 25432	   	152.66	橙4易伤2伤害1时间1挖怪	1等级2挖怪3578易伤49伤害6核a时间
1033	33113 25432	   	152.66	橙4易伤2伤害1时间1挖怪	1等级2578易伤3挖怪49伤害6核a时间
1034	21412 45222	   	152.65	橙2易伤2伤害1策反1时间	1敌人爆炸2掉矿37易伤49伤害5随机矿6策反8核a时间
1035	21413 41242	   	152.65	橙2易伤2伤害1策反1时间	1敌人爆炸2掉矿35易伤46伤害7基地爆炸8核9策反a时间
1036	21413 42234	   	152.65	橙2易伤2伤害1策反1时间	1敌人爆炸2掉矿35易伤46伤害7时间8核9雷电a策反
1037	21413 42241	   	152.65	橙2易伤2伤害1策反1时间	1敌人爆炸2掉矿35易伤46伤害7时间8核9策反a低血量敌人
1038	21413 42243	   	152.65	橙2易伤2伤害1策反1时间	1敌人爆炸2掉矿35易伤46伤害7时间8核9策反a金币生成
1039	21413 22144	   	152.63	橙3易伤1伤害2策反	18a敌人爆炸2掉矿35a易伤4伤害6核7低血量敌人9a策反a序列升级
1040	63151 74112	   	152.62	橙1全技能1易伤1暴击1喷火对愈1策反1时间	1挖尘2低血量敌人3喷火对愈4加一5时间6核7暴击8易伤9策反a全技能
1041	24413 42233	   	152.60	橙3伤害2易伤1时间	18敌人爆炸2矿等35易伤469伤害7时间a核
1042	24413 42323	   	152.60	橙3伤害2易伤1时间	1敌人爆炸2矿等35易伤469伤害7时间8基地爆炸a核
1043	21413 23214	   	152.56	橙2易伤1全技能1伤害1时间	1敌人爆炸2掉矿35易伤4伤害6核7平台8双倍物品9全技能a时间
1044	33213 23214	   	152.56	橙2易伤1全技能1伤害1时间	1等级25易伤3敌人爆炸4伤害6核7平台8双倍物品9全技能a时间
1045	36413 23214	   	152.56	橙2易伤1全技能1伤害1时间	1等级2基地爆炸35易伤4伤害6核7平台8双倍物品9全技能a时间
1046	11312 61521	   	152.56	橙3易伤2伤害	1低血量敌人28掉矿36a易伤49伤害5挖尘7核
1047	33412 61521	   	152.56	橙3易伤2伤害	1等级238易伤49伤害5挖尘6最后敌人7核a掉矿
1048	61213 61521	   	152.56	橙3易伤2伤害	1挖尘28掉矿3敌人爆炸49伤害56a易伤7核
1049	61221 61521	   	152.56	橙3易伤2伤害	1挖尘28掉矿3敌人爆炸46a易伤59伤害7核
1050	61313 31521	   	152.56	橙3易伤2伤害	1挖尘28掉矿35a易伤49伤害6敌人爆炸7核
1051	61352 12224	   	152.55	橙2易伤2伤害1策反1时间	1a挖尘25掉矿3a易伤4双倍矿6策反7时间8核9a伤害a序列升级
1052	61312 25222	   	152.55	橙2易伤2伤害1策反1时间	1挖尘2掉矿37易伤49伤害5随机矿6策反8核a时间
1053	61312 25226	   	152.55	橙2易伤2伤害1策反1攻速	1挖尘2掉矿37易伤49伤害5随机矿6策反8核a攻速
1054	61313 41242	   	152.55	橙2易伤2伤害1策反1时间	1挖尘2掉矿35易伤46伤害7敌人爆炸8核9策反a时间
1055	61313 41253	   	152.55	橙2易伤2伤害1策反1时间	1挖尘2掉矿35易伤46伤害7敌人爆炸8核9时间a策反
1056	61313 42234	   	152.55	橙2易伤2伤害1策反1时间	1挖尘2掉矿35易伤46伤害7时间8核9雷电a策反
1057	61313 42241	   	152.55	橙2易伤2伤害1策反1时间	1挖尘2掉矿35易伤46伤害7时间8核9策反a低血量敌人
1058	61313 42243	   	152.55	橙2易伤2伤害1策反1时间	1挖尘2掉矿35易伤46伤害7时间8核9策反a金币生成
1059	45423 22233	 * 	152.55	橙2易伤3策反1伤害1时间	1时间26a策反34易伤5基地爆炸7最后敌人8核9伤害
1060	33213 25344	   	152.53	橙3易伤1伤害2策反	1a等级257易伤3a敌人爆炸4伤害6核8基地爆炸9a策反a序列升级
1061	33213 25616	   	152.53	橙3易伤1伤害1暴击	1等级257易伤3敌人爆炸4伤害6核8低血量敌人9暴击a立即金币
1062	15436 32412	   	152.53	橙1全技能1易伤1伤害1暴击1策反1时间	1低血量敌人2策反3易伤4时间5全技能6暴击7加一8雷电9伤害a核
1063	11313 45633	   	152.50	橙3伤害2易伤1时间	15低血量敌人2掉矿38易伤469伤害7时间a核
1064	21413 32634	   	152.50	橙3易伤2伤害1时间	16敌人爆炸2掉矿358易伤49伤害7时间a核
1065	33213 32434	   	152.50	橙3易伤2伤害1时间	1等级258易伤36敌人爆炸49伤害7时间a核
1066	33213 42214	   	152.50	橙3易伤2伤害1时间	1等级259易伤38敌人爆炸46伤害7时间a核
1067	33213 42233	   	152.50	橙3伤害2易伤1时间	1等级25易伤38敌人爆炸469伤害7时间a核
1068	33213 42323	   	152.50	橙3伤害2易伤1时间	1等级25易伤3敌人爆炸469伤害7时间8基地爆炸a核
1069	33213 55234	   	152.50	橙3易伤2伤害1时间	1等级257易伤38敌人爆炸49伤害6时间a核
1070	33631 67432	   	152.50	橙3伤害2易伤1时间	18等级28易伤3低血量敌人4时间578伤害6加一8序列升级9雷电a核
1071	36413 42223	   	152.50	橙3伤害2易伤1时间	1等级2基地爆炸35易伤469伤害7时间8敌人爆炸a核
1072	33413 24245	   	152.49	橙3易伤1伤害2暴击1卖塔	1a等级23a易伤4伤害5卖塔6加一7基地爆炸8核9a暴击a序列升级
1073	33413 26245	   	152.49	橙3易伤1伤害2暴击1卖塔	1a等级23a易伤4伤害5卖塔6加一7敌人爆炸8核9a暴击a序列升级
1074	34413 23214	   	152.46	橙2易伤1全技能1伤害1时间	1等级2挖尘35易伤4伤害6核7平台8双倍物品9全技能a时间
1075	61313 23214	   	152.46	橙2易伤1全技能1伤害1时间	1挖尘2掉矿35易伤4伤害6核7平台8双倍物品9全技能a时间
1076	33412 23214	   	152.46	橙2易伤1全技能1伤害1时间	1等级23易伤4伤害5挖尘6核7平台8双倍物品9全技能a时间
