0	Index      	 *	Score 	Summary	Detail	
1	23276 13336	 * 	188.31	DCR|3VULN|2DMG|1AART|1DUR	1DUR|2MBVNT|389VULN|4RPLT|5AART|6RCR|7aDMG
637	23276 13423	   	160.36	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|2MBVNT|3aVULN|4RPLT|5AART|6RCR|7DMG|8LHND|9aERES|aBPWR
638	23276 13473	   	160.36	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|2MBVNT|3aVULN|4RPLT|5AART|6RCR|7DMG|8LHND|9aTLV|aBPWR
639	23276 15123	   	160.36	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|2MBVNT|3aVULN|4RPLT|5AART|6RCR|7LHND|8DMG|9aERES|aBPWR
640	23227 33511	   	160.30	DCR|3DMG|1VULN|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|3VULN|4RCVC|57aDMG|6CDMG|8RCR|9ASPD
641	12522 22112	   	160.30	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1ERES|2CGEN|3AART|4DMG|5aCDMG|6ZMB|7RCR|8VULN|9RMIN
642	33115 51261	   	160.28	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1RMIN|2RCR|3ASPD|4DUST|5BELT|6AART|7VULN|8CDMG|9DUR|aDMG
643	23342 64181	   	160.28	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|47FEWX|57VULN|6AART|7BPWR|8LHND|9ERES|aDMG
644	23342 64354	   	160.28	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|478FEWX|57VULN|6AART|7BPWR|9DMG|aLEGI
645	23342 64631	   	160.28	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|47FEWX|57VULN|6AART|7BPWR|8MLV|9DUST|aDMG
646	23342 64648	   	160.28	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|47FEWX|57VULN|6AART|7BPWR|8MLV|9ERES|aDMG
647	23342 64781	   	160.28	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|47FEWX|57VULN|6AART|7BPWR|8LSRREG|9CGEN|aDMG
648	23342 64816	   	160.28	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|47FEWX|57VULN|6AART|7BPWR|8BEXP|9LEGI|aDMG
649	33421 53135	   	160.28	ACR|2VULN|1AART|1DMG|2DUR	1RMIN|2RCR|37VULN|4LHND|5BEXP|6DMG|89DUR|aAART
650	33313 51226	   	160.27	ACR|2VULN|2DMG|1ZMB|1ASPD	1RMIN|2RCR|3BEXP|4ZMB|5ASPD|6aDMG|78VULN|9ERES
651	33411 61216	   	160.27	ACR|2VULN|2DMG|1ZMB|1DUR	1RMIN|2RCR|37VULN|4ZMB|5DMSP|6DUR|8aDMG|9DUST
652	33412 22155	   	160.27	ACR|2VULN|2DMG|1ZMB|1DUR	1RMIN|2RCR|39VULN|4ZMB|5LIT|6DUR|7aDMG|8ERES
653	33412 55312	   	160.27	ACR|2VULN|2DMG|1ZMB|1ASPD	1RMIN|2RCR|36VULN|4ZMB|5LIT|7BASHEA|8ASPD|9aDMG
654	33113 13233	 * 	160.26	ACR|3VULN|3ASPD|1DMG	1RMIN|2RCR|356ASPD|4DUST|78aVULN|9DMG
655	23276 14173	   	160.26	DCR|2VULN|1AART|1DMG|2DUR	1aDUR|2MBVNT|3aVULN|4RPLT|5AART|6RCR|7DUST|8DMG|9aTLV|aBPWR
656	23276 13235	 * 	160.24	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	19aDUR|2MBVNT|3VULN|4RPLT|5AART|6RCR|7DMG|8CDMG
657	12522 22162	   	160.20	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1ERES|2CGEN|3AART|4DMG|5aCDMG|6ZMB|7RCR|8VULN|9TLV
658	35522 22162	   	160.20	DCR|1AART|1VULN|2CDMG|1DMG|1ZMB	1RMIN|2ERES|3AART|4DMG|5aCDMG|6ZMB|7RCR|8VULN|9TLV
659	23342 63738	   	160.18	ACR|2DMG|1AART|1VULN|2DUR	19DUR|2MBVNT|3RCR|4FEWX|5VULN|6AART|7CGEN|8aDMG
660	23342 64721	   	160.18	ACR|2VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3RCR|47FEWX|57VULN|6AART|7BPWR|8LSRREG|9ERES|aDMG
661	23327 38842	   	160.15	ACR|1AART|1VULN|1DMG|2CDMG|2DUR	14DUR|2MBVNT|3RCR|5DMG|69CDMG|7RCVC|8VULN|aAART
662	23342 62738	   	160.08	ACR|2DMG|1AART|1VULN|2DUR	19DUR|2MBVNT|3RCR|4FEWX|5VULN|6AART|7ERES|8aDMG
663	33411 43428	   	160.05	ACR|2DMG|1AART|1VULN|1ZMB	1RMIN|2RCR|3VULN|4ZMB|5DMSP|6MBVNT|7DUST|8AART|9aDMG
664	34153 12315	   	159.98	DCR|2DMG|1AART|1VULN|1CDMG	1RMIN|2CDMG|3LWND|4AART|5ERES|6VULN|7RCR|8BEXP|9aDMG
665	22322 41133	   	159.95	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1DUR|2SELL|3aDMG|47VULN|5CGEN|6RCR|8CDMG|9RCVC
666	22322 41166	   	159.95	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1DUR|2SELL|3aDMG|47VULN|5CGEN|6RCR|8CDMG|9BEXP
667	22322 45123	   	159.95	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1DUR|2SELL|3aDMG|49VULN|5CGEN|6RCR|7RCVC|8CDMG
668	23331 63431	   	159.92	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2MBVNT|3RCR|4NUKE|5BEXP|6aDMG|7VULN|8ASPD|9AART
669	23342 26431	   	159.92	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|6aDMG|7NUKE|8ASPD|9AART
670	23342 27431	   	159.92	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|2MBVNT|3RCR|4FEWX|5VULN|6aDMG|7ERES|8ASPD|9AART
671	23343 44431	   	159.92	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|2MBVNT|3RCR|4FEWX|5ERES|6VULN|7aDMG|8ASPD|9AART
672	23372 46431	   	159.92	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|2MBVNT|3RCR|4BEXP|5ERES|6VULN|7aDMG|8ASPD|9AART
673	23372 63431	   	159.92	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|2MBVNT|3RCR|4BEXP|5ERES|6aDMG|7VULN|8ASPD|9AART
674	23381 46431	   	159.92	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|2MBVNT|3RCR|4ERES|5BEXP|6VULN|7aDMG|8ASPD|9AART
675	23381 63431	   	159.92	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|2MBVNT|3RCR|4ERES|5BEXP|6aDMG|7VULN|8ASPD|9AART
676	23276 14112	   	159.83	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1DUR|2MBVNT|3VULN|4RPLT|59AART|6RCR|7DUST|8DMG|aZMB
677	23332 63431	   	159.82	ACR|2DMG|1AART|1VULN|1ASPD|1DUR	1DUR|2MBVNT|3RCR|4NUKE|5DUST|6aDMG|7VULN|8ASPD|9AART
678	23382 44431	   	159.82	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|2MBVNT|3RCR|4ERES|5DUST|6VULN|7aDMG|8ASPD|9AART
679	23382 63431	   	159.82	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1DUR|2MBVNT|3RCR|4ERES|5DUST|6aDMG|7VULN|8ASPD|9AART
680	22622 43212	   	159.80	ACR|1AART|1VULN|1DMG|2ASPD|2DUR|1ZMB|1SELL	13DUR|2SELL|4VULN|5RCR|6ZMB|7DMG|89ASPD|aAART
681	33413 34333	   	159.77	ACR|2VULN|2AART|1ZMB|1DUR	1RMIN|2RCR|38VULN|4ZMB|5LWND|6aAART|7DUR|9LHND
682	33413 34353	   	159.77	ACR|2VULN|2AART|1ZMB|1DUR	1RMIN|2RCR|38VULN|4ZMB|5LWND|6aAART|7DUR|9BEXP
683	23312 64485	 * 	159.62	ACR|3VULN|1AART|1CDMG|1FLTHEA|2DUR|2MSE	17DUR|2MBVNT|3RCR|47MSE|578VULN|6AART|7BPWR|9FLTHEA|aCDMG
684	23341 27531	   	159.58	ACR|2DMG|1AART|1VULN|2DUR	19DUR|2MBVNT|3RCR|4FEWX|5BEXP|6aDMG|7AART|8VULN
685	23341 21215	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5BEXP|6DMG|7VULN|8CDMG|9ZMB|aAART
686	23341 77215	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5BEXP|6VULN|7DMG|8CDMG|9ZMB|aAART
687	23342 17213	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|6LWND|7DMG|8CDMG|9ZMB|aAART
688	23342 22215	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|6DMG|7BEXP|8CDMG|9ZMB|aAART
689	23342 77215	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|6BEXP|7DMG|8CDMG|9ZMB|aAART
690	23344 21213	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5LHND|6DMG|7VULN|8CDMG|9ZMB|aAART
691	23353 22516	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4LIT|5ZMB|6BEXP|7VULN|8DMG|9CDMG|aAART
692	23373 21213	   	159.55	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4BEXP|5LHND|6DMG|7VULN|8CDMG|9ZMB|aAART
693	33411 41241	   	159.55	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|37VULN|4ZMB|5DMSP|6MBVNT|8DMG|9AART|aMLV
694	33411 41243	   	159.55	ACR|2VULN|1AART|1DMG|1ZMB	1aRMIN|2RCR|37VULN|4ZMB|5DMSP|6MBVNT|8DMG|9AART
695	33411 41246	   	159.55	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|37VULN|4ZMB|5DMSP|6MBVNT|8DMG|9AART|aLHND
696	33414 41241	   	159.55	ACR|2VULN|1AART|1DMG|1ZMB	15RMIN|2RCR|37VULN|4ZMB|6MBVNT|8DMG|9AART|aMLV
697	33414 41243	   	159.55	ACR|2VULN|1AART|1DMG|1ZMB	15aRMIN|2RCR|37VULN|4ZMB|6MBVNT|8DMG|9AART
698	44132 41122	   	159.49	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1DMSP|24BELT|36AART|5RCR|7CDMG|8DUR|9VULN|aDMG
699	23353 32784	 * 	159.49	ACR|4VULN|3DUR|1ZMB	18aDUR|2MBVNT|3RCR|48aLIT|5ZMB|6LHND|789aVULN|8aBPWR
700	23342 63582	   	159.47	ACR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|58VULN|6AART|7CGEN|9ZMB|aFLTHEA
701	23342 68124	   	159.47	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5aVULN|6AART|7CDMG|8ZMB|9MGNLIT
702	33411 41462	   	159.47	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1RMIN|2RCR|37VULN|4ZMB|5DMSP|6MBVNT|8DUR|9CDMG|aAART
703	23342 57213	   	159.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5VULN|6LEGI|7DMG|8CDMG|9ZMB|aAART
704	23353 42516	   	159.45	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4LIT|5ZMB|6DUST|7VULN|8DMG|9CDMG|aAART
705	33366 16111	   	159.45	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|3BEXP|46VULN|567ERES|6BPWR|8ZMB|9AART|aDMG
706	33411 41242	   	159.45	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|37VULN|4ZMB|5DMSP|6MBVNT|8DMG|9AART|aDUST
707	33411 41247	   	159.45	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|37VULN|4ZMB|5DMSP|6MBVNT|8DMG|9AART|aERES
708	33414 41242	   	159.45	ACR|2VULN|1AART|1DMG|1ZMB	15RMIN|2RCR|37VULN|4ZMB|6MBVNT|8DMG|9AART|aDUST
709	22322 65411	   	159.45	DCR|2VULN|2DMG|1ZMB|1DUR|1ASPD|1SELL	1DUR|2SELL|3aDMG|46VULN|5CGEN|7ZMB|8RCR|9ASPD
710	23284 83182	   	159.39	DCR|2VULN|1AART|1FLTHEA|1ZMB|1ASPD|1DUR	1DUR|2MBVNT|38VULN|4ASPD|5AART|6CGEN|7ZMB|9RCR|aFLTHEA
711	33443 13153	   	159.38	ACR|2AART|1VULN|1DMG|1ASPD|1DUR	1RMIN|2RCR|3VULN|45AART|6DUR|7RPLT|8LHND|9DMG|aASPD
712	33443 13253	   	159.38	ACR|2AART|1VULN|1DMG|1ASPD|1DUR	1RMIN|2RCR|3VULN|45AART|6DUR|7RPLT|8BEXP|9DMG|aASPD
713	33443 13523	   	159.38	ACR|2AART|1VULN|1DMG|1DUR|1ASPD	1RMIN|2RCR|3VULN|45AART|6DUR|7RPLT|8DMG|9LWND|aASPD
714	33443 33362	   	159.38	ACR|2AART|1VULN|1DMG|1DUR|1ASPD	1RMIN|2RCR|3VULN|45AART|6MLV|7ASPD|8FEWX|9DUR|aDMG
715	23342 62582	   	159.37	ACR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1DUR|2MBVNT|3RCR|4FEWX|58VULN|6AART|7ERES|9ZMB|aFLTHEA
716	33411 41248	   	159.30	ACR|2VULN|1AART|1DMG|1ZMB|1SELL	1RMIN|2RCR|37VULN|4ZMB|5DMSP|6MBVNT|8DMG|9AART|aSELL
717	23234 21182	   	159.29	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR|1ASPD	1DUR|2MBVNT|38VULN|4TLV|5AART|6ZMB|7ASPD|9RCR|aFLTHEA
718	33441 13112	   	159.24	ACR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1DUR	1RMIN|2RCR|3VULN|4AART|5CGEN|6RPLT|7DUR|8ZMB|9CDMG|aFLTHEA
719	22335 35242	 * 	159.23	DCR|2DMG|1AART|2CDMG|3DUR|1SELL	146DUR|2SELL|36DMG|5AART|6BPWR|7aCDMG|8RCR|9CGEN
720	23327 33416	   	159.23	ACR|2DMG|1VULN|1CDMG|2DUR|1ZMB	14DUR|2MBVNT|3RCR|57DMG|6CDMG|8RCVC|9VULN|aZMB
721	33312 25453	 * 	159.19	ACR|4VULN|1FLTHEA|1ZMB	1RMIN|2RCR|3BEXP|4ZMB|5RPLT|678aVULN|9FLTHEA
722	33441 22221	   	159.15	ACR|2AART|1VULN|1DMG|1CDMG	1RMIN|2RCR|3VULN|48AART|5CGEN|6DMG|7LHND|9CDMG|aRCVC
723	33441 22225	   	159.15	ACR|2AART|1VULN|1DMG|1CDMG	1RMIN|2RCR|3VULN|48AART|5CGEN|6DMG|7LHND|9CDMG|aMLV
724	33441 22226	   	159.15	ACR|2AART|1VULN|1DMG|1CDMG	1RMIN|2RCR|3VULN|48AART|5CGEN|6DMG|7LHND|9CDMG|aFEWX
725	33426 11236	   	159.15	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|37VULN|46LHND|56MLV|6BPWR|8DMG|9ZMB|aAART
726	22335 35262	 * 	159.13	DCR|2DMG|1AART|2CDMG|3DUR|1SELL	146DUR|2SELL|36DMG|5AART|6BPWR|7aCDMG|8RCR|9ERES
727	23327 33838	   	159.13	ACR|2DMG|1VULN|1CDMG|2DUR|1ZMB	14DUR|2MBVNT|3RCR|57DMG|6CDMG|8VULN|9LEGI|aZMB
728	23322 43263	   	159.13	ACR|2VULN|1DMG|1CDMG|2DUR|1ZMB	14DUR|2MBVNT|3RCR|5ZMB|6DUST|7aVULN|8DMG|9CDMG
729	33441 41121	   	159.11	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1RMIN|2RCR|38VULN|4AART|5CGEN|6DUR|7ASPD|9CDMG|aRCVC
730	33411 22553	 * 	159.09	ACR|3VULN|1AART|2ZMB	1RMIN|2RCR|37aVULN|4aZMB|58DMSP|6aVENICY|9AART|aBPWR
731	33411 41136	   	159.09	ACR|4VULN|1CDMG|1ZMB	1RMIN|2RCR|3789VULN|4ZMB|5DMSP|6MBVNT|aCDMG
732	33361 35253	 * 	159.08	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	1RMIN|2RCR|35BEXP|4aVULN|6DUR|7DMG|8CDMG|9FLTHEA
733	33363 35253	   	159.08	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1DUR	15RMIN|2RCR|3BEXP|4aVULN|6DUR|7DMG|8CDMG|9FLTHEA
734	33441 22242	   	159.05	ACR|2AART|1VULN|1DMG|1CDMG	1RMIN|2RCR|3VULN|48AART|5CGEN|6DMG|7LHND|9ERES|aCDMG
735	33212 11425	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|36FEWX|4ZMB|5RPLT|78VULN|9DMG|aAART
736	33423 11236	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|37VULN|45LHND|6MLV|8DMG|9ZMB|aAART
737	33423 11366	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|37VULN|45LHND|6MLV|8ZMB|9DMG|aAART
738	23342 21813	 * 	159.04	ACR|4VULN|1DMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|578aVULN|6DMG|9BEXP
739	23342 21825	   	159.04	ACR|4VULN|1DMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|578aVULN|6DMG|9RCVC
740	53315 61131	   	159.00	ACR|3VULN|1AART|2CDMG	17LIT|2LWND|37CDMG|479VULN|5RCR|6AART|7BPWR|8RCVC|aLHND
741	53315 61133	   	159.00	ACR|3VULN|1AART|2CDMG	17LIT|2aLWND|37CDMG|479VULN|5RCR|6AART|7BPWR|8RCVC
742	23327 33815	   	158.98	ACR|2DMG|1VULN|3DUR|1CDMG|1ASPD	14aDUR|2MBVNT|3RCR|57DMG|6CDMG|8VULN|9ASPD
743	23328 22825	   	158.98	ACR|2VULN|1AART|1DMG|2DUR	14DUR|2MBVNT|3RCR|5BEXP|6LIT|7DMG|8AART|9aVULN
744	33423 61236	   	158.95	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|37VULN|45LHND|6ERES|8DMG|9ZMB|aAART
745	51315 61131	   	158.90	ACR|3VULN|1AART|2CDMG	17LIT|2LEGI|37CDMG|479VULN|5RCR|6AART|7BPWR|8RCVC|aLHND
746	51315 61133	   	158.90	ACR|3VULN|1AART|2CDMG	17LIT|2LEGI|37CDMG|479VULN|5RCR|6AART|7BPWR|8RCVC|aLWND
747	53315 61132	   	158.90	ACR|3VULN|1AART|2CDMG	17LIT|2LWND|37CDMG|479VULN|5RCR|6AART|7BPWR|8RCVC|aTLV
748	53315 61332	   	158.90	ACR|3VULN|1AART|2CDMG	17LIT|2LWND|37CDMG|479VULN|5RCR|6AART|7BPWR|8DUST|aCGEN
749	53315 61333	   	158.90	ACR|3VULN|1AART|2CDMG	17LIT|2LWND|37CDMG|479VULN|5RCR|6AART|7BPWR|8DUST|aLHND
750	23383 41475	   	158.88	ACR|2VULN|1AART|1DMG|2DUR	1aDUR|2MBVNT|3RCR|4ERES|5LHND|67VULN|8AART|9DMG
751	33415 12322	 * 	158.86	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1RMIN|2RCR|3VULN|47ZMB|5FEWX|6LSRREG|8DMG|9CDMG|aAART
752	22322 41233	   	158.86	DCR|2VULN|1AART|1DMG|1ASPD|1DUR|1SELL	1DUR|2SELL|3DMG|47VULN|5CGEN|6RCR|8ASPD|9LWND|aAART
753	22322 41252	   	158.86	DCR|2VULN|1AART|1DMG|1ASPD|1DUR|1SELL	1DUR|2SELL|3DMG|47VULN|5CGEN|6RCR|8ASPD|9RCVC|aAART
754	33411 41264	   	158.85	ACR|2VULN|1AART|1DMG|1ZMB	1RMIN|2RCR|37VULN|4ZMB|5DMSP|6MBVNT|8DMG|9VENICY|aAART
755	33445 21211	   	158.84	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RMIN|2RCR|3VULN|4AART|5DUR|6ZMB|7ASPD|8LEGI|9FEWX|aDMG
756	33445 21222	   	158.84	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	19RMIN|2RCR|3VULN|4AART|5DUR|6ZMB|7ASPD|8LEGI|aDMG
757	33445 21231	   	158.84	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1RMIN|2RCR|3VULN|4AART|5DUR|6ZMB|7ASPD|8LEGI|9LWND|aDMG
758	51315 61132	   	158.80	ACR|3VULN|1AART|2CDMG	17LIT|2LEGI|37CDMG|479VULN|5RCR|6AART|7BPWR|8RCVC|aTLV
759	51315 61332	   	158.80	ACR|3VULN|1AART|2CDMG	17LIT|2LEGI|37CDMG|479VULN|5RCR|6AART|7BPWR|8DUST|aCGEN
760	51315 61333	   	158.80	ACR|3VULN|1AART|2CDMG	17LIT|2LEGI|37CDMG|479VULN|5RCR|6AART|7BPWR|8DUST|aLHND
761	23342 21882	   	158.79	ACR|4VULN|1DMG|1DUR|1SELL	1DUR|2MBVNT|3RCR|4FEWX|578aVULN|6DMG|9SELL
762	34423 62223	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1RMIN|2CDMG|34VULN|5LWND|6AART|7RCR|8DUST|9CGEN|aDMG
763	46522 22133	   	158.77	DCR|2VULN|1AART|2ASPD|1CDMG|1ZMB	1DMSP|2AART|38ASPD|48CGEN|5CDMG|6ZMB|78VULN|8BPWR|9LWND|aRCR
764	46532 22133	   	158.77	DCR|2VULN|1AART|1CDMG|2ASPD|1ZMB	1DMSP|2AART|38ASPD|48MLV|5CDMG|6ZMB|78VULN|8BPWR|9LWND|aRCR
765	23747 21447	   	158.75	DCR|4VULN|1AART|2DUR	19DUR|2MBVNT|3RCVC|4RPLT|5679VULN|8AART|9BPWR|aRCR
766	25264 21713	   	158.69	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUR|2LHND|37VULN|4MBVNT|5RCR|6DMG|8RPLT|9ZMB|aAART
767	25264 24713	   	158.69	ACR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUR|2LHND|3VULN|4MBVNT|5RCR|67DMG|8RPLT|9ZMB|aAART
768	23331 64471	 * 	158.62	ACR|2DMG|2AART|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4NUKE|5BEXP|69DMG|7CDMG|8aAART
769	23343 67471	   	158.62	ACR|2DMG|2AART|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5ERES|69DMG|7CDMG|8aAART
770	33441 21326	   	158.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RMIN|2RCR|3VULN|4AART|5CGEN|6DMG|7MLV|8TLV|9CDMG|aZMB
771	23342 64746	   	158.60	ACR|2VULN|2AART|2DUR|1ASPD	17DUR|2MBVNT|3RCR|47FEWX|57VULN|6aAART|7BPWR|8LSRREG|9ASPD
772	23347 11522	   	158.58	ACR|3VULN|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3RCR|46FEWX|5CDMG|78aVULN|9DMG
773	23377 27224	   	158.58	ACR|3VULN|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4BEXP|5CDMG|68aVULN|7BELT|9DMG
774	33441 11235	   	158.58	ACR|2VULN|1AART|1DMG|1ASPD	1RMIN|2RCR|39VULN|4AART|5CGEN|6RPLT|7LWND|8ASPD|aDMG
775	33441 42122	   	158.58	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2RCR|3VULN|4AART|5CGEN|6DUR|7LHND|8DMSP|9aDMG
776	33442 33411	   	158.58	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5LHND|6DUR|7LWND|9FEWX|aDMG
777	23284 33364	   	158.56	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	16DUR|2MBVNT|3VULN|4ASPD|5AART|7RPLT|8RCR|9DMG|aCDMG
778	23332 64471	   	158.52	ACR|2DMG|2AART|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4NUKE|5DUST|69DMG|7CDMG|8aAART
779	23345 12741	   	158.50	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	18DUR|2MBVNT|3RCR|48FEWX|5LIT|6ASPD|78VULN|8BPWR|9CDMG|aAART
780	23354 12741	   	158.50	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	18DUR|2MBVNT|3RCR|48LIT|5FEWX|6ASPD|78VULN|8BPWR|9CDMG|aAART
781	23343 41262	   	158.48	ACR|3VULN|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|5ERES|67aVULN|8DMG|9CDMG
782	23372 41262	   	158.48	ACR|3VULN|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4BEXP|5ERES|67aVULN|8DMG|9CDMG
783	23381 41262	   	158.48	ACR|3VULN|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4ERES|5BEXP|67aVULN|8DMG|9CDMG
784	23342 21362	   	158.48	ACR|3VULN|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3RCR|4FEWX|57aVULN|6DMG|8ERES|9CDMG
785	33442 35211	   	158.48	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2RCR|3VULN|4AART|5LHND|6DUR|7aDMG|8ERES|9FEWX
786	33442 35222	   	158.48	ACR|2DMG|1AART|1VULN|1DUR	19RMIN|2RCR|3VULN|4AART|5LHND|6DUR|7aDMG|8ERES
787	33442 35231	   	158.48	ACR|2DMG|1AART|1VULN|1DUR	1RMIN|2RCR|3VULN|4AART|5LHND|6DUR|7aDMG|8ERES|9LWND
788	33442 35331	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5LHND|6DUR|7DMG|9DUST|aLWND
789	33442 35332	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5LHND|6DUR|7DMG|9DUST|aMGNSTR
790	33442 35333	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5aLHND|6DUR|7DMG|9DUST
791	33442 31511	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5LHND|6DUR|7MBVNT|9FEWX|aDMG
792	33442 31531	   	158.48	ACR|2VULN|1AART|1DMG|1DUR	1RMIN|2RCR|38VULN|4AART|5LHND|6DUR|7MBVNT|9LWND|aDMG
