0	Index      	 *	Score 	Summary	Detail	
1	12551 15323	 * 	191.60	ACR|3VULN|3DMG|3ASPD	159LWND|28aASPD|3RCR|4BELT|69aVULN|79aDMG|9aBPWR
660	23522 31115	   	162.19	ACR|2VULN|1AART|1DMG|1CDMG	1AART|2RMIN|3ERES|4RCR|5RCVC|6DMG|7BELT|8aVULN|9CDMG
661	23522 36111	   	162.19	ACR|2VULN|1AART|1DMG|1CDMG	1AART|2RMIN|3ERES|4RCR|5RCVC|6DMG|7aVULN|8FEWX|9CDMG
662	24222 36111	   	162.19	ACR|2VULN|1AART|1DMG|1CDMG	1AART|2CGEN|3ERES|4RCR|5RCVC|6DMG|7aVULN|8FEWX|9CDMG
663	41232 64121	   	162.18	DCR|3VULN|1DMG|2CDMG|1DUR	1DUR|26aVULN|3DMG|4VENICY|56CDMG|6BPWR|7RCR|8LHND|9FEWX
664	31232 64361	   	162.18	DCR|3VULN|1DMG|2CDMG|1DUR	1LHND|26aVULN|3DMG|4VENICY|56CDMG|6BPWR|7RCR|8FEWX|9DUR
665	41232 54323	   	162.18	DCR|3VULN|1DMG|2CDMG|1DUR	1DUR|26aVULN|3DMG|4VENICY|5aCDMG|7RCR|8DUST|9aFEWX|aBPWR
666	21321 43523	   	162.18	ACR|3VULN|1AART|1ZMB|1ASPD	1AART|23BEXP|4RCR|5ASPD|6MLV|7ZMB|89aVULN
667	21325 51623	   	162.18	ACR|3VULN|1AART|1ZMB|1DUR	1AART|23BEXP|4RCR|5ZMB|69aVULN|7DUR|8DMSP
668	24321 53423	   	162.18	ACR|3VULN|1AART|1ZMB|1ASPD	1AART|2CGEN|3ZMB|4RCR|5ASPD|69aVULN|78LWND
669	22347 78223	   	162.16	DCR|4VULN|1AART|1DUR	1AART|27ERES|3MBVNT|469aVULN|5DUR|8RCR
670	23521 31152	 * 	162.09	ACR|2DMG|1AART|1VULN|2ASPD	1AART|2RMIN|3ERES|4RCR|56ASPD|7BELT|8VULN|9aDMG
671	23521 31155	   	162.09	ACR|2VULN|1AART|1DMG|2ASPD	1AART|2RMIN|3ERES|4RCR|56ASPD|7BELT|8aVULN|9DMG
672	23522 36311	   	162.09	ACR|2VULN|1AART|1DMG|1CDMG	1AART|2RMIN|3ERES|4RCR|5RCVC|6DMG|7aVULN|8LEGI|9CDMG
673	24223 84731	   	162.09	ACR|2VULN|1AART|1DMG|1CDMG	1AART|2CGEN|3ERES|4RCR|5MBVNT|6DMG|7RMIN|89VULN|aCDMG
674	41232 64321	   	162.08	DCR|3VULN|1DMG|2CDMG|1DUR	1DUR|26aVULN|3DMG|4VENICY|56CDMG|6BPWR|7RCR|8DUST|9FEWX
675	24321 26323	   	162.08	ACR|3VULN|1AART|1ZMB|1ASPD	1AART|26CGEN|3ZMB|4RCR|5ASPD|79aVULN|8LEGI
676	24321 36323	   	162.08	ACR|3VULN|1AART|1ZMB|1ASPD	1AART|2CGEN|3ZMB|4RCR|5ASPD|6RCVC|79aVULN|8LEGI
677	24321 53184	   	162.08	ACR|3VULN|1AART|1ZMB|1ASPD	1AART|2CGEN|3ZMB|4RCR|5ASPD|69aVULN|7LWND|8MBVNT
678	24321 55323	   	162.08	ACR|3VULN|1AART|1ZMB|1ASPD	1AART|27CGEN|3ZMB|4RCR|5ASPD|69aVULN|8LEGI
679	24323 23534	   	162.08	ACR|3VULN|1AART|1ZMB|1DUR	1AART|2CGEN|3ZMB|4RCR|5MBVNT|6BELT|78aVULN|9DUR
680	24323 26214	   	162.08	ACR|3VULN|1AART|1ZMB|1DUR	1AART|2CGEN|3ZMB|4RCR|5MBVNT|6BELT|7DUR|89aVULN
681	22347 12737	   	162.05	DCR|3VULN|1AART|2DUR|1ZMB	1AART|28ERES|3MBVNT|46aVULN|56DUR|6BPWR|7ZMB|9RCR
682	11443 23122	   	162.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|26VULN|3CDMG|4BEXP|5RCR|7DUR|8DMG|9AART|aLIT
683	11443 23123	   	162.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|26VULN|3CDMG|4BEXP|5RCR|7DUR|8DMG|9AART|aMLV
684	11443 23124	   	162.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|26VULN|3CDMG|4aBEXP|5RCR|7DUR|8DMG|9AART
685	11443 23126	   	162.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1aLWND|26VULN|3CDMG|4BEXP|5RCR|7DUR|8DMG|9AART
686	31443 23122	   	162.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|26VULN|3CDMG|4BEXP|5RCR|7DUR|8DMG|9AART|aLIT
687	31443 23123	   	162.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|26VULN|3CDMG|4BEXP|5RCR|7DUR|8DMG|9AART|aMLV
688	31443 23124	   	162.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|26VULN|3CDMG|4aBEXP|5RCR|7DUR|8DMG|9AART
689	31443 23126	   	162.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|26VULN|3CDMG|4BEXP|5RCR|7DUR|8DMG|9AART|aLWND
690	41443 22122	   	162.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26VULN|3CDMG|4BEXP|5RCR|7FEWX|8DMG|9AART|aLIT
691	41443 22123	   	162.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26VULN|3CDMG|4BEXP|5RCR|7FEWX|8DMG|9AART|aMLV
692	45433 22122	   	162.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LHND|3CDMG|46VULN|5RCR|7FEWX|8DMG|9AART|aLIT
693	45433 22123	   	162.03	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LHND|3CDMG|46VULN|5RCR|7FEWX|8DMG|9AART|aMLV
694	65632 23312	   	162.01	DCR|3DMG|1AART|1CDMG|1ASPD	1ASPD|2LIT|345DMG|6RCR|7CDMG|8LWND|9AART|aFEWX
695	23356 33226	   	161.99	DCR|2AART|2VULN|1ZMB|1ASPD|1DUR	15AART|2RMIN|39VULN|4DUST|6ASPD|7ZMB|8RCR|aDUR
696	24312 63226	   	161.99	DCR|2AART|2VULN|1ZMB|1DUR|1ASPD	16AART|2CGEN|3ZMB|4ASPD|59VULN|7DUST|8RCR|aDUR
697	24313 13226	   	161.99	DCR|2AART|2VULN|1ZMB|1DUR|1ASPD	15AART|2CGEN|3ZMB|4ASPD|69VULN|7DUST|8RCR|aDUR
698	11443 23121	   	161.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|26VULN|3CDMG|4BEXP|5RCR|7DUR|8DMG|9AART|aDUST
699	11443 23125	   	161.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|26VULN|3CDMG|4BEXP|5RCR|7DUR|8DMG|9AART|aTLV
700	31443 23121	   	161.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|26VULN|3CDMG|4BEXP|5RCR|7DUR|8DMG|9AART|aDUST
701	31443 23125	   	161.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1LHND|26VULN|3CDMG|4BEXP|5RCR|7DUR|8DMG|9AART|aTLV
702	41443 22121	   	161.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26VULN|3CDMG|4BEXP|5RCR|7FEWX|8DMG|9AART|aDUST
703	45433 22121	   	161.93	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2LHND|3CDMG|46VULN|5RCR|7FEWX|8DMG|9AART|aDUST
704	65632 23313	   	161.91	DCR|3DMG|1AART|1CDMG|1ASPD	1ASPD|2LIT|345DMG|6RCR|7CDMG|8LWND|9AART|aDUST
705	22347 11244	   	161.90	DCR|3VULN|1AART|3DUR|1ASPD	1AART|2ERES|3MBVNT|468VULN|567DUR|6BPWR|9RCR|aASPD
706	11311 16231	 * 	161.87	DCR|4VULN|3DMG|1MSE	18aLWND|258aVULN|39CGEN|4MSE|6RCR|78aDMG|8aBPWR
707	31311 16231	 * 	161.87	DCR|4VULN|3DMG|1MSE	18aLHND|258aVULN|39CGEN|4MSE|6RCR|78aDMG|8aBPWR
708	11223 43533	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1LWND|29VULN|35DMG|4LIT|6FEWX|7RCR|8CDMG|aZMB
709	11533 43533	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1LWND|29VULN|3LIT|45DMG|6FEWX|7RCR|8CDMG|aZMB
710	31222 43533	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1LHND|29VULN|35DMG|4LIT|6FEWX|7RCR|8CDMG|aZMB
711	31532 43533	   	161.86	DCR|2VULN|2DMG|1CDMG|1ZMB	1LHND|29VULN|3LIT|45DMG|6FEWX|7RCR|8CDMG|aZMB
712	42561 22321	   	161.83	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	19DUR|2ASPD|3RCR|4AART|5VULN|6BELT|7DMG|8ZMB|aFEWX
713	42561 22322	   	161.83	ACR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	19DUR|2ASPD|3RCR|4AART|5VULN|6BELT|7DMG|8ZMB|aLHND
714	41513 26122	   	161.81	DCR|3VULN|1AART|2ASPD|1DUR	1DUR|248VULN|3LIT|5DUST|6RCR|7aASPD|9AART
715	41436 32223	   	161.79	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1DUR|24VULN|3CDMG|5ASPD|6LHND|7RCR|8DUST|9AART|aZMB
716	24432 61222	   	161.78	DCR|3DMG|1AART|1VULN	1AART|29aCGEN|39aLIT|4DUST|5VULN|69aDMG|7BELT|8RCR|9aBPWR
717	11311 16211	 * 	161.77	DCR|4VULN|3DMG|2MSE	18aLWND|258aVULN|3CGEN|49MSE|6RCR|78aDMG|8aBPWR
718	31311 16211	 * 	161.77	DCR|4VULN|3DMG|2MSE	18aLHND|258aVULN|3CGEN|49MSE|6RCR|78aDMG|8aBPWR
719	22326 42531	   	161.74	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	17AART|2ERES|3MBVNT|4MLV|5ZMB|6DMG|8VULN|9RCR|aCDMG
720	22347 78211	   	161.71	DCR|3VULN|1AART|1CDMG|1DUR	1AART|27ERES|3MBVNT|46aVULN|5DUR|8RCR|9CDMG
721	11311 16621	 * 	161.67	DCR|4VULN|3DMG|1MSE	1aLWND|258aVULN|3CGEN|4MSE|6RCR|79aDMG|aBPWR
722	31311 16621	 * 	161.67	DCR|4VULN|3DMG|1MSE	1aLHND|258aVULN|3CGEN|4MSE|6RCR|79aDMG|aBPWR
723	21442 14112	   	161.67	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB	1AART|2BEXP|3LIT|4ZMB|56VULN|7FLTHEA|8CDMG|9RCR|aRMIN
724	21442 14113	   	161.67	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB	1AART|2BEXP|3LIT|4ZMB|56VULN|7FLTHEA|8CDMG|9RCR|aLHND
725	23232 14112	   	161.67	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB	1AART|2RMIN|3BEXP|4LIT|56VULN|7FLTHEA|8CDMG|9RCR|aZMB
726	23331 14112	   	161.67	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB	1AART|2RMIN|36VULN|4LIT|5LHND|7FLTHEA|8CDMG|9RCR|aZMB
727	23333 14112	   	161.67	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB	1AART|2RMIN|36VULN|4LIT|5FEWX|7FLTHEA|8CDMG|9RCR|aZMB
728	23334 14112	   	161.67	DCR|2VULN|1AART|1CDMG|1FLTHEA|1ZMB	1AART|2RMIN|36VULN|4LIT|5LWND|7FLTHEA|8CDMG|9RCR|aZMB
729	23335 14112	   	161.67	DCR|2VULN|1AART|1FLTHEA|1CDMG|1ZMB	1AART|2RMIN|36VULN|4LIT|5BEXP|7FLTHEA|8CDMG|9RCR|aZMB
730	22356 42531	   	161.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	17AART|2ERES|3MBVNT|4TLV|5ZMB|6DMG|8VULN|9RCR|aCDMG
731	11265 21123	   	161.61	DCR|3VULN|2DMG|1CDMG	16LWND|25aVULN|37DMG|4ERES|8CDMG|9RCR
732	11265 31123	   	161.61	DCR|3VULN|2DMG|1CDMG	1LWND|25aVULN|37DMG|4ERES|6RCVC|8CDMG|9RCR
733	31265 31123	   	161.61	DCR|3VULN|2DMG|1CDMG	16LHND|25aVULN|37DMG|46ERES|6BPWR|8CDMG|9RCR
734	31265 51123	   	161.61	DCR|3VULN|2DMG|1CDMG	16LHND|25aVULN|37DMG|4ERES|8CDMG|9RCR
735	32561 31223	   	161.61	ACR|3VULN|1AART|2DUR|1ASPD	1LHND|2ASPD|3RCR|46DUR|59aVULN|7DMSP|8AART
736	32561 34221	   	161.61	ACR|3VULN|1AART|2DUR|1ASPD	1LHND|2ASPD|3RCR|46DUR|579VULN|8AART|aFEWX
737	32561 36223	   	161.61	ACR|3VULN|1AART|2DUR|1ASPD	17LHND|2ASPD|3RCR|46DUR|59aVULN|8AART
738	42511 34221	   	161.61	ACR|3VULN|1AART|2DUR|1ASPD	16DUR|2ASPD|3RCR|4BEXP|579VULN|8AART|aFEWX
739	63561 31223	   	161.61	ACR|3VULN|1AART|2DUR|1ASPD	1ASPD|2LHND|3RCR|46DUR|59aVULN|7DMSP|8AART
