0	Index      	 *	Score 	Summary	Detail	
1	22631 11414	 * 	183.33	ACR|3VULN|2DMG|1AART|1ASPD	1LWND|278VULN|3ASPD|4RCR|59DMG|6ERES|aAART
661	42311 15231	   	158.08	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2VULN|3AART|4RPLT|5DUST|6CDMG|79DMG|8RCR|aBEXP
662	42311 15233	   	158.08	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2VULN|3AART|4RPLT|5DUST|6CDMG|79DMG|8RCR|aLHND
663	42311 15236	   	158.08	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2VULN|3AART|4RPLT|5DUST|6CDMG|79DMG|8RCR|aDMSP
664	42313 15224	   	158.08	DCR|2VULN|1AART|1DMG|1CDMG	19ERES|2aVULN|3AART|4RPLT|5CDMG|6BEXP|7DMG|8RCR
665	42313 15233	   	158.08	DCR|2DMG|1AART|1VULN|1CDMG	1aERES|2VULN|3AART|4RPLT|5CDMG|6BEXP|79DMG|8RCR
666	42313 15235	   	158.08	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2VULN|3AART|4RPLT|5CDMG|6BEXP|79DMG|8RCR|aDUST
667	42313 15252	   	158.08	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aVULN|3AART|4RPLT|5CDMG|6BEXP|7DMG|8RCR|9TLV
668	42313 15262	   	158.08	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aVULN|3AART|4RPLT|5CDMG|6BEXP|7DMG|8RCR|9DUST
669	42313 55232	   	158.08	DCR|2DMG|1AART|1VULN|1CDMG	1aERES|2VULN|3AART|4RPLT|5CDMG|6FEWX|79DMG|8RCR
670	42131 61324	   	158.02	ACR|2VULN|2DMG|1CDMG|1DUR	138ERES|28VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9DUR|aBEXP
671	42131 41322	   	158.02	ACR|2VULN|2DMG|1CDMG|1DUR	138ERES|28VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9DUR|aDUST
672	42131 41323	   	158.02	ACR|2VULN|2DMG|1CDMG|1DUR	138ERES|28VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9DUR|aTLV
673	42131 41351	   	158.02	ACR|2VULN|2DMG|1CDMG|1ASPD	138ERES|28VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LSRREG|aASPD
674	42131 41353	   	158.02	ACR|2VULN|2DMG|1CDMG|1DUR	138ERES|28VULN|4RCR|5CDMG|6CGEN|78DMG|8BPWR|9LSRREG|aDUR
675	13611 61353	   	158.01	DCR|2VULN|2DMG|1AART	19LSRREG|2DMSP|3RPLT|49VULN|5FEWX|6LIT|79DMG|8RCR|9BPWR|aAART
676	11312 26136	   	158.00	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9LEGI|aRCVC
677	42311 15224	   	157.98	DCR|2VULN|1AART|1DMG|1CDMG	19ERES|2aVULN|3AART|4RPLT|5DUST|6CDMG|7DMG|8RCR
678	42311 15232	   	157.98	DCR|2DMG|1AART|1VULN|1CDMG	1aERES|2VULN|3AART|4RPLT|5DUST|6CDMG|79DMG|8RCR
679	42311 15235	   	157.98	DCR|2DMG|1AART|1VULN|1CDMG	1ERES|2VULN|3AART|4RPLT|5aDUST|6CDMG|79DMG|8RCR
680	42311 15252	   	157.98	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2aVULN|3AART|4RPLT|5DUST|6CDMG|7DMG|8RCR|9TLV
681	42361 63323	   	157.97	DCR|2VULN|1AART|1DMG|1ASPD	159ERES|24VULN|3AART|6RCR|7DMG|8RCVC|aASPD
682	42361 63331	   	157.97	DCR|2VULN|1AART|1DMG|1DUR	15ERES|24VULN|3AART|6RCR|7DMG|8RCVC|9TLV|aDUR
683	11614 21333	   	157.96	DCR|1AART|1DMG|1VULN|1CDMG|2DUR|1ASPD	1LSRREG|2DMG|3ASPD|4LWND|5aDUR|6AART|7VULN|8RCR|9CDMG
684	42322 63512	   	157.95	DCR|3AART|2VULN|1DMG	1ERES|28VULN|359AART|4LHND|6RCVC|7DMG|aRCR
685	11362 23512	   	157.95	ACR|3DMG|1VULN|1CDMG|1ZMB	17LSRREG|27aDMG|3CDMG|4BEXP|5RCR|67LIT|7BPWR|8VULN|9ZMB
686	42131 61322	   	157.92	ACR|2VULN|2DMG|1CDMG|1DUR	138ERES|28VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9DUR|aDUST
687	42131 61323	   	157.92	ACR|2VULN|2DMG|1CDMG|1DUR	138ERES|28VULN|4RCR|5CDMG|6aTLV|78DMG|8BPWR|9DUR
688	42131 61351	   	157.92	ACR|2VULN|2DMG|1CDMG|1ASPD	138ERES|28VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LSRREG|aASPD
689	42131 61353	   	157.92	ACR|2VULN|2DMG|1CDMG|1DUR	138ERES|28VULN|4RCR|5CDMG|6TLV|78DMG|8BPWR|9LSRREG|aDUR
690	22331 41145	 * 	157.89	ACR|2VULN|1AART|3ASPD|1CDMG	1LWND|29VULN|3MLV|4RCR|567ASPD|8AART|aCDMG
691	22531 42425	 * 	157.89	ACR|2VULN|1AART|1DMG|2ASPD	1LWND|2aVULN|3RMIN|4RCR|56ASPD|7MBVNT|8AART|9DMG
692	32331 41145	   	157.89	ACR|2VULN|1AART|3ASPD|1CDMG	1MLV|29VULN|3LWND|4RCR|567ASPD|8AART|aCDMG
693	22335 26432	 * 	157.88	ACR|2VULN|1AART|1DMG|2DUR	1LWND|2aVULN|3MLV|4RCR|5BEXP|6AART|78DUR|9DMG
694	32335 26432	   	157.88	ACR|2VULN|1AART|1DMG|2DUR	1MLV|2aVULN|3LWND|4RCR|5BEXP|6AART|78DUR|9DMG
695	42363 12341	   	157.88	DCR|2VULN|1AART|1DMG|2ASPD	1ERES|24VULN|3AART|5aASPD|6BASICY|7DUST|8RCR|9DMG
696	11362 32121	   	157.85	ACR|3DMG|1VULN|1CDMG|1ZMB	1LSRREG|26aDMG|3CDMG|4BEXP|5RCR|7ZMB|8FEWX|9VULN
697	11362 32326	   	157.85	ACR|3DMG|1VULN|1CDMG|1ZMB	1LSRREG|268DMG|3CDMG|4BEXP|5RCR|7ZMB|9LIT|aVULN
698	11362 32352	   	157.85	ACR|3DMG|1VULN|1CDMG|1ZMB	1LSRREG|268DMG|3CDMG|4BEXP|5RCR|7ZMB|9VULN|aRMIN
699	11362 32354	   	157.85	ACR|3DMG|1VULN|1CDMG|1ZMB	1LSRREG|268DMG|3CDMG|4BEXP|5RCR|7ZMB|9VULN|aCGEN
700	11362 32621	   	157.85	ACR|3DMG|1VULN|1CDMG|1ZMB	1LSRREG|26aDMG|3CDMG|4BEXP|5RCR|7ZMB|8LWND|9VULN
701	11362 32353	   	157.75	ACR|3DMG|1VULN|1CDMG|1ZMB	1LSRREG|268DMG|3CDMG|4BEXP|5RCR|7ZMB|9VULN|aTLV
702	13424 21313	   	157.71	DCR|3VULN|1AART|2ZMB|1DUR	1aLSRREG|2DMSP|37aVULN|4DUST|5DUR|6AART|8aZMB|9RCR|aBPWR
703	22631 41532	   	157.69	ACR|2VULN|2DMG|3ASPD	18LWND|28VULN|367ASPD|4RCR|58DMG|8BPWR|9LIT|aRPLT
704	22631 41533	   	157.69	ACR|2VULN|2DMG|3ASPD	18LWND|28VULN|367ASPD|4RCR|58DMG|8BPWR|9LIT|aFEWX
705	42131 11562	   	157.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	13ERES|2VULN|4RCR|5CDMG|6RMIN|7DMG|8ZMB|9AART|aDUR
706	22631 41521	   	157.59	ACR|2VULN|2DMG|3ASPD	18LWND|28VULN|367ASPD|4RCR|58DMG|8BPWR|9DUST|aMLV
707	31134 15122	   	157.58	ACR|2VULN|2AART|1ZMB|1DUR	16MLV|2RCVC|36VULN|4RCR|5RPLT|6BPWR|7ZMB|8aAART|9DUR
708	51134 15122	   	157.58	ACR|2VULN|2AART|1ZMB|1DUR	16CGEN|2RCVC|36VULN|4RCR|5RPLT|6BPWR|7ZMB|8aAART|9DUR
709	64316 33333	   	157.54	DCR|2AART|1VULN|1DMG|1CDMG	1RPLT|2aAART|3FEWX|4VULN|5CDMG|6RCR|7CGEN|8MLV|9DMG
710	31151 12314	   	157.53	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2RCVC|3VULN|4ZMB|56LHND|7RCR|89DMG|aAART
711	22422 14531	   	157.50	DCR|3VULN|2DMG|1DUR	14LWND|269VULN|3RPLT|56DMG|6BPWR|7DUR|8RCR|aCGEN
712	22422 14532	   	157.50	DCR|3VULN|2DMG|1DUR	14LWND|269VULN|3RPLT|56DMG|6BPWR|7DUR|8RCR|aLHND
713	22422 14533	   	157.50	DCR|3VULN|2DMG|1DUR	14LWND|269VULN|3RPLT|56DMG|6BPWR|7DUR|8RCR|aLIT
714	32632 14531	   	157.50	DCR|3VULN|2DMG|1DUR	1MLV|269VULN|3RPLT|4RMIN|56DMG|6BPWR|7DUR|8RCR|aCGEN
715	32632 14532	   	157.50	DCR|3VULN|2DMG|1DUR	1MLV|269VULN|3RPLT|4RMIN|56DMG|6BPWR|7DUR|8RCR|aLHND
716	32632 14533	   	157.50	DCR|3VULN|2DMG|1DUR	1MLV|269VULN|3RPLT|4RMIN|56DMG|6BPWR|7DUR|8RCR|aLIT
717	62112 14531	   	157.50	DCR|3VULN|2DMG|1DUR	1RPLT|24LHND|369VULN|56DMG|6BPWR|7DUR|8RCR|aCGEN
718	62112 14532	   	157.50	DCR|3VULN|2DMG|1DUR	1RPLT|24aLHND|369VULN|56DMG|6BPWR|7DUR|8RCR
719	62122 14531	   	157.50	DCR|3VULN|2DMG|1DUR	14RPLT|2LHND|369VULN|56DMG|6BPWR|7DUR|8RCR|aCGEN
720	62122 14532	   	157.50	DCR|3VULN|2DMG|1DUR	14RPLT|2aLHND|369VULN|56DMG|6BPWR|7DUR|8RCR
721	22631 41523	   	157.49	ACR|2VULN|2DMG|3ASPD	18LWND|28VULN|367ASPD|4RCR|58DMG|8BPWR|9aDUST
722	31134 25122	   	157.48	ACR|2VULN|2AART|1ZMB|1DUR	1MLV|2RCVC|36VULN|4RCR|5RPLT|7ZMB|8aAART|9DUR
723	51134 25122	   	157.48	ACR|2VULN|2AART|1ZMB|1DUR	1CGEN|2RCVC|36VULN|4RCR|5RPLT|7ZMB|8aAART|9DUR
724	45362 23312	   	157.45	DCR|3AART|2VULN|1DMG	1ERES|26LHND|359AART|46VULN|6BPWR|7DMG|8RCVC|aRCR
725	42322 23312	   	157.45	DCR|3AART|2VULN|1DMG	1ERES|26VULN|359AART|46LHND|6BPWR|7DMG|8RCVC|aRCR
726	31134 14214	   	157.44	ACR|3VULN|1DMG|1ZMB|1DUR	16MLV|2RCVC|36aVULN|4RCR|5RPLT|6BPWR|7DUR|8ZMB|9DMG
727	64131 61133	   	157.44	DCR|2AART|1VULN|1DMG|1CDMG	1RPLT|2aAART|3TLV|4MLV|5VULN|6RCR|7FEWX|8CDMG|9DMG
728	31154 35313	   	157.43	DCR|2VULN|1AART|1DMG|1ZMB	1MLV|2RCVC|36VULN|4ZMB|5ERES|7RCR|8FEWX|9DMG|aAART
729	41151 12314	   	157.43	DCR|2DMG|1AART|1VULN|1ZMB	1ERES|2RCVC|3VULN|4ZMB|56LHND|7RCR|89DMG|aAART
730	11362 36531	   	157.40	ACR|3DMG|1AART|2CDMG	1LSRREG|26aDMG|37CDMG|4BEXP|5RCR|8AART|9TLV
731	41134 15122	   	157.38	ACR|2VULN|2AART|1ZMB|1DUR	16ERES|2RCVC|36VULN|4RCR|5RPLT|6BPWR|7ZMB|8aAART|9DUR
732	41134 25122	   	157.38	ACR|2VULN|2AART|1ZMB|1DUR	1ERES|2RCVC|36VULN|4RCR|5RPLT|7ZMB|8aAART|9DUR
733	31134 24214	   	157.34	ACR|3VULN|1DMG|1ZMB|1DUR	1MLV|2RCVC|36aVULN|4RCR|5RPLT|7DUR|8ZMB|9DMG
734	13443 15332	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LSRREG|2DMSP|3VULN|4CDMG|5AART|6ASPD|7DMG|8RCR|9ZMB|aRMIN
735	13443 15333	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LSRREG|2DMSP|3VULN|4CDMG|5AART|6ASPD|7DMG|8RCR|9ZMB|aLIT
736	32434 15122	   	157.28	ACR|2VULN|2AART|1ZMB|1DUR	16MLV|26VULN|3RCVC|4RCR|5RPLT|6BPWR|7ZMB|8aAART|9DUR
737	32451 12314	   	157.23	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2VULN|3RCVC|4ZMB|56LHND|7RCR|89DMG|aAART
738	13443 15331	   	157.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LSRREG|2DMSP|3VULN|4CDMG|5AART|6ASPD|7DMG|8RCR|9ZMB|aDUST
739	31133 52416	   	157.19	ACR|3VULN|2DMG	1aMLV|2RCVC|38aVULN|4RCR|5LWND|67FEWX|9aDMG|aBPWR
740	51133 31416	   	157.19	ACR|3VULN|2DMG	16aCGEN|2RCVC|38aVULN|4RCR|5LWND|7BEXP|9aDMG|aBPWR
741	32434 25122	   	157.18	ACR|2VULN|2AART|1ZMB|1DUR	1MLV|26VULN|3RCVC|4RCR|5RPLT|7ZMB|8aAART|9DUR
742	21362 26224	   	157.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2BASHEA|3ZMB|4CDMG|5RCR|6AART|7DMG|8DUR|9LHND|aVULN
743	11333 23336	   	157.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LSRREG|2DMG|3CDMG|47ERES|5AART|6VULN|8RCR|9ZMB|aDUR
744	22631 31614	   	157.12	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LWND|28VULN|3ASPD|4RCR|5DMG|6LHND|7BEXP|9DUR|aAART
745	22631 32614	   	157.12	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LWND|27VULN|3ASPD|4RCR|5DMG|6LHND|8BEXP|9DUR|aAART
746	62541 22232	 * 	157.10	ACR|2VULN|1AART|1DMG|2ZMB	1RPLT|29LHND|3BELT|4MLV|5RCR|69VULN|79ZMB|8AART|9BPWR|aDMG
747	64316 32333	   	157.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2AART|3FEWX|4VULN|5CDMG|6RCR|7ZMB|8MLV|9DMG|aDMSP
748	11353 54312	   	157.08	DCR|2DMG|1AART|1VULN|1CDMG	17LSRREG|27DMG|3CDMG|49CGEN|5AART|67BEXP|7BPWR|8RCR|aVULN
749	11621 21343	   	157.07	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD	1LSRREG|2DMG|3ASPD|4DUST|5LWND|6aAART|7VULN|8RCR|9CDMG
750	16362 23362	   	157.05	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LSRREG|2LEGI|3ZMB|4CDMG|5RCR|6AART|7ASPD|8DMG|9BELT|aVULN
751	22213 35125	 * 	157.01	DCR|2AART|2VULN|2CDMG|1DUR	17LWND|27VULN|3FEWX|4SNIHEL|58AART|67CDMG|7BPWR|9DUR|aRCR
752	62561 22232	   	157.00	ACR|2VULN|1AART|1DMG|2ZMB	1RPLT|29LHND|3BELT|4ERES|5RCR|69VULN|79ZMB|8AART|9BPWR|aDMG
753	22333 26223	   	156.99	ACR|2DMG|2AART|1VULN	1LWND|2VULN|3MLV|4RCR|5DUST|6aAART|79DMG|8BEXP
754	22333 26243	   	156.99	ACR|2VULN|2AART|1DMG	1LWND|29VULN|3MLV|4RCR|5DUST|6aAART|7DMG|8BEXP
755	22333 26353	   	156.99	ACR|2VULN|2AART|1DMG	1LWND|28VULN|3MLV|4RCR|5DUST|6aAART|7DMG|9BEXP
756	22333 26623	   	156.99	ACR|2DMG|2AART|1VULN	1LWND|2VULN|3MLV|4RCR|5DUST|6aAART|79DMG|8FEWX
757	22333 26643	   	156.99	ACR|2VULN|2AART|1DMG	1LWND|29VULN|3MLV|4RCR|5DUST|6aAART|7DMG|8FEWX
758	32333 26223	   	156.99	ACR|2DMG|2AART|1VULN	1MLV|2VULN|3LWND|4RCR|5DUST|6aAART|79DMG|8BEXP
759	32333 26243	   	156.99	ACR|2VULN|2AART|1DMG	1MLV|29VULN|3LWND|4RCR|5DUST|6aAART|7DMG|8BEXP
760	32333 26353	   	156.99	ACR|2VULN|2AART|1DMG	1MLV|28VULN|3LWND|4RCR|5DUST|6aAART|7DMG|9BEXP
761	32333 26623	   	156.99	ACR|2DMG|2AART|1VULN	1MLV|2VULN|3LWND|4RCR|5DUST|6aAART|79DMG|8FEWX
762	32333 26643	   	156.99	ACR|2VULN|2AART|1DMG	1MLV|29VULN|3LWND|4RCR|5DUST|6aAART|7DMG|8FEWX
763	64316 32331	   	156.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2AART|3FEWX|4VULN|5CDMG|6RCR|7ZMB|8MLV|9DMG|aERES
764	11353 56312	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|49CGEN|5AART|6BEXP|8RCR|aVULN
765	11443 26312	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3aRMIN|4CDMG|5AART|6VULN|8RCR|9CGEN
766	11443 26313	   	156.98	DCR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3RMIN|4CDMG|5AART|6VULN|8RCR|9CGEN|aLHND
767	16362 23314	   	156.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LSRREG|2LEGI|3ZMB|4CDMG|5RCR|6AART|7ASPD|8DMG|9ERES|aVULN
768	11333 21132	   	156.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LSRREG|2DMG|3CDMG|4ERES|58AART|6VULN|7FEWX|9ZMB|aRCR
769	11333 24132	   	156.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LSRREG|2DMG|3CDMG|4ERES|58AART|6VULN|7LWND|9ZMB|aRCR
770	11333 26132	   	156.94	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1LSRREG|2DMG|3CDMG|4ERES|58AART|6VULN|7BEXP|9ZMB|aRCR
771	31261 33251	   	156.93	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2RCVC|3AART|4ZMB|5VULN|67DMG|8LWND|9RCR|aBEXP
772	31261 33252	   	156.93	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2RCVC|3AART|4ZMB|5VULN|67DMG|8LWND|9RCR|aMGNSTR
773	31261 33255	   	156.93	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2RCVC|3AART|4ZMB|5VULN|67DMG|8LWND|9RCR|aDMSP
774	31261 33256	   	156.93	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2RCVC|3AART|4ZMB|5VULN|67DMG|8LWND|9RCR|aLHND
775	11312 22462	   	156.89	ACR|2DMG|1AART|1VULN|1CDMG	19LSRREG|29DMG|3CDMG|4LWND|5RCR|6AART|79LHND|8BELT|9BPWR|aVULN
776	11443 26311	   	156.88	DCR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3RMIN|4CDMG|5AART|6VULN|8RCR|9CGEN|aDUST
777	31261 33253	   	156.83	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2RCVC|3AART|4ZMB|5VULN|67DMG|8LWND|9RCR|aERES
778	31261 33651	   	156.83	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2RCVC|3AART|4ZMB|5VULN|67DMG|8DUST|9RCR|aBEXP
779	31261 33652	   	156.83	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2RCVC|3AART|4ZMB|5VULN|67DMG|8DUST|9RCR|aMGNSTR
780	11312 21154	   	156.79	ACR|2VULN|1AART|1DMG|1CDMG	1LSRREG|2DMG|3CDMG|47LWND|5RCR|6AART|8aVULN|9CGEN
781	11312 22442	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|29DMG|3CDMG|4LWND|5RCR|6AART|7LHND|8BELT|aVULN
782	11312 26121	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9LHND|aMLV
783	11312 26122	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9LHND|aCGEN
784	11312 26123	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9LHND|aFEWX
785	11312 26125	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9LHND|aLIT
786	11312 26152	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9CGEN|aLIT
787	11312 26153	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4aLWND|5RCR|6AART|8VULN|9CGEN
788	11312 26161	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9FEWX|aMLV
789	11312 26162	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9FEWX|aCGEN
790	11312 26163	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9aFEWX
791	11312 26165	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9FEWX|aLIT
792	11312 26562	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8FEWX|9BELT|aVULN
793	11322 24362	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|28DMG|3CDMG|49FEWX|5RCR|6AART|7MLV|aVULN
794	11322 26121	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9LWND|aMLV
795	11322 26122	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9LWND|aCGEN
796	11322 26123	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4aFEWX|5RCR|6AART|8VULN|9LWND
797	11322 26125	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9LWND|aLIT
798	11322 26131	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9LHND|aMLV
799	11322 26132	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9LHND|aCGEN
800	11322 26133	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4aFEWX|5RCR|6AART|8VULN|9LHND
801	11322 26135	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9LHND|aLIT
802	11322 26152	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9CGEN|aLIT
803	11322 26153	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9CGEN|aLWND
804	11322 26156	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9CGEN|aDMSP
805	11322 26161	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8VULN|9BELT|aMGNSTR
806	11322 26163	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4aFEWX|5RCR|6AART|8VULN|9BELT
807	11322 26316	 * 	156.79	ACR|2DMG|1AART|2CDMG|1FLTHEA	18LSRREG|27DMG|38CDMG|48FEWX|5RCR|6AART|8BPWR|9DMSP|aFLTHEA
808	11322 26662	   	156.79	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4FEWX|5RCR|6AART|8LHND|9BELT|aVULN
809	11333 23352	   	156.78	DCR|2DMG|1AART|1VULN|1CDMG	1LSRREG|2aDMG|3CDMG|47ERES|5AART|6VULN|8RCR|9BELT
810	11333 23355	   	156.78	DCR|2VULN|1AART|1DMG|1CDMG	1LSRREG|2DMG|3CDMG|47ERES|5AART|6aVULN|8RCR|9BELT
811	11333 23364	   	156.78	DCR|2VULN|1AART|1DMG|1CDMG	1LSRREG|2DMG|3CDMG|47ERES|5AART|6aVULN|8RCR|9BEXP
812	22631 32322	   	156.74	ACR|4VULN|1DMG|1ASPD	1LWND|278aVULN|3ASPD|4RCR|5DMG|6LHND|9CGEN
813	22631 32332	   	156.74	ACR|4VULN|1DMG|1ASPD	1LWND|278aVULN|3ASPD|4RCR|5DMG|6LHND|9MLV
814	22631 51421	   	156.74	ACR|4VULN|1DMG|1ASPD	1LWND|278aVULN|3ASPD|4RCR|5DMG|6CGEN|9LIT
815	22635 11135	   	156.74	ACR|4VULN|1DMG|1ASPD	1LWND|2679VULN|3ASPD|4RCR|5BEXP|8RPLT|aDMG
816	22635 11412	   	156.74	ACR|4VULN|1DMG|1ASPD	1LWND|2678VULN|3ASPD|4RCR|5BEXP|9DMG|aFEWX
817	22635 11413	   	156.74	ACR|4VULN|1DMG|1ASPD	1LWND|2678VULN|3ASPD|4RCR|5BEXP|9DMG|aLHND
818	31261 33653	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2RCVC|3AART|4ZMB|5VULN|67DMG|8DUST|9RCR|aERES
819	11312 21114	   	156.69	ACR|2VULN|1AART|1DMG|1CDMG	1LSRREG|2DMG|3CDMG|47LWND|5RCR|6AART|8aVULN|9ERES
820	11312 26112	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9ERES|aLIT
821	11312 26113	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4aLWND|5RCR|6AART|8VULN|9ERES
822	11312 26131	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9LEGI|aMLV
823	11312 26132	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9LEGI|aCGEN
824	11312 26133	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9LEGI|aFEWX
825	11312 26135	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9LEGI|aLIT
826	11312 26141	   	156.69	ACR|2DMG|1AART|1VULN|1CDMG	1LSRREG|27DMG|3CDMG|4LWND|5RCR|6AART|8VULN|9MBVNT|aMLV
