0	Index      	 *	Score 	Summary	Detail	
1	12122 44351	 * 	206.07	ACR|3VULN|2DMG|1AART|2ASPD|2DUR	16aVULN|2aDMG|3RCR|49DUR|5LWND|7aASPD|8AART|aBPWR
653	26112 26253	   	179.48	ACR|2VULN|2DMG|2AART	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|78AART|9DUST|aLHND
654	53131 12513	   	179.48	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	1DUR|2CGEN|3RCR|4LIT|5VULN|69DMG|7aAART|8CDMG
655	12112 12551	   	179.48	ACR|3VULN|2DMG|2ASPD|1DUR	158VULN|28DMG|3RCR|4RCVC|6DMSP|78ASPD|8BPWR|9LWND|aDUR
656	52112 22434	   	179.48	ACR|3DMG|2VULN|1CDMG|1DUR	1DUR|269DMG|3RCR|4RCVC|56VULN|6BPWR|7MLV|8CDMG|aLIT
657	52112 23221	   	179.48	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56aVULN|6BPWR|7CDMG|8CGEN|9MLV
658	52112 23234	   	179.48	ACR|3DMG|2VULN|1CDMG|1DUR	1DUR|269DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8CGEN|aLIT
659	52112 26151	   	179.48	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56aVULN|6BPWR|7DMSP|8CDMG|9LWND
660	24112 12551	   	179.48	ACR|3VULN|2DMG|2ASPD|1DUR	18DMG|258VULN|3RCR|4RCVC|6DMSP|78ASPD|8BPWR|9LWND|aDUR
661	12115 33431	   	179.41	ACR|2VULN|2DMG|1AART|1ZMB	16VULN|29DMG|3RCR|47RCVC|5ZMB|8FEWX|aAART
662	24115 33431	   	179.41	ACR|2VULN|2DMG|1AART|1ZMB	19DMG|26VULN|3RCR|47RCVC|5ZMB|8FEWX|aAART
663	12126 21133	   	179.38	ACR|2VULN|2DMG|1AART|3DUR	18VULN|26DMG|3RCR|456DUR|6BPWR|7FEWX|9LHND|aAART
664	12126 21223	   	179.38	ACR|2VULN|2DMG|1AART|3DUR	19VULN|26DMG|3RCR|456DUR|6BPWR|7FEWX|8LHND|aAART
665	12165 22513	   	179.38	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	1VULN|29DMG|3RCR|4LIT|5DUR|6ERES|7aAART|8CDMG
666	52131 22513	   	179.38	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	1DUR|29DMG|3RCR|4LIT|5VULN|6ERES|7aAART|8CDMG
667	12112 12541	   	179.38	ACR|3VULN|2DMG|2ASPD|1DUR	158VULN|28DMG|3RCR|4RCVC|6DMSP|78ASPD|8BPWR|9LEGI|aDUR
668	26112 23613	   	179.38	ACR|3VULN|2DMG|1CDMG|1DUR	16DMG|2LEGI|3RCR|4RCVC|569VULN|6BPWR|7CDMG|8DUR|aBELT
669	26112 23616	   	179.38	ACR|3VULN|2DMG|1CDMG|1DUR	16DMG|2LEGI|3RCR|4RCVC|569VULN|6BPWR|7CDMG|8DUR|aCGEN
670	26112 25153	   	179.38	ACR|3VULN|2DMG|1FLTHEA|1ASPD	16DMG|2LEGI|3RCR|4RCVC|569VULN|6BPWR|7ASPD|8LWND|aFLTHEA
671	52112 22421	   	179.38	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56aVULN|6BPWR|7MLV|8CDMG|9TLV
672	52112 22431	   	179.38	ACR|3DMG|2VULN|1CDMG|1DUR	1DUR|269DMG|3RCR|4RCVC|56VULN|6BPWR|7MLV|8CDMG|aDUST
673	52112 22432	   	179.38	ACR|3DMG|2VULN|1CDMG|1DUR	1DUR|269DMG|3RCR|4RCVC|56VULN|6BPWR|7MLV|8CDMG|aNUKE
674	52112 22436	   	179.38	ACR|3DMG|2VULN|1CDMG|1DUR	1DUR|269DMG|3RCR|4RCVC|56VULN|6BPWR|7MLV|8CDMG|aERES
675	52112 23231	   	179.38	ACR|3DMG|2VULN|1CDMG|1DUR	1DUR|269DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8CGEN|aDUST
676	52112 23232	   	179.38	ACR|3DMG|2VULN|1CDMG|1DUR	1DUR|269DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8CGEN|aNUKE
677	52112 23236	   	179.38	ACR|3DMG|2VULN|1CDMG|1DUR	1DUR|269DMG|3RCR|4RCVC|56VULN|6BPWR|7CDMG|8CGEN|aERES
678	52112 23413	   	179.38	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|569VULN|6BPWR|7CDMG|8DUST|aBELT
679	52112 23416	   	179.38	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|569VULN|6BPWR|7CDMG|8DUST|aCGEN
680	52112 23436	   	179.38	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56aVULN|6BPWR|7CDMG|8DUST|9MLV
681	52112 26121	   	179.38	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56aVULN|6BPWR|7DMSP|8CDMG|9DUST
682	24112 12541	   	179.38	ACR|3VULN|2DMG|2ASPD|1DUR	18DMG|258VULN|3RCR|4RCVC|6DMSP|78ASPD|8BPWR|9LEGI|aDUR
683	24312 43352	   	179.37	DCR|3VULN|2DMG|1AART	1aDMG|27aVULN|3CGEN|4LIT|5AART|6RCVC|8RCR|9aLWND|aBPWR
684	24312 43362	   	179.37	DCR|3VULN|2DMG|1AART	1aDMG|27aVULN|3CGEN|4LIT|5AART|6RCVC|8RCR|9aBEXP|aBPWR
685	12312 43352	   	179.37	DCR|3VULN|2DMG|1AART	17aVULN|2aDMG|3CGEN|4LIT|5AART|6RCVC|8RCR|9aLWND|aBPWR
686	12312 43362	   	179.37	DCR|3VULN|2DMG|1AART	17aVULN|2aDMG|3CGEN|4LIT|5AART|6RCVC|8RCR|9aBEXP|aBPWR
687	12432 12521	   	179.30	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	1aVULN|28DMG|3aASPD|4LWND|5AART|6DUR|7aLHND|9RCR|aBPWR
688	21422 12621	   	179.30	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	1aDMG|2LWND|3aASPD|48VULN|5AART|6DUR|7aLHND|9RCR|aBPWR
689	24432 12621	   	179.30	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	1aDMG|28VULN|3aASPD|4LWND|5AART|6DUR|7aLHND|9RCR|aBPWR
690	52113 63234	   	179.28	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD|1DUR	1DUR|28DMG|3RCR|4RCVC|5AART|6ASPD|7CDMG|9CGEN|aVULN
691	26112 23612	   	179.28	ACR|3VULN|2DMG|1CDMG|1DUR	16DMG|2LEGI|3RCR|4RCVC|569VULN|6BPWR|7CDMG|8DUR|aDUST
692	26112 25253	   	179.28	ACR|3VULN|2DMG|1FLTHEA|1ASPD	16DMG|2LEGI|3RCR|4RCVC|569VULN|6BPWR|7ASPD|8DUST|aFLTHEA
693	26112 25421	   	179.28	ACR|3VULN|2DMG|1CDMG|1ASPD	16DMG|2LEGI|3RCR|4RCVC|56aVULN|6BPWR|7ASPD|8CDMG|9TLV
694	26112 25431	   	179.28	ACR|3DMG|2VULN|1CDMG|1ASPD	169DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|7ASPD|8CDMG|aDUST
695	52112 23421	   	179.28	ACR|3VULN|2DMG|1CDMG|1DUR	1DUR|26DMG|3RCR|4RCVC|56aVULN|6BPWR|7CDMG|89DUST
696	21112 25212	   	179.25	ACR|3VULN|1AART|1DMG|2ASPD	1DMG|26LWND|3RCR|4RCVC|56aVULN|6BPWR|79ASPD|8AART
697	32112 42531	   	179.24	ACR|3VULN|1AART|1DMG|2DUR	1aFEWX|2DMG|3RCR|4RCVC|5aDUR|6AART|79aVULN|8RMIN|aBPWR
698	26422 12621	   	179.20	DCR|2VULN|2DMG|1AART|2ASPD|1DUR	1aDMG|2LEGI|3aASPD|48VULN|5AART|6DUR|7aLHND|9RCR|aBPWR
699	52113 63214	   	179.18	ACR|2DMG|1AART|1VULN|1CDMG|1DUR|1ASPD	1DUR|28DMG|3RCR|4RCVC|5AART|6ASPD|7CDMG|9ERES|aVULN
700	12115 52114	   	179.14	ACR|2VULN|2DMG|1AART|1ZMB	1aVULN|29DMG|3RCR|4RCVC|5ZMB|6RPLT|7AART|8LIT
701	12115 52251	   	179.14	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|29DMG|3RCR|4RCVC|5ZMB|6RPLT|7AART|aBEXP
702	12115 52253	   	179.14	ACR|2VULN|2DMG|1AART|1ZMB	18VULN|29DMG|3RCR|4RCVC|5ZMB|6RPLT|7AART|aCGEN
703	26112 26114	   	179.14	ACR|2VULN|2DMG|1AART|1ZMB	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|7AART|8FEWX|9LHND|aZMB
704	26112 26124	   	179.14	ACR|2VULN|2DMG|1AART|1ZMB	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|7AART|8FEWX|9LWND|aZMB
705	26112 26314	   	179.14	ACR|2VULN|2DMG|1AART|1ZMB	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|7AART|8BEXP|9LHND|aZMB
706	26112 26324	   	179.14	ACR|2VULN|2DMG|1AART|1ZMB	16DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|7AART|8BEXP|9LWND|aZMB
707	26112 25432	   	179.13	ACR|3DMG|2VULN|1CDMG|1ASPD|1SELL	169DMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|7ASPD|8CDMG|aSELL
708	12122 14235	   	179.12	ACR|3VULN|2DMG|2DUR|1ZMB	18aVULN|28DMG|3RCR|47DUR|5LWND|68CGEN|8BPWR|9ZMB
709	12126 16252	   	179.12	ACR|3VULN|2DMG|2DUR|1ZMB	189VULN|28DMG|3RCR|45DUR|6MLV|78LHND|8BPWR|aZMB
710	12126 52252	   	179.12	ACR|3VULN|2DMG|2DUR|1ZMB	189VULN|28DMG|3RCR|45DUR|6LHND|78MLV|8BPWR|aZMB
711	12136 14235	   	179.12	ACR|3VULN|2DMG|2DUR|1ZMB	18aVULN|28DMG|3RCR|4LHND|57DUR|68CGEN|8BPWR|9ZMB
712	24122 14235	   	179.12	ACR|3VULN|2DMG|2DUR|1ZMB	18DMG|28aVULN|3RCR|47DUR|5LWND|68CGEN|8BPWR|9ZMB
713	12132 42222	   	179.09	ACR|3VULN|2DMG|1AART	168VULN|28DMG|3RCR|4LHND|5LWND|78MLV|8BPWR|9CGEN|aAART
714	24132 42222	   	179.09	ACR|3VULN|2DMG|1AART	18DMG|268VULN|3RCR|4LHND|5LWND|78MLV|8BPWR|9CGEN|aAART
715	12312 14352	   	179.07	DCR|3VULN|2DMG|1AART	16aVULN|2aDMG|3CGEN|4LIT|5AART|7RCVC|8RCR|9aLWND|aBPWR
716	12312 14362	   	179.07	DCR|3VULN|2DMG|1AART	16aVULN|2aDMG|3CGEN|4LIT|5AART|7RCVC|8RCR|9aBEXP|aBPWR
717	24312 14352	   	179.07	DCR|3VULN|2DMG|1AART	1aDMG|26aVULN|3CGEN|4LIT|5AART|7RCVC|8RCR|9aLWND|aBPWR
718	24312 14362	   	179.07	DCR|3VULN|2DMG|1AART	1aDMG|26aVULN|3CGEN|4LIT|5AART|7RCVC|8RCR|9aBEXP|aBPWR
719	53131 12132	   	179.07	ACR|2VULN|2DMG|1AART|2DUR	1aDUR|2aCGEN|3RCR|4LIT|58VULN|6aDMG|7AART|9RCVC|aBPWR
720	23126 42151	 * 	179.05	ACR|2DMG|1AART|1VULN|3DUR|2ZMB	1aDMG|2DUST|3RCR|45aDUR|6AART|7VULN|8LHND|9aZMB|aBPWR
721	51223 51352	   	179.04	DCR|4VULN|2DMG|2DUR|1ASPD	19DUR|2LWND|3469VULN|5SNIHEL|7ASPD|89DMG|9BPWR|aRCR
722	53131 12512	   	179.04	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|2CGEN|3RCR|4LIT|5VULN|69DMG|7AART|8CDMG|aZMB
723	13126 17236	   	179.02	ACR|3VULN|2DMG|2DUR|1ZMB	18aVULN|26CGEN|3RCR|48DUR|5MBVNT|78DMG|8BPWR|9ZMB
724	13126 57222	   	179.02	ACR|3VULN|2DMG|2DUR|1ZMB	168VULN|29CGEN|3RCR|48DUR|5MBVNT|78DMG|8BPWR|aZMB
725	13126 57231	   	179.02	ACR|3VULN|2DMG|2DUR|1ZMB	168VULN|2CGEN|3RCR|48DUR|5MBVNT|78DMG|8BPWR|9ZMB|aMLV
726	13126 57232	   	179.02	ACR|3VULN|2DMG|2DUR|1ZMB	168VULN|2CGEN|3RCR|48DUR|5MBVNT|78DMG|8BPWR|9ZMB|aFEWX
727	13126 57233	   	179.02	ACR|3VULN|2DMG|2DUR|1ZMB	168VULN|2CGEN|3RCR|48DUR|5MBVNT|78DMG|8BPWR|9ZMB|aBELT
728	13126 57234	   	179.02	ACR|3VULN|2DMG|2DUR|1ZMB	168VULN|2CGEN|3RCR|48DUR|5MBVNT|78DMG|8BPWR|9ZMB|aLHND
729	13126 57242	   	179.02	ACR|3VULN|2DMG|2DUR|1ZMB	168VULN|2CGEN|3RCR|48DUR|5MBVNT|78DMG|8BPWR|9LIT|aZMB
730	52122 22152	   	179.02	ACR|3VULN|2DMG|2DUR|1ZMB	14DUR|26DMG|3RCR|569VULN|6BPWR|7MLV|8LWND|aZMB
731	52122 22515	   	179.02	ACR|3DMG|2VULN|2DUR|1ZMB	14DUR|268DMG|3RCR|56VULN|6BPWR|7MLV|9LIT|aZMB
732	52122 22652	   	179.02	ACR|3VULN|2DMG|2DUR|1ZMB	14DUR|26DMG|3RCR|569VULN|6BPWR|7MLV|8LHND|aZMB
733	52122 24112	   	179.02	ACR|3VULN|2DMG|2DUR|1ZMB	14DUR|26DMG|3RCR|568VULN|6BPWR|7LIT|9MLV|aZMB
734	52122 26324	   	179.02	ACR|3VULN|2DMG|2DUR|1ZMB	14DUR|26DMG|3RCR|569VULN|6BPWR|78DMSP|aZMB
735	13412 61215	   	179.01	DCR|3VULN|2DMG|1AART|1ASPD	179VULN|278CGEN|3ASPD|4LIT|5AART|67DMG|7BPWR|aRCR
736	13412 61623	   	179.01	DCR|3DMG|2VULN|1AART|1ASPD	17VULN|27CGEN|3ASPD|4LIT|5AART|678DMG|7BPWR|9BEXP|aRCR
737	13412 61633	   	179.01	DCR|3DMG|2VULN|1AART|1ASPD	17VULN|27CGEN|3ASPD|4LIT|5AART|678DMG|7BPWR|9FEWX|aRCR
738	12132 12242	   	178.99	ACR|3VULN|2DMG|1AART	178VULN|28DMG|3RCR|4LHND|5LWND|68CGEN|8BPWR|9ERES|aAART
739	12132 12252	   	178.99	ACR|3VULN|2DMG|1AART	178VULN|28DMG|3RCR|4LHND|5LWND|68CGEN|8BPWR|9TLV|aAART
740	12132 42232	   	178.99	ACR|3VULN|2DMG|1AART	168VULN|28DMG|3RCR|4LHND|5LWND|78MLV|8BPWR|9TLV|aAART
741	12132 42242	   	178.99	ACR|3VULN|2DMG|1AART	168VULN|28DMG|3RCR|4LHND|5LWND|78MLV|8BPWR|9ERES|aAART
742	13132 46242	   	178.99	ACR|3VULN|2DMG|1AART	168VULN|28CGEN|3RCR|4LHND|5LWND|78DMG|8BPWR|9ERES|aAART
743	13132 46252	   	178.99	ACR|3VULN|2DMG|1AART	168VULN|28CGEN|3RCR|4LHND|5LWND|78DMG|8BPWR|9TLV|aAART
744	24132 12242	   	178.99	ACR|3VULN|2DMG|1AART	18DMG|278VULN|3RCR|4LHND|5LWND|68CGEN|8BPWR|9ERES|aAART
745	24132 12252	   	178.99	ACR|3VULN|2DMG|1AART	18DMG|278VULN|3RCR|4LHND|5LWND|68CGEN|8BPWR|9TLV|aAART
746	24132 42232	   	178.99	ACR|3VULN|2DMG|1AART	18DMG|268VULN|3RCR|4LHND|5LWND|78MLV|8BPWR|9TLV|aAART
747	24132 42242	   	178.99	ACR|3VULN|2DMG|1AART	18DMG|268VULN|3RCR|4LHND|5LWND|78MLV|8BPWR|9ERES|aAART
748	12113 43163	   	178.95	ACR|3VULN|2DMG|2CDMG	17aVULN|2aDMG|3RCR|4RCVC|57ERES|67MLV|7aBPWR|8aCDMG|9RPLT
749	24113 43163	   	178.95	ACR|3DMG|2VULN|2CDMG	17aDMG|2aVULN|3RCR|4RCVC|57ERES|67MLV|7aBPWR|8aCDMG|9RPLT
750	12165 22512	   	178.94	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1VULN|29DMG|3RCR|4LIT|5DUR|6ERES|7AART|8CDMG|aZMB
751	52131 22512	   	178.94	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1DUR|29DMG|3RCR|4LIT|5VULN|6ERES|7AART|8CDMG|aZMB
752	12122 34252	   	178.92	ACR|3VULN|2DMG|2DUR|1ZMB	189VULN|28DMG|3RCR|47DUR|5LWND|68TLV|8BPWR|aZMB
753	12136 34252	   	178.92	ACR|3VULN|2DMG|2DUR|1ZMB	189VULN|28DMG|3RCR|4LHND|57DUR|68TLV|8BPWR|aZMB
754	24122 34252	   	178.92	ACR|3VULN|2DMG|2DUR|1ZMB	18DMG|289VULN|3RCR|47DUR|5LWND|68TLV|8BPWR|aZMB
755	52122 22252	   	178.92	ACR|3VULN|2DMG|2DUR|1ZMB	14DUR|26DMG|3RCR|569VULN|6BPWR|7MLV|8DUST|aZMB
756	52122 22366	   	178.92	ACR|3VULN|2DMG|2DUR|1ZMB	14DUR|26DMG|3RCR|56aVULN|6BPWR|7MLV|8ERES|9ZMB
757	52122 24142	   	178.92	ACR|3VULN|2DMG|2DUR|1ZMB	14DUR|26DMG|3RCR|568VULN|6BPWR|7LIT|9ERES|aZMB
758	12161 13364	   	178.89	ACR|3VULN|2DMG|1AART	159VULN|28DMG|3RCR|47LIT|6MGNSTR|aAART
759	12135 12142	   	178.88	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	19VULN|2DMG|3RCR|4LHND|5CDMG|6CGEN|7DUR|8aAART
760	12135 12152	   	178.88	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	1VULN|29DMG|3RCR|4LHND|5CDMG|6CGEN|7DUR|8aAART
761	24135 12142	   	178.88	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|29VULN|3RCR|4LHND|5CDMG|6CGEN|7DUR|8aAART
762	24135 12152	   	178.88	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	19DMG|2VULN|3RCR|4LHND|5CDMG|6CGEN|7DUR|8aAART
763	12125 11642	   	178.88	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	1VULN|27DMG|3RCR|4DUR|5CDMG|6CGEN|8aAART|9LWND
764	12125 13142	   	178.88	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	19VULN|2DMG|3RCR|4DUR|5CDMG|6CGEN|7LWND|8aAART
765	12125 13152	   	178.88	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	1VULN|29DMG|3RCR|4DUR|5CDMG|6CGEN|7LWND|8aAART
766	12132 23142	   	178.88	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	19VULN|2DMG|3RCR|4LHND|5LWND|6ASPD|7CDMG|8aAART
767	12132 23152	   	178.88	ACR|2DMG|2AART|1VULN|1CDMG|1ASPD	1VULN|29DMG|3RCR|4LHND|5LWND|6ASPD|7CDMG|8aAART
768	24125 13142	   	178.88	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|29VULN|3RCR|4DUR|5CDMG|6CGEN|7LWND|8aAART
769	24125 13152	   	178.88	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	19DMG|2VULN|3RCR|4DUR|5CDMG|6CGEN|7LWND|8aAART
770	24132 23142	   	178.88	ACR|2VULN|2AART|1DMG|1CDMG|1ASPD	1DMG|29VULN|3RCR|4LHND|5LWND|6ASPD|7CDMG|8aAART
771	24132 23152	   	178.88	ACR|2DMG|2AART|1VULN|1CDMG|1ASPD	19DMG|2VULN|3RCR|4LHND|5LWND|6ASPD|7CDMG|8aAART
772	52131 22132	   	178.87	ACR|2VULN|2DMG|1AART|2DUR	1aDUR|2aDMG|3RCR|4LIT|58VULN|6aERES|7AART|9RCVC|aBPWR
773	12112 16166	   	178.85	ACR|3VULN|2DMG|2CDMG	15aVULN|2aDMG|3RCR|4RCVC|6DMSP|7TLV|8CGEN|9aCDMG|aBPWR
774	12112 41163	   	178.85	ACR|3VULN|2DMG|2CDMG	15aVULN|2aDMG|3RCR|4RCVC|6CGEN|7ERES|8aCDMG|9RPLT|aBPWR
775	12113 33163	   	178.85	ACR|3VULN|2DMG|2CDMG	16aVULN|2aDMG|3RCR|4RCVC|5ERES|7CGEN|8aCDMG|9RPLT|aBPWR
776	12113 33466	   	178.85	ACR|3VULN|2DMG|2CDMG	16aVULN|2aDMG|3RCR|4RCVC|5ERES|78CGEN|9aCDMG|aBPWR
777	24112 41163	   	178.85	ACR|3VULN|2DMG|2CDMG	1aDMG|25aVULN|3RCR|4RCVC|6CGEN|7ERES|8aCDMG|9RPLT|aBPWR
778	24113 33163	   	178.85	ACR|3VULN|2DMG|2CDMG	1aDMG|26aVULN|3RCR|4RCVC|5ERES|7CGEN|8aCDMG|9RPLT|aBPWR
779	12141 62242	   	178.82	ACR|3VULN|2DMG|2DUR|1ZMB	178VULN|28DMG|3RCR|49ERES|5DUST|68DUR|8BPWR|aZMB
780	21161 34432	 * 	178.81	ACR|2DMG|2AART|1VULN|2FLTHEA|1SELL	19DMG|29LWND|3RCR|4LIT|5VULN|6SELL|7aAART|89FLTHEA|9BPWR
781	12126 23415	   	178.80	ACR|3DMG|1VULN|3DUR|1CDMG|1ZMB	1VULN|269DMG|3RCR|456DUR|6BPWR|7ERES|8ZMB|aCDMG
782	52131 34423	   	178.79	ACR|2DMG|1AART|1VULN|1FLTHEA|1ZMB|1DUR|1SELL	1DUR|2aDMG|3RCR|4LIT|5VULN|6SELL|7AART|8FLTHEA|9ZMB
783	12122 33142	   	178.78	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	19VULN|2DMG|3RCR|4DUR|5LWND|6TLV|7CDMG|8aAART
784	12122 33152	   	178.78	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	1VULN|29DMG|3RCR|4DUR|5LWND|6TLV|7CDMG|8aAART
785	12125 35142	   	178.78	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	19VULN|2DMG|3RCR|4DUR|5CDMG|6LHND|7TLV|8aAART
786	12125 35152	   	178.78	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	1VULN|29DMG|3RCR|4DUR|5CDMG|6LHND|7TLV|8aAART
787	12135 25142	   	178.78	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	19VULN|2DMG|3RCR|4LHND|5CDMG|6DUR|7TLV|8aAART
788	12135 25152	   	178.78	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	1VULN|29DMG|3RCR|4LHND|5CDMG|6DUR|7TLV|8aAART
789	12136 33142	   	178.78	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	19VULN|2DMG|3RCR|4LHND|5DUR|6TLV|7CDMG|8aAART
790	12136 33152	   	178.78	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	1VULN|29DMG|3RCR|4LHND|5DUR|6TLV|7CDMG|8aAART
791	24122 33142	   	178.78	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|29VULN|3RCR|4DUR|5LWND|6TLV|7CDMG|8aAART
792	24122 33152	   	178.78	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	19DMG|2VULN|3RCR|4DUR|5LWND|6TLV|7CDMG|8aAART
793	24136 33142	   	178.78	ACR|2VULN|2AART|1DMG|1CDMG|1DUR	1DMG|29VULN|3RCR|4LHND|5DUR|6TLV|7CDMG|8aAART
794	24136 33152	   	178.78	ACR|2DMG|2AART|1VULN|1CDMG|1DUR	19DMG|2VULN|3RCR|4LHND|5DUR|6TLV|7CDMG|8aAART
795	52122 25522	   	178.77	ACR|3DMG|2VULN|3DUR|1ASPD	149DUR|268DMG|3RCR|56VULN|6BPWR|7ASPD|aRMIN
796	12112 16366	   	178.75	ACR|3VULN|2DMG|2CDMG	15aVULN|2aDMG|3RCR|4RCVC|6DMSP|7TLV|8ERES|9aCDMG|aBPWR
797	12113 31166	   	178.75	ACR|3VULN|2DMG|2CDMG	16aVULN|2aDMG|3RCR|4RCVC|57ERES|8CGEN|9aCDMG|aBPWR
798	24113 31166	   	178.75	ACR|3VULN|2DMG|2CDMG	1aDMG|26aVULN|3RCR|4RCVC|57ERES|8CGEN|9aCDMG|aBPWR
799	26112 23351	   	178.75	ACR|3VULN|2DMG|2CDMG	16DMG|2LEGI|3RCR|4RCVC|56aVULN|6BPWR|78CDMG|9LWND
800	26112 23366	   	178.75	ACR|3DMG|2VULN|2CDMG	16aDMG|2LEGI|3RCR|4RCVC|56VULN|6BPWR|78CDMG|9RPLT
801	21112 12125	   	178.74	ACR|2VULN|2DMG|1AART|1ZMB	1aDMG|2LWND|3RCR|4RCVC|5aVULN|6MLV|7ZMB|8AART|9aCGEN|aBPWR
802	52125 32523	   	178.72	ACR|3DMG|3ZMB|1VULN|2DUR	14DUR|28aDMG|3RCR|579ZMB|6VULN
803	52125 32531	   	178.72	ACR|3DMG|3ZMB|1VULN|2DUR	14DUR|289DMG|3RCR|57aZMB|6VULN
804	12135 34214	   	178.68	ACR|2VULN|2DMG|1AART|1CDMG	1aVULN|29DMG|3RCR|4LHND|5CDMG|6LIT|7AART|8MLV
805	12115 33252	   	178.68	ACR|3VULN|1AART|1DMG|1ZMB	16aVULN|2DMG|3RCR|47RCVC|5ZMB|8AART|9LWND
806	24115 33252	   	178.68	ACR|3VULN|1AART|1DMG|1ZMB	1DMG|26aVULN|3RCR|47RCVC|5ZMB|8AART|9LWND
807	12632 12621	   	178.67	DCR|3VULN|1AART|1DMG|2ZMB|1DUR	18aVULN|2DMG|3aZMB|4LWND|5AART|6DUR|7aLHND|9RCR|aBPWR
808	21622 12521	   	178.67	DCR|3DMG|1AART|1VULN|2ZMB|1DUR	18aDMG|2LWND|3aZMB|4VULN|5AART|6DUR|7aLHND|9RCR|aBPWR
809	24632 12521	   	178.67	DCR|3DMG|1AART|1VULN|2ZMB|1DUR	18aDMG|2VULN|3aZMB|4LWND|5AART|6DUR|7aLHND|9RCR|aBPWR
810	52122 25523	   	178.67	ACR|3DMG|2VULN|3DUR|1ASPD	149DUR|268DMG|3RCR|56VULN|6BPWR|7ASPD|aTLV
811	24116 22511	   	178.67	ACR|2VULN|2DMG|1AART|2DUR	18DMG|26VULN|3RCR|4RCVC|56DUR|6BPWR|79MLV|aAART
812	16131 34333	 * 	178.66	DCR|4VULN|2AART|1ZMB|1DUR|1SELL	1234VULN|2BPWR|5SELL|6DUR|78AART|9RCR|aZMB
813	26112 23321	   	178.65	ACR|3VULN|2DMG|2CDMG	16DMG|2LEGI|3RCR|4RCVC|56aVULN|6BPWR|78CDMG|9DUST
814	26112 12135	   	178.64	ACR|2VULN|2DMG|1AART|1ZMB	1aDMG|2LEGI|3RCR|4RCVC|5aVULN|6MLV|7ZMB|8AART|9aCGEN|aBPWR
815	26622 12521	   	178.57	DCR|3DMG|1AART|1VULN|2ZMB|1DUR	18aDMG|2LEGI|3aZMB|4VULN|5AART|6DUR|7aLHND|9RCR|aBPWR
816	12115 21634	   	178.56	ACR|2VULN|1AART|1DMG|2ZMB|1CDMG	1aVULN|2DMG|3RCR|4RCVC|5aZMB|6CDMG|7TLV|8AART|9aLWND|aBPWR
