0	Index      	 *	Score 	Summary	Detail	
1	32812 66334	 * 	206.87	ACR|3VULN|3DMG|1AART|2DUR	1MBVNT|289VULN|3RCR|4BEXP|59DUR|679DMG|9BPWR|aAART
698	11423 12333	   	177.42	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1AART|23VULN|3BPWR|45LIT|6ZMB|7DUR|8RCR|9CDMG|aDMG
699	32263 21434	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3CDMG|4RCR|5AART|6FEWX|7aDMG|9BELT
700	32263 21464	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3CDMG|4RCR|5AART|6FEWX|7aDMG|9RMIN
701	32263 31534	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3CDMG|4RCR|5AART|6BEXP|7aDMG|9BELT
702	32263 31564	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3CDMG|4RCR|5AART|6BEXP|7aDMG|9RMIN
703	32263 62151	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|26VULN|3CDMG|4RCR|5AART|7LIT|8CGEN|9aDMG
704	32263 62451	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|26VULN|3CDMG|4RCR|5AART|7LIT|8MLV|9aDMG
705	32263 68121	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|26VULN|3CDMG|4RCR|5AART|7aDMG|8LIT|9MLV
706	32263 24154	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3CDMG|4RCR|5AART|6FEWX|7BELT|9aDMG
707	32263 34154	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3CDMG|4RCR|5AART|6BEXP|7BELT|9aDMG
708	32263 36434	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3CDMG|4RCR|5AART|6BEXP|8aDMG|9BELT
709	32263 36464	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3CDMG|4RCR|5AART|6BEXP|8aDMG|9RMIN
710	32263 73251	   	177.38	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3CDMG|4RCR|5AART|6LIT|7CGEN|9aDMG
711	32235 24743	   	177.37	DCR|3VULN|3DMG|1CDMG	1MBVNT|28aVULN|3CDMG|48aDUST|5CGEN|6LHND|78aDMG|8aBPWR|9RCR
712	32263 16114	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|279VULN|3CDMG|4RCR|5AART|6LWND|8RCVC|aDMG
713	32263 26114	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|279VULN|3CDMG|4RCR|5AART|6FEWX|8RCVC|aDMG
714	32263 36114	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|279VULN|3CDMG|4RCR|5AART|6BEXP|8RCVC|aDMG
715	32263 61114	   	177.35	ACR|3VULN|1AART|1DMG|1CDMG	1MBVNT|269VULN|3CDMG|4RCR|5AART|7LWND|8RCVC|aDMG
716	11126 13611	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8CDMG|9LEGI|aDUST
717	11126 13613	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4LIT|5DMG|7RCR|8CDMG|9LEGI|aNUKE
718	11131 13611	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8CDMG|9LEGI|aDUST
719	11131 13613	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|4DMG|5LIT|7RCR|8CDMG|9LEGI|aNUKE
720	11426 13611	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4LIT|5DMG|7RCR|8CDMG|9LEGI|aDUST
721	11426 13613	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4LIT|5DMG|7RCR|8CDMG|9LEGI|aNUKE
722	11431 13611	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8CDMG|9LEGI|aDUST
723	11431 13613	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1AART|236VULN|3BPWR|4DMG|5LIT|7RCR|8CDMG|9LEGI|aNUKE
724	32233 51533	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|289VULN|3CDMG|4DUST|5AART|6RCR|7DMG|aMLV
725	32233 51534	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|289VULN|3CDMG|4DUST|5AART|6RCR|7DMG|aLHND
726	32233 51537	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|289VULN|3CDMG|4DUST|5AART|6RCR|7DMG|aBELT
727	32233 54156	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|28aVULN|3CDMG|4DUST|5AART|6RCR|7BELT|9DMG
728	32233 56433	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|279VULN|3CDMG|4DUST|5AART|6RCR|8DMG|aMLV
729	32233 56434	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|279VULN|3CDMG|4DUST|5AART|6RCR|8DMG|aLHND
730	32233 56437	   	177.33	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|279VULN|3CDMG|4DUST|5AART|6RCR|8DMG|aBELT
731	32263 11513	   	177.28	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|28VULN|3CDMG|4RCR|5AART|6LWND|7aDMG|9DUST
732	32263 61413	   	177.28	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|26VULN|3CDMG|4RCR|5AART|7LWND|8aDMG|9DUST
733	32263 16413	   	177.28	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3CDMG|4RCR|5AART|6LWND|8aDMG|9DUST
734	32263 36338	   	177.28	ACR|2VULN|2DMG|1AART|1CDMG	1MBVNT|27VULN|3CDMG|4RCR|5AART|6BEXP|8VENICY|9aDMG
735	11131 12666	   	177.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1AART|236VULN|4DMG|5LIT|7DUR|8CDMG|9MLV|aRCR
736	11116 34324	   	177.27	DCR|3VULN|2AART|1DMG|1DUR	17AART|235VULN|45ERES|5BPWR|6SNIHEL|8DUR|9RCR|aDMG
737	11123 43216	   	177.26	DCR|2AART|2VULN|2DMG	1aAART|23VULN|45LIT|68DMG|7RCR|9CGEN
738	11423 43216	   	177.26	DCR|2AART|2DMG|2VULN	1aAART|23VULN|3BPWR|45LIT|68DMG|7RCR|9CGEN
739	32223 56122	 * 	177.23	DCR|3VULN|2AART|2CDMG	1MBVNT|279VULN|39CDMG|49LHND|5aAART|6RCR|8RCVC|9BPWR
740	36243 56122	   	177.23	DCR|3VULN|2AART|2CDMG	1MBVNT|29LHND|39CDMG|479VULN|5aAART|6RCR|8RCVC|9BPWR
741	32233 51535	   	177.23	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|289VULN|3CDMG|4DUST|5AART|6RCR|7DMG|aTLV
742	32233 51536	   	177.23	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|289VULN|3CDMG|4aDUST|5AART|6RCR|7DMG
743	32233 51538	   	177.23	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|289VULN|3CDMG|4DUST|5AART|6RCR|7DMG|aAIRHEL
744	32233 56435	   	177.23	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|279VULN|3CDMG|4DUST|5AART|6RCR|8DMG|aTLV
745	32233 56436	   	177.23	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|279VULN|3CDMG|4aDUST|5AART|6RCR|8DMG
746	32233 56438	   	177.23	DCR|3VULN|1AART|1DMG|1CDMG	1MBVNT|279VULN|3CDMG|4DUST|5AART|6RCR|8DMG|aAIRHEL
747	32228 37732	   	177.22	DCR|3VULN|3DMG|1CDMG|1SELL	1MBVNT|27aVULN|3CDMG|47LHND|567DMG|7BPWR|8SELL|9RCR
748	32237 43723	   	177.22	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2aVULN|3CDMG|4DUST|5DUR|6RCR|7ZMB|8DMG|9AART
749	32237 43725	   	177.22	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB|1DUR	1MBVNT|2VULN|3CDMG|4DUST|5DUR|6RCR|7ZMB|8aDMG|9AART
750	32472 24715	   	177.21	DCR|2VULN|1AART|1DMG|1CDMG|2DUR|1ZMB	1MBVNT|26VULN|34DUR|5CDMG|7DMG|8RCR|9ZMB|aAART
751	32311 63814	   	177.17	DCR|3VULN|2DMG|1AART	1MBVNT|29aVULN|39DUST|4BEXP|5LHND|69DMG|7RCR|8AART|9BPWR
752	32313 63814	   	177.17	DCR|3VULN|2DMG|1AART	1MBVNT|29aVULN|39DUST|4BEXP|5LWND|69DMG|7RCR|8AART|9BPWR
753	32315 63814	   	177.17	DCR|3VULN|2DMG|1AART	1MBVNT|29aVULN|39DUST|4BEXP|5FEWX|69DMG|7RCR|8AART|9BPWR
754	32333 63814	   	177.17	DCR|3VULN|2DMG|1AART	1MBVNT|29aVULN|39DUST|4LWND|5BEXP|69DMG|7RCR|8AART|9BPWR
755	32335 63814	   	177.17	DCR|3VULN|2DMG|1AART	1MBVNT|29aVULN|39DUST|4LWND|5FEWX|69DMG|7RCR|8AART|9BPWR
756	32361 63814	   	177.17	DCR|3VULN|2DMG|1AART	1MBVNT|29aVULN|39DUST|4FEWX|5LHND|69DMG|7RCR|8AART|9BPWR
757	32363 63814	   	177.17	DCR|3VULN|2DMG|1AART	1MBVNT|29aVULN|39DUST|4FEWX|5LWND|69DMG|7RCR|8AART|9BPWR
758	35641 23438	   	177.16	DCR|3VULN|2DMG|2ZMB|1ASPD	1MBVNT|2RPLT|349VULN|5LWND|6RCR|79ZMB|89DMG|9BPWR|aASPD
759	32774 33332	   	177.07	DCR|4VULN|3ZMB|2DUR|1ASPD	1MBVNT|2689VULN|3LHND|49DUR|569ZMB|69BPWR|7RCR|aASPD
760	14612 21233	 * 	177.06	DCR|2DMG|1AART|1VULN|2ZMB|1DUR|1ASPD	1AART|29ZMB|3DUR|49DMG|5CANSTR|6ASPD|7RCR|89LIT|9BPWR|aVULN
761	32233 56122	   	177.03	DCR|3VULN|2AART|2CDMG	1MBVNT|279VULN|39CDMG|49DUST|5aAART|6RCR|8RCVC|9BPWR
762	32172 21722	   	177.03	DCR|2VULN|1AART|2FLTHEA|2ASPD|1CDMG	1MBVNT|28VULN|3RCVC|4AART|58FLTHEA|68ASPD|7RCR|8BPWR|9LWND|aCDMG
763	11225 66422	 * 	177.02	DCR|4VULN|1AART|3CDMG	1AART|2789VULN|3BEXP|489FEWX|5MBVNT|689CDMG|89BPWR|aRCR
764	32172 21752	   	176.93	DCR|2VULN|1AART|2FLTHEA|2ASPD|1CDMG	1MBVNT|28VULN|3RCVC|4AART|58FLTHEA|68ASPD|7RCR|8BPWR|9DUST|aCDMG
765	32172 41725	   	176.92	DCR|2VULN|1AART|2FLTHEA|2ZMB|2DUR	1MBVNT|28VULN|3RCVC|4AART|58FLTHEA|68ZMB|7RCR|8BPWR|9aDUR
766	11125 43334	   	176.91	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	1AART|23VULN|4LIT|5RCVC|6DMG|7RCR|8aDUR|9CDMG
767	32172 41813	   	176.91	DCR|3VULN|1AART|1FLTHEA|1ZMB|1ASPD	1MBVNT|28aVULN|3RCVC|4AART|5FLTHEA|6ZMB|7RCR|9ASPD
