0	Index      	 *	Score 	Summary	Detail	
1	32243 31563	 * 	200.65	ACR|3VULN|2DMG|1AART|2CDMG	19aVULN|2LEGI|3AART|4RCR|5aDMG|6TLV|7CGEN|8aCDMG|aBPWR
678	31211 42313	   	172.37	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	127VULN|3CDMG|4FEWX|5DUR|6DMG|8ERES|9AART|aRCR
679	31222 32162	   	172.37	DCR|4VULN|1DMG|1CDMG|1ASPD	1247VULN|3CDMG|5LIT|6RCR|8DMG|9ASPD|aLHND
680	31222 32163	   	172.37	DCR|4VULN|1DMG|1CDMG|1ASPD	1247VULN|3CDMG|5LIT|6RCR|8DMG|9ASPD|aRMIN
681	31222 32166	   	172.37	DCR|4VULN|1DMG|1CDMG|1ASPD	1247VULN|3CDMG|5LIT|6RCR|8DMG|9ASPD|aFEWX
682	31222 32665	   	172.37	DCR|4VULN|1DMG|1CDMG|1ASPD	1247VULN|3CDMG|5LIT|6RCR|8MLV|9ASPD|aDMG
683	31222 33165	   	172.37	DCR|4VULN|1DMG|1CDMG|1ASPD	1248VULN|3CDMG|5LIT|6RCR|7CGEN|9ASPD|aDMG
684	31222 35165	   	172.37	DCR|4VULN|1DMG|1CDMG|1ASPD	1248VULN|3CDMG|5LIT|6RCR|7RMIN|9ASPD|aDMG
685	31222 35543	   	172.37	DCR|4VULN|1DMG|1CDMG|1DUR	1249VULN|3CDMG|5LIT|6RCR|7RMIN|8DUR|aDMG
686	32242 13243	   	172.34	ACR|2AART|2DMG|1VULN|1CDMG	1VULN|2LEGI|37AART|4RCR|5MBVNT|6CDMG|8CGEN|9aDMG
687	32242 13871	   	172.34	ACR|2AART|2DMG|1VULN|1CDMG	1VULN|2LEGI|37AART|4RCR|5MBVNT|6CDMG|8RPLT|9aDMG
688	32242 14128	   	172.34	ACR|2AART|2DMG|1VULN|1CDMG	1VULN|2LEGI|3aAART|4RCR|5MBVNT|6CDMG|78DMG|9RMIN
689	32242 31752	   	172.34	ACR|2AART|2VULN|1DMG|1CDMG	18VULN|2LEGI|39AART|4RCR|5MBVNT|6LIT|7DMG|aCDMG
690	32243 17128	   	172.34	ACR|2AART|2DMG|1VULN|1CDMG	1VULN|2LEGI|3aAART|4RCR|58DMG|6MBVNT|7CDMG|9RMIN
691	32246 13322	   	172.34	ACR|2AART|2VULN|1DMG|1CDMG	1aVULN|2LEGI|37AART|4RCR|5LWND|6CDMG|8DUST|9DMG
692	32246 13326	   	172.34	ACR|2AART|2DMG|1VULN|1CDMG	1VULN|2LEGI|37AART|4RCR|5LWND|6CDMG|8DUST|9aDMG
693	41243 14132	   	172.34	ACR|2AART|2VULN|1DMG|1CDMG	1LHND|28VULN|37AART|4RCR|5DMG|6MBVNT|9CDMG|aLEGI
694	41243 14542	   	172.34	ACR|2AART|2VULN|1DMG|1CDMG	1LHND|2aVULN|37AART|4RCR|5DMG|6MBVNT|8LEGI|9CDMG
695	31611 32241	   	172.30	ACR|4VULN|1AART|1DMG	129aVULN|3DMG|4ERES|5RCR|6LWND|7AART|8LIT
696	32313 42241	   	172.30	ACR|4VULN|1AART|1DMG	139aVULN|2LEGI|4CGEN|5RCR|6DMG|7AART|8LIT
697	21225 35313	   	172.27	DCR|3VULN|1AART|1DMG|1CDMG|1DUR	1DUR|245VULN|3CDMG|6DMG|7DUST|8ERES|9AART|aRCR
698	31222 32125	   	172.27	DCR|4VULN|1DMG|1CDMG|1DUR	1247VULN|3CDMG|5LIT|6RCR|8DMG|9DUST|aDUR
699	31222 32136	   	172.27	DCR|4VULN|1DMG|1CDMG|1DUR	1247VULN|3CDMG|5LIT|6RCR|8DMG|9LEGI|aDUR
700	31222 32161	   	172.27	DCR|4VULN|1DMG|1CDMG|1ASPD	1247VULN|3CDMG|5LIT|6RCR|8DMG|9ASPD|aERES
701	32242 13322	   	172.24	ACR|2AART|2VULN|1DMG|1CDMG	1aVULN|2LEGI|37AART|4RCR|5MBVNT|6CDMG|8DUST|9DMG
702	32242 13327	   	172.24	ACR|2AART|2DMG|1VULN|1CDMG	1VULN|2LEGI|37AART|4RCR|5MBVNT|6CDMG|8DUST|9aDMG
703	32242 13743	   	172.24	ACR|2AART|2DMG|1VULN|1CDMG	1VULN|2LEGI|37AART|4RCR|5MBVNT|6CDMG|8TLV|9aDMG
704	41263 11326	   	172.22	DCR|2AART|2VULN|1DMG|1CDMG	148LHND|24VULN|39AART|4BPWR|5DMG|6BEXP|7RCR|aCDMG
705	41263 11335	   	172.22	DCR|2AART|2VULN|1DMG|1CDMG	148LHND|24VULN|3aAART|4BPWR|5DMG|6BEXP|7RCR|9CDMG
706	41242 31144	   	172.20	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	18LHND|2VULN|3AART|4RCR|5MBVNT|68LIT|78DMG|8BPWR|9ZMB|aCDMG
707	21221 15463	   	172.16	DCR|3VULN|1DMG|1CDMG|2DUR|1ZMB	15DUR|248VULN|3CDMG|6LIT|7RCR|9ZMB|aDMG
708	31331 25463	   	172.16	DCR|3VULN|1DMG|1CDMG|2DUR|1ZMB	128VULN|35DUR|4LIT|6CDMG|7RCR|9ZMB|aDMG
709	32243 41134	   	172.14	ACR|3VULN|1AART|1DMG|1ASPD	18aVULN|2LEGI|3AART|4RCR|5DMG|6LWND|7RCVC|9ASPD
710	32242 55411	   	172.13	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	17VULN|2LEGI|3AART|4RCR|5MBVNT|6ASPD|8ZMB|9DUR|aDMG
711	41223 61126	   	172.12	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|28VULN|39AART|46FEWX|5DMG|7RCR|aCDMG
712	41223 61135	   	172.12	DCR|2AART|2VULN|1DMG|1CDMG	1LHND|28VULN|3aAART|46FEWX|5DMG|7RCR|9CDMG
713	33443 23713	   	172.09	ACR|2VULN|2DMG|1AART|1ZMB|1SELL	16VULN|2SELL|3MBVNT|4RCR|5LWND|7aDMG|8ZMB|9AART
714	33443 42113	   	172.09	ACR|2VULN|2DMG|1AART|1ZMB|1SELL	18VULN|2SELL|3MBVNT|4RCR|5LWND|6aDMG|7ZMB|9AART
715	32246 31124	   	172.07	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2LEGI|3AART|4RCR|5LWND|68LIT|78DMG|8BPWR|9MLV|aDUR
716	32246 31132	   	172.07	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2LEGI|3AART|4RCR|5LWND|689LIT|78DMG|8BPWR|aDUR
717	32246 31143	   	172.07	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2LEGI|3AART|4RCR|5LWND|68LIT|78DMG|8BPWR|9DUR|aFEWX
718	34422 53322	   	172.05	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1aVULN|2ASPD|3AART|4CDMG|5CGEN|6DUST|7DUR|8RCR|9DMG
719	34331 32345	   	172.05	ACR|3VULN|1AART|1DMG|2ASPD	139VULN|29ASPD|4CGEN|5RCR|6LWND|7AART|89LHND|9BPWR|aDMG
720	32223 61126	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	18VULN|2LEGI|39AART|46FEWX|5DMG|7RCR|aCDMG
721	32223 61135	   	172.02	DCR|2AART|2VULN|1DMG|1CDMG	18VULN|2LEGI|3aAART|46FEWX|5DMG|7RCR|9CDMG
722	32243 24252	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2LEGI|3AART|4RCR|5DMG|6CGEN|8LIT|9ZMB|aCDMG
723	32243 46121	   	172.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|58DMG|6LWND|7CDMG|9ZMB|aFEWX
724	32243 46122	   	172.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|58DMG|6LWND|7CDMG|9ZMB|aLIT
725	32243 46223	   	172.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|5aDMG|68LWND|7CDMG|9ZMB
726	32243 54131	   	172.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|5aDMG|6RPLT|7RMIN|8CDMG|9ZMB
727	32243 66121	   	172.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|58DMG|6aFEWX|7CDMG|9ZMB
728	32243 66123	   	172.00	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|58DMG|6FEWX|7CDMG|9ZMB|aRMIN
729	41242 15142	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2aVULN|3AART|4RCR|5MBVNT|6CDMG|7ZMB|8DMG|9CGEN
730	41242 31744	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|28VULN|3AART|4RCR|5MBVNT|6LIT|7DMG|9ZMB|aCDMG
731	41243 15444	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|27VULN|3AART|4RCR|5DMG|6MBVNT|8LIT|9ZMB|aCDMG
732	32242 31124	   	171.97	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2LEGI|3AART|4RCR|5MBVNT|68LIT|78DMG|8BPWR|9MLV|aDUR
733	32242 31132	   	171.97	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2LEGI|3AART|4RCR|5MBVNT|689LIT|78DMG|8BPWR|aDUR
734	32242 31164	   	171.97	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2LEGI|3AART|4RCR|5MBVNT|68LIT|78DMG|8BPWR|9RMIN|aDUR
735	32242 31174	   	171.97	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2LEGI|3AART|4RCR|5MBVNT|68LIT|78DMG|8BPWR|9CGEN|aDUR
736	32242 31181	   	171.97	ACR|2VULN|2DMG|1AART|1ASPD	18VULN|2LEGI|3AART|4RCR|5MBVNT|68LIT|78DMG|8BPWR|9BEXP|aASPD
737	32242 31182	   	171.97	ACR|2VULN|2DMG|1AART|1DUR	18VULN|2LEGI|3AART|4RCR|5MBVNT|68LIT|78DMG|8BPWR|9BEXP|aDUR
738	34311 32345	   	171.95	ACR|3VULN|1AART|1DMG|2ASPD	139VULN|29ASPD|4ERES|5RCR|6LWND|7AART|89LHND|9BPWR|aDMG
739	41313 42332	   	171.95	ACR|3VULN|1AART|1DMG|1CDMG	18LHND|23aVULN|4CGEN|5RCR|6DMG|7AART|9CDMG
740	31631 32432	   	171.95	ACR|3VULN|1AART|1DMG|1CDMG	12aVULN|3DMG|4CGEN|5RCR|68LWND|7AART|9CDMG
741	32264 51212	   	171.92	DCR|3VULN|1AART|1DMG|1DUR	149VULN|2LEGI|3AART|4BPWR|5BELT|6RCR|7DMG|8LWND|aDUR
742	21234 24522	   	171.92	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2aVULN|3CDMG|4MLV|5DUST|6AART|7DMG|8ZMB|9RCR
743	24433 11131	   	171.91	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUR|2ASPD|3AART|4CGEN|5aDMG|6BEXP|7RCR|8VULN|9ZMB
744	24433 11134	   	171.91	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ASPD|3AART|4CGEN|5DMG|6BEXP|7RCR|8aVULN|9ZMB
745	24433 21131	   	171.91	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3AART|4CGEN|5aDMG|6LWND|7RCR|8VULN|9ZMB
746	24433 21134	   	171.91	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3AART|4CGEN|5DMG|6LWND|7RCR|8aVULN|9ZMB
747	24463 11131	   	171.91	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1DUR|2ASPD|3AART|4MLV|5aDMG|6BEXP|7RCR|8VULN|9ZMB
748	24463 21131	   	171.91	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD|1DUR	1DUR|2ASPD|3AART|4MLV|5aDMG|6LWND|7RCR|8VULN|9ZMB
749	32245 11128	   	171.90	ACR|2AART|2VULN|1DMG|1ZMB	18VULN|2LEGI|39AART|4RCR|5ZMB|6MBVNT|7RCVC|aDMG
750	32242 14115	   	171.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|5MBVNT|6CDMG|78DMG|9LWND|aZMB
751	32242 14151	   	171.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|5MBVNT|6CDMG|78DMG|9ZMB|aFEWX
752	32242 14152	   	171.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|5MBVNT|6CDMG|78DMG|9ZMB|aLIT
753	32242 14154	   	171.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|5MBVNT|6CDMG|78DMG|9ZMB|aLWND
754	32242 14157	   	171.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|5MBVNT|6CDMG|78DMG|9ZMB|aCGEN
755	32242 15142	   	171.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2LEGI|3AART|4RCR|5MBVNT|6CDMG|7ZMB|8DMG|9CGEN
756	32242 15184	   	171.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2LEGI|3AART|4RCR|5MBVNT|6CDMG|7ZMB|8DMG|9LHND
757	32242 16624	 * 	171.90	ACR|2VULN|1AART|2CDMG|1FLTHEA|1ZMB	17VULN|2LEGI|3AART|4RCR|5MBVNT|67CDMG|7BPWR|8ZMB|9RMIN|aFLTHEA
758	32242 31744	   	171.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2LEGI|3AART|4RCR|5MBVNT|6LIT|7DMG|9ZMB|aCDMG
759	32243 15345	   	171.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	17VULN|2LEGI|3AART|4RCR|5DMG|6MBVNT|8LHND|9CDMG|aZMB
760	32243 17115	   	171.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|58DMG|6MBVNT|7CDMG|9LWND|aZMB
761	32243 17151	   	171.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|58DMG|6MBVNT|7CDMG|9ZMB|aFEWX
762	32243 17152	   	171.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|58DMG|6MBVNT|7CDMG|9ZMB|aLIT
763	32243 17154	   	171.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|58DMG|6MBVNT|7CDMG|9ZMB|aLWND
764	32243 31523	   	171.90	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|5aDMG|6TLV|7CGEN|8CDMG|9ZMB
765	32245 17142	   	171.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1aVULN|2LEGI|3AART|4RCR|5ZMB|6MBVNT|7CDMG|8DMG|9CGEN
766	41241 17343	   	171.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|28VULN|3AART|4RCR|5ERES|6MBVNT|7CDMG|9ZMB|aDMG
767	41242 27343	   	171.90	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|28VULN|3AART|4RCR|5MBVNT|6ERES|7CDMG|9ZMB|aDMG
768	21231 65363	   	171.90	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	19DUR|2aVULN|3CDMG|4MLV|5aLHND|6ZMB|7aDMG|8RCR|aBPWR
769	21232 63363	   	171.90	DCR|2VULN|2DMG|1CDMG|2DUR|1ZMB	19DUR|2aVULN|3CDMG|4MLV|5aLWND|6ZMB|7aDMG|8RCR|aBPWR
770	33417 21351	 * 	171.88	DCR|3VULN|1AART|1DMG|3DUR|1SELL	159VULN|2SELL|3MBVNT|456DUR|5BPWR|7DMG|8RCR|aAART
771	32243 32442	   	171.87	ACR|2VULN|2DMG|1AART|1ASPD	19VULN|2LEGI|3AART|4RCR|58DMG|69TLV|79LWND|9BPWR|aASPD
772	32243 22414	   	171.87	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|2LEGI|3AART|4RCR|58DMG|6CGEN|7LWND|9DUR
773	32243 24311	   	171.87	ACR|2VULN|2DMG|1AART|1DUR	17VULN|2LEGI|3AART|4RCR|5aDMG|6CGEN|8LHND|9DUR
774	32243 24411	   	171.87	ACR|2VULN|2DMG|1AART|1DUR	17VULN|2LEGI|3AART|4RCR|5aDMG|6CGEN|8LWND|9DUR
775	32243 44211	   	171.87	ACR|2VULN|2DMG|1AART|1DUR	17VULN|2LEGI|3AART|4RCR|5aDMG|6LWND|8CGEN|9DUR
776	32243 64211	   	171.87	ACR|2VULN|2DMG|1AART|1DUR	17VULN|2LEGI|3AART|4RCR|5aDMG|6FEWX|8CGEN|9DUR
777	41243 15211	   	171.87	ACR|2VULN|2DMG|1AART|1DUR	1LHND|27VULN|3AART|4RCR|5aDMG|6MBVNT|8CGEN|9DUR
778	41243 24111	   	171.87	ACR|2VULN|2DMG|1AART|1DUR	1LHND|27VULN|3AART|4RCR|5aDMG|6CGEN|8DUST|9DUR
779	26421 24223	 * 	171.86	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUR|2CGEN|39AART|4CDMG|5VULN|6LHND|78DMG|aRCR
780	31611 32432	   	171.85	ACR|3VULN|1AART|1DMG|1CDMG	12aVULN|3DMG|4ERES|5RCR|68LWND|7AART|9CDMG
781	34331 32145	   	171.85	ACR|3VULN|1AART|1DMG|2ASPD	139VULN|29ASPD|4CGEN|5RCR|6LWND|7AART|89DUST|9BPWR|aDMG
782	32264 51112	   	171.82	DCR|3VULN|1AART|1DMG|1DUR	149VULN|2LEGI|3AART|4BPWR|5BELT|6RCR|7DMG|8DUST|aDUR
783	21241 24522	   	171.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUR|2aVULN|3CDMG|4DUST|5ERES|6AART|7DMG|8ZMB|9RCR
784	32241 17353	   	171.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2LEGI|3AART|4RCR|5ERES|6MBVNT|7CDMG|9ZMB|aDMG
785	32242 14156	   	171.80	ACR|2DMG|1AART|1VULN|1CDMG|1ZMB	1VULN|2LEGI|3AART|4RCR|5MBVNT|6CDMG|78DMG|9ZMB|aDUST
786	32242 27353	   	171.80	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2LEGI|3AART|4RCR|5MBVNT|6ERES|7CDMG|9ZMB|aDMG
787	41263 11621	   	171.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14LHND|24VULN|3AART|4BPWR|5DMG|6BEXP|7RCR|8CDMG|9ZMB|aFEWX
788	41263 11622	   	171.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14LHND|24VULN|3AART|4BPWR|5DMG|6BEXP|7RCR|8CDMG|9ZMB|aLIT
789	32243 16641	   	171.77	ACR|2VULN|2DMG|1AART|1DUR	19VULN|2LEGI|3AART|4RCR|5aDMG|6MBVNT|7DUR|8CGEN
790	41241 16441	   	171.77	ACR|2VULN|2DMG|1AART|1DUR	1LHND|29VULN|3AART|4RCR|5ERES|6MBVNT|7DUR|8aDMG
791	41242 26441	   	171.77	ACR|2VULN|2DMG|1AART|1DUR	1LHND|29VULN|3AART|4RCR|5MBVNT|6ERES|7DUR|8aDMG
792	41243 16141	   	171.77	ACR|2VULN|2DMG|1AART|1DUR	1LHND|29VULN|3AART|4RCR|5aDMG|6MBVNT|7DUR|8ERES
793	41243 16341	   	171.77	ACR|2VULN|2DMG|1AART|1DUR	1LHND|29VULN|3AART|4RCR|5aDMG|6MBVNT|7DUR|8TLV
794	32243 15211	   	171.77	ACR|2VULN|2DMG|1AART|1DUR	17VULN|2LEGI|3AART|4RCR|5aDMG|6MBVNT|8CGEN|9DUR
795	32243 24111	   	171.77	ACR|2VULN|2DMG|1AART|1DUR	17VULN|2LEGI|3AART|4RCR|5aDMG|6CGEN|8DUST|9DUR
796	32243 32414	   	171.77	ACR|2VULN|2DMG|1AART|1DUR	1aVULN|2LEGI|3AART|4RCR|58DMG|6TLV|7LWND|9DUR
797	32243 34311	   	171.77	ACR|2VULN|2DMG|1AART|1DUR	17VULN|2LEGI|3AART|4RCR|5aDMG|6TLV|8LHND|9DUR
798	32243 34411	   	171.77	ACR|2VULN|2DMG|1AART|1DUR	17VULN|2LEGI|3AART|4RCR|5aDMG|6TLV|8LWND|9DUR
799	41243 34111	   	171.77	ACR|2VULN|2DMG|1AART|1DUR	1LHND|27VULN|3AART|4RCR|5aDMG|6TLV|8DUST|9DUR
800	25421 24223	   	171.76	DCR|2AART|2DMG|1VULN|1CDMG|1DUR	1DUR|2ERES|39AART|4CDMG|5VULN|6LHND|78DMG|aRCR
801	32235 61433	   	171.76	DCR|2AART|2VULN|1DMG|1CDMG|1DUR	17VULN|2LEGI|35AART|4CGEN|6DMG|8DUR|9CDMG|aRCR
802	34311 32145	   	171.75	ACR|3VULN|1AART|1DMG|2ASPD	139VULN|29ASPD|4ERES|5RCR|6LWND|7AART|89DUST|9BPWR|aDMG
803	33116 21341	 * 	171.74	DCR|3VULN|1AART|1DMG|3DUR|2SELL	159VULN|23SELL|456DUR|5BPWR|7DMG|8RCR|aAART
804	41223 61622	   	171.68	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1LHND|2aVULN|3AART|46FEWX|5DMG|7RCR|8CDMG|9ZMB
805	32241 16441	   	171.67	ACR|2DMG|2VULN|1AART|1DUR	19VULN|2LEGI|3AART|4RCR|5ERES|6MBVNT|7DUR|8aDMG
806	32242 26441	   	171.67	ACR|2DMG|2VULN|1AART|1DUR	19VULN|2LEGI|3AART|4RCR|5MBVNT|6ERES|7DUR|8aDMG
807	32242 78141	   	171.67	ACR|2DMG|2VULN|1AART|1DUR	19VULN|2LEGI|3AART|4RCR|5MBVNT|6DUR|7aDMG|8ERES
808	32242 78341	   	171.67	ACR|2VULN|2DMG|1AART|1DUR	19VULN|2LEGI|3AART|4RCR|5MBVNT|6DUR|7aDMG|8TLV
809	32243 16141	   	171.67	ACR|2DMG|2VULN|1AART|1DUR	19VULN|2LEGI|3AART|4RCR|5aDMG|6MBVNT|7DUR|8ERES
810	32243 16341	   	171.67	ACR|2VULN|2DMG|1AART|1DUR	19VULN|2LEGI|3AART|4RCR|5aDMG|6MBVNT|7DUR|8TLV
811	32243 34111	   	171.67	ACR|2VULN|2DMG|1AART|1DUR	17VULN|2LEGI|3AART|4RCR|5aDMG|6TLV|8DUST|9DUR
812	41263 11211	   	171.65	DCR|2VULN|2DMG|1AART|1DUR	14LHND|24VULN|3AART|4BPWR|5aDMG|6BEXP|7RCR|8CGEN|9DUR
813	41263 21211	   	171.65	DCR|2VULN|2DMG|1AART|1DUR	14LHND|24VULN|3AART|4BPWR|5aDMG|6LWND|7RCR|8CGEN|9DUR
814	41263 41211	   	171.65	DCR|2VULN|2DMG|1AART|1DUR	14LHND|24VULN|3AART|4BPWR|5aDMG|6FEWX|7RCR|8CGEN|9DUR
815	31632 35254	   	171.60	DCR|4VULN|2DMG|1DUR	127aVULN|3aDMG|4CGEN|5DUR|6aLWND|8RCR|9MBVNT|aBPWR
816	22143 34126	   	171.59	ACR|3VULN|2AART|1DMG|1CDMG|1DUR|1MSE	1DUR|2MSE|39AART|4RCR|5DMG|678VULN|aCDMG
817	32263 21521	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2LEGI|3AART|4BPWR|5DMG|6LWND|7RCR|8CDMG|9ZMB|aFEWX
818	32263 21522	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2LEGI|3AART|4BPWR|5DMG|6LWND|7RCR|8CDMG|9ZMB|aLIT
819	32263 21526	   	171.58	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2LEGI|3AART|4BPWR|5DMG|6LWND|7RCR|8CDMG|9ZMB|aCGEN
820	34433 21131	   	171.55	DCR|2VULN|2DMG|1AART|1ASPD	18VULN|2ASPD|3AART|4CGEN|59DMG|6LWND|7RCR|aLHND
821	34433 21134	   	171.55	DCR|2VULN|2DMG|1AART|1ASPD	18VULN|2ASPD|3AART|4CGEN|59DMG|6aLWND|7RCR
822	34463 21131	   	171.55	DCR|2VULN|2DMG|1AART|1ASPD	18VULN|2ASPD|3AART|4MLV|59DMG|6LWND|7RCR|aLHND
823	41263 11511	   	171.55	DCR|2VULN|2DMG|1AART|1DUR	14LHND|24VULN|3AART|4BPWR|5aDMG|6BEXP|7RCR|8ERES|9DUR
824	23623 32244	   	171.55	DCR|2VULN|2DMG|1AART|2DUR	18DUR|2LHND|38DMG|4DUST|5AIRHEA|6AART|78VULN|8BPWR|9RCR|aRCVC
825	41611 21134	   	171.52	DCR|3VULN|1AART|1DMG|1ASPD	1LHND|28aVULN|3DMG|4RCVC|5AART|6LWND|7RCR|9ASPD
826	21611 11116	   	171.52	DCR|3VULN|1AART|1DMG|1DUR	1DUR|28aVULN|3DMG|4RCVC|5AART|6BEXP|7RCR|9BELT
827	21611 11144	   	171.52	DCR|3VULN|1AART|1DMG|1DUR	1DUR|28aVULN|3DMG|4RCVC|5AART|6BEXP|7RCR|9MLV
828	21611 21144	   	171.52	DCR|3VULN|1AART|1DMG|1DUR	1DUR|28aVULN|3DMG|4RCVC|5AART|6LWND|7RCR|9MLV
829	21611 41116	   	171.52	DCR|3VULN|1AART|1DMG|1DUR	1DUR|28aVULN|3DMG|4RCVC|5AART|6FEWX|7RCR|9BELT
830	44311 21134	   	171.52	DCR|3VULN|1AART|1DMG|1ASPD	1LHND|2ASPD|38aVULN|4RCVC|5AART|6LWND|7RCR|9DMG
831	31612 35254	   	171.50	DCR|4VULN|2DMG|1DUR	127aVULN|3aDMG|4ERES|5DUR|6aLWND|8RCR|9MBVNT|aBPWR
832	32263 21525	   	171.48	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	14VULN|2LEGI|3AART|4BPWR|5DMG|6LWND|7RCR|8CDMG|9ZMB|aDUST
833	31631 35631	   	171.47	ACR|3VULN|2DMG|1CDMG|1DUR	127VULN|38DMG|4CGEN|5RCR|6LWND|9DUR|aCDMG
834	41313 43331	   	171.47	ACR|3VULN|2DMG|1CDMG|1DUR	1LHND|238VULN|4CGEN|5RCR|67DMG|9DUR|aCDMG
835	31631 12124	   	171.47	ACR|3VULN|2DMG|1CDMG|1DUR	12aVULN|38DMG|4CGEN|5RCR|6RMIN|7DUR|9CDMG
836	31631 12324	   	171.47	ACR|3VULN|2DMG|1CDMG|1DUR	12aVULN|39DMG|4CGEN|5RCR|6RMIN|7DUR|8CDMG
837	34331 12154	 * 	171.47	ACR|3VULN|2DMG|2ASPD|1DUR	13aVULN|2aASPD|4CGEN|5RCR|6RMIN|7DUR|8aDMG|9MBVNT|aBPWR
838	34331 33154	   	171.47	ACR|3VULN|2DMG|1CDMG|1ASPD	13aVULN|2ASPD|4CGEN|5RCR|6LWND|78DMG|9CDMG
839	34453 21131	   	171.45	DCR|2VULN|2DMG|1AART|1ASPD	18VULN|2ASPD|3AART|4TLV|59DMG|6LWND|7RCR|aLHND
840	32263 11211	   	171.45	DCR|2VULN|2DMG|1AART|1DUR	14VULN|2LEGI|3AART|4BPWR|5aDMG|6BEXP|7RCR|8CGEN|9DUR
