0	Index      	 *	Score 	Summary	Detail	
1	23222 42526	 * 	180.39	DCR|3VULN|2DMG|1CDMG|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|59aVULN|7RCR|8CDMG
652	23222 62515	   	153.76	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1MLV|2DMG|39ASPD|4DUR|56VULN|7RCR|8CDMG|aLSRICY
653	23222 62562	   	153.76	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1MLV|2DMG|3aASPD|4DUR|56VULN|7RCR|8CDMG|9LIT
654	21111 35622	 * 	153.76	DCR|2VULN|1DMG|2ASPD|1FLTHEA|1DUR	1MLV|29VULN|3aASPD|4DUR|5FEWX|6DMG|7RCR|8FLTHEA
655	21411 35622	   	153.76	DCR|2VULN|1DMG|2ASPD|1FLTHEA|1DUR	1MLV|29VULN|3DMG|4DUR|5FEWX|6aASPD|7RCR|8FLTHEA
656	23223 42516	   	153.76	DCR|2DMG|1VULN|2ASPD|1CDMG|1DUR	1MLV|26DMG|39ASPD|4DUR|5FEWX|7RCR|8CDMG|aVULN
657	23223 65622	   	153.76	DCR|2VULN|1DMG|2ASPD|1FLTHEA|1DUR	1MLV|2DMG|3aASPD|4DUR|5FEWX|69VULN|7RCR|8FLTHEA
658	23611 35622	   	153.76	DCR|2VULN|1DMG|2ASPD|1FLTHEA|1DUR	1MLV|2DMG|39VULN|4DUR|5FEWX|6aASPD|7RCR|8FLTHEA
659	23223 43231	   	153.70	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5FEWX|7AART|8VULN|9RCR|aLIT
660	23223 43235	   	153.70	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5FEWX|7AART|8VULN|9RCR|aLHND
661	21422 31344	   	153.68	DCR|3VULN|1AART|1DMG	1MLV|267VULN|3DMG|4RPLT|5FEWX|8RMIN|9RCR|aAART
662	23622 31344	   	153.68	DCR|3VULN|1AART|1DMG	1MLV|2DMG|367VULN|4RPLT|5FEWX|8RMIN|9RCR|aAART
663	21114 42511	   	153.66	DCR|2DMG|1VULN|2ASPD|1CDMG|1DUR	1MLV|2VULN|39ASPD|4DUR|56DMG|7RCR|8CDMG|aERES
664	21114 42512	   	153.66	DCR|2DMG|1VULN|2ASPD|1CDMG|1DUR	1MLV|2VULN|39ASPD|4DUR|56DMG|7RCR|8CDMG|aTLV
665	21114 42513	   	153.66	DCR|2DMG|1VULN|2ASPD|1CDMG|1DUR	1MLV|2VULN|39ASPD|4DUR|56DMG|7RCR|8CDMG|aDUST
666	21114 62511	   	153.66	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1MLV|26VULN|39ASPD|4DUR|5DMG|7RCR|8CDMG|aERES
667	21114 62512	   	153.66	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1MLV|26VULN|39ASPD|4DUR|5DMG|7RCR|8CDMG|aTLV
668	21114 62513	   	153.66	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1MLV|26VULN|39ASPD|4DUR|5DMG|7RCR|8CDMG|aDUST
669	23222 42511	   	153.66	DCR|2DMG|1VULN|2ASPD|1CDMG|1DUR	1MLV|26DMG|39ASPD|4DUR|5VULN|7RCR|8CDMG|aERES
670	23222 42512	   	153.66	DCR|2DMG|1VULN|2ASPD|1CDMG|1DUR	1MLV|26DMG|39ASPD|4DUR|5VULN|7RCR|8CDMG|aTLV
671	23222 42513	   	153.66	DCR|2DMG|1VULN|2ASPD|1CDMG|1DUR	1MLV|26DMG|39ASPD|4DUR|5VULN|7RCR|8CDMG|aDUST
672	23222 62511	   	153.66	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1MLV|2DMG|39ASPD|4DUR|56VULN|7RCR|8CDMG|aERES
673	23222 62512	   	153.66	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1MLV|2DMG|39ASPD|4DUR|56VULN|7RCR|8CDMG|aTLV
674	23222 62513	   	153.66	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1MLV|2DMG|39ASPD|4DUR|56VULN|7RCR|8CDMG|aDUST
675	31622 63132	   	153.64	ACR|3DMG|1VULN|1ZMB|1DUR	1DUR|2BEXP|367DMG|4RCR|59LHND|8VULN|aZMB
676	22114 43231	   	153.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2DUST|3ASPD|4DUR|56DMG|7AART|8VULN|9RCR|aLIT
677	22114 43235	   	153.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1aMLV|2DUST|3ASPD|4DUR|56DMG|7AART|8VULN|9RCR
678	23213 43236	   	153.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUST|5FEWX|7AART|8VULN|9RCR|aDUR
679	23223 43234	   	153.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5FEWX|7AART|8VULN|9RCR|aDUST
680	23223 43236	   	153.60	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|26DMG|3ASPD|4DUR|5FEWX|7AART|8VULN|9RCR|aNUKE
681	21114 32112	   	153.59	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|28VULN|3ASPD|4DUR|5aDMG|6RCVC|7RCR|9LIT
682	23222 32112	   	153.59	DCR|2VULN|2DMG|1ASPD|1DUR	1MLV|2aDMG|3ASPD|4DUR|58VULN|6RCVC|7RCR|9LIT
683	62114 36112	   	153.59	DCR|2VULN|2DMG|1ASPD|1DUR	1RMIN|28VULN|3ASPD|4DUR|5aDMG|6RCVC|7RCR|9LIT
684	32332 34214	 * 	153.55	DCR|2VULN|2ASPD|1CDMG|1FLTHEA|1ZMB|1DUR	1DUR|2CDMG|3ZMB|4aVULN|58ASPD|6CGEN|7FLTHEA|9RCR
685	35331 11223	 * 	153.54	ACR|1AART|2CDMG|1VULN|1FLTHEA|2DUR	16DUR|2AIRHEL|35CDMG|4RCR|7RCVC|8VULN|9FLTHEA|aAART
686	31623 32424	   	153.54	ACR|2DMG|1VULN|2CDMG|2DUR	17DUR|2BEXP|37DMG|4RCR|57CDMG|6LEGI|7BPWR|8TLV|9VULN|aRCVC
687	13133 64263	   	153.53	ACR|2VULN|2DMG|1CDMG|1SELL	1SELL|2RPLT|3RCR|4aBEXP|5CDMG|6LEGI|7aVULN|8aDMG|9BELT|aBPWR
688	25521 63313	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2ERES|3CGEN|4DUR|5aVULN|6RCR|7ZMB|8CDMG|9DMG
689	22114 43234	   	153.50	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2aDUST|3ASPD|4DUR|56DMG|7AART|8VULN|9RCR
690	13222 52614	   	153.50	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1SELL	1SELL|2RPLT|34ZMB|5LHND|6CDMG|7RCR|8VULN|9DMG|aAART
691	31212 36166	   	153.47	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1DUR|2BEXP|3SELL|4CDMG|58VULN|6RCVC|7RCR|9ZMB|aDMG
692	32332 14214	   	153.45	DCR|2VULN|2ASPD|1CDMG|1FLTHEA|1ZMB|1DUR	1DUR|2CDMG|3ZMB|4aVULN|58ASPD|6TLV|7FLTHEA|9RCR
693	13154 24233	   	153.43	ACR|2VULN|2DMG|1CDMG|1SELL	1SELL|2RPLT|3RCR|4MLV|57DMG|6CGEN|89VULN|aCDMG
694	66212 33242	   	153.43	DCR|3VULN|1AART|2DUR|2RCVC	1RMIN|28DUR|36RCVC|48DUST|58aVULN|7AART|8BPWR|9RCR
695	51621 12141	   	153.41	ACR|2DMG|1VULN|2CDMG|1ZMB	19FEWX|2BEXP|39DMG|4RCR|5LIT|6ZMB|7RCVC|89CDMG|9BPWR|aVULN
696	62424 21324	   	153.39	DCR|2VULN|2DMG|1ASPD|1DUR	1RMIN|28VULN|39DMG|4RPLT|5MBVNT|6RCR|7DUR|aASPD
697	21623 51342	   	153.36	DCR|2VULN|1AART|1DMG|2DUR	1MLV|26VULN|3DMSP|46DUR|5AART|6BPWR|7DMG|8RMIN|9RCR|aCGEN
698	21114 23543	   	153.35	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1MLV|2aVULN|3ASPD|4DUR|5DMG|6CGEN|7ZMB|8CDMG|9RCR
699	23222 23543	   	153.35	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1MLV|2DMG|3ASPD|4DUR|5aVULN|6CGEN|7ZMB|8CDMG|9RCR
700	32162 51134	   	153.35	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2CDMG|3LWND|4DMG|5ASPD|6LHND|7aVULN|8ZMB|9RCR
701	32162 51136	   	153.35	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2CDMG|3LWND|4aDMG|5ASPD|6LHND|7VULN|8ZMB|9RCR
702	32262 51134	   	153.35	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2CDMG|3BEXP|4DMG|5ASPD|6LHND|7aVULN|8ZMB|9RCR
703	32262 51136	   	153.35	DCR|2DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1DUR|2CDMG|3BEXP|4aDMG|5ASPD|6LHND|7VULN|8ZMB|9RCR
704	21623 51341	   	153.26	DCR|2VULN|1AART|1DMG|2DUR	1MLV|26VULN|3DMSP|46DUR|5AART|6BPWR|7DMG|8RMIN|9RCR|aDUST
705	21623 51343	   	153.26	DCR|2VULN|1AART|1DMG|2DUR	1MLV|26VULN|3DMSP|46DUR|5AART|6BPWR|7DMG|8RMIN|9RCR|aLEGI
706	35333 21533	   	153.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|2AIRHEL|3CDMG|4RCR|5DMG|6BEXP|7AART|8LIT|9VULN
707	35333 21624	   	153.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|2AIRHEL|3CDMG|4RCR|5DMG|6BEXP|7AART|8RPLT|9VULN
708	11212 65136	   	153.23	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1SELL|2LWND|3BEXP|4CDMG|5VULN|6RMIN|7AART|8aDMG|9RCR
709	51212 25136	   	153.23	DCR|2DMG|1AART|1VULN|1CDMG|1SELL	1FEWX|2BEXP|3SELL|4CDMG|5VULN|6CGEN|7AART|8aDMG|9RCR
710	24222 32226	   	153.22	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MLV|2ZMB|3ASPD|4DUR|5VULN|6RCVC|7RCR|8FEWX|9AART|aDMG
711	24222 32426	   	153.22	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MLV|2ZMB|3ASPD|4DUR|5VULN|6RCVC|7RCR|8BEXP|9AART|aDMG
712	24223 32126	   	153.22	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MLV|2ZMB|3ASPD|4DUR|5FEWX|6RCVC|7RCR|8VULN|9AART|aDMG
713	14523 52323	   	153.22	ACR|2VULN|2DMG|2DUR|1SELL	1SELL|29VULN|3RCVC|4RCR|56CGEN|79DMG|89DUR|9BPWR|aLHND
714	21134 42232	   	153.22	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|2VULN|3ASPD|4LHND|569DMG|7RCR|8FEWX|aZMB
715	21134 42332	   	153.22	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|2VULN|3ASPD|4LHND|569DMG|7RCR|8LWND|aZMB
716	21134 42432	   	153.22	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|2VULN|3ASPD|4LHND|569DMG|7RCR|8BEXP|aZMB
717	21164 42332	   	153.22	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|2VULN|3ASPD|4BEXP|569DMG|7RCR|8LWND|aZMB
718	23232 42232	   	153.22	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|269DMG|3ASPD|4LHND|5VULN|7RCR|8FEWX|aZMB
719	23232 42332	   	153.22	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|269DMG|3ASPD|4LHND|5VULN|7RCR|8LWND|aZMB
720	23232 42432	   	153.22	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|269DMG|3ASPD|4LHND|5VULN|7RCR|8BEXP|aZMB
721	23233 42132	   	153.22	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|269DMG|3ASPD|4LHND|5FEWX|7RCR|8VULN|aZMB
722	23236 42132	   	153.22	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|269DMG|3ASPD|4LHND|5LWND|7RCR|8VULN|aZMB
723	26134 42132	   	153.22	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|2LWND|3ASPD|4LHND|569DMG|7RCR|8VULN|aZMB
724	31623 43224	   	153.18	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|29BEXP|3DMG|4RCR|5CDMG|6ASPD|7CGEN|8VULN|aAART
725	25323 24121	   	153.17	ACR|2VULN|2DMG|1ZMB|1DUR	1MLV|2aERES|3LWND|4RPLT|5RCR|6ZMB|7aVULN|8DUR|9aDMG|aBPWR
726	52332 14233	   	153.16	DCR|3VULN|1CDMG|1FLTHEA|1ZMB|1ASPD	1FEWX|2CDMG|3ZMB|489VULN|5ASPD|6TLV|7FLTHEA|aRCR
727	35333 31624	   	153.14	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|2AIRHEL|3CDMG|4RCR|5DMG|6DUST|7AART|8RPLT|9VULN
728	14423 23631	 * 	153.14	ACR|3VULN|2DMG|1SELL	1SELL|29aVULN|3DMSP|4RCR|59CGEN|6LIT|7DUST|89DMG|9BPWR
729	21134 42632	   	153.12	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|2VULN|3ASPD|4LHND|569DMG|7RCR|8LEGI|aZMB
730	23232 42632	   	153.12	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|269DMG|3ASPD|4LHND|5VULN|7RCR|8LEGI|aZMB
731	23252 42232	   	153.12	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|269DMG|3ASPD|4LEGI|5VULN|7RCR|8FEWX|aZMB
732	23252 42332	   	153.12	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|269DMG|3ASPD|4LEGI|5VULN|7RCR|8LWND|aZMB
733	23252 42432	   	153.12	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|269DMG|3ASPD|4LEGI|5VULN|7RCR|8BEXP|aZMB
734	23252 42632	   	153.12	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|269DMG|3ASPD|4LEGI|5VULN|7RCR|8LHND|aZMB
735	23253 42132	   	153.12	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|269DMG|3ASPD|4LEGI|5FEWX|7RCR|8VULN|aZMB
736	23256 42132	   	153.12	DCR|3DMG|1VULN|1ZMB|1ASPD	1MLV|269DMG|3ASPD|4LEGI|5LWND|7RCR|8VULN|aZMB
737	22623 24121	   	153.07	ACR|2VULN|2DMG|1ZMB|1DUR	1MLV|2aDUST|3ERES|4RPLT|5RCR|6ZMB|7aVULN|8DUR|9aDMG|aBPWR
738	25423 24121	   	153.07	ACR|2VULN|2DMG|1ZMB|1DUR	1MLV|2aERES|3DUST|4RPLT|5RCR|6ZMB|7aVULN|8DUR|9aDMG|aBPWR
739	31623 34134	   	153.04	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	18DUR|2BEXP|3DMG|4RCR|5CDMG|6LEGI|7VULN|9RCVC|aAART
740	21222 54212	   	153.03	DCR|4VULN|1ZMB|1DUR|2RCVC	1MLV|258aVULN|36RCVC|4DUR|7RCR|9ZMB
741	21533 43153	   	153.02	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	14MLV|2VULN|3DUST|5AART|6ZMB|7RCR|8DMG|9ASPD|aDUR
742	21613 43153	   	153.02	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1MLV|2VULN|3DMSP|4DUST|5AART|6ZMB|7RCR|8DMG|9ASPD|aDUR
743	21131 33546	   	153.00	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|2aVULN|3ASPD|4LHND|5FEWX|67DMG|8CDMG|9RCR
744	34232 56132	   	152.97	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2ERES|3RCVC|4TLV|5DMG|68VULN|7RCR|9MLV|aAART
745	34232 64232	   	152.97	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2ERES|3RCVC|4TLV|56DMG|7RCR|8VULN|9MLV|aAART
746	11126 63136	   	152.95	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1SELL|257LWND|3LHND|47DMG|67VULN|7BPWR|8DUR|9RCR|aCDMG
747	11226 63136	   	152.95	DCR|2VULN|2DMG|1CDMG|1DUR|1SELL	1SELL|257LWND|3BEXP|47DMG|67VULN|7BPWR|8DUR|9RCR|aCDMG
748	13115 33121	   	152.94	ACR|2DMG|1AART|1VULN|1ASPD|1SELL	1SELL|2RPLT|3RCR|4FEWX|5ASPD|67DMG|8VULN|9AART|aLIT
749	13115 33125	   	152.94	ACR|2DMG|1AART|1VULN|1ASPD|1SELL	1SELL|2RPLT|3RCR|4FEWX|5ASPD|67DMG|8VULN|9AART|aLHND
750	62212 23242	   	152.92	DCR|4VULN|1AART	1RMIN|258aVULN|3RCVC|48DUST|68BEXP|7AART|8BPWR|9RCR
751	23212 13546	   	152.90	DCR|2VULN|2DMG|1CDMG|1ASPD	1MLV|27DMG|3ASPD|4DUST|5aVULN|6LHND|8CDMG|9RCR
752	31624 13125	   	152.89	ACR|2DMG|1AART|1VULN|1DUR	1DUR|2BEXP|37DMG|4RCR|5RCVC|6LWND|8VULN|9DUST|aAART
753	31623 41226	   	152.86	ACR|2DMG|1VULN|1CDMG|2DUR|1ASPD	1aDUR|2BEXP|38DMG|4RCR|5CDMG|6ASPD|7VULN|9LWND
754	31623 41262	   	152.86	ACR|2DMG|1VULN|1CDMG|2DUR|1ASPD	1aDUR|2BEXP|38DMG|4RCR|5CDMG|6ASPD|7VULN|9LIT
755	13115 33124	   	152.84	ACR|2DMG|1AART|1VULN|1ASPD|1SELL	1SELL|2RPLT|3RCR|4FEWX|5ASPD|67DMG|8VULN|9AART|aDUST
756	13115 33126	   	152.84	ACR|2DMG|1AART|1VULN|1ASPD|1SELL	1SELL|2RPLT|3RCR|4FEWX|5ASPD|67DMG|8VULN|9AART|aNUKE
757	13153 33633	   	152.84	ACR|2DMG|1AART|1VULN|1ASPD|1SELL	1SELL|2RPLT|3RCR|4MLV|5DUST|6ASPD|78DMG|9AART|aVULN
758	21111 35614	   	152.77	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1MLV|2VULN|3ASPD|4DUR|5FEWX|6DMG|7RCR|8FLTHEA|9LIT|aAART
759	31623 41533	   	152.76	ACR|2DMG|1VULN|1CDMG|2DUR|1ASPD	1aDUR|2BEXP|39DMG|4RCR|5CDMG|6ASPD|7VULN|8DLOT
760	35333 61224	   	152.76	ACR|2VULN|1DMG|1CDMG|2DUR|1ASPD	17DUR|2AIRHEL|3CDMG|4RCR|5DMG|6aVULN|8ASPD|9CGEN
761	35333 61234	   	152.76	ACR|2DMG|1VULN|1CDMG|2DUR|1ASPD	17DUR|2AIRHEL|3CDMG|4RCR|5aDMG|6VULN|8ASPD|9FEWX
762	13123 33633	   	152.74	ACR|2DMG|1AART|1VULN|1ASPD|1SELL	1SELL|2RPLT|3RCR|4TLV|5DUST|6ASPD|78DMG|9AART|aVULN
763	51623 13213	 * 	152.71	ACR|1AART|1DMG|2CDMG|1FLTHEA|1ZMB	1FEWX|2BEXP|3DMG|4RCR|58CDMG|6RCVC|7FLTHEA|9ZMB|aAART
764	14522 23335	   	152.69	ACR|2VULN|1AART|1CDMG|1ZMB|1SELL	1SELL|2aVULN|3RCVC|4RCR|5DUST|6CDMG|7AART|8RPLT|9ZMB
765	16632 11111	   	152.69	ACR|2VULN|1AART|1CDMG|1ZMB|1SELL	1SELL|2AIRHEL|3LWND|4RCR|5AART|69VULN|7RCVC|8CDMG|aZMB
766	21424 24451	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2aVULN|3DMG|4RPLT|5MBVNT|6RCR|7BEXP|8DUR|9AART
767	23324 21351	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2DMG|3LWND|4RPLT|5MBVNT|6RCR|7DUR|8aVULN|9AART
768	23624 24451	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2DMG|3aVULN|4RPLT|5MBVNT|6RCR|7BEXP|8DUR|9AART
769	21424 24383	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1MLV|28VULN|3DMG|4RPLT|5MBVNT|6RCR|7BEXP|9AART|aDUR
770	23624 24383	   	152.66	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2DMG|38VULN|4RPLT|5MBVNT|6RCR|7BEXP|9AART|aDUR
771	32563 63213	 * 	152.64	DCR|2VULN|1DMG|1CDMG|2DUR|1ASPD	1aDUR|2CDMG|3aVULN|4DMG|5RPLT|6BELT|7RCR|8ASPD|9aLIT|aBPWR
772	31623 54112	   	152.64	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	19DUR|2BEXP|3DMG|4RCR|5CDMG|6DUST|7VULN|8AART|aLHND
773	42121 64212	   	152.64	DCR|2AART|1VULN|1DMG|1CDMG	1LWND|2CDMG|3LHND|4BEXP|5DLOT|68AART|7RCR|9VULN|aDMG
774	13364 33132	   	152.62	DCR|3VULN|2DMG|1SELL	1SELL|2RPLT|39aVULN|45DMG|6LWND|7RCR|8MGNSTR
775	31623 41216	   	152.62	ACR|2DMG|1VULN|1CDMG|2DUR|1ASPD|1SELL	1aDUR|2BEXP|38DMG|4RCR|5CDMG|6ASPD|7VULN|9SELL
776	21411 21643	   	152.60	DCR|3DMG|2VULN|1DUR	1MLV|28VULN|379DMG|4DUR|5FEWX|6BEXP|aRCR
777	21413 21643	   	152.60	DCR|3DMG|2VULN|1DUR	1MLV|28VULN|379DMG|4DUR|5LHND|6BEXP|aRCR
778	23611 21643	   	152.60	DCR|3DMG|2VULN|1DUR	1MLV|279DMG|38VULN|4DUR|5FEWX|6BEXP|aRCR
779	23613 21643	   	152.60	DCR|3DMG|2VULN|1DUR	1MLV|279DMG|38VULN|4DUR|5LHND|6BEXP|aRCR
780	62411 21633	   	152.60	DCR|3DMG|2VULN|1DUR	1RMIN|28VULN|379DMG|4DUR|5FEWX|6BEXP|aRCR
781	16432 11111	   	152.59	ACR|2VULN|1AART|1CDMG|1ZMB|1SELL	1SELL|2AIRHEL|3LEGI|4RCR|5AART|69VULN|7RCVC|8CDMG|aZMB
782	25212 43152	   	152.59	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	1MLV|2ERES|39ASPD|4DUST|5AART|6ZMB|7RCR|8DMG|aVULN
783	31622 43125	   	152.59	ACR|2DMG|1AART|1VULN|1DUR	1DUR|2BEXP|37DMG|4RCR|5LHND|6RCVC|8VULN|9DUST|aAART
784	31623 54111	   	152.54	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	19DUR|2BEXP|3DMG|4RCR|5CDMG|6DUST|7VULN|8AART|aLEGI
785	31623 54113	   	152.54	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	19DUR|2BEXP|3DMG|4RCR|5CDMG|6DUST|7VULN|8AART|aERES
786	35333 21134	   	152.54	ACR|1AART|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|5DMG|6BEXP|7AART|8CGEN|9FLTHEA|aZMB
787	35333 21234	   	152.54	ACR|1AART|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|5DMG|6BEXP|7AART|8MLV|9FLTHEA|aZMB
788	14432 35121	   	152.51	DCR|3VULN|1AART|1ZMB|1DUR|1SELL	1SELL|268VULN|3DMSP|4AART|5DUR|7ZMB|9LIT|aRCR
789	31215 24351	   	152.51	DCR|2VULN|1AART|2CDMG|2DUR|1SELL	1aDUR|2BEXP|3SELL|4aCDMG|5LIT|6AART|7LWND|8aVULN|9RCR|aBPWR
790	31215 25351	   	152.51	DCR|2VULN|1AART|2CDMG|2DUR|1SELL	1aDUR|2BEXP|3SELL|4aCDMG|5LIT|6AART|7FEWX|8aVULN|9RCR|aBPWR
791	31662 22343	   	152.50	DCR|3DMG|2VULN|1DUR	1DUR|2BEXP|349DMG|58VULN|6CGEN|7LEGI|aRCR
792	62412 21633	   	152.50	DCR|3DMG|2VULN|1DUR	1RMIN|28VULN|379DMG|4DUR|5LEGI|6BEXP|aRCR
793	32261 53216	   	152.47	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|2CDMG|3BEXP|4DMG|5RMIN|69AART|7VULN|8CGEN|aRCR
794	21432 24242	 * 	152.47	DCR|2AART|2VULN|1DMG	1MLV|28VULN|3DMG|4LHND|56AART|7aCGEN|9RCR
795	21432 24243	   	152.47	DCR|2AART|2VULN|1DMG	1MLV|28VULN|3DMG|4LHND|56AART|7CGEN|9RCR|aRPLT
796	23632 24242	   	152.47	DCR|2AART|2VULN|1DMG	1MLV|2DMG|38VULN|4LHND|56AART|7aCGEN|9RCR
797	23632 24243	   	152.47	DCR|2AART|2VULN|1DMG	1MLV|2DMG|38VULN|4LHND|56AART|7CGEN|9RCR|aRPLT
798	21253 63418	   	152.47	DCR|2VULN|1AART|1DMG|1DUR	1MLV|2aVULN|3RCVC|4DMSP|5MBVNT|6DUR|7AART|8RCR|9DMG
799	35333 24231	   	152.46	ACR|1AART|1DMG|2CDMG|1VULN|1DUR	1DUR|2AIRHEL|38CDMG|4RCR|5DMG|6BEXP|7VULN|9LHND|aAART
800	35333 63231	   	152.46	ACR|1AART|1DMG|2CDMG|1VULN|1DUR	1DUR|2AIRHEL|38CDMG|4RCR|5DMG|6VULN|7BEXP|9LHND|aAART
801	55333 61231	   	152.46	ACR|1AART|1DMG|2CDMG|1VULN|1DUR	1FEWX|2AIRHEL|38CDMG|4RCR|5DMG|6VULN|7DUR|9LHND|aAART
802	62223 13242	   	152.45	DCR|3VULN|1AART|2DUR	1RMIN|268VULN|3RCVC|48DUR|5AART|78LWND|8BPWR|9RCR|aCGEN
803	62223 13243	   	152.45	DCR|3VULN|1AART|2DUR	1RMIN|268VULN|3RCVC|48DUR|5AART|78LWND|8BPWR|9RCR|aDMSP
804	62223 13245	   	152.45	DCR|3VULN|1AART|2DUR	1RMIN|268VULN|3RCVC|48DUR|5AART|78aLWND|8BPWR|9RCR
805	62223 13246	   	152.45	DCR|3VULN|1AART|2DUR	1RMIN|268VULN|3RCVC|48DUR|5AART|78LWND|8BPWR|9RCR|aLIT
806	62223 16242	   	152.45	DCR|3VULN|1AART|2DUR	1RMIN|268VULN|3RCVC|48DUR|5AART|78BEXP|8BPWR|9RCR|aCGEN
807	23222 42541	   	152.44	DCR|2DMG|1VULN|1CDMG|2DUR|1ASPD	1MLV|26DMG|3ASPD|4aDUR|5VULN|7RCR|8CDMG|9RMIN
808	23222 62541	   	152.44	DCR|2VULN|1DMG|1CDMG|2DUR|1ASPD	1MLV|2DMG|3ASPD|4aDUR|56VULN|7RCR|8CDMG|9RMIN
809	35333 31134	   	152.44	ACR|1AART|1DMG|1CDMG|1FLTHEA|1ZMB|1DUR	1DUR|2AIRHEL|3CDMG|4RCR|5DMG|6DUST|7AART|8CGEN|9FLTHEA|aZMB
