0	Index      	Bounty	 *	Score 	Summary	Detail	
1	52322 15112	5	 * 	264.69	DCR|3VULN|2DUR|1TLV|1DMG|1CDMG	1LHND|28aVULN|37DUR|4CDMG|5TLV|6DMG|9RCR
699	32634 24112	10	   	239.45	DCR|3VULN|2TLV|2DUR	17aLWND|25aVULN|37DUR|4RCVC|67LHND|7aBPWR|8RCR|9aTLV
700	32355 21232	10	   	239.43	DCR|5VULN|1TLV	19LWND|24789VULN|3DUST|5TLV|69ERES|9BPWR|aRCR
701	62355 21232	10	   	239.43	DCR|5VULN|1TLV	19BEXP|24789VULN|3DUST|5TLV|69ERES|9BPWR|aRCR
702	32354 11262	10	   	239.43	DCR|5VULN|1TLV	19LWND|24579VULN|389DUST|6RCR|9BPWR|aTLV
703	32354 14222	10	   	239.43	DCR|5VULN|1TLV	17LWND|24579VULN|378DUST|6RCR|7BPWR|aTLV
704	25261 43437	10	   	239.43	DCR|5VULN|1TLV	13MLV|2468aVULN|5MBVNT|7TLV|9RCR
705	32155 21224	10	   	239.43	DCR|5VULN|1TLV	1LWND|2478aVULN|3LHND|5TLV|6ERES|9RCR
706	32155 21226	9	   	239.43	DCR|5VULN|1TLV	1LWND|2478aVULN|3LHND|5TLV|6ERES|9RCR
707	32255 21224	10	   	239.43	DCR|5VULN|1TLV	1LWND|2478aVULN|3BEXP|5TLV|6ERES|9RCR
708	32255 21226	9	   	239.43	DCR|5VULN|1TLV	1LWND|2478aVULN|3BEXP|5TLV|6ERES|9RCR
709	14611 31122	5	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|2RPLT|35DUR|456VULN|5BPWR|7LHND|8RCR|9TLV|aBEXP
710	14611 31123	5	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|2RPLT|35DUR|456VULN|5BPWR|7LHND|8RCR|9TLV|aZMB
711	14611 32121	5	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|2RPLT|35DUR|456VULN|5BPWR|7FEWX|8RCR|9TLV|aLHND
712	14611 32122	5	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|2RPLT|35DUR|456VULN|5BPWR|7FEWX|8RCR|9TLV|aRMIN
713	14611 32123	5	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|2RPLT|35DUR|456VULN|5BPWR|7FEWX|8RCR|9TLV|aMLV
714	14611 32125	5	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|2RPLT|35DUR|456VULN|5BPWR|7FEWX|8RCR|9TLV|aBEXP
715	14611 62111	9	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|2RPLT|35DUR|459VULN|5BPWR|6TLV|7DMSP|8RCVC|aRCR
716	12154 31111	10	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4MLV|567VULN|6BPWR|8RCR|9TLV|aBEXP
717	12154 31112	10	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4MLV|567VULN|6BPWR|8RCR|9TLV|aLWND
718	12154 31113	10	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4MLV|567VULN|6BPWR|8RCR|9TLV|aBELT
719	12154 31114	10	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4MLV|567VULN|6BPWR|8RCR|9TLV|aRMIN
720	12154 31114	9	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4MLV|567VULN|6BPWR|8RCR|9TLV|aCGEN
721	12154 31115	10	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3aLHND|4MLV|567VULN|6BPWR|8RCR|9TLV
722	12154 31115	9	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4MLV|567VULN|6BPWR|8RCR|9TLV|aBEXP
723	12154 31116	10	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4MLV|567VULN|6BPWR|8RCR|9TLV|aDMSP
724	12244 31111	10	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4FEWX|567VULN|6BPWR|8RCR|9TLV|aBEXP
725	12244 31112	10	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4FEWX|567VULN|6BPWR|8RCR|9TLV|aLWND
726	12244 31113	10	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4FEWX|567VULN|6BPWR|8RCR|9TLV|aRCVC
727	12244 31114	9	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4FEWX|567VULN|6BPWR|8RCR|9TLV|aCGEN
728	12244 31114	10	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4FEWX|567VULN|6BPWR|8RCR|9TLV|aRMIN
729	12244 31115	10	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4FEWX|567VULN|6BPWR|8RCR|9TLV|aLHND
730	12244 31115	9	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4FEWX|567VULN|6BPWR|8RCR|9TLV|aBEXP
731	12444 31111	10	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3CGEN|4FEWX|567VULN|6BPWR|8RCR|9TLV|aBEXP
732	12444 31112	10	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3CGEN|4FEWX|567VULN|6BPWR|8RCR|9TLV|aLWND
733	12444 31113	10	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3CGEN|4FEWX|567VULN|6BPWR|8RCR|9TLV|aRCVC
734	12654 31111	10	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LWND|4MLV|567VULN|6BPWR|8RCR|9TLV|aBEXP
735	12654 31112	10	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3aLWND|4MLV|567VULN|6BPWR|8RCR|9TLV
736	14611 63121	5	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|2RPLT|35DUR|457VULN|5BPWR|6FEWX|8RCR|9TLV|aLHND
737	14611 63122	5	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|2RPLT|35DUR|457VULN|5BPWR|6FEWX|8RCR|9TLV|aRMIN
738	14611 63123	5	   	239.38	DCR|3VULN|2DUR|1TLV	1ASPD|2RPLT|35DUR|457VULN|5BPWR|6FEWX|8RCR|9TLV|aMLV
739	32634 14212	9	   	239.38	DCR|3VULN|2DUR|1TLV	17LWND|257VULN|37DUR|4RCVC|6RCR|7BPWR|8DUST|9TLV|aLIT
740	52334 14212	9	   	239.38	DCR|3VULN|2DUR|1TLV	17LHND|257VULN|37DUR|4RCVC|6RCR|7BPWR|8DUST|9TLV|aLIT
741	32323 62112	6	   	239.37	DCR|4VULN|2DUR|1CDMG	1LWND|268aVULN|3DUST|4CDMG|57DUR|9RCR
742	33623 62112	6	   	239.37	DCR|4VULN|2DUR|1CDMG	1LWND|2DUST|37DUR|4CDMG|568aVULN|9RCR
743	36323 62112	6	   	239.37	DCR|4VULN|2DUR|1CDMG	1LWND|27DUR|3DUST|4CDMG|568aVULN|9RCR
744	14611 31523	10	   	239.36	DCR|2VULN|3DUR|2DMG	1ASPD|2RPLT|359DUR|45VULN|5BPWR|6CGEN|78DMG|aRCR
745	32355 21224	10	   	239.33	DCR|5VULN|1TLV	1LWND|2478aVULN|3DUST|5TLV|6ERES|9RCR
746	62355 21223	9	   	239.33	DCR|5VULN|1TLV	1BEXP|2478aVULN|3DUST|5TLV|6ERES|9RCR
747	12124 31111	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4ERES|567VULN|6BPWR|8RCR|9TLV|aBEXP
748	12124 31112	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4ERES|567VULN|6BPWR|8RCR|9TLV|aLWND
749	12124 31113	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4ERES|567VULN|6BPWR|8RCR|9TLV|aBELT
750	12124 31114	9	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4ERES|567VULN|6BPWR|8RCR|9TLV|aCGEN
751	12124 31114	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4ERES|567VULN|6BPWR|8RCR|9TLV|aRMIN
752	12124 31115	9	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4ERES|567VULN|6BPWR|8RCR|9TLV|aBEXP
753	12124 31115	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3aLHND|4ERES|567VULN|6BPWR|8RCR|9TLV
754	12124 31116	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4ERES|567VULN|6BPWR|8RCR|9TLV|aDMSP
755	12124 31614	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4ERES|567VULN|6BPWR|8BEXP|9TLV|aRCR
756	12234 31111	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8RCR|9TLV|aBEXP
757	12234 31112	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8RCR|9TLV|aLWND
758	12234 31113	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8RCR|9TLV|aRCVC
759	12234 31114	9	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8RCR|9TLV|aCGEN
760	12234 31114	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8RCR|9TLV|aRMIN
761	12234 31115	9	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8RCR|9TLV|aBEXP
762	12234 31115	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8RCR|9TLV|aLHND
763	12234 31614	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8BEXP|9TLV|aRCR
764	12254 13162	6	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|28DUR|3MLV|45aVULN|6RCR|7TLV|9RCVC
765	12254 21116	9	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2aDUR|3MLV|457VULN|6LHND|8RCR|9TLV
766	12434 31111	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3CGEN|4DUST|567VULN|6BPWR|8RCR|9TLV|aBEXP
767	12434 31112	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3CGEN|4DUST|567VULN|6BPWR|8RCR|9TLV|aLWND
768	12434 31113	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3CGEN|4DUST|567VULN|6BPWR|8RCR|9TLV|aRCVC
769	12434 31114	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3CGEN|4DUST|567VULN|6BPWR|8RCR|9TLV|aRMIN
770	12434 31114	9	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3aCGEN|4DUST|567VULN|6BPWR|8RCR|9TLV
771	12434 31115	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3CGEN|4DUST|567VULN|6BPWR|8RCR|9TLV|aLHND
772	12434 31115	9	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3CGEN|4DUST|567VULN|6BPWR|8RCR|9TLV|aRMIN
773	12624 31111	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LWND|4ERES|567VULN|6BPWR|8RCR|9TLV|aBEXP
774	12624 31112	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3aLWND|4ERES|567VULN|6BPWR|8RCR|9TLV
775	12624 31114	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LWND|4ERES|567VULN|6BPWR|8RCR|9TLV|aRMIN
776	12624 31114	9	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LWND|4ERES|567VULN|6BPWR|8RCR|9TLV|aCGEN
777	12624 31115	9	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LWND|4ERES|567VULN|6BPWR|8RCR|9TLV|aBEXP
778	12624 31115	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LWND|4ERES|567VULN|6BPWR|8RCR|9TLV|aLHND
779	14611 31116	5	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2RPLT|35DUR|456VULN|5BPWR|7LHND|8RCR|9ERES|aTLV
780	14611 31121	5	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2RPLT|35DUR|456VULN|5BPWR|7LHND|8RCR|9TLV|aLEGI
781	14611 32116	5	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|2RPLT|35DUR|456VULN|5BPWR|7FEWX|8RCR|9ERES|aTLV
782	32664 11312	9	   	239.28	DCR|3VULN|2DUR|1TLV	1LWND|257VULN|34DUR|6RCR|8FEWX|9TLV|aLIT
783	32664 12332	6	   	239.28	DCR|3VULN|2DUR|1TLV	1LWND|259VULN|34DUR|6RCR|7LHND|8TLV|aLIT
784	52364 11312	9	   	239.28	DCR|3VULN|2DUR|1TLV	1LHND|257VULN|34DUR|6RCR|8FEWX|9TLV|aLIT
785	12124 34214	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4ERES|568VULN|6BPWR|7LWND|9TLV|aRCR
786	12154 31111	9	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4MLV|567VULN|6BPWR|8RCR|9TLV|aTBNT
787	12244 31111	9	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4FEWX|567VULN|6BPWR|8RCR|9TLV|aTBNT
788	12444 31111	9	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3CGEN|4FEWX|567VULN|6BPWR|8RCR|9TLV|aTBNT
789	12654 31111	9	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LWND|4MLV|567VULN|6BPWR|8RCR|9TLV|aTBNT
790	12654 31113	10	   	239.28	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LWND|4MLV|567VULN|6BPWR|8RCR|9TLV|aERES
791	32164 51112	9	   	239.28	DCR|3VULN|2DUR|1TLV	1LWND|267VULN|3LHND|45DUR|8RCR|9TLV|aLIT
792	32664 21112	9	   	239.28	DCR|3VULN|2DUR|1TLV	1LWND|257VULN|34DUR|6LHND|8RCR|9TLV|aLIT
793	41364 31112	9	   	239.28	DCR|3VULN|2DUR|1TLV	1LEGI|2RMIN|3MLV|46DUR|567VULN|6BPWR|8RCR|9TLV|aLIT
794	12144 15111	5	   	239.28	DCR|2VULN|3DUR|1DMG|2ASPD|1AART	19ASPD|279DUR|3LHND|4DMG|59VULN|6RCR|8MBVNT|9BPWR|aAART
795	12144 15222	5	   	239.28	DCR|2VULN|3DUR|1DMG|2ASPD|1NUKE|1AART	1aASPD|27aDUR|3LHND|4DMG|5aVULN|6RCR|8AART|9NUKE|aBPWR
796	14611 26213	5	   	239.28	DCR|2VULN|3DUR|1DMG|2ASPD|1AART	18ASPD|2RPLT|356DUR|45VULN|5BPWR|7RCR|9DMG|aAART
797	45322 62112	6	   	239.27	DCR|4VULN|2DUR|1CDMG	1LEGI|27DUR|3DUST|4CDMG|568aVULN|9RCR
798	36134 51112	10	   	239.25	DCR|3VULN|2TLV|2DUR	1aLWND|2aDUR|3LHND|4RCVC|567VULN|8RCR|9aTLV|aBPWR
799	52364 21112	10	   	239.25	DCR|3VULN|2TLV|2DUR	16aLHND|25aVULN|34DUR|7LWND|8RCR|9aTLV|aBPWR
800	32154 16211	7	   	239.25	DCR|4VULN|3DUR	19LWND|2459VULN|3LHND|6RCR|7BEXP|89aDUR|9BPWR
801	12124 31111	9	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4ERES|567VULN|6BPWR|8RCR|9TLV|aTBNT
802	12124 32214	10	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LHND|4ERES|568VULN|6BPWR|7DUST|9TLV|aRCR
803	12234 31111	9	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8RCR|9TLV|aTBNT
804	12253 61614	4	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|25DUR|3MLV|46aVULN|7RCR|8TLV|9MBVNT
805	12253 61623	4	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|25DUR|3MLV|46aVULN|7RCR|8TLV|9BBNT
806	12254 11614	6	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|27DUR|3MLV|45aVULN|6RCR|8TLV|9MBVNT
807	12254 11623	6	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|27DUR|3MLV|45aVULN|6RCR|8TLV|9BBNT
808	12254 13114	6	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|28DUR|3MLV|45aVULN|6RCR|7TLV|9MBVNT
809	12254 13123	6	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|28DUR|3MLV|45aVULN|6RCR|7TLV|9BBNT
810	12265 11614	7	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|24DUR|3MLV|57aVULN|6RCR|8TLV|9MBVNT
811	12265 11623	7	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|24DUR|3MLV|57aVULN|6RCR|8TLV|9BBNT
812	12434 31111	9	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3CGEN|4DUST|567VULN|6BPWR|8RCR|9TLV|aTBNT
813	12454 13114	6	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|28DUR|3CGEN|45aVULN|6RCR|7TLV|9MBVNT
814	12454 13123	6	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|28DUR|3CGEN|45aVULN|6RCR|7TLV|9TBNT
815	12624 31111	9	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LWND|4ERES|567VULN|6BPWR|8RCR|9TLV|aTBNT
816	12624 31113	10	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LWND|4aERES|567VULN|6BPWR|8RCR|9TLV
817	12624 32214	10	   	239.18	DCR|3VULN|2DUR|1TLV	1ASPD|26DUR|3LWND|4ERES|568VULN|6BPWR|7DUST|9TLV|aRCR
818	32462 31116	9	   	239.18	DCR|3VULN|2DUR|1TLV	1LWND|247VULN|3ERES|5aDUR|6ASPD|8RCR|9TLV
819	32654 13112	6	   	239.18	DCR|3VULN|2DUR|1TLV	1LWND|245VULN|38DUR|6RCR|7TLV|9MBVNT|aLIT
820	32654 13132	6	   	239.18	DCR|3VULN|2DUR|1TLV	1LWND|245VULN|38DUR|6RCR|7TLV|9DUST|aLIT
821	32655 21323	10	   	239.18	DCR|3VULN|2DUR|1TLV	1LWND|247VULN|38DUR|5TLV|6ERES|9RCR|aLIT
822	32664 11212	9	   	239.18	DCR|3VULN|2DUR|1TLV	1LWND|257VULN|34DUR|6RCR|8DUST|9TLV|aLIT
823	32664 12332	7	   	239.18	DCR|3VULN|2DUR|1TLV	1LWND|259VULN|34DUR|6RCR|7DUST|8TLV|aLIT
824	32665 21223	10	   	239.18	DCR|3VULN|2DUR|1TLV	1LWND|278VULN|34DUR|5TLV|6ERES|9RCR|aLIT
825	41264 31112	9	   	239.18	DCR|3VULN|2DUR|1TLV	1LEGI|2RMIN|3ERES|46DUR|567VULN|6BPWR|8RCR|9TLV|aLIT
826	52355 21323	10	   	239.18	DCR|3VULN|2DUR|1TLV	1LHND|247VULN|38DUR|5TLV|6ERES|9RCR|aLIT
827	52364 11212	9	   	239.18	DCR|3VULN|2DUR|1TLV	1LHND|257VULN|34DUR|6RCR|8DUST|9TLV|aLIT
828	52364 12332	7	   	239.18	DCR|3VULN|2DUR|1TLV	1LHND|259VULN|34DUR|6RCR|7DUST|8TLV|aLIT
829	52365 21223	10	   	239.18	DCR|3VULN|2DUR|1TLV	1LHND|278VULN|34DUR|5TLV|6ERES|9RCR|aLIT
830	32155 11316	10	   	239.15	DCR|3VULN|2TLV|2DUR	1aLWND|24aVULN|3LHND|59TLV|6MBVNT|7aDUR|8RCR|aBPWR
831	52364 22112	10	   	239.15	DCR|3VULN|2TLV|2DUR	16aLHND|25aVULN|34DUR|7DUST|8RCR|9aTLV|aBPWR
832	32144 32114	10	   	239.15	DCR|3VULN|2TLV|2DUR	1LWND|29aVULN|3LHND|4DUST|5aDUR|6BEXP|7aTLV|8RCR|aBPWR
833	32244 12114	10	   	239.15	DCR|3VULN|2TLV|2DUR	1LWND|29aVULN|3BEXP|4DUST|5aDUR|6LHND|7aTLV|8RCR|aBPWR
834	32634 13314	6	   	239.15	DCR|3VULN|2TLV|2DUR	18LWND|25aVULN|38DUR|4RCVC|6RCR|78TLV|8BPWR|9MBVNT
835	32634 13323	6	   	239.15	DCR|3VULN|2TLV|2DUR	18LWND|25aVULN|38DUR|4RCVC|6RCR|78TLV|8BPWR|9BBNT
836	62634 13314	6	   	239.15	DCR|3VULN|2TLV|2DUR	18BEXP|25aVULN|38DUR|4RCVC|6RCR|78TLV|8BPWR|9MBVNT
837	62634 13323	6	   	239.15	DCR|3VULN|2TLV|2DUR	18BEXP|25aVULN|38DUR|4RCVC|6RCR|78TLV|8BPWR|9BBNT
838	25261 73323	6	   	239.15	DCR|4VULN|3DUR	138MLV|248aVULN|5MBVNT|678DUR|8BPWR|9RCR
839	32154 12211	7	   	239.15	DCR|4VULN|3DUR	19LWND|2459VULN|3LHND|6RCR|7DUST|89aDUR|9BPWR
840	32154 12411	8	   	239.15	DCR|4VULN|3DUR	19LWND|2459VULN|3LHND|6RCR|7DUST|89aDUR|9BPWR
841	32154 14211	6	   	239.15	DCR|4VULN|3DUR	19LWND|2459VULN|3LHND|6RCR|7DUST|89aDUR|9BPWR
842	32354 21611	6	   	239.15	DCR|4VULN|3DUR	19LWND|2459VULN|3DUST|6LHND|79aDUR|8RCR|9BPWR
843	12154 31113	9	   	239.14	DCR|3VULN|2DUR|1TLV|1SELL	1ASPD|26DUR|3LHND|4MLV|567VULN|6BPWR|8RCR|9TLV|aSELL
844	12244 31113	9	   	239.14	DCR|3VULN|2DUR|1TLV|1SELL	1ASPD|26DUR|3MLV|4FEWX|567VULN|6BPWR|8RCR|9TLV|aSELL
845	12444 31113	9	   	239.14	DCR|3VULN|2DUR|1TLV|1SELL	1ASPD|26DUR|3CGEN|4FEWX|567VULN|6BPWR|8RCR|9TLV|aSELL
846	12654 31113	9	   	239.14	DCR|3VULN|2DUR|1TLV|1SELL	1ASPD|26DUR|3LWND|4MLV|567VULN|6BPWR|8RCR|9TLV|aSELL
847	32654 13311	6	   	239.05	DCR|3VULN|2TLV|2DUR	18LWND|245VULN|38DUR|6RCR|78TLV|8BPWR|9MBVNT|aTBNT
848	32654 13322	6	   	239.05	DCR|3VULN|2TLV|2DUR	18LWND|245VULN|38DUR|6RCR|78TLV|8BPWR|9BBNT|aERES
849	32654 13331	6	   	239.05	DCR|3VULN|2TLV|2DUR	18LWND|245VULN|38DUR|6RCR|78TLV|8BPWR|9DUST|aTBNT
850	32665 31113	9	   	239.05	DCR|3VULN|2TLV|2DUR	1LWND|27aVULN|34DUR|59TLV|6CGEN|8RCR
851	52365 31113	9	   	239.05	DCR|3VULN|2TLV|2DUR	1LHND|27aVULN|34DUR|59TLV|6CGEN|8RCR
852	11435 14332	8	   	239.04	DCR|2VULN|3DUR|3ASPD|1CDMG	137ASPD|2RMIN|37BPWR|478DUR|57VULN|6RCR|9CDMG|aLIT
853	12124 31113	9	   	239.04	DCR|3VULN|2DUR|1TLV|1SELL	1ASPD|26DUR|3LHND|4ERES|567VULN|6BPWR|8RCR|9TLV|aSELL
854	12234 31113	9	   	239.04	DCR|3VULN|2DUR|1TLV|1SELL	1ASPD|26DUR|3MLV|4DUST|567VULN|6BPWR|8RCR|9TLV|aSELL
855	12434 31113	9	   	239.04	DCR|3VULN|2DUR|1TLV|1SELL	1ASPD|26DUR|3CGEN|4DUST|567VULN|6BPWR|8RCR|9TLV|aSELL
856	12624 31113	9	   	239.04	DCR|3VULN|2DUR|1TLV|1SELL	1ASPD|26DUR|3LWND|4ERES|567VULN|6BPWR|8RCR|9TLV|aSELL
857	32163 51234	8	   	239.01	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1LWND|27VULN|3LHND|4DUR|5AART|6aDMG|8TLV|9RCR
858	32263 31234	8	   	239.01	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1LWND|27VULN|3BEXP|4DUR|5AART|6aDMG|8TLV|9RCR
859	36253 31234	8	   	239.01	DCR|2VULN|2DMG|1TLV|1DUR|1AART	1LWND|2DUR|3BEXP|47VULN|5AART|6aDMG|8TLV|9RCR
860	62211 11153	7	   	239.01	DCR|2VULN|2DMG|1TLV|1DUR|1AART	13BEXP|27VULN|4TLV|5aDMG|6RCR|8AART|9DUR
861	62211 61153	5	   	239.01	DCR|2VULN|2DMG|1TLV|1DUR|1AART	13BEXP|26VULN|4TLV|5aDMG|7RCR|8AART|9DUR
862	32654 13313	6	   	238.91	DCR|3VULN|2TLV|2DUR|1SELL	18LWND|245VULN|38DUR|6RCR|78TLV|8BPWR|9MBVNT|aSELL
863	32654 13333	6	   	238.91	DCR|3VULN|2TLV|2DUR|1SELL	18LWND|245VULN|38DUR|6RCR|78TLV|8BPWR|9DUST|aSELL
864	15143 43462	10	 * 	238.63	DCR|4VULN|3ASPD|1DMG	19aASPD|289aVULN|3LHND|4DMG|5MBVNT|69aERES|7RCR|9aBPWR
865	25143 16333	5	   	238.58	DCR|3VULN|2DUR|1DMG|1CDMG	18MLV|289VULN|3LHND|4DMG|5MBVNT|6RCR|78DUR|8BPWR|aCDMG
866	13563 35132	1	   	238.52	DCR|3VULN|1DMG|2CDMG|1DUR	1ASPD|28aVULN|35CDMG|4DMG|6RCR|7DUR|9LHND
867	25323 23151	7	   	238.52	DCR|3VULN|1DMG|2CDMG|1DUR	1MLV|268VULN|3DUR|4ERES|56CDMG|6BPWR|7RCR|9DMG|aLIT
868	25323 23211	7	   	238.52	DCR|3VULN|1DMG|2CDMG|1DUR	1MLV|269VULN|3DUR|4ERES|56CDMG|6BPWR|7RCR|8DMG|aLIT
869	25323 23232	7	   	238.52	DCR|3VULN|1DMG|2CDMG|1DUR	1MLV|26aVULN|3DUR|4ERES|56CDMG|6BPWR|7RCR|8DMG|9ASPD
870	25323 23266	7	   	238.52	DCR|3VULN|1DMG|2CDMG|1DUR	1MLV|26aVULN|3DUR|4ERES|56CDMG|6BPWR|7RCR|8DMG|9LIT
871	15256 33213	7	   	238.52	DCR|3VULN|1DMG|2CDMG|1DUR	1ASPD|249VULN|3MLV|5aCDMG|6DUR|7RCR|8DMG
872	25343 52112	4	   	238.48	DCR|3VULN|2DUR|1DMG|1CDMG	1MLV|28aVULN|35DUR|4DMG|6CDMG|7LHND|9RCR
873	25363 52112	3	   	238.48	DCR|3VULN|2DUR|1DMG|1CDMG	1MLV|28aVULN|35DUR|4DMG|6CDMG|7LHND|9RCR
