0	Index      	 *	Score 	Summary	Detail	
1	61365 23331	 * 	190.15	ACR|4VULN|1AART|1DMG|1CDMG	179aVULN|2BEXP|3RCR|4DMG|5CDMG|6AIRHEA|8AART
668	66311 31253	   	162.29	ACR|2VULN|1AART|1DMG|3DUR	1aVULN|278DUR|3RCR|4BELT|5DMG|6RMIN|9AART
669	23143 22512	   	162.28	DCR|2VULN|1AART|1DMG|3DUR	1NUKE|269DUR|3DMG|4AART|58VULN|7RCR|aERES
670	23143 22515	   	162.28	DCR|2VULN|1AART|1DMG|3DUR	1NUKE|269DUR|3DMG|4AART|58VULN|7RCR|aTLV
671	63145 22211	   	162.27	DCR|1AART|1VULN|1DMG|2ZMB|2DUR|1ASPD	1VULN|29ZMB|3DMG|46DUR|5AART|7RCR|8ASPD|aDMSP
672	63145 22212	   	162.27	DCR|1AART|1VULN|1DMG|2ZMB|2DUR|1ASPD	1VULN|29ZMB|3DMG|46DUR|5AART|7RCR|8ASPD|aCGEN
673	62113 31134	   	162.21	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1VULN|2RCVC|3ASPD|4DUR|5ZMB|68DMG|7AART|9TLV|aRCR
674	15531 31613	 * 	162.20	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR|1SELL	1TLV|2DUR|3aCDMG|4VULN|5SELL|6DMG|7AART|8RCR|9ZMB
675	15612 31613	 * 	162.20	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR|1SELL	1TLV|2DUR|3VULN|4SELL|5aCDMG|6DMG|7AART|8RCR|9ZMB
676	35531 31613	 * 	162.20	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR|1SELL	1ERES|2DUR|3aCDMG|4VULN|5SELL|6DMG|7AART|8RCR|9ZMB
677	35612 31613	 * 	162.20	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR|1SELL	1ERES|2DUR|3VULN|4SELL|5aCDMG|6DMG|7AART|8RCR|9ZMB
678	55324 31123	   	162.19	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|29VULN|3RCR|4LIT|5AART|6DUST|7CGEN|8CDMG|aDMG
679	55324 33123	   	162.19	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|29VULN|3RCR|4LIT|5AART|6DUST|7RMIN|8CDMG|aDMG
680	61324 31123	   	162.19	ACR|2VULN|1AART|1DMG|1CDMG	19VULN|2BEXP|3RCR|4LIT|5AART|6DUST|7CGEN|8CDMG|aDMG
681	61324 33123	   	162.19	ACR|2VULN|1AART|1DMG|1CDMG	19VULN|2BEXP|3RCR|4LIT|5AART|6DUST|7RMIN|8CDMG|aDMG
682	61324 41323	   	162.19	ACR|2DMG|1AART|1VULN|1CDMG	1VULN|2BEXP|3RCR|4LIT|5AART|6CDMG|7LWND|8LEGI|9aDMG
683	61324 43323	   	162.19	ACR|2DMG|1AART|1VULN|1CDMG	1VULN|2BEXP|3RCR|4LIT|5AART|6CDMG|7LHND|8LEGI|9aDMG
684	66335 12322	   	162.18	ACR|3VULN|1AART|1ZMB|1DUR	14aVULN|2DUR|3RCR|5AART|6RCVC|7ZMB|8RPLT|9LWND
685	23143 13533	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|4AART|58VULN|6RCVC|7LHND|9RCR|aCDMG
686	23143 16533	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|4AART|58VULN|6RCVC|7FEWX|9RCR|aCDMG
687	23143 32533	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|4AART|58VULN|6BEXP|7RCVC|9RCR|aCDMG
688	23143 33533	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|4AART|58VULN|67BEXP|9RCR|aCDMG
689	23143 42533	   	162.11	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|4AART|58VULN|6FEWX|7RCVC|9RCR|aCDMG
690	66331 11211	   	162.11	ACR|3VULN|1AART|2DUR|1ASPD	14aVULN|29DUR|3RCR|5ERES|6RCVC|7AART|8ASPD
691	66333 11211	   	162.11	ACR|3VULN|1AART|2DUR|1ASPD	14aVULN|29DUR|3RCR|5TLV|6RCVC|7AART|8ASPD
692	61324 42423	   	162.09	ACR|2VULN|1AART|1DMG|1CDMG	19VULN|2BEXP|3RCR|4LIT|5AART|6CDMG|7MBVNT|8ERES|aDMG
693	55111 31421	   	162.08	DCR|3VULN|1AART|1DMG	1BEXP|29aVULN|3LWND|4BELT|5DMG|6RCR|7RPLT|8AART
694	61111 31421	   	162.08	DCR|3VULN|1AART|1DMG	19aVULN|2BEXP|3LWND|4BELT|5DMG|6RCR|7RPLT|8AART
695	61361 25323	   	162.02	ACR|2VULN|2DMG|2ZMB|1DUR	18VULN|2BEXP|3RCR|48DMG|5DUR|69ZMB|78MLV|8BPWR|aFEWX
696	65113 23324	   	161.99	DCR|3VULN|1AART|2DUR|1ZMB|1ASPD	127VULN|3ASPD|46DUR|5ZMB|8FEWX|9AART|aRCR
697	61261 41122	   	161.96	DCR|2VULN|2DMG|1CDMG|1ZMB	16VULN|24BEXP|34LIT|46BPWR|56DMG|7RCR|8MBVNT|9ZMB|aCDMG
698	55251 14433	   	161.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1BEXP|2VULN|3LIT|4DUR|5RCR|6MBVNT|7aDMG|8CDMG|9AART
699	61251 14433	   	161.93	ACR|2DMG|1AART|1VULN|1CDMG|1DUR	1VULN|2BEXP|3LIT|4DUR|5RCR|6MBVNT|7aDMG|8CDMG|9AART
700	61361 41331	   	161.92	ACR|2VULN|2DMG|2ZMB|1DUR	18VULN|2BEXP|3RCR|48DMG|5DUR|6TLV|78ZMB|8BPWR|9LHND|aRMIN
701	61361 61331	   	161.92	ACR|2VULN|2DMG|2ZMB|1DUR	18VULN|2BEXP|3RCR|48DMG|5DUR|6ERES|78ZMB|8BPWR|9LHND|aRMIN
702	23144 15231	 * 	161.91	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1NUKE|2DUR|3DMG|4AART|5ERES|6aVULN|78ASPD|9RCR
703	61361 21613	   	161.82	ACR|2VULN|2DMG|2ZMB|1DUR	18VULN|2BEXP|3RCR|49DMG|5DUR|67ZMB|aRCVC
704	61361 23323	   	161.82	ACR|2VULN|2DMG|2ZMB|1DUR	18VULN|2BEXP|3RCR|48DMG|5DUR|69ZMB|78ERES|8BPWR|aFEWX
705	61361 23324	   	161.82	ACR|2VULN|2DMG|2ZMB|1DUR	18VULN|2BEXP|3RCR|48DMG|5DUR|69ZMB|78ERES|8BPWR|aCGEN
706	61361 24323	   	161.82	ACR|2VULN|2DMG|2ZMB|1DUR	18VULN|2BEXP|3RCR|48DMG|5DUR|69ZMB|78TLV|8BPWR|aFEWX
707	55361 21211	   	161.82	ACR|2VULN|2DMG|2ZMB|1DUR	18BEXP|2aVULN|3RCR|49DMG|5DUR|67ZMB
708	61361 21211	   	161.82	ACR|2VULN|2DMG|2ZMB|1DUR	1aVULN|28BEXP|3RCR|49DMG|5DUR|67ZMB
709	61361 21612	   	161.72	ACR|2VULN|2DMG|2ZMB|1DUR	18VULN|2BEXP|3RCR|49DMG|5DUR|67ZMB|aDUST
710	43526 21112	 * 	161.70	ACR|3VULN|1DMG|2ZMB|1CDMG	1LWND|27ZMB|3CDMG|48aVULN|5RCR|6AIRHEA|9DMG
711	63256 21112	   	161.70	ACR|3VULN|1DMG|2ZMB|1CDMG	18aVULN|27ZMB|3LHND|4CDMG|5RCR|6AIRHEA|9DMG
712	63516 21112	   	161.70	ACR|3VULN|1DMG|2ZMB|1CDMG	18aVULN|27ZMB|3CDMG|4LWND|5RCR|6AIRHEA|9DMG
713	66311 63131	   	161.69	ACR|2VULN|1AART|1DMG|3DUR	19VULN|269DUR|3RCR|4BELT|5DMG|7BEXP|89TLV|9BPWR|aAART
714	23143 22251	   	161.56	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1NUKE|26DUR|3DMG|4AART|5VULN|7RCR|8ASPD|9LIT|aCDMG
715	51113 22331	   	161.49	DCR|2VULN|2AART|1ZMB|1ASPD|1DUR	12BEXP|3ASPD|4DUR|5ZMB|68AART|7RCR|9aVULN
716	66335 21321	   	161.40	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	14VULN|26DUR|3RCR|5AART|7CDMG|8LWND|9CGEN|aASPD
717	33163 62413	   	161.37	DCR|3VULN|2DMG|1ZMB	1ERES|2LHND|36DMG|49aVULN|5ZMB|7LWND|8RCR
718	63121 62413	   	161.37	DCR|3VULN|2DMG|1ZMB	19aVULN|2ZMB|36DMG|4LHND|5ERES|7LWND|8RCR
719	63123 62413	   	161.37	DCR|3VULN|2DMG|1ZMB	19aVULN|2ZMB|36DMG|4LHND|5TLV|7LWND|8RCR
720	66333 11631	   	161.32	ACR|3VULN|2AART|1DUR	149VULN|2DUR|3RCR|5TLV|6RCVC|7aAART|8FEWX
721	55331 34112	   	161.30	ACR|3VULN|1AART|1DMG	1BEXP|289VULN|3RCR|4BELT|5DMG|6RMIN|7LHND|aAART
722	61331 34112	   	161.30	ACR|3VULN|1AART|1DMG	189VULN|2BEXP|3RCR|4BELT|5DMG|6RMIN|7LHND|aAART
723	23364 14133	   	161.27	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1NUKE|27DUR|3FEWX|45AART|6VULN|8DMG|9RCR|aCDMG
724	66315 31122	 * 	161.24	ACR|3VULN|3DUR|2ASPD|1CDMG|1SELL	17aVULN|27aDUR|3RCR|4BELT|5SELL|67ASPD|7aBPWR|8CDMG|9aTLV
725	55331 12632	   	161.20	ACR|3VULN|1AART|1DMG	1BEXP|268VULN|3RCR|4BELT|5DMG|7DMSP|9LSRHEA|aAART
726	55331 13632	   	161.20	ACR|3VULN|1AART|1DMG	17BEXP|268VULN|3RCR|4BELT|5DMG|9LSRHEA|aAART
727	61331 12632	   	161.20	ACR|3VULN|1AART|1DMG	168VULN|2BEXP|3RCR|4BELT|5DMG|7DMSP|9LSRHEA|aAART
728	61331 13632	   	161.20	ACR|3VULN|1AART|1DMG	168VULN|27BEXP|3RCR|4BELT|5DMG|9LSRHEA|aAART
729	61331 44132	   	161.20	ACR|3VULN|1AART|1DMG	189VULN|2BEXP|3RCR|4BELT|5DMG|6ERES|7LHND|aAART
730	61363 51223	   	161.20	ACR|3DMG|1AART|1VULN	1VULN|2BEXP|3RCR|468DMG|5CGEN|7RCVC|9ERES|aAART
731	62113 35224	   	161.11	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1ASPD	1VULN|2RCVC|3ASPD|4DUR|5ZMB|68DMG|7CGEN|9AART|aRCR
732	55311 61123	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	1BEXP|26VULN|3RCR|4RCVC|5ERES|7AART|8DMG|9LHND|aCDMG
733	61311 61123	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	16VULN|2BEXP|3RCR|4RCVC|5ERES|7AART|8DMG|9LHND|aCDMG
734	61351 61123	   	160.99	ACR|2VULN|1AART|1DMG|1CDMG	16VULN|2BEXP|3RCR|4DMSP|5ERES|7AART|8DMG|9LHND|aCDMG
735	51113 26531	   	160.90	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	12BEXP|3ASPD|4DUR|5ZMB|6AART|78aVULN|9RCR
736	55111 36132	   	160.88	DCR|3VULN|1AART|1DMG	1BEXP|289VULN|3LWND|4BELT|5DMG|6RCR|7CGEN|aAART
737	61111 36132	   	160.88	DCR|3VULN|1AART|1DMG	189VULN|2BEXP|3LWND|4BELT|5DMG|6RCR|7CGEN|aAART
738	55324 12232	   	160.88	ACR|2DMG|1AART|1VULN|2DUR	1BEXP|2VULN|3RCR|4LIT|5AART|68DMG|79DUR|aLHND
739	61324 11251	   	160.88	ACR|2DMG|1AART|1VULN|2DUR	1VULN|2BEXP|3RCR|4LIT|5AART|6aDMG|7BELT|89DUR
740	61324 12232	   	160.88	ACR|2DMG|1AART|1VULN|2DUR	1VULN|2BEXP|3RCR|4LIT|5AART|68DMG|79DUR|aLHND
741	61324 12234	   	160.88	ACR|2DMG|1AART|1VULN|2DUR	1VULN|2BEXP|3RCR|4LIT|5AART|68DMG|79DUR|aLWND
742	61324 12235	   	160.88	ACR|2DMG|1AART|1VULN|2DUR	1VULN|2BEXP|3RCR|4LIT|5AART|68DMG|79DUR|aRPLT
743	66333 11611	   	160.88	ACR|3VULN|1AART|1ZMB|1DUR	14aVULN|2DUR|3RCR|5TLV|6RCVC|7AART|8FEWX|9ZMB
744	55111 34132	   	160.78	DCR|3VULN|1AART|1DMG	1BEXP|289VULN|3LWND|4BELT|5DMG|6RCR|7ERES|aAART
745	61111 34132	   	160.78	DCR|3VULN|1AART|1DMG	189VULN|2BEXP|3LWND|4BELT|5DMG|6RCR|7ERES|aAART
746	66335 21231	   	160.78	ACR|2VULN|1AART|2CDMG|2DUR	14VULN|26DUR|3RCR|5AART|78CDMG|9FEWX|aLHND
747	61324 12236	   	160.78	ACR|2DMG|1AART|1VULN|2DUR	1VULN|2BEXP|3RCR|4LIT|5AART|68DMG|79DUR|aTLV
748	23143 12123	   	160.77	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|49AART|5VULN|6RCVC|7RCR|8LWND|aCDMG
749	23143 12323	   	160.77	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|49AART|5VULN|6RCVC|7RCR|8LHND|aCDMG
750	23145 12523	   	160.77	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|49AART|5LWND|6RCVC|7RCR|8VULN|aCDMG
751	62113 51133	   	160.77	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1VULN|2RCVC|3ASPD|4DUR|5ZMB|6RMIN|7AART|8DMG|9RCR|aCDMG
752	43115 12231	 * 	160.68	DCR|2DMG|1AART|1VULN|2ZMB	18LWND|29ZMB|38DMG|48DUST|5AART|6RCVC|7RCR|8BPWR|aVULN
753	66335 21221	   	160.68	ACR|2VULN|1AART|2CDMG|2DUR	14VULN|26DUR|3RCR|5AART|78CDMG|9CGEN|aERES
754	23142 42311	   	160.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|49AART|5DLOT|6CDMG|7RCR|8VULN|aFEWX
755	23142 42312	   	160.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|49AART|5DLOT|6CDMG|7RCR|8VULN|aCGEN
756	23142 42313	   	160.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|49AART|5DLOT|6CDMG|7RCR|8VULN|aLHND
757	23142 42314	   	160.67	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|49AART|5DLOT|6CDMG|7RCR|8VULN|aLWND
758	66335 21112	   	160.67	ACR|4VULN|1AART|1CDMG|2DUR|1MSE	148aVULN|26DUR|3RCR|5AART|7CDMG|9MSE
759	62113 31233	   	160.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1VULN|2RCVC|3ASPD|4DUR|5ZMB|6DMG|7AART|8ERES|9RCR|aCDMG
760	66335 11332	   	160.62	ACR|2AART|2VULN|1CDMG|1DUR	14VULN|2DUR|3RCR|5aAART|6RCVC|7CDMG|8LWND|9BEXP
761	66335 13123	   	160.62	ACR|2AART|2VULN|1CDMG|1DUR	14VULN|2DUR|3RCR|59AART|6RCVC|7FEWX|8LWND|aCDMG
762	66335 13323	   	160.62	ACR|2AART|2VULN|1CDMG|1DUR	14VULN|2DUR|3RCR|59AART|6RCVC|7FEWX|8LHND|aCDMG
763	66335 32123	   	160.62	ACR|2AART|2VULN|1CDMG|1DUR	14VULN|2DUR|3RCR|59AART|6BEXP|7RCVC|8LWND|aCDMG
764	66335 32323	   	160.62	ACR|2AART|2VULN|1CDMG|1DUR	14VULN|2DUR|3RCR|59AART|6BEXP|7RCVC|8LHND|aCDMG
765	66335 33123	   	160.62	ACR|2AART|2VULN|1CDMG|1DUR	14VULN|2DUR|3RCR|59AART|67BEXP|8LWND|aCDMG
766	66335 33323	   	160.62	ACR|2AART|2VULN|1CDMG|1DUR	14VULN|2DUR|3RCR|59AART|67BEXP|8LHND|aCDMG
767	61315 21623	   	160.62	ACR|2AART|2VULN|1CDMG|1DUR	18VULN|2BEXP|3RCR|4RCVC|59AART|6DUR|7LWND|aCDMG
768	61315 26123	   	160.62	ACR|2AART|2VULN|1CDMG|1DUR	17VULN|2BEXP|3RCR|4RCVC|59AART|6DUR|8LWND|aCDMG
769	61315 26323	   	160.62	ACR|2AART|2VULN|1CDMG|1DUR	17VULN|2BEXP|3RCR|4RCVC|59AART|6DUR|8LHND|aCDMG
770	66311 16231	   	160.62	ACR|2VULN|2DMG|1CDMG|1DUR	16VULN|2DUR|3RCR|4BELT|59DMG|7CDMG|8LHND|aLWND
771	66312 26233	   	160.62	ACR|2VULN|2DMG|1CDMG|1DUR	1aVULN|2DUR|3RCR|4BELT|5DMSP|69DMG|7CDMG|8LHND
772	66313 26233	   	160.62	ACR|2VULN|2DMG|1CDMG|1DUR	1aVULN|2DUR|3RCR|4BELT|5RCVC|69DMG|7CDMG|8LHND
773	23143 24231	   	160.60	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1NUKE|26DUR|3DMG|4AART|5aVULN|7ASPD|8ERES|9RCR
774	23144 15331	   	160.60	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1NUKE|28DUR|3DMG|4AART|5ERES|6aVULN|7ASPD|9RCR
775	55323 14437	   	160.59	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2VULN|3RCR|4LIT|5DUR|6MBVNT|7DMG|8CDMG|9aAART
776	61323 14437	   	160.59	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1VULN|2BEXP|3RCR|4LIT|5DUR|6MBVNT|7DMG|8CDMG|9aAART
777	63115 12532	   	160.58	DCR|2VULN|1AART|1DMG|2ZMB	18VULN|29ZMB|3DMG|4DUST|5AART|6RCVC|7RCR|aCGEN
778	43115 12351	   	160.58	DCR|2DMG|1AART|1VULN|2ZMB	1LWND|28ZMB|39DMG|4DUST|5AART|6RCVC|7RCR|aVULN
779	63611 11114	   	160.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	13VULN|2ZMB|49DUR|5DUST|6RCVC|7AART|8DMG|aRCR
780	63612 31214	   	160.56	DCR|2VULN|1AART|1DMG|2DUR|1ZMB	13VULN|2ZMB|49DUR|5RMIN|6DMG|7AART|8ERES|aRCR
781	66335 21223	   	160.53	ACR|2VULN|1AART|2CDMG|2DUR|1SELL	14VULN|26DUR|3RCR|5AART|78CDMG|9CGEN|aSELL
782	66311 16232	   	160.52	ACR|2VULN|2DMG|1CDMG|1DUR	16VULN|2DUR|3RCR|4BELT|59DMG|7CDMG|8LHND|aERES
783	61331 33662	   	160.49	ACR|2VULN|1AART|1DMG|1CDMG	1aVULN|2BEXP|3RCR|4BELT|5DMG|6RMIN|7RPLT|8AART|9CDMG
784	61331 33663	   	160.49	ACR|2DMG|1AART|1VULN|1CDMG	1VULN|2BEXP|3RCR|4BELT|5aDMG|6RMIN|7RPLT|8AART|9CDMG
785	63115 12533	   	160.48	DCR|2VULN|1AART|1DMG|2ZMB	18VULN|29ZMB|3DMG|4aDUST|5AART|6RCVC|7RCR
786	53133 23613	   	160.47	DCR|3VULN|1AART|1CDMG|1ZMB	1BEXP|2CDMG|3ZMB|479VULN|5DUST|6AIRHEA|8RCR|aAART
787	63353 23613	   	160.47	DCR|3VULN|1AART|1CDMG|1ZMB	179VULN|2ZMB|3FEWX|4CDMG|5DUST|6AIRHEA|8RCR|aAART
788	63125 24333	 * 	160.46	DCR|2VULN|1DMG|2ZMB|1CDMG|2DUR	18VULN|28ZMB|3DMG|4LHND|58DUR|6RPLT|7RCR|8BPWR|9ERES|aCDMG
789	61324 16231	   	160.45	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1VULN|2BEXP|3RCR|48LIT|59AART|6DMG|7ZMB|aDUR
790	63125 24313	   	160.44	DCR|2VULN|3ZMB|1DMG|2DUR	18VULN|289ZMB|3DMG|4LHND|58DUR|6RPLT|7RCR|8BPWR|aMGNSTR
791	61321 14353	   	160.39	ACR|2DMG|1AART|1VULN|1CDMG	1VULN|2BEXP|3RCR|4LIT|5RMIN|6ERES|7aDMG|8AART|9CDMG
792	23144 52213	   	160.39	DCR|2DMG|1AART|2ZMB|2DUR|1ASPD	1NUKE|2aDUR|3aDMG|4AART|5ERES|6RMIN|7RCR|8ASPD|9aZMB|aBPWR
793	63125 24311	   	160.34	DCR|2VULN|3ZMB|1DMG|2DUR	18VULN|289ZMB|3DMG|4LHND|58DUR|6RPLT|7RCR|8BPWR|aERES
794	23143 12613	   	160.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1NUKE|2DUR|3DMG|4AART|5VULN|6RCVC|7RCR|8RMIN|9ZMB|aCDMG
795	62345 22133	   	160.32	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1VULN|2RCVC|3FEWX|46DUR|5AART|7ZMB|8DMG|9RCR|aCDMG
796	63615 11231	   	160.30	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	13aVULN|2ZMB|4DUR|5BEXP|6RCVC|7AART|8ASPD|9RCR
797	61365 23311	   	160.29	ACR|2VULN|1AART|1DMG|1CDMG	17VULN|2BEXP|3RCR|4DMG|5CDMG|6AIRHEA|8AART|9AIRHEL|aCGEN
798	61365 23313	   	160.29	ACR|2VULN|1AART|1DMG|1CDMG	17VULN|2BEXP|3RCR|4DMG|5CDMG|6AIRHEA|8AART|9AIRHEL|aLWND
799	55323 31333	   	160.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2VULN|3RCR|4LIT|5DUR|6ZMB|7FEWX|8CDMG|9AART|aDMG
800	55323 32333	   	160.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2VULN|3RCR|4LIT|5DUR|6ZMB|7LHND|8CDMG|9AART|aDMG
801	55323 33142	   	160.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2VULN|3RCR|4LIT|5DUR|6ZMB|7DMG|8CDMG|9AART|aRCVC
802	61323 31333	   	160.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2BEXP|3RCR|4LIT|5DUR|6ZMB|7FEWX|8CDMG|9AART|aDMG
803	61323 32333	   	160.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2BEXP|3RCR|4LIT|5DUR|6ZMB|7LHND|8CDMG|9AART|aDMG
804	61323 33142	   	160.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2BEXP|3RCR|4LIT|5DUR|6ZMB|7DMG|8CDMG|9AART|aRCVC
805	61323 33144	   	160.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2BEXP|3RCR|4LIT|5DUR|6ZMB|7DMG|8CDMG|9AART|aFEWX
806	61323 33145	   	160.25	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2BEXP|3RCR|4LIT|5DUR|6ZMB|7DMG|8CDMG|9AART|aRMIN
807	23142 42325	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1NUKE|2DUR|3DMG|4AART|5DLOT|6CDMG|7RCR|8VULN|9LHND|aZMB
808	23143 12413	   	160.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1NUKE|2DUR|3DMG|4AART|5VULN|6RCVC|7RCR|8ERES|9ZMB|aCDMG
809	61363 32215	   	160.22	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	16VULN|2BEXP|3RCR|4DMG|568CGEN|6BPWR|7ASPD|9AART|aDUR
810	66331 12311	   	160.22	ACR|3VULN|2AART|1DUR	148VULN|2DUR|3RCR|58ERES|6RCVC|78FEWX|8BPWR|9aAART
811	66331 22311	   	160.22	ACR|3VULN|2AART|1DUR	148VULN|2DUR|3RCR|58ERES|68FEWX|7RCVC|8BPWR|9aAART
812	66331 42311	   	160.22	ACR|3VULN|2AART|1DUR	148VULN|2DUR|3RCR|58ERES|68BEXP|7RCVC|8BPWR|9aAART
813	66333 12311	   	160.22	ACR|3VULN|2AART|1DUR	148VULN|2DUR|3RCR|58TLV|6RCVC|78FEWX|8BPWR|9aAART
814	66333 22311	   	160.22	ACR|3VULN|2AART|1DUR	148VULN|2DUR|3RCR|58TLV|68FEWX|7RCVC|8BPWR|9aAART
815	66333 42311	   	160.22	ACR|3VULN|2AART|1DUR	148VULN|2DUR|3RCR|58TLV|68BEXP|7RCVC|8BPWR|9aAART
816	23156 61233	   	160.21	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1NUKE|2DUR|36DMG|4RMIN|5VULN|7AART|8ERES|9RCR|aCDMG
817	23143 12231	   	160.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1NUKE|2DUR|3DMG|4AART|59VULN|6RCVC|7RCR|8ASPD|aDMSP
818	23143 12232	   	160.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1NUKE|2DUR|3DMG|4AART|59VULN|6RCVC|7RCR|8ASPD|aCGEN
819	23143 12234	   	160.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1NUKE|2DUR|3DMG|4AART|59VULN|6RCVC|7RCR|8ASPD|aFEWX
820	63612 41231	   	160.20	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	13aVULN|2ZMB|4DUR|5RMIN|6NUKE|7AART|8ASPD|9RCR
821	21145 12523	   	160.17	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1NUKE|2LWND|3DMG|4DUR|59AART|6RCVC|7RCR|8VULN|aCDMG
822	23125 12523	   	160.17	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1NUKE|2DUR|3DMG|4LHND|59AART|6RCVC|7RCR|8VULN|aCDMG
823	53633 11131	   	160.17	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1BEXP|2CDMG|3DUR|4aVULN|5SELL|6RCVC|7AART|8DMG|9RCR
824	53633 51131	   	160.17	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	16BEXP|2CDMG|3DUR|4aVULN|5SELL|7AART|8DMG|9RCR
