0	Index      	 *	Score 	Summary	Detail	
1	25412 21225	 * 	178.68	DCR|4VULN|1AART|1DMG|1ZMB	1RPLT|2348VULN|5LSRREG|6ZMB|7DMG|9RCR|aAART
674	22533 11333	 * 	149.24	ACR|2DMG|1VULN|2CDMG|1DUR	1RPLT|2DUST|3RCR|46DMG|5VULN|7LIT|8aCDMG|9DUR
675	23666 23231	   	149.23	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1RPLT|2CGEN|3ASPD|4aDMG|5RCR|6CDMG|7BEXP|8ZMB|9VULN
676	25331 23516	   	149.18	DCR|2VULN|2DMG|2DUR|1ASPD	1RPLT|26VULN|3CGEN|47DUR|5ASPD|89DMG|aRCR
677	24113 31436	   	149.12	DCR|4VULN|1DMG|1DUR	1RPLT|2DMG|37LWND|4569VULN|8DUR|aRCR
678	24113 32436	   	149.12	DCR|4VULN|1DMG|1DUR	1RPLT|2DMG|3LWND|4569VULN|7DMSP|8DUR|aRCR
679	24613 31136	   	149.12	DCR|4VULN|1DMG|1DUR	1RPLT|2DMG|3DUR|4569VULN|78LWND|aRCR
680	23612 32112	   	149.06	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1RPLT|2CGEN|35ASPD|45VULN|5BPWR|6LIT|7DMG|8CDMG|9RCR|aDUR
681	35515 22332	   	149.02	DCR|4VULN|1DMG|1ASPD	1FEWX|2ASPD|3DMG|4569VULN|7LHND|8DUST|aRCR
682	25161 33111	   	148.96	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1RPLT|26VULN|3DUR|45ASPD|7LIT|8CDMG|9RCR|aDMG
683	25631 33111	   	148.96	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1RPLT|26VULN|35ASPD|4DUR|7LIT|8CDMG|9RCR|aDMG
684	35513 63321	   	148.96	DCR|2DMG|1VULN|2ASPD|1CDMG|1DUR	1FEWX|27ASPD|36DMG|4VULN|5RMIN|8CDMG|9RCR|aDUR
685	23612 23343	   	148.95	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	1RPLT|2CGEN|35ASPD|45VULN|5BPWR|6LHND|7AART|8ZMB|9DUR|aRCR
686	24311 43225	   	148.93	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|2DMG|3CANSTR|46RCVC|58VULN|7ZMB|9RCR|aAART
687	24332 43225	   	148.93	DCR|2VULN|1AART|1DMG|1ZMB	15RPLT|2DMG|3CANSTR|48VULN|6RCVC|7ZMB|9RCR|aAART
688	22132 51124	   	148.93	DCR|3DMG|1VULN|3DUR	1RPLT|257DUST|367DUR|467DMG|67BPWR|8RCR|9MLV|aVULN
689	22132 51143	   	148.93	DCR|3DMG|1VULN|3DUR	1RPLT|257DUST|367DUR|467DMG|67BPWR|8RCR|9RMIN|aVULN
690	22132 51151	   	148.93	DCR|3DMG|1VULN|3DUR	1RPLT|257DUST|367DUR|467DMG|67BPWR|8RCR|9VULN|aLWND
691	22132 51153	   	148.93	DCR|3DMG|1VULN|3DUR	1RPLT|257DUST|367DUR|467DMG|67BPWR|8RCR|9VULN|aBEXP
692	22132 51155	   	148.93	DCR|3DMG|1VULN|3DUR	1RPLT|257DUST|367DUR|467DMG|67BPWR|8RCR|9VULN|aDMSP
693	22533 15412	   	148.90	ACR|3DMG|1VULN|1ZMB	1RPLT|29DUST|3RCR|467DMG|5VULN|8ZMB|aRCVC
694	22533 15413	   	148.90	ACR|3DMG|1VULN|1ZMB	1RPLT|29DUST|3RCR|467DMG|5VULN|8ZMB|aBEXP
695	22533 15423	   	148.90	ACR|3DMG|1VULN|1ZMB	1RPLT|2DUST|3RCR|467DMG|5VULN|8ZMB|9LEGI|aLIT
696	35512 63321	   	148.86	DCR|2DMG|1VULN|2ASPD|1CDMG|1DUR	1FEWX|27ASPD|36DMG|4VULN|5TLV|8CDMG|9RCR|aDUR
697	21212 34325	 * 	148.84	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG	1RPLT|2LHND|3CDMG|4LEGI|58ZMB|6VULN|7DMG|9RCR|aAART
698	21222 34325	   	148.84	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1RPLT|2LHND|3CDMG|4DUST|58ZMB|6VULN|7DMG|9RCR|aAART
699	22212 34325	   	148.84	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1RPLT|2DUST|3CDMG|4LHND|58ZMB|6VULN|7DMG|9RCR|aAART
700	24162 23141	   	148.83	DCR|3VULN|1DMG|1CDMG	1RPLT|2DMG|3LWND|4MLV|5AIRHEL|68aVULN|7RCR|9CDMG
701	24262 23141	   	148.83	DCR|3VULN|1DMG|1CDMG	1RPLT|2DMG|3LHND|4MLV|5AIRHEL|68aVULN|7RCR|9CDMG
702	22132 51152	   	148.83	DCR|3DMG|1VULN|3DUR	1RPLT|257DUST|367DUR|467DMG|67BPWR|8RCR|9VULN|aERES
703	25135 32621	   	148.81	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RPLT|29VULN|3DUR|47LIT|5ZMB|6CDMG|8RCR|aDMG
704	22533 14532	   	148.80	ACR|3DMG|1VULN|1ZMB	1RPLT|29DUST|3RCR|46aDMG|5VULN|7MBVNT|8ZMB
705	22533 15411	   	148.80	ACR|3DMG|1VULN|1ZMB	1RPLT|29DUST|3RCR|467DMG|5VULN|8ZMB|aMBVNT
706	22533 15421	   	148.80	ACR|3DMG|1VULN|1ZMB	1RPLT|2aDUST|3RCR|467DMG|5VULN|8ZMB|9LEGI
707	13245 22352	   	148.73	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2RMIN|3DUR|4CDMG|5AART|6LIT|7RCR|8DMG|9ERES|aVULN
708	23365 11613	   	148.71	ACR|2AART|1VULN|1DMG|1ZMB	1RPLT|26CGEN|3MGNSTR|4RCR|5VULN|7ZMB|8DMG|9aAART
709	35233 23225	   	148.69	DCR|2VULN|2DMG|1ASPD|1DUR	1aFEWX|2ASPD|3DUR|47VULN|59DMG|6CGEN|8RCR
710	35233 23226	   	148.69	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2ASPD|3DUR|47VULN|59DMG|6CGEN|8RCR|aRPLT
711	35233 23241	   	148.69	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2ASPD|3DUR|47VULN|5aDMG|6CGEN|8RCR|9BEXP
712	35233 24224	   	148.69	DCR|2VULN|2DMG|1ASPD|1DUR	17FEWX|2ASPD|3DUR|4aVULN|59DMG|6CGEN|8RCR
713	35535 23211	   	148.69	DCR|2VULN|2DMG|1ASPD|1DUR	1FEWX|2ASPD|3aDMG|4LHND|57VULN|6CGEN|8RCR|9DUR
