0	Index      	 *	Score 	Summary	Detail	
1	35284 16233	 * 	179.56	DCR|3VULN|1AART|1DMG|2ASPD|2DUR	17DUR|2MBVNT|357VULN|47ASPD|6AART|7BPWR|8FEWX|9DMG|aRCR
646	23143 51135	   	151.58	DCR|2DMG|1AART|1VULN|1CDMG	15TLV|2CDMG|3LWND|45DMG|5BPWR|6BELT|7RMIN|8VULN|9RCR|aAART
647	31356 23611	   	151.57	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1DUR|2FEWX|3CGEN|4AART|5VULN|6ASPD|7CDMG|8LHND|9RCR|aDMG
648	31352 22311	   	151.57	DCR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1DUR|2FEWX|3CGEN|4AART|5LWND|6ASPD|7VULN|8CDMG|9RCR|aDMG
649	23162 52413	   	151.53	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1TLV|2CDMG|3LWND|4RCR|59AART|6VULN|7DMSP|8ASPD|aZMB
650	23662 23413	   	151.53	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1TLV|2CDMG|3VULN|4RCR|59AART|6RCVC|7LWND|8ASPD|aZMB
651	62434 22211	   	151.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1BEXP|2LHND|3RMIN|4AART|5RCR|6VULN|7ZMB|8DMG|9LWND|aCDMG
652	62434 22231	   	151.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1BEXP|2LHND|3RMIN|4AART|5RCR|6VULN|7ZMB|8DMG|9CDMG|aRPLT
653	62434 22232	   	151.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1aBEXP|2LHND|3RMIN|4AART|5RCR|6VULN|7ZMB|8DMG|9CDMG
654	62434 22321	   	151.51	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1BEXP|2LHND|3RMIN|4AART|5RCR|6VULN|7ZMB|8CDMG|9LWND|aDMG
655	21436 22311	   	151.47	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1TLV|2LHND|3FEWX|4AART|5DUR|6ASPD|7VULN|8CDMG|9RCR|aDMG
656	31355 22311	   	151.47	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2FEWX|3CGEN|4AART|5LEGI|6ASPD|7VULN|8CDMG|9RCR|aDMG
657	31356 23311	   	151.47	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2FEWX|3CGEN|4AART|5VULN|6ASPD|7CDMG|8DUST|9RCR|aDMG
658	62334 22331	   	151.41	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1BEXP|2LHND|3CGEN|4AART|5RCR|6VULN|7ZMB|8DUST|9CDMG|aDMG
659	62334 22431	   	151.41	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1BEXP|2LHND|3CGEN|4AART|5RCR|6VULN|7ZMB|8LEGI|9CDMG|aDMG
660	62434 22233	   	151.41	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1BEXP|2LHND|3RMIN|4AART|5RCR|6VULN|7ZMB|8DMG|9CDMG|aTLV
661	62334 32221	   	151.38	ACR|2VULN|1AART|1DMG|1DUR	1BEXP|2LHND|3CGEN|4AART|5RCR|6LIT|7DMG|8aVULN|9DUR
662	62434 32221	   	151.38	ACR|2VULN|1AART|1DMG|1DUR	1BEXP|2LHND|3RMIN|4AART|5RCR|6LIT|7DMG|8aVULN|9DUR
663	31356 32623	   	151.36	DCR|2VULN|1AART|1DMG|2DUR	19DUR|2FEWX|3CGEN|4AART|57VULN|6DMG|8MBVNT|aRCR
664	65451 42344	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	13BEXP|2MBVNT|4ZMB|5LIT|6AART|7DMG|8aVULN|9RCR
665	21434 31236	   	151.28	ACR|2DMG|1AART|1VULN|1DUR	1TLV|2LHND|3FEWX|4AART|5RCR|68DMG|7DUR|9LWND|aVULN
666	31354 32236	   	151.28	ACR|2DMG|1AART|1VULN|1DUR	1DUR|2FEWX|3CGEN|4AART|5RCR|68DMG|7LEGI|9LWND|aVULN
667	35143 23725	 * 	151.26	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1DUR|2MBVNT|3CDMG|45VULN|6BEXP|79ASPD|8RCR|aDMG
668	23363 46333	 * 	151.24	ACR|1AART|1DMG|1FLTHEA|1CDMG|1ZMB|1DUR	1TLV|2CDMG|3DUST|4RCR|5DUR|6BELT|7DMG|8ZMB|9AART|aFLTHEA
669	51232 11541	   	151.21	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|2FEWX|3VULN|4CDMG|5ZMB|6DUR|7RCR|8RPLT|9aDMG
670	62232 11541	   	151.21	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1BEXP|2LHND|3VULN|4CDMG|5ZMB|6DUR|7RCR|8RPLT|9aDMG
671	63232 11541	   	151.21	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1BEXP|2FEWX|3VULN|4CDMG|5ZMB|6DUR|7RCR|8RPLT|9aDMG
672	51232 11155	   	151.21	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2FEWX|39VULN|4CDMG|5ZMB|6DUR|7RCR|8LIT|aDMG
673	62232 11264	   	151.21	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2LHND|39VULN|4CDMG|5ZMB|6DUR|7RCR|8RCVC|aDMG
674	23365 31413	   	151.19	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1TLV|2CDMG|3DUST|4RCR|5SELL|6DMG|7ASPD|8ZMB|9aVULN
675	23662 51121	   	151.18	ACR|2AART|2VULN|1CDMG	1TLV|2CDMG|36VULN|4RCR|59AART|7MLV|8CGEN|aBEXP
676	23662 51311	   	151.18	ACR|2AART|2VULN|1CDMG	1TLV|2CDMG|36VULN|4RCR|59AART|7MLV|8BEXP|aMGNLIT
677	23662 51312	   	151.18	ACR|2AART|2VULN|1CDMG	1TLV|2CDMG|36VULN|4RCR|59AART|7MLV|8BEXP|aLHND
678	23662 52221	   	151.18	ACR|2AART|2VULN|1CDMG	1TLV|2CDMG|36VULN|4RCR|59AART|7RCVC|8CGEN|aLWND
679	23662 52223	   	151.18	ACR|2AART|2VULN|1CDMG	1TLV|2CDMG|36VULN|4RCR|59AART|7aRCVC|8CGEN
680	23662 53311	   	151.18	ACR|2AART|2VULN|1CDMG	1TLV|2CDMG|36VULN|4RCR|59AART|7LWND|8CGEN|aMGNLIT
681	23662 53313	   	151.18	ACR|2AART|2VULN|1CDMG	1TLV|2CDMG|36VULN|4RCR|59AART|7LWND|8aCGEN
682	23162 22122	   	151.18	ACR|2AART|2VULN|1CDMG	1TLV|2CDMG|3LWND|4RCR|59AART|67RCVC|8aVULN
683	23162 23122	   	151.18	ACR|2AART|2VULN|1CDMG	1TLV|2CDMG|37LWND|4RCR|59AART|6RCVC|8aVULN
684	23662 21122	   	151.18	ACR|2AART|2VULN|1CDMG	1TLV|2CDMG|3aVULN|4RCR|59AART|6RCVC|7MLV|8CGEN
685	23662 21316	   	151.18	ACR|2AART|2VULN|1CDMG	1TLV|2CDMG|3aVULN|4RCR|59AART|6RCVC|7MLV|8BEXP
686	23662 42322	   	151.18	ACR|2AART|2VULN|1CDMG	1TLV|2CDMG|3aVULN|4RCR|59AART|68CGEN|7MLV
687	23662 62122	   	151.18	ACR|2AART|2VULN|1CDMG	1TLV|2CDMG|3aVULN|4RCR|59AART|67MLV|8CGEN
688	35143 33725	   	151.16	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	1DUR|2MBVNT|3CDMG|45VULN|6DUST|79ASPD|8RCR|aDMG
689	35281 82243	   	151.15	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	1DUR|2MBVNT|38VULN|4aASPD|5LIT|6ZMB|7AART|9RCR
690	35214 45382	   	151.15	DCR|3VULN|1AART|2DUR	17DUR|2MBVNT|39aVULN|4FEWX|5AART|6RPLT|8RCR
691	35224 45382	   	151.15	DCR|3VULN|1AART|2DUR	17DUR|2MBVNT|39aVULN|4BEXP|5AART|6RPLT|8RCR
692	35444 45382	   	151.15	DCR|3VULN|1AART|2DUR	17DUR|2MBVNT|3BEXP|49aVULN|5AART|6RPLT|8RCR
693	53652 11113	   	151.12	DCR|1AART|1DMG|1VULN|1CDMG|2DUR	1LWND|2AART|3aDUR|4VULN|5DMG|6FEWX|7CDMG|8CGEN|9RCR
694	53316 32313	   	151.12	DCR|1AART|1DMG|1VULN|1CDMG|2DUR	1LWND|2AART|3FEWX|4CGEN|5aDUR|6DMG|7VULN|8CDMG|9RCR
695	53651 32311	   	151.12	DCR|1AART|1DMG|1VULN|1CDMG|2DUR	1LWND|2AART|37DUR|4VULN|5BEXP|6LHND|8CDMG|9RCR|aDMG
696	62332 22231	   	151.09	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	1BEXP|2LHND|3CGEN|4AART|5LWND|6VULN|7ZMB|8RCR|9CDMG|aDMG
697	23662 51123	   	151.08	ACR|2AART|2VULN|1CDMG	1TLV|2CDMG|36VULN|4RCR|59AART|7MLV|8CGEN|aERES
698	23662 53312	   	151.08	ACR|2AART|2VULN|1CDMG	1TLV|2CDMG|36VULN|4RCR|59AART|7LWND|8CGEN|aLEGI
699	23662 22115	   	151.08	ACR|2AART|2VULN|1CDMG	1TLV|2CDMG|38VULN|4RCR|5aAART|67RCVC|9LSRHEA
700	53414 31113	   	151.03	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1LWND|29AART|3VULN|4CGEN|5RCR|6ASPD|7RCVC|8CDMG|aZMB
701	53326 32313	   	151.02	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1LWND|2AART|3FEWX|4TLV|5aDUR|6DMG|7VULN|8CDMG|9RCR
702	35543 45234	   	151.01	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3DUST|4ZMB|5FEWX|6aDMG|7RCR|8VULN|9CDMG
703	35321 81116	   	150.99	DCR|2VULN|2AART|1ASPD|1DUR	1DUR|2MBVNT|3CGEN|4BELT|59AART|6ASPD|7RCR|8aVULN
704	31352 32212	   	150.96	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2FEWX|39CGEN|4AART|5LWND|6aDMG|7VULN|8RCR
705	31352 32216	   	150.96	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|39CGEN|4AART|5LWND|6DMG|7aVULN|8RCR
706	31233 13535	   	150.95	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2FEWX|35VULN|4CDMG|6LIT|7DMG|8ASPD|9ZMB|aRCR
707	55251 22443	   	150.95	DCR|2VULN|1AART|1CDMG|2DUR	1LWND|2MBVNT|38VULN|4aDUR|5CGEN|6AART|7RCR|9CDMG
708	55364 22443	   	150.95	DCR|2VULN|1AART|1CDMG|2DUR	1LWND|2MBVNT|3CGEN|4aDUR|58VULN|6AART|7RCR|9CDMG
709	53214 31113	   	150.93	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1LWND|29AART|3ERES|4VULN|5RCR|6ASPD|7RCVC|8CDMG|aZMB
710	53424 31113	   	150.93	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1LWND|29AART|3VULN|4TLV|5RCR|6ASPD|7RCVC|8CDMG|aZMB
711	23162 53513	   	150.91	ACR|2AART|1VULN|2CDMG|1ZMB	1TLV|27CDMG|3LWND|4RCR|59AART|6VULN|8RMIN|aZMB
712	23162 66113	   	150.91	ACR|2AART|1VULN|2CDMG|1ZMB	1TLV|28CDMG|3LWND|4RCR|59AART|6RMIN|7VULN|aZMB
713	34561 32323	   	150.89	ACR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR|1SELL	1DUR|2ZMB|3SELL|4RCR|5LHND|6ASPD|7VULN|8LSRICY|9AART|aDMG
714	35214 26372	   	150.87	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2MBVNT|3VULN|4FEWX|5AART|6FLTHEA|7MLV|8DMG|9RCR|aASPD
715	35224 26372	   	150.87	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2MBVNT|3VULN|4BEXP|5AART|6FLTHEA|7MLV|8DMG|9RCR|aASPD
716	35444 26372	   	150.87	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2MBVNT|3BEXP|4VULN|5AART|6FLTHEA|7MLV|8DMG|9RCR|aASPD
717	21436 32212	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1TLV|2LHND|3FEWX|4AART|5DUR|6aDMG|7VULN|8RCR|9CGEN
718	21436 32215	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1TLV|2LHND|3FEWX|4AART|5DUR|6DMG|7aVULN|8RCR|9CGEN
719	21436 32242	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1TLV|29LHND|3FEWX|4AART|5DUR|6aDMG|7VULN|8RCR
720	21436 32261	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1TLV|2LHND|3FEWX|4AART|5DUR|6DMG|79VULN|8RCR|aRCVC
721	31355 32212	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2FEWX|39CGEN|4AART|5LEGI|6aDMG|7VULN|8RCR
722	31355 32216	   	150.86	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2FEWX|39CGEN|4AART|5LEGI|6DMG|7aVULN|8RCR
723	35362 41382	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|36CGEN|4AART|5LWND|7VULN|8RCR|9aDMG
724	35363 11382	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3CGEN|4AART|56FEWX|7VULN|8RCR|9aDMG
725	35366 31421	   	150.86	DCR|2DMG|1AART|1VULN|1DUR	1DUR|2MBVNT|3CGEN|4AART|5RCVC|6aDMG|7RPLT|8RCR|9VULN
726	31231 42651	 * 	150.84	DCR|2AART|1VULN|2CDMG|3DUR	156DUR|2FEWX|3VULN|46CDMG|6BPWR|7AIRHEA|8RCR|9aAART
727	53214 33213	   	150.83	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1LWND|29AART|38ERES|4VULN|5RCR|6ASPD|7CDMG|aZMB
728	23662 43113	   	150.81	ACR|2AART|1VULN|2CDMG|1ZMB	1TLV|28CDMG|3VULN|4RCR|59AART|6CGEN|7DUST|aZMB
729	53214 32234	   	150.81	ACR|2AART|2VULN|1DUR|1ASPD	1LWND|2aAART|3ERES|47VULN|5RCR|6ASPD|8RPLT|9DUR
730	53316 36223	   	150.80	DCR|2DMG|1AART|2DUR|1ZMB	1LWND|2AART|3FEWX|4CGEN|59DUR|68DMG|7RCR|aZMB
731	35214 21372	   	150.77	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2MBVNT|3VULN|4FEWX|5AART|6FLTHEA|7TLV|8DMG|9RCR|aASPD
732	35224 21372	   	150.77	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2MBVNT|3VULN|4BEXP|5AART|6FLTHEA|7TLV|8DMG|9RCR|aASPD
733	35444 21372	   	150.77	DCR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD	1DUR|2MBVNT|3BEXP|4VULN|5AART|6FLTHEA|7TLV|8DMG|9RCR|aASPD
734	21436 32263	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1TLV|2LHND|3FEWX|4AART|5DUR|6DMG|79VULN|8RCR|aCANHEL
735	23162 52523	   	150.73	ACR|2VULN|1AART|1CDMG|1ZMB	1TLV|2CDMG|3LWND|4RCR|5AART|69VULN|7DMSP|8RMIN|aZMB
736	23662 12311	   	150.73	ACR|2VULN|1AART|1CDMG|1ZMB	1TLV|2CDMG|39VULN|4RCR|5AART|6RPLT|7RCVC|8ZMB|aBELT
737	23662 12313	   	150.73	ACR|2VULN|1AART|1CDMG|1ZMB	1TLV|2CDMG|39VULN|4RCR|5AART|6RPLT|7RCVC|8ZMB|aLWND
738	23662 12324	   	150.73	ACR|2VULN|1AART|1CDMG|1ZMB	1TLV|2CDMG|3aVULN|4RCR|5AART|6RPLT|79RCVC|8ZMB
739	23662 21323	   	150.73	ACR|2VULN|1AART|1CDMG|1ZMB	1TLV|2CDMG|39VULN|4RCR|5AART|6RCVC|7MLV|8BEXP|aZMB
740	23662 23523	   	150.73	ACR|2VULN|1AART|1CDMG|1ZMB	1TLV|2CDMG|39VULN|4RCR|5AART|6RCVC|7LWND|8RMIN|aZMB
741	23662 26311	   	150.73	ACR|2VULN|1AART|1CDMG|1ZMB	1TLV|2CDMG|39VULN|4RCR|5AART|6RCVC|7RPLT|8ZMB|aBELT
742	23662 26313	   	150.73	ACR|2VULN|1AART|1CDMG|1ZMB	1TLV|2CDMG|39VULN|4RCR|5AART|6RCVC|7RPLT|8ZMB|aLWND
743	23662 62323	   	150.73	ACR|2VULN|1AART|1CDMG|1ZMB	1TLV|2CDMG|39VULN|4RCR|5AART|67MLV|8BEXP|aZMB
744	34136 31623	   	150.72	DCR|3VULN|1DMG|1ZMB|1DUR	1DUR|2ZMB|3ERES|4CGEN|5DMG|6BEXP|79aVULN|8RCR
745	23662 14311	   	150.63	ACR|2VULN|1AART|1CDMG|1ZMB	17TLV|2CDMG|39VULN|4RCR|5AART|6RPLT|8ZMB|aBELT
746	23662 14313	   	150.63	ACR|2VULN|1AART|1CDMG|1ZMB	17TLV|2CDMG|39VULN|4RCR|5AART|6RPLT|8ZMB|aLWND
747	23662 12316	   	150.63	ACR|2VULN|1AART|1CDMG|1ZMB	1aTLV|2CDMG|39VULN|4RCR|5AART|6RPLT|7RCVC|8ZMB
748	34136 21623	   	150.62	DCR|3VULN|1DMG|1ZMB|1DUR	1DUR|2ZMB|3ERES|4CGEN|5DMG|6DUST|79aVULN|8RCR
749	53214 62111	   	150.58	ACR|2AART|2VULN|1CDMG	1LWND|29AART|3ERES|47VULN|5RCR|6CGEN|8CDMG|aMGNLIT
750	53214 62113	   	150.58	ACR|2AART|2VULN|1CDMG	1LWND|29AART|3ERES|47VULN|5RCR|6aCGEN|8CDMG
751	53424 23111	   	150.58	ACR|2AART|2VULN|1CDMG	1LWND|29AART|36VULN|4TLV|5RCR|7CGEN|8CDMG|aMGNLIT
752	53424 23113	   	150.58	ACR|2AART|2VULN|1CDMG	1LWND|29AART|36VULN|4TLV|5RCR|7aCGEN|8CDMG
753	61351 22353	 * 	150.53	DCR|2DMG|1VULN|2ZMB|1CDMG	1BEXP|2BELT|35ZMB|4MGNLIT|6RCR|78DMG|9CDMG|aVULN
754	35544 45442	   	150.52	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DUR|2MBVNT|3DUST|4ZMB|5VULN|6ASPD|7RCR|8MLV|9AART|aDMG
755	61351 22351	 * 	150.51	DCR|2DMG|3ZMB|2CDMG	1aBEXP|2BELT|35aZMB|4MGNLIT|6RCR|78DMG|9aCDMG|aBPWR
756	53114 22141	   	150.51	ACR|2AART|1DMG|1VULN|1ZMB	1LWND|28AART|3BEXP|4CGEN|5RCR|6VULN|7ZMB|9DMG|aLHND
757	53114 22162	   	150.51	ACR|2AART|1DMG|1VULN|1ZMB	1LWND|28AART|3BEXP|4CGEN|5RCR|6VULN|7ZMB|9LHND|aDMG
758	35143 13346	 * 	150.50	DCR|2VULN|2DMG|1CDMG|1DUR	1DUR|2MBVNT|3CDMG|45VULN|6LIT|79DMG|8BEXP|aRCR
759	35113 62233	 * 	150.50	DCR|4VULN|1CDMG|2DUR	17DUR|2MBVNT|3CDMG|47LWND|578aVULN|6BELT|7BPWR|9RCR
760	35144 62233	   	150.50	DCR|4VULN|1CDMG|2DUR	17DUR|2MBVNT|3CDMG|478aVULN|57LWND|6BELT|7BPWR|9RCR
761	53214 52111	   	150.48	ACR|2AART|2VULN|1CDMG	1LWND|29AART|3ERES|47VULN|5RCR|6TLV|8CDMG|aMGNLIT
762	53214 52113	   	150.48	ACR|2AART|2VULN|1CDMG	1LWND|29AART|3ERES|47VULN|5RCR|6TLV|8CDMG|aCGEN
763	53214 62112	   	150.48	ACR|2AART|2VULN|1CDMG	1LWND|29AART|3ERES|47VULN|5RCR|6CGEN|8CDMG|aLEGI
764	53424 21111	   	150.48	ACR|2AART|2VULN|1CDMG	1LWND|29AART|36VULN|4TLV|5RCR|7ERES|8CDMG|aMGNLIT
765	53424 21113	   	150.48	ACR|2AART|2VULN|1CDMG	1LWND|29AART|36VULN|4TLV|5RCR|7ERES|8CDMG|aCGEN
766	53424 23112	   	150.48	ACR|2AART|2VULN|1CDMG	1LWND|29AART|36VULN|4TLV|5RCR|7CGEN|8CDMG|aLEGI
767	35248 15444	   	150.43	DCR|3ZMB|1AART|1VULN|2DUR|1ASPD	18DUR|2MBVNT|3VULN|458ZMB|6AART|78LIT|8BPWR|9RCR|aASPD
768	53214 12141	   	150.41	ACR|2AART|1VULN|1DMG|1ZMB	1LWND|28AART|3ERES|4VULN|5RCR|6FEWX|7ZMB|9DMG|aLHND
769	53114 22132	   	150.41	ACR|2AART|1DMG|1VULN|1ZMB	1LWND|28AART|3BEXP|4CGEN|5RCR|6VULN|7ZMB|9DUST|aDMG
770	53114 22142	   	150.41	ACR|2AART|1VULN|1DMG|1ZMB	1LWND|28AART|3BEXP|4CGEN|5RCR|6VULN|7ZMB|9DMG|aCANHEL
771	53114 22362	   	150.41	ACR|2AART|1DMG|1VULN|1ZMB	1LWND|29AART|3BEXP|4CGEN|5RCR|6VULN|7ZMB|8DUST|aDMG
772	53124 22141	   	150.41	ACR|2AART|1VULN|1DMG|1ZMB	1LWND|28AART|3BEXP|4TLV|5RCR|6VULN|7ZMB|9DMG|aLHND
773	53124 22162	   	150.41	ACR|2AART|1VULN|1DMG|1ZMB	1LWND|28AART|3BEXP|4TLV|5RCR|6VULN|7ZMB|9LHND|aDMG
774	53224 22141	   	150.41	ACR|2AART|1VULN|1DMG|1ZMB	1LWND|28AART|3ERES|4BEXP|5RCR|6VULN|7ZMB|9DMG|aLHND
775	53414 12132	   	150.41	ACR|2AART|1DMG|1VULN|1ZMB	1LWND|28AART|3VULN|4CGEN|5RCR|6FEWX|7ZMB|9DUST|aDMG
776	53214 52112	   	150.38	ACR|2AART|2VULN|1CDMG	1LWND|29AART|3ERES|47VULN|5RCR|6TLV|8CDMG|aLEGI
777	53424 21112	   	150.38	ACR|2AART|2VULN|1CDMG	1LWND|29AART|36VULN|4TLV|5RCR|7ERES|8CDMG|aLEGI
778	31134 16611	 * 	150.34	DCR|1AART|1DMG|2CDMG|1VULN|1DUR	1DUR|2FEWX|34CDMG|5AART|6LWND|7VULN|8LHND|9RCR|aDMG
779	53214 12132	   	150.31	ACR|2AART|1VULN|1DMG|1ZMB	1LWND|28AART|3ERES|4VULN|5RCR|6FEWX|7ZMB|9DUST|aDMG
780	53214 12142	   	150.31	ACR|2AART|1VULN|1DMG|1ZMB	1LWND|28AART|3ERES|4VULN|5RCR|6FEWX|7ZMB|9DMG|aCANHEL
781	53214 42132	   	150.31	ACR|2AART|1VULN|1DMG|1ZMB	1LWND|28AART|3ERES|4VULN|5RCR|6LHND|7ZMB|9DUST|aDMG
782	53424 12132	   	150.31	ACR|2AART|1VULN|1DMG|1ZMB	1LWND|28AART|3VULN|4TLV|5RCR|6FEWX|7ZMB|9DUST|aDMG
783	53124 22132	   	150.31	ACR|2AART|1VULN|1DMG|1ZMB	1LWND|28AART|3BEXP|4TLV|5RCR|6VULN|7ZMB|9DUST|aDMG
784	53124 22142	   	150.31	ACR|2AART|1VULN|1DMG|1ZMB	1LWND|28AART|3BEXP|4TLV|5RCR|6VULN|7ZMB|9DMG|aCANHEL
785	53124 22362	   	150.31	ACR|2AART|1VULN|1DMG|1ZMB	1LWND|29AART|3BEXP|4TLV|5RCR|6VULN|7ZMB|8DUST|aDMG
786	53224 22132	   	150.31	ACR|2AART|1VULN|1DMG|1ZMB	1LWND|28AART|3ERES|4BEXP|5RCR|6VULN|7ZMB|9DUST|aDMG
787	53224 22142	   	150.31	ACR|2AART|1VULN|1DMG|1ZMB	1LWND|28AART|3ERES|4BEXP|5RCR|6VULN|7ZMB|9DMG|aCANHEL
788	53224 22362	   	150.31	ACR|2AART|1VULN|1DMG|1ZMB	1LWND|29AART|3ERES|4BEXP|5RCR|6VULN|7ZMB|8DUST|aDMG
789	53324 52132	   	150.31	ACR|2AART|1VULN|1DMG|1ZMB	1LWND|28AART|3FEWX|4TLV|5RCR|6VULN|7ZMB|9DUST|aDMG
790	53316 22312	   	150.29	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LWND|2AART|3FEWX|4CGEN|5DUR|6ASPD|7aVULN|8CDMG|9RCR
791	35248 53342	   	150.28	DCR|3VULN|3ZMB|1DUR|1ASPD	1DUR|2MBVNT|369VULN|456ZMB|6BPWR|7LWND|8ASPD|aRCR
792	35142 77231	   	150.27	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1DUR|2MBVNT|3CDMG|4VULN|5BELT|6AART|7DMG|8ASPD|9RCR|aLWND
793	35142 77232	   	150.27	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2MBVNT|3CDMG|4VULN|5BELT|6AART|7DMG|8ASPD|9RCR|aRMIN
794	35231 27372	   	150.27	DCR|1AART|1DMG|1VULN|1FLTHEA|1ASPD|1DUR	1DUR|2MBVNT|3VULN|4LHND|5CGEN|6AART|7FLTHEA|8DMG|9RCR|aASPD
795	35314 27372	   	150.27	DCR|1AART|1DMG|1VULN|1FLTHEA|1ASPD|1DUR	1DUR|2MBVNT|3CGEN|4LHND|5VULN|6AART|7FLTHEA|8DMG|9RCR|aASPD
796	61136 25132	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1aBEXP|2BELT|3aERES|4DMG|5DUR|6LEGI|7RCR|8aVULN|9AART|aBPWR
797	61141 53242	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1aBEXP|2BELT|3aERES|4DUR|5AART|6DMG|7MBVNT|8RCR|9aVULN|aBPWR
798	35214 43373	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|37VULN|4aFEWX|5AART|6RPLT|8RCR|9DMG
799	35214 43377	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|37VULN|4FEWX|5AART|6RPLT|8RCR|9DMG|aLWND
800	35214 43378	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|37VULN|4FEWX|5AART|6RPLT|8RCR|9DMG|aLHND
801	35224 43373	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|37VULN|4BEXP|5AART|6RPLT|8RCR|9DMG|aFEWX
802	35224 43374	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|37VULN|4BEXP|5AART|6RPLT|8RCR|9DMG|aLWND
803	35224 43378	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|37VULN|4BEXP|5AART|6RPLT|8RCR|9DMG|aLHND
804	35444 43373	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3BEXP|47VULN|5AART|6RPLT|8RCR|9DMG|aFEWX
805	35444 43374	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3BEXP|47VULN|5AART|6RPLT|8RCR|9DMG|aLWND
806	35444 43378	   	150.26	DCR|2VULN|1AART|1DMG|1DUR	1DUR|2MBVNT|3BEXP|47VULN|5AART|6RPLT|8RCR|9DMG|aLHND
