0	Index      	 *	Score 	Summary	Detail	
1	23645 31436	 * 	176.48	DCR|3VULN|1AART|1DMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|58aVULN|6RCR|7LIT|9DMG
646	23645 37223	   	149.98	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD	1DLOT|2AART|3MBVNT|4ZMB|5VULN|6RCR|7DMG|8ASPD|9aDUST
647	12125 41334	   	149.97	DCR|3VULN|1AART|1CDMG	1ERES|2BASICY|36aVULN|4DUST|5AART|7CDMG|8BEXP|9RCR
648	26113 54624	   	149.96	DCR|2VULN|1AART|2ASPD|1CDMG	1DLOT|2RPLT|38VULN|48LHND|5MBVNT|68ASPD|7RCR|8BPWR|9CDMG|aAART
649	26153 24624	   	149.96	DCR|2VULN|1AART|2ASPD|1CDMG	1DLOT|2RPLT|38VULN|48ASPD|58LHND|6MBVNT|7RCR|8BPWR|9CDMG|aAART
650	23331 18516	   	149.95	DCR|3VULN|1AART|1ASPD	1DLOT|2AART|3ASPD|4CGEN|5FEWX|6MBVNT|7RCR|89aVULN
651	23628 37214	   	149.89	DCR|2AART|1VULN|1DMG|1ZMB	1DLOT|25AART|3MBVNT|46FEWX|7DMG|8RCR|9VULN|aZMB
652	23621 83711	   	149.84	DCR|2VULN|1AART|1ZMB|1ASPD|1DUR	1DLOT|2AART|3MBVNT|4FEWX|59VULN|6ASPD|7ZMB|8RCR|aDUR
653	16133 13261	   	149.84	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|7AART|8LIT|9DUR|aASPD
654	23431 32356	   	149.83	DCR|2VULN|1AART|1DMG	1DLOT|2AART|3DUST|4FEWX|5aVULN|6RCR|7RMIN|8BELT|9DMG
655	23432 32213	   	149.83	DCR|2VULN|1AART|1DMG	1DLOT|2AART|3DUST|4FEWX|5BEXP|6RCR|7RMIN|8DMG|9aVULN
656	23432 32215	   	149.83	DCR|2DMG|1AART|1VULN	1DLOT|2AART|3DUST|4FEWX|5BEXP|6RCR|7RMIN|8aDMG|9VULN
657	23432 33215	   	149.83	DCR|2DMG|1AART|1VULN	1DLOT|2AART|3DUST|4FEWX|5BEXP|6RCR|7CGEN|8aDMG|9VULN
658	23531 42111	   	149.81	DCR|2AART|2VULN|1ZMB	1DLOT|23AART|4ZMB|5DMSP|69VULN|7RCR|8FEWX|aERES
659	23531 42113	   	149.81	DCR|2AART|2VULN|1ZMB	1DLOT|23AART|4ZMB|5DMSP|69VULN|7RCR|8FEWX|aDUST
660	23531 42114	   	149.81	DCR|2AART|2VULN|1ZMB	1DLOT|23AART|4ZMB|5DMSP|69VULN|7RCR|8FEWX|aAIRHEA
661	23531 42511	   	149.81	DCR|2AART|2VULN|1ZMB	1DLOT|23AART|4ZMB|5DMSP|69VULN|7RCR|8LWND|aERES
662	23531 42513	   	149.81	DCR|2AART|2VULN|1ZMB	1DLOT|23AART|4ZMB|5DMSP|69VULN|7RCR|8LWND|aDUST
663	23531 42611	   	149.81	DCR|2AART|2VULN|1ZMB	1DLOT|23AART|4ZMB|5DMSP|69VULN|7RCR|8BEXP|aERES
664	23531 42613	   	149.81	DCR|2AART|2VULN|1ZMB	1DLOT|23AART|4ZMB|5DMSP|69VULN|7RCR|8BEXP|aDUST
665	16224 22224	   	149.80	DCR|2VULN|1DMG|2DUR|1ZMB|1ASPD	1ERES|29VULN|3ZMB|4ASPD|57DUR|6RCVC|8RCR|aDMG
666	42161 15231	   	149.79	DCR|3DMG|1AART|1ASPD|1DUR	1BEXP|2FEWX|379DMG|4ERES|5ASPD|6DUR|8RCR|aAART
667	21623 53342	   	149.75	DCR|2VULN|1AART|1CDMG|1ASPD	1DLOT|2LSRREG|3AART|4LHND|5aVULN|6RCR|7CDMG|8BEXP|9ASPD
668	23153 63233	   	149.73	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3LIT|4LWND|5DUR|6VULN|7DMG|8RCR|9RCVC|aCDMG
669	23231 16621	   	149.73	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3RPLT|4FEWX|5VULN|6CDMG|7DMG|8RCR|9RCVC|aDUR
670	23231 13612	   	149.72	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4aFEWX|59VULN|6CDMG|7ZMB|8RCR
671	23231 13614	   	149.72	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4FEWX|59VULN|6CDMG|7ZMB|8RCR|aMLV
672	23231 13616	   	149.72	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3aRPLT|4FEWX|59VULN|6CDMG|7ZMB|8RCR
673	23235 13613	   	149.72	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4FEWX|5BEXP|6CDMG|7ZMB|8RCR|9aVULN
674	23264 23612	   	149.72	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4CDMG|59VULN|6BEXP|7ZMB|8RCR|aFEWX
675	23266 23613	   	149.72	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4CDMG|5FEWX|6BEXP|7ZMB|8RCR|9aVULN
676	23531 42211	   	149.71	DCR|2AART|2VULN|1ZMB	1DLOT|23AART|4ZMB|5DMSP|69VULN|7RCR|8DUST|aERES
677	23531 42213	   	149.71	DCR|2AART|2VULN|1ZMB	1DLOT|23AART|4ZMB|5DMSP|69VULN|7RCR|8aDUST
678	23531 42214	   	149.71	DCR|2AART|2VULN|1ZMB	1DLOT|23AART|4ZMB|5DMSP|69VULN|7RCR|8DUST|aAIRHEA
679	23642 12256	   	149.69	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DLOT|2AART|3MBVNT|4ZMB|5LHND|6CDMG|7VULN|8RPLT|9RCR|aDMG
680	61163 23224	   	149.68	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	17LHND|2ASPD|3RPLT|47VULN|57DUR|6LEGI|7BPWR|8AART|9CDMG|aRCR
681	21623 53422	   	149.65	DCR|2VULN|1AART|1CDMG|1ASPD	1DLOT|2LSRREG|3AART|4LHND|5aVULN|6RCR|7CDMG|8ASPD|9DUST
682	23241 16621	   	149.63	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3RPLT|4DUST|5VULN|6CDMG|7DMG|8RCR|9RCVC|aDUR
683	23241 13612	   	149.62	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4DUST|59VULN|6CDMG|7ZMB|8RCR|aFEWX
684	23241 13614	   	149.62	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4DUST|59VULN|6CDMG|7ZMB|8RCR|aMLV
685	23241 13616	   	149.62	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3aRPLT|4DUST|59VULN|6CDMG|7ZMB|8RCR
686	23231 13613	   	149.62	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4FEWX|59VULN|6CDMG|7ZMB|8RCR|aDUST
687	23231 13653	   	149.62	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4FEWX|5aVULN|6CDMG|7ZMB|8RCR|9DUST
688	23245 13613	   	149.62	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4DUST|5BEXP|6CDMG|7ZMB|8RCR|9aVULN
689	23246 13613	   	149.62	DCR|2VULN|1AART|1CDMG|1ZMB	1DLOT|2AART|3RPLT|4DUST|5FEWX|6CDMG|7ZMB|8RCR|9aVULN
690	16133 13225	   	149.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|7AART|8LIT|9LHND|aCDMG
691	16133 13235	   	149.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|7AART|8LIT|9FEWX|aCDMG
692	26151 32611	   	149.59	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DLOT|2RPLT|39VULN|4ASPD|5CDMG|6FEWX|7AART|8RCR|aDUR
693	51536 22133	 * 	149.58	DCR|2VULN|2DMG|3ASPD|1CDMG|1MSE	124ASPD|2BPWR|3aDMG|5MSE|6RCR|78VULN|9CDMG
694	23342 22326	   	149.57	DCR|3VULN|1AART|2ASPD	1DLOT|2AART|36ASPD|4RPLT|56LHND|6BPWR|789VULN|aRCR
695	21633 32626	   	149.54	DCR|2AART|1VULN|1DMG|1CDMG	1DLOT|2LSRREG|35AART|4DMG|6BELT|7LIT|8VULN|9RCR|aCDMG
696	26151 12611	   	149.49	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1DLOT|2RPLT|39VULN|4ASPD|5CDMG|6DUST|7AART|8RCR|aDUR
697	23532 31134	   	149.46	DCR|3AART|1VULN|1DMG|1ZMB	1DLOT|238AART|4ZMB|5RPLT|6DMG|7LWND|9VULN|aRCR
698	23532 31534	   	149.46	DCR|3AART|1VULN|1DMG|1ZMB	1DLOT|239AART|4ZMB|5RPLT|6DMG|7LWND|8VULN|aRCR
699	62136 21213	   	149.41	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LHND|2FEWX|3DMG|4DUST|5RCR|6ZMB|7CDMG|8VULN|9RCVC|aAART
700	16133 13661	   	149.41	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	189ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|7AART|aCDMG
701	26131 24212	   	149.38	DCR|2VULN|1DMG|1CDMG|1ZMB	1DLOT|2RPLT|38VULN|4LIT|5RCVC|6RCR|7CDMG|9DMG|aZMB
702	23216 33334	   	149.37	DCR|2DMG|1AART|3CDMG	1DLOT|2AART|3RPLT|4RCVC|59DMG|6NUKE|789CDMG|9BPWR|aRCR
703	56232 14221	 * 	149.37	DCR|2VULN|1AART|2ZMB|2ASPD	17ASPD|2aVULN|35ZMB|4MLV|6LWND|8RCR|9AART
704	23532 32234	   	149.36	DCR|3AART|1VULN|1DMG|1ZMB	1DLOT|238AART|4ZMB|5RPLT|6DMG|7DUST|9VULN|aRCR
705	23532 32334	   	149.36	DCR|3AART|1VULN|1DMG|1ZMB	1DLOT|239AART|4ZMB|5RPLT|6DMG|7DUST|8VULN|aRCR
706	21341 22333	   	149.35	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1DLOT|2LSRREG|3ZMB|4DUR|5CDMG|6LWND|78VULN|9RCR|aAART
707	23211 66316	 * 	149.35	DCR|2VULN|1AART|2ASPD|2DUR	1DLOT|2AART|3RPLT|4RCVC|59DUR|6MLV|79ASPD|89VULN|9BPWR|aRCR
708	23216 61362	   	149.32	DCR|1AART|1VULN|1DMG|1ASPD|1DUR	1DLOT|2AART|3RPLT|4RCVC|5DMG|6RCR|7LHND|8VULN|9DUR|aASPD
709	23216 63312	   	149.32	DCR|1AART|1VULN|1DMG|1ASPD|1DUR	1DLOT|2AART|3RPLT|4RCVC|5DMG|6RCR|7DUR|8VULN|9LHND|aASPD
710	23216 63332	   	149.32	DCR|1AART|1VULN|1DMG|1ASPD|1DUR	1DLOT|2AART|3RPLT|4RCVC|5DMG|6RCR|7DUR|8VULN|9FEWX|aASPD
711	13511 36523	   	149.30	DCR|1AART|1VULN|1DMG|2CDMG	19ERES|2DUST|39CGEN|4LIT|5VULN|6RCR|7AART|89CDMG|9BPWR|aDMG
712	55612 32221	   	149.29	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2LHND|3AART|4CGEN|569VULN|7FEWX|8DUR|aRCR
713	61612 32221	   	149.29	DCR|3VULN|1AART|1ASPD|1DUR	1LHND|2ASPD|3AART|4CGEN|569VULN|7FEWX|8DUR|aRCR
714	61612 36221	   	149.29	DCR|3VULN|1AART|1ASPD|1DUR	1LHND|2ASPD|3AART|4CGEN|569VULN|7LWND|8DUR|aRCR
715	61321 11633	   	149.27	DCR|2VULN|2DMG|3ASPD|1ZMB|1DUR|1MSE	1LHND|29aASPD|3MSE|4ZMB|59DMG|6DUR|79VULN|8RCR|9BPWR
716	12433 56222	   	149.23	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1ERES|2BASICY|3LIT|4DMG|5VULN|6RCR|7DMSP|8AART|9CDMG|aASPD
717	21623 52115	   	149.23	DCR|2VULN|1AART|1DMG	1DLOT|2LSRREG|3AART|4LHND|5aVULN|6RCR|7LIT|8DMG|9FEWX
718	21623 52125	   	149.23	DCR|2VULN|1AART|1DMG	1DLOT|2LSRREG|3AART|4LHND|5aVULN|6RCR|7LIT|8DMG|9LWND
719	21623 52133	   	149.23	DCR|2DMG|1AART|1VULN	1DLOT|2LSRREG|3AART|4LHND|5VULN|6RCR|7LIT|8aDMG|9MLV
720	21623 52161	   	149.23	DCR|2VULN|1AART|1DMG	1DLOT|2LSRREG|3AART|4LHND|5aVULN|6RCR|7LIT|8DMG|9CGEN
721	21623 55221	   	149.23	DCR|2VULN|1AART|1DMG	1DLOT|2LSRREG|3AART|4LHND|59VULN|6RCR|7CGEN|8DMG|aBEXP
722	21623 55222	   	149.23	DCR|2VULN|1AART|1DMG	1DLOT|2LSRREG|3AART|4LHND|59VULN|6RCR|7CGEN|8DMG|aRPLT
723	21623 55231	   	149.23	DCR|2VULN|1AART|1DMG	1DLOT|2LSRREG|3AART|4LHND|5aVULN|6RCR|7CGEN|8DMG|9LIT
724	21643 52133	   	149.23	DCR|2DMG|1AART|1VULN	1DLOT|2LSRREG|3AART|4LWND|5VULN|6RCR|7LIT|8aDMG|9MLV
725	21643 53232	   	149.23	DCR|2VULN|1AART|2CDMG	1DLOT|2aLSRREG|3AART|4LWND|5aVULN|6RCR|7aCDMG|8RPLT|9RMIN|aBPWR
726	23216 63342	   	149.22	DCR|1AART|1VULN|1DMG|1ASPD|1DUR	1DLOT|2AART|3RPLT|4RCVC|5DMG|6RCR|7DUR|8VULN|9MBVNT|aASPD
727	51535 23221	   	149.20	DCR|1AART|3ASPD|1DMG|1VULN	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8MBVNT|9LWND|aLHND
728	51535 23223	   	149.20	DCR|1AART|3ASPD|1DMG|1VULN	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8MBVNT|9aLWND
729	51535 23224	   	149.20	DCR|1AART|3ASPD|1DMG|1VULN	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8MBVNT|9LWND|aFEWX
730	51535 23231	   	149.20	DCR|1AART|3ASPD|1DMG|1VULN	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8MBVNT|9DMSP|aLWND
731	51535 23232	   	149.20	DCR|1AART|3ASPD|1DMG|1VULN	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8MBVNT|9DMSP|aLHND
732	51535 23234	   	149.20	DCR|1AART|1VULN|3ASPD|1DMG	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8MBVNT|9DMSP|aBEXP
733	51535 23321	   	149.20	DCR|1AART|3ASPD|1DMG|1VULN	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8DUST|9LWND|aLHND
734	51535 23323	   	149.20	DCR|1AART|3ASPD|1DMG|1VULN	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8DUST|9aLWND
735	51535 23331	   	149.20	DCR|1AART|3ASPD|1DMG|1VULN	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8DUST|9DMSP|aLWND
736	51535 23332	   	149.20	DCR|1AART|3ASPD|1DMG|1VULN	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8DUST|9DMSP|aLHND
737	55612 33221	   	149.19	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2LHND|3AART|4CGEN|569VULN|7DUST|8DUR|aRCR
738	56611 32231	   	149.19	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|269VULN|3AART|4CGEN|5DUST|7FEWX|8DUR|aRCR
739	61612 33221	   	149.19	DCR|3VULN|1AART|1ASPD|1DUR	1LHND|2ASPD|3AART|4CGEN|569VULN|7DUST|8DUR|aRCR
740	61652 32221	   	149.19	DCR|3VULN|1AART|1DUR|1ASPD	1LHND|2ASPD|3AART|4ERES|569VULN|7FEWX|8DUR|aRCR
741	42121 33663	   	149.19	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	1BEXP|2FEWX|3DMG|4ZMB|56ASPD|7AART|8RCR|9LWND|aVULN
742	62121 33652	   	149.19	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LHND|2FEWX|3DMG|4ZMB|56ASPD|7AART|8RCR|9VULN|aBELT
743	62121 33653	   	149.19	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB	1LHND|2aFEWX|3DMG|4ZMB|56ASPD|7AART|8RCR|9VULN
744	61612 11361	   	149.16	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|2ASPD|3AART|4CGEN|58VULN|6aRMIN|7DMG|9RCR
745	61633 33361	   	149.16	DCR|2VULN|1AART|1DMG|1ASPD	17LHND|2ASPD|3AART|4FEWX|5DMG|68VULN|9RCR|aRMIN
746	61623 23161	   	149.16	DCR|2DMG|1AART|1VULN|1ASPD	1LHND|2ASPD|3AART|4DMSP|57DMG|6FEWX|8RMIN|9RCR|aVULN
747	16133 14222	   	149.13	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|28VULN|39RPLT|4ZMB|5RCR|6DMG|7ASPD|aCDMG
748	16133 33365	   	149.13	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2aVULN|3RPLT|4ZMB|5RCR|6DUR|7CGEN|8DMG|9CDMG
749	12433 51222	   	149.13	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	17ERES|2BASICY|3LIT|4DMG|5VULN|6RCR|8AART|9CDMG|aASPD
750	21623 51221	   	149.13	DCR|2VULN|1AART|1DMG	1DLOT|2LSRREG|3AART|4LHND|59VULN|6RCR|7ERES|8DMG|aBEXP
751	21623 51222	   	149.13	DCR|2VULN|1AART|1DMG	1DLOT|2LSRREG|3AART|4LHND|59VULN|6RCR|7ERES|8DMG|aRPLT
752	21623 51231	   	149.13	DCR|2VULN|1AART|1DMG	1DLOT|2LSRREG|3AART|4LHND|5aVULN|6RCR|7ERES|8DMG|9LIT
753	21623 52151	   	149.13	DCR|2VULN|1AART|1DMG	1DLOT|2LSRREG|3AART|4LHND|5aVULN|6RCR|7LIT|8DMG|9ERES
754	21623 52413	   	149.13	DCR|2VULN|1AART|1DMG	1DLOT|2LSRREG|3AART|4LHND|58VULN|6RCR|7LIT|9DUST|aDMG
755	21643 51221	   	149.13	DCR|2VULN|1AART|1DMG	1DLOT|2LSRREG|3AART|4LWND|59VULN|6RCR|7ERES|8DMG|aBEXP
756	21643 51222	   	149.13	DCR|2VULN|1AART|1DMG	1DLOT|2LSRREG|3AART|4LWND|59VULN|6RCR|7ERES|8DMG|aRPLT
757	21643 51231	   	149.13	DCR|2VULN|1AART|1DMG	1DLOT|2LSRREG|3AART|4LWND|5aVULN|6RCR|7ERES|8DMG|9LIT
758	51215 22231	 * 	149.12	DCR|1AART|1VULN|1DMG|2ASPD|2DUR	12ASPD|2BPWR|37DUR|4LHND|5DMG|6TLV|8RCR|9AART|aVULN
759	51215 42231	   	149.12	DCR|1AART|1VULN|1DMG|2ASPD|2DUR	12ASPD|2BPWR|37DUR|4LHND|5DMG|6ERES|8RCR|9AART|aVULN
760	51252 52231	   	149.12	DCR|1AART|1VULN|1DMG|2ASPD|2DUR	12ASPD|2BPWR|37DUR|4TLV|5LWND|6DMG|8RCR|9AART|aVULN
761	51253 52231	   	149.12	DCR|1AART|1VULN|1DMG|2ASPD|2DUR	12ASPD|2BPWR|37DUR|4TLV|5LHND|6DMG|8RCR|9AART|aVULN
762	62146 22313	   	149.11	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2FEWX|3DMG|4LWND|5RCR|6ZMB|7BEXP|8AART|9VULN|aCDMG
763	51535 23212	   	149.10	DCR|1AART|1VULN|3ASPD|1DMG	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8MBVNT|9TLV|aFEWX
764	51535 23214	   	149.10	DCR|1AART|1VULN|3ASPD|1DMG	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8MBVNT|9TLV|aBEXP
765	51535 23233	   	149.10	DCR|1AART|1VULN|3ASPD|1DMG	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8MBVNT|9DMSP|aERES
766	51535 23241	   	149.10	DCR|1AART|3ASPD|1DMG|1VULN	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8MBVNT|9DUST|aLWND
767	51535 23243	   	149.10	DCR|1AART|3ASPD|1DMG|1VULN	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8MBVNT|9DUST|aLHND
768	51535 23244	   	149.10	DCR|1AART|3ASPD|1DMG|1VULN	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8MBVNT|9DUST|aCGEN
769	51535 23312	   	149.10	DCR|1AART|1VULN|3ASPD|1DMG	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8DUST|9TLV|aFEWX
770	51535 23333	   	149.10	DCR|1AART|1VULN|3ASPD|1DMG	124ASPD|2BPWR|3DMG|5VULN|6RCR|7AART|8DUST|9DMSP|aERES
771	61652 33221	   	149.09	DCR|3VULN|1AART|1DUR|1ASPD	1LHND|2ASPD|3AART|4ERES|569VULN|7DUST|8DUR|aRCR
772	22312 23265	   	149.06	DCR|2DMG|1AART|1VULN|1DUR	1DLOT|2LHND|3BEXP|4LIT|59DMG|6DUR|7AART|8RCR|aVULN
773	61612 11362	   	149.06	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|2ASPD|3AART|4CGEN|58VULN|6RMIN|7DMG|9RCR|aDUST
774	61612 11363	   	149.06	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|2ASPD|3AART|4CGEN|58VULN|6RMIN|7DMG|9RCR|aMBVNT
775	61633 31423	   	149.06	DCR|2VULN|1AART|1DMG|1ASPD	1LHND|2ASPD|3AART|4FEWX|5DMG|6aVULN|7RPLT|8ERES|9RCR
776	16133 14242	   	149.03	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|28VULN|3RPLT|4ZMB|5RCR|6DMG|7ASPD|9TLV|aCDMG
777	21623 51224	   	149.03	DCR|2VULN|1AART|1DMG	1DLOT|2LSRREG|3AART|4LHND|59VULN|6RCR|7ERES|8DMG|aDUST
778	42222 53113	   	148.97	DCR|3VULN|1AART|1CDMG	1BEXP|26FEWX|3ERES|458VULN|7AART|9RCR|aCDMG
779	21613 21115	   	148.96	DCR|2VULN|1AART|1DMG|1DUR	1DLOT|2LSRREG|3AART|4CGEN|5DMG|68VULN|7LWND|9RCR|aDUR
780	21613 25115	   	148.96	DCR|2VULN|1AART|1DMG|1DUR	1DLOT|2LSRREG|3AART|4CGEN|5DMG|68VULN|7LHND|9RCR|aDUR
781	21634 21115	   	148.96	DCR|2VULN|1AART|1DMG|1DUR	1DLOT|2LSRREG|3AART|4DMG|5CGEN|68VULN|7LWND|9RCR|aDUR
782	52121 23663	   	148.95	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1SELL	14ASPD|2MLV|3VULN|5RPLT|6SELL|7AART|8RCR|9DMG|aZMB
783	53121 23663	   	148.95	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1SELL	14ASPD|2CGEN|3VULN|5RPLT|6SELL|7AART|8RCR|9DMG|aZMB
784	16133 12122	   	148.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|7TLV|8AART|9CDMG|aBELT
785	16133 12123	   	148.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|7TLV|8AART|9CDMG|aFEWX
786	16133 12125	   	148.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|7TLV|8AART|9CDMG|aCGEN
787	23324 13116	   	148.90	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1DLOT|2AART|3ASPD|47DUR|5VULN|6CDMG|8MLV|9RCR|aZMB
788	23324 13316	   	148.90	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1DLOT|2AART|3ASPD|47DUR|5VULN|6CDMG|8CGEN|9RCR|aZMB
789	23645 37434	   	148.90	DCR|1AART|1VULN|1DMG|2ZMB	1DLOT|2AART|3MBVNT|4aZMB|5VULN|6RCR|7DMG|8RCVC|9ERES
790	23216 66312	   	148.89	DCR|1AART|1VULN|1DMG|2ASPD	1DLOT|2AART|3RPLT|4RCVC|5DMG|6RCR|7aASPD|8VULN|9LSRREG
791	23635 11117	   	148.87	DCR|2VULN|1AART|2ZMB|1CDMG	1DLOT|2AART|3MBVNT|49MLV|59VULN|6CDMG|7LHND|89ZMB|9BPWR|aRCR
792	23635 14117	   	148.87	DCR|2VULN|1AART|2ZMB|1CDMG	1DLOT|2AART|3MBVNT|49MLV|59VULN|6CDMG|7BEXP|89ZMB|9BPWR|aRCR
793	21613 22115	   	148.86	DCR|2VULN|1AART|1DMG|1DUR	1DLOT|2LSRREG|3AART|4CGEN|5DMG|68VULN|7DUST|9RCR|aDUR
794	21634 22115	   	148.86	DCR|2VULN|1AART|1DMG|1DUR	1DLOT|2LSRREG|3AART|4DMG|5CGEN|68VULN|7DUST|9RCR|aDUR
795	23214 26313	   	148.83	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2AART|3RPLT|4RCVC|5CDMG|6VULN|7BELT|8DMG|9RCR|aDUR
796	16133 12124	   	148.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1aERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|7TLV|8AART|9CDMG
797	16133 12143	   	148.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1ERES|2VULN|3RPLT|4ZMB|5RCR|6DMG|7TLV|8AART|9VENICY|aCDMG
798	23324 13616	   	148.80	DCR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1DLOT|2AART|3ASPD|47DUR|5VULN|6CDMG|8TLV|9RCR|aZMB
799	14143 13422	 * 	148.78	ACR|2DMG|2AART|2ZMB	18ERES|2FEWX|3RPLT|48ZMB|5RCR|68DMG|7aAART|8BPWR|9DUST
800	62223 53361	   	148.77	DCR|2VULN|2AART|1DMG	1LHND|2FEWX|3ERES|46VULN|5BEXP|78AART|9DMG|aRCR
801	23642 14617	   	148.77	DCR|2VULN|1AART|2ZMB|1CDMG	1DLOT|2AART|3MBVNT|49ZMB|59LHND|6CDMG|7ERES|89VULN|9BPWR|aRCR
802	22113 66531	   	148.73	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1DLOT|2LHND|3DUR|4LIT|5CGEN|6RCR|7DMG|8CDMG|9AART|aVULN
803	52126 12234	   	148.71	DCR|2DMG|1VULN|2ASPD|1ZMB|1DUR	14ASPD|2MLV|3VULN|5LWND|6ZMB|7DUR|8RCR|9aDMG
804	16232 11245	   	148.71	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|27VULN|3ZMB|4BEXP|5CGEN|6DUR|8RCR|9CDMG|aDMG
805	52161 11224	   	148.69	DCR|2VULN|2DMG|1ASPD|1DUR	1ASPD|2MLV|37VULN|4BEXP|5aDMG|6DUR|8RCR|9CGEN
