0	Index      	 *	Score 	Summary	Detail	
1	24163 22742	 * 	195.13	ACR|3VULN|3DMG|3ZMB	1RPLT|2BELT|39aDMG|4MBVNT|5RCR|69aVULN|7NUKE|89aZMB|9aBPWR
681	11214 13312	   	167.74	ACR|4VULN|1DMG|1ZMB|1ASPD	1ASPD|2359VULN|4RCR|6DMG|7DMSP|8MLV|aZMB
682	11214 46312	   	167.74	ACR|4VULN|1DMG|1ZMB|1ASPD	1ASPD|2357VULN|4RCR|6LIT|8ZMB|9DMG|aLWND
683	11214 46313	   	167.74	ACR|4VULN|1DMG|1ZMB|1ASPD	1ASPD|2357VULN|4RCR|6aLIT|8ZMB|9DMG
684	11414 14333	   	167.74	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	1aASPD|25VULN|3RCVC|4RCR|6DMG|7LIT|8DUR|9AART
685	13634 51311	   	167.72	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCVC|3CGEN|4CDMG|56VULN|7RCR|8DMG|9AART|aLHND
686	13634 51313	   	167.72	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCVC|3CGEN|4CDMG|56VULN|7RCR|8DMG|9AART|aBEXP
687	11213 44254	   	167.70	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	16ASPD|23VULN|4RCR|5MBVNT|7DMG|8LIT|9ZMB|aAART
688	11213 44644	   	167.70	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	16ASPD|23VULN|4RCR|5MBVNT|7DMG|8ZMB|9LIT|aAART
689	11213 44724	   	167.70	ACR|2VULN|1AART|1DMG|2ASPD|1ZMB	16ASPD|23VULN|4RCR|5MBVNT|7DMG|8BEXP|9ZMB|aAART
690	31311 55116	   	167.67	DCR|3DMG|1VULN|2CDMG|2DUR	18CDMG|28FEWX|39DUR|4VULN|5RPLT|68aDMG|7RCR|8BPWR
691	11214 11514	   	167.64	ACR|4VULN|1DMG|1ZMB|1ASPD	1ASPD|235aVULN|4RCR|6DMG|7LHND|8ZMB|9ERES
692	11214 12514	   	167.64	ACR|4VULN|1DMG|1ZMB|1ASPD	1ASPD|235aVULN|4RCR|6DMG|7LWND|8ZMB|9ERES
693	11214 13112	   	167.64	ACR|4VULN|1DMG|1ZMB|1ASPD	1ASPD|2358VULN|4RCR|6DMG|7DMSP|9ERES|aZMB
694	11222 13324	   	167.62	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|23aVULN|4DMG|5LIT|6AART|7RCVC|8RCR|9BELT
695	11222 13365	   	167.62	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|23aVULN|4DMG|5LIT|6AART|7RCVC|8RCR|9RPLT
696	13434 51211	   	167.62	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCVC|3ERES|4CDMG|56VULN|7RCR|8DMG|9AART|aLHND
697	13434 51213	   	167.62	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCVC|3ERES|4CDMG|56VULN|7RCR|8DMG|9AART|aBEXP
698	11565 14124	   	167.61	DCR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1ASPD|25VULN|3DMSP|4MBVNT|6DMG|7RCR|8DUR|9ZMB|aAART
699	13312 36335	   	167.54	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCVC|3FEWX|4RCR|57VULN|6CDMG|8DMG|9LWND|aAART
700	13212 36145	   	167.54	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCVC|3LWND|4RCR|57VULN|6CDMG|8FEWX|9DMG|aAART
701	13312 36245	   	167.54	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2RCVC|3FEWX|4RCR|57VULN|6CDMG|8LWND|9DMG|aAART
702	11211 53621	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|239VULN|4RCR|5ERES|6DMSP|7AART|8CGEN|aDMG
703	11212 53621	   	167.54	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|239VULN|4RCR|5TLV|6DMSP|7AART|8CGEN|aDMG
704	41214 13323	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	1TLV|235VULN|4RCR|6DMG|7AART|8DUR|9BELT|aLHND
705	41214 13342	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	1TLV|235VULN|4RCR|6DMG|7AART|8DUR|9FEWX|aLWND
706	41214 13362	   	167.54	ACR|3VULN|1AART|1DMG|1DUR	1TLV|235VULN|4RCR|6DMG|7AART|8DUR|9LIT|aLWND
707	11263 53624	   	167.51	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|236VULN|4MBVNT|5RPLT|7CDMG|8RCR|9ZMB|aAART
708	11265 43624	   	167.51	DCR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|235VULN|4MBVNT|6RPLT|7CDMG|8RCR|9ZMB|aAART
709	11214 15143	   	167.49	ACR|4VULN|1DMG|1ZMB|1ASPD|1SELL	1ASPD|235aVULN|4RCR|6DMG|7SELL|8CGEN|9ZMB
710	11211 53212	   	167.44	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|23aVULN|4RCR|5ERES|6DMSP|7AART|8LEGI|9DMG
711	11212 53212	   	167.44	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|23aVULN|4RCR|5TLV|6DMSP|7AART|8LEGI|9DMG
712	41212 13335	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	15TLV|239VULN|4RCR|6DMG|7AART|8DUR|aMLV
713	41214 13211	   	167.44	ACR|3VULN|1AART|1DMG|1ASPD	1TLV|235VULN|4RCR|6DMG|7AART|8LEGI|9ASPD|aBELT
714	41214 13213	   	167.44	ACR|3VULN|1AART|1DMG|1ASPD	1TLV|235VULN|4RCR|6DMG|7AART|8LEGI|9ASPD|aLWND
715	41214 13226	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	1TLV|235VULN|4RCR|6DMG|7AART|8LEGI|9BELT|aDUR
716	41214 13263	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	1TLV|235VULN|4RCR|6DMG|7AART|8LEGI|9LWND|aDUR
717	41214 13352	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	1TLV|235VULN|4RCR|6DMG|7AART|8DUR|9LEGI|aLWND
718	41214 13353	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	1TLV|235VULN|4RCR|6DMG|7AART|8DUR|9LEGI|aBELT
719	41514 13212	   	167.44	ACR|3VULN|1AART|1DMG|1ASPD	1TLV|25aVULN|3DMSP|4RCR|6DMG|7AART|8LEGI|9ASPD
720	41514 13331	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	1TLV|259VULN|3DMSP|4RCR|6DMG|7AART|8DUR|aERES
721	41514 13332	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	1aTLV|259VULN|3DMSP|4RCR|6DMG|7AART|8DUR
722	41514 13333	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	1TLV|259VULN|3DMSP|4RCR|6DMG|7AART|8DUR|aSNIHEL
723	41512 13334	   	167.44	ACR|3VULN|1AART|1DMG|1DUR	15TLV|29aVULN|3DMSP|4RCR|6DMG|7AART|8DUR
724	34351 26312	   	167.40	DCR|3VULN|1AART|1CDMG|2DUR	1CDMG|2RMIN|38DUR|45aVULN|6RCVC|7RCR|9AART
725	11221 12145	   	167.35	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|23VULN|46DMG|5CGEN|7RCR|8BEXP|9LIT|aAART
726	11221 12315	   	167.35	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|23VULN|46DMG|5CGEN|7RCR|89LIT|aAART
727	11225 12315	   	167.35	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|23VULN|46DMG|5RMIN|7RCR|89LIT|aAART
728	41212 13212	   	167.34	ACR|3VULN|1AART|1DMG|1ASPD	15TLV|23aVULN|4RCR|6DMG|7AART|8LEGI|9ASPD
729	41212 13331	   	167.34	ACR|3VULN|1AART|1DMG|1DUR	15TLV|239VULN|4RCR|6DMG|7AART|8DUR|aERES
730	41212 13332	   	167.34	ACR|3VULN|1AART|1DMG|1DUR	15aTLV|239VULN|4RCR|6DMG|7AART|8DUR
731	41212 13333	   	167.34	ACR|3VULN|1AART|1DMG|1DUR	15TLV|239VULN|4RCR|6DMG|7AART|8DUR|aSNIHEL
732	41214 13215	   	167.34	ACR|3VULN|1AART|1DMG|1ASPD	1aTLV|235VULN|4RCR|6DMG|7AART|8LEGI|9ASPD
733	11214 35223	   	167.31	ACR|4VULN|1AART|1DUR|1ASPD	1ASPD|235aVULN|4RCR|6DUR|7LWND|8SNIHEL|9AART
734	13312 46213	   	167.29	ACR|3VULN|1AART|2ASPD|1ZMB	18ASPD|2RCVC|367FEWX|4RCR|568VULN|68BPWR|9ZMB|aAART
735	11214 12563	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|235VULN|4RCR|6DMG|79LWND|8ZMB|aCDMG
736	11216 66311	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|237VULN|4RCR|56LIT|8ZMB|9DMG|aCDMG
737	51213 62323	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	19CGEN|23aVULN|4RCR|5CDMG|6DMG|7DUR|8ZMB
738	51213 62333	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|23aVULN|4RCR|5CDMG|6DMG|7DUR|8ZMB|9BEXP
739	51213 62362	   	167.29	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|239VULN|4RCR|5CDMG|6DMG|7DUR|8ZMB|aBEXP
740	11221 12422	   	167.25	DCR|2VULN|2DMG|1AART|1ASPD	1ASPD|23VULN|46DMG|5CGEN|7RCR|8BASHEA|9LIT|aAART
741	11413 64421	   	167.24	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	17ASPD|27VULN|3RCVC|4RCR|5MBVNT|67LIT|7BPWR|8DMG|9DUR|aAART
742	15353 34136	   	167.23	ACR|2VULN|2DMG|2ASPD|1CDMG	18ASPD|28FEWX|3RCR|4DUST|5aDMG|6MBVNT|78VULN|8BPWR|9CDMG
743	51413 33216	   	167.21	ACR|2VULN|1AART|1DMG|2CDMG	1CGEN|27VULN|3RCVC|4RCR|56CDMG|8BEXP|9AART|aDMG
744	11213 54125	   	167.19	ACR|3VULN|1DMG|2ASPD|1ZMB|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9ZMB|aFEWX
745	11213 54127	   	167.19	ACR|3VULN|1DMG|2ASPD|1ZMB|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9ZMB|aLHND
746	11213 54674	   	167.19	ACR|3VULN|1DMG|2ASPD|1ZMB|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8ZMB|9LWND|aDUR
747	11213 35351	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|23aVULN|4RCR|5MBVNT|6CDMG|7CGEN|8ZMB|9DMG
748	11213 37751	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|237VULN|4RCR|5MBVNT|6CDMG|8ZMB|9DMG|aBEXP
749	11213 37754	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|237VULN|4RCR|5MBVNT|6CDMG|8ZMB|9DMG|aLWND
750	11513 37461	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|278VULN|3DMSP|4RCR|5MBVNT|6CDMG|9DMG|aZMB
751	51213 52341	   	167.19	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CGEN|23aVULN|4RCR|5CDMG|6TLV|7DUR|8ZMB|9DMG
752	24131 26151	   	167.17	ACR|2VULN|2DMG|1AART|1DUR	1RPLT|2BELT|3aDMG|4DUR|5RCR|69VULN|7AART|8LIT
753	11214 11125	   	167.16	ACR|3VULN|2DMG|1ASPD|1DUR	1ASPD|235VULN|4RCR|6aDMG|7LHND|8DUR|9RPLT
754	11214 11633	   	167.16	ACR|3VULN|2DMG|1ASPD|1DUR	1ASPD|235VULN|4RCR|6aDMG|7LHND|8BEXP|9DUR
755	11214 12125	   	167.16	ACR|3VULN|2DMG|1DUR|1ASPD	1ASPD|235VULN|4RCR|6aDMG|7LWND|8DUR|9RPLT
756	11214 12633	   	167.16	ACR|3VULN|2DMG|1DUR|1ASPD	1ASPD|235VULN|4RCR|6aDMG|7LWND|8BEXP|9DUR
757	11214 24421	   	167.16	ACR|3VULN|2DMG|1ASPD|1DUR	1ASPD|235VULN|4RCR|6BELT|7DUR|8aDMG|9RMIN
758	11214 33553	   	167.16	ACR|3VULN|2DMG|1ASPD|1DUR	1ASPD|235VULN|4RCR|6DUR|7BEXP|8LHND|9aDMG
759	11413 54161	   	167.14	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	16ASPD|26VULN|3RCVC|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9LIT|aAART
760	11413 54221	   	167.14	ACR|2VULN|1AART|1DMG|2ASPD|1DUR	16ASPD|26VULN|3RCVC|4RCR|5MBVNT|6BPWR|7DMG|8LIT|9DUR|aAART
761	51213 61242	   	167.13	ACR|3VULN|2DMG|1CDMG	1aCGEN|23aVULN|4RCR|5CDMG|69DMG|7DMSP|8aLHND|aBPWR
762	51213 61332	   	167.13	ACR|3VULN|2DMG|1CDMG	1aCGEN|23aVULN|4RCR|5CDMG|68DMG|7DMSP|9aFEWX|aBPWR
763	51213 66332	   	167.13	ACR|3VULN|2DMG|1CDMG	17aCGEN|23aVULN|4RCR|5CDMG|68DMG|9aFEWX|aBPWR
764	15333 52212	   	167.12	ACR|3VULN|1AART|2ASPD|2DUR	18ASPD|2FEWX|3RCR|4RPLT|58DUR|689VULN|7MBVNT|8BPWR|aAART
765	11213 54121	   	167.09	ACR|3VULN|1DMG|2ASPD|1ZMB|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9ZMB|aERES
766	11213 54122	   	167.09	ACR|3VULN|1DMG|2ASPD|1ZMB|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8DUR|9ZMB|aDUST
767	11213 54681	   	167.09	ACR|3VULN|1DMG|2ASPD|1ZMB|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8ZMB|9DUR|aERES
768	11213 54682	   	167.09	ACR|3VULN|1DMG|2ASPD|1ZMB|1DUR	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8ZMB|9DUR|aDUST
769	11214 32313	   	167.09	ACR|3VULN|1DMG|2ASPD|1ZMB|1DUR	19ASPD|235VULN|4RCR|6DUR|7ZMB|8DUST|aDMG
770	11214 32613	   	167.09	ACR|3VULN|1DMG|2ASPD|1ZMB|1DUR	19ASPD|235VULN|4RCR|6DUR|7ZMB|8LEGI|aDMG
771	11214 13663	   	167.06	ACR|3VULN|2DMG|1DUR|1ASPD	1ASPD|235VULN|4RCR|6aDMG|7DMSP|8LEGI|9DUR
772	11214 24411	   	167.06	ACR|3VULN|2DMG|1DUR|1ASPD	1ASPD|235VULN|4RCR|6BELT|7DUR|8aDMG|9ERES
773	11214 33653	   	167.06	ACR|3VULN|2DMG|1ASPD|1DUR	1ASPD|235VULN|4RCR|6DUR|7BEXP|8LEGI|9aDMG
774	11214 15322	   	167.04	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|235VULN|4RCR|6DMG|7SELL|8LHND|9CDMG|aZMB
775	11214 15522	   	167.04	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|235VULN|4RCR|6DMG|7SELL|8LWND|9CDMG|aZMB
776	11214 13551	   	167.03	ACR|3VULN|2DMG|2ASPD	19ASPD|235VULN|4RCR|69DMG|7DMSP|89MGNSTR|9BPWR|aCGEN
777	11214 13553	   	167.03	ACR|3VULN|2DMG|2ASPD	19ASPD|235VULN|4RCR|69DMG|7DMSP|89MGNSTR|9BPWR|aMLV
778	11214 52321	   	167.02	ACR|3VULN|1AART|2ASPD|2DUR	1aASPD|235VULN|4RCR|6AART|7aTLV|8aDUR|9BELT|aBPWR
779	11214 55221	   	167.02	ACR|3VULN|1AART|2ASPD|2DUR	1aASPD|235VULN|4RCR|6AART|7aDUR|8aTLV|9BELT|aBPWR
780	11213 56223	   	166.99	ACR|4VULN|1AART|2ASPD	16ASPD|236aVULN|4RCR|5MBVNT|6BPWR|7LWND|8SNIHEL|9AART
781	11214 15622	   	166.94	ACR|3VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|235VULN|4RCR|6DMG|7SELL|8DUST|9CDMG|aZMB
782	14512 33632	   	166.94	ACR|3VULN|1AART|2CDMG|1ASPD	1ASPD|2LHND|3DMSP|4RCR|59aVULN|67CDMG|8AART
783	11213 64842	   	166.93	ACR|3VULN|2DMG|2ASPD	17ASPD|237VULN|4RCR|5MBVNT|678LIT|7BPWR|9aDMG
784	11414 52131	   	166.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|25VULN|3RCVC|4RCR|6AART|7TLV|8ZMB|9DMSP|aDMG
785	24163 21442	   	166.84	ACR|3VULN|3DMG	1RPLT|2BELT|39aDMG|4MBVNT|5RCR|69aVULN|7DMSP|89aLWND|9aBPWR
786	24163 23642	   	166.84	ACR|3VULN|3DMG	1RPLT|2BELT|39aDMG|4MBVNT|5RCR|69aVULN|79aLWND|8DMSP|9aBPWR
787	11213 53663	   	166.83	ACR|3VULN|2DMG|2ASPD	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7BEXP|8LHND|9aDMG
788	11213 54333	   	166.83	ACR|3VULN|2DMG|2ASPD	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aDMG|8MLV|9CGEN
789	11213 56463	   	166.83	ACR|3VULN|2DMG|2ASPD	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7LWND|8BEXP|9aDMG
790	11213 65831	   	166.83	ACR|3DMG|2VULN|2ASPD	18ASPD|23VULN|4RCR|5MBVNT|68LIT|78aDMG|8BPWR|9BASHEA
791	11214 13251	   	166.83	ACR|3VULN|2DMG|2ASPD	19ASPD|235VULN|4RCR|69DMG|7DMSP|89LSRREG|9BPWR|aCGEN
792	11214 13253	   	166.83	ACR|3VULN|2DMG|2ASPD	19ASPD|235VULN|4RCR|69DMG|7DMSP|89LSRREG|9BPWR|aMLV
793	11213 64431	   	166.83	ACR|3VULN|2DMG|2ASPD	17ASPD|237VULN|4RCR|5MBVNT|67LIT|7BPWR|8aDMG|9BASHEA
794	11214 15226	   	166.82	ACR|3VULN|2DMG|1DUR|1ASPD|1SELL	1ASPD|235VULN|4RCR|68DMG|7SELL|9ERES|aDUR
795	11413 54133	   	166.82	ACR|2VULN|2DMG|2ASPD|2DUR	16ASPD|26VULN|3RCVC|4RCR|5MBVNT|6BPWR|7aDMG|89DUR
796	13212 45243	   	166.80	ACR|3VULN|1DMG|2ASPD|1CDMG	18ASPD|2RCVC|367LWND|4RCR|568VULN|68BPWR|9CDMG|aDMG
797	13312 46243	   	166.80	ACR|3VULN|1DMG|2ASPD|1CDMG	18ASPD|2RCVC|367FEWX|4RCR|568VULN|68BPWR|9CDMG|aDMG
798	11263 45422	   	166.80	DCR|3VULN|1AART|1ZMB|1ASPD|1DUR	1ASPD|23aVULN|4MBVNT|5RPLT|6RCR|7DUR|8AART|9ZMB
799	11214 15332	   	166.79	ACR|3VULN|2DMG|2ASPD|1SELL	19ASPD|235VULN|4RCR|69DMG|7SELL|89LHND|9BPWR|aLSRICY
800	11214 15333	   	166.79	ACR|3VULN|2DMG|2ASPD|1SELL	19ASPD|235VULN|4RCR|69DMG|7SELL|89LHND|9BPWR|aBEXP
801	11214 15334	   	166.79	ACR|3VULN|2DMG|2ASPD|1SELL	19ASPD|235VULN|4RCR|69DMG|7SELL|89LHND|9BPWR|aMLV
802	11214 15335	   	166.79	ACR|3VULN|2DMG|2ASPD|1SELL	19ASPD|235VULN|4RCR|69DMG|7SELL|89LHND|9BPWR|aCGEN
803	11214 15336	   	166.79	ACR|3VULN|2DMG|2ASPD|1SELL	19ASPD|235VULN|4RCR|69DMG|7SELL|89LHND|9BPWR|aLIT
804	11214 15532	   	166.79	ACR|3VULN|2DMG|2ASPD|1SELL	19ASPD|235VULN|4RCR|69DMG|7SELL|89LWND|9BPWR|aLSRICY
805	11214 15533	   	166.79	ACR|3VULN|2DMG|2ASPD|1SELL	19ASPD|235VULN|4RCR|69DMG|7SELL|89LWND|9BPWR|aBEXP
806	32351 16423	   	166.77	DCR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2ZMB|3DUR|459VULN|6RPLT|7RCR|8ERES|aDMG
807	11225 12463	 * 	166.74	DCR|3DMG|2VULN|1DUR|1ASPD	1ASPD|23VULN|46aDMG|5RMIN|7RCR|8MLV|9DUR
808	11213 53763	   	166.73	ACR|3VULN|2DMG|2ASPD	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7BEXP|8LEGI|9aDMG
809	11213 54231	   	166.73	ACR|3VULN|2DMG|2ASPD	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aDMG|8LIT|9BASHEA
810	11213 54313	   	166.73	ACR|3VULN|2DMG|2ASPD	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aDMG|8MLV|9ERES
811	11213 54433	   	166.73	ACR|3VULN|2DMG|2ASPD	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aDMG|8TLV|9CGEN
812	11213 54463	   	166.73	ACR|3VULN|2DMG|2ASPD	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aDMG|8TLV|9MLV
813	11213 54783	   	166.73	ACR|3VULN|2DMG|2ASPD	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aDMG|8BEXP|9LEGI
814	11214 13255	   	166.73	ACR|3VULN|2DMG|2ASPD	19ASPD|235VULN|4RCR|69DMG|7DMSP|89LSRREG|9BPWR|aDUST
815	41214 14221	   	166.73	ACR|3VULN|2DMG|1CDMG	1TLV|235VULN|4RCR|69DMG|7LIT|8BASICY|aCDMG
816	11265 84113	   	166.67	DCR|3VULN|1DMG|2ASPD|1ZMB|1DUR	19ASPD|235VULN|4MBVNT|6ZMB|7RCR|8DUR|aDMG
817	11213 44638	   	166.66	ACR|3VULN|3ASPD|1DMG|1ZMB	16aASPD|23aVULN|4RCR|5MBVNT|7DMG|8ZMB|9aCGEN|aBPWR
818	11213 44668	   	166.66	ACR|3VULN|3ASPD|1DMG|1ZMB	16aASPD|23aVULN|4RCR|5MBVNT|7DMG|8ZMB|9aMLV|aBPWR
819	51213 32643	   	166.66	ACR|3VULN|1DMG|2CDMG|1ZMB	1CGEN|23aVULN|4RCR|56CDMG|7FEWX|8ZMB|9DMG
820	51213 33251	   	166.66	ACR|3VULN|1DMG|2CDMG|1ZMB	1CGEN|237VULN|4RCR|56CDMG|8BEXP|9DMG|aZMB
821	51213 33551	   	166.66	ACR|3VULN|1DMG|2CDMG|1ZMB	1CGEN|237VULN|4RCR|56CDMG|8LHND|9DMG|aZMB
822	51213 33651	   	166.66	ACR|3VULN|1DMG|2CDMG|1ZMB	1CGEN|237VULN|4RCR|56CDMG|8FEWX|9DMG|aZMB
823	51213 36243	   	166.66	ACR|3VULN|1DMG|2CDMG|1ZMB	1CGEN|23aVULN|4RCR|56CDMG|7ZMB|8LHND|9DMG
824	11265 14733	   	166.64	DCR|3VULN|2DMG|1ASPD|1DUR	1ASPD|235VULN|4MBVNT|6aDMG|7RCR|8BEXP|9DUR
825	11213 54413	   	166.63	ACR|3VULN|2DMG|2ASPD	16ASPD|236VULN|4RCR|5MBVNT|6BPWR|7aDMG|8TLV|9ERES
826	11414 11141	   	166.63	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|25aVULN|3RCVC|4RCR|6DMG|7LHND|8DUR|9CDMG
827	11414 12141	   	166.63	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1ASPD|25aVULN|3RCVC|4RCR|6DMG|7LWND|8DUR|9CDMG
828	31161 35125	   	166.61	DCR|3VULN|3CDMG|1DMG|2DUR	136CDMG|238FEWX|38BPWR|4DMG|58DUR|789VULN|aRCR
829	31161 53125	   	166.61	DCR|3VULN|3CDMG|1DMG|2DUR	137CDMG|238FEWX|38BPWR|4DMG|58DUR|689VULN|aRCR
830	11214 15632	   	166.59	ACR|3VULN|2DMG|2ASPD|1SELL	19ASPD|235VULN|4RCR|69DMG|7SELL|89DUST|9BPWR|aLSRICY
831	11214 15633	   	166.59	ACR|3VULN|2DMG|2ASPD|1SELL	19ASPD|235VULN|4RCR|69DMG|7SELL|89DUST|9BPWR|aBEXP
832	11213 54637	   	166.56	ACR|3VULN|3ASPD|1DMG|1ZMB	16aASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8ZMB|9CGEN
833	11214 55333	   	166.56	ACR|3VULN|2AART|1DUR|1ASPD	1ASPD|235VULN|4RCR|6aAART|7DUR|8RPLT|9LWND
834	11413 37351	   	166.53	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|27aVULN|3RCVC|4RCR|5MBVNT|6CDMG|8DUR|9DMG
835	11213 52135	   	166.52	ACR|4VULN|2ASPD|2DUR|1ZMB	16ASPD|236aVULN|4RCR|5MBVNT|6BPWR|7ZMB|89DUR
836	15323 16621	   	166.51	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|2FEWX|3RCR|4LIT|57VULN|6AART|8ZMB|9CDMG|aDUR
837	13634 51323	   	166.51	DCR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2RCVC|3CGEN|4CDMG|56aVULN|7RCR|8DMG|9DUR
838	11213 57424	   	166.49	ACR|4VULN|1AART|2ASPD	16ASPD|2369VULN|4RCR|5MBVNT|6BPWR|7FEWX|8BEXP|aAART
839	11213 44618	   	166.46	ACR|3VULN|3ASPD|1DMG|1ZMB	16aASPD|23aVULN|4RCR|5MBVNT|7DMG|8ZMB|9aERES|aBPWR
840	11213 54617	   	166.46	ACR|3VULN|3ASPD|1DMG|1ZMB	16aASPD|236VULN|4RCR|5MBVNT|6BPWR|7DMG|8ZMB|9ERES
841	11214 11232	   	166.44	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LHND|8LIT|9AART|aLWND
842	11214 11234	   	166.44	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LHND|8LIT|9AART|aBEXP
843	11214 11236	   	166.44	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LHND|8LIT|9AART|aCGEN
844	11214 12232	   	166.44	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7aLWND|8LIT|9AART
845	11214 12234	   	166.44	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LWND|8LIT|9AART|aBEXP
846	11214 12236	   	166.44	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LWND|8LIT|9AART|aCGEN
847	11214 14632	   	166.44	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|235VULN|4RCR|6DMG|7LIT|8LHND|9AART|aLWND
848	11514 12233	   	166.44	ACR|3VULN|1AART|1DMG|1ASPD	1ASPD|25aVULN|3DMSP|4RCR|6DMG|7LWND|8LIT|9AART
