0	Index      	Bounty	 *	Score 	Summary	Detail	
1	22123 43542	4	 * 	258.64	DCR|4VULN|2DUR|1DMG	18MLV|2RPLT|3LWND|48DUR|5789VULN|6RCR|8BPWR|aDMG
667	62222 33251	4	   	230.85	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|359VULN|46DUST|7DUR|8CDMG|aRCR
668	62222 34621	4	   	230.85	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|357VULN|46DUST|8DUR|9CDMG|aRCR
669	62222 42411	4	   	230.85	DCR|3VULN|1TLV|1DUR|1CDMG	1TLV|2RPLT|357VULN|48DUST|6CDMG|9DUR|aRCR
670	11654 82414	3	   	230.84	ACR|4VULN|3ASPD|1DUR	189BEXP|2DUR|3MBVNT|489ASPD|5RCR|6789VULN|89BPWR|aLIT
671	14613 47414	4	   	230.84	ACR|4VULN|3ASPD|1DUR	189BEXP|2RCR|3MBVNT|4DUR|5689VULN|789ASPD|89BPWR|aLIT
672	14614 82414	4	   	230.84	ACR|4VULN|3ASPD|1DUR	189BEXP|2RCR|3MBVNT|4DUR|589ASPD|6789VULN|89BPWR|aLIT
673	11145 31162	10	   	230.77	DCR|3VULN|1DMG|1DUR|1AART	1BEXP|2DUR|3FEWX|489VULN|5AART|6DMG|7ERES|aRCR
674	11424 12432	10	   	230.77	DCR|3VULN|1DMG|1DUR|1AART	1BEXP|2DUR|3RPLT|4DMG|5ERES|678VULN|9AART|aRCR
675	11461 12432	10	   	230.77	DCR|3VULN|1DMG|1DUR|1AART	1BEXP|2DUR|3RPLT|4ERES|5DMG|678VULN|9AART|aRCR
676	14612 31414	6	   	230.77	ACR|3VULN|3DMG|1DUR	189BEXP|2RCR|3MBVNT|4DUR|5RCVC|689DMG|789VULN|89BPWR|aLIT
677	14612 33414	7	   	230.77	ACR|3VULN|3DMG|1DUR	189BEXP|2RCR|3MBVNT|4DUR|5RCVC|689DMG|789VULN|89BPWR|aLIT
678	14616 31414	6	   	230.77	ACR|3VULN|3DMG|1DUR	189BEXP|2RCR|3MBVNT|4DUR|5DMSP|689DMG|789VULN|89BPWR|aLIT
679	14616 33414	7	   	230.77	ACR|3VULN|3DMG|1DUR	189BEXP|2RCR|3MBVNT|4DUR|5DMSP|689DMG|789VULN|89BPWR|aLIT
680	11112 21525	4	   	230.76	DCR|2VULN|3DUR|2LIT|1CDMG	18BEXP|248DUR|3FEWX|56LIT|78VULN|8BPWR|9RCR|aCDMG
681	22123 41541	4	   	230.62	DCR|2VULN|3DUR|1DMG	18MLV|2RPLT|3LWND|478DUR|58VULN|6RCR|8BPWR|9DMG|aLIT
682	12138 82411	5	   	230.61	ACR|4VULN|3DUR|1ASPD	189BEXP|2ASPD|3RCR|4MBVNT|589DUR|6789VULN|89BPWR|aFEWX
683	12138 82415	5	   	230.61	ACR|4VULN|3DUR|1ASPD	189BEXP|2ASPD|3RCR|4MBVNT|589DUR|6789VULN|89BPWR|aLWND
684	12138 82417	5	   	230.61	ACR|4VULN|3DUR|1ASPD	189BEXP|2ASPD|3RCR|4MBVNT|589DUR|6789VULN|89BPWR|aZMB
685	14613 82414	4	   	230.61	ACR|4VULN|3DUR|1ASPD	189BEXP|2RCR|3MBVNT|489DUR|5789VULN|6RMIN|89BPWR|aASPD
686	44222 11632	6	   	230.57	ACR|3VULN|3DMG|1TLV	1RCR|258DMG|38BEXP|4LIT|6ERES|78aVULN|8BPWR|9TLV
687	44222 31632	5	   	230.57	ACR|3VULN|3DMG|1TLV	1RCR|258DMG|38BEXP|4LIT|6ERES|78aVULN|8BPWR|9TLV
688	12111 43515	7	   	230.51	ACR|4VULN|3DUR|1ASPD	18BEXP|2ASPD|3RCR|489DUR|5RPLT|678aVULN|8BPWR
689	12138 82413	5	   	230.51	ACR|4VULN|3DUR|1ASPD	189BEXP|2ASPD|3RCR|4MBVNT|589DUR|6789VULN|89BPWR|aDUST
690	12138 82416	5	   	230.51	ACR|4VULN|3DUR|1ASPD	189BEXP|2ASPD|3RCR|4MBVNT|589DUR|6789VULN|89BPWR|aERES
691	63332 32482	1	   	230.42	DCR|2VULN|1DMG|2CDMG|1TLV|1DUR	1TLV|23CDMG|4DMG|5MBVNT|6RCR|7CGEN|8aVULN|9DUR
692	12138 82422	5	   	230.41	ACR|4VULN|3DUR|1ASPD	18BEXP|2ASPD|3RCR|4MBVNT|58aDUR|6789VULN|8BPWR
693	64324 31223	5	   	230.32	DCR|2VULN|3DUR|2TLV	12TLV|359DUR|45VULN|5BPWR|6RCR|7BEXP|8DUST|aLIT
694	63332 37235	1	   	230.32	DCR|2VULN|1DMG|2CDMG|1TLV|1DUR	1TLV|23CDMG|4DMG|5MBVNT|6RCR|7DUR|8LEGI|9aVULN
695	22336 35263	1	 * 	230.10	DCR|2VULN|2DUR|2ASPD|2CDMG	1MLV|2aASPD|3ERES|45VULN|6RCR|7aCDMG|8FEWX|9aDUR|aBPWR
696	62336 36213	1	 * 	230.10	DCR|2VULN|2DUR|2ASPD|2TLV	1aTLV|2aASPD|3ERES|45VULN|6RCR|7RPLT|8aDUR|9RCVC|aBPWR
697	62336 36223	1	   	230.10	DCR|2VULN|2DUR|2ASPD|2TLV	1aTLV|2aASPD|3ERES|45VULN|6RCR|79RPLT|8aDUR|aBPWR
698	11145 41111	6	   	230.06	DCR|2VULN|2DMG|1DUR|1AART	1aBEXP|2DUR|3aFEWX|49VULN|5AART|6LIT|7RCR|8aDMG|aBPWR
699	11336 61111	3	   	230.06	DCR|2VULN|2DMG|1DUR|1AART	1aBEXP|2DUR|3aLWND|49VULN|5LIT|6AART|7RCR|8aDMG|aBPWR
700	11344 61111	5	   	230.06	DCR|2VULN|2DMG|1DUR|1AART	1aBEXP|2DUR|3aLWND|49VULN|5LIT|6AART|7RCR|8aDMG|aBPWR
701	11345 41111	6	   	230.06	DCR|2VULN|2DMG|1DUR|1AART	1aBEXP|2DUR|3aLWND|49VULN|5AART|6LIT|7RCR|8aDMG|aBPWR
702	11346 61111	4	   	230.06	DCR|2VULN|2DMG|1DUR|1AART	1aBEXP|2DUR|3aLWND|49VULN|5LIT|6AART|7RCR|8aDMG|aBPWR
703	51136 61111	3	   	230.06	DCR|2VULN|2DMG|1DUR|1AART	1aLHND|2DUR|3aBEXP|49VULN|5LIT|6AART|7RCR|8aDMG|aBPWR
704	51336 61111	3	   	230.06	DCR|2VULN|2DMG|1DUR|1AART	1aLHND|2DUR|3aLWND|49VULN|5LIT|6AART|7RCR|8aDMG|aBPWR
705	51364 21111	3	   	230.06	DCR|2VULN|2DMG|1DUR|1AART	1aLHND|2DUR|3aLWND|4LIT|5AART|69VULN|7RCR|8aDMG|aBPWR
706	62336 36133	1	 * 	230.00	DCR|2VULN|2DUR|2ASPD|3TLV	18aTLV|2aASPD|3ERES|45VULN|6RCR|7RPLT|9aDUR|aBPWR
707	64232 13326	6	   	230.00	DCR|2VULN|2DUR|2ASPD|2TLV	12TLV|37ASPD|45DUR|6LHND|89VULN|aRCR
708	64232 13326	4	   	230.00	DCR|2VULN|2DUR|2ASPD|2TLV	12TLV|37ASPD|46DUR|5LWND|89VULN|aRCR
709	64232 23326	5	   	230.00	DCR|2VULN|2DUR|2ASPD|2TLV	12TLV|37ASPD|45DUR|6LWND|89VULN|aRCR
710	52331 14132	1	   	229.95	DCR|2VULN|2DMG|1CDMG|1ASPD|1AART	1LHND|2ASPD|3CDMG|4aDMG|57VULN|6FEWX|8AART|9RCR
711	52331 14132	2	   	229.95	DCR|2VULN|2DMG|1CDMG|1ASPD|1AART	1LHND|2ASPD|3CDMG|4aDMG|57VULN|6FEWX|8AART|9RCR
712	52331 54112	1	   	229.95	DCR|2VULN|2DMG|1CDMG|1ASPD|1AART	1LHND|2ASPD|3CDMG|4aDMG|57VULN|6RCR|8AART|9FEWX
713	52331 54112	2	   	229.95	DCR|2VULN|2DMG|1CDMG|1ASPD|1AART	1LHND|2ASPD|3CDMG|4aDMG|57VULN|6RCR|8AART|9FEWX
714	22322 62463	10	   	229.93	DCR|2VULN|2DUR|1TLV|1CDMG|1ASPD	179MLV|2RPLT|3TLV|49DUR|5ASPD|6CDMG|89VULN|9BPWR|aRCR
715	63223 53115	1	   	229.90	DCR|2VULN|1DUR|1TLV|2LIT|1CDMG|1ASPD	1TLV|2CDMG|39VULN|4aLIT|5DUST|6ASPD|7DUR|8RCR
716	11145 41112	6	   	229.86	DCR|2VULN|2DMG|1DUR|1AART	1BEXP|2DUR|3FEWX|49VULN|5AART|6LIT|7RCR|8aDMG
717	11336 61112	3	   	229.86	DCR|2VULN|2DMG|1DUR|1AART	1BEXP|2DUR|3LWND|49VULN|5LIT|6AART|7RCR|8aDMG
718	11344 61112	5	   	229.86	DCR|2VULN|2DMG|1DUR|1AART	1BEXP|2DUR|3LWND|49VULN|5LIT|6AART|7RCR|8aDMG
719	11345 41112	6	   	229.86	DCR|2VULN|2DMG|1DUR|1AART	1BEXP|2DUR|3LWND|49VULN|5AART|6LIT|7RCR|8aDMG
720	11346 61112	4	   	229.86	DCR|2VULN|2DMG|1DUR|1AART	1BEXP|2DUR|3LWND|49VULN|5LIT|6AART|7RCR|8aDMG
721	11356 61112	2	   	229.86	DCR|2VULN|2DMG|1DUR|1AART	1BEXP|2DUR|39VULN|4LWND|5LIT|6AART|7RCR|8aDMG
722	12356 61112	1	   	229.86	DCR|2VULN|2DMG|1DUR|1AART	1BEXP|2DUR|39VULN|4LWND|5LIT|6AART|7RCR|8aDMG
723	51136 61112	3	   	229.86	DCR|2VULN|2DMG|1DUR|1AART	1LHND|2DUR|3BEXP|49VULN|5LIT|6AART|7RCR|8aDMG
724	51336 61112	3	   	229.86	DCR|2VULN|2DMG|1DUR|1AART	1LHND|2DUR|3LWND|49VULN|5LIT|6AART|7RCR|8aDMG
725	51364 21112	3	   	229.86	DCR|2VULN|2DMG|1DUR|1AART	1LHND|2DUR|3LWND|4LIT|5AART|69VULN|7RCR|8aDMG
726	52333 34222	2	 * 	229.77	DCR|1VULN|2DMG|2ASPD|2CDMG|1TLV|1AART	17LHND|26ASPD|37CDMG|47DMG|5AART|7BPWR|8RCR|9TLV|aVULN
727	52333 34222	1	   	229.77	DCR|1VULN|2DMG|2ASPD|2CDMG|1TLV|1AART	17LHND|26ASPD|37CDMG|47DMG|5AART|7BPWR|8RCR|9TLV|aVULN
728	32262 11524	8	   	229.73	DCR|2VULN|2DUR|1TLV|1CDMG|1ASPD	1ZMB|2RPLT|36VULN|4CDMG|59DUR|7RCR|8TLV|aASPD
729	51635 31333	5	   	229.65	DCR|2VULN|2DUR|1DMG|1ASPD|1AART	19LHND|29DUR|3MBVNT|4AART|5ASPD|6LWND|79VULN|8RCR|9BPWR|aDMG
730	52331 51231	1	   	229.61	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7BEXP|9RCVC
731	52331 51231	2	   	229.61	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7BEXP|9RCVC
732	52331 51242	2	   	229.61	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|589VULN|6RCR|7BEXP|aLWND
733	52331 51242	1	   	229.61	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|589VULN|6RCR|7BEXP|aLWND
734	52331 52221	1	   	229.61	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7LWND|9DMSP
735	52331 52221	2	   	229.61	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7LWND|9DMSP
736	52331 52232	1	   	229.61	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7LWND|9RPLT
737	52331 52232	2	   	229.61	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7LWND|9RPLT
738	52331 52242	1	   	229.61	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|589VULN|6RCR|7aLWND
739	52331 52242	2	   	229.61	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|589VULN|6RCR|7aLWND
740	52331 52243	1	   	229.61	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|589VULN|6RCR|7LWND|aMLV
741	52331 52243	2	   	229.61	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|589VULN|6RCR|7LWND|aMLV
742	52331 56231	1	   	229.61	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7FEWX|9RCVC
743	52331 56231	2	   	229.61	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7FEWX|9RCVC
744	12632 12452	7	   	229.61	DCR|3VULN|1DMG|1CDMG|1ASPD	1BEXP|2ASPD|3RPLT|4LHND|5DMG|67aVULN|8CDMG|9RCR
745	32261 11324	7	   	229.61	DCR|3VULN|1DMG|1CDMG|1ASPD	1ZMB|2RPLT|369VULN|4CDMG|5FEWX|7RCR|8ASPD|aDMG
746	41212 12623	1	 * 	229.60	ACR|5VULN|2TLV|2LIT	1RCR|2389aVULN|38BPWR|46DUST|58LIT|78TLV
747	32261 17612	3	   	229.58	DCR|3VULN|2DUR|1CDMG	148ZMB|2RPLT|348VULN|48BPWR|5MBVNT|68DUR|7RCR|9CDMG|aLHND
748	32261 17613	3	   	229.58	DCR|3VULN|2DUR|1CDMG	148ZMB|2RPLT|348VULN|48BPWR|5MBVNT|68DUR|7RCR|9CDMG|aLWND
749	32263 34236	3	   	229.58	DCR|3VULN|2DUR|1CDMG	145ZMB|2RPLT|345VULN|45BPWR|6MLV|7CDMG|8aDUR|9RCR
750	11637 26111	3	   	229.55	DCR|3VULN|1DUR|2LIT|1CDMG	1BEXP|2DUR|3MBVNT|49aVULN|56LIT|7CDMG|8RCR
751	63221 43124	1	   	229.55	DCR|3VULN|1TLV|2LIT|1CDMG	1TLV|2CDMG|368VULN|49LIT|5TBNT|7DMSP|aRCR
752	63226 13124	1	   	229.55	DCR|3VULN|1TLV|2LIT|1CDMG	1TLV|2CDMG|358VULN|49LIT|6BBNT|7DMSP|aRCR
753	34342 33632	8	   	229.55	DCR|2VULN|2DUR|2TLV|1ASPD|1AART	1ZMB|28TLV|3DUST|4BEXP|58DUR|6ASPD|78VULN|8BPWR|9RCR|aAART
754	63333 14532	1	 * 	229.53	DCR|1VULN|2DMG|2DUR|2CDMG|1TLV	1TLV|23CDMG|48DMG|59DUR|6MLV|7RCR|aVULN
755	11143 32261	10	   	229.52	DCR|3VULN|1DMG|1DUR	1BEXP|2DUR|3FEWX|489VULN|5LWND|6DMG|7LIT|aRCR
756	52331 51213	1	   	229.51	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7BEXP|9DUST
757	52331 51213	2	   	229.51	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7BEXP|9DUST
758	52331 51223	1	   	229.51	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7BEXP|9LEGI
759	52331 51223	2	   	229.51	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7BEXP|9LEGI
760	52331 51243	1	   	229.51	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|589VULN|6RCR|7BEXP|aBBNT
761	52331 51243	2	   	229.51	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|589VULN|6RCR|7BEXP|aBBNT
762	52331 52213	1	   	229.51	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7LWND|9DUST
763	52331 52213	2	   	229.51	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7LWND|9DUST
764	52331 56213	2	   	229.51	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7FEWX|9DUST
765	52331 56213	1	   	229.51	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7FEWX|9DUST
766	52331 56223	2	   	229.51	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7FEWX|9LEGI
767	52331 56223	1	   	229.51	DCR|3VULN|1DMG|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4DMG|58aVULN|6RCR|7FEWX|9LEGI
768	61112 33632	8	   	229.50	DCR|2VULN|3DUR|1TLV|1ASPD	1TLV|28FEWX|3ZMB|4LWND|58aDUR|6ASPD|78VULN|8BPWR|9RCR
769	44231 73231	8	   	229.50	ACR|3VULN|2DMG|2DUR	1RCR|28DMG|3BEXP|4MBVNT|5RPLT|68DUR|78aVULN|8BPWR|9LIT
770	44333 23134	4	   	229.50	ACR|3VULN|2DMG|2DUR	1RCR|27DMG|3MLV|47DUR|5TBNT|67aVULN|7BPWR|8LHND|9LIT
771	44231 44231	8	   	229.50	ACR|3VULN|2DMG|2DUR	1RCR|28DMG|3BEXP|4MBVNT|5RPLT|68aVULN|78DUR|8BPWR|9LIT
772	11316 61141	1	   	229.46	DCR|2VULN|3DMG|1AART	1aBEXP|2LHND|3aVULN|4FEWX|5LIT|6AART|7RCR|89aDMG|aBPWR
773	11543 32261	10	   	229.42	DCR|3VULN|1DMG|1DUR	1BEXP|2DUR|3DUST|489VULN|5LWND|6DMG|7LIT|aRCR
774	11653 32274	9	   	229.42	DCR|3VULN|1DMG|1DUR	1BEXP|2DUR|3MBVNT|489VULN|5LWND|6DMG|7LIT|aRCR
775	11654 32274	9	   	229.42	DCR|3VULN|1DMG|1DUR	1BEXP|2DUR|3MBVNT|489VULN|5LHND|6DMG|7LIT|aRCR
776	32264 21261	9	   	229.42	DCR|3VULN|2CDMG|1DUR	1ZMB|2RPLT|359VULN|45CDMG|5BPWR|6DUST|7RCR|8DUR|aLIT
777	32264 21263	10	   	229.42	DCR|3VULN|2CDMG|1DUR	1ZMB|2RPLT|359VULN|45CDMG|5BPWR|6DUST|7RCR|8DUR|aLIT
778	32264 21631	8	   	229.42	DCR|3VULN|2CDMG|1DUR	1ZMB|2RPLT|358VULN|45CDMG|5BPWR|6DUST|7RCR|9DUR|aLIT
779	32264 32315	7	   	229.42	DCR|3VULN|2CDMG|1TLV	1ZMB|2RPLT|359VULN|45CDMG|5BPWR|6ERES|7LIT|8TLV|aRCR
780	32264 32612	8	   	229.42	DCR|3VULN|2CDMG|1DUR	1ZMB|2RPLT|358VULN|45CDMG|5BPWR|6ERES|7LIT|9RCR|aDUR
781	32264 32613	8	   	229.42	DCR|3VULN|2CDMG|1TLV	1ZMB|2RPLT|358VULN|45CDMG|5BPWR|6ERES|7LIT|9RCR|aTLV
782	62316 33211	8	   	229.42	DCR|3VULN|2TLV|1DUR	13TLV|2RPLT|4ZMB|59aVULN|6RCR|7DUR|8LIT
783	62326 22311	3	   	229.42	DCR|3VULN|2TLV|1DUR	13TLV|2RPLT|4LIT|59aVULN|6ZMB|7DUR|8RCR
784	62336 33214	1	   	229.41	DCR|3VULN|2TLV|1CDMG|1ASPD	18TLV|2ASPD|3ERES|457VULN|6RCR|9RCVC|aCDMG
785	34134 63211	9	   	229.40	DCR|2VULN|3DUR|1TLV|1ASPD	15ZMB|2TLV|3LHND|456DUR|5BPWR|7aVULN|8ASPD|9RCR
786	34234 63211	9	   	229.40	DCR|2VULN|3DUR|1TLV|1ASPD	15ZMB|2TLV|3FEWX|456DUR|5BPWR|7aVULN|8ASPD|9RCR
787	32262 11243	10	   	229.38	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|36aVULN|4CDMG|58DUR|7RCR|9CGEN
788	32262 11251	8	   	229.38	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|369VULN|4CDMG|58DUR|7RCR|aRMIN
789	32262 11253	8	   	229.38	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|369VULN|4CDMG|58DUR|7RCR|aLHND
790	32262 11263	10	   	229.38	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|36aVULN|4CDMG|58DUR|7RCR|9MLV
791	32262 11522	7	   	229.38	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|369VULN|4CDMG|5aDUR|7RCR|8RMIN
792	32262 11612	8	   	229.38	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5aDUR|7RCR|9BEXP
793	32262 11612	9	   	229.38	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5aDUR|7RCR|9LHND
794	32262 11614	10	   	229.38	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5aDUR|7RCR|9LHND
795	32262 11625	8	   	229.38	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5aDUR|7RCR|9BELT
796	32262 11635	9	   	229.38	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5aDUR|7RCR|9BELT
797	32262 11641	10	   	229.38	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5aDUR|7RCR|9CGEN
798	32262 11642	9	   	229.38	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5aDUR|7RCR|9CGEN
799	32262 11642	8	   	229.38	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5aDUR|7RCR|9LWND
800	32262 11661	10	   	229.38	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5aDUR|7RCR|9MLV
801	32262 11662	9	   	229.38	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5aDUR|7RCR|9MLV
802	11161 12661	10	   	229.38	DCR|3VULN|2DUR|1CDMG	1BEXP|28DUR|3FEWX|4CDMG|5LWND|67aVULN|9RCR
803	11221 54251	6	   	229.38	DCR|3VULN|2DUR|1CDMG	1BEXP|26DUR|3MLV|479VULN|5RPLT|8CDMG|aRCR
804	13321 54251	6	   	229.38	DCR|3VULN|2DUR|1CDMG	1BEXP|2MLV|36DUR|479VULN|5RPLT|8CDMG|aRCR
805	22262 14632	8	   	229.38	DCR|3VULN|2DUR|1CDMG	1MLV|2RPLT|368VULN|4CDMG|5aDUR|7FEWX|9RCR
806	22262 15352	8	   	229.38	DCR|3VULN|2DUR|1CDMG	1MLV|2RPLT|368VULN|4CDMG|5aDUR|7CGEN|9RCR
807	22514 32251	2	   	229.38	DCR|3VULN|2DUR|1CDMG	1MLV|2RPLT|35DUR|4CDMG|679VULN|8BEXP|aRCR
808	22614 32251	3	   	229.38	DCR|3VULN|2DUR|1CDMG	1MLV|2RPLT|35DUR|4CDMG|679VULN|8BEXP|aRCR
809	22662 32251	5	   	229.38	DCR|3VULN|2DUR|1CDMG	1MLV|2RPLT|35DUR|4CDMG|679VULN|8BEXP|aRCR
810	32261 11632	8	   	229.38	DCR|3VULN|2DUR|1CDMG	1ZMB|2RPLT|368VULN|4CDMG|5FEWX|7RCR|9aDUR
811	32261 17522	3	   	229.38	DCR|3VULN|2DUR|1CDMG	14ZMB|2RPLT|348VULN|4BPWR|5MBVNT|6aDUR|7RCR|9CDMG
812	51221 53251	6	   	229.38	DCR|3VULN|2DUR|1CDMG	1LHND|26DUR|3MLV|479VULN|5RPLT|8CDMG|aRCR
813	14121 43511	7	   	229.35	ACR|4VULN|2DMG|1DUR	18BEXP|2RCR|3FEWX|48DMG|5RPLT|678aVULN|8BPWR|9DUR
814	14321 43511	7	   	229.35	ACR|4VULN|2DMG|1DUR	18BEXP|2RCR|3LWND|48DMG|5RPLT|678aVULN|8BPWR|9DUR
815	11677 32111	7	   	229.32	DCR|3VULN|2CDMG|1DUR	1BEXP|2DUR|3MBVNT|46CDMG|5LIT|79aVULN|8RCR
816	62326 43111	3	   	229.32	DCR|3VULN|2TLV|1DUR	13TLV|2RPLT|4LIT|59aVULN|6ERES|7DUR|8RCR
817	24232 63251	8	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1MLV|2TLV|3FEWX|456DUR|7aVULN|8ASPD|9RCR
818	24432 13251	8	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1MLV|2TLV|345DUR|6FEWX|7aVULN|8ASPD|9RCR
819	32322 11315	8	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1ZMB|2RPLT|3TLV|469DUR|5ASPD|7aVULN|8RCR
820	32322 11315	9	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1ZMB|2RPLT|3TLV|469DUR|5ASPD|7aVULN|8RCR
821	34132 63211	9	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1ZMB|2TLV|3LHND|456DUR|7aVULN|8ASPD|9RCR
822	34232 63211	9	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1ZMB|2TLV|3FEWX|456DUR|7aVULN|8ASPD|9RCR
823	34232 63251	8	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1ZMB|2TLV|3FEWX|456DUR|7aVULN|8ASPD|9RCR
824	34334 63211	9	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	15ZMB|2TLV|3DUST|456DUR|5BPWR|7aVULN|8ASPD|9RCR
825	34412 63211	9	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1ZMB|2TLV|356DUR|4LWND|7aVULN|8ASPD|9RCR
826	34431 63211	9	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1ZMB|2TLV|346DUR|5FEWX|7aVULN|8ASPD|9RCR
827	34432 13211	9	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1ZMB|2TLV|345DUR|6FEWX|7aVULN|8ASPD|9RCR
828	34432 13251	8	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1ZMB|2TLV|345DUR|6FEWX|7aVULN|8ASPD|9RCR
829	34432 63211	9	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1ZMB|2TLV|345DUR|6LWND|7aVULN|8ASPD|9RCR
830	34433 63211	9	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1ZMB|2TLV|346DUR|5BEXP|7aVULN|8ASPD|9RCR
831	34522 11315	9	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1ZMB|2TLV|3RPLT|469DUR|5ASPD|7aVULN|8RCR
832	34522 11315	8	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1ZMB|2TLV|3RPLT|469DUR|5ASPD|7aVULN|8RCR
833	61132 63211	9	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1TLV|2FEWX|3ZMB|456DUR|7aVULN|8ASPD|9RCR
834	61132 63251	8	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1TLV|2FEWX|3ZMB|456DUR|7aVULN|8ASPD|9RCR
835	61332 63251	8	   	229.30	DCR|2VULN|3DUR|1TLV|1ASPD	1TLV|2FEWX|3MLV|456DUR|7aVULN|8ASPD|9RCR
