0	Index      	 *	Score 	Summary	Detail	
1	21412 32543	 * 	189.01	DCR|3DMG|2VULN|1AART|1DUR	1RMIN|2DUR|38VULN|4AART|59aDMG|6RCR|7RPLT
687	16112 34631	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2CGEN|3LWND|4AART|5DMG|6RCR|7ZMB|89VULN|aDUST
688	23112 35642	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DUST|3LWND|4AART|5DMG|6RCR|7aVULN|8RCVC|9ZMB
689	51412 34211	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|29VULN|3RMIN|4AART|5DMG|6RCR|7ZMB|8ERES|aBEXP
690	51412 34213	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|29VULN|3RMIN|4AART|5DMG|6RCR|7ZMB|8ERES|aLWND
691	61412 34211	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|29VULN|3RMIN|4AART|5DMG|6RCR|7ZMB|8ERES|aBEXP
692	61412 34213	   	159.73	DCR|2VULN|1AART|1DMG|1ZMB	1aLWND|29VULN|3RMIN|4AART|5DMG|6RCR|7ZMB|8ERES
693	11116 12513	   	159.70	DCR|3DMG|2VULN|1DUR	1BEXP|29VULN|3RPLT|4DUR|58aDMG|6LEGI|7RCR
694	23412 31241	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2aDUST|38VULN|4AART|5DMG|6RCR|7BEXP|9ZMB
695	23412 31442	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|28DUST|3aVULN|4AART|5DMG|6RCR|7BEXP|9ZMB
696	23412 33542	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DUST|3aVULN|4AART|5DMG|6RCR|7CGEN|8ERES|9ZMB
697	23412 34211	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DUST|39VULN|4AART|5DMG|6RCR|7ZMB|8ERES|aBEXP
698	23412 34213	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DUST|39VULN|4AART|5DMG|6RCR|7ZMB|8ERES|aLWND
699	23412 35241	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2aDUST|37VULN|4AART|5DMG|6RCR|8BEXP|9ZMB
700	23412 36111	   	159.63	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|28DUST|3VULN|4AART|58DMG|6RCR|78TLV|8BPWR|9RCVC|aZMB
701	11412 34133	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2aVULN|3RMIN|4AART|5DMG|6RCR|7ZMB|8LSRREG|9DUST
702	11412 34214	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|29VULN|3RMIN|4AART|5DMG|6RCR|7ZMB|8ERES|aTLV
703	11412 34235	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1BEXP|2aVULN|3RMIN|4AART|5DMG|6RCR|7ZMB|89ERES
704	23112 35442	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|28DUST|3LWND|4AART|5DMG|6RCR|7aVULN|9ZMB
705	51412 34133	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|2aVULN|3RMIN|4AART|5DMG|6RCR|7ZMB|8LSRREG|9DUST
706	61412 34133	   	159.63	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|2aVULN|3RMIN|4AART|5DMG|6RCR|7ZMB|8LSRREG|9DUST
707	12141 34422	   	159.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1BEXP|2DLOT|37VULN|4FEWX|5ASPD|6RCR|8DUR|9AART|aDMG
708	23412 34116	   	159.53	DCR|2DMG|1AART|1VULN|1ZMB	1RMIN|2aDUST|3VULN|4AART|5aDMG|6RCR|7ZMB|8LSRREG|9aERES|aBPWR
709	23412 34214	   	159.53	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|2DUST|39VULN|4AART|5DMG|6RCR|7ZMB|8ERES|aTLV
710	23412 34225	   	159.53	DCR|2VULN|1AART|1DMG|1ZMB	1RMIN|29DUST|3aVULN|4AART|5DMG|6RCR|7ZMB|8ERES
711	42141 31233	   	159.20	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1DUR|2DLOT|39VULN|4BEXP|58ASPD|6RCR|7CDMG|aAART
712	42141 31131	   	159.14	DCR|4VULN|1CDMG|1ASPD|1DUR	1DUR|2DLOT|389aVULN|4BEXP|5ASPD|6RCR|7CDMG
713	41143 13322	 * 	159.11	DCR|2DMG|1AART|1VULN|1FLTHEA|1DUR	1DUR|2VULN|3RPLT|4LEGI|5AART|69DMG|7FLTHEA|8LWND|aRCR
