0	Index      	 *	Score 	Summary	Detail	
1	43162 11336	 * 	194.69	ACR|2VULN|2DMG|1AART|2CDMG|1DUR|1SELL	17CDMG|2RCR|37DMG|4SELL|57DUST|6AART|7BPWR|8aVULN|9DUR
639	43142 31243	   	164.82	ACR|3DMG|1AART|1CDMG|1DUR	1CDMG|2RCR|357DMG|45BEXP|5BPWR|6DUR|8RMIN|9AART|aERES
640	43142 31341	   	164.82	ACR|3DMG|1AART|1CDMG|1DUR	1CDMG|2RCR|357DMG|45BEXP|5BPWR|6DUR|8ERES|9AART|aBELT
641	43141 31343	   	164.82	ACR|3DMG|1AART|1CDMG|1DUR	1CDMG|2RCR|37aDMG|4BEXP|5DMSP|6DUR|8MLV|9AART
642	43165 23223	   	164.80	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1SELL	1CDMG|2RCR|3DMG|4SELL|5AART|6VULN|7ZMB|8LIT|9LWND|aASPD
643	43112 24322	   	164.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5DUST|6aAART|7DUR|8VULN|9MLV
644	43112 26612	   	164.79	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|49LWND|5DUST|67AART|8VULN|aDUR
645	43111 31151	   	164.77	ACR|2AART|1VULN|1DMG|2CDMG	18CDMG|2RCR|3DMG|4LWND|56AART|7ERES|9FEWX|aVULN
646	43111 32121	   	164.77	ACR|2AART|1DMG|2CDMG|1VULN	18CDMG|2RCR|3DMG|4LWND|56AART|7CGEN|9DUST|aVULN
647	43111 33443	   	164.77	ACR|2AART|1VULN|1DMG|2CDMG	19CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8BEXP|aERES
648	43111 33543	   	164.77	ACR|2AART|1VULN|1DMG|2CDMG	19CDMG|2RCR|3DMG|4LWND|56AART|7VULN|8LHND|aERES
649	42142 33235	 * 	164.76	DCR|3VULN|2DMG|3CDMG|1DUR|2MSE	15aCDMG|2DUR|3aDMG|45MSE|5aBPWR|6RCR|7DUST|89aVULN
650	43123 41343	   	164.72	ACR|3DMG|1AART|1CDMG|1DUR	1CDMG|2RCR|37aDMG|4TLV|5DUR|6RMIN|8MLV|9AART
651	43142 31343	   	164.72	ACR|3DMG|1AART|1CDMG|1DUR	1CDMG|2RCR|357DMG|45BEXP|5BPWR|6DUR|8aERES|9AART
652	43165 23233	   	164.70	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1CDMG|2RCR|3DMG|4SELL|5AART|6VULN|7ZMB|8LIT|9DLOT|aDUR
653	43111 16141	   	164.69	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5AART|689CGEN|7aVULN
654	43111 16423	   	164.69	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5AART|69CGEN|7aVULN|8RPLT
655	43111 16431	   	164.69	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5AART|6CGEN|7aVULN|8RPLT|9LHND
656	43111 16621	   	164.69	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2RCR|39DMG|4aLWND|5AART|6CGEN|7VULN|8BELT
657	43111 16622	   	164.69	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2RCR|39DMG|4LWND|5AART|6CGEN|7VULN|8BELT|aFEWX
658	43111 16623	   	164.69	ACR|2DMG|1AART|1VULN|1CDMG	1CDMG|2RCR|39DMG|4LWND|5AART|6CGEN|7VULN|8BELT|aBEXP
659	43111 16631	   	164.69	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4aLWND|5AART|6CGEN|79VULN|8BELT
660	43111 16632	   	164.69	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5AART|6CGEN|79VULN|8BELT|aFEWX
661	43111 16633	   	164.69	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5AART|6CGEN|79VULN|8BELT|aBEXP
662	43111 56221	   	164.69	ACR|2VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3DMG|4LWND|5AART|6RMIN|7aVULN|8BEXP|9RPLT
663	43112 24342	   	164.69	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|5DUST|6aAART|7DUR|8VULN|9TLV
664	43112 26632	   	164.69	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CDMG|2RCR|3DMG|4LWND|59DUST|67AART|8VULN|aDUR
