0	Index      	 *	Score 	Summary	Detail	
1	21222 62436	 * 	180.32	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1RPLT|2ZMB|3CDMG|4AART|5DUST|6RCR|78VULN|9ASPD|aDMG
661	23336 12311	   	151.43	DCR|2VULN|1AART|1DMG|1ZMB	15RPLT|2LWND|38VULN|4LIT|6AART|7ZMB|9RCR|aDMG
662	11335 13442	   	151.33	DCR|4VULN|1AART|2CDMG|2MSE	18CDMG|2RPLT|3LSRREG|48MSE|589aVULN|6AART|7RCR|8BPWR
663	25336 24147	   	151.33	DCR|2VULN|1AART|1DMG|1ZMB	1RPLT|23VULN|4LIT|5MBVNT|6BELT|7ZMB|8RCR|9DMG|aAART
664	23413 36142	   	151.30	DCR|3VULN|1AART|2DUR|1SELL	1RPLT|29LWND|36LHND|469VULN|5AART|69BPWR|79DUR|8RCR|aSELL
665	11242 62511	   	151.27	DCR|2VULN|3CDMG|1AART	189CDMG|2RPLT|3RMIN|4RCVC|59VULN|6AART|7RCR|9BPWR|aLWND
666	11242 62513	   	151.27	DCR|2VULN|3CDMG|1AART	189CDMG|2RPLT|3aRMIN|4RCVC|59VULN|6AART|7RCR|9BPWR
667	12243 23111	   	151.25	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2DUST|3LIT|4LWND|5ASPD|6ZMB|7AART|8aDMG|9RCR
668	21331 14552	   	151.21	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1RPLT|2ZMB|39DMG|45LIT|6VULN|7RCR|8CDMG|aDUR
669	21333 14552	   	151.21	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1RPLT|2ZMB|39DMG|4LIT|5VULN|6DMSP|7RCR|8CDMG|aDUR
670	11224 12315	 * 	151.19	DCR|2AART|1DMG|2CDMG|1ZMB	15CDMG|2RPLT|3RMIN|49AART|6LHND|7RCR|8ZMB|aDMG
671	22416 12121	   	151.18	ACR|2VULN|1AART|1DMG|1DUR	1RPLT|2LIT|37ERES|4RCR|56VULN|8AART|9DUR|aDMG
672	11242 62512	   	151.17	DCR|2VULN|3CDMG|1AART	189CDMG|2RPLT|3RMIN|4RCVC|59VULN|6AART|7RCR|9BPWR|aDUST
673	11222 62156	   	151.10	DCR|1AART|1VULN|1DMG|2CDMG	18CDMG|2RPLT|3RMIN|4AART|5DUST|6RCR|7VULN|9CGEN|aDMG
674	11221 22352	   	151.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2RPLT|3RMIN|4AART|5BEXP|6ZMB|7DMG|8RCR|9VULN|aLHND
675	11221 22354	   	151.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2RPLT|3RMIN|4AART|5BEXP|6ZMB|7DMG|8RCR|9VULN|aCGEN
676	11221 22355	   	151.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2aRPLT|3RMIN|4AART|5BEXP|6ZMB|7DMG|8RCR|9VULN
677	11221 22356	   	151.09	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2RPLT|3RMIN|4AART|5BEXP|6ZMB|7DMG|8RCR|9VULN|aFEWX
678	32224 53243	 * 	151.08	ACR|3DMG|2VULN	1aLWND|28aDMG|3RMIN|4RCVC|5RCR|6CGEN|7FEWX|9aVULN|aBPWR
679	11345 13243	   	151.07	DCR|2VULN|3CDMG|1AART	18aCDMG|2RPLT|3LSRREG|49VULN|5BEXP|6AART|7RCR
680	13433 42611	   	151.07	DCR|3VULN|1DMG|1CDMG|1DUR	1CDMG|28LHND|357VULN|4LIT|6DMG|9RCR|aDUR
681	53223 32543	   	151.02	DCR|2VULN|1AART|1CDMG|1ZMB	1BEXP|2LWND|3FEWX|4aVULN|5ZMB|6RCR|7CDMG|8AART|9CGEN
682	11222 62116	   	151.00	DCR|1AART|1VULN|2CDMG|1DMG	18CDMG|2RPLT|3RMIN|4AART|5DUST|6RCR|7VULN|9ERES|aDMG
683	11222 62316	   	151.00	DCR|1AART|1VULN|1DMG|2CDMG	19CDMG|2RPLT|3RMIN|4AART|5DUST|6RCR|7VULN|8NUKE|aDMG
684	31412 35243	   	150.99	DCR|4VULN|2DUR|1ASPD	1aLWND|2aDUR|3RMIN|4ERES|5ASPD|6RCR|789aVULN|aBPWR
685	32224 52243	   	150.98	ACR|3DMG|2VULN	1aLWND|28aDMG|3RMIN|4RCVC|5RCR|6CGEN|7DUST|9aVULN|aBPWR
686	32224 24316	   	150.98	ACR|3DMG|2VULN	19LWND|29aDMG|3RMIN|46RCVC|5RCR|79VULN|8DLOT|9BPWR
687	11342 13243	   	150.97	DCR|2VULN|3CDMG|1AART	18aCDMG|2RPLT|3LSRREG|49VULN|5DUST|6AART|7RCR
688	21222 66311	 * 	150.93	DCR|2AART|1VULN|2ZMB|1CDMG	1RPLT|28ZMB|3CDMG|47AART|5DUST|6RCR|9LSRHEA|aVULN
689	21222 66324	   	150.93	DCR|2AART|1VULN|2ZMB|1CDMG	1RPLT|28ZMB|3CDMG|47AART|5DUST|6RCR|9LEGI|aVULN
690	53223 32553	   	150.92	DCR|2VULN|1AART|1CDMG|1ZMB	1BEXP|2LWND|3FEWX|4aVULN|5ZMB|6RCR|7CDMG|8AART|9ERES
691	62622 31611	   	150.92	DCR|2DMG|1AART|1CDMG|1ZMB	1DUST|25DMG|3LWND|4LHND|6RCR|7FEWX|8AART|9CDMG|aZMB
692	11222 22344	   	150.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2RPLT|3RMIN|4AART|59DUST|6ZMB|7DMG|8RCR|aVULN
693	12412 26111	   	150.87	DCR|3VULN|1DMG|1CDMG|1DUR	1CDMG|24DUST|356VULN|7DMG|8LIT|9RCR|aDUR
694	25335 33512	   	150.86	DCR|2VULN|2DMG|1CDMG	1RPLT|23VULN|4LIT|5aDMG|6CGEN|7RCR|8CDMG|9MLV
695	32324 35235	   	150.76	DCR|2VULN|1AART|1DMG|1ASPD	1LWND|2DMG|3LSRREG|4DUST|5BELT|69VULN|7RCR|8AART|aASPD
696	32324 35236	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2DMG|3LSRREG|4DUST|5BELT|69VULN|7RCR|8AART|aDUR
697	32324 35242	   	150.76	DCR|2VULN|1AART|1DMG|1DUR	1LWND|2DMG|3LSRREG|4DUST|5BELT|6aVULN|7RCR|8AART|9DUR
698	25335 33232	   	150.76	DCR|2VULN|2DMG|1CDMG	1RPLT|23VULN|4LIT|5aDMG|6CGEN|7RCR|8ERES|9CDMG
699	11121 62515	 * 	150.75	ACR|2AART|1VULN|1DMG|1CDMG	1CDMG|2RPLT|3MLV|4RCVC|5RCR|69AART|7RMIN|8VULN|aDMG
700	13255 21111	   	150.75	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2LHND|3LIT|4FEWX|5aDMG|6ZMB|7ASPD|8AART|9RCR
701	14245 22111	   	150.75	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3LIT|4LWND|5aDMG|6ZMB|7CGEN|8AART|9RCR
702	14352 63111	   	150.75	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1CDMG|2DUR|3CGEN|4LIT|5LWND|6aDMG|7ZMB|8AART|9RCR
703	25333 62133	   	150.75	DCR|5VULN|1ZMB	1RPLT|23579VULN|4LIT|6MLV|8RCR|aZMB
704	32511 26123	 * 	150.70	DCR|2VULN|2DMG|1FLTHEA|1DUR	167LWND|27DMG|3DUR|4ERES|57VULN|7BPWR|8FLTHEA|9BEXP|aRCR
705	32511 26133	   	150.70	DCR|2VULN|2DMG|1FLTHEA|1DUR	167LWND|27DMG|3DUR|4ERES|57VULN|7BPWR|8FLTHEA|9LHND|aRCR
706	52222 12355	   	150.67	DCR|2AART|2VULN|1DMG	1BEXP|2DMG|3RMIN|48AART|5LHND|6LWND|79VULN|aRCR
707	11346 12411	   	150.65	ACR|2AART|1VULN|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|4VULN|5RCR|69AART|7LIT|8DMG|aRMIN
708	11346 12412	   	150.65	ACR|2AART|1VULN|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|4VULN|5RCR|69AART|7LIT|8DMG|aRCVC
709	11346 12116	   	150.65	ACR|2AART|1VULN|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|4VULN|5RCR|69AART|7LIT|8RMIN|aDMG
710	12122 55631	   	150.65	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2DUST|3RMIN|4ASPD|57VULN|6ZMB|8AART|9RCR|aBEXP
711	12122 55632	   	150.65	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2DUST|3RMIN|4ASPD|57VULN|6ZMB|8AART|9RCR|aLIT
712	12245 21111	   	150.65	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2DUST|3LIT|4LWND|5aDMG|6ZMB|7ASPD|8AART|9RCR
713	13235 21111	   	150.65	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1CDMG|2LHND|3LIT|4DUST|5aDMG|6ZMB|7ASPD|8AART|9RCR
714	25324 32133	   	150.65	DCR|5VULN|1ZMB	1RPLT|23579VULN|4ERES|6LIT|8RCR|aZMB
715	25333 22133	   	150.65	DCR|5VULN|1ZMB	1RPLT|23579VULN|4LIT|6TLV|8RCR|aZMB
716	32116 21143	   	150.56	DCR|2DMG|1AART|1VULN|1DUR	19LWND|29DMG|3MLV|4DUR|5AART|6RPLT|79LHND|8RCR|9BPWR|aVULN
717	23413 33163	   	150.56	DCR|3VULN|2AART	1RPLT|2LWND|36LHND|46aVULN|59AART|6BPWR|7BEXP|8RCR
718	11346 12316	   	150.55	ACR|2AART|1VULN|1DMG|1CDMG	1CDMG|2RPLT|3LSRREG|4VULN|5RCR|69AART|7LIT|8ERES|aDMG
719	32224 62124	   	150.54	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LWND|2DMG|3RMIN|4RCVC|5RCR|6AART|7ZMB|8DUR|9ASPD|aVULN
720	21335 52326	   	150.51	DCR|2VULN|2DMG|1ZMB	1RPLT|2ZMB|35DMG|4LIT|6RCR|7CGEN|8DUST|9aVULN
721	32221 35356	   	150.51	DCR|2VULN|2DMG|1ZMB	1LWND|2aDMG|3RMIN|4RCVC|5ZMB|6RCR|7ERES|89VULN
722	21331 14521	   	150.49	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3DMG|45LIT|6VULN|7RCR|8CDMG|9AART|aRMIN
723	21331 14522	   	150.49	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3DMG|45LIT|6VULN|7RCR|8CDMG|9AART|aBEXP
724	21331 14525	   	150.49	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3DMG|45LIT|6VULN|7RCR|8CDMG|9AART|aLHND
725	21333 14521	   	150.49	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3DMG|4LIT|5VULN|6DMSP|7RCR|8CDMG|9AART|aRMIN
726	21333 14522	   	150.49	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3DMG|4LIT|5VULN|6DMSP|7RCR|8CDMG|9AART|aBEXP
727	21333 14525	   	150.49	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2ZMB|3DMG|4LIT|5VULN|6DMSP|7RCR|8CDMG|9AART|aLHND
728	21335 14233	   	150.49	DCR|2DMG|1VULN|2CDMG|1ZMB	1RPLT|2ZMB|35DMG|4LIT|6VULN|7RCR|8ERES|9aCDMG
729	32516 21143	   	150.46	DCR|2DMG|1AART|1VULN|1DUR	19LWND|29DMG|3DUR|4ERES|5AART|6RPLT|79LHND|8RCR|9BPWR|aVULN
730	32123 32456	   	150.46	DCR|3VULN|2DMG	1LWND|2aDMG|3MLV|4RCVC|569VULN|7FEWX|8RCR
731	32511 26325	   	150.45	DCR|2VULN|2DMG|1ZMB|1DUR	167LWND|27DMG|3DUR|4ERES|57VULN|7BPWR|8BEXP|9RCR|aZMB
732	21335 55321	   	150.42	DCR|2DMG|1AART|1CDMG|1ZMB	1RPLT|2ZMB|35DMG|4LIT|6RCR|7CDMG|8LWND|9AART|aRMIN
733	21335 55322	   	150.42	DCR|2DMG|1AART|1CDMG|1ZMB	1RPLT|2ZMB|35DMG|4LIT|6RCR|7CDMG|8LWND|9AART|aBEXP
734	11236 22352	   	150.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2RPLT|3RMIN|4LEGI|5AART|6ZMB|7DMG|8RCR|9VULN|aLHND
735	11236 22354	   	150.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2RPLT|3RMIN|4LEGI|5AART|6ZMB|7DMG|8RCR|9VULN|aCGEN
736	11236 22355	   	150.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2aRPLT|3RMIN|4LEGI|5AART|6ZMB|7DMG|8RCR|9VULN
737	11236 22356	   	150.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1CDMG|2RPLT|3RMIN|4LEGI|5AART|6ZMB|7DMG|8RCR|9VULN|aFEWX
738	33216 35513	   	150.36	DCR|2VULN|1AART|1DMG|1DUR	12LWND|3aVULN|4DUR|5AART|6BELT|7CGEN|8RCR|9DMG
739	32123 33456	   	150.36	DCR|3VULN|2DMG	1LWND|2aDMG|3MLV|4RCVC|569VULN|7DUST|8RCR
740	32511 26225	   	150.35	DCR|2VULN|2DMG|1ZMB|1DUR	167LWND|27DMG|3DUR|4ERES|57VULN|7BPWR|8DUST|9RCR|aZMB
741	13435 11331	   	150.34	DCR|2AART|1VULN|1DMG|1CDMG	1CDMG|2LHND|3VULN|4LIT|5DMG|6aAART|7MLV|8RCR|9RCVC
