0	Index      	 *	Score 	Summary	Detail	
1	53333 15123	 * 	183.43	ACR|3VULN|2DMG|1AART|1DUR	19DMG|2ERES|39LIT|4RCR|5DUST|6DUR|789VULN|9BPWR|aAART
669	24824 11843	 * 	154.01	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	1FEWX|2MBVNT|34DUR|56DMG|7CDMG|8RCR|9VULN|aZMB
670	51622 13432	   	154.01	ACR|2VULN|2DMG|1DUR|1ASPD	19DMG|2LHND|3RCR|49LWND|5CGEN|6ASPD|79VULN|8LEGI|9BPWR|aDUR
671	21663 32421	   	154.01	ACR|2VULN|2DMG|1ASPD|1DUR	1aFEWX|2aDMG|3RCR|4RPLT|5DLOT|6DUR|7ASPD|8aVULN|9BELT|aBPWR
672	21362 61511	   	153.98	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|23DMG|4RPLT|5LEGI|6AART|7CGEN|8VULN|9RCR|aCDMG
673	31336 65311	   	153.96	DCR|2DMG|1AART|1VULN|1ASPD	1ASPD|2LHND|34DMG|5LIT|6RCR|7AART|8VULN|9BEXP|aRPLT
674	31336 65313	   	153.96	DCR|2DMG|1AART|1VULN|1ASPD	1ASPD|2LHND|34DMG|5LIT|6RCR|7AART|8VULN|9BEXP|aFEWX
675	31336 65321	   	153.96	DCR|2DMG|1AART|1VULN|1ASPD	1ASPD|2LHND|34DMG|5LIT|6RCR|7AART|8VULN|9MLV|aLWND
676	31336 65323	   	153.96	DCR|2DMG|1AART|1VULN|1ASPD	1ASPD|2LHND|34DMG|5LIT|6RCR|7AART|8VULN|9MLV|aRPLT
677	31336 65331	   	153.96	DCR|2DMG|1AART|1VULN|1ASPD	1ASPD|2LHND|34DMG|5LIT|6RCR|7AART|8VULN|9LWND|aRPLT
678	31336 65333	   	153.96	DCR|2DMG|1AART|1VULN|1ASPD	1ASPD|2LHND|34DMG|5LIT|6RCR|7AART|8VULN|9LWND|aFEWX
679	51613 32126	   	153.93	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1DMG|2LHND|3RCR|4TLV|57VULN|6DUR|8CDMG|9CGEN|aZMB
680	11314 66223	   	153.89	ACR|2DMG|2AART|1VULN	1DUST|23DMG|4RMIN|5RCR|6LIT|79AART|8ERES|aVULN
681	13122 66322	   	153.89	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	12DUST|2BPWR|3ZMB|4LIT|5DMG|6RCR|7AART|8VULN|9MLV|aCDMG
682	13122 66342	   	153.89	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	12DUST|2BPWR|3ZMB|4LIT|5DMG|6RCR|7AART|8VULN|9CGEN|aCDMG
683	13122 66363	 * 	153.89	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB	12DUST|2BPWR|3ZMB|4LIT|5DMG|6RCR|7AART|8VULN|9FLTHEA|aCGEN
684	31316 53125	   	153.88	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2LHND|3DMG|4MLV|5RCR|679VULN|8RMIN|aCDMG
685	21621 42362	   	153.88	ACR|2VULN|2DMG|1CDMG	1FEWX|2aDMG|3RCR|4LWND|5LIT|6aCGEN|7RPLT|8CDMG|9aVULN|aBPWR
686	51621 21125	   	153.88	ACR|2VULN|2DMG|1CDMG	19DMG|2LHND|3RCR|49LWND|5LIT|68VULN|79MLV|9BPWR|aCDMG
687	21632 43233	   	153.88	ACR|2VULN|2DMG|1CDMG	157FEWX|29DMG|3RCR|4RCVC|69CGEN|89VULN|9BPWR|aCDMG
688	21641 13233	   	153.88	ACR|2VULN|2DMG|1CDMG	167FEWX|29DMG|3RCR|49MLV|5DMSP|89VULN|9BPWR|aCDMG
689	11321 66332	   	153.86	DCR|2DMG|1AART|1VULN|1ASPD	1DUST|23DMG|4LIT|5CGEN|6RCR|7AART|8VULN|9DMSP|aASPD
690	11321 66342	   	153.86	DCR|2DMG|1AART|1VULN|1ASPD	1DUST|23DMG|4LIT|59CGEN|6RCR|7AART|8VULN|aASPD
691	11321 66531	   	153.86	DCR|2DMG|1AART|1VULN|1DUR	1DUST|23DMG|4LIT|5CGEN|6RCR|7AART|8BELT|9VULN|aDUR
692	35532 52221	   	153.86	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	13ASPD|23CGEN|3BPWR|4DMG|5MLV|6CDMG|7RCR|8DUR|9aVULN
693	11633 31722	   	153.83	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	15DUST|25DMG|3RCR|4RCVC|5BPWR|6MBVNT|7CDMG|8ZMB|9VULN|aDUR
694	15321 16261	   	153.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|2BELT|3RCR|4CDMG|5VULN|6RMIN|7ZMB|8AART|9DMG|aBEXP
695	15321 16263	   	153.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|2BELT|3RCR|4CDMG|5VULN|6aRMIN|7ZMB|8AART|9DMG
696	15322 41232	   	153.81	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|2BELT|3RCR|4CDMG|5DMSP|6RPLT|7DMG|8AART|9VULN|aZMB
697	11633 14423	   	153.81	ACR|2VULN|2DMG|1DUR|1ASPD	15DUST|25DMG|3RCR|4RCVC|5BPWR|6DUR|7ASPD|89VULN|aRMIN
698	11632 14422	   	153.81	ACR|2VULN|2DMG|1ASPD|1DUR	1DUST|26DMG|3RCR|4RCVC|5FEWX|7ASPD|89VULN|aDUR
699	11633 16126	   	153.81	ACR|2VULN|2DMG|1DUR|1ASPD	15DUST|25DMG|3RCR|4RCVC|5BPWR|6DUR|79VULN|8RMIN|aASPD
700	21633 14422	   	153.81	ACR|2VULN|2DMG|1ASPD|1DUR	1FEWX|26DMG|3RCR|4RCVC|5DUST|7ASPD|89VULN|aDUR
701	11663 32421	   	153.81	ACR|2VULN|2DMG|1ASPD|1DUR	1aDUST|2aDMG|3RCR|4RPLT|5DLOT|6DUR|7ASPD|8aVULN|9BELT|aBPWR
702	13122 66352	   	153.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	12DUST|2BPWR|3ZMB|4LIT|5DMG|6RCR|7AART|8VULN|9ERES|aCDMG
703	13122 66361	   	153.79	DCR|1AART|1VULN|1DMG|1FLTHEA|1ZMB	12DUST|2BPWR|3ZMB|4LIT|5DMG|6RCR|7AART|8VULN|9FLTHEA|aERES
704	13122 66362	   	153.79	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB	12aDUST|2BPWR|3ZMB|4LIT|5DMG|6RCR|7AART|8VULN|9FLTHEA
705	25221 16261	   	153.79	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1FEWX|2BELT|3DUST|4CDMG|57VULN|6RCR|8AART|9DUR|aASPD
706	31236 53125	   	153.78	ACR|3VULN|1DMG|1CDMG|1ASPD	1ASPD|2LHND|3TLV|4DMG|5RCR|679VULN|8RMIN|aCDMG
707	21621 35362	   	153.78	ACR|2DMG|1AART|1VULN|1ASPD	1FEWX|27DMG|3RCR|4LWND|5LIT|6DMSP|8AART|9VULN|aASPD
708	11621 42362	   	153.78	ACR|2VULN|2DMG|1CDMG	1DUST|2aDMG|3RCR|4LWND|5LIT|6aCGEN|7RPLT|8CDMG|9aVULN|aBPWR
709	11321 66325	   	153.76	DCR|2DMG|1AART|1VULN|1ASPD	1DUST|23DMG|4LIT|5CGEN|6RCR|7AART|8VULN|9BASICY|aASPD
710	35533 52221	   	153.76	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	13ASPD|23CGEN|3BPWR|4DMG|5TLV|6CDMG|7RCR|8DUR|9aVULN
711	31353 52613	   	153.73	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	18ASPD|2LHND|3DMG|4RPLT|5VULN|6DUR|7AART|9RCR|aZMB
712	11333 45321	   	153.71	DCR|2VULN|2DMG|1AART	1DUST|23DMG|4CGEN|5LHND|6LWND|78VULN|9AART|aRCR
713	15321 16262	   	153.71	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DUST|2BELT|3RCR|4CDMG|5VULN|6RMIN|7ZMB|8AART|9DMG|aERES
714	15321 22263	   	153.71	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	17DUST|2BELT|3RCR|4CDMG|5VULN|6BEXP|8AART|9DMG|aZMB
715	11633 14421	   	153.71	ACR|2VULN|2DMG|1DUR|1ASPD	15DUST|25DMG|3RCR|4RCVC|5BPWR|6DUR|7ASPD|89VULN|aTLV
716	11633 35522	   	153.71	ACR|2VULN|2DMG|1DUR|1ASPD	15DUST|25DMG|3RCR|4RCVC|5BPWR|6MBVNT|7ASPD|89VULN|aDUR
717	51613 32333	   	153.71	ACR|2VULN|2DMG|1DUR|1ASPD	1aDMG|2LHND|3RCR|4TLV|57VULN|6DUR|8ERES|9ASPD
718	31353 52412	   	153.70	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1ASPD|2LHND|3DMG|4RPLT|58VULN|6DUR|7AART|9RCR|aFEWX
719	11643 14233	   	153.68	ACR|2VULN|1AART|1DMG|1ASPD	1DUST|2DMG|3RCR|4MLV|5aVULN|6ASPD|7BEXP|8AART|9RPLT
720	21643 11233	   	153.68	ACR|2VULN|1AART|1DMG|1ASPD	1FEWX|2DMG|3RCR|4MLV|5aVULN|6ASPD|7DUST|8AART|9RPLT
721	11621 35362	   	153.68	ACR|2DMG|1AART|1VULN|1ASPD	1DUST|27DMG|3RCR|4LWND|5LIT|6DMSP|8AART|9VULN|aASPD
722	21663 12336	   	153.68	ACR|2VULN|2DMG|2ASPD	1aFEWX|27DMG|3RCR|4RPLT|5DLOT|6BELT|8aASPD|9aVULN|aBPWR
723	11612 62362	   	153.68	ACR|2VULN|2DMG|1CDMG	1DUST|2aDMG|3RCR|4TLV|5BEXP|6aLIT|7RPLT|8CDMG|9aVULN|aBPWR
724	11632 11423	   	153.68	ACR|2VULN|2DMG|1CDMG	1aDUST|26DMG|3RCR|4RCVC|5aFEWX|7CDMG|8CGEN|9aVULN|aBPWR
725	11633 43623	   	153.68	ACR|2VULN|2DMG|1CDMG	15aDUST|25DMG|3RCR|4RCVC|5aBPWR|6aCGEN|7CDMG|8BEXP|9aVULN
726	11653 11423	   	153.68	ACR|2VULN|2DMG|1CDMG	1aDUST|26DMG|3RCR|45aBEXP|7CDMG|8CGEN|9aVULN|aBPWR
727	21611 13233	   	153.68	ACR|2VULN|2DMG|1CDMG	167FEWX|29DMG|3RCR|49TLV|5DMSP|89VULN|9BPWR|aCDMG
728	21621 21143	   	153.68	ACR|2VULN|2DMG|2ASPD	1FEWX|2aDMG|3RCR|4LWND|5LIT|6aASPD|7LHND|8aVULN|9NUKE|aBPWR
729	21621 23143	   	153.68	ACR|2VULN|2DMG|2ASPD	1FEWX|2aDMG|3RCR|4LWND|5LIT|6aASPD|7BEXP|8aVULN|9NUKE|aBPWR
730	21621 62362	   	153.68	ACR|2VULN|2DMG|1CDMG	1FEWX|2aDMG|3RCR|4LWND|5LIT|6aERES|7RPLT|8CDMG|9aVULN|aBPWR
731	21622 13572	   	153.68	ACR|2VULN|2DMG|2ASPD	1FEWX|2aDMG|3RCR|4LWND|5CGEN|6aASPD|7LIT|8MBVNT|9aVULN|aBPWR
732	21633 11423	   	153.68	ACR|2VULN|2DMG|1CDMG	1aFEWX|26DMG|3RCR|4RCVC|5aDUST|7CDMG|8CGEN|9aVULN|aBPWR
733	21651 21143	   	153.68	ACR|2VULN|2DMG|2ASPD	1FEWX|2aDMG|3RCR|4BEXP|5LIT|6aASPD|7LWND|8aVULN|9NUKE|aBPWR
734	51632 11421	   	153.68	ACR|2VULN|2DMG|1CDMG	16DMG|2LHND|3RCR|4RCVC|5FEWX|7CDMG|8CGEN|9aVULN
735	54611 13233	   	153.68	ACR|2VULN|2DMG|1CDMG	19DMG|267FEWX|3RCR|49TLV|5DMSP|89VULN|9BPWR|aCDMG
736	33532 52221	   	153.66	DCR|2VULN|1DMG|2ASPD|1CDMG|1DUR	13ASPD|23ERES|3BPWR|4DMG|5MLV|6CDMG|7RCR|8DUR|9aVULN
737	53532 52313	   	153.64	DCR|3DMG|1CDMG|1ZMB|1DUR|1ASPD	138DMG|23ERES|3BPWR|4ASPD|5MLV|6CDMG|7RCR|9DUR|aZMB
738	11633 11356	   	153.61	ACR|2DMG|1AART|1CDMG|1ASPD|1DUR	15DUST|25DMG|3RCR|4RCVC|5BPWR|6DUR|7CDMG|8BEXP|9AART|aASPD
739	11613 14233	   	153.58	ACR|2VULN|1AART|1DMG|1ASPD	1DUST|2DMG|3RCR|4TLV|5aVULN|6ASPD|7BEXP|8AART|9RPLT
740	11635 53231	   	153.58	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DMG|3RCR|4RCVC|5AIRHEA|6DUR|79VULN|8AART|aLHND
741	11635 53232	   	153.58	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DMG|3RCR|4RCVC|5AIRHEA|6DUR|79VULN|8AART|aLIT
742	11635 53233	   	153.58	ACR|2VULN|1AART|1DMG|1DUR	1DUST|2DMG|3RCR|4RCVC|5AIRHEA|6DUR|79VULN|8AART|aRMIN
743	21613 11233	   	153.58	ACR|2VULN|1AART|1DMG|1ASPD	1FEWX|2DMG|3RCR|4TLV|5aVULN|6ASPD|7DUST|8AART|9RPLT
744	54613 11233	   	153.58	ACR|2VULN|1AART|1DMG|1ASPD	1DMG|2FEWX|3RCR|4TLV|5aVULN|6ASPD|7DUST|8AART|9RPLT
745	11623 62235	   	153.58	ACR|2DMG|1AART|1VULN|1DUR	1DUST|27DMG|3RCR|4LWND|5BEXP|6CANHEL|8AART|9VULN|aDUR
746	15361 25232	   	153.58	ACR|2VULN|1AART|2CDMG|1DUR	1DUST|24BELT|3RCR|59VULN|6aCDMG|7DUR|8AART
747	11621 21143	   	153.58	ACR|2VULN|2DMG|2ASPD	1DUST|2aDMG|3RCR|4LWND|5LIT|6aASPD|7LHND|8aVULN|9NUKE|aBPWR
748	11621 23143	   	153.58	ACR|2VULN|2DMG|2ASPD	1DUST|2aDMG|3RCR|4LWND|5LIT|6aASPD|7BEXP|8aVULN|9NUKE|aBPWR
749	11621 62362	   	153.58	ACR|2VULN|2DMG|1CDMG	1DUST|2aDMG|3RCR|4LWND|5LIT|6aERES|7RPLT|8CDMG|9aVULN|aBPWR
750	11622 13572	   	153.58	ACR|2VULN|2DMG|2ASPD	1DUST|2aDMG|3RCR|4LWND|5CGEN|6aASPD|7LIT|8MBVNT|9aVULN|aBPWR
751	11632 11123	   	153.58	ACR|2VULN|2DMG|1CDMG	1aDUST|26DMG|3RCR|4RCVC|5aFEWX|7CDMG|8TLV|9aVULN|aBPWR
752	11632 11421	   	153.58	ACR|2VULN|2DMG|1CDMG	1DUST|26DMG|3RCR|4RCVC|5FEWX|7CDMG|8CGEN|9aVULN
753	11633 43621	   	153.58	ACR|2VULN|2DMG|1CDMG	15DUST|25DMG|3RCR|4RCVC|5BPWR|6CGEN|7CDMG|8BEXP|9aVULN
754	11633 51421	   	153.58	ACR|2VULN|2DMG|1CDMG	15DUST|25DMG|3RCR|4RCVC|5BPWR|6LHND|7CDMG|8CGEN|9aVULN
755	11651 21143	   	153.58	ACR|2VULN|2DMG|2ASPD	1DUST|2aDMG|3RCR|4BEXP|5LIT|6aASPD|7LWND|8aVULN|9NUKE|aBPWR
756	11653 11123	   	153.58	ACR|2VULN|2DMG|1CDMG	1aDUST|26DMG|3RCR|45aBEXP|7CDMG|8TLV|9aVULN|aBPWR
757	11653 11421	   	153.58	ACR|2VULN|2DMG|1CDMG	1DUST|26DMG|3RCR|45BEXP|7CDMG|8CGEN|9aVULN
758	21613 43163	   	153.58	ACR|2VULN|2DMG|1CDMG	1FEWX|2aDMG|3RCR|4TLV|57VULN|6BEXP|8CDMG|9RPLT
759	21614 11121	   	153.58	ACR|2VULN|2DMG|1CDMG	1FEWX|26DMG|3RCR|4TLV|5RMIN|7CDMG|8MLV|9aVULN
760	21614 11421	   	153.58	ACR|2VULN|2DMG|1CDMG	1FEWX|26DMG|3RCR|4TLV|5RMIN|7CDMG|8CGEN|9aVULN
761	21633 11123	   	153.58	ACR|2VULN|2DMG|1CDMG	1aFEWX|26DMG|3RCR|4RCVC|5aDUST|7CDMG|8TLV|9aVULN|aBPWR
762	21633 11421	   	153.58	ACR|2VULN|2DMG|1CDMG	1FEWX|26DMG|3RCR|4RCVC|5DUST|7CDMG|8CGEN|9aVULN
763	21644 11121	   	153.58	ACR|2VULN|2DMG|1CDMG	1FEWX|26DMG|3RCR|4MLV|5RMIN|7CDMG|8TLV|9aVULN
764	51614 11121	   	153.58	ACR|2VULN|2DMG|1CDMG	16DMG|2LHND|3RCR|4TLV|5RMIN|7CDMG|8MLV|9aVULN
765	51632 11121	   	153.58	ACR|2VULN|2DMG|1CDMG	16DMG|2LHND|3RCR|4RCVC|5FEWX|7CDMG|8TLV|9aVULN
766	54632 21123	   	153.58	ACR|2VULN|2DMG|1CDMG	1aDMG|25FEWX|3RCR|4RCVC|6aDUST|7CDMG|8TLV|9aVULN|aBPWR
767	54633 21123	   	153.58	ACR|2VULN|2DMG|1CDMG	1aDMG|2FEWX|3RCR|46RCVC|5aDUST|7CDMG|8TLV|9aVULN|aBPWR
768	36111 14221	   	153.57	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2CDMG|3RPLT|4MLV|5RCR|6aDMG|7ZMB|8AART|9LHND
769	33533 52221	   	153.56	DCR|2VULN|1DMG|1CDMG|2ASPD|1DUR	13ASPD|23ERES|3BPWR|4DMG|5TLV|6CDMG|7RCR|8DUR|9aVULN
770	11663 12221	   	153.55	ACR|2AART|1VULN|1DMG|1CDMG	1DUST|2DMG|3RCR|4RPLT|5DLOT|6BELT|7CDMG|8VULN|9aAART
771	11314 66312	   	153.55	ACR|2DMG|1AART|1VULN|1ZMB	1DUST|23DMG|4RMIN|5RCR|6LIT|7AART|8VULN|9FEWX|aZMB
772	11314 66332	   	153.55	ACR|2DMG|1AART|1VULN|1ZMB	1DUST|23DMG|4RMIN|5RCR|6LIT|7AART|8VULN|9LWND|aZMB
773	11334 66312	   	153.55	ACR|2DMG|1AART|1VULN|1ZMB	1DUST|23DMG|4CGEN|5RCR|6LIT|7AART|8VULN|9FEWX|aZMB
774	21643 62232	   	153.54	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1FEWX|2DMG|3RCR|4MLV|59VULN|6SELL|7BELT|8AART|aDUR
775	51661 33332	   	153.54	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1DMG|2LHND|3RCR|4RPLT|5VULN|6ASPD|7FEWX|8ZMB|9AART|aDUR
776	51621 22351	 * 	153.54	ACR|2AART|1DMG|1VULN|2DUR	1DMG|2LHND|3RCR|4LWND|5LIT|6VULN|78AART|9aDUR
777	11633 25172	   	153.48	ACR|2DMG|1AART|1VULN|1DUR	156DUST|25DMG|3RCR|4RCVC|5BPWR|7MBVNT|8AART|9DUR|aVULN
778	11633 33172	   	153.48	ACR|2DMG|1AART|1VULN|1DUR	157DUST|25DMG|3RCR|4RCVC|5BPWR|6MBVNT|8AART|9DUR|aVULN
779	15321 34353	   	153.48	ACR|2VULN|1AART|1CDMG|1FLTHEA	17DUST|2BELT|3RCR|4CDMG|57VULN|67CGEN|7BPWR|8DMSP|9AART|aFLTHEA
780	11613 43163	   	153.48	ACR|2VULN|2DMG|1CDMG	1DUST|2aDMG|3RCR|4TLV|57VULN|6BEXP|8CDMG|9RPLT
781	11614 11121	   	153.48	ACR|2VULN|2DMG|1CDMG	1DUST|26DMG|3RCR|4TLV|5RMIN|7CDMG|8MLV|9aVULN
782	11614 11421	   	153.48	ACR|2VULN|2DMG|1CDMG	1DUST|26DMG|3RCR|4TLV|5RMIN|7CDMG|8CGEN|9aVULN
783	11626 11421	   	153.48	ACR|2VULN|2DMG|1CDMG	15DUST|26DMG|3RCR|4LWND|7CDMG|8CGEN|9aVULN
784	11632 11121	   	153.48	ACR|2VULN|2DMG|1CDMG	1DUST|26DMG|3RCR|4RCVC|5FEWX|7CDMG|8TLV|9aVULN
785	11633 22513	   	153.48	ACR|2VULN|2DMG|1CDMG	156DUST|25DMG|3RCR|4RCVC|5BPWR|7LHND|89VULN|aCDMG
786	11633 31521	   	153.48	ACR|2VULN|2DMG|1CDMG	15DUST|25DMG|3RCR|4RCVC|5BPWR|6MBVNT|7CDMG|8CGEN|9aVULN
787	11633 31821	   	153.48	ACR|2VULN|2DMG|1CDMG	15DUST|25DMG|3RCR|4RCVC|5BPWR|6MBVNT|7CDMG|8RMIN|9aVULN
788	11633 51121	   	153.48	ACR|2VULN|2DMG|1CDMG	15DUST|25DMG|3RCR|4RCVC|5BPWR|6LHND|7CDMG|8TLV|9aVULN
789	11644 11121	   	153.48	ACR|2VULN|2DMG|1CDMG	1DUST|26DMG|3RCR|4MLV|5RMIN|7CDMG|8TLV|9aVULN
790	11653 11121	   	153.48	ACR|2VULN|2DMG|1CDMG	1DUST|26DMG|3RCR|45BEXP|7CDMG|8TLV|9aVULN
791	21616 11121	   	153.48	ACR|2VULN|2DMG|1CDMG	1FEWX|26DMG|3RCR|4TLV|5ERES|7CDMG|8MLV|9aVULN
792	21633 11121	   	153.48	ACR|2VULN|2DMG|1CDMG	1FEWX|26DMG|3RCR|4RCVC|5DUST|7CDMG|8TLV|9aVULN
793	51616 11121	   	153.48	ACR|2VULN|2DMG|1CDMG	16DMG|2LHND|3RCR|4TLV|5ERES|7CDMG|8MLV|9aVULN
794	54633 11121	   	153.48	ACR|2VULN|2DMG|1CDMG	16DMG|2FEWX|3RCR|4RCVC|5DUST|7CDMG|8TLV|9aVULN
795	31136 13248	   	153.47	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2LHND|3ZMB|46DMG|5RCR|7MBVNT|8AART|9CGEN|aCDMG
796	31136 13262	   	153.47	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2LHND|3ZMB|46DMG|5RCR|7MBVNT|8AART|9LIT|aCDMG
797	34116 31221	   	153.47	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2FEWX|3ZMB|4MLV|5RCR|6aVULN|7DUST|8AART|9CDMG
798	35156 31221	   	153.47	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2CGEN|3ZMB|4FEWX|5RCR|6aVULN|7DUST|8AART|9CDMG
799	36111 14261	   	153.47	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2CDMG|3RPLT|4MLV|5RCR|6aDMG|7ZMB|8AART|9DUST
800	51136 13248	   	153.47	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	16DMG|2LHND|3ZMB|4ASPD|5RCR|7MBVNT|8AART|9CGEN|aCDMG
801	51136 13262	   	153.47	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	16DMG|2LHND|3ZMB|4ASPD|5RCR|7MBVNT|8AART|9LIT|aCDMG
802	51322 35134	   	153.47	DCR|3DMG|1VULN|1CDMG|1DUR	135DMG|2LHND|4LIT|6DMSP|7CDMG|8RCR|9VULN|aDUR
803	11643 62232	   	153.44	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1DUST|2DMG|3RCR|4MLV|59VULN|6SELL|7BELT|8AART|aDUR
804	21613 62232	   	153.44	ACR|2VULN|1AART|1DMG|1DUR|1SELL	1FEWX|2DMG|3RCR|4TLV|59VULN|6SELL|7BELT|8AART|aDUR
