0	Index      	 *	Score 	Summary	Detail	
1	25111 15335	 * 	194.95	DCR|3DMG|2AART|2VULN|1DUR	14AART|256DMG|3AIRHEL|7aVULN|8DUR|9RCR
659	22222 22431	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	14AART|2FEWX|3BEXP|5aVULN|6RCR|7DUR|8MBVNT|9DMG
660	22223 22231	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	14AART|2FEWX|3BEXP|5DUST|6RCR|7DUR|8aVULN|9DMG
661	25643 22113	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	1aAART|2DMG|3ERES|49VULN|5BEXP|6RCR|7DUR|8LWND
662	26222 21131	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	14AART|2DUR|3BEXP|5aVULN|6RCR|7DUST|8LWND|9DMG
663	26222 21331	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	14AART|2DUR|3BEXP|5aVULN|6RCR|7DUST|8FEWX|9DMG
664	26222 26222	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	14AART|2DUR|3BEXP|5aVULN|6RCR|7DMG|8RPLT|9DUST
665	26222 26421	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	14AART|2DUR|3BEXP|5aVULN|6RCR|7DMG|8DUST|9LWND
666	26322 21131	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	14AART|2DUR|3FEWX|5aVULN|6RCR|7DUST|8LWND|9DMG
667	26322 21331	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	14AART|2DUR|3FEWX|5aVULN|6RCR|7DUST|8BEXP|9DMG
668	26322 26222	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	14AART|2DUR|3FEWX|5aVULN|6RCR|7DMG|8RPLT|9DUST
669	26322 26421	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	14AART|2DUR|3FEWX|5aVULN|6RCR|7DMG|8DUST|9LWND
670	22222 26162	   	168.89	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	14AART|2FEWX|3BEXP|5VULN|6RCR|7DMG|8SELL|9ZMB|aCDMG
671	25211 42622	   	168.89	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	16AART|2DMG|3LWND|4VULN|5ERES|7RCR|8DUR|9aCDMG
672	25212 62611	   	168.89	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1aAART|2DMG|3LWND|4VULN|5DUST|6DUR|7RCR|89CDMG
673	25412 32611	   	168.89	DCR|2AART|1VULN|1DMG|2CDMG|1DUR	1aAART|2DMG|3DUR|4VULN|5DUST|6LHND|7RCR|89CDMG
674	31542 16132	   	168.86	DCR|2AART|2VULN|2DMG	1LHND|2RCVC|36AART|45VULN|79DMG|8RMIN|aRCR
675	31542 16232	   	168.86	DCR|2AART|2DMG|2VULN	1LHND|2RCVC|36AART|45VULN|79DMG|8CGEN|aRCR
676	31542 16332	   	168.86	DCR|2AART|2VULN|2DMG	1LHND|2RCVC|36AART|45VULN|79DMG|8MLV|aRCR
677	22631 13126	   	168.84	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1AART|2FEWX|3VENICY|469VULN|5ASPD|7DUR|8RCR|aCDMG
678	22635 13126	   	168.84	DCR|3VULN|1AART|1CDMG|1DUR|1ASPD	1AART|2FEWX|3VENICY|459VULN|6DUR|7ASPD|8RCR|aCDMG
679	23113 56216	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2BELT|3ASPD|49VULN|5CGEN|6FEWX|7RCR|8DMG|aCDMG
680	23113 56226	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2BELT|3ASPD|4VULN|5CGEN|6FEWX|7RCR|89DMG|aCDMG
681	23126 16216	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2BELT|3ASPD|4BEXP|5CGEN|69VULN|7RCR|8DMG|aCDMG
682	23126 16226	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2BELT|3ASPD|4BEXP|5CGEN|6VULN|7RCR|89DMG|aCDMG
683	23143 16216	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2BELT|3ASPD|4FEWX|5CGEN|69VULN|7RCR|8DMG|aCDMG
684	23143 16226	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2BELT|3ASPD|4FEWX|5CGEN|6VULN|7RCR|89DMG|aCDMG
685	25213 62513	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|3LWND|48VULN|5FEWX|6DUR|7RCR|9DMSP|aCDMG
686	25213 62523	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|39LWND|48VULN|5FEWX|6DUR|7RCR|aCDMG
687	25215 52223	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|25DMG|3LWND|4VULN|6ASPD|7RCR|8FEWX|9CDMG|aLIT
688	25215 52323	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|25DMG|3LWND|4VULN|6ASPD|7RCR|8LHND|9CDMG|aLIT
689	25221 52421	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2DMG|34LWND|58VULN|6ASPD|7RCR|9CDMG|aFEWX
690	25221 52422	   	168.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2DMG|34LWND|58VULN|6ASPD|7RCR|9CDMG|aMLV
691	25261 52223	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|24DMG|3LWND|5VULN|6ASPD|7RCR|8FEWX|9CDMG|aLIT
692	25261 52323	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|24DMG|3LWND|5VULN|6ASPD|7RCR|8LHND|9CDMG|aLIT
693	25413 12532	   	168.81	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DMG|3DUR|48VULN|5FEWX|6BEXP|7RCR|9FLTHEA|aCGEN
694	25413 12631	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|29DMG|3DUR|4VULN|5FEWX|6BEXP|7RCR|8CDMG|aDMSP
695	25413 12632	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|29DMG|3DUR|4VULN|5FEWX|6BEXP|7RCR|8CDMG|aRMIN
696	25413 12633	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|29DMG|3DUR|4VULN|5FEWX|6BEXP|7RCR|8CDMG|aLIT
697	25413 32532	   	168.81	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DMG|3DUR|48VULN|5FEWX|6LHND|7RCR|9FLTHEA|aCGEN
698	25215 12221	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|25DMG|3LWND|4VULN|6CGEN|7RCR|8FEWX|9CDMG|aASPD
699	25215 12321	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|25DMG|3LWND|4VULN|6CGEN|7RCR|8LHND|9CDMG|aASPD
700	25215 12523	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|25DMG|3LWND|4VULN|6CGEN|7RCR|8MLV|9DUR|aCDMG
701	25215 12613	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|25DMG|3LWND|4VULN|6CGEN|7RCR|8DUR|9MLV|aCDMG
702	25261 12221	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|24DMG|3LWND|5VULN|6CGEN|7RCR|8FEWX|9CDMG|aASPD
703	25261 12321	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|24DMG|3LWND|5VULN|6CGEN|7RCR|8LHND|9CDMG|aASPD
704	25261 12523	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|24DMG|3LWND|5VULN|6CGEN|7RCR|8MLV|9DUR|aCDMG
705	25261 12613	   	168.81	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|24DMG|3LWND|5VULN|6CGEN|7RCR|8DUR|9MLV|aCDMG
706	21243 22431	   	168.81	DCR|2AART|2VULN|1DMG|1DUR	12AART|3DUST|4aVULN|5BEXP|6RCR|7DUR|8MBVNT|9DMG
707	22616 72221	   	168.81	DCR|2AART|2VULN|1DMG|1ASPD	18AART|2FEWX|3VENICY|4MBVNT|59VULN|6RCR|7ASPD|aDMG
708	26222 21431	   	168.81	DCR|2AART|2VULN|1DMG|1DUR	14AART|2DUR|3BEXP|5aVULN|6RCR|7DUST|8MBVNT|9DMG
709	26322 21431	   	168.81	DCR|2AART|2VULN|1DMG|1DUR	14AART|2DUR|3FEWX|5aVULN|6RCR|7DUST|8MBVNT|9DMG
710	21243 26162	   	168.79	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	12AART|3DUST|4VULN|5BEXP|6RCR|7DMG|8SELL|9ZMB|aCDMG
711	22242 32335	   	168.79	ACR|3VULN|1AART|1FLTHEA|1ZMB	1AART|2FEWX|3BEXP|4RCR|58aVULN|6ZMB|7DUST|9FLTHEA
712	26222 26135	   	168.77	DCR|2AART|2VULN|1DMG|1DUR|1SELL	14AART|2DUR|3BEXP|5aVULN|6RCR|7DMG|8SELL|9FEWX
713	31516 33532	   	168.76	DCR|2AART|2VULN|2DMG	1LHND|2RCVC|34AART|59DMG|6ERES|78VULN|aRCR
714	23112 26216	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2BELT|3ASPD|49VULN|5BEXP|6ERES|7RCR|8DMG|aCDMG
715	23112 26226	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2BELT|3ASPD|4VULN|5BEXP|6ERES|7RCR|89DMG|aCDMG
716	23113 46216	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2BELT|3ASPD|49VULN|5CGEN|6DUST|7RCR|8DMG|aCDMG
717	23113 46226	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2BELT|3ASPD|4VULN|5CGEN|6DUST|7RCR|89DMG|aCDMG
718	25211 32221	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2DMG|3LWND|46VULN|5ERES|7RCR|8FEWX|9CDMG|aASPD
719	25211 32321	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2DMG|3LWND|46VULN|5ERES|7RCR|8LHND|9CDMG|aASPD
720	25211 32523	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|3LWND|46VULN|5ERES|7RCR|8MLV|9DUR|aCDMG
721	25211 32613	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|3LWND|46VULN|5ERES|7RCR|8DUR|9MLV|aCDMG
722	25211 32624	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|3LWND|46VULN|5ERES|7RCR|8DUR|9CDMG|aLHND
723	25211 32625	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|3LWND|46VULN|5ERES|7RCR|8DUR|9CDMG|aRMIN
724	25212 62313	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|3LWND|48VULN|5DUST|6DUR|7RCR|9DMSP|aCDMG
725	25212 62323	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|39LWND|48VULN|5DUST|6DUR|7RCR|aCDMG
726	25213 62631	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2aDMG|3LWND|4VULN|5FEWX|6DUR|7RCR|8CDMG|9LSRREG
727	25215 32221	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|25DMG|3LWND|4VULN|6TLV|7RCR|8FEWX|9CDMG|aASPD
728	25215 32321	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|25DMG|3LWND|4VULN|6TLV|7RCR|8LHND|9CDMG|aASPD
729	25215 32523	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|25DMG|3LWND|4VULN|6TLV|7RCR|8MLV|9DUR|aCDMG
730	25215 32613	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|25DMG|3LWND|4VULN|6TLV|7RCR|8DUR|9MLV|aCDMG
731	25221 52423	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2DMG|34LWND|58VULN|6ASPD|7RCR|9CDMG|aDUST
732	25242 32221	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2DMG|3LWND|4ERES|56VULN|7RCR|8FEWX|9CDMG|aASPD
733	25242 32321	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2DMG|3LWND|4ERES|56VULN|7RCR|8LHND|9CDMG|aASPD
734	25242 32523	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|3LWND|4ERES|56VULN|7RCR|8MLV|9DUR|aCDMG
735	25242 32613	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|3LWND|4ERES|56VULN|7RCR|8DUR|9MLV|aCDMG
736	25261 32221	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|24DMG|3LWND|5VULN|6TLV|7RCR|8FEWX|9CDMG|aASPD
737	25261 32321	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|24DMG|3LWND|5VULN|6TLV|7RCR|8LHND|9CDMG|aASPD
738	25261 32523	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|24DMG|3LWND|5VULN|6TLV|7RCR|8MLV|9DUR|aCDMG
739	25261 32613	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|24DMG|3LWND|5VULN|6TLV|7RCR|8DUR|9MLV|aCDMG
740	25412 12314	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|3DUR|48VULN|5DUST|6FEWX|7RCR|9DMSP|aCDMG
741	25412 12332	   	168.71	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DMG|3DUR|48VULN|5DUST|6FEWX|7RCR|9FLTHEA|aCGEN
742	25412 12334	   	168.71	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DMG|3DUR|48VULN|5DUST|6FEWX|7RCR|9FLTHEA|aRCVC
743	25412 12631	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|29DMG|3DUR|4VULN|5DUST|6FEWX|7RCR|8CDMG|aDMSP
744	25412 12632	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|29DMG|3DUR|4VULN|5DUST|6FEWX|7RCR|8CDMG|aRMIN
745	25412 12633	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|29DMG|3DUR|4VULN|5DUST|6FEWX|7RCR|8CDMG|aLIT
746	25412 32532	   	168.71	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DMG|3DUR|48VULN|5DUST|6LHND|7RCR|9FLTHEA|aCGEN
747	25412 42313	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|3DUR|48VULN|5DUST|6LWND|7RCR|9DMSP|aCDMG
748	25412 42323	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|3DUR|48VULN|5DUST|69LWND|7RCR|aCDMG
749	25413 12533	   	168.71	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DMG|3DUR|48VULN|5FEWX|6BEXP|7RCR|9FLTHEA|aDUST
750	25413 32316	   	168.71	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DMG|3DUR|49VULN|5FEWX|6LHND|7RCR|8ERES|aFLTHEA
751	25413 32533	   	168.71	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DMG|3DUR|48VULN|5FEWX|6LHND|7RCR|9FLTHEA|aDUST
752	25543 32223	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2DMG|3ASPD|45VULN|6DUST|7RCR|8FEWX|9CDMG|aLIT
753	25543 32323	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2DMG|3ASPD|45VULN|6DUST|7RCR|8LHND|9CDMG|aLIT
754	25652 32221	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2DMG|3ERES|4LWND|56VULN|7RCR|8FEWX|9CDMG|aASPD
755	25652 32321	   	168.71	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2DMG|3ERES|4LWND|56VULN|7RCR|8LHND|9CDMG|aASPD
756	31333 26645	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1LHND|2RCVC|3DUR|4VULN|5AART|6RCR|79DMG|8MBVNT|aCDMG
757	25215 12633	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|25DMG|3LWND|4VULN|6CGEN|7RCR|8DUR|9ERES|aCDMG
758	25261 12633	   	168.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|24DMG|3LWND|5VULN|6CGEN|7RCR|8DUR|9ERES|aCDMG
759	26222 26125	   	168.67	DCR|2AART|2VULN|1DMG|1DUR|1SELL	14AART|2DUR|3BEXP|5aVULN|6RCR|7DMG|8SELL|9DUST
760	26322 26125	   	168.67	DCR|2AART|2VULN|1DMG|1DUR|1SELL	14AART|2DUR|3FEWX|5aVULN|6RCR|7DMG|8SELL|9DUST
761	12132 23536	   	168.65	DCR|3VULN|2DMG|1CDMG|1ASPD	1ASPD|28DMG|3LWND|457VULN|6LIT|9RCR|aCDMG
762	12232 23536	   	168.65	DCR|3VULN|2DMG|1CDMG|1ASPD	1ASPD|28DMG|3LHND|457VULN|6LIT|9RCR|aCDMG
763	42262 22223	   	168.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	17DUR|2TLV|3AART|4DMG|5VULN|6RCR|8FEWX|9CDMG|aZMB
764	42262 22323	   	168.62	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	17DUR|2TLV|3AART|4DMG|5VULN|6RCR|8LHND|9CDMG|aZMB
765	25642 32221	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2DMG|3ERES|45VULN|6DUST|7RCR|8FEWX|9CDMG|aASPD
766	25642 32321	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2DMG|3ERES|45VULN|6DUST|7RCR|8LHND|9CDMG|aASPD
767	23111 26216	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1AART|2BELT|3ASPD|49VULN|5DUST|6ERES|7RCR|8DMG|aCDMG
768	23111 26226	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1AART|2BELT|3ASPD|4VULN|5DUST|6ERES|7RCR|89DMG|aCDMG
769	25211 32626	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1AART|2DMG|3LWND|46VULN|5aERES|7RCR|8DUR|9CDMG
770	25212 62631	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|2aDMG|3LWND|4VULN|5DUST|6DUR|7RCR|8CDMG|9LSRREG
771	25215 32633	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|25DMG|3LWND|4VULN|6TLV|7RCR|8DUR|9ERES|aCDMG
772	25261 32633	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1AART|24DMG|3LWND|5VULN|6TLV|7RCR|8DUR|9ERES|aCDMG
773	25412 12235	   	168.61	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DMG|3DUR|4aVULN|58DUST|6FEWX|7RCR|9FLTHEA
774	25412 12333	   	168.61	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DMG|3DUR|48VULN|5aDUST|6FEWX|7RCR|9FLTHEA
775	25412 27332	   	168.61	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DMG|3DUR|48VULN|5DUST|6MBVNT|7RCR|9FLTHEA|aCGEN
776	25412 32316	   	168.61	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DMG|3DUR|49VULN|5DUST|6LHND|7RCR|8ERES|aFLTHEA
777	25412 32533	   	168.61	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DMG|3DUR|48VULN|5aDUST|6LHND|7RCR|9FLTHEA
778	25432 26121	   	168.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|27DMG|3DUR|4RMIN|5VULN|6RCR|8ZMB|9CGEN|aDMSP
779	25432 26123	   	168.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|27DMG|3DUR|4aRMIN|5VULN|6RCR|8ZMB|9CGEN
780	42262 22114	   	168.52	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	17DUR|2TLV|3AART|4DMG|5VULN|6RCR|8ZMB|9DUST|aCDMG
781	42262 22135	   	168.52	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	17DUR|2TLV|3AART|4DMG|5VULN|6RCR|8ZMB|9MBVNT|aCDMG
782	42263 22423	   	168.52	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	17DUR|2TLV|3AART|4DMG|5DUST|6RCR|8VULN|9CDMG|aZMB
783	25412 27333	   	168.51	DCR|2VULN|1AART|1DMG|1FLTHEA|1DUR	1AART|2DMG|3DUR|48VULN|5aDUST|6MBVNT|7RCR|9FLTHEA
784	25613 13213	 * 	168.51	DCR|3AART|1VULN|1DMG|1FLTHEA|1ZMB	146AART|2DMG|3ERES|5LHND|7ZMB|8RCR|9VULN|aFLTHEA
785	25613 13215	   	168.51	DCR|3AART|1VULN|1DMG|1CDMG|1ZMB	146AART|2DMG|3ERES|5LHND|7ZMB|8RCR|9VULN|aCDMG
786	22261 22231	   	168.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2FEWX|3BEXP|4ZMB|5ERES|6RCR|7DUR|8aVULN|9DMG
787	24313 22131	   	168.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2CGEN|3DUST|4aVULN|5ZMB|6RCR|7DUR|8LWND|9DMG
788	24313 22331	   	168.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2CGEN|3DUST|4aVULN|5ZMB|6RCR|7DUR|8BEXP|9DMG
789	24313 26521	   	168.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2CGEN|3DUST|4aVULN|5ZMB|6RCR|7DMG|8DUR|9LWND
790	24353 22231	   	168.47	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2CGEN|3DUST|4BEXP|5ZMB|6RCR|7DUR|8aVULN|9DMG
791	25432 26111	   	168.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|27DMG|3DUR|4RMIN|5VULN|6RCR|8ZMB|9DUST|aLWND
792	25432 26113	   	168.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|27DMG|3DUR|4RMIN|5VULN|6RCR|8ZMB|9DUST|aLHND
793	25432 26131	   	168.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|27DMG|3DUR|4RMIN|5VULN|6RCR|8ZMB|9MBVNT|aLWND
794	25432 26133	   	168.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|27DMG|3DUR|4RMIN|5VULN|6RCR|8ZMB|9MBVNT|aLHND
795	25432 26134	   	168.47	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|27DMG|3DUR|4RMIN|5VULN|6RCR|8ZMB|9MBVNT|aMLV
796	21413 52221	   	168.46	DCR|3AART|1VULN|1DMG|2CDMG|1DUR	123AART|4LHND|57CDMG|6VULN|8DUR|9RCR|aDMG
797	21423 52221	   	168.46	DCR|3AART|1VULN|1DMG|2CDMG|1DUR	123AART|4FEWX|57CDMG|6VULN|8DUR|9RCR|aDMG
798	21463 52221	   	168.46	DCR|3AART|1VULN|1DMG|2CDMG|1DUR	123AART|4LWND|57CDMG|6VULN|8DUR|9RCR|aDMG
799	21242 46212	   	168.42	DCR|2AART|2VULN|1DMG|1CDMG	12AART|3DUST|45VULN|6RPLT|7DMG|8CGEN|9RCR|aCDMG
800	21242 46312	   	168.42	DCR|2AART|2VULN|1DMG|1CDMG	12AART|3DUST|45VULN|6RPLT|7DMG|8MLV|9RCR|aCDMG
801	25211 43412	   	168.42	DCR|2AART|2VULN|1DMG|1CDMG	16AART|2DMG|3LWND|48VULN|5ERES|7RPLT|9RCR|aCDMG
802	12133 66333	   	168.42	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3LWND|49aVULN|5AART|6BELT|7RCR|8RPLT
803	12233 66333	   	168.42	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3LHND|49aVULN|5AART|6BELT|7RCR|8RPLT
804	24313 22431	   	168.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2CGEN|3DUST|4aVULN|5ZMB|6RCR|7DUR|8MBVNT|9DMG
805	25432 26112	   	168.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|27DMG|3DUR|4RMIN|5VULN|6RCR|8ZMB|9DUST|aERES
806	25432 26132	   	168.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1AART|27DMG|3DUR|4RMIN|5VULN|6RCR|8ZMB|9MBVNT|aERES
807	26261 21231	   	168.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3BEXP|4ZMB|5ERES|6RCR|7DUST|8aVULN|9DMG
808	26361 21231	   	168.37	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AART|2DUR|3FEWX|4ZMB|5ERES|6RCR|7DUST|8aVULN|9DMG
809	12133 12414	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|36LWND|48aVULN|5AART|7RCR|9DUST
810	12133 42414	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3LWND|48aVULN|5AART|6DMSP|7RCR|9DUST
811	12233 42414	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3LHND|48aVULN|5AART|6DMSP|7RCR|9DUST
812	12333 42424	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3DUST|48aVULN|5AART|6DMSP|7RCR|9LWND
813	12333 42461	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3DUST|489VULN|5AART|6DMSP|7RCR|aRPLT
814	12333 42462	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3DUST|489VULN|5AART|6DMSP|7RCR|aLHND
815	12333 42463	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3DUST|489VULN|5AART|6DMSP|7RCR|aLWND
816	12333 62424	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3DUST|48aVULN|5AART|6RCVC|7RCR|9LWND
817	12333 62461	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3DUST|489VULN|5AART|6RCVC|7RCR|aRPLT
818	12333 62462	   	168.32	DCR|3VULN|1AART|1DMG|1ASPD	1ASPD|2DMG|3DUST|489VULN|5AART|6RCVC|7RCR|aLHND
