0	Index      	 *	Score 	Summary	Detail	
1	63131 61316	 * 	182.88	ACR|2VULN|1AART|1DMG|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6RCVC|7FLTHEA|8CDMG|9AART|aDMG
650	63131 11245	   	155.02	ACR|4VULN|1CDMG|1DUR	1BELT|2RCR|3DUR|4589VULN|6LIT|7DUST|aCDMG
651	35224 11612	   	155.00	DCR|3VULN|2DMG|1DUR	15LIT|2DUR|3CGEN|45DMG|5BPWR|67aVULN|8LEGI|9RCR
652	35224 41212	   	155.00	DCR|3VULN|2DMG|1DUR	15LIT|2DUR|3CGEN|45DMG|5BPWR|6LEGI|78aVULN|9RCR
653	63151 22632	   	154.98	ACR|2DMG|1AART|1VULN|1DUR	1BELT|2RCR|3DUR|4RMIN|5BEXP|6VULN|7DMSP|89DMG|aAART
654	63151 23632	   	154.98	ACR|2DMG|1AART|1VULN|1DUR	1BELT|2RCR|3DUR|4RMIN|5BEXP|6VULN|7RCVC|89DMG|aAART
655	63261 22351	 * 	154.98	ACR|2DMG|2AART|2ASPD	1BELT|2RCR|345aLHND|6aASPD|79AART|8aDMG|aBPWR
656	43247 43812	   	154.97	DCR|3VULN|1AART|1CDMG	15LWND|2LEGI|3MBVNT|457VULN|5BPWR|6RCR|8CDMG|9AART|aLHND
657	43247 43814	   	154.97	DCR|3VULN|1AART|1CDMG	15LWND|2LEGI|3MBVNT|457VULN|5BPWR|6RCR|8CDMG|9AART|aFEWX
658	63632 11326	   	154.93	ACR|2VULN|1AART|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|5FEWX|6AART|7aVULN|8ERES|9BEXP
659	63632 11336	   	154.93	ACR|2VULN|1AART|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|59FEWX|6AART|7aVULN|8ERES
660	63632 11411	   	154.93	ACR|2VULN|1AART|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|5FEWX|6AART|78VULN|9MLV|aDUST
661	63632 11431	   	154.93	ACR|2VULN|1AART|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|5FEWX|6AART|78VULN|9DUST|aMLV
662	63632 11432	   	154.93	ACR|2VULN|1AART|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|5FEWX|6AART|78VULN|9DUST|aRCVC
663	63633 11412	   	154.93	ACR|2VULN|1AART|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|5DUST|6AART|78VULN|9MLV|aRPLT
664	45241 12383	   	154.92	ACR|2DMG|1VULN|2DUR|1ZMB|1ASPD	1LWND|2RCR|3MBVNT|4VULN|56DUR|79DMG|8ASPD|aZMB
665	63333 13212	   	154.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1BELT|2RCR|3ERES|4CGEN|5CDMG|6ZMB|7TLV|8DMG|9VULN|aAART
666	45247 44111	   	154.89	ACR|3VULN|1AART|1ZMB|1SELL	15LWND|2RCR|3MBVNT|45aVULN|5BPWR|6ZMB|7SELL|8ERES|9AART
667	45247 24411	   	154.89	ACR|3VULN|1AART|1ZMB|1SELL	15LWND|2RCR|3MBVNT|45aVULN|5BPWR|6TLV|7SELL|8ZMB|9AART
668	63163 33212	   	154.88	ACR|2VULN|1AART|2CDMG|1DUR	1BELT|2RCR|3DUR|4LHND|58CDMG|6CGEN|79VULN|aAART
669	63163 53212	   	154.88	ACR|2VULN|1AART|2CDMG|1DUR	1BELT|2RCR|3DUR|4LHND|58CDMG|6MLV|79VULN|aAART
670	45247 31142	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	15LWND|2RCR|3MBVNT|45VULN|5BPWR|6LHND|7DUR|8ERES|9DMG|aAART
671	63132 53212	   	154.88	ACR|2VULN|1AART|2CDMG|1DUR	1BELT|2RCR|3DUR|49VULN|5LWND|6CGEN|78CDMG|aAART
672	63161 53212	   	154.88	ACR|2VULN|1AART|2CDMG|1DUR	1BELT|2RCR|3DUR|4LHND|59VULN|6CGEN|78CDMG|aAART
673	63626 13212	   	154.88	ACR|2VULN|1AART|2CDMG|1DUR	1BELT|2RCR|38CDMG|4MLV|5LHND|6DUR|79VULN|aAART
674	63233 52363	   	154.88	ACR|2VULN|2AART|1CDMG	1BELT|2RCR|3LHND|4aVULN|5LIT|6MLV|79AART|8CDMG
675	43225 43811	   	154.87	DCR|3VULN|1AART|1CDMG	14LWND|2LEGI|3MBVNT|57aVULN|6RCR|8CDMG|9AART
676	63632 11623	 * 	154.85	ACR|1AART|1VULN|2ZMB|1CDMG|1FLTHEA	1BELT|2RCR|3CDMG|4aZMB|5FEWX|6AART|7VULN|8FLTHEA|9BASICY
677	45254 13411	   	154.83	ACR|2VULN|1AART|1CDMG|1ZMB	17LWND|2RCR|3MBVNT|4ERES|5ZMB|6AART|8CDMG|9aVULN
678	63632 11433	   	154.83	ACR|2VULN|1AART|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|5FEWX|6AART|78VULN|9DUST|aERES
679	63633 11326	   	154.83	ACR|2VULN|1AART|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|5DUST|6AART|7aVULN|8ERES|9FEWX
680	63633 11336	   	154.83	ACR|2VULN|1AART|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|5DUST|6AART|7aVULN|8ERES|9BEXP
681	63633 11411	   	154.83	ACR|2VULN|1AART|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|5aDUST|6AART|78VULN|9MLV
682	63633 11413	   	154.83	ACR|2VULN|1AART|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|5DUST|6AART|78VULN|9MLV|aNUKE
683	63633 11431	   	154.83	ACR|2VULN|1AART|1CDMG|1ZMB	1BELT|2RCR|3CDMG|4ZMB|59DUST|6AART|78VULN|aLIT
684	63633 11433	   	154.83	ACR|2VULN|1AART|1CDMG|1ZMB	1aBELT|2RCR|3CDMG|4ZMB|59DUST|6AART|78VULN
685	45122 15313	   	154.82	ACR|1AART|1VULN|1CDMG|2DUR|1ZMB|1ASPD	1LWND|2RCR|3CGEN|46DUR|5CDMG|7VULN|8ASPD|9AART|aZMB
686	23213 65151	   	154.80	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MGNSTR|2DUST|3DUR|4ASPD|5RMIN|6aVULN|7DMG|8RCR|9AART
687	45248 14411	   	154.79	ACR|3VULN|1AART|1ZMB|1SELL	1LWND|2RCR|3MBVNT|46aVULN|5TLV|7SELL|8ZMB|9AART
688	21361 64322	   	154.79	DCR|3VULN|1AART|2DUR|1ASPD	19MGNSTR|2CGEN|3AART|49DUR|5LWND|6ASPD|789VULN|9BPWR|aRCR
689	45243 63314	   	154.78	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2RCR|3MBVNT|48VULN|5DUST|6RPLT|7ASPD|9DMG|aAART
690	63616 13212	   	154.78	ACR|2VULN|1AART|2CDMG|1DUR	1BELT|2RCR|38CDMG|4TLV|5LHND|6DUR|79VULN|aAART
691	63233 12363	   	154.78	ACR|2VULN|2AART|1CDMG	1BELT|2RCR|3LHND|4aVULN|5LIT|6TLV|79AART|8CDMG
692	22133 26632	   	154.77	DCR|2VULN|1AART|2ZMB|1CDMG	1MGNSTR|23ZMB|4aVULN|5LWND|6RCR|7CDMG|8AART|9ERES
693	63154 22312	   	154.76	ACR|2VULN|2DMG|2DUR	1BELT|2RCR|36DUR|47RMIN|56DMG|6BPWR|8aVULN|9CGEN
694	63154 23312	   	154.76	ACR|2VULN|2DMG|2DUR	1BELT|2RCR|36DUR|4RMIN|56DMG|6BPWR|7RCVC|8aVULN|9CGEN
695	63155 21221	   	154.76	ACR|2AART|2DMG|2DUR	16BELT|2RCR|3aDUR|49RMIN|57AART|8aDMG|aBPWR
696	45254 11411	   	154.73	ACR|2VULN|1AART|1CDMG|1ZMB	1LWND|2RCR|3MBVNT|47ERES|5ZMB|6AART|8CDMG|9aVULN
697	23225 25151	   	154.70	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MGNSTR|2DUST|3DUR|4DMG|5aVULN|6ERES|7ASPD|8RCR|9AART
698	21362 64322	   	154.69	DCR|3VULN|1AART|2DUR|1ASPD	19MGNSTR|2CGEN|3AART|49DUR|5DUST|6ASPD|789VULN|9BPWR|aRCR
699	63131 34633	   	154.67	ACR|3VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45aVULN|6FLTHEA|7BEXP|8CDMG|9LHND
700	63314 24211	   	154.66	ACR|2VULN|2DMG|2DUR	1BELT|2RCR|3ERES|46DUR|56DMG|6BPWR|7RPLT|8RMIN|9aVULN
701	22533 26151	   	154.66	DCR|3VULN|1AART|1ZMB|1DUR	15MGNSTR|2ZMB|3DUR|45aVULN|5BPWR|6FEWX|7BEXP|8RCR|9AART
702	63233 63241	   	154.64	ACR|3VULN|1AART|1ZMB	1BELT|2RCR|3LHND|489VULN|5LIT|6ZMB|7RMIN|aAART
703	45323 43332	   	154.60	ACR|4VULN|1DMG	13LWND|2RCR|459aVULN|6DMG|7FEWX|8BELT
704	63131 32365	   	154.57	ACR|3VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|459VULN|6FLTHEA|7FEWX|8TLV|aCDMG
705	63231 35335	   	154.57	ACR|3VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3LHND|458VULN|6FLTHEA|7TLV|9DUR|aCDMG
706	25324 11131	   	154.57	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1MGNSTR|24MLV|3AART|5VULN|6DUR|7CDMG|8RCR|9DMG|aASPD
707	45122 33114	   	154.56	ACR|2VULN|1AART|1CDMG|2DUR	17LWND|2RCR|37CGEN|4aDUR|5CDMG|67VULN|7BPWR|8ERES|9AART
708	22236 26151	   	154.56	DCR|3VULN|1AART|1ZMB|1DUR	1MGNSTR|2ZMB|34aVULN|5DUR|6FEWX|7BEXP|8RCR|9AART
709	63131 32441	 * 	154.54	ACR|2VULN|1DMG|3DUR|1FLTHEA	1BELT|2RCR|38aDUR|45VULN|6FLTHEA|7FEWX|9DMG
710	45323 21351	   	154.54	ACR|3VULN|1AART|1ZMB	13LWND|2RCR|459VULN|6ZMB|7CGEN|8ERES|aAART
711	45323 24331	   	154.54	ACR|3VULN|1AART|1ZMB	13LWND|2RCR|459VULN|6ZMB|7RMIN|8ERES|aAART
712	22531 32541	 * 	154.50	DCR|3VULN|1CDMG|2DUR|1ZMB	1MGNSTR|2ZMB|38DUR|49aVULN|5LWND|6RCR|7CDMG
713	25363 42311	   	154.49	DCR|2VULN|1AART|1CDMG|1DUR|1ASPD	1MGNSTR|2MLV|3AART|4DUR|5CGEN|68VULN|7RCR|9CDMG|aASPD
714	63131 31376	   	154.47	ACR|3VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|459VULN|6FLTHEA|7MBVNT|8TLV|aCDMG
715	63131 31476	   	154.47	ACR|3VULN|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|459VULN|6FLTHEA|7MBVNT|8ERES|aCDMG
716	22133 24235	   	154.47	DCR|2VULN|2DMG|2ZMB	1MGNSTR|23ZMB|4aVULN|5LWND|6RCR|78DMG|9RPLT
717	22233 24222	   	154.47	DCR|2VULN|2DMG|2ZMB	1MGNSTR|2aZMB|34VULN|5LWND|6RCR|78DMG|9CGEN
718	63314 21613	 * 	154.46	ACR|2DMG|1AART|1CDMG|2DUR	1BELT|2RCR|3ERES|46DUR|56DMG|6BPWR|7MGNSTR|8CDMG|9AART|aBEXP
719	63414 32321	   	154.46	ACR|2VULN|2DMG|2DUR	1BELT|2RCR|3LSRREG|47VULN|5DUST|68DMG|9aDUR
720	32312 21561	   	154.46	DCR|3VULN|1AART|1ZMB|1ASPD	1LIT|2DUST|3RMIN|4ZMB|567VULN|8RCR|9AART|aASPD
721	32312 21562	   	154.46	DCR|3VULN|1AART|1ZMB|1DUR	1LIT|2DUST|3RMIN|4ZMB|567VULN|8RCR|9AART|aDUR
722	63131 31551	   	154.44	ACR|2VULN|1DMG|3DUR|1FLTHEA	1BELT|2RCR|38aDUR|45VULN|6FLTHEA|7MBVNT|9DMG
723	21364 42311	   	154.39	DCR|2VULN|1AART|1CDMG|1DUR|1ASPD	1MGNSTR|2CGEN|3AART|4DUR|5ERES|68VULN|7RCR|9CDMG|aASPD
724	21366 42311	   	154.39	DCR|2VULN|1AART|1CDMG|1DUR|1ASPD	1MGNSTR|2CGEN|3AART|4DUR|58VULN|6ERES|7RCR|9CDMG|aASPD
725	45122 15111	   	154.36	ACR|2VULN|1AART|1CDMG|2DUR	1LWND|2RCR|3CGEN|46DUR|5CDMG|7aVULN|8ERES|9AART
726	63314 21611	   	154.36	ACR|2DMG|1AART|1CDMG|2DUR	1BELT|2RCR|3ERES|46DUR|56DMG|6BPWR|7MGNSTR|8CDMG|9AART|aMBVNT
727	63314 21612	   	154.36	ACR|2DMG|1AART|1CDMG|2DUR	1BELT|2RCR|3aERES|46DUR|56DMG|6BPWR|7MGNSTR|8CDMG|9AART
728	14413 36323	 * 	154.35	DCR|3AART|2DMG|1VULN	1DMSP|2CGEN|36DMG|4BEXP|579AART|8VULN|aRCR
729	26531 32332	 * 	154.32	DCR|2VULN|1DMG|2CDMG|2DUR	1MGNSTR|2DMG|3aDUR|4aVULN|5LWND|6RCR|7aCDMG|8BEXP|9ERES|aBPWR
730	21345 52312	   	154.29	ACR|3VULN|1AART|1CDMG	1MGNSTR|2CGEN|3AART|4LWND|5RCR|68aVULN|7RMIN|9CDMG
731	25335 51312	   	154.29	ACR|3VULN|1AART|1CDMG	1MGNSTR|2MLV|3AART|4BEXP|5RCR|68aVULN|7CGEN|9CDMG
732	63136 16331	   	154.27	ACR|3VULN|1DMG|1DUR|1ASPD	1BELT|2RCR|3DUR|48aVULN|5ERES|6ASPD|7LWND|9DMG
733	63316 16331	   	154.27	ACR|3VULN|1DMG|1DUR|1ASPD	1BELT|2RCR|3ERES|4DUR|58aVULN|6ASPD|7LWND|9DMG
734	63411 32351	   	154.27	ACR|3VULN|1DMG|1DUR|1ASPD	1BELT|2RCR|3LSRREG|478VULN|5LHND|6DMG|9ASPD|aDUR
735	22222 35534	 * 	154.23	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1MGNSTR|2ZMB|3VULN|4DUST|59ASPD|6DUR|7DMG|8RCR|aAART
736	23222 62534	   	154.23	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	1MGNSTR|2DUST|3DUR|4DMG|59ASPD|6VULN|7ZMB|8RCR|aAART
737	23225 32332	 * 	154.22	DCR|2DMG|1VULN|2CDMG|2DUR	1MGNSTR|2DUST|3aDUR|4aDMG|5VULN|6RCR|7aCDMG|8FEWX|9ERES|aBPWR
738	23225 32622	   	154.22	DCR|2DMG|1VULN|2CDMG|2DUR	1MGNSTR|2DUST|3aDUR|4aDMG|5VULN|6RCR|7aCDMG|8ERES|9LHND|aBPWR
739	23225 32652	   	154.22	DCR|2DMG|1VULN|2CDMG|2DUR	1MGNSTR|2DUST|3aDUR|4aDMG|5VULN|6RCR|7aCDMG|8ERES|9FEWX|aBPWR
740	45123 32433	   	154.22	ACR|2VULN|1AART|2DUR|1ZMB	1LWND|2RCR|3CGEN|46DUR|5AART|7aVULN|8ZMB|9RMIN
741	63131 11244	 * 	154.20	ACR|5VULN|1DUR	1BELT|2RCR|3DUR|4589aVULN|6LIT|7DUST
742	25335 43312	   	154.19	ACR|3VULN|1AART|1CDMG	1MGNSTR|2MLV|3AART|4BEXP|5RCR|6ERES|78aVULN|9CDMG
743	25335 52312	   	154.19	ACR|3VULN|1AART|1CDMG	1MGNSTR|2MLV|3AART|4BEXP|5RCR|68aVULN|7ERES|9CDMG
744	32121 16252	   	154.19	ACR|3VULN|1AART|1CDMG	1LIT|2DUST|3FEWX|4RCR|5BELT|69aVULN|7AART|8CDMG
745	63422 12352	   	154.17	ACR|3VULN|1DMG|1DUR|1ASPD	1BELT|2RCR|3LSRREG|4DUR|5TLV|678VULN|9ASPD|aDMG
746	21513 23421	   	154.16	DCR|4VULN|1AART|1DUR	15MGNSTR|2CGEN|3DUR|4589VULN|5BPWR|6FEWX|7AART|aRCR
747	63231 23425	   	154.15	ACR|3VULN|1DMG|1CDMG	1BELT|2RCR|3LHND|458VULN|6LWND|7CDMG|9BEXP|aDMG
748	63531 23422	   	154.15	ACR|3VULN|1DMG|1CDMG	1BELT|2RCR|39BEXP|458VULN|6LWND|7CDMG|aDMG
749	45323 26123	   	154.06	ACR|2VULN|1AART|1ZMB|1DUR|1ASPD	13LWND|2RCR|45VULN|6ZMB|7BEXP|8AART|9ASPD|aDUR
750	63231 23415	   	154.05	ACR|3VULN|1DMG|1CDMG	1BELT|2RCR|3LHND|458VULN|6LWND|7CDMG|9DUST|aDMG
751	45223 32435	   	153.95	ACR|1AART|1DMG|1VULN|1CDMG|1DUR	14LWND|2RCR|3MBVNT|5AART|6DMG|7VULN|8DUR|9CGEN|aCDMG
752	45123 42312	   	153.95	ACR|1AART|1DMG|1VULN|1CDMG|1DUR	1LWND|2RCR|3CGEN|4DUR|5AART|6LIT|7NUKE|8VULN|9CDMG|aDMG
753	25324 11151	   	153.94	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1MGNSTR|24MLV|3AART|5VULN|6DUR|79CDMG|8RCR|aDMG
754	35222 21552	   	153.92	DCR|4VULN|1DMG|1DUR	1LIT|2DUR|3CGEN|4DMG|567aVULN|8RCR|9BEXP
755	35322 21512	   	153.92	DCR|4VULN|1DMG|1DUR	1LIT|2DUR|39RMIN|4DMG|567aVULN|8RCR
756	35322 21552	   	153.92	DCR|4VULN|1DMG|1DUR	1LIT|2DUR|3RMIN|4DMG|567aVULN|8RCR|9BEXP
757	63131 33125	 * 	153.87	ACR|2VULN|2ZMB|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|78ZMB|9LHND|aCDMG
758	63131 33355	   	153.87	ACR|2VULN|2ZMB|1CDMG|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|79ZMB|8FEWX|aCDMG
759	21361 42351	   	153.86	DCR|2VULN|1AART|1DMG|1DUR	1MGNSTR|2CGEN|3AART|4DUR|5LWND|6ERES|7RCR|8aVULN|9DMG
760	21362 32461	   	153.86	DCR|2VULN|1AART|1DMG|1DUR	1MGNSTR|2CGEN|3AART|4DUR|5DUST|6aVULN|7RCR|8RMIN|9DMG
761	45223 32415	   	153.85	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	14LWND|2RCR|3MBVNT|5AART|6DMG|7VULN|8DUR|9ERES|aCDMG
762	45223 32425	   	153.85	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	14LWND|2RCR|3MBVNT|5AART|6DMG|7VULN|8DUR|9TLV|aCDMG
763	23125 32542	   	153.84	DCR|2AART|1VULN|1DMG|1CDMG	1MGNSTR|2DUST|3LHND|4DMG|5VULN|6RCR|7CDMG|89AART|aMLV
764	23125 32543	   	153.84	DCR|2AART|1VULN|1DMG|1CDMG	1MGNSTR|2DUST|3LHND|4DMG|5VULN|6RCR|7CDMG|89AART|aLWND
765	45323 23163	   	153.83	ACR|2VULN|1AART|1CDMG|1ZMB	13LWND|2RCR|45VULN|6ZMB|7FEWX|8AART|9MLV|aCDMG
766	45323 26133	   	153.83	ACR|2VULN|1AART|1CDMG|1ZMB	139LWND|2RCR|45VULN|6ZMB|7BEXP|8AART|aCDMG
767	35222 21522	   	153.82	DCR|4VULN|1DMG|1DUR	1LIT|2DUR|3CGEN|4DMG|567aVULN|8RCR|9MBVNT
768	35222 21532	   	153.82	DCR|4VULN|1DMG|1DUR	1LIT|2DUR|3CGEN|4DMG|567aVULN|8RCR|9LEGI
769	35222 21542	   	153.82	DCR|4VULN|1DMG|1DUR	1LIT|2DUR|3CGEN|4DMG|567aVULN|8RCR|9DUST
770	35322 21532	   	153.82	DCR|4VULN|1DMG|1DUR	1LIT|2DUR|3RMIN|4DMG|567aVULN|8RCR|9DUST
771	21343 51132	   	153.77	DCR|3VULN|1AART|1CDMG	1MGNSTR|2CGEN|3AART|4LWND|56aVULN|7CDMG|8RCR|9ERES
772	25336 51132	   	153.77	DCR|3VULN|1AART|1CDMG	1MGNSTR|2MLV|3AART|4BEXP|56aVULN|7CDMG|8RCR|9ERES
773	63131 23332	   	153.76	ACR|2VULN|1AART|1CDMG|2DUR	1BELT|2RCR|39DUR|45VULN|6LWND|7CDMG|8ERES|aAART
774	63131 33112	 * 	153.76	ACR|2VULN|3ZMB|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|789ZMB|aFEWX
775	63131 33114	   	153.76	ACR|2VULN|3ZMB|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|789ZMB|aBEXP
776	63131 33115	   	153.76	ACR|2VULN|3ZMB|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|789ZMB|aMLV
777	63131 33116	   	153.76	ACR|2VULN|3ZMB|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|789ZMB|aLWND
778	22245 61111	   	153.74	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1MGNSTR|25ZMB|3VULN|49LHND|6AART|7CDMG|8RCR|aDMG
779	22245 61123	   	153.74	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1MGNSTR|25ZMB|3VULN|4LHND|6AART|7CDMG|8RCR|9DMG|aLIT
780	35422 21522	   	153.72	DCR|4VULN|1DMG|1DUR	1LIT|2DUR|3ERES|4DMG|567aVULN|8RCR|9MBVNT
781	35422 21532	   	153.72	DCR|4VULN|1DMG|1DUR	1LIT|2DUR|3ERES|4DMG|567aVULN|8RCR|9LEGI
782	35613 21522	   	153.72	DCR|4VULN|1DMG|1DUR	1LIT|2DUR|347aVULN|5ERES|6DMG|8RCR|9MBVNT
783	35613 21532	   	153.72	DCR|4VULN|1DMG|1DUR	1LIT|2DUR|347aVULN|5ERES|6DMG|8RCR|9LEGI
784	31222 26151	   	153.68	DCR|3VULN|1AART|1DMG	1LIT|2LHND|3CGEN|4DMG|568VULN|7MGNLIT|9RCR|aAART
785	36222 26151	   	153.68	DCR|3VULN|1AART|1DMG	1LIT|2LWND|3CGEN|4DMG|568VULN|7MGNLIT|9RCR|aAART
786	63131 31564	   	153.66	ACR|2VULN|1AART|1FLTHEA|2DUR	1BELT|2RCR|38DUR|45VULN|6FLTHEA|7MBVNT|9LEGI|aAART
787	63131 33111	   	153.66	ACR|2VULN|3ZMB|1FLTHEA|1DUR	1BELT|2RCR|3DUR|45VULN|6FLTHEA|789ZMB|aLSRREG
788	35122 22353	   	153.64	ACR|3VULN|1DMG|1ZMB|1DUR	1LIT|2DUR|3FEWX|4RCR|58aVULN|6DMG|7ZMB|9BEXP
789	35122 22362	   	153.64	ACR|3VULN|1DMG|1ZMB|1DUR	19LIT|2DUR|3FEWX|4RCR|58aVULN|6DMG|7ZMB
790	22333 12165	 * 	153.63	DCR|3VULN|3ZMB|2DUR	19MGNSTR|259ZMB|3LEGI|45aVULN|59BPWR|6LWND|79DUR|8RCR
791	22233 24433	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1MGNSTR|2ZMB|34VULN|5LWND|6RCR|7DMG|8BEXP|9CDMG|aASPD
792	22241 32561	   	153.61	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1MGNSTR|2ZMB|3VULN|4LHND|5LWND|6RCR|7CDMG|8DUR|9aDMG
793	22531 31661	   	153.61	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1MGNSTR|2ZMB|3DUR|4VULN|5LWND|6RCR|7BEXP|8CDMG|9aDMG
794	22531 32361	   	153.61	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1MGNSTR|2ZMB|3DUR|4VULN|5LWND|6RCR|7CDMG|8BEXP|9aDMG
795	63131 41116	   	153.61	ACR|4VULN|2DUR|1ASPD	1BELT|2RCR|39DUR|4579VULN|689ERES|9BPWR|aASPD
796	63136 21116	   	153.61	ACR|4VULN|2DUR|1ASPD	1BELT|2RCR|39DUR|4679VULN|589ERES|9BPWR|aASPD
797	63316 21116	   	153.61	ACR|4VULN|2DUR|1ASPD	1BELT|2RCR|389ERES|49DUR|5679VULN|9BPWR|aASPD
798	26521 31213	   	153.59	DCR|2VULN|2DMG|1DUR|1ASPD	1MGNSTR|29DMG|3DUR|4DUST|59LWND|6RCR|7BEXP|89VULN|9BPWR|aASPD
799	26525 31113	   	153.59	DCR|2VULN|2DMG|1DUR|1ASPD	1MGNSTR|29DMG|3DUR|4DUST|59VULN|6RCR|7BEXP|89LHND|9BPWR|aASPD
800	35122 22311	   	153.54	ACR|3VULN|1DMG|1ZMB|1DUR	1LIT|2DUR|3FEWX|4RCR|58aVULN|6DMG|7ZMB|9ERES
801	22331 32561	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1MGNSTR|2ZMB|3LEGI|4VULN|5LWND|6RCR|7CDMG|8DUR|9aDMG
802	22531 32155	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MGNSTR|2ZMB|3DUR|4aVULN|5LWND|6RCR|7CDMG|8AIRHEL|9DMG
803	23156 31313	   	153.49	DCR|2VULN|2DMG|1DUR|1ASPD	1MGNSTR|29DUST|3LHND|4DUR|59DMG|6RCR|7BEXP|89VULN|9BPWR|aASPD
804	23236 31213	   	153.49	DCR|2VULN|2DMG|1DUR|1ASPD	1MGNSTR|29DUST|3DUR|4LWND|59DMG|6RCR|7BEXP|89VULN|9BPWR|aASPD
805	23656 31213	   	153.49	DCR|2VULN|2DMG|1DUR|1ASPD	1MGNSTR|29DUST|3LWND|4DUR|59DMG|6RCR|7BEXP|89VULN|9BPWR|aASPD
806	45123 22433	   	153.47	ACR|3VULN|1AART|1DUR	1LWND|2RCR|39CGEN|4DUR|5AART|6DUST|78aVULN
807	35222 21516	   	153.47	DCR|3VULN|1DMG|1CDMG|1DUR	1LIT|2DUR|3CGEN|4DMG|567VULN|8RCR|9RMIN|aCDMG
808	35322 21526	   	153.47	DCR|3VULN|1DMG|1CDMG|1DUR	1LIT|2DUR|3RMIN|4DMG|567VULN|8RCR|9MLV|aCDMG
809	12233 26614	   	153.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2BASICY|3ZMB|4VULN|5LWND|6RCR|7CDMG|8AART|9LHND|aDMG
810	62523 22233	   	153.38	DCR|2DMG|1AART|1VULN|1CDMG	1BELT|2DUST|3aDMG|4BEXP|5LHND|6VULN|7AART|8CDMG|9RCR
811	26531 32232	   	153.37	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1MGNSTR|2DMG|3DUR|49VULN|5LWND|6RCR|7CDMG|8SELL|aZMB
812	63235 43331	   	153.35	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1BELT|2RCR|3LHND|4VULN|5FEWX|6AART|7DUR|8DUST|9DMG|aCDMG
813	63132 41523	   	153.35	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	1BELT|2RCR|3DUR|4VULN|5LWND|6AART|7CGEN|8TLV|9CDMG|aDMG
814	63411 32143	   	153.33	ACR|2VULN|2DMG|1ZMB	1BELT|2RCR|3LSRREG|47VULN|5LHND|69DMG|8ZMB|aLWND
815	63441 33311	   	153.33	ACR|2VULN|2DMG|1ZMB	1BELT|2RCR|3aLSRREG|4MLV|5aDMG|6LWND|7ZMB|8aVULN|9LEGI|aBPWR
