0	Index      	 *	Score 	Summary	Detail	
1	45263 32331	 * 	186.92	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	1AART|2RMIN|39DMG|4RCR|59VULN|6BEXP|7FEWX|89ASPD|9BPWR|aDUR
675	41135 21341	   	158.98	DCR|3VULN|1AART|1DMG	1AART|234VULN|5DMG|6BELT|7BEXP|8CGEN|9RCR|aTLV
676	41135 21343	   	158.98	DCR|3VULN|1AART|1DMG	1AART|234VULN|5DMG|6BELT|7BEXP|8CGEN|9RCR|aLSRHEA
677	41135 22341	   	158.98	DCR|3VULN|1AART|1DMG	1AART|234VULN|5DMG|6BELT|7FEWX|8CGEN|9RCR|aTLV
678	41135 22343	   	158.98	DCR|3VULN|1AART|1DMG	1AART|234VULN|5DMG|6BELT|7FEWX|8CGEN|9RCR|aLSRHEA
679	41131 12634	   	158.97	DCR|3VULN|2AART|1ZMB	18AART|234VULN|5RPLT|6ZMB|7TLV|9CGEN|aRCR
680	41213 33426	 * 	158.89	DCR|3AART|2VULN|1ZMB	17aAART|28VULN|3BELT|4ZMB|5BEXP|6RCR|9RCVC
681	16222 51141	   	158.88	DCR|3VULN|1DMG|2ZMB|1ASPD	1RCVC|279VULN|39FEWX|4ASPD|5DMG|69ZMB|8RCR|9BPWR|aCGEN
682	16322 51141	   	158.88	DCR|3VULN|1DMG|2ZMB|1ASPD	1RCVC|279VULN|39LHND|4ASPD|5DMG|69ZMB|8RCR|9BPWR|aCGEN
683	42122 63241	   	158.87	DCR|2VULN|1AART|1DMG|1DUR	1AART|2DUR|38VULN|4FEWX|5DMSP|6RCR|7LIT|9DMG|aRCVC
684	36322 51151	   	158.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|27VULN|3LHND|4ASPD|5DMG|6ZMB|8RCR|9AART|aERES
685	36322 51152	   	158.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|27VULN|3LHND|4ASPD|5DMG|6ZMB|8RCR|9AART|aDUST
686	41216 35222	   	158.82	DCR|3VULN|1AART|1ZMB	1AART|27aVULN|3BELT|4ZMB|5FEWX|6RCR|8BEXP|9RCVC
687	41213 35421	   	158.82	DCR|3VULN|1AART|1ZMB	1AART|278VULN|3BELT|4ZMB|5aBEXP|6RCR|9RCVC
688	41213 35422	   	158.82	DCR|3VULN|1AART|1ZMB	1AART|278VULN|3BELT|4ZMB|5BEXP|6RCR|9RCVC|aFEWX
689	46112 34231	   	158.82	DCR|2VULN|1AART|1CDMG|1ZMB	1AART|2RCVC|3ERES|48VULN|5aBELT|6RCR|7CDMG|9ZMB
690	46112 34233	   	158.82	DCR|2VULN|1AART|1CDMG|1ZMB	1AART|2RCVC|3ERES|48VULN|5BELT|6RCR|7CDMG|9ZMB|aMGNLIT
691	13424 31153	   	158.79	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1RCVC|2CDMG|3DMG|4SELL|5LHND|6ZMB|7VULN|8RCR|9AART|aDUR
692	16222 51142	   	158.78	DCR|3VULN|1DMG|2ZMB|1ASPD	1RCVC|279VULN|39FEWX|4ASPD|5DMG|69ZMB|8RCR|9BPWR|aDUST
693	16322 51142	   	158.78	DCR|3VULN|1DMG|2ZMB|1ASPD	1RCVC|279VULN|39LHND|4ASPD|5DMG|69ZMB|8RCR|9BPWR|aDUST
694	13423 11135	   	158.73	DCR|2VULN|2DMG|2CDMG|1SELL	1RCVC|2aCDMG|3aDMG|4SELL|5MLV|6BEXP|7aVULN|8RCR|9RPLT|aBPWR
695	41213 35122	   	158.72	DCR|3VULN|1AART|1ZMB	1AART|27aVULN|3BELT|4ZMB|5BEXP|6RCR|8DUST|9RCVC
696	41216 35122	   	158.72	DCR|3VULN|1AART|1ZMB	1AART|27aVULN|3BELT|4ZMB|5FEWX|6RCR|8DUST|9RCVC
697	41213 35423	   	158.72	DCR|3VULN|1AART|1ZMB	1AART|278VULN|3BELT|4ZMB|5BEXP|6RCR|9RCVC|aERES
698	13611 11271	   	158.72	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|2RCVC	15RCVC|23CDMG|4ASPD|6MBVNT|7RCR|8VULN|9DMG|aAART
699	16422 11271	   	158.72	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|2RCVC	16RCVC|2VULN|3MBVNT|48ASPD|5DMG|7RCR|9CDMG|aAART
700	51235 32143	   	158.68	DCR|3VULN|1AART|2CDMG	18CGEN|268VULN|3MLV|49CDMG|568LWND|68BPWR|7RCR|aAART
701	16232 61533	   	158.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	18RCVC|2VULN|3FEWX|4CDMG|5ZMB|6RCR|7LWND|9AART|aDMG
702	16232 63533	   	158.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	18RCVC|2VULN|3FEWX|4CDMG|5ZMB|6RCR|7LHND|9AART|aDMG
703	16332 61533	   	158.67	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB	18RCVC|2VULN|3LHND|4CDMG|5ZMB|6RCR|7LWND|9AART|aDMG
704	41115 63133	   	158.65	DCR|3VULN|1AART|2DUR	1AART|239VULN|4FEWX|59DUR|6RCR|79aLIT|8RPLT|9BPWR
705	13422 11135	   	158.63	DCR|2VULN|2DMG|2CDMG|1SELL	1RCVC|2aCDMG|3aDMG|4SELL|5TLV|6BEXP|7aVULN|8RCR|9RPLT|aBPWR
706	13423 31135	   	158.63	DCR|2VULN|2DMG|2CDMG|1SELL	1RCVC|2aCDMG|3aDMG|4SELL|5MLV|6DUST|7aVULN|8RCR|9RPLT|aBPWR
707	13425 21135	   	158.63	DCR|2VULN|2DMG|2CDMG|1SELL	1RCVC|2aCDMG|3aDMG|4SELL|5BEXP|6ERES|7aVULN|8RCR|9RPLT|aBPWR
708	13426 11135	   	158.63	DCR|2VULN|2DMG|2CDMG|1SELL	1RCVC|2aCDMG|3aDMG|4SELL|5ERES|6BEXP|7aVULN|8RCR|9RPLT|aBPWR
709	51336 22123	   	158.61	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	1CGEN|2VULN|3ZMB|45CDMG|6RCVC|7RCR|8DLOT|9DMG|aAART
710	22353 23344	 * 	158.58	ACR|3DMG|1VULN|1CDMG|1DUR	1LHND|2CGEN|3RCR|49aDMG|5DUR|6VULN|7CDMG|8CANHEL
711	41115 63131	   	158.55	DCR|3VULN|1AART|2DUR	1AART|239VULN|4FEWX|59DUR|6RCR|79LIT|8RPLT|9BPWR|aDUST
712	41115 63132	   	158.55	DCR|3VULN|1AART|2DUR	1AART|239VULN|4FEWX|59DUR|6RCR|79LIT|8RPLT|9BPWR|aAIRHEA
713	13422 31135	   	158.53	DCR|2VULN|2DMG|2CDMG|1SELL	1RCVC|2aCDMG|3aDMG|4SELL|5TLV|6DUST|7aVULN|8RCR|9RPLT|aBPWR
714	13426 31135	   	158.53	DCR|2VULN|2DMG|2CDMG|1SELL	1RCVC|2aCDMG|3aDMG|4SELL|5ERES|6DUST|7aVULN|8RCR|9RPLT|aBPWR
715	13634 22361	   	158.52	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|2RCVC	16RCVC|23CDMG|4BEXP|5VULN|7RCR|8ASPD|9DMG|aAART
716	16236 22361	   	158.52	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|2RCVC	16RCVC|2VULN|3FEWX|45CDMG|7RCR|8ASPD|9DMG|aAART
717	41131 32524	   	158.48	DCR|3VULN|1AART|1DMG	1AART|234VULN|5RPLT|6RMIN|7TLV|8RCVC|9DMG|aRCR
718	41334 33432	   	158.45	DCR|3VULN|1AART|2DUR	1AART|28aVULN|3RMIN|4BELT|57DUR|6RCR|9FEWX
719	42122 61432	   	158.45	DCR|3VULN|1AART|2DUR	1AART|28DUR|39aVULN|4FEWX|5DMSP|6RCR|7LHND
720	42123 62153	   	158.45	DCR|3VULN|1AART|2DUR	1AART|2aDUR|359VULN|47FEWX|6RCR|8MLV
721	42133 61422	   	158.45	DCR|3VULN|1AART|2DUR	1AART|28DUR|35aVULN|49BEXP|6RCR|7LHND
722	42133 62422	   	158.45	DCR|3VULN|1AART|2DUR	1AART|28DUR|35aVULN|49BEXP|6RCR|7FEWX
723	42133 63513	   	158.45	DCR|3VULN|1AART|2DUR	1AART|2aDUR|358VULN|49BEXP|6RCR|7MLV
724	42133 63533	   	158.45	DCR|3VULN|1AART|2DUR	1AART|2aDUR|358VULN|4BEXP|6RCR|79MLV
725	13624 22361	   	158.42	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|2RCVC	16RCVC|23CDMG|4DUST|5VULN|7RCR|8ASPD|9DMG|aAART
726	32438 24338	   	158.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2DUR|3MBVNT|4CDMG|5VULN|6DUST|78DMG|9RCR|aAART
727	36431 34338	   	158.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2VULN|3MBVNT|4CDMG|5DUST|6DUR|78DMG|9RCR|aAART
728	36434 24338	   	158.41	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1DMSP|2VULN|3MBVNT|4CDMG|5DUR|6DUST|78DMG|9RCR|aAART
729	13325 26211	   	158.40	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2CDMG|3LSRREG|4FEWX|5RCR|6MGNLIT|79VULN|8DMG|aAART
730	21221 11565	   	158.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|2DUR|35LIT|46DMG|7VULN|8RCR|9ZMB|aAART
731	41334 33412	   	158.35	DCR|3VULN|1AART|2DUR	1AART|28aVULN|3RMIN|4BELT|57DUR|6RCR|9DUST
732	42123 61431	   	158.35	DCR|3VULN|1AART|2DUR	1AART|28DUR|359VULN|4FEWX|6RCR|7LHND|aDUST
733	42123 61433	   	158.35	DCR|3VULN|1AART|2DUR	1AART|28DUR|359VULN|4FEWX|6RCR|7LHND|aERES
734	42133 63521	   	158.35	DCR|3VULN|1AART|2DUR	1AART|2aDUR|358VULN|4BEXP|6RCR|7MLV|9DUST
735	22352 53431	   	158.25	ACR|2VULN|1AART|1DMG|1ZMB	1LHND|2CGEN|3RCR|4DMG|5DUST|6ZMB|7AART|8DLOT|9aVULN
736	51333 12521	   	158.21	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	19CGEN|25VULN|36ZMB|4CDMG|7RCR|8DUR|aAART
737	21364 21324	 * 	158.10	ACR|5VULN|1ZMB|1DUR	1LHND|2DUR|3689aVULN|4FEWX|5RCR|7ZMB
738	61324 21324	   	158.10	ACR|5VULN|1ZMB|1DUR	1FEWX|2DUR|3689aVULN|4LWND|5RCR|7ZMB
739	61334 21324	   	158.10	ACR|5VULN|1ZMB|1DUR	1FEWX|2DUR|3689aVULN|4LHND|5RCR|7ZMB
740	42122 63236	   	158.09	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1AART|2DUR|38VULN|4FEWX|5DMSP|6RCR|7LIT|9CDMG|aASPD
741	42123 61243	   	158.09	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1AART|2DUR|35VULN|4FEWX|6RCR|7LHND|8BEXP|9CDMG|aASPD
742	42123 63335	   	158.09	DCR|2VULN|1AART|1CDMG|1ASPD|1DUR	1AART|2DUR|35VULN|4FEWX|6RCR|7LIT|8CGEN|9CDMG|aASPD
743	42266 24121	   	158.07	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1AART|2DUR|3ASPD|4MBVNT|5DMG|6RPLT|7RCR|8VULN|9CDMG|aCGEN
744	42266 24122	   	158.07	DCR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1AART|2DUR|3ASPD|4MBVNT|5DMG|6RPLT|7RCR|8VULN|9CDMG|aLWND
745	41131 63221	   	158.02	DCR|4VULN|1AART	1AART|234aVULN|5RPLT|6RCVC|7BEXP|8RCR|9LIT
746	51155 21111	   	157.98	DCR|4VULN|1DMG|1ZMB	1aCGEN|2569VULN|3LWND|4DMG|7ZMB|8RCR
747	51155 21113	   	157.98	DCR|4VULN|1DMG|1ZMB	1CGEN|2569VULN|3LWND|4DMG|7ZMB|8RCR|aLHND
748	51155 31111	   	157.98	DCR|4VULN|1DMG|1ZMB	1aCGEN|2579VULN|3LWND|4DMG|6ZMB|8RCR
749	51155 31113	   	157.98	DCR|4VULN|1DMG|1ZMB	1CGEN|2579VULN|3LWND|4DMG|6ZMB|8RCR|aLHND
750	42221 25332	   	157.96	DCR|2VULN|1AART|3DUR|2ASPD	1AART|245DUR|3aASPD|6CGEN|7RCR|8aVULN|9aLWND|aBPWR
751	42221 25342	   	157.96	DCR|2VULN|1AART|3DUR|2ASPD	1AART|245DUR|3aASPD|6CGEN|7RCR|8aVULN|9aFEWX|aBPWR
752	23625 53233	   	157.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	16LHND|2CDMG|3ZMB|4AART|5ERES|7VULN|8RCR|9ASPD|aDMG
753	23625 63233	   	157.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2CDMG|3ZMB|4AART|5ERES|6DMSP|7VULN|8RCR|9ASPD|aDMG
754	16622 23162	   	157.92	DCR|4VULN|1DMG|1DUR	1RCVC|269aVULN|3MLV|4LWND|5DMG|7DUR|8RCR
755	51155 21112	   	157.88	DCR|4VULN|1DMG|1ZMB	1CGEN|2569VULN|3LWND|4DMG|7ZMB|8RCR|aTLV
756	51155 31112	   	157.88	DCR|4VULN|1DMG|1ZMB	1CGEN|2579VULN|3LWND|4DMG|6ZMB|8RCR|aTLV
757	42222 25333	   	157.86	DCR|2VULN|1AART|3DUR|2ASPD	1AART|245DUR|35ASPD|5BPWR|6CGEN|7RCR|8aVULN|9LWND
758	42222 25343	   	157.86	DCR|2VULN|1AART|3DUR|2ASPD	1AART|245DUR|35ASPD|5BPWR|6CGEN|7RCR|8aVULN|9FEWX
759	42222 25353	   	157.86	DCR|2VULN|1AART|3DUR|2ASPD	1AART|245DUR|35ASPD|5BPWR|6aCGEN|7RCR|89VULN
760	51322 21135	   	157.86	DCR|2VULN|2DMG|1ZMB|1ASPD	1aCGEN|2aVULN|3ZMB|4ASPD|5aDMG|6RCVC|7RCR|8RMIN|9RPLT|aBPWR
761	62332 51236	   	157.85	ACR|2VULN|1AART|1DMG|1ZMB	14FEWX|2CGEN|3RCR|5DMG|6ZMB|7aVULN|8AART|9LIT
762	61324 26313	   	157.82	ACR|3VULN|2DMG|1DUR	19FEWX|2DUR|368VULN|4LWND|5RCR|7aDMG
763	51333 12215	   	157.82	DCR|4VULN|2ZMB|1CDMG	1CGEN|258aVULN|36ZMB|4CDMG|7RCR|9LIT
764	61341 62331	   	157.80	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2DUR|3aVULN|48DMG|5CDMG|6BEXP|7RCR|9DMSP
765	21343 51312	   	157.80	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|2DUR|39VULN|48DMG|5LWND|6MLV|7RCR|aCDMG
766	41122 23463	   	157.80	DCR|3VULN|1AART|1ASPD|1DUR	1AART|237VULN|4LHND|5ASPD|6RCVC|8RCR|9FEWX|aDUR
767	41431 15332	   	157.77	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	18AART|2VULN|3ERES|4BELT|5CDMG|6ASPD|7DMG|9RCR|aFEWX
768	42166 32232	   	157.77	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1AART|2DUR|3aVULN|46LIT|5RCR|7ZMB|8LHND|9CDMG
769	42222 25153	   	157.76	DCR|2VULN|1AART|3DUR|2ASPD	1AART|245DUR|35ASPD|5BPWR|6CGEN|7RCR|8DUST|9aVULN
770	42222 25351	   	157.76	DCR|2VULN|1AART|3DUR|2ASPD	1AART|245DUR|35ASPD|5BPWR|6CGEN|7RCR|89VULN|aERES
771	42221 25152	   	157.76	DCR|2VULN|1AART|3DUR|2ASPD	1AART|245DUR|3aASPD|6CGEN|7RCR|8aDUST|9aVULN|aBPWR
772	36662 21113	   	157.76	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1DMSP|269VULN|3MLV|4DUR|5DMG|7ZMB|8RCR|aASPD
773	36662 31113	   	157.76	DCR|3VULN|1DMG|1ZMB|1DUR|1ASPD	1DMSP|279VULN|3MLV|4DUR|5DMG|6ZMB|8RCR|aASPD
774	51155 21131	   	157.76	DCR|3VULN|1DMG|1ZMB|1ASPD|1DUR	1CGEN|256VULN|3LWND|4DMG|7ZMB|8RCR|9ASPD|aDUR
775	51155 31131	   	157.76	DCR|3VULN|1DMG|1ZMB|1ASPD|1DUR	1CGEN|257VULN|3LWND|4DMG|6ZMB|8RCR|9ASPD|aDUR
776	16413 31236	   	157.74	DCR|2VULN|2DMG|2ASPD|2RCVC	14RCVC|2aVULN|3MBVNT|5ERES|6aDMG|7RCR|8aASPD|9RPLT|aBPWR
777	41135 33411	   	157.73	DCR|3VULN|2DMG|1AART|1MSE	1AART|234VULN|59DMG|6MSE|7RCVC|8RCR|aLHND
778	41135 33413	   	157.73	DCR|3VULN|2DMG|1AART|1MSE	1AART|234VULN|59DMG|6MSE|7RCVC|8RCR|aCGEN
779	43223 23635	   	157.70	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1AART|2BEXP|3aASPD|4DUR|5CDMG|6aVULN|7LHND|8aMLV|9RCR|aBPWR
780	21341 12334	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|2DUR|3aVULN|48DMG|5CDMG|6DUST|7RCR|9RPLT
781	21341 12356	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|2DUR|3aVULN|48DMG|5CDMG|6DUST|7RCR|9BELT
782	21341 22326	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|2DUR|3aVULN|48DMG|5CDMG|6FEWX|7RCR|9DUST
783	21341 62326	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|2DUR|3aVULN|48DMG|5CDMG|6BEXP|7RCR|9DUST
784	61341 12334	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2DUR|3aVULN|48DMG|5CDMG|6DUST|7RCR|9RPLT
785	61341 12341	   	157.70	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2DUR|3aVULN|48DMG|5CDMG|6DUST|7RCR|9DMSP
786	41122 55213	   	157.69	DCR|3VULN|1AART|1ASPD|1DUR	1AART|236VULN|4LHND|5ASPD|7RCR|89BEXP|aDUR
787	21341 22561	   	157.67	DCR|3VULN|1DMG|1CDMG|1DUR	18LHND|2DUR|38aVULN|4DMG|5CDMG|68FEWX|7RCR|8BPWR|9RCVC
788	41135 33412	   	157.63	DCR|3VULN|2DMG|1AART|1MSE	1AART|234VULN|59DMG|6MSE|7RCVC|8RCR|aERES
789	41132 33432	   	157.62	DCR|4VULN|1AART	1AART|234aVULN|5CGEN|6BEXP|7RCVC|8RCR|9TLV
790	16232 61331	   	157.62	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2aVULN|3FEWX|4CDMG|5ZMB|6RCR|7LWND|8DMG|9ASPD
791	16232 63331	   	157.62	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2aVULN|3FEWX|4CDMG|5ZMB|6RCR|7LHND|8DMG|9ASPD
792	16332 64331	   	157.62	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2aVULN|3LHND|4CDMG|5ZMB|6RCR|7FEWX|8DMG|9ASPD
793	43223 21635	   	157.60	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1AART|2BEXP|3aASPD|4DUR|5CDMG|6aVULN|7DUST|8aMLV|9RCR|aBPWR
794	21341 12321	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|2DUR|3aVULN|48DMG|5CDMG|69DUST|7RCR
795	61341 12321	   	157.60	DCR|2VULN|2DMG|1CDMG|1DUR	1FEWX|2DUR|3aVULN|48DMG|5CDMG|69DUST|7RCR
796	41122 55111	   	157.59	DCR|3VULN|1AART|1ASPD|1DUR	1AART|236VULN|4LHND|5ASPD|7RCR|8DUST|9BEXP|aDUR
797	41122 55221	   	157.59	DCR|3VULN|1AART|1ASPD|1DUR	1AART|236VULN|4LHND|5ASPD|7RCR|8BEXP|9DUST|aDUR
798	43363 34248	   	157.59	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1AART|2BEXP|3MLV|4MBVNT|5CDMG|6RCR|7CGEN|8DMG|9ZMB|aVULN
799	42222 25312	   	157.59	DCR|1AART|3ASPD|1VULN|3DUR|1ZMB	1AART|245DUR|35aASPD|5BPWR|6CGEN|7RCR|8VULN|9ZMB
800	51336 12241	 * 	157.58	DCR|2VULN|1AART|2CDMG|2ZMB	1CGEN|28VULN|36ZMB|45CDMG|7RCR|9BEXP|aAART
801	42122 63242	   	157.56	DCR|2VULN|1AART|1DMG|1DUR	1AART|2DUR|38VULN|4FEWX|5DMSP|6RCR|7aLIT|9DMG
802	42122 63243	   	157.56	DCR|2VULN|1AART|1DMG|1DUR	1AART|2DUR|38VULN|4FEWX|5DMSP|6RCR|7LIT|9DMG|aBEXP
803	42123 61632	   	157.56	DCR|2VULN|1AART|1DMG|1DUR	1AART|2DUR|35VULN|4aFEWX|6RCR|7LHND|8BELT|9DMG
804	13313 33516	   	157.55	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG	1RCVC|2CDMG|3LSRREG|4LEGI|5VULN|69ZMB|7RCR|8DMG|aAART
805	41132 43432	   	157.52	DCR|4VULN|1AART	1AART|234aVULN|5CGEN|6DUST|7RCVC|8RCR|9TLV
806	16532 61331	   	157.52	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2aVULN|3DUST|4CDMG|5ZMB|6RCR|7LWND|8DMG|9ASPD
807	16532 63331	   	157.52	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2aVULN|3DUST|4CDMG|5ZMB|6RCR|7LHND|8DMG|9ASPD
808	43223 23335	   	157.50	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1AART|2BEXP|3aASPD|4DUR|5CDMG|6aVULN|7LHND|8aERES|9RCR|aBPWR
809	43223 23535	   	157.50	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1AART|2BEXP|3aASPD|4DUR|5CDMG|6aVULN|7LHND|8aTLV|9RCR|aBPWR
810	41634 33222	   	157.49	DCR|2AART|2VULN|1ASPD|1DUR	17AART|2aVULN|3ASPD|4BELT|5DUR|6RCR|8BEXP|9RCVC
811	51336 12231	   	157.48	DCR|2VULN|1AART|2CDMG|2ZMB	1CGEN|28VULN|36ZMB|45CDMG|7RCR|9MBVNT|aAART
812	51336 12261	   	157.48	DCR|2VULN|1AART|2CDMG|2ZMB	1CGEN|28VULN|36ZMB|45CDMG|7RCR|9DUST|aAART
813	41131 63211	   	157.47	DCR|3VULN|1AART|1CDMG	1AART|234VULN|5RPLT|6RCVC|7BEXP|8RCR|9ERES|aCDMG
814	21341 22261	   	157.47	DCR|3VULN|1DMG|1CDMG|1DUR	1LHND|2DUR|38aVULN|4DMG|5CDMG|6FEWX|7RCR|9RCVC
815	21341 62261	   	157.47	DCR|3VULN|1DMG|1CDMG|1DUR	1LHND|2DUR|38aVULN|4DMG|5CDMG|6BEXP|7RCR|9RCVC
816	21341 12561	   	157.47	DCR|3VULN|1DMG|1CDMG|1DUR	18LHND|2DUR|38aVULN|4DMG|5CDMG|68DUST|7RCR|8BPWR|9RCVC
817	51333 12336	   	157.47	DCR|3VULN|2ZMB|2ASPD|1CDMG	19aCGEN|25aVULN|36ZMB|4CDMG|7RCR|8aASPD|aBPWR
818	12332 63562	   	157.46	DCR|1VULN|1DMG|2CDMG|2ZMB|2DUR	18RCVC|27DUR|3LHND|47CDMG|57ZMB|6RCR|7BPWR|9DMG|aVULN
819	41334 35232	   	157.46	DCR|2VULN|1AART|1DMG|1DUR	1AART|27VULN|3RMIN|4BELT|5DUR|6RCR|8BEXP|9AIRHEA|aDMG
820	41336 33333	   	157.46	DCR|2VULN|1AART|1DMG|1DUR	1AART|2aVULN|3RMIN|4BELT|5FEWX|6RCR|7DUR|8ERES|9DMG
821	42123 61631	   	157.46	DCR|2VULN|1AART|1DMG|1DUR	1AART|2DUR|35VULN|4FEWX|6RCR|7LHND|8BELT|9DMG|aERES
822	21362 44133	   	157.46	DCR|2VULN|1AART|1DMG|2DUR	1LHND|2aDUR|38VULN|4FEWX|5BELT|6AART|7RCR|9DMG
823	61322 44133	   	157.46	DCR|2VULN|1AART|1DMG|2DUR	1FEWX|2aDUR|38VULN|4LWND|5BELT|6AART|7RCR|9DMG
824	61332 44133	   	157.46	DCR|2VULN|1AART|1DMG|2DUR	1FEWX|2aDUR|38VULN|4LHND|5BELT|6AART|7RCR|9DMG
825	61432 63123	   	157.43	DCR|1AART|1DMG|2CDMG|2ZMB|2DUR	137FEWX|23DUR|37BPWR|47CDMG|57ZMB|6RCR|8RCVC|9AART|aDMG
826	36222 51113	   	157.43	DCR|3VULN|1DMG|2ASPD|1ZMB	1DMSP|279VULN|3FEWX|4aASPD|5DMG|6ZMB|8RCR
827	36322 51113	   	157.43	DCR|3VULN|1DMG|2ASPD|1ZMB	1DMSP|279VULN|3LHND|4aASPD|5DMG|6ZMB|8RCR
828	51155 21133	   	157.43	DCR|3VULN|1DMG|2ASPD|1ZMB	1CGEN|256VULN|3LWND|4DMG|7ZMB|8RCR|9aASPD
829	51155 31133	   	157.43	DCR|3VULN|1DMG|2ASPD|1ZMB	1CGEN|257VULN|3LWND|4DMG|6ZMB|8RCR|9aASPD
830	33363 33353	   	157.43	DCR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1DMSP|28CDMG|3LSRREG|4DUR|59VULN|6ZMB|7RCR|aDMG
831	51153 13161	   	157.40	DCR|3VULN|2DMG|1DUR	1CGEN|279VULN|3LWND|45DMG|6FEWX|8RCR|aDUR
832	51153 13163	   	157.40	DCR|3VULN|2DMG|1ASPD	1CGEN|279VULN|3LWND|45DMG|6FEWX|8RCR|aASPD
833	51153 23161	   	157.40	DCR|3VULN|2DMG|1DUR	1CGEN|269VULN|3LWND|45DMG|7BEXP|8RCR|aDUR
834	51153 23163	   	157.40	DCR|3VULN|2DMG|1ASPD	1CGEN|269VULN|3LWND|45DMG|7BEXP|8RCR|aASPD
835	21221 11535	   	157.40	DCR|3VULN|2DMG|1DUR	1LHND|2DUR|35LIT|46DMG|79aVULN|8RCR
836	61133 53326	   	157.40	DCR|3DMG|2VULN|1DUR	15FEWX|2DUR|3DUST|456DMG|5BPWR|7LIT|8RCR|9aVULN
837	43223 21435	   	157.40	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1AART|2BEXP|3aASPD|4DUR|5CDMG|6aVULN|7DUST|8aERES|9RCR|aBPWR
838	43223 21535	   	157.40	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	1AART|2BEXP|3aASPD|4DUR|5CDMG|6aVULN|7DUST|8aTLV|9RCR|aBPWR
839	33363 26331	   	157.38	DCR|3VULN|1DMG|2CDMG|1DUR	1DMSP|26CDMG|3LSRREG|4DUR|567VULN|6BPWR|8DMG|9RCR|aFEWX
840	33363 26335	   	157.38	DCR|3VULN|2CDMG|1DMG|1DUR	1DMSP|26CDMG|3LSRREG|4DUR|567VULN|6BPWR|8DMG|9RCR|aLWND
841	33363 26336	   	157.38	DCR|3VULN|1DMG|2CDMG|1DUR	1DMSP|26CDMG|3LSRREG|4DUR|567VULN|6BPWR|8DMG|9RCR|aMLV
842	41122 21436	   	157.37	DCR|3VULN|1AART|2ASPD	1AART|23aVULN|4LHND|57ASPD|6RCVC|8RCR|9TLV
