0	Index      	 *	Score 	Summary	Detail	
1	11245 24333	 * 	179.67	DCR|3VULN|2DMG|1AART	14MLV|24DMG|3RPLT|4BPWR|57aVULN|6RCR|8AART|9TLV
650	34322 21412	   	152.16	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG	1LIT|2CDMG|3VULN|4aASPD|5RCR|6TLV|7AART|8DMG|9LHND
651	41123 24622	   	152.12	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8aDUST|9AART
652	11245 25312	   	152.06	DCR|2DMG|1AART|1VULN|1DUR	14MLV|24DMG|3RPLT|4BPWR|5VULN|6RCR|7DUR|89ERES|aAART
653	34426 31331	   	152.03	DCR|2AART|1VULN|2CDMG|1DUR	1LIT|29CDMG|3DUR|4RCVC|57AART|6RCR|8LWND|aVULN
654	34322 63261	   	151.98	ACR|1AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	1LIT|2CDMG|3VULN|4ASPD|5RCR|6LWND|7DUR|8AART|9RPLT|aDMG
655	42133 61714	   	151.96	DCR|2VULN|1AART|1DMG|1DUR	15VULN|2CGEN|3ERES|4MLV|6RCR|7MBVNT|8DMG|9DUR|aAART
656	11245 24122	   	151.94	DCR|2VULN|2DMG|2DUR	14MLV|24DMG|3RPLT|4BPWR|57VULN|6RCR|8LHND|9aDUR
657	36232 51261	   	151.89	DCR|2AART|1VULN|1DMG|1ZMB	16LIT|2RMIN|38AART|4VULN|5LSRICY|7RCR|9ZMB|aDMG
658	34322 63214	   	151.88	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3VULN|4ASPD|5RCR|6LWND|7DUR|8AART|9ERES|aDMG
659	32416 31113	 * 	151.82	DCR|2AART|1VULN|3DUR|1CDMG	13LIT|23aDUR|3BPWR|4CDMG|57AART|6RCR|8FEWX|9VULN
660	32416 31511	 * 	151.82	DCR|2AART|1DMG|3DUR|1CDMG	13LIT|238DUR|3BPWR|4CDMG|57AART|6RCR|9DMG|aBEXP
661	32416 31512	   	151.82	DCR|2AART|1DMG|3DUR|1CDMG	13LIT|238DUR|3BPWR|4CDMG|57AART|6RCR|9DMG|aFEWX
662	32416 31513	   	151.82	DCR|2AART|1DMG|3DUR|1CDMG	13LIT|238DUR|3BPWR|4CDMG|57AART|6RCR|9DMG|aCGEN
663	32123 42284	 * 	151.81	4VULN|3DMG|3DUR|1CDMG	168LIT|279DUR|389DMG|4689VULN|5MBVNT|689BPWR|aCDMG
664	41123 23312	   	151.72	DCR|3VULN|1AART|1ZMB	158VULN|2ZMB|3ERES|4RPLT|6RCR|7RMIN|9FEWX|aAART
665	41123 23352	   	151.72	DCR|3VULN|1AART|1ZMB	158VULN|2ZMB|3ERES|4RPLT|6RCR|7RMIN|9BEXP|aAART
666	41123 23366	   	151.72	DCR|3VULN|1AART|1ZMB	158VULN|2ZMB|3ERES|4RPLT|6RCR|7RMIN|9CGEN|aAART
667	41123 24235	   	151.72	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8BELT|9LIT|aAART
668	41123 24251	   	151.72	DCR|3VULN|1AART|1ZMB	157VULN|2ZMB|3ERES|4RPLT|6RCR|8BELT|9BEXP|aAART
669	41123 23156	   	151.72	DCR|3VULN|1AART|1ZMB	159VULN|2ZMB|3ERES|4RPLT|6RCR|7RMIN|8CGEN|aAART
670	31316 21351	   	151.67	DCR|3VULN|1AART|2ZMB	18LIT|2BEXP|348VULN|5AART|68ZMB|7RPLT|8BPWR|9RCR|aLHND
671	31316 21353	   	151.67	DCR|3VULN|1AART|2ZMB	18aLIT|2BEXP|348VULN|5AART|68ZMB|7RPLT|8BPWR|9RCR
672	31316 21354	   	151.67	DCR|3VULN|1AART|2ZMB	18LIT|2BEXP|348VULN|5AART|68ZMB|7RPLT|8BPWR|9RCR|aMLV
673	31316 21355	   	151.67	DCR|3VULN|1AART|2ZMB	18LIT|2BEXP|348VULN|5AART|68ZMB|7RPLT|8BPWR|9RCR|aFEWX
674	31316 21356	   	151.67	DCR|3VULN|1AART|2ZMB	18LIT|2BEXP|348VULN|5AART|68ZMB|7RPLT|8BPWR|9RCR|aLWND
675	32123 42377	   	151.58	DCR|2VULN|2DMG|2DUR|1ASPD	16LIT|27DUR|38DMG|46VULN|5MBVNT|6BPWR|9RCR|aASPD
676	31316 21352	   	151.57	DCR|3VULN|1AART|2ZMB	18LIT|2BEXP|348VULN|5AART|68ZMB|7RPLT|8BPWR|9RCR|aSNIHEL
677	43621 33143	   	151.54	DCR|2VULN|1AART|1DMG|1ASPD	15VULN|2BEXP|3SNIHEL|46RCVC|7ASPD|8AART|9RCR|aDMG
678	11155 35223	   	151.53	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3RCVC|4CDMG|5VULN|6AART|7RCR|8ASPD|9ERES|aBEXP
679	32123 22377	   	151.48	DCR|2VULN|2DMG|2DUR|1ASPD	1LIT|27DUR|38DMG|46VULN|5MBVNT|9RCR|aASPD
680	32363 22377	   	151.48	DCR|2VULN|2DMG|2DUR|1ASPD	1LIT|27DUR|36VULN|48DMG|5MBVNT|9RCR|aASPD
681	11155 35221	   	151.43	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1MLV|2DMG|3RCVC|4CDMG|5VULN|6AART|7RCR|8ASPD|9ERES|aVENICY
682	11216 54312	   	151.43	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|26DMG|3RPLT|4ZMB|5DMSP|7LIT|8RCR|9VULN|aAART
683	34322 11251	   	151.41	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6MLV|7AART|9DUR|aRCVC
684	34322 31251	   	151.41	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|38VULN|4ASPD|5RCR|6CGEN|7AART|9DUR|aRCVC
685	34322 51251	   	151.41	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|38VULN|4ASPD|5RCR|6RMIN|7AART|9DUR|aRCVC
686	25615 21213	   	151.41	DCR|1AART|1VULN|2ASPD|1CDMG|2DUR	19DUR|2aLWND|3AART|49FEWX|5CDMG|6RCR|7VULN|89ASPD|9BPWR
687	11121 52534	   	151.37	DCR|2DMG|1AART|1VULN|1DUR	1MLV|26DMG|3RCVC|4DUR|5CGEN|7MGNSTR|8RCR|9AART|aVULN
688	31416 33162	   	151.33	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	13LIT|237BEXP|3BPWR|4CDMG|5AART|6RCR|8ASPD|9VULN|aDMG
689	34322 21251	   	151.31	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6TLV|7AART|9DUR|aRCVC
690	25615 21212	   	151.31	DCR|1AART|1VULN|2ASPD|1CDMG|2DUR	19DUR|2LWND|3AART|49FEWX|5CDMG|6RCR|7VULN|89ASPD|9BPWR|aAIRHEL
691	32416 32253	   	151.28	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB	13LIT|23aDUR|3BPWR|4CDMG|5AART|6RCR|7ERES|8VULN|9ZMB
692	34216 44338	   	151.23	DCR|2VULN|1AART|2CDMG|1ZMB	1LIT|26CDMG|3MBVNT|49VULN|5ZMB|7BELT|8RCR|aAART
693	33414 23511	   	151.23	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	17LIT|24CGEN|3CDMG|5AART|6RCR|8DMG|9DUR|aVULN
694	34214 46424	   	151.23	DCR|3VULN|1DMG|1CDMG	1LIT|2CDMG|3MBVNT|48aVULN|5MLV|6RCR|7DMG|9LHND
695	34214 46434	   	151.23	DCR|3VULN|1DMG|1CDMG	1LIT|2CDMG|3MBVNT|48aVULN|5MLV|6RCR|7DMG|9BEXP
696	34214 46444	   	151.23	DCR|3VULN|1DMG|1CDMG	1LIT|2CDMG|3MBVNT|489VULN|5MLV|6RCR|7DMG|aLHND
697	34214 46445	   	151.23	DCR|3VULN|1DMG|1CDMG	1LIT|2CDMG|3MBVNT|489VULN|5MLV|6RCR|7DMG|aLWND
698	34214 46447	   	151.23	DCR|3VULN|1DMG|1CDMG	1LIT|2CDMG|3MBVNT|489VULN|5aMLV|6RCR|7DMG
699	34214 46448	   	151.23	DCR|3VULN|1DMG|1CDMG	1LIT|2CDMG|3MBVNT|489VULN|5MLV|6RCR|7DMG|aRPLT
700	34214 46464	   	151.23	DCR|3VULN|1DMG|1CDMG	1LIT|2CDMG|3MBVNT|48aVULN|5MLV|6RCR|7DMG|9FEWX
701	41321 14114	   	151.21	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|35LIT|6DMG|7RCR|8ASPD|9BEXP|aCDMG
702	41321 14134	   	151.21	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|35LIT|6DMG|7RCR|8ASPD|9FEWX|aCDMG
703	41123 21315	   	151.14	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	15VULN|2ZMB|3ERES|4RPLT|6RCR|7CGEN|8AART|9ASPD|aDUR
704	41123 23215	   	151.14	DCR|2VULN|1AART|1ZMB|1DUR|1ASPD	15VULN|2ZMB|3ERES|4RPLT|6RCR|7RMIN|8AART|9ASPD|aDUR
705	36316 32142	   	151.13	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2RMIN|3TLV|4CDMG|5AART|6RCR|7DMG|8LHND|9VULN|aASPD
706	36316 32212	   	151.13	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2RMIN|3TLV|4CDMG|5AART|6RCR|7DMG|8VULN|9LHND|aASPD
707	36316 32233	   	151.13	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2RMIN|3TLV|4CDMG|5AART|6RCR|7DMG|8VULN|9CGEN|aDUR
708	36316 32513	   	151.13	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2RMIN|3TLV|4CDMG|5AART|6RCR|7DMG|8CGEN|9VULN|aDUR
709	34214 46418	   	151.13	DCR|3VULN|1DMG|1CDMG	1LIT|2CDMG|3MBVNT|48aVULN|5MLV|6RCR|7DMG|9ERES
710	34214 46443	   	151.13	DCR|3VULN|1DMG|1CDMG	1LIT|2CDMG|3MBVNT|489VULN|5MLV|6RCR|7DMG|aBASICY
711	41321 14151	   	151.11	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|35LIT|6DMG|7RCR|8ASPD|9CDMG|aDUST
712	41321 14153	   	151.11	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	14VULN|2ZMB|35LIT|6DMG|7RCR|8ASPD|9CDMG|aERES
713	36316 32223	   	151.03	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1LIT|2RMIN|3TLV|4CDMG|5AART|6RCR|7DMG|8VULN|9ERES|aDUR
714	16215 24311	   	151.02	DCR|2VULN|1AART|1CDMG|1ZMB	1MLV|2ZMB|34RPLT|57VULN|6RCR|8AART|9CDMG|aLIT
715	41313 51235	   	151.02	DCR|2VULN|1AART|1CDMG|1ZMB	1aVULN|2ZMB|3LIT|4LHND|5CDMG|6RCR|7FEWX|8AART|9CGEN
716	34426 31113	   	151.01	DCR|2AART|1VULN|1CDMG|2DUR	1LIT|2CDMG|3aDUR|4RCVC|57AART|6RCR|8FEWX|9VULN
717	42133 66223	   	150.98	DCR|3VULN|1DMG|1CDMG|1SELL	15aVULN|2CGEN|3ERES|4MLV|6RCR|7DMG|8SELL|9CDMG
718	43463 23313	   	150.97	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	16VULN|2BEXP|3DUR|4SELL|5LWND|7RCR|8CDMG|9ZMB|aDMG
719	11151 25533	   	150.92	DCR|3DMG|3CDMG|1ZMB	1MLV|25aDMG|3RCVC|456CDMG|5BPWR|7FEWX|8ZMB|9RCR
720	16215 24312	   	150.92	DCR|2VULN|1AART|1CDMG|1ZMB	1MLV|2ZMB|34RPLT|57VULN|6RCR|8AART|9CDMG|aDUST
721	16215 24313	   	150.92	DCR|2VULN|1AART|1CDMG|1ZMB	1MLV|2ZMB|34RPLT|57VULN|6RCR|8AART|9CDMG|aERES
722	41313 51215	   	150.92	DCR|2VULN|1AART|1CDMG|1ZMB	1aVULN|2ZMB|3LIT|4LHND|5CDMG|6RCR|7FEWX|8AART|9ERES
723	33344 23333	   	150.86	DCR|2VULN|2DMG|1FLTHEA	1LIT|2aCGEN|3TLV|4DUST|5aVULN|6FLTHEA|7RCR|8BELT|9aDMG|aBPWR
724	62164 23333	   	150.86	DCR|2VULN|2DMG|1FLTHEA	1DUST|2aCGEN|3ERES|4LIT|5aVULN|6FLTHEA|7RCR|8BELT|9aDMG|aBPWR
725	62354 23333	   	150.86	DCR|2VULN|2DMG|1FLTHEA	1DUST|2aCGEN|3LIT|4TLV|5aVULN|6FLTHEA|7RCR|8BELT|9aDMG|aBPWR
726	41123 21343	   	150.82	DCR|2VULN|1AART|1CDMG|1ZMB	15VULN|2ZMB|39ERES|4RPLT|6RCR|7CGEN|8AART|aCDMG
727	41123 23243	   	150.82	DCR|2VULN|1AART|1CDMG|1ZMB	15VULN|2ZMB|39ERES|4RPLT|6RCR|7RMIN|8AART|aCDMG
728	34322 36622	   	150.78	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LIT|2CDMG|3VULN|4ASPD|5RCR|69CGEN|7DMG|8DUR|aAART
729	45621 12332	   	150.76	DCR|3VULN|1AART|1DUR	15aVULN|28LWND|3SNIHEL|4RCVC|6AART|7RCR|9DUR
730	31313 24535	   	150.75	DCR|5VULN|1ZMB	1LIT|2BEXP|3456aVULN|7ZMB|8RCR|9FEWX
731	11211 41334	   	150.73	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2aDMG|3RPLT|4ZMB|5ERES|6LIT|7AART|8VULN|9RCR
732	11221 11334	   	150.73	DCR|2DMG|1AART|1VULN|1ZMB	1MLV|2aDMG|3RPLT|4LIT|5ZMB|6TLV|7AART|8VULN|9RCR
733	51221 11334	   	150.73	DCR|2DMG|1AART|1VULN|1ZMB	1TLV|2aDMG|3RPLT|4LIT|5ZMB|6MLV|7AART|8VULN|9RCR
734	21326 23415	   	150.72	DCR|3DMG|1VULN|1ZMB|1DUR	1DUR|2ZMB|3LIT|4VULN|5AIRHEL|69aDMG|7RMIN|8RCR
735	11211 24626	   	150.71	DCR|2VULN|2DMG|1ZMB	1MLV|2aDMG|3RPLT|4ZMB|5ERES|6RCR|7aVULN|8FEWX|9aLHND|aBPWR
736	11146 12233	   	150.67	DCR|2DMG|1AART|1VULN|1DUR	1MLV|25DMG|3RCVC|4FEWX|6BASICY|7DUR|8RCR|9VULN|aAART
737	21323 53245	   	150.66	DCR|3VULN|1AART|1CDMG|1ZMB|1DUR|1MSE	1DUR|2ZMB|3LIT|489VULN|5CDMG|6RCR|7AART|aMSE
738	41431 52312	   	150.66	DCR|3VULN|1AART|1ZMB|1ASPD	157VULN|2ZMB|367FEWX|457LIT|57BPWR|8AART|9ASPD|aRCR
739	41123 41135	   	150.63	DCR|2VULN|1AART|1DMG|1ZMB	15VULN|2ZMB|3ERES|4RPLT|6LIT|7AART|8MBVNT|9RCR|aDMG
740	42126 11351	   	150.62	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1VULN|2CGEN|3ERES|4BELT|5AART|6ZMB|7DUR|8RCR|9ASPD|aDMG
741	34536 32111	 * 	150.60	DCR|1AART|1DMG|2CDMG|1VULN	1LIT|23CDMG|48LHND|5AART|6RCR|7DMG|9VULN|aLWND
742	34536 32112	   	150.60	DCR|1AART|1VULN|1DMG|2CDMG	1LIT|23CDMG|48aLHND|5AART|6RCR|7DMG|9VULN
743	34536 32113	   	150.60	DCR|1AART|1VULN|1DMG|2CDMG	1LIT|23CDMG|48LHND|5AART|6RCR|7DMG|9VULN|aFEWX
744	34536 32131	   	150.60	DCR|1AART|1DMG|2CDMG|1VULN	1LIT|23CDMG|48LHND|5AART|6RCR|7DMG|9CGEN|aVULN
745	51146 12233	   	150.57	DCR|2DMG|1AART|1VULN|1DUR	1TLV|25DMG|3RCVC|4FEWX|6BASICY|7DUR|8RCR|9VULN|aAART
746	31316 41232	   	150.52	DCR|4VULN|1AART	1LIT|26BEXP|3468VULN|5AART|6BPWR|7RCVC|9DUST|aRCR
747	34536 32121	   	150.50	DCR|1AART|1VULN|1DMG|2CDMG	1LIT|23CDMG|48LHND|5AART|6RCR|7DMG|9ERES|aVULN
748	36316 32411	   	150.50	DCR|1AART|1VULN|1DMG|2CDMG	1LIT|2RMIN|3TLV|48CDMG|5AART|6RCR|7DMG|9VULN|aLWND
749	36316 32412	   	150.50	DCR|1AART|1VULN|1DMG|2CDMG	1LIT|2RMIN|3TLV|48CDMG|5AART|6RCR|7DMG|9VULN|aLHND
750	36316 32413	   	150.50	DCR|1AART|1VULN|1DMG|2CDMG	1LIT|2RMIN|3TLV|48CDMG|5AART|6RCR|7DMG|9VULN|aBEXP
751	36316 32431	   	150.50	DCR|1AART|1VULN|1DMG|2CDMG	1LIT|2RMIN|3TLV|48CDMG|5AART|6RCR|7DMG|9CGEN|aVULN
752	36316 32531	   	150.50	DCR|1AART|1VULN|1DMG|2CDMG	1LIT|2RMIN|3TLV|49CDMG|5AART|6RCR|7DMG|8CGEN|aVULN
753	11432 51531	   	150.46	DCR|3DMG|2VULN	1MLV|269DMG|3aCGEN|45VULN|7LIT|8RCR
754	11432 51532	   	150.46	DCR|3DMG|2VULN	1MLV|269DMG|3CGEN|45VULN|7aLIT|8RCR
755	36316 32421	   	150.40	DCR|1AART|1VULN|1DMG|2CDMG	1LIT|2RMIN|3TLV|48CDMG|5AART|6RCR|7DMG|9ERES|aVULN
756	31123 28272	   	150.37	DCR|3VULN|2DMG	18LIT|2BEXP|38DMG|468VULN|5MBVNT|7RCVC|8BPWR|9RCR|aLWND
757	31123 28274	   	150.37	DCR|3VULN|2DMG	18LIT|2BEXP|38DMG|468VULN|5MBVNT|7RCVC|8BPWR|9RCR|aRMIN
758	31363 28272	   	150.37	DCR|3VULN|2DMG	18LIT|2BEXP|368VULN|48DMG|5MBVNT|7RCVC|8BPWR|9RCR|aLWND
759	31363 28274	   	150.37	DCR|3VULN|2DMG	18LIT|2BEXP|368VULN|48DMG|5MBVNT|7RCVC|8BPWR|9RCR|aRMIN
760	35123 28272	   	150.37	DCR|3VULN|2DMG	18LIT|2FEWX|38DMG|468VULN|5MBVNT|7RCVC|8BPWR|9RCR|aLWND
761	35123 28274	   	150.37	DCR|3VULN|2DMG	18LIT|2FEWX|38DMG|468VULN|5MBVNT|7RCVC|8BPWR|9RCR|aRMIN
762	11233 26525	   	150.36	DCR|2VULN|1AART|1DMG|1DUR	18MLV|2DMG|3RPLT|4BEXP|56VULN|7RCR|9AART|aDUR
763	11312 32341	   	150.35	DCR|2VULN|2DMG|1ZMB|1DUR	1MLV|26DMG|3DUR|4CGEN|56VULN|6BPWR|7LSRICY|8ERES|9RCR|aZMB
764	34322 11663	   	150.31	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	19LIT|2CDMG|39VULN|4ASPD|5RCR|6MLV|7AART|89BEXP|9BPWR|aDUR
765	34322 31663	   	150.31	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	19LIT|2CDMG|39VULN|4ASPD|5RCR|6CGEN|7AART|89BEXP|9BPWR|aDUR
766	21323 53663	   	150.28	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB	19aDUR|2ZMB|39LIT|4VULN|5CDMG|6RCR|7AART|89MLV|9BPWR
767	31123 28273	   	150.27	DCR|3VULN|2DMG	18LIT|2BEXP|38DMG|468VULN|5MBVNT|7RCVC|8BPWR|9RCR|aDUST
768	31123 28276	   	150.27	DCR|3VULN|2DMG	18LIT|2BEXP|38DMG|468VULN|5MBVNT|7RCVC|8BPWR|9RCR|aLSRREG
769	31123 28278	   	150.27	DCR|3VULN|2DMG	18LIT|2BEXP|38DMG|468VULN|5MBVNT|7RCVC|8BPWR|9RCR|aERES
770	31363 28273	   	150.27	DCR|3VULN|2DMG	18LIT|2BEXP|368VULN|48DMG|5MBVNT|7RCVC|8BPWR|9RCR|aDUST
771	35123 28273	   	150.27	DCR|3VULN|2DMG	18LIT|2FEWX|38DMG|468VULN|5MBVNT|7RCVC|8BPWR|9RCR|aDUST
772	41441 21131	 * 	150.27	DCR|2VULN|1DMG|2ZMB|1FLTHEA|1DUR	16VULN|28ZMB|3FEWX|4DUR|5LWND|7FLTHEA|9RCR|aDMG
773	41463 21131	   	150.27	DCR|2VULN|1DMG|2ZMB|1FLTHEA|1DUR	16VULN|28ZMB|3FEWX|4LWND|5DUR|7FLTHEA|9RCR|aDMG
774	64122 63112	   	150.26	DCR|2VULN|1AART|1DMG|1ASPD	1DUST|2BELT|3ASPD|4aVULN|5FEWX|6DMG|7RCR|8LHND|9AART
775	64122 63212	   	150.26	DCR|2VULN|1AART|1DMG|1ASPD	1DUST|2BELT|3ASPD|4aVULN|5FEWX|6DMG|7RCR|8BEXP|9AART
776	11312 35341	   	150.25	DCR|2VULN|2DMG|1ZMB|1DUR	1MLV|26DMG|3DUR|4CGEN|56VULN|6BPWR|7LSRREG|8ERES|9RCR|aZMB
777	51312 32341	   	150.25	DCR|2VULN|2DMG|1ZMB|1DUR	1TLV|26DMG|3DUR|4CGEN|56VULN|6BPWR|7LSRICY|8ERES|9RCR|aZMB
778	41321 63215	 * 	150.23	DCR|3VULN|1DMG|2ZMB	149VULN|29ZMB|35LIT|6AIRHEL|7RCR|89LWND|9BPWR|aDMG
779	32313 62521	   	150.21	DCR|4VULN|2ZMB|1DUR	17LIT|2DUR|3457VULN|67ZMB|7BPWR|8RCR|9CGEN|aRCVC
780	34322 21663	   	150.21	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	19LIT|2CDMG|39VULN|4ASPD|5RCR|6TLV|7AART|89BEXP|9BPWR|aDUR
781	34314 33222	   	150.17	DCR|3VULN|1DMG|1CDMG|1ASPD	1LIT|2CDMG|348VULN|5TLV|6ASPD|7DMG|9RCVC|aRCR
782	34365 23222	   	150.17	DCR|3VULN|1DMG|1CDMG|1ASPD	1LIT|2CDMG|368VULN|4ERES|5ASPD|7DMG|9RCVC|aRCR
783	51312 35341	   	150.15	DCR|2VULN|2DMG|1ZMB|1DUR	1TLV|26DMG|3DUR|4CGEN|56VULN|6BPWR|7LSRREG|8ERES|9RCR|aZMB
784	32313 24531	   	150.15	DCR|4VULN|2DUR|1ZMB	1LIT|2aDUR|3456VULN|7ZMB|8RCR|9FEWX
785	21323 53136	   	150.11	DCR|1AART|1VULN|2ZMB|1CDMG|2DUR	18DUR|2aZMB|3LIT|4VULN|5CDMG|6RCR|7AART|9CGEN
786	21323 53151	   	150.11	DCR|1AART|1VULN|2ZMB|1CDMG|2DUR	18DUR|29ZMB|3LIT|4VULN|5CDMG|6RCR|7AART|aLWND
787	21323 53152	   	150.11	DCR|1AART|1VULN|2ZMB|1CDMG|2DUR	18DUR|29ZMB|3LIT|4VULN|5CDMG|6RCR|7AART|aLHND
788	21323 53153	   	150.11	DCR|1AART|1VULN|2ZMB|1CDMG|2DUR	18DUR|29ZMB|3LIT|4VULN|5CDMG|6RCR|7AART|aBEXP
789	21323 53633	   	150.11	DCR|1AART|1VULN|2ZMB|1CDMG|2DUR	1aDUR|29ZMB|3LIT|4VULN|5CDMG|6RCR|7AART|8MLV
790	34322 11252	   	150.11	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6MLV|7AART|9DUR|aBEXP
791	34322 11254	   	150.11	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6MLV|7AART|9DUR|aLWND
792	34322 11255	   	150.11	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6MLV|7AART|9DUR|aCGEN
793	34322 31252	   	150.11	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|38VULN|4ASPD|5RCR|6CGEN|7AART|9DUR|aBEXP
794	34322 31254	   	150.11	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|38VULN|4ASPD|5RCR|6CGEN|7AART|9DUR|aLWND
795	34322 31255	   	150.11	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|38VULN|4ASPD|5RCR|6aCGEN|7AART|9DUR
796	34322 51252	   	150.11	ACR|2VULN|1AART|1CDMG|1ASPD|1DUR	1LIT|2CDMG|38VULN|4ASPD|5RCR|6RMIN|7AART|9DUR|aBEXP
797	34216 43183	   	150.10	DCR|1AART|1VULN|1DMG|2CDMG|1ZMB	17LIT|26CDMG|3MBVNT|4VULN|5ZMB|8AART|9DMG|aRCR
798	21323 53133	   	150.08	DCR|1AART|1VULN|3DUR|1CDMG|1ZMB	18aDUR|2ZMB|3LIT|4VULN|5CDMG|6RCR|7AART|9CGEN
799	33252 61421	   	150.06	DCR|2VULN|1AART|1FLTHEA|1DUR	1LIT|2CGEN|3AART|4DUR|5FLTHEA|6RCVC|7RCR|8aVULN|9LWND
800	33252 61431	   	150.06	DCR|2VULN|1AART|1FLTHEA|1DUR	1LIT|2CGEN|3AART|4DUR|5FLTHEA|6RCVC|7RCR|8aVULN|9FEWX
801	32313 24551	   	150.05	DCR|4VULN|2DUR|1ZMB	1LIT|2aDUR|3456VULN|7ZMB|8RCR|9DUST
802	34214 46272	   	150.03	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD	1LIT|2CDMG|3MBVNT|4VULN|5MLV|6RCR|7DMG|8RCVC|9ASPD|aAART
803	33252 41412	   	150.03	DCR|1AART|1VULN|2FLTHEA|1CDMG|1DUR	16LIT|2CGEN|3AART|4DUR|56FLTHEA|6BPWR|7RCR|8VULN|9CDMG|aFEWX
804	33252 41413	   	150.03	DCR|1AART|1VULN|2FLTHEA|1CDMG|1DUR	16LIT|2CGEN|3AART|4DUR|56FLTHEA|6BPWR|7RCR|8VULN|9CDMG|aMLV
805	13313 53234	   	150.03	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1MLV|2DUR|3LIT|4LHND|5CDMG|6RCR|7AART|8VULN|9CGEN|aDMG
806	13313 53261	   	150.03	DCR|1AART|1VULN|1DMG|1CDMG|1DUR	1MLV|2DUR|3LIT|4LHND|5CDMG|6RCR|7AART|8VULN|9RPLT|aDMG
807	22313 53261	   	150.03	DCR|1AART|1DMG|1VULN|1CDMG|1DUR	1DUR|2CGEN|3LIT|4LHND|5CDMG|6RCR|7AART|8VULN|9RPLT|aDMG
808	22533 53261	   	150.03	DCR|1AART|1DMG|1VULN|1CDMG|1DUR	1DUR|2CGEN|3LWND|4LIT|5CDMG|6RCR|7AART|8VULN|9RPLT|aDMG
809	32213 53261	   	150.03	DCR|1AART|1DMG|1VULN|1CDMG|1DUR	1LIT|2DUR|3CGEN|4LHND|5CDMG|6RCR|7AART|8VULN|9RPLT|aDMG
810	33513 53261	   	150.03	DCR|1AART|1DMG|1VULN|1CDMG|1DUR	1LIT|2CGEN|3DUR|4LHND|5CDMG|6RCR|7AART|8VULN|9RPLT|aDMG
811	34322 11243	   	150.01	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6MLV|7AART|9DUST|aDUR
812	34322 11256	   	150.01	ACR|2VULN|1AART|1CDMG|1DUR|1ASPD	1LIT|2CDMG|38VULN|4ASPD|5RCR|6MLV|7AART|9DUR|aTLV
