0	Index      	 *	Score 	Summary	Detail	
1	63232 43324	 * 	214.41	DCR|4VULN|1ASPD|1DMG|3DUR	128aVULN|38LHND|4DMG|5ASPD|689DUR|7RCR|8BPWR
663	13112 34366	   	185.78	DCR|3VULN|1AART|1ASPD|1NUKE|1DUR	14LHND|246VULN|3NUKE|4BPWR|5ASPD|7AART|8LWND|9DUR|aRCR
664	62112 11366	   	185.78	DCR|3VULN|1AART|1ASPD|1NUKE|1DUR	147VULN|24LHND|3NUKE|4BPWR|5ASPD|6AART|8LWND|9DUR|aRCR
665	65132 23362	   	185.77	DCR|4VULN|1ASPD|1ZMB	148aVULN|2ZMB|3DUST|5ASPD|6FEWX|7RCR|9MLV
666	65133 31332	   	185.77	DCR|4VULN|1ASPD|1ZMB	148aVULN|2ZMB|3DUST|5BEXP|6CGEN|7RCR|9ASPD
667	33332 31532	   	185.76	DCR|3VULN|1ASPD|1DMG|1DUR	136DUST|279VULN|4DMG|5ASPD|8RCR|aDUR
668	61132 62352	   	185.76	DCR|4VULN|2ASPD|1NUKE|1AAC	148aVULN|2BEXP|3NUKE|58ASPD|68LHND|7AAC|8BPWR|9RCR
669	63232 24242	   	185.74	DCR|2VULN|2DMG|1ASPD|1ZMB	12VULN|3LHND|4aDMG|5ASPD|6ZMB|7ERES|8BELT|9RCR
670	63432 23133	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|39BEXP|4DMG|5ASPD|6FEWX|7RCR|8LHND|aAART
671	63432 23143	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3BEXP|4DMG|5ASPD|6FEWX|7RCR|8LHND|9AELBLL|aAART
672	63432 63233	   	185.70	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|39BEXP|4DMG|5ASPD|6LHND|7RCR|8FEWX|aAART
673	13132 11366	   	185.68	DCR|3VULN|1AART|1ASPD|1NUKE|1DUR	1LHND|247VULN|3NUKE|5ASPD|6AART|8LWND|9DUR|aRCR
674	13132 34366	   	185.68	DCR|3VULN|1AART|1ASPD|1NUKE|1DUR	1LHND|246VULN|3NUKE|5ASPD|7AART|8LWND|9DUR|aRCR
675	62132 11366	   	185.68	DCR|3VULN|1AART|1ASPD|1NUKE|1DUR	147VULN|2LHND|3NUKE|5ASPD|6AART|8LWND|9DUR|aRCR
676	33315 23434	   	185.67	DCR|2VULN|1AART|1ASPD|1DMG	13DUST|27VULN|4AART|5ASPD|6LHND|8RMIN|9RCR|aDMG
677	33342 23234	   	185.67	DCR|2VULN|1AART|1ASPD|1DMG	13DUST|27VULN|4LHND|5AART|6RMIN|8ASPD|9RCR|aDMG
678	61112 32352	   	185.66	DCR|4VULN|2ASPD|1NUKE|1AAC	148aVULN|24BEXP|3NUKE|48BPWR|58ASPD|68DUST|7AAC|9RCR
679	33632 24352	   	185.64	DCR|2VULN|2DMG|1ASPD|1ZMB	1DUST|24VULN|3MLV|5ASPD|6ZMB|7ERES|8aDMG|9RCR
680	63122 24352	   	185.64	DCR|2VULN|2DMG|1ASPD|1ZMB	12VULN|3MLV|4DUST|5ASPD|6ZMB|7ERES|8aDMG|9RCR
681	63432 23223	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3BEXP|4DMG|5ASPD|6FEWX|7RCR|8ERES|9AME|aAART
682	63432 23533	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|39BEXP|4DMG|5ASPD|6FEWX|7RCR|8LEGI|aAART
683	63432 33143	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3BEXP|4DMG|5ASPD|6DUST|7RCR|8LHND|9AELBLL|aAART
684	63632 23143	   	185.60	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3DUST|4DMG|5ASPD|6FEWX|7RCR|8LHND|9AELBLL|aAART
685	33332 34613	   	185.57	DCR|2ASPD|1VULN|1AART|1DMG|1ZMB	136DUST|2VULN|4DMG|57ASPD|8AART|9RCR|aZMB
686	33332 31612	   	185.57	DCR|2VULN|1AART|1ASPD|1DMG	136DUST|27VULN|4DMG|5ASPD|8AART|9RCR|aRMIN
687	61132 32352	   	185.56	DCR|4VULN|2ASPD|1NUKE|1AAC	148aVULN|2BEXP|3NUKE|58ASPD|68DUST|7AAC|8BPWR|9RCR
688	32332 23323	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	13DUST|2LWND|4DMG|5ASPD|6FEWX|7RCR|89VULN|aAART
689	32332 53223	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	13DUST|2LWND|4DMG|5ASPD|69VULN|7RCR|8FEWX|aAART
690	33332 23123	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	13DUST|29VULN|4DMG|5ASPD|6FEWX|7RCR|8LHND|aAART
691	33332 63223	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	13DUST|29VULN|4DMG|5ASPD|6LHND|7RCR|8FEWX|aAART
692	33332 63354	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	138DUST|28VULN|4DMG|5ASPD|68LHND|7RCR|8BPWR|9TLV|aAART
693	33632 61522	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	1DUST|24VULN|3MLV|5ASPD|6LHND|7RCR|8AART|9TSLARM|aDMG
694	63122 61522	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3MLV|4DUST|5ASPD|6LHND|7RCR|8AART|9TSLARM|aDMG
695	63432 33223	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3BEXP|4DMG|5ASPD|6DUST|7RCR|8ERES|9AME|aAART
696	63632 23223	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3DUST|4DMG|5ASPD|6FEWX|7RCR|8ERES|9AME|aAART
697	63633 31233	   	185.50	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3DUST|4DMG|5BEXP|6CGEN|7RCR|8ERES|9ASPD|aAART
698	66422 31132	   	185.45	ACR|3VULN|1AART|1ASPD|1DMG|1DUR	19aVULN|2BELT|3DUR|4RCR|5ASPD|6TSLARM|7DMG|8AART
699	63432 23235	   	185.41	DCR|2VULN|1MDPS|2ASPD|1DMG	12VULN|3BEXP|4DMG|59ASPD|6FEWX|7RCR|8ERES|aMDPS
700	26332 23323	   	185.40	DCR|2VULN|1AART|1ASPD|1DMG	1LEGI|23DUST|4DMG|5ASPD|6FEWX|7RCR|89VULN|aAART
701	33332 23523	   	185.40	DCR|2VULN|1AART|1ASPD|1DMG	13DUST|29VULN|4DMG|5ASPD|6FEWX|7RCR|8LEGI|aAART
702	63633 21333	   	185.40	DCR|2VULN|1AART|1ASPD|1DMG	12VULN|3DUST|4DMG|5BEXP|6ERES|7RCR|8TLV|9ASPD|aAART
703	24331 33223	 * 	185.40	DCR|2DMG|1VULN|1ASPD|1NUKE|1DUR	1LEGI|2RPLT|34DMG|4BPWR|5ASPD|6VULN|7FEWX|8RCR|9DUR|aNUKE
704	63432 63312	   	185.39	DCR|4VULN|1ASPD|1DMG|1AAC	128aVULN|38BEXP|4DMG|5ASPD|68LHND|7RCR|8BPWR|9AAC
705	63232 16262	 * 	185.38	3VULN|3ASPD|2DMG|1AART|2ZMB	12aVULN|3LHND|4aDMG|589ASPD|6AART|7aZMB|aBPWR
706	63432 33235	   	185.31	DCR|2VULN|1MDPS|2ASPD|1DMG	12VULN|3BEXP|4DMG|59ASPD|6DUST|7RCR|8ERES|aMDPS
707	63632 23235	   	185.31	DCR|2VULN|1MDPS|2ASPD|1DMG	12VULN|3DUST|4DMG|59ASPD|6FEWX|7RCR|8ERES|aMDPS
708	36315 23334	   	185.24	DCR|2VULN|1AART|1ASPD|1DMG	1DUST|2RCVC|37VULN|4AART|5ASPD|6LHND|8ERES|9RCR|aDMG
709	36342 31234	   	185.24	DCR|2VULN|1AART|1ASPD|1DMG	1DUST|2RCVC|37VULN|4LHND|5AART|6ERES|8ASPD|9RCR|aDMG
710	63235 31512	   	185.23	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	12VULN|3LHND|4DMG|5BEXP|6CGEN|7RCR|8AART|9CDMG|aAAC
711	36332 43232	   	185.19	DCR|2DMG|2ASPD|1VULN|1DUR	1DUST|2RCVC|3VULN|4aDMG|59ASPD|6DUR|7RCR|8ERES
712	63432 23312	   	185.19	DCR|4VULN|1ASPD|1DMG|1AAC	128aVULN|3BEXP|4DMG|5ASPD|6FEWX|7RCR|9AAC
713	63632 63312	   	185.19	DCR|4VULN|1ASPD|1DMG|1AAC	128aVULN|38DUST|4DMG|5ASPD|68LHND|7RCR|8BPWR|9AAC
714	33132 63332	   	185.15	DCR|3ASPD|2VULN|1NUKE|1CDMG	18DUST|24VULN|3NUKE|589ASPD|68LHND|7RCR|8BPWR|aCDMG
715	21135 12663	   	185.13	DCR|2DMG|1VULN|1AART|1CDMG|1ZMB	1LEGI|27ERES|37DUST|4VULN|5CDMG|67DMG|7BPWR|8AART|9RCR|aZMB
716	33632 61512	   	185.13	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	1DUST|24VULN|3MLV|5ASPD|6LHND|7RCR|8AART|9CDMG|aAAC
717	63122 61512	   	185.13	DCR|2VULN|1AART|1ASPD|1CDMG|1AAC	12VULN|3MLV|4DUST|5ASPD|6LHND|7RCR|8AART|9CDMG|aAAC
718	63235 21512	   	185.13	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	12VULN|3LHND|4DMG|5BEXP|6ERES|7RCR|8AART|9CDMG|aAAC
719	63236 31512	   	185.13	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	12VULN|3LHND|4DMG|5DUST|6CGEN|7RCR|8AART|9CDMG|aAAC
720	63432 33312	   	185.09	DCR|4VULN|1ASPD|1DMG|1AAC	128aVULN|3BEXP|4DMG|5ASPD|6DUST|7RCR|9AAC
721	63632 23312	   	185.09	DCR|4VULN|1ASPD|1DMG|1AAC	128aVULN|3DUST|4DMG|5ASPD|6FEWX|7RCR|9AAC
722	33112 43523	   	185.07	DCR|3VULN|1ASPD|1NUKE|1ZMB|1DUR	14DUST|24aVULN|3NUKE|4BPWR|5ASPD|6DUR|7RCR|8ZMB|9SPLREG
723	33132 43523	   	185.07	DCR|3VULN|1ASPD|1NUKE|1ZMB|1DUR	1DUST|24aVULN|3NUKE|5ASPD|6DUR|7RCR|8ZMB|9SPLREG
724	63236 21512	   	185.03	DCR|2VULN|1AART|1DMG|1CDMG|1AAC	12VULN|3LHND|4DMG|5DUST|6ERES|7RCR|8AART|9CDMG|aAAC
725	52232 33315	   	184.83	DCR|2DMG|1VULN|1ASPD|1CDMG|2DUR|1AAC	18TLV|2AAC|3LHND|48DMG|5ASPD|6VULN|78DUR|8BPWR|9RCR|aCDMG
726	52332 63315	   	184.83	DCR|2DMG|1VULN|1ASPD|1CDMG|2DUR|1AAC	18TLV|2AAC|3VULN|48DMG|5ASPD|6LHND|78DUR|8BPWR|9RCR|aCDMG
727	66222 16132	 * 	184.83	ACR|3VULN|3ASPD|2DUR|1ZMB	17aVULN|2BELT|3LHND|4RCR|57aASPD|67DUR|7aBPWR|8ZMB|9aAME
728	63232 25315	   	184.51	DCR|2VULN|1ASPD|1DMG|1CDMG|1ZMB	12VULN|3LHND|4DMG|5ASPD|6ZMB|7CGEN|8FEWX|9RCR|aCDMG
729	63232 43216	   	184.45	DCR|2VULN|2ASPD|1DMG|1DUR	12VULN|3LHND|4DMG|5aASPD|6DUR|7RCR|8FEWX|9LWND
730	63232 43236	   	184.45	DCR|2VULN|2ASPD|1DMG|1DUR	12VULN|3LHND|4DMG|5aASPD|6DUR|7RCR|8FEWX|9BEXP
731	13112 43254	   	184.45	DCR|2VULN|2ASPD|1DMG|1NUKE|1DUR	14LHND|24VULN|3NUKE|4BPWR|5aASPD|6DUR|7RCR|8FEWX|9DMG
732	65522 31332	 * 	184.44	DCR|3VULN|3ZMB|3DUR	18aVULN|268ZMB|3LWND|4AME|568DUR|68BPWR|7RCR|9ERES
733	63361 33433	 * 	184.41	DCR|5VULN|1DMG|1SELL	12367VULN|4SELL|57LHND|7BPWR|8DMG|9RCVC|aRCR
