0	Index      	 *	Score 	Summary	Detail	
1	11315 52363	 * 	192.19	DCR|3DMG|1AART|1VULN|2CDMG|1DUR	1FEWX|25aDMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8DUR|9VULN
646	11315 52423	   	164.25	DCR|2DMG|1AART|2CDMG|2ASPD	1FEWX|25DMG|3AART|45CDMG|5BPWR|6aRCVC|7RCR|89ASPD
647	32471 45742	   	164.25	DCR|2VULN|2DMG|1AART|1DUR	18MGNLIT|2MBVNT|38DMG|4DUST|5BASHEA|68VULN|7AART|8BPWR|9RCR|aDUR
648	32471 45744	   	164.25	DCR|2VULN|2DMG|1AART|1ASPD	18MGNLIT|2MBVNT|38DMG|4DUST|5BASHEA|68VULN|7AART|8BPWR|9RCR|aASPD
649	24441 31133	   	164.22	ACR|2VULN|1AART|2CDMG|1DUR|1ASPD	1DMSP|2AART|3RCR|46VULN|5DUR|7LWND|89CDMG|aASPD
650	41236 33252	   	164.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1aLWND|2DMG|3aCGEN|4CDMG|5DUR|6aVULN|7RCR|8BELT|9AART|aBPWR
651	11521 16127	 * 	164.11	DCR|3VULN|2DMG|1FLTHEA	17FEWX|27DMG|3MBVNT|4ERES|5LWND|67aVULN|7BPWR|8RCR|9FLTHEA
652	41154 32323	   	164.11	DCR|2VULN|2DMG|1AART	18aLWND|28DMG|3TLV|4AART|59FEWX|68VULN|7RCR|8BPWR
653	51154 32323	   	164.11	DCR|2VULN|2DMG|1AART	18LHND|28DMG|3TLV|4AART|59FEWX|68VULN|7RCR|8BPWR|aLWND
654	11571 62422	   	164.08	DCR|3DMG|1VULN|2ASPD|1CDMG	1FEWX|256DMG|3MBVNT|45ASPD|5BPWR|7RCR|8CDMG|9RCVC|aVULN
655	24215 21134	   	164.07	DCR|3DMG|2AART|1ZMB	1DMSP|27AART|358DMG|4RCVC|58BPWR|68BEXP|9RCR|aZMB
656	11641 31236	   	164.01	DCR|2VULN|2DMG|1AART	1FEWX|2aDMG|37VULN|4LIT|5RPLT|6RCR|8AART|9RMIN
657	24411 34143	   	163.99	ACR|2VULN|1AART|1DMG|1CDMG	1DMSP|2AART|3RCR|4MBVNT|5FEWX|67VULN|8CDMG|9CGEN|aDMG
658	24411 34317	   	163.99	ACR|2VULN|1AART|1DMG|1CDMG	18DMSP|2AART|3RCR|4MBVNT|5FEWX|67VULN|9CDMG|aDMG
659	24413 51143	   	163.99	ACR|2DMG|1AART|1VULN|2ASPD	1DMSP|2AART|3RCR|4MBVNT|57ASPD|67DMG|7BPWR|8LHND|9VULN|aLWND
660	24413 51144	   	163.99	ACR|2DMG|1AART|1VULN|2ASPD	1DMSP|2AART|3RCR|4MBVNT|57ASPD|67DMG|7BPWR|8LHND|9VULN|aFEWX
661	24413 51243	   	163.99	ACR|2DMG|1AART|1VULN|2ASPD	1DMSP|2AART|3RCR|4MBVNT|57ASPD|67DMG|7BPWR|8FEWX|9VULN|aLWND
662	24413 51244	   	163.99	ACR|2DMG|1AART|1VULN|2ASPD	1DMSP|2AART|3RCR|4MBVNT|57ASPD|67DMG|7BPWR|8aFEWX|9VULN
663	24432 43233	   	163.99	ACR|2DMG|1AART|1VULN|1CDMG	1DMSP|2AART|3RCR|4ERES|5CGEN|6aDMG|7VULN|8BEXP|9CDMG
664	24411 32163	   	163.99	ACR|2VULN|1AART|1DMG|1CDMG	1DMSP|2AART|3RCR|4MBVNT|5FEWX|69VULN|7RMIN|8CDMG|aDMG
665	32413 72653	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MGNLIT|2MBVNT|3DMG|4CDMG|5ASPD|68VULN|7RCR|9AART|aLIT
666	32413 72654	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MGNLIT|2MBVNT|3DMG|4CDMG|5ASPD|68VULN|7RCR|9AART|aBELT
667	32413 72172	   	163.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MGNLIT|2MBVNT|3DMG|4CDMG|5ASPD|6aVULN|7RCR|8CGEN|9AART
668	32413 72175	   	163.91	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1MGNLIT|2MBVNT|3aDMG|4CDMG|5ASPD|6VULN|7RCR|8CGEN|9AART
669	11516 54432	   	163.91	DCR|2VULN|2DMG|1AART	1FEWX|29DMG|3MBVNT|4CGEN|5LSRICY|6RCR|7aVULN|8AART
670	32483 54432	   	163.91	DCR|2VULN|2DMG|1AART	1MGNLIT|2MBVNT|39DMG|4BEXP|5CGEN|6RCR|7aVULN|8AART
671	24411 34113	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1DMSP|2AART|3RCR|4MBVNT|5FEWX|67VULN|8CDMG|9ERES|aDMG
672	24414 28213	   	163.89	ACR|2VULN|1AART|1DMG|1CDMG	1DMSP|2AART|3RCR|4MBVNT|5LIT|6DUST|79VULN|8CDMG|aDMG
673	24418 13442	   	163.89	ACR|2DMG|1AART|1VULN|1FLTHEA	1DMSP|2AART|3RCR|4MBVNT|5FLTHEA|6RPLT|7DUST|8aDMG|9VULN
674	24253 52133	   	163.88	DCR|1AART|1VULN|1DMG|2CDMG|1ASPD|1DUR	1DMSP|2AART|3DMG|4MLV|5DUR|6VULN|7RCR|89CDMG|aASPD
675	24411 34252	   	163.88	ACR|3VULN|1AART|1ZMB|1ASPD	1DMSP|2AART|3RCR|4MBVNT|5FEWX|67aVULN|8ZMB|9ASPD
676	32653 24218	   	163.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	18MGNLIT|2MBVNT|38LIT|4DMG|5ASPD|6RCR|78VULN|8BPWR|9AART|aZMB
677	32413 72652	   	163.81	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MGNLIT|2MBVNT|3DMG|4CDMG|5ASPD|68VULN|7RCR|9AART|aBASICY
678	32478 54432	   	163.81	DCR|2VULN|2DMG|1AART	1MGNLIT|2MBVNT|39DMG|4DUST|5CGEN|6RCR|7aVULN|8AART
679	24235 32124	   	163.81	DCR|3DMG|1AART|1CDMG|1ASPD	1DMSP|2AART|36aDMG|4FEWX|5CDMG|7RCR|8CGEN|9ASPD
680	41342 31216	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LWND|2DMG|3DUR|45LIT|6RCR|7ZMB|8aVULN|9AART
681	51342 31216	   	163.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DMG|3DUR|45LIT|6RCR|7ZMB|8aVULN|9AART
682	32417 72251	   	163.74	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1MGNLIT|2MBVNT|3DMG|4CDMG|5ZMB|6VULN|7RCR|8RCVC|9aAART
683	21311 32414	   	163.74	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2ZMB|3LHND|4DMG|5VULN|68AART|7RCR|9CDMG|aLIT
684	21311 32422	   	163.74	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2ZMB|3LHND|4DMG|5VULN|68AART|7RCR|9LIT|aCDMG
685	21311 32534	   	163.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1DMSP|2ZMB|3LHND|4DMG|5VULN|6aAART|7RCR|8CGEN|9CDMG
686	51211 32234	   	163.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2DMG|3CGEN|4DMSP|5VULN|6aAART|7RCR|8ZMB|9CDMG
687	51221 32234	   	163.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|2DMG|34CGEN|5VULN|6aAART|7RCR|8ZMB|9CDMG
688	54211 32234	   	163.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	1LHND|23CGEN|4DMG|5VULN|6aAART|7RCR|8ZMB|9CDMG
689	54311 32234	   	163.74	DCR|2AART|1DMG|1VULN|1CDMG|1ZMB	13LHND|2CGEN|4DMG|5VULN|6aAART|7RCR|8ZMB|9CDMG
690	21311 32114	   	163.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2ZMB|3LHND|4DMG|5VULN|6aAART|7RCR|8CDMG|9ERES
691	21311 32411	   	163.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2ZMB|3LHND|4DMG|5VULN|68AART|7RCR|9CDMG|aMBVNT
692	26311 32234	   	163.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2ERES|3LHND|4DMG|5VULN|6aAART|7RCR|8ZMB|9CDMG
693	21321 32416	   	163.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMSP|2ZMB|3LHND|4NUKE|5VULN|68AART|7RCR|9CDMG|aDMG
694	11311 52421	   	163.61	DCR|2DMG|1AART|2ASPD|1CDMG|1DUR	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|89ASPD|aDUR
695	13161 65223	   	163.56	DCR|2VULN|1AART|1DMG|2ZMB	1FEWX|2RPLT|38RCVC|46ZMB|56VULN|6BPWR|7RCR|9AART|aDMG
696	24412 33273	   	163.55	ACR|2VULN|1AART|1DMG|1ZMB	1DMSP|2AART|3RCR|4MBVNT|5LHND|69VULN|7RCVC|8ZMB|aDMG
697	24412 33282	   	163.55	ACR|2VULN|1AART|1DMG|1ZMB	1DMSP|2AART|3RCR|4MBVNT|5LHND|6aVULN|7RCVC|8ZMB|9DMG
698	32428 44781	   	163.52	DCR|3VULN|1AART|1DMG|1ASPD	1MGNLIT|2MBVNT|3DMG|4LWND|5ASPD|67aVULN|8RCR|9AART
699	32433 44781	   	163.52	DCR|3VULN|1AART|1DMG|1ASPD	1MGNLIT|2MBVNT|3DMG|4ASPD|5LWND|67aVULN|8RCR|9AART
700	32653 44212	   	163.52	DCR|3VULN|1AART|1DMG|1ASPD	1MGNLIT|2MBVNT|3LIT|4DMG|5ASPD|67aVULN|8RCR|9AART
701	51161 32341	   	163.51	DCR|2DMG|2AART|1VULN|1DUR	1LHND|24DMG|3TLV|5VULN|68AART|7RCR|9DUR|aBELT
702	51161 32411	   	163.51	DCR|2DMG|2AART|1VULN|1DUR	1LHND|24DMG|3TLV|5VULN|69AART|7RCR|8DUR|aBELT
703	26611 31632	   	163.51	DCR|3VULN|2DMG|1ZMB|1ASPD	1DMSP|2ERES|358VULN|47DMG|6ASPD|9ZMB|aRCR
704	24461 13323	   	163.48	ACR|2AART|1VULN|1DMG|2DUR|1ASPD	1DMSP|29AART|3RCR|45DUR|6ASPD|7VULN|8LWND|aDMG
705	41131 35363	   	163.42	DCR|2VULN|2DMG|1AART	1LWND|2aDMG|3TLV|4RCVC|59VULN|6AART|7RMIN|8RCR
706	11641 33116	   	163.41	DCR|2VULN|2DMG|1AART	1FEWX|27DMG|3aVULN|48LIT|5RPLT|6RCR|9AART
707	11641 33411	   	163.41	DCR|2VULN|2DMG|1AART	1FEWX|27DMG|38VULN|4LIT|5RPLT|6RCR|9AART|aCGEN
708	11641 33413	   	163.41	DCR|2VULN|2DMG|1AART	1FEWX|27DMG|38VULN|4LIT|5RPLT|6RCR|9AART|aLHND
709	11315 52163	   	163.41	DCR|2DMG|1AART|2CDMG|1DUR|1ASPD	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8CGEN|9DUR|aASPD
710	11315 52333	   	163.31	DCR|2DMG|1AART|2CDMG|1DUR|1ASPD	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|8DUR|9ERES|aASPD
711	11584 31314	   	163.30	DCR|2VULN|2DMG|3ZMB	167FEWX|29DMG|3MBVNT|47VULN|57aZMB|7BPWR|8RCR
712	24231 43511	   	163.28	DCR|3DMG|1AART|1VULN	1DMSP|2AART|369DMG|4FEWX|5LHND|7RCR|8LIT|aVULN
713	11571 82343	 * 	163.21	DCR|2DMG|1AART|3ASPD|1CDMG|1DUR	1FEWX|25DMG|3MBVNT|456ASPD|5BPWR|7RCR|8DUR|9CDMG|aAART
714	32413 43871	   	163.21	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1MGNLIT|2MBVNT|3DMG|4CDMG|5ASPD|6DLOT|7RCR|89VULN|aAART
715	11311 52131	   	163.18	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8CGEN|9MLV|aVULN
716	11311 52141	   	163.18	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8CGEN|9RMIN|aVULN
717	11311 52231	   	163.18	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8BELT|9VULN|aBEXP
718	11311 52233	   	163.18	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8BELT|9VULN|aLHND
719	11311 52234	   	163.18	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8aBELT|9VULN
720	11311 52235	   	163.18	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8BELT|9VULN|aLWND
721	24231 43613	   	163.18	DCR|3DMG|1AART|1VULN	1DMSP|2AART|36aDMG|4FEWX|5LHND|7RCR|8DUST|9VULN
722	21311 32341	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2ZMB|3LHND|4DMG|58VULN|6AART|7RCR|9DUR|aBELT
723	21311 32346	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2ZMB|3LHND|4DMG|58VULN|6AART|7RCR|9DUR|aMLV
724	21311 32543	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|2ZMB|3LHND|4DMG|5aVULN|6AART|7RCR|8CGEN|9ASPD
725	21311 32634	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2ZMB|3LHND|4DMG|5aVULN|6AART|7RCR|8FEWX|9DUR
726	51211 32243	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2DMG|3CGEN|4DMSP|5aVULN|6AART|7RCR|8ZMB|9ASPD
727	51221 32243	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2DMG|34CGEN|5aVULN|6AART|7RCR|8ZMB|9ASPD
728	54211 32243	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|23CGEN|4DMG|5aVULN|6AART|7RCR|8ZMB|9ASPD
729	54311 32243	   	163.17	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	13LHND|2CGEN|4DMG|5aVULN|6AART|7RCR|8ZMB|9ASPD
730	11335 52223	   	163.10	DCR|3AART|1VULN|1DMG|1ZMB|1ASPD	1FEWX|2DMG|359AART|4MLV|6VULN|7RCR|8ZMB|aASPD
731	21311 32213	   	163.08	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	1DMSP|28ZMB|3LHND|4DMG|5VULN|6AART|7RCR|9CDMG|aASPD
732	21311 32215	   	163.08	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1DMSP|28ZMB|3LHND|4DMG|5VULN|6AART|7RCR|9CDMG|aDUR
733	11315 52422	   	163.08	DCR|2DMG|1AART|2CDMG|2ASPD	1FEWX|25DMG|3AART|45CDMG|5BPWR|6RCVC|7RCR|89ASPD|aCGEN
734	11311 52232	   	163.08	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8BELT|9VULN|aDUST
735	11311 52236	   	163.08	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8BELT|9VULN|aVENICY
736	11311 52243	   	163.08	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8BELT|9DUST|aVULN
737	11311 52511	   	163.08	DCR|2DMG|1AART|1VULN|1CDMG	1FEWX|25DMG|3AART|4CDMG|6RCVC|7RCR|8DMSP|9DUST|aVULN
738	21311 32344	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2ZMB|3LHND|4DMG|58VULN|6AART|7RCR|9DUR|aDUST
739	21311 32345	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|2ZMB|3LHND|4DMG|58VULN|6AART|7RCR|9DUR|aERES
740	51161 32223	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1LHND|24DMG|3TLV|5VULN|6AART|7RCR|8ZMB|9LIT|aDUR
741	51161 32243	   	163.07	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LHND|24DMG|3TLV|5VULN|6AART|7RCR|8ZMB|9ASPD|aLWND
742	26311 32243	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DMSP|2ERES|3LHND|4DMG|5aVULN|6AART|7RCR|8ZMB|9ASPD
743	51111 32242	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1LHND|2DMG|3TLV|4DMSP|5aVULN|6AART|7RCR|8ZMB|9ASPD
744	51111 32463	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DMG|3TLV|4DMSP|59VULN|6AART|7RCR|8DUR|aZMB
745	51125 32334	   	163.07	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1LHND|2DMG|3TLV|4CGEN|5ZMB|6AART|7RCR|8aVULN|9DUR
746	13323 26552	   	163.06	DCR|4VULN|1AART|1ASPD	1FEWX|2RPLT|3RMIN|4AART|5689VULN|7RCR|aASPD
747	24251 31363	   	163.01	DCR|2VULN|2DMG|1AART	1DMSP|2AART|3aDMG|4MLV|5aCGEN|6LWND|7FEWX|8RCR|9aVULN|aBPWR
748	24115 21152	   	162.99	DCR|2DMG|1AART|1VULN|2CDMG	1DMSP|2AART|37BEXP|47DMG|57CDMG|6RPLT|7BPWR|8LHND|9RCR|aVULN
749	24225 21152	   	162.99	DCR|2DMG|1AART|1VULN|2CDMG	1DMSP|2AART|37DMG|47BEXP|57CDMG|6RPLT|7BPWR|8LHND|9RCR|aVULN
750	21311 32243	   	162.96	DCR|3ZMB|1AART|1VULN|1DMG|1DUR	1DMSP|28aZMB|3LHND|4DMG|5VULN|6AART|7RCR|9DUR
751	24111 43352	   	162.81	DCR|2VULN|2DMG|1AART	1DMSP|2AART|3BEXP|46DMG|5LHND|7aVULN|8RCR|9MLV
752	24111 43361	   	162.81	DCR|2VULN|2DMG|1AART	1DMSP|2AART|3BEXP|46DMG|5LHND|79VULN|8RCR|aFEWX
753	24111 63363	   	162.81	DCR|2VULN|2DMG|1AART	1DMSP|2AART|36BEXP|4aDMG|5LHND|79VULN|8RCR
754	24221 43352	   	162.81	DCR|2VULN|2DMG|1AART	1DMSP|2AART|36DMG|4BEXP|5LHND|7aVULN|8RCR|9MLV
755	24221 43361	   	162.81	DCR|2VULN|2DMG|1AART	1DMSP|2AART|36DMG|4BEXP|5LHND|79VULN|8RCR|aFEWX
756	24221 63363	   	162.81	DCR|2VULN|2DMG|1AART	1DMSP|2AART|3aDMG|46BEXP|5LHND|79VULN|8RCR
757	51211 32614	   	162.81	DCR|2VULN|2DMG|1AART	1LHND|2aDMG|3CGEN|4DMSP|59VULN|6AART|7RCR|8RPLT
758	51221 32614	   	162.81	DCR|2VULN|2DMG|1AART	1LHND|2aDMG|34CGEN|59VULN|6AART|7RCR|8RPLT
759	11332 32325	   	162.78	DCR|3VULN|1AART|1DMG	189FEWX|2DMG|3AART|48MLV|5LEGI|68aVULN|7RCR|8BPWR
760	11332 32364	   	162.78	DCR|3VULN|1AART|1DMG	18FEWX|2DMG|3AART|48MLV|5LEGI|68aVULN|7RCR|8BPWR|9LWND
761	11362 23414	   	162.77	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	17FEWX|2DMG|3AART|4BELT|57VULN|67LWND|7BPWR|8RCR|9DUR|aZMB
762	11311 33556	 * 	162.77	4VULN|3DMG|1AART|1CDMG	1FEWX|256DMG|3AART|4CDMG|789aVULN
763	11335 52324	   	162.75	DCR|3AART|2VULN|1DMG	1FEWX|2DMG|358AART|4MLV|6aVULN|7RCR|9CGEN
764	11351 16133	   	162.71	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	16FEWX|2aDMG|3AART|4VULN|5DUR|7DUST|8CDMG|9RCR
765	11311 15532	   	162.71	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	1FEWX|25DMG|3AART|4CDMG|6BEXP|7DUST|8VULN|9RCR|aASPD
766	51161 32612	   	162.71	DCR|2VULN|2DMG|1AART	1LHND|24DMG|3TLV|59VULN|6AART|7RCR|8RPLT|aFEWX
767	51161 32613	   	162.71	DCR|2VULN|2DMG|1AART	1LHND|24DMG|3TLV|59VULN|6AART|7RCR|8RPLT|aBEXP
768	24111 43312	   	162.71	DCR|2VULN|2DMG|1AART	1DMSP|2AART|3BEXP|46DMG|5LHND|7aVULN|8RCR|9TLV
769	24111 43362	   	162.71	DCR|2VULN|2DMG|1AART	1DMSP|2AART|3BEXP|46DMG|5LHND|79VULN|8RCR|aERES
770	24221 43312	   	162.71	DCR|2VULN|2DMG|1AART	1DMSP|2AART|36DMG|4BEXP|5LHND|7aVULN|8RCR|9TLV
771	24221 43362	   	162.71	DCR|2VULN|2DMG|1AART	1DMSP|2AART|36DMG|4BEXP|5LHND|79VULN|8RCR|aERES
772	26311 32614	   	162.71	DCR|2VULN|2DMG|1AART	1DMSP|2ERES|3LHND|4aDMG|59VULN|6AART|7RCR|8RPLT
773	32466 51233	   	162.71	DCR|2VULN|2DMG|1AART	18MGNLIT|2MBVNT|38DMG|4RPLT|58ERES|6AART|7RCR|8BPWR|9aVULN
774	51111 32614	   	162.71	DCR|2VULN|2DMG|1AART	1LHND|2aDMG|3TLV|4DMSP|59VULN|6AART|7RCR|8RPLT
775	24442 23123	   	162.70	ACR|3VULN|1AART|2ZMB	15DMSP|2AART|3RCR|47aVULN|6aZMB|8aMLV|9RCVC|aBPWR
776	11332 32344	   	162.68	DCR|3VULN|1AART|1DMG	18FEWX|2DMG|3AART|48MLV|5LEGI|68aVULN|7RCR|8BPWR|9DUST
777	11332 32356	   	162.68	DCR|3VULN|1AART|1DMG	18FEWX|2DMG|3AART|48MLV|5LEGI|68aVULN|7RCR|8BPWR|9TLV
778	11353 32362	   	162.68	DCR|3VULN|1AART|1DMG	1FEWX|2DMG|3AART|46aVULN|5RMIN|7RCR|8DMSP|9BEXP
779	11353 32553	   	162.68	DCR|3VULN|1AART|1DMG	1FEWX|2DMG|3AART|46aVULN|5RMIN|7RCR|8CGEN|9MLV
780	11353 32662	   	162.68	DCR|3VULN|1AART|1DMG	18FEWX|2DMG|3AART|46aVULN|5RMIN|7RCR|9BEXP
781	11355 22324	   	162.68	DCR|3DMG|1AART|1VULN	189FEWX|28aDMG|3AART|4VULN|5LWND|68ERES|7RCR|8BPWR
782	51131 32154	   	162.68	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1LHND|2DMG|3TLV|4RCVC|5VULN|6aAART|7RCR|8CDMG|9ASPD
783	51131 32313	   	162.68	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1LHND|2DMG|3TLV|4RCVC|5VULN|68AART|7RCR|9CDMG|aASPD
784	51131 32315	   	162.68	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1LHND|2DMG|3TLV|4RCVC|5VULN|68AART|7RCR|9CDMG|aDUR
785	24411 34281	   	162.65	ACR|2VULN|1AART|1DMG|1ZMB	1DMSP|2AART|3RCR|4MBVNT|5FEWX|67VULN|8ZMB|9DMG|aRCVC
786	11311 45631	   	162.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1FEWX|25DMG|3AART|4CDMG|6DUR|7aDUST|8VULN|9RCR
787	24421 33152	   	162.59	ACR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DMSP|2AART|3RCR|4LHND|5DUR|6VULN|7RCVC|8CDMG|9ASPD|aDMG
788	11353 22351	   	162.58	DCR|3VULN|1AART|1DMG	1FEWX|2DMG|3AART|49aVULN|5RMIN|6BEXP|7RCR|8LSRHEA
789	11354 32362	   	162.58	DCR|3VULN|1AART|1DMG	1FEWX|2DMG|3AART|46aVULN|5NUKE|7RCR|8DMSP|9BEXP
790	11356 32522	   	162.58	DCR|3VULN|1AART|1DMG	1FEWX|2DMG|3AART|46aVULN|5TLV|7RCR|8CGEN|9LIT
791	11356 32612	   	162.58	DCR|3VULN|1AART|1DMG	1FEWX|2DMG|3AART|46aVULN|5TLV|7RCR|8BEXP|9DMSP
792	11315 12235	   	162.57	DCR|2DMG|1AART|2CDMG|1ZMB|1DUR	1FEWX|25DMG|3AART|45CDMG|5BPWR|6BEXP|7DUR|8RCR|9MLV|aZMB
793	11315 12245	   	162.57	DCR|2DMG|1AART|2CDMG|1ZMB|1DUR	1FEWX|25DMG|3AART|45CDMG|5BPWR|6BEXP|7DUR|8RCR|9CGEN|aZMB
794	11331 62252	   	162.48	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	1FEWX|2DMG|3AART|4MLV|5DUR|6CDMG|7aZMB|8RCR|9VULN
795	11354 22351	   	162.48	DCR|3VULN|1AART|1DMG	1FEWX|2DMG|3AART|49aVULN|5NUKE|6BEXP|7RCR|8LSRHEA
796	11545 23453	   	162.45	DCR|2VULN|2DMG|1AART|1DUR	14FEWX|27DMG|3MBVNT|58VULN|6DUR|9RCR|aAART
797	12425 23453	   	162.45	DCR|2VULN|2DMG|1AART|1DUR	12FEWX|2BPWR|3MBVNT|47DMG|58VULN|6DUR|9RCR|aAART
798	22425 23453	   	162.45	DCR|2VULN|2DMG|1AART|1DUR	1DMSP|2BEXP|3MBVNT|47DMG|58VULN|6DUR|9RCR|aAART
799	23425 23453	   	162.45	DCR|2VULN|2DMG|1AART|1DUR	1DMSP|2FEWX|3MBVNT|47DMG|58VULN|6DUR|9RCR|aAART
800	24441 31322	   	162.42	ACR|2AART|2VULN|1CDMG|1DUR	1DMSP|28AART|3RCR|46VULN|5DUR|7LWND|9LIT|aCDMG
801	42511 32323	   	162.41	DCR|2AART|2VULN|1DMG|1DUR	12LWND|2BPWR|36VULN|49AART|5DUR|7MLV|8RCR|aDMG
802	42511 35323	   	162.41	DCR|2AART|2VULN|1DMG|1DUR	12LWND|2BPWR|36VULN|49AART|5DUR|7RMIN|8RCR|aDMG
803	11315 34631	   	162.32	DCR|3DMG|1AART|2CDMG|1ASPD	1FEWX|256DMG|3AART|45CDMG|5BPWR|7ASPD|8LIT|9CANHEL|aRCR
804	24441 31112	   	162.32	ACR|2AART|2VULN|1CDMG|1DUR	1DMSP|2aAART|3RCR|46VULN|5DUR|7LWND|8CDMG|9ERES
805	24441 31311	   	162.32	ACR|2AART|2VULN|1CDMG|1DUR	1DMSP|28AART|3RCR|46VULN|5DUR|7LWND|9CDMG|aMBVNT
806	13323 23452	 * 	162.31	DCR|3VULN|2AART|1CDMG	1FEWX|2RPLT|3RMIN|48AART|56aVULN|7CDMG|9RCR
807	24333 43333	   	162.28	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2AART|3RCVC|4LHND|5BEXP|6aDMG|7VULN|8RCR|9CDMG
808	24336 41333	   	162.28	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2AART|3RCVC|4LHND|5VULN|6aDMG|7FEWX|8RCR|9CDMG
809	24361 61333	   	162.28	DCR|2DMG|1AART|1VULN|1CDMG	1DMSP|2AART|3RCVC|4aDMG|5LHND|6VULN|7FEWX|8RCR|9CDMG
