0	Index      	 *	Score 	Summary	Detail	
1	21381 26234	 * 	194.09	DCR|3DMG|2VULN|1AART|2CDMG|1SELL	1aVULN|2MBVNT|3MLV|47aDMG|5aCDMG|6SELL|8RCR|9AART|aBPWR
668	31345 63474	   	166.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	15DUR|2MBVNT|3VULN|46AART|7RCR|8CGEN|9DMG|aCDMG
669	31441 28111	   	166.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|2MBVNT|3LWND|49AART|5VULN|6DMG|7RCR|8CDMG
670	32326 36411	   	166.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|2LHND|3VULN|4DUST|5CDMG|6RCR|7DMG|89AART
671	32513 36411	   	166.07	DCR|2AART|1VULN|1DMG|1CDMG|2DUR	1aDUR|2LHND|3DUST|4CDMG|5VULN|6RCR|7DMG|89AART
672	21742 25181	   	166.05	DCR|2VULN|2DMG|1AART|1DUR	17VULN|2MBVNT|3RPLT|4AART|57DMG|6RMIN|7BPWR|8ERES|9RCR|aDUR
673	21742 25514	 * 	166.03	3VULN|3DMG|2AART|2CDMG	17aVULN|2MBVNT|3RPLT|49AART|57aDMG|6RMIN|7aBPWR|8aCDMG
674	22116 16312	   	166.02	DCR|3VULN|1AART|1DMG|1DUR	148VULN|2LEGI|34LIT|4BPWR|5DMG|6LWND|7RCR|9AART|aDUR
675	21163 61442	   	166.01	DCR|3VULN|1AART|1DMG|2DUR	157VULN|2MBVNT|3LIT|47DUR|67CGEN|7BPWR|8DMG|9RCR|aAART
676	31123 61442	   	166.01	DCR|3VULN|1AART|1DMG|2DUR	17DUR|2MBVNT|3LIT|457VULN|67CGEN|7BPWR|8DMG|9RCR|aAART
677	21762 32127	   	166.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	16VULN|2MBVNT|3RPLT|4CDMG|5RCR|7MLV|8ZMB|9AART|aDMG
678	33133 34232	   	165.99	ACR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUR|2BEXP|3LIT|4RCR|5aVULN|6AART|7CDMG|8SELL|9DMG
679	12315 12515	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	1DUST|2LHND|368VULN|4CDMG|5AART|7RCR|9RMIN|aZMB
680	12315 12535	   	165.97	DCR|3VULN|1AART|1CDMG|1ZMB	1DUST|2LHND|368VULN|4CDMG|5AART|7RCR|9CGEN|aZMB
681	31342 32127	   	165.95	DCR|4VULN|1AART|2DUR	17DUR|2MBVNT|369aVULN|4AART|56LHND|6BPWR|8RCR
682	31343 32127	   	165.95	DCR|4VULN|1AART|2DUR	17DUR|2MBVNT|369aVULN|4AART|56FEWX|6BPWR|8RCR
683	31441 32127	   	165.95	DCR|4VULN|1AART|2DUR	17DUR|2MBVNT|36LWND|4AART|569aVULN|6BPWR|8RCR
684	21126 45417	   	165.92	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	17VULN|2MBVNT|3LIT|4AART|57LWND|67ZMB|7BPWR|8RCR|9DUR|aDMG
685	21126 45431	   	165.92	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	17VULN|2MBVNT|3LIT|4AART|57LWND|67ZMB|7BPWR|8RCR|9DMG|aDUR
686	22116 36362	   	165.92	DCR|3VULN|1AART|1DMG|1DUR	148VULN|2LEGI|34LIT|4BPWR|5DMG|6DUST|7RCR|9AART|aDUR
687	33133 62364	   	165.87	ACR|4VULN|1AART|2DUR	16DUR|2BEXP|3LIT|4RCR|568aVULN|6BPWR|7CGEN|9AART
688	12313 52521	   	165.81	DCR|3VULN|2AART|1CDMG	1DUST|2LHND|358VULN|4CDMG|69AART|7RCR|aRPLT
689	12313 52525	   	165.81	DCR|3VULN|2AART|1CDMG	1DUST|2LHND|358VULN|4CDMG|69AART|7RCR|aLIT
690	16313 52521	   	165.81	DCR|3VULN|2AART|1CDMG	1DUST|2LWND|358VULN|4CDMG|69AART|7RCR|aRPLT
691	31441 88336	   	165.75	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	17DUR|2MBVNT|37LWND|4AART|57VULN|6RCR|7BPWR|8CGEN|9CDMG|aZMB
692	11313 68245	   	165.74	DCR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUST|2MBVNT|35aVULN|4CDMG|6AART|7ASPD|8RCR|9DUR
693	23414 16232	   	165.74	ACR|4VULN|1AART|1ZMB	167aVULN|2CGEN|3AART|4RPLT|5RCR|8ZMB|9RCVC
694	43511 34312	   	165.73	ACR|2VULN|2AART|1DMG|2DUR	1CGEN|2MLV|39DUR|4DMG|5RCR|67VULN|8aAART
695	43511 35312	   	165.73	ACR|2DMG|2AART|1VULN|2DUR	1CGEN|2MLV|39DUR|47DMG|5RCR|6VULN|8aAART
696	22513 52521	   	165.71	DCR|3VULN|2AART|1CDMG	158VULN|2LEGI|3DUST|4CDMG|69AART|7RCR|aRPLT
697	12313 52522	   	165.71	DCR|3VULN|2AART|1CDMG	1DUST|2LHND|358VULN|4CDMG|69AART|7RCR|aBASHEA
698	12313 52523	   	165.71	DCR|3VULN|2AART|1CDMG	1DUST|2LHND|358VULN|4CDMG|69AART|7RCR|aVENICY
699	16313 52522	   	165.71	DCR|3VULN|2AART|1CDMG	1DUST|2LWND|358VULN|4CDMG|69AART|7RCR|aBASHEA
700	16313 52523	   	165.71	DCR|3VULN|2AART|1CDMG	1DUST|2LWND|358VULN|4CDMG|69AART|7RCR|aVENICY
701	21413 44217	   	165.71	DCR|3VULN|1AART|2CDMG|2DUR	158VULN|2MBVNT|36DUR|46CDMG|6BPWR|7BASICY|9RCR|aAART
702	31313 44817	   	165.71	DCR|3VULN|1AART|2CDMG|2DUR	18DUR|2MBVNT|356VULN|46CDMG|6BPWR|7BASICY|9RCR|aAART
703	23362 15216	   	165.70	ACR|2VULN|2AART|1DMG|1ZMB	14VULN|239CGEN|5RCR|67AART|8ZMB|aDMG
704	23362 15226	   	165.70	ACR|2VULN|2AART|1DMG|1ZMB	14VULN|23CGEN|5RCR|67AART|8ZMB|9MLV|aDMG
705	23362 16225	   	165.70	ACR|2VULN|2AART|1DMG|1ZMB	14VULN|23CGEN|5RCR|69AART|7RMIN|8ZMB|aDMG
706	54133 33113	   	165.69	DCR|2DMG|1AART|1VULN|2CDMG	1LEGI|25DMG|38CDMG|4LHND|6RCR|7CGEN|9AART|aVULN
707	31441 88136	   	165.65	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	17DUR|2MBVNT|37LWND|4AART|57VULN|6RCR|7BPWR|8ERES|9CDMG|aZMB
708	23414 13151	   	165.64	ACR|4VULN|1AART|1ZMB	169aVULN|2CGEN|3AART|4RPLT|5RCR|7ZMB|8ERES
709	23414 16221	   	165.64	ACR|4VULN|1AART|1ZMB	167aVULN|2CGEN|3AART|4RPLT|5RCR|8ZMB|9ERES
710	23414 11411	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2aCGEN|3AART|4RPLT|5RCR|7DMG|8CDMG|9DUR
711	23414 11412	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	16VULN|2CGEN|3AART|4RPLT|5RCR|7DMG|8CDMG|9DUR|aDMSP
712	23414 11421	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	16VULN|2aCGEN|3AART|4RPLT|5RCR|7DMG|8CDMG|9ASPD
713	23414 11423	   	165.63	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	16VULN|2CGEN|3AART|4RPLT|5RCR|7DMG|8CDMG|9ASPD|aFEWX
714	41111 54312	   	165.63	ACR|2VULN|2AART|1DMG|2DUR	1CGEN|2ERES|37VULN|4DMG|5RCR|69DUR|8aAART
715	41111 55312	   	165.63	ACR|2DMG|2AART|1VULN|2DUR	1CGEN|2ERES|3VULN|47DMG|5RCR|69DUR|8aAART
716	22513 52522	   	165.61	DCR|3VULN|2AART|1CDMG	158VULN|2LEGI|3DUST|4CDMG|69AART|7RCR|aBASHEA
717	22513 52523	   	165.61	DCR|3VULN|2AART|1CDMG	158VULN|2LEGI|3DUST|4CDMG|69AART|7RCR|aVENICY
718	23362 15236	   	165.60	ACR|2VULN|2AART|1DMG|1ZMB	14VULN|23CGEN|5RCR|67AART|8ZMB|9TLV|aDMG
719	21762 12345	   	165.59	ACR|3VULN|1DMG|2CDMG|2DUR	18aVULN|2MBVNT|3RPLT|4aCDMG|5RCR|6DMG|7BEXP|9aDUR|aBPWR
720	21762 31245	   	165.59	ACR|3VULN|1DMG|2CDMG|2DUR	16aVULN|2MBVNT|3RPLT|4aCDMG|5RCR|7FEWX|8DMG|9aDUR|aBPWR
721	31441 84536	   	165.55	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	18DUR|2MBVNT|3LWND|4AART|58VULN|6RCR|78TLV|8BPWR|9CDMG|aZMB
722	21442 28423	   	165.50	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1VULN|2MBVNT|39DUR|4AART|5LHND|68DMG|7RCR|aASPD
723	31342 28423	   	165.50	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	19DUR|2MBVNT|3VULN|4AART|5LHND|68DMG|7RCR|aASPD
724	31441 28423	   	165.50	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	19DUR|2MBVNT|3LWND|4AART|5VULN|68DMG|7RCR|aASPD
725	21744 11574	   	165.48	3VULN|3DMG|1AART|2CDMG|1ZMB	16aVULN|2MBVNT|3RPLT|4AART|5ZMB|79aDMG|8aCDMG|aBPWR
726	21762 14317	   	165.40	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	18VULN|2MBVNT|3RPLT|4CDMG|5RCR|6DMG|7LWND|9ZMB|aAART
727	12313 52515	   	165.37	DCR|3VULN|1AART|1CDMG|1ZMB	1DUST|2LHND|358VULN|4CDMG|6AART|7RCR|9RMIN|aZMB
728	12313 52535	   	165.37	DCR|3VULN|1AART|1CDMG|1ZMB	1DUST|2LHND|358VULN|4CDMG|6AART|7RCR|9CGEN|aZMB
729	13313 52515	   	165.37	DCR|3VULN|1AART|1CDMG|1ZMB	1DUST|2BEXP|358VULN|4CDMG|6AART|7RCR|9RMIN|aZMB
730	21442 87427	   	165.36	DCR|4VULN|1AART|1DUR	179aVULN|2MBVNT|3DUR|4AART|5LHND|6RCR|8DMSP
731	31342 87427	   	165.36	DCR|4VULN|1AART|1DUR	1DUR|2MBVNT|379aVULN|4AART|5LHND|6RCR|8DMSP
732	31441 87427	   	165.36	DCR|4VULN|1AART|1DUR	1DUR|2MBVNT|3LWND|4AART|579aVULN|6RCR|8DMSP
733	63515 13322	   	165.34	DCR|2AART|1VULN|1DMG|2ASPD|1ZMB	19ASPD|2MLV|3aAART|4TLV|5VULN|6DMG|7RCR|8ZMB
734	63525 13322	   	165.31	DCR|2AART|2VULN|1DMG|1ASPD	1ASPD|2MLV|3aAART|4ERES|59VULN|6DMG|7RCR|8BEXP
735	23465 13212	   	165.31	DCR|2AART|2VULN|1DMG|1DUR	15VULN|2CGEN|3aAART|4LHND|6DMG|7RCR|8ERES|9DUR
736	23414 16133	   	165.29	ACR|3VULN|1AART|1CDMG|1ZMB	167VULN|2CGEN|3AART|4RPLT|5RCR|8LIT|9ZMB|aCDMG
737	43511 34322	   	165.28	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1CGEN|2MLV|3aDUR|4DMG|5RCR|67VULN|8AART|9ZMB
738	43511 35322	   	165.28	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1CGEN|2MLV|3aDUR|47DMG|5RCR|6VULN|8AART|9ZMB
739	31812 78441	 * 	165.27	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|2DUR	14DUR|2MBVNT|3RMIN|5CDMG|6FLTHEA|7RCR|8VULN|9AART|aDMG
740	23423 52212	   	165.25	DCR|2AART|2VULN|1DMG|1ASPD|1DUR	15VULN|25CGEN|37AART|4DMSP|5BPWR|6DMG|8ASPD|9DUR|aRCR
741	21124 35851	   	165.24	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	19VULN|2MBVNT|3LIT|48AART|5ASPD|6CDMG|7RCR|aDUR
742	24312 16225	 * 	165.22	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	1VULN|2BEXP|3MLV|4DUR|5aZMB|68DMG|7RCR|9AART
743	61515 13322	   	165.21	DCR|2AART|2VULN|1DMG|1ASPD	1ASPD|2ERES|3aAART|4TLV|59VULN|6DMG|7RCR|8BEXP
744	23414 13152	   	165.19	ACR|3VULN|1AART|1CDMG|1ZMB	169VULN|2CGEN|3AART|4RPLT|5RCR|7ZMB|8ERES|aCDMG
745	23414 16222	   	165.19	ACR|3VULN|1AART|1CDMG|1ZMB	167VULN|2CGEN|3AART|4RPLT|5RCR|8ZMB|9ERES|aCDMG
746	41111 54322	   	165.18	ACR|2VULN|1AART|1DMG|2DUR|1ZMB	1CGEN|2ERES|37VULN|4DMG|5RCR|6aDUR|8AART|9ZMB
747	41111 55322	   	165.18	ACR|2DMG|1AART|1VULN|2DUR|1ZMB	1CGEN|2ERES|3VULN|47DMG|5RCR|6aDUR|8AART|9ZMB
748	12332 56122	   	165.18	DCR|2VULN|2AART|1DMG|1ZMB	1DUST|2LHND|39VULN|4DMG|5ZMB|6aAART|7DMSP|8RCR
749	12332 56162	   	165.18	DCR|2DMG|2AART|1VULN|1ZMB	1DUST|2LHND|3VULN|49DMG|5ZMB|6aAART|7DMSP|8RCR
750	16332 56122	   	165.18	DCR|2VULN|2AART|1DMG|1ZMB	1DUST|2LWND|39VULN|4DMG|5ZMB|6aAART|7DMSP|8RCR
751	62621 23212	   	165.13	DCR|2VULN|2DMG|1CDMG|2DUR|1ASPD	1ASPD|2BASHEA|37DUR|48VULN|5aDMG|6CDMG|9RCR
752	41111 54132	   	165.13	ACR|2VULN|2AART|1DMG|2DUR	18CGEN|28ERES|37VULN|4DMG|5RCR|68DUR|8BPWR|9aAART
753	41111 55132	   	165.13	ACR|2DMG|2AART|1VULN|2DUR	18CGEN|28ERES|3VULN|47DMG|5RCR|68DUR|8BPWR|9aAART
754	24212 16225	   	165.12	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	1VULN|2BEXP|3TLV|4DUR|5aZMB|68DMG|7RCR|9AART
755	33352 16225	   	165.12	DCR|2DMG|1AART|1VULN|2ZMB|1DUR	1DUR|2BEXP|3VULN|4TLV|5aZMB|68DMG|7RCR|9AART
756	21124 22481	 * 	165.11	DCR|2AART|2VULN|2ASPD|1CDMG	18VULN|2MBVNT|3LIT|4aAART|58ASPD|68BEXP|7RCR|8BPWR|9CDMG
757	21442 21816	   	165.11	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	18VULN|2MBVNT|38DUR|4AART|5LHND|6DMG|78ASPD|8BPWR|9RMIN|aRCR
758	31342 21816	   	165.11	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	18DUR|2MBVNT|38VULN|4AART|5LHND|6DMG|78ASPD|8BPWR|9RMIN|aRCR
759	31441 61826	   	165.11	DCR|2VULN|1AART|1DMG|2ASPD|2DUR	18DUR|2MBVNT|3LWND|4AART|58VULN|6RMIN|78ASPD|8BPWR|9DMG|aRCR
760	23413 21652	   	165.08	DCR|3VULN|1AART|1DMG	19aVULN|25CGEN|3AART|4RPLT|6RCR|7DMG|8DMSP
761	23413 26332	   	165.08	DCR|3VULN|1AART|1DMG	17aVULN|25CGEN|3AART|4RPLT|6RCR|8DMG|9RCVC
762	23413 26342	   	165.08	DCR|3VULN|1AART|1DMG	17aVULN|25CGEN|3AART|49RPLT|6RCR|8DMG
763	23413 26351	   	165.08	DCR|3VULN|1AART|1DMG	179VULN|25CGEN|3AART|4aRPLT|6RCR|8DMG
764	23413 26353	   	165.08	DCR|3VULN|1AART|1DMG	179VULN|25CGEN|3AART|4RPLT|6RCR|8DMG|aLWND
765	22532 56122	   	165.08	DCR|2VULN|2AART|1DMG|1ZMB	19VULN|2LEGI|3DUST|4DMG|5ZMB|6aAART|7DMSP|8RCR
766	31441 88334	 * 	165.08	DCR|2VULN|1AART|2CDMG|3DUR	17aDUR|2MBVNT|37aLWND|4AART|57VULN|6RCR|7aBPWR|8CGEN|9aCDMG
767	21743 17281	   	165.07	DCR|4VULN|2AART	167aVULN|2MBVNT|3RPLT|49AART|5MLV|8RCR
768	11128 42481	 * 	165.02	DCR|2VULN|2AART|2ZMB|1CDMG	18DUST|2MBVNT|3LIT|48VULN|58ZMB|6aAART|7RCR|8BPWR|9CDMG
769	23413 21151	   	164.98	DCR|3VULN|1AART|1DMG	19aVULN|25CGEN|3AART|4RPLT|6RCR|7DMG|8ERES
770	23413 26321	   	164.98	DCR|3VULN|1AART|1DMG	17aVULN|25CGEN|3AART|4RPLT|6RCR|8DMG|9ERES
771	31342 88723	 * 	164.98	DCR|2VULN|1AART|1DMG|3DUR	17aDUR|2MBVNT|37VULN|4AART|57LHND|6RCR|7BPWR|8BEXP|9DMG
772	31441 88134	   	164.98	DCR|2VULN|1AART|2CDMG|3DUR	17aDUR|2MBVNT|37aLWND|4AART|57VULN|6RCR|7aBPWR|8ERES|9aCDMG
773	31441 88723	   	164.98	DCR|2VULN|1AART|1DMG|3DUR	17aDUR|2MBVNT|37LWND|4AART|57VULN|6RCR|7BPWR|8BEXP|9DMG
774	21442 88723	   	164.98	DCR|2VULN|1AART|1DMG|3DUR	17VULN|2MBVNT|37aDUR|4AART|57LHND|6RCR|7BPWR|8BEXP|9DMG
775	23422 13163	   	164.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2CGEN|3AART|4DMSP|5BEXP|69DMG|7RCR|8ZMB|aDUR
776	23465 13111	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2aCGEN|3AART|4LHND|6DMG|7RCR|8ZMB|9DUR
777	23465 13121	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2aCGEN|3AART|4LHND|6DMG|7RCR|8ZMB|9ASPD
778	23465 13123	   	164.97	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	15VULN|2CGEN|3AART|4LHND|6DMG|7RCR|8ZMB|9ASPD|aFEWX
779	23421 13116	   	164.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2CGEN|3AART|4DMSP|5LWND|6aDMG|7RCR|8ZMB|9DUR
780	23463 13116	   	164.97	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1VULN|2CGEN|3AART|45LHND|6aDMG|7RCR|8ZMB|9DUR
781	21413 34212	   	164.97	DCR|4VULN|1DMG|1CDMG|1DUR	1568VULN|2MBVNT|3DUR|4CDMG|7BASICY|9RCR|aDMG
782	31313 34212	   	164.97	DCR|4VULN|1DMG|1CDMG|1DUR	1DUR|2MBVNT|3568VULN|4CDMG|7BASICY|9RCR|aDMG
783	31343 35124	   	164.94	DCR|3VULN|2AART|1DUR|1ASPD	1DUR|2MBVNT|369VULN|47AART|56FEWX|6BPWR|8RCR|aASPD
784	31441 87335	   	164.91	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2MBVNT|3LWND|4AART|57aVULN|6RCR|8CGEN|9CDMG
785	32311 36324	   	164.90	DCR|3VULN|1AART|1CDMG|2DUR	1aDUR|2LHND|368VULN|4CDMG|5RPLT|7RCR|9AART
786	33311 36324	   	164.90	DCR|3VULN|1AART|1CDMG|2DUR	1aDUR|2BEXP|368VULN|4CDMG|5RPLT|7RCR|9AART
787	36311 36324	   	164.90	DCR|3VULN|1AART|1CDMG|2DUR	1aDUR|2LWND|368VULN|4CDMG|5RPLT|7RCR|9AART
788	11128 42444	 * 	164.90	DCR|2VULN|2AART|3ZMB	18DUST|2MBVNT|3LIT|48VULN|58aZMB|69AART|7RCR|8BPWR
789	31441 84534	   	164.88	DCR|2VULN|1AART|2CDMG|3DUR	18aDUR|2MBVNT|3aLWND|4AART|58VULN|6RCR|78TLV|8aBPWR|9aCDMG
790	63515 13333	   	164.87	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ASPD|2MLV|3AART|4TLV|5VULN|6aDMG|7RCR|8ZMB|9BEXP
791	23465 13113	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	15VULN|2CGEN|3AART|4LHND|6DMG|7RCR|8ZMB|9DUR|aAIRHEA
792	61531 13133	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2ERES|3AART|45VULN|6FEWX|7RCR|8ZMB|9BEXP|aDMG
793	33133 35242	   	164.82	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	19DUR|2BEXP|3LIT|4RCR|5aVULN|6AART|7ASPD|8DMG
794	33133 35516	   	164.82	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	19DUR|2BEXP|3LIT|4RCR|58VULN|6AART|7ASPD|aDMG
795	33133 35531	   	164.82	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1aDUR|2BEXP|3LIT|4RCR|58VULN|6AART|7ASPD|9DMG
796	32315 51513	   	164.81	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1DUR|2LHND|3VULN|4CDMG|59AART|6BEXP|7DMG|8RCR|aASPD
797	21124 52782	   	164.81	DCR|2AART|2VULN|2CDMG|1ASPD	1aVULN|2MBVNT|3aLIT|48AART|5ASPD|6LWND|7RCR|9aCDMG|aBPWR
798	21442 84145	   	164.81	DCR|3VULN|1AART|1CDMG|1DUR	19aVULN|2MBVNT|3DUR|4AART|5LHND|6RCR|7TLV|8CDMG
799	21443 84155	   	164.81	DCR|3VULN|1AART|1CDMG|1DUR	19aVULN|2MBVNT|3DUR|4AART|5FEWX|6RCR|7TLV|8CDMG
800	31342 84145	   	164.81	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2MBVNT|39aVULN|4AART|5LHND|6RCR|7TLV|8CDMG
801	31343 84155	   	164.81	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2MBVNT|39aVULN|4AART|5FEWX|6RCR|7TLV|8CDMG
802	31441 84145	   	164.81	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2MBVNT|3LWND|4AART|59aVULN|6RCR|7TLV|8CDMG
803	31441 87135	   	164.81	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2MBVNT|3LWND|4AART|57aVULN|6RCR|8ERES|9CDMG
804	21411 34324	   	164.80	DCR|3VULN|1AART|1CDMG|2DUR	168VULN|2MBVNT|3aDUR|4CDMG|5RPLT|7RCR|9AART
805	21764 84324	   	164.80	DCR|3VULN|1AART|1CDMG|2DUR	158VULN|2MBVNT|3RPLT|4CDMG|6aDUR|7RCR|9AART
806	21768 34324	   	164.80	DCR|3VULN|1AART|1CDMG|2DUR	168VULN|2MBVNT|3RPLT|4CDMG|5aDUR|7RCR|9AART
807	31311 34324	   	164.80	DCR|3VULN|1AART|1CDMG|2DUR	1aDUR|2MBVNT|368VULN|4CDMG|5RPLT|7RCR|9AART
808	31763 34324	   	164.80	DCR|3VULN|1AART|1CDMG|2DUR	1aDUR|2MBVNT|3RPLT|4CDMG|568VULN|7RCR|9AART
809	21762 11311	   	164.79	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	18aVULN|2MBVNT|3RPLT|4CDMG|5RCR|6DMG|7DUR|9ZMB
810	21762 38211	   	164.79	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	16aVULN|2MBVNT|3RPLT|4CDMG|5RCR|7DUR|8DMG|9ZMB
811	31762 36311	   	164.79	ACR|3VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2MBVNT|3RPLT|4CDMG|5RCR|68aVULN|7DMG|9ZMB
812	22652 51322	   	164.76	DCR|3VULN|2CDMG|2ZMB|2DUR	189VULN|2LEGI|3RPLT|4aCDMG|59ZMB|6RCR|79DUR|9BPWR
813	32315 12626	   	164.74	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	1DUR|2LHND|36VULN|4CDMG|59AART|7RCR|8RCVC|aASPD
814	32315 62513	   	164.74	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	1DUR|2LHND|38VULN|4CDMG|56AART|7RCR|9RMIN|aASPD
815	32315 62533	   	164.74	DCR|2AART|2VULN|1CDMG|1ASPD|1DUR	1DUR|2LHND|38VULN|4CDMG|56AART|7RCR|9CGEN|aASPD
816	21442 28464	   	164.71	DCR|2AART|2DMG|1VULN|1DUR	1VULN|2MBVNT|3DUR|4aAART|5LHND|68DMG|7RCR|9FEWX
817	31342 28464	   	164.71	DCR|2AART|2DMG|1VULN|1DUR	1DUR|2MBVNT|3VULN|4aAART|5LHND|68DMG|7RCR|9FEWX
818	31441 28464	   	164.71	DCR|2AART|2DMG|1VULN|1DUR	1DUR|2MBVNT|3LWND|4aAART|5VULN|68DMG|7RCR|9FEWX
819	21124 22632	   	164.71	DCR|2AART|2VULN|1DMG|1ASPD	18VULN|2MBVNT|3LIT|4aAART|5ASPD|6BEXP|7RCR|9DMG
820	21124 22647	   	164.71	DCR|2AART|2VULN|1DMG|1ASPD	18VULN|2MBVNT|3LIT|49AART|5ASPD|6BEXP|7RCR|aDMG
821	21124 42632	   	164.71	DCR|2AART|2VULN|1DMG|1ASPD	18VULN|2MBVNT|3LIT|4aAART|5ASPD|6FEWX|7RCR|9DMG
822	21124 42647	   	164.71	DCR|2AART|2VULN|1DMG|1ASPD	18VULN|2MBVNT|3LIT|49AART|5ASPD|6FEWX|7RCR|aDMG
823	21124 22733	   	164.71	DCR|2AART|2VULN|1DMG|1ASPD	1aVULN|2MBVNT|3LIT|48AART|5ASPD|6BEXP|7RCR|9DMG
824	21124 42733	   	164.71	DCR|2AART|2VULN|1DMG|1ASPD	1aVULN|2MBVNT|3LIT|48AART|5ASPD|6FEWX|7RCR|9DMG
825	61535 23133	 * 	164.68	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD|1DUR	19ASPD|259ERES|3AART|4VULN|6DUR|7RCR|89ZMB|9BPWR|aDMG
826	21124 55417	   	164.61	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	17VULN|2MBVNT|3LIT|4AART|57ASPD|67LWND|7BPWR|8RCR|9DUR|aDMG
827	21124 55431	   	164.61	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	17VULN|2MBVNT|3LIT|4AART|57ASPD|67LWND|7BPWR|8RCR|9DMG|aDUR
828	21743 17282	   	164.61	DCR|3VULN|2AART|1CDMG	167VULN|2MBVNT|3RPLT|49AART|5MLV|8RCR|aCDMG
829	21762 14335	   	164.53	ACR|3VULN|2DMG|1CDMG	18aVULN|2MBVNT|3RPLT|4CDMG|5RCR|6aDMG|7aLWND|9LEGI|aBPWR
830	21742 28372	   	164.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	19VULN|2MBVNT|3RPLT|4AART|5DMG|6RMIN|7DUR|8RCR|aCDMG
831	23421 13265	   	164.51	DCR|2VULN|2DMG|1AART	1aVULN|2CGEN|3AART|4DMSP|5LWND|69DMG|7RCR|8ERES
832	23422 13265	   	164.51	DCR|2VULN|2DMG|1AART	1aVULN|2CGEN|3AART|4DMSP|5BEXP|69DMG|7RCR|8ERES
833	21442 28453	   	164.47	DCR|2AART|2DMG|1VULN|1DUR|1SELL	1VULN|2MBVNT|3DUR|4aAART|5LHND|68DMG|7RCR|9SELL
834	31342 28453	   	164.47	DCR|2AART|2DMG|1VULN|1DUR|1SELL	1DUR|2MBVNT|3VULN|4aAART|5LHND|68DMG|7RCR|9SELL
835	31441 28453	   	164.47	DCR|2AART|2DMG|1VULN|1DUR|1SELL	1DUR|2MBVNT|3LWND|4aAART|5VULN|68DMG|7RCR|9SELL
