0	Index      	 *	Score 	Summary	Detail	
1	21112 16334	 * 	202.73	ACR|3VULN|3DMG|2CDMG|1DUR|1ASPD|1SELL	18CDMG|2DUR|38aDMG|4RCR|568VULN|7SELL|8BPWR|9ASPD
659	22112 35264	   	173.87	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|25VULN|379DMG|4RCR|6ASPD|8CGEN|aRMIN
660	22112 35653	   	173.87	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|25aVULN|37DMG|4RCR|6ASPD|8LHND|9FEWX
661	22112 35663	   	173.87	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|25aVULN|37DMG|4RCR|6ASPD|8LHND|9LWND
662	22114 31146	   	173.87	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|2aVULN|389DMG|4RCR|5LHND|6ASPD|7LIT
663	22115 31146	   	173.87	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|2aVULN|389DMG|4RCR|5FEWX|6ASPD|7LIT
664	26112 31146	   	173.87	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|2LWND|389DMG|4RCR|5aVULN|6ASPD|7LIT
665	22151 31223	   	173.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|24VULN|3DMG|5LWND|6ASPD|7AART|8RCR|9FEWX|aZMB
666	22151 31231	   	173.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|24VULN|3DMG|5LWND|6ASPD|7AART|8RCR|9ZMB|aLHND
667	22151 31233	   	173.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|24VULN|3DMG|5LWND|6ASPD|7AART|8RCR|9ZMB|aBELT
668	22562 31231	   	173.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|25VULN|3aLHND|4DMG|6ASPD|7AART|8RCR|9ZMB
669	26152 31223	   	173.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2LWND|3DMG|45VULN|6ASPD|7AART|8RCR|9FEWX|aZMB
670	26152 31231	   	173.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2LWND|3DMG|45VULN|6ASPD|7AART|8RCR|9ZMB|aLHND
671	26152 31233	   	173.82	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2LWND|3DMG|45VULN|6ASPD|7AART|8RCR|9ZMB|aBELT
672	22415 12438	 * 	173.78	ACR|5VULN|1DMG|1CDMG	1CDMG|2679aVULN|3LIT|4MBVNT|5RCR|8DMG
673	22112 34622	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|258VULN|3aDMG|4RCR|6ASPD|7BEXP|9DUST
674	22112 36132	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|257VULN|3aDMG|4RCR|6ASPD|8ERES|9LWND
675	22112 36161	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|257VULN|39DMG|4RCR|6ASPD|8ERES|aBEXP
676	22112 36164	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|257VULN|39DMG|4RCR|6ASPD|8ERES|aCGEN
677	22112 36165	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|257VULN|39DMG|4RCR|6ASPD|8ERES|aLHND
678	22112 36262	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|257VULN|39DMG|4RCR|6ASPD|8CGEN|aCANHEL
679	22112 36552	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|257VULN|3aDMG|4RCR|6ASPD|8DUST|9FEWX
680	22112 36562	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|257VULN|3aDMG|4RCR|6ASPD|8DUST|9LWND
681	22112 36622	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|257VULN|3aDMG|4RCR|6ASPD|8LHND|9DUST
682	22112 43532	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|258VULN|3aDMG|4RCR|6ERES|7ASPD|9LWND
683	22112 43561	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|258VULN|39DMG|4RCR|6ERES|7ASPD|aBEXP
684	22312 35532	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|258VULN|3ERES|4RCR|6ASPD|7aDMG|9LWND
685	22312 35561	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|258VULN|3ERES|4RCR|6ASPD|79DMG|aBEXP
686	21112 14424	   	173.77	ACR|3VULN|2DMG|1CDMG|1DUR	1CDMG|2DUR|39DMG|4RCR|56aVULN|7ERES|8RPLT
687	21312 15424	   	173.77	ACR|3VULN|2DMG|1CDMG|1DUR	1CDMG|2DUR|3ERES|4RCR|56aVULN|79DMG|8RPLT
688	22112 35132	   	173.77	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|25VULN|37aDMG|4RCR|6ASPD|8ERES|9LWND
689	22112 35162	   	173.77	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|25VULN|379DMG|4RCR|6ASPD|8ERES|aLWND
690	22112 35163	   	173.77	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|25VULN|379DMG|4RCR|6ASPD|8ERES|aLHND
691	22112 35164	   	173.77	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|25VULN|379DMG|4RCR|6ASPD|8ERES|aRMIN
692	22112 35266	   	173.77	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|25VULN|379DMG|4RCR|6ASPD|8CGEN|aTLV
693	22112 35552	   	173.77	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|25VULN|37aDMG|4RCR|6ASPD|8DUST|9FEWX
694	22112 35562	   	173.77	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|25VULN|37aDMG|4RCR|6ASPD|8DUST|9LWND
695	22112 35622	   	173.77	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|25VULN|37aDMG|4RCR|6ASPD|8LHND|9DUST
696	22114 12322	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|267VULN|3aDMG|4RCR|5LHND|8ASPD|9DUST
697	22114 36622	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|278VULN|3aDMG|4RCR|5LHND|6ASPD|9DUST
698	22115 36622	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|278VULN|3aDMG|4RCR|5FEWX|6ASPD|9DUST
699	22116 31146	   	173.77	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|2aVULN|389DMG|4RCR|5DUST|6ASPD|7LIT
700	25612 12622	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|2ASPD|358VULN|4RCR|6FEWX|7aDMG|9DUST
701	26112 36622	   	173.77	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|2LWND|3aDMG|4RCR|578VULN|6ASPD|9DUST
702	22112 11311	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|25aVULN|3DMG|4RCR|679FEWX|8AART
703	22112 11352	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|25aVULN|3DMG|4RCR|67FEWX|8AART|9RPLT
704	22112 11361	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|259VULN|3DMG|4RCR|67FEWX|8AART|aMLV
705	22112 11363	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|259VULN|3DMG|4RCR|67FEWX|8AART|aLIT
706	22112 11364	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|259VULN|3DMG|4RCR|67FEWX|8AART|aLHND
707	22112 11366	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|259VULN|3DMG|4RCR|67FEWX|8AART|aDMSP
708	22112 62311	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9FEWX|aLHND
709	22112 62343	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9aCGEN
710	22112 62351	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9RPLT|aLHND
711	22112 62356	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9RPLT|aCGEN
712	22115 11311	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|26aVULN|3DMG|4RCR|579FEWX|8AART
713	22115 11352	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|26aVULN|3DMG|4RCR|57FEWX|8AART|9RPLT
714	22115 11361	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|269VULN|3DMG|4RCR|57FEWX|8AART|aMLV
715	22115 11363	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|269VULN|3DMG|4RCR|57FEWX|8AART|aLIT
716	22115 11364	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|269VULN|3DMG|4RCR|57FEWX|8AART|aLHND
717	22115 11366	   	173.75	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|269VULN|3DMG|4RCR|57FEWX|8AART|aDMSP
718	22151 31234	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|24VULN|3DMG|5LWND|6ASPD|7AART|8RCR|9ZMB|aAIRHEL
719	22151 31235	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|24VULN|3DMG|5LWND|6ASPD|7AART|8RCR|9ZMB|aLSRHEA
720	22562 31232	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|25VULN|3LHND|4DMG|6ASPD|7AART|8RCR|9ZMB|aERES
721	22562 31234	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|25VULN|3LHND|4DMG|6ASPD|7AART|8RCR|9ZMB|aAIRHEL
722	22562 31235	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|25VULN|3LHND|4DMG|6ASPD|7AART|8RCR|9ZMB|aLSRHEA
723	26152 31234	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2LWND|3DMG|45VULN|6ASPD|7AART|8RCR|9ZMB|aAIRHEL
724	26152 31235	   	173.72	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1CDMG|2LWND|3DMG|45VULN|6ASPD|7AART|8RCR|9ZMB|aLSRHEA
725	41526 22331	   	173.70	ACR|3VULN|2AART|1DMG|1SELL	1RMIN|245VULN|3RCR|6SELL|7DMG|8aAART|9FEWX
726	22112 36122	   	173.67	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|257VULN|3aDMG|4RCR|6ASPD|8ERES|9DUST
727	22112 36162	   	173.67	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|257VULN|39DMG|4RCR|6ASPD|8ERES|aCANHEL
728	22112 36166	   	173.67	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|257VULN|39DMG|4RCR|6ASPD|8aERES
729	22112 43522	   	173.67	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|258VULN|3aDMG|4RCR|6ERES|7ASPD|9DUST
730	22112 43562	   	173.67	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|258VULN|39DMG|4RCR|6ERES|7ASPD|aCANHEL
731	22312 35522	   	173.67	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|258VULN|3ERES|4RCR|6ASPD|7aDMG|9DUST
732	22312 35562	   	173.67	ACR|3VULN|2DMG|1CDMG|1ASPD	1CDMG|258VULN|3ERES|4RCR|6ASPD|79DMG|aCANHEL
733	22112 35122	   	173.67	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|25VULN|37aDMG|4RCR|6ASPD|8ERES|9DUST
734	22112 35166	   	173.67	ACR|3DMG|2VULN|1CDMG|1ASPD	1CDMG|25VULN|379DMG|4RCR|6ASPD|8ERES|aTLV
735	22112 11365	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|259VULN|3DMG|4RCR|67FEWX|8AART|aMBVNT
736	22112 62314	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9FEWX|aAIRHEL
737	22112 62315	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9FEWX|aLSRHEA
738	22112 62323	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9TLV|aCGEN
739	22112 62331	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9DUST|aLHND
740	22112 62345	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9CGEN|aDUST
741	22112 62353	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9RPLT|aDUST
742	22116 12311	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|5DUST|8AART|9FEWX|aLHND
743	22116 12343	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|5DUST|8AART|9aCGEN
744	22116 12351	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|5DUST|8AART|9RPLT|aLHND
745	22116 12356	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|5DUST|8AART|9RPLT|aCGEN
746	22113 13522	   	173.65	ACR|3DMG|1AART|1VULN|1CDMG	1CDMG|2VULN|379DMG|4RCR|5LIT|6DLOT|8AART|aCGEN
747	22113 13563	   	173.65	ACR|3DMG|1AART|1VULN|1CDMG	1CDMG|2VULN|37aDMG|4RCR|5LIT|6DLOT|8AART|9LHND
748	22115 11365	   	173.65	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|269VULN|3DMG|4RCR|57FEWX|8AART|aMBVNT
749	21112 16153	   	173.63	ACR|3VULN|2DMG|1CDMG|1DUR|1SELL	1CDMG|2DUR|3aDMG|4RCR|568VULN|7SELL|9FEWX
750	21112 16164	   	173.63	ACR|3VULN|2DMG|1CDMG|1DUR|1SELL	1CDMG|2DUR|3aDMG|4RCR|568VULN|7SELL|9MLV
751	22112 16113	   	173.63	ACR|3VULN|2DMG|1CDMG|1DUR|1SELL	1CDMG|258VULN|3aDMG|4RCR|6FEWX|7SELL|9DUR
752	22112 16264	   	173.63	ACR|3DMG|2VULN|1CDMG|1ASPD|1SELL	1CDMG|25VULN|39aDMG|4RCR|6FEWX|7SELL|8ASPD
753	22112 32564	   	173.63	ACR|3DMG|2VULN|1CDMG|1ASPD|1SELL	1CDMG|25VULN|39aDMG|4RCR|6ASPD|7SELL|8LHND
754	22112 34264	   	173.63	ACR|3DMG|2VULN|1CDMG|1ASPD|1SELL	1CDMG|25VULN|39aDMG|4RCR|6ASPD|7BEXP|8SELL
755	22112 34614	   	173.63	ACR|3VULN|2DMG|1CDMG|1ASPD|1SELL	1CDMG|258VULN|3aDMG|4RCR|6ASPD|7BEXP|9SELL
756	22112 35614	   	173.63	ACR|3DMG|2VULN|1CDMG|1ASPD|1SELL	1CDMG|25VULN|37aDMG|4RCR|6ASPD|8LHND|9SELL
757	22112 36614	   	173.63	ACR|3VULN|2DMG|1CDMG|1ASPD|1SELL	1CDMG|257VULN|3aDMG|4RCR|6ASPD|8LHND|9SELL
758	22114 12314	   	173.63	ACR|3VULN|2DMG|1CDMG|1ASPD|1SELL	1CDMG|267VULN|3aDMG|4RCR|5LHND|8ASPD|9SELL
759	22115 16113	   	173.63	ACR|3VULN|2DMG|1CDMG|1DUR|1SELL	1CDMG|268VULN|3aDMG|4RCR|5FEWX|7SELL|9DUR
760	14122 54333	 * 	173.62	DCR|2VULN|1AART|2CDMG|1FLTHEA|1DUR	1LHND|2RCVC|3AART|45VULN|6RCR|7FLTHEA|8DUR|9aCDMG
761	22312 22245	   	173.60	ACR|4VULN|1AART|2CDMG	1aCDMG|257aVULN|3ERES|4RCR|6CGEN|8aMLV|9AART|aBPWR
762	22112 62325	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9TLV|aDUST
763	22112 62334	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9DUST|aAIRHEL
764	22112 62335	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6BEXP|8AART|9DUST|aLSRHEA
765	22116 12314	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|5DUST|8AART|9FEWX|aAIRHEL
766	22116 12315	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|5DUST|8AART|9FEWX|aLSRHEA
767	22116 12323	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|5DUST|8AART|9TLV|aCGEN
768	22116 12331	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|59DUST|8AART|aMLV
769	22116 12333	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|59DUST|8AART|aLIT
770	22116 12334	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|59DUST|8AART|aLHND
771	22116 12336	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|59DUST|8AART|aDMSP
772	22116 12345	   	173.55	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|5aDUST|8AART|9CGEN
773	22113 13521	   	173.55	ACR|3DMG|1AART|1VULN|1CDMG	1CDMG|2VULN|379DMG|4RCR|5LIT|6DLOT|8AART|aDUST
774	22113 13525	   	173.55	ACR|3DMG|1AART|1VULN|1CDMG	1CDMG|2VULN|379DMG|4RCR|5LIT|6DLOT|8AART|aERES
775	22112 32434	   	173.53	ACR|3VULN|2DMG|1CDMG|1ASPD|1SELL	1CDMG|258VULN|3aDMG|4RCR|6ASPD|7SELL|9DUST
776	22112 35514	   	173.53	ACR|3DMG|2VULN|1CDMG|1ASPD|1SELL	1CDMG|25VULN|37aDMG|4RCR|6ASPD|8DUST|9SELL
777	22112 36514	   	173.53	ACR|3VULN|2DMG|1CDMG|1ASPD|1SELL	1CDMG|257VULN|3aDMG|4RCR|6ASPD|8DUST|9SELL
778	16312 12255	   	173.53	ACR|4VULN|1AART|1CDMG|1ASPD	1LHND|2ASPD|3CDMG|4RCR|5678VULN|9MLV|aAART
779	22116 12325	   	173.45	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|5aDUST|8AART|9TLV
780	22116 12335	   	173.45	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|59DUST|8AART|aMBVNT
781	22112 24425	   	173.45	ACR|3VULN|2DMG|2CDMG	1aCDMG|25aVULN|39DMG|4RCR|6CGEN|7aBEXP|8RPLT|aBPWR
782	21312 12555	   	173.43	ACR|4VULN|1AART|1CDMG|1DUR	1CDMG|2DUR|3ERES|4RCR|5678VULN|9MLV|aAART
783	22112 32451	   	173.36	ACR|3VULN|1DMG|2CDMG|1ZMB|1ASPD|1SELL	1aCDMG|258VULN|3DMG|4RCR|6ASPD|7SELL|9ZMB
784	22312 12435	   	173.35	ACR|3VULN|2DMG|2CDMG	1aCDMG|25aVULN|3ERES|4RCR|6FEWX|7aDMG|89RPLT|aBPWR
785	22312 12455	   	173.35	ACR|3VULN|2DMG|2CDMG	1aCDMG|25aVULN|3ERES|4RCR|69FEWX|7aDMG|8RPLT|aBPWR
786	22315 12435	   	173.35	ACR|3VULN|2DMG|2CDMG	1aCDMG|26aVULN|3ERES|4RCR|5FEWX|7aDMG|89RPLT|aBPWR
787	22112 14425	   	173.25	ACR|3VULN|2DMG|2CDMG	1aCDMG|25aVULN|39DMG|4RCR|6FEWX|7aERES|8RPLT|aBPWR
788	41532 32242	   	173.23	ACR|2VULN|1AART|1DMG|2ASPD|2DUR	1RMIN|28VULN|3RCR|4aDUR|58ASPD|68TLV|7AART|8BPWR|9DMG
789	22112 16336	   	173.20	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|25aVULN|38DMG|4RCR|68FEWX|7SELL|8BPWR|9BELT
790	22112 16364	   	173.20	ACR|3DMG|2VULN|2CDMG|1SELL	18CDMG|25VULN|38aDMG|4RCR|68FEWX|7SELL|8BPWR|9RMIN
791	22112 66323	   	173.20	ACR|3DMG|2VULN|2CDMG|1SELL	18CDMG|25VULN|38aDMG|4RCR|68BEXP|7SELL|8BPWR|9FEWX
792	22112 66326	   	173.20	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|25aVULN|38DMG|4RCR|68BEXP|7SELL|8BPWR|9FEWX
793	22112 66333	   	173.20	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|25aVULN|38DMG|4RCR|68BEXP|7SELL|8BPWR|9RPLT
794	22114 16333	   	173.20	ACR|3DMG|2VULN|2CDMG|1SELL	18CDMG|26VULN|38aDMG|4RCR|58LHND|7SELL|8BPWR|9FEWX
795	22115 16336	   	173.20	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|26aVULN|38DMG|4RCR|58FEWX|7SELL|8BPWR|9BELT
796	26112 16331	   	173.20	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9FEWX|aMLV
797	26112 16332	   	173.20	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9aFEWX
798	26112 16361	   	173.20	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9MLV|aLIT
799	26112 16362	   	173.20	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9MLV|aFEWX
800	26112 56333	   	173.20	ACR|3DMG|2VULN|2CDMG|1SELL	18CDMG|26LWND|38aDMG|4RCR|58VULN|7SELL|8BPWR|9FEWX
801	22112 61615	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|25aVULN|3DMG|4RCR|6BEXP|7FEWX|8LHND|9AART
802	22114 12141	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|58LHND|9AART|aMLV
803	22114 12143	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|58LHND|9AART|aLIT
804	22114 12145	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|58LHND|9AART|aFEWX
805	22114 12146	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|58aLHND|9AART
806	22114 52214	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|27aVULN|3DMG|4RCR|5LHND|6LWND|8LIT|9AART
807	25112 15316	   	173.15	ACR|3VULN|1AART|2CDMG|2ASPD	17CDMG|27ASPD|3FEWX|4RCR|5LHND|67aVULN|7BPWR|8LWND|9AART
808	25212 15316	   	173.15	ACR|3VULN|1AART|2CDMG|2ASPD	17CDMG|27ASPD|3BEXP|4RCR|5LHND|67aVULN|7BPWR|8LWND|9AART
809	26114 12214	   	173.15	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|2LWND|3DMG|4RCR|5LHND|67aVULN|8LIT|9AART
810	22112 16343	   	173.10	ACR|3DMG|2VULN|2CDMG|1SELL	18CDMG|25VULN|38aDMG|4RCR|68FEWX|7SELL|8BPWR|9DUST
811	22112 16346	   	173.10	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|25aVULN|38DMG|4RCR|68FEWX|7SELL|8BPWR|9DUST
812	22115 16343	   	173.10	ACR|3DMG|2VULN|2CDMG|1SELL	18CDMG|26VULN|38aDMG|4RCR|58FEWX|7SELL|8BPWR|9DUST
813	26112 16335	   	173.10	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9FEWX|aNUKE
814	26112 16336	   	173.10	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9FEWX|aTLV
815	26112 16341	   	173.10	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9DUST|aMLV
816	26112 16342	   	173.10	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|2LWND|38DMG|4RCR|568VULN|7SELL|8BPWR|9DUST|aFEWX
817	21112 15631	   	173.07	ACR|2VULN|2DMG|2ZMB|1CDMG|1DUR	1CDMG|2DUR|38DMG|4RCR|56VULN|79ZMB|aRPLT
818	22112 26142	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6CGEN|8ERES|9AART|aMLV
819	22112 26145	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6CGEN|8ERES|9AART|aFEWX
820	22112 26146	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6CGEN|8ERES|9AART|aLHND
821	22112 46242	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6ERES|8aMLV|9AART
822	22112 46243	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|257VULN|3DMG|4RCR|6ERES|8MLV|9AART|aCGEN
823	22114 12144	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|267VULN|3DMG|4RCR|58LHND|9AART|aLEGI
824	22116 11615	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|26aVULN|3DMG|4RCR|5DUST|7FEWX|8LHND|9AART
825	22116 13615	   	173.05	ACR|3VULN|1AART|1DMG|1CDMG	1CDMG|26aVULN|3DMG|4RCR|5DUST|7BEXP|8LHND|9AART
826	22116 16323	   	173.00	ACR|3DMG|2VULN|2CDMG|1SELL	18CDMG|26VULN|38aDMG|4RCR|58DUST|7SELL|8BPWR|9FEWX
827	22116 16326	   	173.00	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|26aVULN|38DMG|4RCR|58DUST|7SELL|8BPWR|9FEWX
828	22116 16333	   	173.00	ACR|3VULN|2DMG|2CDMG|1SELL	18CDMG|26aVULN|38DMG|4RCR|58DUST|7SELL|8BPWR|9RPLT
829	25111 21126	 * 	172.98	ACR|2DMG|1AART|2ZMB|2ASPD|1CDMG|1DUR	1CDMG|2aASPD|3FEWX|4RCR|5DUR|6aZMB|7LIT|8aDMG|9AART|aBPWR
