0	Index      	 *	Score 	Summary	Detail	
1	26422 46134	 * 	190.42	ACR|2VULN|2DMG|1AART|2ASPD|1DUR	19CGEN|2RCR|3AART|4MBVNT|59DMG|6aVULN|7DUR|89ASPD|9BPWR
656	63562 44423	 * 	160.94	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1DMG|2LWND|3CDMG|4MBVNT|5VULN|69ASPD|7ZMB|8RCR|aAART
657	14323 25212	   	160.92	DCR|4VULN|1DMG|1ASPD	1ASPD|2589VULN|3RPLT|4CGEN|6RCR|7RCVC|aDMG
658	12442 63213	 * 	160.89	DCR|1AART|1VULN|1DMG|2CDMG|2ASPD|1DUR	15ASPD|2MLV|3DUR|45CDMG|5BPWR|6AART|7ERES|8VULN|9DMG|aRCR
659	64323 26333	   	160.88	DCR|3VULN|1AART|1DMG	1DMG|257VULN|3RPLT|4CGEN|6RCR|8BEXP|9MLV|aAART
660	62512 34333	   	160.88	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	15DMG|2MLV|3CDMG|45LHND|5BPWR|6VULN|7ZMB|8ERES|9AART|aRCR
661	26432 35123	   	160.86	ACR|2AART|1DMG|1VULN|2ZMB	17CGEN|2RCR|34AART|57DUST|67ZMB|7BPWR|8VULN|9DMG|aMBVNT
662	26433 61213	   	160.86	ACR|2AART|1VULN|1DMG|2ZMB	1CGEN|2RCR|34AART|59ZMB|6VULN|7MLV|8DMG|aERES
663	26433 63213	   	160.86	ACR|2AART|1VULN|1DMG|2ZMB	1CGEN|2RCR|34AART|59ZMB|6VULN|7RMIN|8DMG|aERES
664	44421 22333	   	160.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2aVULN|3AART|4BEXP|5DUR|6RCR|7LWND|8ZMB|9CDMG
665	26463 32223	   	160.79	ACR|2DMG|1AART|2ZMB|1CDMG	19CGEN|2RCR|3AART|4ERES|59ZMB|6LWND|7LHND|89DMG|9BPWR|aCDMG
666	64323 22113	   	160.78	DCR|3VULN|1AART|1DMG	1DMG|259VULN|3RPLT|4CGEN|6RCR|7TLV|8BEXP|aAART
667	64323 22313	   	160.78	DCR|3VULN|1AART|1DMG	1DMG|259VULN|3RPLT|4CGEN|6RCR|7TLV|8FEWX|aAART
668	62514 22233	   	160.78	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1DMG|2MLV|3CDMG|4LHND|58VULN|6ZMB|7ERES|9AART|aRCR
669	11552 35212	   	160.77	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2ERES|3CDMG|46AART|5MLV|7RCR|8VULN|9DMG|aBEXP
670	11552 35213	   	160.77	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2ERES|3CDMG|46AART|5MLV|7RCR|8VULN|9DMG|aRMIN
671	12553 35212	   	160.77	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2MLV|3CDMG|46AART|5ERES|7RCR|8VULN|9DMG|aBEXP
672	12553 35213	   	160.77	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2MLV|3CDMG|46AART|5ERES|7RCR|8VULN|9DMG|aRMIN
673	26321 22414	   	160.76	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	14CGEN|2RCR|3RPLT|5AART|6DMG|7FLTHEA|8VULN|9MLV|aCDMG
674	26511 22161	   	160.74	ACR|1AART|1DMG|1VULN|1FLTHEA|1ASPD|1DUR|1SELL	1CGEN|2RCR|3SELL|4DUR|5AART|6DMG|7FLTHEA|8ASPD|9VULN|aFEWX
675	26511 22162	   	160.74	ACR|1AART|1DMG|1VULN|1FLTHEA|1ASPD|1DUR|1SELL	1CGEN|2RCR|3SELL|4DUR|5AART|6DMG|7FLTHEA|8ASPD|9VULN|aLWND
676	26511 22163	   	160.74	ACR|1AART|1DMG|1VULN|1FLTHEA|1ASPD|1DUR|1SELL	1CGEN|2RCR|3SELL|4DUR|5AART|6DMG|7FLTHEA|8ASPD|9VULN|aLHND
677	26511 62222	   	160.74	ACR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD|1SELL	1CGEN|2RCR|3SELL|4DUR|5AART|6ASPD|7FLTHEA|8MGNSTR|9VULN|aDMG
678	26532 41221	   	160.74	ACR|3VULN|1DMG|1CDMG|1ASPD|1SELL	1CGEN|2RCR|3SELL|458VULN|6DMG|7ASPD|9TLV|aCDMG
679	46413 32223	   	160.69	ACR|2DMG|1AART|2ZMB|1CDMG	19ERES|2RCR|3AART|4CGEN|59ZMB|6LWND|7LHND|89DMG|9BPWR|aCDMG
680	11552 35211	   	160.67	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2ERES|3CDMG|46AART|5MLV|7RCR|8VULN|9DMG|aBASICY
681	12553 35211	   	160.67	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2MLV|3CDMG|46AART|5ERES|7RCR|8VULN|9DMG|aBASICY
682	14533 24221	   	160.66	DCR|4VULN|1CDMG|1ZMB|1ASPD|1SELL	1ASPD|248aVULN|3CDMG|5RPLT|6SELL|7RCR|9ZMB
683	26321 22264	   	160.66	ACR|1AART|1VULN|1DMG|1CDMG|1FLTHEA	14CGEN|2RCR|3RPLT|5AART|6DMG|7FLTHEA|8TLV|9VULN|aCDMG
684	26633 43232	   	160.65	ACR|2VULN|1AART|1DMG|1ZMB	1CGEN|2RCR|3FEWX|4ZMB|5BASICY|6aVULN|7AART|8LSRREG|9DMG
685	26511 22123	   	160.64	ACR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD|1SELL	1CGEN|2RCR|3SELL|4DUR|5AART|6DMG|7FLTHEA|8ASPD|9BASICY|aVULN
686	63312 42163	   	160.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMG|2LWND|36AART|4CGEN|5ERES|7ZMB|8VULN|9RCR|aCDMG
687	63313 41163	   	160.64	DCR|2AART|1VULN|1DMG|1CDMG|1ZMB	1DMG|2LWND|36AART|4CGEN|5ZMB|7ERES|8VULN|9RCR|aCDMG
688	24451 22322	   	160.60	ACR|3VULN|1AART|1DMG	1CGEN|29aVULN|3AART|4LIT|5RCR|6AIRHEL|7FEWX|8DMG
689	63315 34231	   	160.60	ACR|3DMG|1AART|1VULN	19aDMG|2LWND|3AART|4CGEN|5RCR|6DUST|7FEWX|8VULN
690	46511 22123	   	160.54	ACR|1AART|1VULN|1DMG|1FLTHEA|1DUR|1ASPD|1SELL	1ERES|2RCR|3SELL|4DUR|5AART|6DMG|7FLTHEA|8ASPD|9BASICY|aVULN
691	62313 55444	   	160.52	DCR|3DMG|1AART|1VULN|1DUR	167DMG|2MLV|3DUR|4RMIN|5MBVNT|8VULN|9RCR|aAART
692	24422 42213	   	160.51	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|26VULN|38AART|4MBVNT|5DMG|7DUR|9RCR|aBEXP
693	24422 42215	   	160.51	DCR|2AART|2VULN|1DMG|1DUR	1aCGEN|26VULN|38AART|4MBVNT|5DMG|7DUR|9RCR
694	24422 42216	   	160.51	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|26VULN|38AART|4MBVNT|5DMG|7DUR|9RCR|aLIT
695	24422 42217	   	160.51	DCR|2AART|2VULN|1DMG|1DUR	1CGEN|26VULN|38AART|4MBVNT|5DMG|7DUR|9RCR|aFEWX
