0	Index      	Bounty	 *	Score 	Summary	Detail	
1	42315 31622	5	 * 	270.68	DCR|5VULN|1TLV|1DUR|1ASPD	15BEXP|23456VULN|5BPWR|7RCR|8ASPD|9TLV|aDUR
747	22613 13521	4	   	241.63	DCR|2VULN|1DMG|2AART|1TLV|1DUR|1CDMG	1FEWX|29VULN|36AART|4DUR|5CDMG|7DMG|8RCR|aTLV
748	41633 13521	4	   	241.63	DCR|2VULN|1DMG|2AART|1TLV|1DUR|1CDMG	1BEXP|2DUR|36AART|49VULN|5CDMG|7DMG|8RCR|aTLV
749	42613 13521	4	   	241.63	DCR|2VULN|1DMG|2AART|1TLV|1DUR|1CDMG	1BEXP|29VULN|36AART|4DUR|5CDMG|7DMG|8RCR|aTLV
750	22325 25336	9	   	241.57	DCR|3VULN|2DUR|2AART	19FEWX|239VULN|4ERES|5LIT|68AART|79DUR|9BPWR|aRCR
751	62532 31111	2	 * 	241.27	DCR|3VULN|2TLV|2CDMG|1DUR	1aMLV|2DUR|3aTLV|47CDMG|5LHND|6RCR|89aVULN|aBPWR
752	22315 33248	10	   	241.25	DCR|4VULN|1DMG|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9MLV|aDMG
753	22315 33278	10	   	241.25	DCR|4VULN|1DMG|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9CGEN|aDMG
754	22315 33282	8	   	241.25	DCR|4VULN|1DMG|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DMG|aDMSP
755	22315 33283	8	   	241.25	DCR|4VULN|1DMG|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DMG|aBEXP
756	22315 33284	10	   	241.25	DCR|4VULN|1DMG|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9LHND|aDMG
757	22315 33285	8	   	241.25	DCR|4VULN|1DMG|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DMG|aLWND
758	22315 33286	8	   	241.25	DCR|4VULN|1DMG|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DMG|aLHND
759	22315 33288	8	   	241.25	DCR|4VULN|1DMG|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DMG|aRMIN
760	22315 33347	9	   	241.25	DCR|4VULN|1DMG|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8BELT|9CDMG|aDMG
761	42315 33244	10	   	241.25	DCR|4VULN|1DMG|1CDMG	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9MLV|aDMG
762	42315 33274	10	   	241.25	DCR|4VULN|1DMG|1CDMG	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9CGEN|aDMG
763	42315 33282	8	   	241.25	DCR|4VULN|1DMG|1CDMG	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DMG|aDMSP
764	42315 33283	8	   	241.25	DCR|4VULN|1DMG|1CDMG	15aBEXP|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DMG
765	42315 33284	10	   	241.25	DCR|4VULN|1DMG|1CDMG	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9LHND|aDMG
766	42315 33347	9	   	241.25	DCR|4VULN|1DMG|1CDMG	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8BELT|9CDMG|aDMG
767	22121 46231	2	   	241.25	DCR|4VULN|1DMG|1CDMG	1FEWX|259aVULN|3CGEN|4RPLT|6DMG|7RCR|8CDMG
768	22231 46231	2	   	241.25	DCR|4VULN|1DMG|1CDMG	1FEWX|259aVULN|3RPLT|4CGEN|6DMG|7RCR|8CDMG
769	42121 46231	2	   	241.25	DCR|4VULN|1DMG|1CDMG	1BEXP|259aVULN|3CGEN|4RPLT|6DMG|7RCR|8CDMG
770	22215 33287	8	   	241.25	DCR|4VULN|1DMG|1CDMG	15FEWX|245aVULN|3RCVC|5BPWR|6MBVNT|7RCR|8CDMG|9DMG
771	22311 26624	8	   	241.17	DCR|3VULN|2TLV|1DMG|1DUR	1FEWX|234VULN|5LHND|67TLV|8DMG|9RCR|aDUR
772	22315 33234	10	   	241.15	DCR|4VULN|1DMG|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DUST|aDMG
773	22315 33281	8	   	241.15	DCR|4VULN|1DMG|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DMG|aERES
774	22315 33284	8	   	241.15	DCR|4VULN|1DMG|1CDMG	15FEWX|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DMG|aTBNT
775	42315 33234	10	   	241.15	DCR|4VULN|1DMG|1CDMG	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DUST|aDMG
776	42315 33281	8	   	241.15	DCR|4VULN|1DMG|1CDMG	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DMG|aERES
777	42315 33284	8	   	241.15	DCR|4VULN|1DMG|1CDMG	15BEXP|2345VULN|5BPWR|6MBVNT|7RCR|8CDMG|9DMG|aDUST
778	22261 46231	2	   	241.15	DCR|4VULN|1DMG|1CDMG	1FEWX|259aVULN|3RPLT|4ERES|6DMG|7RCR|8CDMG
779	22621 46231	2	   	241.15	DCR|4VULN|1DMG|1CDMG	1FEWX|259aVULN|3ERES|4RPLT|6DMG|7RCR|8CDMG
780	41636 21111	7	   	241.06	DCR|2VULN|2DMG|1DUR|1ASPD|1AART	19BEXP|2DUR|3AART|49VULN|5ASPD|6LIT|7RCR|89DMG|9BPWR|aRPLT
781	41636 21112	7	   	241.06	DCR|2VULN|2DMG|1DUR|1ASPD|1AART	19BEXP|2DUR|3AART|49VULN|5ASPD|6LIT|7RCR|89DMG|9BPWR|aZMB
782	41636 21113	7	   	241.06	DCR|2VULN|2DMG|1DUR|1ASPD|1AART	19BEXP|2DUR|3AART|49VULN|5ASPD|6LIT|7RCR|89DMG|9BPWR|aMLV
783	34421 51731	3	   	241.05	DCR|4VULN|1DMG|1CDMG	1ERES|2MBVNT|359aVULN|4RPLT|6DMG|7CDMG|8RCR
784	34424 62311	7	   	241.05	DCR|4VULN|2TLV|1CDMG	1aERES|2MBVNT|369aVULN|4LWND|5CDMG|7RCR|8aTLV|aBPWR
785	22315 31375	6	   	241.01	DCR|4VULN|1DMG|1CDMG|1SELL	15FEWX|2345VULN|5BPWR|6MBVNT|7SELL|8DMG|9CDMG|aRCR
786	34444 72311	7	   	240.97	DCR|3VULN|2TLV|2CDMG|1DUR	1aERES|2MBVNT|39aVULN|4DUR|56CDMG|7RCR|8aTLV|aBPWR
787	22315 22412	10	   	240.83	DCR|5VULN|1CDMG	15FEWX|23457VULN|5BPWR|6LHND|8RPLT|9RCR|aCDMG
788	42315 22412	10	   	240.83	DCR|5VULN|1CDMG	15BEXP|23457VULN|5BPWR|6LHND|8RPLT|9RCR|aCDMG
789	22311 62412	10	   	240.73	DCR|5VULN|1CDMG	1FEWX|23467VULN|5LHND|8RPLT|9RCR|aCDMG
790	22315 12412	10	   	240.73	DCR|5VULN|1CDMG	15FEWX|23457VULN|5BPWR|6DUST|8RPLT|9RCR|aCDMG
791	22315 33211	9	   	240.73	DCR|5VULN|1CDMG	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8CDMG|9RCVC
792	22315 33247	9	   	240.73	DCR|5VULN|1CDMG	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8CDMG|9MLV
793	22315 33267	8	   	240.73	DCR|5VULN|1CDMG	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8CDMG|9CGEN
794	22315 33277	9	   	240.73	DCR|5VULN|1CDMG	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8CDMG|9CGEN
795	22315 33437	7	   	240.73	DCR|5VULN|1CDMG	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8ZMB|9CDMG
796	22315 33737	8	   	240.73	DCR|5VULN|1CDMG	15FEWX|2345aVULN|5BPWR|6MBVNT|7RCR|8RMIN|9CDMG
797	22316 61613	4	   	240.73	DCR|5VULN|1CDMG	19FEWX|2348aVULN|5RPLT|6RCR|7CDMG
798	42311 62412	10	   	240.73	DCR|5VULN|1CDMG	1BEXP|23467VULN|5LHND|8RPLT|9RCR|aCDMG
799	42315 12412	10	   	240.73	DCR|5VULN|1CDMG	15BEXP|23457VULN|5BPWR|6DUST|8RPLT|9RCR|aCDMG
800	42315 32418	10	   	240.73	DCR|5VULN|1CDMG	15BEXP|23457VULN|5BPWR|6MBVNT|8CDMG|9LWND|aRCR
801	42315 32481	8	   	240.73	DCR|5VULN|1CDMG	15BEXP|23457VULN|5BPWR|6MBVNT|8CDMG|9RCR|aRMIN
802	42315 32482	8	   	240.73	DCR|5VULN|1CDMG	15BEXP|23457VULN|5BPWR|6MBVNT|8CDMG|9RCR|aLWND
803	42315 33211	9	   	240.73	DCR|5VULN|1CDMG	15BEXP|2345aVULN|5BPWR|6MBVNT|7RCR|8CDMG|9RCVC
804	42315 33247	9	   	240.73	DCR|5VULN|1CDMG	15BEXP|2345aVULN|5BPWR|6MBVNT|7RCR|8CDMG|9MLV
