0	Index      	 *	Score 	Summary	Detail	
1	12614 53541	 * 	196.05	DCR|3DMG|2VULN|1AART|1CDMG|2DUR	17VULN|2CDMG|37DUR|4MBVNT|5BELT|679DMG|7BPWR|8AART|aRCR
660	53521 63131	   	166.51	DCR|2VULN|2DMG|1AART|1DUR|1SELL	1DUR|24VULN|3aDMG|5BELT|6CGEN|7AART|8RCR|9SELL
661	12342 12241	   	166.49	ACR|3VULN|1AART|1CDMG|1ZMB	178VULN|2CDMG|37LWND|4RCR|5AART|67ERES|7BPWR|9ZMB|aCGEN
662	12342 12242	   	166.49	ACR|3VULN|1AART|1CDMG|1ZMB	178VULN|2CDMG|37LWND|4RCR|5AART|67ERES|7BPWR|9ZMB|aBELT
663	12342 12246	   	166.49	ACR|3VULN|1AART|1CDMG|1ZMB	178VULN|2CDMG|37LWND|4RCR|5AART|67ERES|7BPWR|9ZMB|aLIT
664	12342 52241	   	166.49	ACR|3VULN|1AART|1CDMG|1ZMB	178VULN|2CDMG|37LWND|4RCR|5AART|67TLV|7BPWR|9ZMB|aCGEN
665	12342 52242	   	166.49	ACR|3VULN|1AART|1CDMG|1ZMB	178VULN|2CDMG|37LWND|4RCR|5AART|67TLV|7BPWR|9ZMB|aBELT
666	16336 13141	   	166.49	ACR|3VULN|1AART|1CDMG|1ZMB	179VULN|2LIT|3MLV|4RCR|5AART|6CDMG|8ZMB|aCGEN
667	16336 13152	   	166.49	ACR|3VULN|1AART|1CDMG|1ZMB	17aVULN|2LIT|3MLV|4RCR|5AART|6CDMG|8ZMB|9CGEN
668	16166 12332	   	166.47	DCR|3VULN|2DMG|1ZMB	178VULN|28LIT|3FEWX|49LHND|58DMG|6RCR|8BPWR|aZMB
669	13155 21134	   	166.43	ACR|3VULN|2AART|1ZMB|1DUR	124VULN|3CGEN|5RCR|6BEXP|7DUR|8ZMB|9aAART
670	13355 21134	   	166.43	ACR|3VULN|2AART|1ZMB|1DUR	124VULN|3MLV|5RCR|6BEXP|7DUR|8ZMB|9aAART
671	14322 46133	   	166.41	DCR|3VULN|2DMG|1CDMG	146VULN|29DMG|3LWND|5MBVNT|7RCR|8RMIN|aCDMG
672	14322 46414	   	166.41	DCR|3VULN|2DMG|1CDMG	146VULN|29DMG|3LWND|5MBVNT|7RCR|8CDMG|aRPLT
673	14322 46415	   	166.41	DCR|3VULN|2DMG|1CDMG	146VULN|29DMG|3LWND|5MBVNT|7RCR|8CDMG|aLIT
674	14322 46417	   	166.41	DCR|3VULN|2DMG|1CDMG	146VULN|29DMG|3LWND|5MBVNT|7RCR|8CDMG|aCGEN
675	14322 46431	   	166.41	DCR|3VULN|2DMG|1CDMG	146VULN|2aDMG|3LWND|5MBVNT|7RCR|8CDMG|9CGEN
676	14322 46441	   	166.41	DCR|3VULN|2DMG|1CDMG	146VULN|2aDMG|3LWND|5MBVNT|7RCR|8CDMG|9MLV
677	14322 36414	   	166.41	DCR|3DMG|2VULN|1CDMG	14VULN|269DMG|36LWND|5MBVNT|6BPWR|7RCR|8CDMG|aDUST
678	14322 36453	   	166.41	DCR|3VULN|2DMG|1CDMG	149VULN|26DMG|36LWND|5MBVNT|6BPWR|7RCR|8CDMG|aTLV
679	14322 36461	   	166.41	DCR|3DMG|2VULN|1CDMG	14VULN|26aDMG|36LWND|5MBVNT|6BPWR|7RCR|8CDMG|9ERES
680	14322 36543	   	166.41	DCR|3VULN|2DMG|1CDMG	149VULN|26DMG|36LWND|5MBVNT|6BPWR|7RCR|8ERES|aCDMG
681	14322 56412	   	166.41	DCR|3DMG|2VULN|1CDMG	14VULN|29aDMG|3LWND|5MBVNT|6RCVC|7RCR|8CDMG
682	14322 76143	   	166.41	DCR|3VULN|2DMG|1CDMG	149VULN|26DMG|3LWND|5MBVNT|7RCR|8RMIN|aCDMG
683	14322 76411	   	166.41	DCR|3DMG|2VULN|1CDMG	14VULN|269DMG|3LWND|5MBVNT|7RCR|8CDMG|aBEXP
684	14322 76412	   	166.41	DCR|3DMG|2VULN|1CDMG	14VULN|269DMG|3LWND|5MBVNT|7RCR|8CDMG|aMLV
685	14322 76431	   	166.41	DCR|3DMG|2VULN|1CDMG	14VULN|26aDMG|3LWND|5MBVNT|7RCR|8CDMG|9CGEN
686	14322 76441	   	166.41	DCR|3DMG|2VULN|1CDMG	14VULN|26aDMG|3LWND|5MBVNT|7RCR|8CDMG|9MLV
687	14342 46412	   	166.41	DCR|3DMG|2VULN|1CDMG	16VULN|29aDMG|34LWND|5MBVNT|7RCR|8CDMG
688	13523 21341	   	166.40	DCR|2VULN|2DMG|1CDMG|1ZMB|1DUR	12VULN|35BEXP|4CDMG|6aDMG|7ZMB|8RCR|9DUR
689	12342 11416	   	166.39	ACR|3VULN|1AART|1CDMG|1ZMB	18aVULN|2CDMG|3LWND|4RCR|5AART|6ERES|7ZMB|9BELT
690	12342 12243	   	166.39	ACR|3VULN|1AART|1CDMG|1ZMB	178VULN|2CDMG|37LWND|4RCR|5AART|67aERES|7BPWR|9ZMB
691	12342 52243	   	166.39	ACR|3VULN|1AART|1CDMG|1ZMB	178VULN|2CDMG|37LWND|4RCR|5AART|67TLV|7BPWR|9ZMB|aERES
692	16336 13123	   	166.39	ACR|3VULN|1AART|1CDMG|1ZMB	17aVULN|2LIT|3MLV|4RCR|5AART|6CDMG|8ZMB|9DUST
693	16336 13132	   	166.39	ACR|3VULN|1AART|1CDMG|1ZMB	17aVULN|2LIT|3MLV|4RCR|5AART|6CDMG|8ZMB|9ERES
694	16336 13143	   	166.39	ACR|3VULN|1AART|1CDMG|1ZMB	179VULN|2LIT|3MLV|4RCR|5AART|6CDMG|8ZMB|aTLV
695	16536 13123	   	166.39	ACR|3VULN|1AART|1CDMG|1ZMB	17aVULN|2LIT|3CGEN|4RCR|5AART|6CDMG|8ZMB|9DUST
696	16536 13132	   	166.39	ACR|3VULN|1AART|1CDMG|1ZMB	17aVULN|2LIT|3CGEN|4RCR|5AART|6CDMG|8ZMB|9ERES
697	25141 32134	   	166.37	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1SELL|2MLV|3LWND|4AART|567VULN|8RCR|9DMG|aDUR
698	26241 22134	   	166.37	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1SELL|257VULN|3RMIN|4AART|6LWND|8RCR|9DMG|aDUR
699	26241 32131	   	166.37	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1SELL|257VULN|3RMIN|4AART|6DUR|8RCR|9DMG|aCGEN
700	26241 32132	   	166.37	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1SELL|257VULN|3RMIN|4AART|6DUR|8RCR|9DMG|aBELT
701	26241 32136	   	166.37	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1SELL|257VULN|3RMIN|4AART|6DUR|8RCR|9DMG|aRPLT
702	16166 12312	   	166.37	DCR|3VULN|2DMG|1ZMB	178VULN|28LIT|3FEWX|4LHND|58DMG|6RCR|8BPWR|9DUST|aZMB
703	14322 46413	   	166.31	DCR|3VULN|2DMG|1CDMG	146VULN|29DMG|3LWND|5MBVNT|7RCR|8CDMG|aTLV
704	14322 46418	   	166.31	DCR|3VULN|2DMG|1CDMG	146VULN|29DMG|3LWND|5MBVNT|7RCR|8CDMG|aDUST
705	14322 46461	   	166.31	DCR|3VULN|2DMG|1CDMG	146VULN|2aDMG|3LWND|5MBVNT|7RCR|8CDMG|9ERES
706	14322 46533	   	166.31	DCR|3VULN|2DMG|1CDMG	146VULN|29DMG|3LWND|5MBVNT|7RCR|8ERES|aCDMG
707	14322 76414	   	166.31	DCR|3DMG|2VULN|1CDMG	14VULN|269DMG|3LWND|5MBVNT|7RCR|8CDMG|aDUST
708	26241 32133	   	166.27	DCR|3VULN|1AART|1DMG|1DUR|1SELL	1SELL|257VULN|3RMIN|4AART|6DUR|8RCR|9DMG|aERES
709	33166 12352	   	166.27	DCR|3VULN|2DMG|1ZMB	18DUST|278VULN|3LIT|4LHND|58DMG|6RCR|8BPWR|9ZMB|aLWND
710	12122 22245	   	166.25	DCR|3DMG|2VULN|1CDMG|1ASPD	19VULN|2CDMG|3RCVC|467DMG|5CGEN|8ASPD|aRCR
711	33524 33623	   	166.25	DCR|3VULN|2DMG|1CDMG|1DUR	1DUST|246VULN|36DMG|5RMIN|6BPWR|7LIT|8DUR|9CDMG|aRCR
712	15641 12131	   	166.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	15VULN|2ZMB|3CDMG|4AART|6ERES|7BELT|8LHND|9RCR|aDMG
713	15641 12331	   	166.18	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	15VULN|2ZMB|3CDMG|4AART|6ERES|7BELT|8BEXP|9RCR|aDMG
714	33166 12322	   	166.17	DCR|3VULN|2DMG|1ZMB	18DUST|278VULN|3LIT|4LHND|58DMG|6RCR|8BPWR|9LEGI|aZMB
715	33166 12351	   	166.17	DCR|3VULN|2DMG|1ZMB	18DUST|278VULN|3LIT|4LHND|58DMG|6RCR|8BPWR|9ZMB|aDLOT
716	33166 12353	   	166.17	DCR|3VULN|2DMG|1ZMB	18DUST|278VULN|3LIT|4LHND|58DMG|6RCR|8BPWR|9ZMB|aLEGI
717	15611 36312	   	166.14	DCR|3DMG|1VULN|2CDMG|1ZMB	1VULN|2ZMB|36CDMG|4LHND|5TLV|7RCR|89aDMG
718	12342 12335	   	166.11	ACR|2VULN|1AART|1DMG|2CDMG	17VULN|2aCDMG|37LWND|4RCR|5AART|678ERES|7BPWR|9DMG
719	12342 33246	   	166.11	ACR|2VULN|1AART|1DMG|2CDMG	19VULN|27CDMG|38LWND|4RCR|5AART|6LSRHEA|aDMG
720	12342 33442	   	166.11	ACR|2VULN|1AART|1DMG|2CDMG	1aVULN|27CDMG|3LWND|4RCR|5AART|6LSRHEA|8MGNLIT|9DMG
721	16333 35235	   	166.07	ACR|3VULN|1DMG|2DUR|1ZMB|1ASPD	168VULN|28LIT|3MLV|4RCR|5ASPD|78DUR|8BPWR|9DMG|aZMB
722	56333 32235	   	166.07	ACR|3VULN|1DMG|2DUR|1ZMB|1ASPD	18DUR|28LIT|3MLV|4RCR|5ASPD|678VULN|8BPWR|9DMG|aZMB
723	14431 53121	 * 	166.07	DCR|2AART|1VULN|1DMG|2ASPD|2DUR	1VULN|2DMG|3BELT|45ASPD|6RCR|7aDUR|89AART
