0	Index      	 *	Score 	Summary	Detail	
1	31263 23163	 * 	186.06	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2AART|3CDMG|4DMG|5ZMB|6DUR|7RCR|8aVULN|9ASPD
663	31435 33261	   	159.00	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1ERES|2AART|3ASPD|4BELT|5VULN|6aDMG|7DUR|8RCR|9BEXP
664	11413 43431	   	158.99	DCR|2VULN|1AART|2CDMG|1DMG	12CDMG|2BPWR|36VULN|4TLV|5MLV|7DMG|8AART|9RCR|aERES
665	11413 43433	   	158.99	DCR|2VULN|1AART|1DMG|2CDMG	12CDMG|2BPWR|36VULN|4TLV|5MLV|7DMG|8AART|9RCR|aDUST
666	11513 43421	   	158.99	DCR|2VULN|1AART|2CDMG|1DMG	12CDMG|2BPWR|3aERES|46VULN|5MLV|7DMG|8AART|9RCR
667	21161 15422	   	158.97	DCR|3AART|2VULN|1CDMG|1ASPD	1CGEN|28aAART|37VULN|4ASPD|5CDMG|6ERES|9RCR
668	22363 21245	   	158.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1CGEN|2RPLT|3BEXP|4DUR|57VULN|6ZMB|8RCR|9AART|aDMG
669	21256 13131	   	158.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2AART|3CDMG|4ZMB|59VULN|6ERES|7RCR|8TLV|aDUR
670	31252 53131	   	158.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	15ERES|2AART|3CDMG|4ZMB|69VULN|7RCR|8FEWX|aDUR
671	31256 13131	   	158.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	16ERES|2AART|3CDMG|4ZMB|59VULN|7RCR|8FEWX|aDUR
672	31256 43121	   	158.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4ZMB|58VULN|6RMIN|7RCR|9DUST|aDUR
673	31256 63211	   	158.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4ZMB|56VULN|7RCR|8LEGI|9BEXP|aDUR
674	31256 63313	   	158.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2AART|3CDMG|4ZMB|56VULN|7RCR|8RPLT|9DUR|aDUST
675	21256 13332	   	158.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2AART|3CDMG|4ZMB|59VULN|6ERES|7RCR|8ASPD|aDUST
676	21256 13334	   	158.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2AART|3CDMG|4ZMB|59VULN|6ERES|7RCR|8ASPD|aLEGI
677	21265 33621	   	158.95	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1CGEN|2AART|3CDMG|49DMG|5ZMB|6TLV|7RCR|8ASPD|aERES
678	31256 43232	   	158.95	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1ERES|2AART|3CDMG|4ZMB|59VULN|6RMIN|7RCR|8ASPD|aDUST
679	31263 33622	   	158.95	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ERES|2AART|3CDMG|49DMG|5ZMB|6TLV|7RCR|8ASPD|aDMSP
680	31263 33623	   	158.95	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ERES|2AART|3CDMG|49DMG|5ZMB|6TLV|7RCR|8ASPD|aBEXP
681	31621 53633	   	158.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ERES|2AART|3RMIN|4DUR|5CDMG|6ZMB|7RCR|8NUKE|9aVULN
682	31253 21156	   	158.91	DCR|2AART|1DMG|2ZMB|1CDMG|1DUR|1ASPD	1ERES|27AART|3CDMG|45ZMB|6ASPD|8DMG|9RCR|aDUR
683	21141 12324	   	158.91	DCR|3VULN|1AART|2ASPD|1DUR	1CGEN|2AART|348VULN|5LHND|6aASPD|7DUR|9RCR
684	11423 15513	   	158.88	DCR|3VULN|1AART|2CDMG	12CDMG|2BPWR|37aVULN|4BEXP|5AART|6ERES|8RCR|9MLV
685	11423 15523	   	158.88	DCR|3VULN|1AART|2CDMG	12CDMG|2BPWR|37aVULN|4BEXP|5AART|6ERES|8RCR|9RMIN
686	21133 16333	   	158.88	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2AART|37VULN|4LIT|5LWND|6CDMG|8RCR|9DMG|aBEXP
687	21133 16334	   	158.88	DCR|2VULN|1AART|1DMG|1CDMG	1aCGEN|2AART|37VULN|4LIT|5LWND|6CDMG|8RCR|9DMG
688	21133 16361	   	158.88	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2AART|37VULN|4LIT|5LWND|6CDMG|8RCR|9FEWX|aDMG
689	32363 21245	   	158.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|2RPLT|3BEXP|4DUR|57VULN|6ZMB|8RCR|9AART|aDMG
690	31252 53231	   	158.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	15ERES|2AART|3CDMG|4ZMB|69VULN|7RCR|8LEGI|aDUR
691	31256 13231	   	158.85	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	16ERES|2AART|3CDMG|4ZMB|59VULN|7RCR|8LEGI|aDUR
692	31263 33614	   	158.85	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1ERES|2AART|3CDMG|4aDMG|5ZMB|69TLV|7RCR|8ASPD
693	31263 33621	   	158.85	DCR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1aERES|2AART|3CDMG|49DMG|5ZMB|6TLV|7RCR|8ASPD
694	21223 24634	   	158.81	DCR|2AART|2VULN|2CDMG|1ASPD	17CGEN|29AART|36CDMG|4BELT|56VULN|6BPWR|8ASPD|aRCR
695	21223 26634	   	158.81	DCR|2AART|2VULN|2CDMG|1ASPD	1CGEN|29AART|36CDMG|4BELT|56VULN|6BPWR|7RCVC|8ASPD|aRCR
696	21145 34252	   	158.81	DCR|3VULN|1AART|1CDMG|1ASPD	1CGEN|2AART|345VULN|6MBVNT|7CDMG|8ASPD|9RCR|aDUST
697	31115 15125	   	158.81	DCR|3VULN|1AART|1CDMG|1ASPD	17ERES|2AART|358VULN|4BEXP|6ASPD|9RCR|aCDMG
698	31141 15125	   	158.81	DCR|3VULN|1AART|1CDMG|1ASPD	17ERES|2AART|348VULN|5LHND|6ASPD|9RCR|aCDMG
699	31262 22324	   	158.81	DCR|3DMG|1AART|1CDMG|1ASPD	15ERES|2AART|3CDMG|47aDMG|6ASPD|8LHND|9RCR
700	31262 22424	   	158.81	DCR|3DMG|1AART|1CDMG|1ASPD	15ERES|2AART|3CDMG|47aDMG|6ASPD|8BEXP|9RCR
701	31262 23224	   	158.81	DCR|3DMG|1AART|1CDMG|1ASPD	15ERES|2AART|3CDMG|48aDMG|6ASPD|7FEWX|9RCR
702	36253 34331	   	158.80	DCR|2AART|2VULN|1CDMG|1DUR	1ERES|2MBVNT|35AART|49VULN|6CGEN|7RCR|8CDMG|aDUR
703	21133 16336	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2AART|37VULN|4LIT|5LWND|6CDMG|8RCR|9DMG|aERES
704	21524 42883	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1CGEN|2AART|3RPLT|4MBVNT|59VULN|6BEXP|7DMG|8RCR|aCDMG
705	31133 16333	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2AART|37VULN|4LIT|5LWND|6CDMG|8RCR|9DMG|aBEXP
706	31133 16334	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2AART|37VULN|4LIT|5LWND|6CDMG|8RCR|9DMG|aCGEN
707	31133 16361	   	158.78	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2AART|37VULN|4LIT|5LWND|6CDMG|8RCR|9FEWX|aDMG
708	21151 63423	   	158.76	DCR|2AART|2VULN|1CDMG|1ZMB	1CGEN|28AART|36VULN|4ERES|5CDMG|7ZMB|9RCR|aLIT
709	31161 63423	   	158.76	DCR|2AART|2VULN|1CDMG|1ZMB	1ERES|28AART|36VULN|4CGEN|5CDMG|7ZMB|9RCR|aLIT
710	21213 54326	   	158.76	DCR|2AART|2VULN|1CDMG|1ZMB	1CGEN|27AART|3CDMG|4ERES|5ZMB|6RCVC|8aVULN|9RCR
711	31113 64125	   	158.76	DCR|2AART|2VULN|1CDMG|1ZMB	1ERES|25AART|38VULN|46BEXP|7ZMB|9RCR|aCDMG
712	31142 63125	   	158.76	DCR|2AART|2VULN|1CDMG|1ZMB	1ERES|27AART|34VULN|5MLV|6ZMB|8RMIN|9RCR|aCDMG
713	31145 34252	   	158.71	DCR|3VULN|1AART|1CDMG|1ASPD	1ERES|2AART|345VULN|6MBVNT|7CDMG|8ASPD|9RCR|aDUST
714	31155 34253	   	158.71	DCR|3VULN|1AART|1CDMG|1ASPD	14ERES|2AART|35aVULN|6MBVNT|7CDMG|8ASPD|9RCR
715	31232 62436	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	16ERES|2AART|3CDMG|4FEWX|56VULN|6BPWR|7AIRHEL|8RCR|9DMSP|aDMG
716	31133 16335	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	1ERES|2AART|37VULN|4LIT|5LWND|6CDMG|8RCR|9DMG|aDUST
717	21151 63421	   	158.66	DCR|2AART|2VULN|1CDMG|1ZMB	1CGEN|28AART|36VULN|4aERES|5CDMG|7ZMB|9RCR
718	21151 63522	   	158.66	DCR|2AART|2VULN|1CDMG|1ZMB	1CGEN|2aAART|36VULN|48ERES|5CDMG|7ZMB|9RCR
719	31161 63421	   	158.66	DCR|2AART|2VULN|1CDMG|1ZMB	1aERES|28AART|36VULN|4CGEN|5CDMG|7ZMB|9RCR
720	31161 63522	   	158.66	DCR|2AART|2VULN|1CDMG|1ZMB	18ERES|2aAART|36VULN|4CGEN|5CDMG|7ZMB|9RCR
721	21151 13426	   	158.66	DCR|2AART|2VULN|1CDMG|1ZMB	1CGEN|28AART|3aVULN|46ERES|5CDMG|7ZMB|9RCR
722	21212 53426	   	158.66	DCR|2AART|2VULN|1CDMG|1ZMB	1CGEN|28AART|3CDMG|45ERES|6aVULN|7ZMB|9RCR
723	31113 45125	   	158.66	DCR|2AART|2VULN|1CDMG|1ZMB	17ERES|25AART|38VULN|4BEXP|6ZMB|9RCR|aCDMG
724	31161 13426	   	158.66	DCR|2AART|2VULN|1CDMG|1ZMB	16ERES|28AART|3aVULN|4CGEN|5CDMG|7ZMB|9RCR
725	31252 34326	   	158.66	DCR|2AART|2VULN|1CDMG|1ZMB	15ERES|27AART|3CDMG|4ZMB|6CGEN|8aVULN|9RCR
726	33133 65511	   	158.66	DCR|3VULN|1AART|1ZMB|1DUR	1ERES|247VULN|3LHND|5DUR|6RCR|8RMIN|9ZMB|aAART
727	52233 63511	   	158.66	DCR|3VULN|1AART|1ZMB|1DUR	1LWND|247VULN|3ERES|5DUR|6RCR|8RMIN|9ZMB|aAART
728	21265 33125	   	158.63	DCR|2DMG|1AART|2CDMG|1ZMB	1aCGEN|2AART|39CDMG|4aDMG|5ZMB|6TLV|7RCR|8aFEWX|aBPWR
729	26233 52153	   	158.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	18CGEN|23DMG|4LHND|5VULN|6AART|7DUR|9CDMG|aRCR
730	26233 52253	   	158.61	DCR|2DMG|1AART|1VULN|1CDMG|1DUR	1CGEN|23DMG|48LHND|5VULN|6AART|7DUR|9CDMG|aRCR
731	26253 26232	   	158.58	DCR|3DMG|1AART|1VULN	18CGEN|238DMG|4LWND|5VULN|68LIT|7RCR|8BPWR|9DUST|aAART
732	52131 63253	   	158.55	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1LWND|29VULN|3LIT|4DUR|5FLTHEA|6RCR|7AART|8LHND|aZMB
733	21256 63113	   	158.53	DCR|2VULN|1AART|2CDMG|1ZMB	1CGEN|2AART|3aCDMG|4ZMB|56VULN|7RCR|8FEWX|9BEXP
734	11423 33166	   	158.49	DCR|2VULN|1AART|1DMG|2CDMG	12CDMG|2BPWR|38VULN|4BEXP|5AART|6DUST|7DMG|9RCVC|aRCR
735	23332 64311	   	158.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1CGEN|2aVULN|3VENICY|4MLV|5ZMB|6RCR|7AART|8CDMG|9DUR
736	31253 53433	   	158.44	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1ERES|2AART|3CDMG|45ZMB|6VULN|7RCR|8DMG|9BEXP|aLHND
737	31263 13135	   	158.44	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1ERES|2AART|3CDMG|4DMG|5aZMB|6LHND|7RCR|8VULN|9CGEN
738	21256 13523	   	158.43	DCR|2VULN|1AART|2CDMG|1ZMB	1CGEN|2AART|39CDMG|4ZMB|5aVULN|6ERES|7RCR|8RMIN
739	21256 13623	   	158.43	DCR|2VULN|1AART|2CDMG|1ZMB	1CGEN|2AART|39CDMG|4ZMB|5aVULN|6ERES|7RCR|8MLV
740	21256 63122	   	158.43	DCR|2VULN|1AART|2CDMG|1ZMB	1CGEN|2AART|39CDMG|4ZMB|56VULN|7RCR|8FEWX|aDUST
741	21256 63213	   	158.43	DCR|2VULN|1AART|2CDMG|1ZMB	1CGEN|2AART|3aCDMG|4ZMB|56VULN|7RCR|8LEGI|9BEXP
742	31256 63113	   	158.43	DCR|2VULN|1AART|2CDMG|1ZMB	1ERES|2AART|3aCDMG|4ZMB|56VULN|7RCR|8FEWX|9BEXP
743	31263 33125	   	158.43	DCR|2DMG|1AART|2CDMG|1ZMB	1aERES|2AART|39CDMG|4aDMG|5ZMB|6TLV|7RCR|8aFEWX|aBPWR
744	31263 33525	   	158.43	DCR|2DMG|1AART|2CDMG|1ZMB	1aERES|2AART|38CDMG|4aDMG|5ZMB|6TLV|7RCR|9aFEWX|aBPWR
745	21143 14321	   	158.38	DCR|3VULN|1AART|1DMG	1aCGEN|2AART|348VULN|5DMG|6LHND|7DUST|9RCR
746	21143 14322	   	158.38	DCR|3VULN|1AART|1DMG	1CGEN|2AART|348VULN|5DMG|6LHND|7DUST|9RCR|aBEXP
747	21143 14323	   	158.38	DCR|3VULN|1AART|1DMG	1CGEN|2AART|348VULN|5DMG|6LHND|7DUST|9RCR|aDMSP
748	26233 52125	   	158.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	18CGEN|23DMG|4LHND|5VULN|6AART|7DUR|9RCR|aZMB
749	26233 52225	   	158.37	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1CGEN|23DMG|48LHND|5VULN|6AART|7DUR|9RCR|aZMB
750	31253 53412	   	158.34	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1ERES|2AART|3CDMG|45ZMB|6VULN|7RCR|8DMG|9MLV|aDUST
751	31253 53423	   	158.34	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1ERES|2AART|3CDMG|45ZMB|6VULN|7RCR|8DMG|9DUST|aLHND
752	21265 33235	   	158.34	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	1CGEN|2AART|3CDMG|4DMG|5aZMB|6TLV|7RCR|8LEGI|9VULN
753	21256 13123	   	158.33	DCR|2VULN|1AART|2CDMG|1ZMB	1CGEN|2AART|39CDMG|4ZMB|5aVULN|6ERES|7RCR|8TLV
754	21256 63222	   	158.33	DCR|2VULN|1AART|2CDMG|1ZMB	1CGEN|2AART|39CDMG|4ZMB|56VULN|7RCR|8LEGI|aDUST
755	31153 22314	   	158.33	DCR|2VULN|1AART|1DMG|1ZMB	146ERES|2AART|38VULN|5DMG|7RCR|9RPLT|aZMB
756	31153 22334	   	158.33	DCR|2VULN|1AART|1DMG|1ZMB	146ERES|2AART|38VULN|5DMG|7RCR|9CGEN|aZMB
757	31153 22414	   	158.33	DCR|2DMG|1AART|1VULN|1ZMB	146ERES|2AART|3VULN|58DMG|7RCR|9RPLT|aZMB
758	31153 22434	   	158.33	DCR|2DMG|1AART|1VULN|1ZMB	146ERES|2AART|3VULN|58DMG|7RCR|9CGEN|aZMB
759	31252 53123	   	158.33	DCR|2VULN|1AART|2CDMG|1ZMB	15ERES|2AART|39CDMG|4ZMB|6aVULN|7RCR|8FEWX
760	31256 13123	   	158.33	DCR|2VULN|1AART|2CDMG|1ZMB	16ERES|2AART|39CDMG|4ZMB|5aVULN|7RCR|8FEWX
761	31256 63122	   	158.33	DCR|2VULN|1AART|2CDMG|1ZMB	1ERES|2AART|39CDMG|4ZMB|56VULN|7RCR|8FEWX|aDUST
762	31256 63213	   	158.33	DCR|2VULN|1AART|2CDMG|1ZMB	1ERES|2AART|3aCDMG|4ZMB|56VULN|7RCR|8LEGI|9BEXP
763	36253 14338	   	158.29	DCR|2AART|2VULN|1ZMB|1DUR|1ASPD	1ERES|2MBVNT|35AART|47VULN|6ASPD|8ZMB|9RCR|aDUR
764	31143 15122	   	158.28	DCR|3VULN|1AART|1DMG	17ERES|2AART|348VULN|5DMG|6LHND|9RCR|aRCVC
765	31143 15123	   	158.28	DCR|3VULN|1AART|1DMG	17ERES|2AART|348VULN|5DMG|6LHND|9RCR|aMLV
766	31143 15124	   	158.28	DCR|3VULN|1AART|1DMG	17ERES|2AART|348VULN|5DMG|6LHND|9RCR|aRPLT
767	31143 22122	   	158.28	DCR|3VULN|1AART|1DMG	16ERES|2AART|348VULN|5DMG|7LHND|9RCR|aRCVC
768	31143 22123	   	158.28	DCR|3VULN|1AART|1DMG	16ERES|2AART|348VULN|5DMG|7LHND|9RCR|aMLV
769	31143 22124	   	158.28	DCR|3VULN|1AART|1DMG	16ERES|2AART|348VULN|5DMG|7LHND|9RCR|aRPLT
770	31143 24122	   	158.28	DCR|3VULN|1AART|1DMG	16ERES|2AART|348VULN|5DMG|7BEXP|9RCR|aRCVC
771	31143 24123	   	158.28	DCR|3VULN|1AART|1DMG	16ERES|2AART|348VULN|5DMG|7BEXP|9RCR|aMLV
772	31143 24124	   	158.28	DCR|3VULN|1AART|1DMG	16ERES|2AART|348VULN|5DMG|7BEXP|9RCR|aRPLT
773	31143 31122	   	158.28	DCR|3VULN|1AART|1DMG	1ERES|2AART|348VULN|5DMG|6MLV|7TLV|9RCR|aRCVC
774	31143 31123	   	158.28	DCR|3VULN|1AART|1DMG	1ERES|2AART|348VULN|5DMG|6aMLV|7TLV|9RCR
775	31143 31124	   	158.28	DCR|3VULN|1AART|1DMG	1ERES|2AART|348VULN|5DMG|6MLV|7TLV|9RCR|aRPLT
776	31143 31522	   	158.28	DCR|3VULN|1AART|1DMG	18ERES|2AART|348VULN|5DMG|6MLV|78TLV|8BPWR|9RCR|aRCVC
777	31143 31523	   	158.28	DCR|3VULN|1AART|1DMG	18ERES|2AART|348VULN|5DMG|6aMLV|78TLV|8BPWR|9RCR
778	31143 31524	   	158.28	DCR|3VULN|1AART|1DMG	18ERES|2AART|348VULN|5DMG|6MLV|78TLV|8BPWR|9RCR|aRPLT
779	31143 65122	   	158.28	DCR|3VULN|1AART|1DMG	17ERES|2AART|348VULN|5DMG|6FEWX|9RCR|aRCVC
780	31143 65123	   	158.28	DCR|3VULN|1AART|1DMG	17ERES|2AART|348VULN|5DMG|6FEWX|9RCR|aMLV
781	31143 26143	   	158.28	DCR|3VULN|1AART|1DMG	16ERES|2AART|34aVULN|5DMG|7DMSP|8RPLT|9RCR
782	31153 22241	   	158.24	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	146ERES|2AART|3VULN|5DMG|7RCR|8CDMG|9aZMB
783	31263 33235	   	158.24	DCR|1AART|1DMG|1VULN|2ZMB|1CDMG	1ERES|2AART|3CDMG|4DMG|5aZMB|6TLV|7RCR|8LEGI|9VULN
784	31252 53223	   	158.23	DCR|2VULN|1AART|2CDMG|1ZMB	15ERES|2AART|39CDMG|4ZMB|6aVULN|7RCR|8LEGI
785	31256 13223	   	158.23	DCR|2VULN|1AART|2CDMG|1ZMB	16ERES|2AART|39CDMG|4ZMB|5aVULN|7RCR|8LEGI
786	31256 63222	   	158.23	DCR|2VULN|1AART|2CDMG|1ZMB	1ERES|2AART|39CDMG|4ZMB|56VULN|7RCR|8LEGI|aDUST
787	31143 23122	   	158.18	DCR|3VULN|1AART|1DMG	16ERES|2AART|348VULN|5DMG|7DUST|9RCR|aRCVC
788	31143 23123	   	158.18	DCR|3VULN|1AART|1DMG	16ERES|2AART|348VULN|5DMG|7DUST|9RCR|aMLV
789	31143 23124	   	158.18	DCR|3VULN|1AART|1DMG	16ERES|2AART|348VULN|5DMG|7DUST|9RCR|aRPLT
790	31143 15121	   	158.18	DCR|3VULN|1AART|1DMG	17ERES|2AART|348VULN|5DMG|6LHND|9RCR|aVENICY
791	31143 15126	   	158.18	DCR|3VULN|1AART|1DMG	17aERES|2AART|348VULN|5DMG|6LHND|9RCR
792	31143 22121	   	158.18	DCR|3VULN|1AART|1DMG	16ERES|2AART|348VULN|5DMG|7LHND|9RCR|aVENICY
793	31143 22126	   	158.18	DCR|3VULN|1AART|1DMG	16aERES|2AART|348VULN|5DMG|7LHND|9RCR
794	31143 24121	   	158.18	DCR|3VULN|1AART|1DMG	16ERES|2AART|348VULN|5DMG|7BEXP|9RCR|aVENICY
795	31143 24126	   	158.18	DCR|3VULN|1AART|1DMG	16aERES|2AART|348VULN|5DMG|7BEXP|9RCR
796	31143 31121	   	158.18	DCR|3VULN|1AART|1DMG	1ERES|2AART|348VULN|5DMG|6MLV|7TLV|9RCR|aLSRREG
797	31143 31126	   	158.18	DCR|3VULN|1AART|1DMG	1aERES|2AART|348VULN|5DMG|6MLV|7TLV|9RCR
798	31143 31521	   	158.18	DCR|3VULN|1AART|1DMG	18ERES|2AART|348VULN|5DMG|6MLV|78TLV|8BPWR|9RCR|aLSRREG
799	31143 31526	   	158.18	DCR|3VULN|1AART|1DMG	18aERES|2AART|348VULN|5DMG|6MLV|78TLV|8BPWR|9RCR
800	31143 65121	   	158.18	DCR|3VULN|1AART|1DMG	17ERES|2AART|348VULN|5DMG|6FEWX|9RCR|aVENICY
801	31145 34524	   	158.18	DCR|3VULN|1AART|2CDMG	1ERES|2AART|345VULN|6MBVNT|7aCDMG|8DMSP|9RCR
802	36253 34323	   	158.17	DCR|2AART|2VULN|2CDMG	1ERES|2MBVNT|35AART|4aVULN|6CGEN|7RCR|89CDMG
803	36253 34334	   	158.17	DCR|2AART|2VULN|2CDMG	1ERES|2MBVNT|35AART|49VULN|6CGEN|7RCR|8aCDMG
804	33132 54511	   	158.12	ACR|3VULN|1AART|1CDMG|1DUR	1ERES|247VULN|3LHND|5RCR|6CDMG|8AART|9MLV|aDUR
805	33132 54521	   	158.12	ACR|3VULN|1AART|1CDMG|1DUR	1ERES|247VULN|3LHND|5RCR|6CDMG|8AART|9RMIN|aDUR
806	33132 54531	   	158.12	ACR|3VULN|1AART|1CDMG|1DUR	1ERES|247VULN|3LHND|5RCR|6CDMG|8AART|9DUR|aRCVC
807	33132 54533	   	158.12	ACR|3VULN|1AART|1CDMG|1DUR	1ERES|247VULN|3LHND|5RCR|6CDMG|8AART|9DUR|aLWND
808	33132 51111	   	158.12	ACR|3VULN|1AART|1CDMG|1DUR	1ERES|24aVULN|3LHND|5RCR|6CDMG|7BELT|8AART|9DUR
809	52232 51111	   	158.12	ACR|3VULN|1AART|1CDMG|1DUR	1LWND|24aVULN|3ERES|5RCR|6CDMG|7BELT|8AART|9DUR
810	52214 36333	   	158.11	DCR|2VULN|2AART|1DMG|1DUR	18LWND|25VULN|3ERES|4DUR|6DMG|7aAART|9RCR
811	52233 36333	   	158.11	DCR|2VULN|2AART|1DMG|1DUR	18LWND|24VULN|3ERES|5DUR|6DMG|7aAART|9RCR
812	31253 22435	   	158.11	DCR|2DMG|1AART|2ZMB|1CDMG|1ASPD	1ERES|2AART|3CDMG|45ZMB|6ASPD|7aDMG|8LIT|9RCR
813	31143 23121	   	158.08	DCR|3VULN|1AART|1DMG	16ERES|2AART|348VULN|5DMG|7DUST|9RCR|aVENICY
814	31143 23126	   	158.08	DCR|3VULN|1AART|1DMG	16aERES|2AART|348VULN|5DMG|7DUST|9RCR
815	31145 34724	   	158.08	DCR|3VULN|1AART|2CDMG	18ERES|2AART|345VULN|6MBVNT|7aCDMG|9RCR
816	36135 27442	   	158.06	DCR|2VULN|2AART|1CDMG|1ZMB	1ERES|2MBVNT|3LWND|45VULN|6ZMB|7aAART|8RCR|9CDMG
817	21143 51113	   	158.01	DCR|2VULN|2DMG|1AART	19CGEN|2AART|34VULN|56DMG|7MLV|8RMIN|aRCR
818	21143 51153	   	158.01	DCR|2VULN|2DMG|1AART	1CGEN|2AART|34VULN|56DMG|7MLV|89RMIN|aRCR
819	21143 52215	   	158.01	DCR|2VULN|2DMG|1AART	1CGEN|2AART|34VULN|56DMG|7LHND|8RPLT|9BEXP|aRCR
820	31263 21324	   	158.01	DCR|2DMG|1AART|2ZMB|1CDMG|1DUR	18ERES|2AART|3CDMG|4aDMG|57ZMB|6DUR|9RCR
821	13133 43264	   	157.95	ACR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2BEXP|3LWND|49aVULN|5RCR|6MLV|7DMG|8ZMB
822	33161 52352	   	157.91	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ERES|26VULN|3LHND|4CDMG|5ASPD|7AART|8RPLT|9DMG|aRCR
823	33226 32436	   	157.91	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1ERES|25VULN|3DUR|4CDMG|6CGEN|7AART|8DMG|9RCVC|aRCR
824	26233 54321	   	157.91	DCR|2VULN|2DMG|1AART	1aCGEN|23DMG|4LHND|58VULN|6AART|7DUST|9RCR
825	26233 54322	   	157.91	DCR|2VULN|2DMG|1AART	1CGEN|23DMG|4LHND|58VULN|6AART|7DUST|9RCR|aBEXP
826	26233 54323	   	157.91	DCR|2VULN|2DMG|1AART	1CGEN|23DMG|4LHND|58VULN|6AART|7DUST|9RCR|aDMSP
827	21143 51143	   	157.91	DCR|2VULN|2DMG|1AART	1CGEN|2AART|34VULN|56DMG|7MLV|8RMIN|9ERES|aRCR
828	31153 24223	   	157.91	DCR|2VULN|2DMG|1AART	146ERES|2AART|39VULN|59DMG|7RMIN|89MLV|9BPWR|aRCR
829	31153 24623	   	157.91	DCR|2VULN|2DMG|1AART	146ERES|2AART|39VULN|59DMG|7RMIN|89CGEN|9BPWR|aRCR
830	33212 54533	 * 	157.89	ACR|2VULN|1AART|2CDMG|3DUR	1ERES|27VULN|349DUR|5RCR|6aCDMG|8AART
831	33135 43325	 * 	157.88	DCR|4VULN|1DMG|1ZMB	1ERES|2469VULN|35LHND|7ZMB|8RCR|aDMG
832	31262 26125	   	157.86	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	15ERES|2AART|3CDMG|4DMG|6ASPD|78DUR|9RCR|aVULN
833	13133 53264	   	157.85	ACR|3VULN|1DMG|1CDMG|1ZMB	1CDMG|2BEXP|3LWND|49aVULN|5RCR|6TLV|7DMG|8ZMB
834	33512 43335	   	157.78	DCR|4VULN|1DMG|1ZMB	1ERES|2369VULN|4TLV|5CGEN|7ZMB|8RCR|aDMG
835	33212 44532	   	157.75	ACR|2VULN|1AART|1DMG|3DUR|1SELL	1ERES|27VULN|349DUR|5RCR|6SELL|8AART|aDMG
836	52214 36332	   	157.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	18LWND|25VULN|3ERES|4DUR|6DMG|7AART|9RCR|aZMB
837	52233 36332	   	157.67	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	18LWND|24VULN|3ERES|5DUR|6DMG|7AART|9RCR|aZMB
