0	Index      	 *	Score 	Summary	Detail	
1	13152 51343	 * 	192.75	ACR|4VULN|2AART|1DMG	1ERES|2RCR|3LIT|49AART|568aVULN|7DMG
648	13152 51216	   	164.99	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8DUST|9FLTHEA|aMBVNT
649	12266 11151	 * 	164.99	DCR|2VULN|1AART|3ASPD|1DMG	139ERES|239ASPD|39BPWR|4CGEN|5DUST|6AART|7RCR|89VULN|aDMG
650	13534 36544	 * 	164.95	ACR|3DMG|1VULN|1FLTHEA|1ZMB	1ERES|2RCR|3MBVNT|4FLTHEA|5VULN|6BEXP|79aDMG|8ZMB
651	13534 42653	   	164.95	ACR|3VULN|1DMG|1FLTHEA|1ZMB	1ERES|2RCR|3MBVNT|4FLTHEA|59aVULN|6RMIN|7ZMB|8DMG
652	12133 12135	   	164.94	ACR|3VULN|1AART|1DMG|1ASPD	13ERES|2ASPD|489VULN|5RCR|6DMG|7AART|aNUKE
653	12133 12136	   	164.94	ACR|3VULN|1AART|1DMG|1ASPD	13ERES|2ASPD|489VULN|5RCR|6DMG|7AART|aDLOT
654	13528 44312	   	164.92	ACR|3DMG|2VULN|1DUR	17ERES|2RCR|3MBVNT|4DUR|57aDMG|67MLV|7BPWR|89VULN
655	63125 31222	   	164.87	ACR|2AART|1VULN|1DMG|2CDMG	1CGEN|2RCR|3LIT|4DMG|56AART|7BELT|8VULN|9aCDMG
656	42113 43412	 * 	164.86	DCR|3VULN|1DMG|2ZMB|2DUR	17LWND|27DUR|3DUST|489VULN|57ZMB|6RCR|7BPWR|aDMG
657	42113 43433	   	164.86	DCR|3VULN|1DMG|2ZMB|2DUR	17LWND|27DUR|3DUST|48aVULN|57ZMB|6RCR|7BPWR|9DMG
658	63135 52221	   	164.83	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	17CGEN|2RCR|3LIT|47VULN|57ZMB|6DMSP|7BPWR|8AART|9DUR|aCDMG
659	13528 63412	   	164.82	ACR|3VULN|2DMG|1DUR	1ERES|2RCR|3MBVNT|4DUR|5aDMG|689VULN|7RMIN
660	13528 63432	   	164.82	ACR|3DMG|2VULN|1DUR	1ERES|2RCR|3MBVNT|4DUR|59aDMG|68VULN|7RMIN
661	13312 53635	   	164.80	ACR|3VULN|1AART|1DMG	1ERES|2RCR|34RCVC|569VULN|7LWND|8AART|aDMG
662	13616 51132	   	164.72	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	17ERES|2RCR|3RMIN|4DUR|5AART|6DMG|8aVULN|9ASPD
663	13528 14312	   	164.72	ACR|3DMG|2VULN|1DUR	17ERES|2RCR|3MBVNT|4DUR|57aDMG|67TLV|7BPWR|89VULN
664	13322 53635	   	164.70	ACR|3VULN|1AART|1DMG	14ERES|2RCR|3RCVC|4BPWR|569VULN|7LWND|8AART|aDMG
665	63433 31332	   	164.70	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1CGEN|2RCR|3LHND|4FLTHEA|5CDMG|6VULN|7ASPD|8DMG|9RPLT|aAART
666	61222 22162	 * 	164.67	DCR|4VULN|2DMG	1aCGEN|245aVULN|3LSRREG|6LHND|7aDMG|8RCR|9DMSP|aBPWR
667	13135 52221	   	164.63	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	17ERES|2RCR|3LIT|47VULN|57ZMB|6DMSP|7BPWR|8AART|9DUR|aCDMG
668	11313 24145	   	164.62	DCR|3VULN|1AART|1DMG|1DUR	16ERES|249VULN|3BELT|5DUR|7AART|8RCR|aDMG
669	13433 31332	   	164.60	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ASPD	1ERES|2RCR|3LHND|4FLTHEA|5CDMG|6VULN|7ASPD|8DMG|9RPLT|aAART
670	13125 62162	   	164.59	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3LIT|4DMG|5AART|6FEWX|79VULN|8LHND|aCDMG
671	13125 62362	   	164.59	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3LIT|4DMG|5AART|6FEWX|79VULN|8LWND|aCDMG
672	11632 22214	   	164.58	ACR|2VULN|2DMG|1CDMG|1ZMB	148ERES|24VULN|3RCR|48BPWR|58BEXP|68DMG|7MBVNT|9CDMG|aZMB
673	11632 21624	   	164.53	ACR|2VULN|2AART|1DMG|1DUR	14ERES|24VULN|3RCR|4BPWR|5BEXP|6DMG|7LHND|8DUR|9aAART
674	11632 23624	   	164.53	ACR|2VULN|2AART|1DMG|1DUR	14ERES|24VULN|3RCR|4BPWR|5BEXP|6DMG|7LWND|8DUR|9aAART
675	11222 22162	   	164.47	DCR|4VULN|2DMG	1aERES|245aVULN|3LSRREG|6LHND|7aDMG|8RCR|9DMSP|aBPWR
676	13221 42661	   	164.45	ACR|3VULN|1AART|1DMG|1SELL	1ERES|2RCR|3VENICY|46aVULN|5BEXP|7DMG|8AART|9SELL
677	11611 32614	   	164.43	ACR|2VULN|2DMG|1AART	1aERES|2aVULN|3RCR|4LWND|56RPLT|7LIT|8AART|9aDMG|aBPWR
678	11641 32214	   	164.43	ACR|2VULN|2DMG|1AART	1aERES|2aVULN|3RCR|4FEWX|56RPLT|7LIT|8AART|9aDMG|aBPWR
679	13152 25113	   	164.40	ACR|2VULN|1AART|1FLTHEA|2DUR|1ASPD	17ERES|2RCR|3LIT|4AART|57VULN|67DUR|7BPWR|8ASPD|9FLTHEA|aBEXP
680	13152 25114	   	164.40	ACR|2VULN|1AART|1FLTHEA|2DUR|1ASPD	17ERES|2RCR|3LIT|4AART|57VULN|67DUR|7BPWR|8ASPD|9FLTHEA|aLWND
681	13152 25142	   	164.40	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	17ERES|2RCR|3LIT|4AART|57VULN|67DUR|7BPWR|8ASPD|9FEWX|aCDMG
682	13153 55113	   	164.40	ACR|2VULN|1AART|1FLTHEA|2DUR|1ASPD	17ERES|2RCR|3LIT|4AART|57DUR|67VULN|7BPWR|8ASPD|9FLTHEA|aBEXP
683	44222 13474	   	164.39	ACR|3VULN|2DMG|1ZMB	189LWND|2MBVNT|3RPLT|4RCR|59DMG|679VULN|9BPWR|aZMB
684	11633 37724	   	164.38	ACR|2VULN|2DMG|1CDMG|1ZMB	14ERES|24VULN|3RCR|4BPWR|5CANSTR|6MBVNT|78DMG|9CDMG|aZMB
685	13421 13236	 * 	164.33	ACR|4VULN|3DUR|1CDMG	189ERES|2RCR|3LHND|489DUR|5RPLT|6789VULN|89BPWR|aCDMG
686	34222 26328	   	164.33	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2MBVNT|3RPLT|4RCR|5aDMG|6ASPD|7VULN|8CDMG|9AART
687	34222 27328	   	164.33	ACR|2DMG|1AART|1VULN|1CDMG|1ASPD	1LHND|2MBVNT|3RPLT|4RCR|5aDMG|6ASPD|7CDMG|8VULN|9AART
688	44222 26324	   	164.33	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	1LWND|2MBVNT|3RPLT|4RCR|5DMG|6ASPD|7aVULN|8CDMG|9AART
689	11611 21614	   	164.33	ACR|2VULN|2DMG|1AART	17aERES|2aVULN|3RCR|4LWND|5RPLT|6LIT|8AART|9aDMG|aBPWR
690	11641 21214	   	164.33	ACR|2VULN|2DMG|1AART	17aERES|2aVULN|3RCR|4FEWX|5RPLT|6LIT|8AART|9aDMG|aBPWR
691	11651 32214	   	164.33	ACR|2VULN|2DMG|1AART	1aERES|2aVULN|3RCR|4DUST|56RPLT|7LIT|8AART|9aDMG|aBPWR
692	61331 16114	 * 	164.31	DCR|3VULN|1AART|2CDMG|2DUR	18CGEN|258VULN|3BELT|45DUR|58BPWR|6LIT|78CDMG|9AART|aRCR
693	13152 25111	   	164.30	ACR|2VULN|1AART|1FLTHEA|2DUR|1ASPD	17ERES|2RCR|3LIT|4AART|57VULN|67DUR|7BPWR|8ASPD|9FLTHEA|aTLV
694	13152 25116	   	164.30	ACR|2VULN|1AART|1FLTHEA|2DUR|1ASPD	17ERES|2RCR|3LIT|4AART|57VULN|67DUR|7BPWR|8ASPD|9FLTHEA|aMBVNT
695	13153 55111	   	164.30	ACR|2VULN|1AART|1FLTHEA|2DUR|1ASPD	17ERES|2RCR|3LIT|4AART|57DUR|67VULN|7BPWR|8ASPD|9FLTHEA|aTLV
696	62311 11642	   	164.30	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	1CGEN|2ASPD|34DUR|5ERES|6AART|7RCR|8DMG|9aVULN
697	63312 12663	   	164.29	ACR|2AART|1VULN|1DMG|1CDMG|1DUR	1CGEN|2RCR|34RCVC|5VULN|6DUR|7aAART|8DMG|9CDMG
698	63322 12663	   	164.29	ACR|2AART|1DMG|1VULN|1CDMG|1DUR	14CGEN|2RCR|3RCVC|4BPWR|5VULN|6DUR|7aAART|8DMG|9CDMG
699	13521 13237	   	164.23	ACR|4VULN|3DUR|1CDMG	189ERES|2RCR|3MBVNT|489DUR|5RPLT|6789VULN|89BPWR|aCDMG
700	11651 21214	   	164.23	ACR|2VULN|2DMG|1AART	17aERES|2aVULN|3RCR|4DUST|5RPLT|6LIT|8AART|9aDMG|aBPWR
701	13312 53215	   	164.20	ACR|3VULN|1AART|1DMG	1ERES|2RCR|34RCVC|568VULN|7LWND|9AART|aDMG
702	13312 66511	   	164.20	ACR|3VULN|1AART|1DMG	1ERES|2RCR|34RCVC|58aVULN|6DMG|7DMSP|9AART
703	11331 16114	   	164.11	DCR|3VULN|1AART|2CDMG|2DUR	18ERES|258VULN|3BELT|45DUR|58BPWR|6LIT|78CDMG|9AART|aRCR
704	13322 53215	   	164.10	ACR|3VULN|1AART|1DMG	14ERES|2RCR|3RCVC|4BPWR|568VULN|7LWND|9AART|aDMG
705	13322 66511	   	164.10	ACR|3VULN|1AART|1DMG	14ERES|2RCR|3RCVC|4BPWR|58aVULN|6DMG|7DMSP|9AART
706	13433 36211	 * 	164.09	ACR|2AART|1VULN|2CDMG|1FLTHEA|1DUR	1ERES|2RCR|3LHND|4FLTHEA|59CDMG|6VULN|78AART|aDUR
707	11331 24144	   	164.05	DCR|4VULN|1AART|2DUR	16ERES|259aVULN|3BELT|45DUR|5BPWR|7AART|8RCR
708	63135 13331	   	164.03	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1CGEN|2RCR|3LIT|48VULN|56ZMB|7DUR|9AART|aCDMG
709	63135 23631	   	164.03	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1CGEN|2RCR|3LIT|46VULN|58ZMB|7DUR|9AART|aCDMG
710	13534 83115	   	164.02	ACR|3VULN|1AART|1FLTHEA|1DUR	1ERES|2RCR|3MBVNT|4FLTHEA|589VULN|6DUR|7LIT|aAART
711	62313 13255	   	164.01	DCR|2DMG|1AART|1VULN|2ASPD|2DUR	17CGEN|27ASPD|34DUR|5BEXP|67DMG|7BPWR|8VULN|9RCR|aAART
712	13135 52263	   	164.00	ACR|2VULN|1AART|2CDMG|2ZMB	17ERES|2RCR|3LIT|47VULN|57ZMB|6DMSP|7BPWR|8AART|9aCDMG
713	11635 12632	   	163.98	ACR|3VULN|2DMG|1AART|1ASPD|1MSE	14ERES|249VULN|3RCR|4BPWR|5ASPD|68DMG|7AART|aMSE
714	13135 13331	   	163.93	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1ERES|2RCR|3LIT|48VULN|56ZMB|7DUR|9AART|aCDMG
715	13135 23631	   	163.93	ACR|2VULN|1AART|2ZMB|1CDMG|1DUR	1ERES|2RCR|3LIT|46VULN|58ZMB|7DUR|9AART|aCDMG
716	13433 36141	   	163.92	ACR|2VULN|1AART|1FLTHEA|1CDMG|1DUR	1ERES|2RCR|3LHND|4FLTHEA|5CDMG|69VULN|7AART|8RPLT|aDUR
717	13433 36133	   	163.92	ACR|2VULN|1AART|1FLTHEA|1CDMG|1DUR	1ERES|2RCR|3LHND|4FLTHEA|5CDMG|6aVULN|7AART|8RPLT|9DUR
718	13226 26163	   	163.89	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2RCR|3VENICY|48VULN|59MLV|6AART|7FLTHEA|aDMG
719	13152 25411	   	163.88	ACR|2VULN|1AART|1DMG|2DUR	17ERES|2RCR|3LIT|4AART|57VULN|67DUR|7BPWR|8RPLT|9DMG|aMGNLIT
720	13152 25413	   	163.88	ACR|2VULN|1AART|1DMG|2DUR	17ERES|2RCR|3LIT|4AART|57VULN|67DUR|7BPWR|8RPLT|9DMG|aDMSP
721	13152 23414	   	163.88	ACR|2DMG|1AART|1VULN|2DUR	1aERES|2RCR|3aLIT|4AART|5VULN|68DUR|7RPLT|9aDMG|aBPWR
722	63522 82141	   	163.88	ACR|3VULN|1AART|1ZMB|1DUR	1CGEN|2RCR|3MBVNT|4DUR|5BEXP|6AART|7ZMB|89aVULN
723	11614 63322	   	163.83	ACR|2VULN|2DMG|1AART	17ERES|27VULN|3RCR|4LWND|5LHND|67DMG|7BPWR|8FEWX|9AART|aMLV
724	63521 13224	   	163.83	ACR|3VULN|1DMG|2DUR|1ZMB	18CGEN|2RCR|3MBVNT|48DUR|5RPLT|678VULN|8BPWR|9ZMB|aDMG
725	13226 26153	   	163.79	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2RCR|39VENICY|48VULN|5MLV|6AART|7FLTHEA|aDMG
726	13153 21133	   	163.78	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2RCR|3LIT|4AART|56DUR|7DMG|8LWND|9aVULN
727	13153 21332	   	163.78	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2RCR|3LIT|4AART|56DUR|7DMG|89VULN|aBEXP
728	13153 21333	   	163.78	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2RCR|3LIT|4AART|56DUR|7DMG|89VULN|aDMSP
729	13153 21334	   	163.78	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2RCR|3LIT|4AART|56DUR|7DMG|89VULN|aBELT
730	13153 21336	   	163.78	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2RCR|3LIT|4AART|56DUR|7DMG|89VULN|aCGEN
731	13153 21345	   	163.78	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2RCR|3LIT|4AART|56DUR|7DMG|8aVULN|9FEWX
732	13153 21353	   	163.78	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2RCR|3LIT|4AART|56DUR|7DMG|8aVULN|9LHND
733	13153 21361	   	163.78	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2RCR|3LIT|4AART|56DUR|7DMG|8aVULN|9BELT
734	13153 21365	   	163.78	ACR|2DMG|1AART|1VULN|2DUR	1ERES|2RCR|3LIT|4AART|56DUR|7aDMG|8VULN|9BELT
735	13152 51124	   	163.78	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8LWND|9aDUR
736	13522 82181	   	163.78	ACR|3VULN|1AART|1ZMB|1DUR	1ERES|2RCR|3MBVNT|4DUR|5BEXP|6AART|7ZMB|89aVULN
737	13135 33113	   	163.75	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1ERES|2RCR|3LIT|4VULN|5ZMB|6DMG|7AART|8ASPD|9FLTHEA|aBEXP
738	13135 33114	   	163.75	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1ERES|2RCR|3LIT|4VULN|5ZMB|6DMG|7AART|8ASPD|9FLTHEA|aLWND
739	13135 33161	   	163.75	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1ERES|2RCR|3LIT|4VULN|5ZMB|6DMG|7AART|8ASPD|9RCVC|aCDMG
740	11614 63323	   	163.73	ACR|2VULN|2DMG|1AART	17aERES|27VULN|3RCR|4LWND|5LHND|67DMG|7BPWR|8FEWX|9AART
741	11632 22253	   	163.73	ACR|2VULN|2DMG|1AART	148ERES|24VULN|3RCR|48BPWR|58BEXP|68DMG|7MBVNT|9AART|aLHND
742	11632 22254	   	163.73	ACR|2VULN|2DMG|1AART	148ERES|24VULN|3RCR|48BPWR|58BEXP|68DMG|7MBVNT|9AART|aRCVC
743	11632 22255	   	163.73	ACR|2VULN|2DMG|1AART	148ERES|24VULN|3RCR|48BPWR|58BEXP|68DMG|7MBVNT|9AART|aLWND
744	63135 23311	   	163.73	ACR|3VULN|1DMG|2DUR|1ZMB	1CGEN|2RCR|3LIT|468VULN|5ZMB|79DUR|aDMG
745	63355 12122	   	163.72	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3RCVC|48VULN|5ASPD|6DMG|7AART|9RPLT|aDUR
746	61541 22345	   	163.72	ACR|2VULN|2DMG|3ZMB	1aCGEN|27VULN|3MBVNT|48aZMB|5RCR|6RPLT|9aDMG|aBPWR
747	13136 63521	   	163.70	ACR|3VULN|1AART|1DMG	17ERES|2RCR|3LIT|467VULN|57CGEN|7BPWR|8DMG|9FEWX|aAART
748	13136 63531	   	163.70	ACR|3VULN|1AART|1DMG	17ERES|2RCR|3LIT|467VULN|57CGEN|7BPWR|8DMG|9BEXP|aAART
749	63313 11224	   	163.70	ACR|3VULN|1AART|2CDMG	16CGEN|2RCR|34RCVC|56CDMG|6BPWR|789VULN|aAART
750	63323 11224	   	163.70	ACR|3VULN|1AART|2CDMG	146CGEN|2RCR|3RCVC|46BPWR|56CDMG|789VULN|aAART
751	13153 21235	   	163.68	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2RCR|3LIT|4AART|56DUR|7DMG|8DUST|9aVULN
752	13153 21335	   	163.68	ACR|2VULN|1AART|1DMG|2DUR	1aERES|2RCR|3LIT|4AART|56DUR|7DMG|89VULN
753	13152 51223	   	163.68	ACR|2VULN|1AART|1DMG|2DUR	1ERES|2RCR|3LIT|4AART|56VULN|7DMG|8DUST|9aDUR
754	13153 21532	 * 	163.66	ACR|1AART|1VULN|1DMG|3DUR|1CDMG	1ERES|2RCR|3LIT|4AART|56aDUR|7DMG|8CDMG|9VULN
755	13135 33111	   	163.65	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1ERES|2RCR|3LIT|4VULN|5ZMB|6DMG|7AART|8ASPD|9FLTHEA|aTLV
756	13135 33116	   	163.65	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1ASPD	1ERES|2RCR|3LIT|4VULN|5ZMB|6DMG|7AART|8ASPD|9FLTHEA|aMBVNT
757	11541 62445	   	163.64	ACR|2VULN|2DMG|2ZMB|1CDMG	1aERES|26VULN|3MBVNT|4aZMB|5RCR|7CDMG|8FEWX|9aDMG|aBPWR
758	11541 22733	   	163.64	ACR|2VULN|2DMG|2ZMB|1CDMG	19ERES|27VULN|3MBVNT|49ZMB|5RCR|6RPLT|89DMG|9BPWR|aCDMG
759	13153 52314	   	163.63	ACR|2DMG|1AART|1VULN|2DUR|1SELL	1aERES|2RCR|3LIT|4AART|5aDUR|6VULN|7LWND|8SELL|9aDMG|aBPWR
760	11632 22251	   	163.63	ACR|2VULN|2DMG|1AART	148ERES|24VULN|3RCR|48BPWR|58BEXP|68DMG|7MBVNT|9AART|aDUST
761	11632 22257	   	163.63	ACR|2VULN|2DMG|1AART	148ERES|24VULN|3RCR|48BPWR|58BEXP|68DMG|7MBVNT|9AART|aTLV
762	13135 23311	   	163.63	ACR|3VULN|1DMG|2DUR|1ZMB	1ERES|2RCR|3LIT|468VULN|5ZMB|79DUR|aDMG
763	13312 12155	   	163.62	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2RCR|34RCVC|58VULN|6DUR|7AART|9ASPD|aDMG
764	63355 12111	   	163.62	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2RCR|3RCVC|48VULN|5ASPD|6DMG|7AART|9TLV|aDUR
765	13152 65313	   	163.62	ACR|2AART|2VULN|1CDMG|1DUR	17ERES|2RCR|3LIT|48AART|57VULN|67BEXP|7BPWR|9DUR|aCDMG
766	13322 12155	   	163.52	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	14ERES|2RCR|3RCVC|4BPWR|58VULN|6DUR|7AART|9ASPD|aDMG
767	13355 12111	   	163.52	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2RCR|3RCVC|48VULN|5ASPD|6DMG|7AART|9TLV|aDUR
768	13355 12611	   	163.52	ACR|2DMG|1AART|1VULN|1DUR|1ASPD	1ERES|2RCR|3RCVC|4VULN|5ASPD|68DMG|7AART|9TLV|aDUR
769	13341 25113	   	163.52	ACR|2AART|2VULN|1CDMG|1DUR	1ERES|2RCR|3RCVC|48AART|5DUR|6aVULN|7BEXP|9CDMG
770	11541 22345	   	163.52	ACR|2VULN|2DMG|3ZMB	1aERES|27VULN|3MBVNT|48aZMB|5RCR|6RPLT|9aDMG|aBPWR
771	13313 11254	   	163.50	ACR|3VULN|1AART|2CDMG	16ERES|2RCR|34RCVC|56CDMG|6BPWR|789VULN|aAART
772	13521 13238	 * 	163.41	ACR|5VULN|3DUR	189ERES|2RCR|3MBVNT|489DUR|5RPLT|6789aVULN|89BPWR
773	13322 54231	   	163.40	ACR|3VULN|1AART|1DMG	148ERES|2RCR|3RCVC|4BPWR|567VULN|9DMG|aAART
774	13465 12113	   	163.39	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|35LHND|4MLV|6DMG|7AART|8aVULN|9CDMG
775	13653 12113	   	163.39	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3RMIN|4CGEN|5MLV|6DMG|7AART|8aVULN|9CDMG
776	13664 12113	   	163.39	ACR|2VULN|1AART|1DMG|1CDMG	15ERES|2RCR|3RMIN|45LHND|5BPWR|6DMG|7AART|8aVULN|9CDMG
777	34813 21435	   	163.34	ACR|3VULN|1AART|1DMG|1ASPD	1LHND|2MBVNT|3BEXP|468VULN|5RCR|7ASPD|9DMG|aAART
778	61631 42221	   	163.32	ACR|3VULN|1AART|1CDMG|1DUR	147CGEN|247VULN|3RCR|47BPWR|57LIT|6RMIN|8AART|9DUR|aCDMG
779	13531 55132	   	163.29	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2RCR|3MBVNT|4FLTHEA|5BEXP|6aVULN|7AART|8LIT|9DMG
780	13534 35132	   	163.29	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2RCR|3MBVNT|4FLTHEA|5aVULN|6BEXP|7AART|8LIT|9DMG
781	13355 12151	   	163.29	ACR|2VULN|1AART|1DMG|2ASPD	1ERES|2RCR|3RCVC|48VULN|59ASPD|6DMG|7AART|aBEXP
782	13355 12153	   	163.29	ACR|2VULN|1AART|1DMG|2ASPD	1ERES|2RCR|3aRCVC|48VULN|59ASPD|6DMG|7AART
783	34113 21435	   	163.24	ACR|3VULN|1AART|1DMG|1ASPD	1LHND|2MBVNT|3DUST|468VULN|5RCR|7ASPD|9DMG|aAART
784	13533 23726	 * 	163.22	ACR|2DMG|1AART|1FLTHEA|1CDMG|1DUR	1ERES|2RCR|3MBVNT|4FLTHEA|5CDMG|6DUR|7FEWX|8AART|9aDMG
785	11632 21222	   	163.20	ACR|4VULN|1DMG|1ZMB	148ERES|2489VULN|3RCR|48BPWR|5BEXP|6DMG|78LHND|aZMB
786	11632 25222	   	163.20	ACR|4VULN|1DMG|1ZMB	148ERES|2489VULN|3RCR|48BPWR|5BEXP|6DMG|78FEWX|aZMB
787	13213 36523	   	163.19	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3VENICY|4LWND|5CDMG|6aVULN|7AART|8DUST|9DMG
788	13534 15132	   	163.19	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2RCR|3MBVNT|4FLTHEA|5aVULN|6DUST|7AART|8LIT|9DMG
789	13534 15742	   	163.19	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2RCR|3MBVNT|4FLTHEA|58VULN|6DUST|7AART|9BEXP|aDMG
790	13534 35352	   	163.19	ACR|2VULN|1AART|1DMG|1FLTHEA	1ERES|2RCR|3MBVNT|4FLTHEA|59VULN|6BEXP|7AART|8DUST|aDMG
791	63153 51331	   	163.17	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	17CGEN|2RCR|3LIT|4AART|5DUR|6ZMB|89VULN|aCDMG
792	63152 51321	   	163.17	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	17CGEN|2RCR|3LIT|4AART|58VULN|6ZMB|9DUR|aCDMG
793	63521 13542	   	163.12	ACR|3VULN|2AART|1DUR	1CGEN|2RCR|3MBVNT|4DUR|5RPLT|67aVULN|89AART
794	33531 33414	 * 	163.11	DCR|2VULN|2DMG|1AART	1aLHND|24aCGEN|34VULN|4aBPWR|5LIT|6AART|7RCR|8RPLT|9aDMG
795	13243 36523	   	163.09	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2RCR|3VENICY|4LEGI|5CDMG|6aVULN|7AART|8DUST|9DMG
796	63152 11313	   	163.09	ACR|2AART|2VULN|1DMG	16CGEN|2RCR|3LIT|4aAART|58VULN|7DMG|9LHND
797	63152 11342	   	163.09	ACR|2AART|2VULN|1DMG	16CGEN|2RCR|3LIT|49AART|58VULN|7DMG|aLHND
798	63152 11343	   	163.09	ACR|2AART|2VULN|1DMG	16CGEN|2RCR|3LIT|49AART|58VULN|7DMG|aBEXP
799	13155 21421	   	163.07	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1ERES|2RCR|3LIT|4AART|57DMG|6MLV|8ZMB|9DUR|aCDMG
800	13534 83337	   	163.05	ACR|1AART|1VULN|1DMG|1FLTHEA|1ZMB|1DUR	1ERES|2RCR|3MBVNT|4FLTHEA|5VULN|6DUR|7LIT|8AART|9DMG|aZMB
801	63534 42631	   	163.04	ACR|2VULN|1DMG|1CDMG|1FLTHEA|1ZMB	1CGEN|2RCR|3MBVNT|4FLTHEA|5aVULN|6RMIN|7ZMB|8DMG|9CDMG
802	12133 12313	   	163.03	ACR|2VULN|1AART|1DMG|1CDMG|1ASPD	13ERES|2ASPD|4aVULN|5RCR|6DMG|7AART|8LWND|9CDMG
803	12133 12354	   	163.03	ACR|2VULN|1AART|1DMG|1FLTHEA|1ASPD	13ERES|2ASPD|4aVULN|5RCR|6DMG|7AART|8LWND|9FLTHEA
804	13152 51143	   	162.99	ACR|2AART|2VULN|1DMG	1ERES|2RCR|3LIT|4aAART|56VULN|7DMG|8LWND|9FEWX
805	13155 21153	   	162.99	ACR|2AART|2DMG|1VULN	1ERES|2RCR|3LIT|48AART|57DMG|6MLV|9RMIN|aVULN
806	13155 31243	   	162.99	ACR|2AART|2VULN|1DMG	1ERES|2RCR|3LIT|46AART|5DMG|7BELT|89VULN|aBEXP
807	13155 32353	   	162.99	ACR|2AART|2VULN|1DMG	1ERES|2RCR|3LIT|46AART|5DMG|7BEXP|8aVULN|9LHND
808	13155 33326	   	162.99	ACR|2AART|2DMG|1VULN	178ERES|2RCR|38LIT|46AART|58DMG|8BPWR|9FEWX|aVULN
809	13156 41313	   	162.99	ACR|2AART|2VULN|1DMG	1ERES|2RCR|35LIT|4aAART|68VULN|7DMG|9LHND
810	13345 41313	   	162.99	ACR|2AART|2VULN|1DMG	1ERES|2RCR|3RCVC|4aAART|5LIT|68VULN|7DMG|9LHND
811	63152 11341	   	162.99	ACR|2AART|2VULN|1DMG	16CGEN|2RCR|3LIT|49AART|58VULN|7DMG|aERES
812	61331 16143	 * 	162.97	DCR|3VULN|1DMG|2CDMG|2DUR	18CGEN|258VULN|3BELT|45DUR|58BPWR|6LIT|78CDMG|9RCR|aDMG
