0	Index      	 *	Score 	Summary	Detail	
1	41344 13111	 * 	182.46	DCR|3VULN|1AART|1DMG|1CDMG|2DUR	14DUR|2ERES|367VULN|5AART|8CDMG|9RCR|aDMG
736	21633 61316	   	154.23	DCR|2VULN|1AART|1DMG|1ZMB	1FEWX|2ERES|3ZMB|4DUST|56VULN|7RCR|8RPLT|9AART|aDMG
737	65213 61112	   	154.23	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|3FEWX|4DMG|56VULN|7RCR|8BELT|9AART|aLEGI
738	65213 61312	   	154.23	DCR|2VULN|1AART|1DMG|1ZMB	1aDUST|2ZMB|3FEWX|4DMG|56VULN|7RCR|8RPLT|9AART
739	65213 61313	   	154.23	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|3FEWX|4DMG|56VULN|7RCR|8RPLT|9AART|aERES
740	65221 61112	   	154.23	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|3FEWX|46VULN|5DMG|7RCR|8BELT|9AART|aLEGI
741	65221 61312	   	154.23	DCR|2VULN|1AART|1DMG|1ZMB	1aDUST|2ZMB|3FEWX|46VULN|5DMG|7RCR|8RPLT|9AART
742	65221 61313	   	154.23	DCR|2VULN|1AART|1DMG|1ZMB	1DUST|2ZMB|3FEWX|46VULN|5DMG|7RCR|8RPLT|9AART|aERES
743	25326 61211	 * 	154.16	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG	1FEWX|2aZMB|3LIT|4LWND|5RCR|6AART|7CDMG|8VULN|9DMG
744	15432 24213	   	154.11	DCR|2VULN|1DMG|1CDMG|2DUR|1ZMB	1LHND|2ZMB|3aVULN|49DUR|5CDMG|6LWND|7DMG|8RCR
745	12162 24353	 * 	154.06	DCR|3VULN|2AART	124LHND|24BPWR|349VULN|5DUST|6RCR|7aAART|8MLV
746	13162 24353	   	154.06	DCR|3VULN|2AART	124LHND|349VULN|4BPWR|5DUST|6RCR|7aAART|8MLV
747	41314 23224	   	154.01	DCR|2DMG|1VULN|1CDMG|2DUR|1ZMB	17DUR|2ERES|3VULN|49DMG|5MLV|6ZMB|8RCR|aCDMG
748	11313 44215	   	153.98	DCR|2DMG|1AART|1VULN|1CDMG	15LHND|2ERES|3VULN|46DMG|7LWND|8RCR|9CDMG|aAART
749	33416 42111	   	153.98	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|23VULN|4DMG|5BELT|6AART|7FEWX|8CDMG|9RCR|aLWND
750	33416 42112	   	153.98	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|23VULN|4DMG|5BELT|6AART|7aFEWX|8CDMG|9RCR
751	33416 42113	   	153.98	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|23VULN|4DMG|5BELT|6AART|7FEWX|8CDMG|9RCR|aCGEN
752	12162 24253	   	153.96	DCR|3VULN|2AART	124LHND|24BPWR|349VULN|5DUST|6RCR|7aAART|8ERES
753	13162 24253	   	153.96	DCR|3VULN|2AART	124LHND|349VULN|4BPWR|5DUST|6RCR|7aAART|8ERES
754	33232 64214	   	153.92	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1TLV|2VULN|3FEWX|4aDUR|5CDMG|6RCR|7DMG|8DLOT|9AART
755	21413 53226	   	153.88	DCR|2VULN|2DMG|2DUR|1ASPD	1FEWX|2ERES|35VULN|49DMG|67DUR|8RCR|aASPD
756	33221 25526	   	153.88	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|24VULN|3FEWX|5LSRREG|6LWND|7CDMG|8RCR|9DMG|aAART
757	42161 63112	 * 	153.87	DCR|3VULN|1AART|3DUR	129DUR|2BPWR|34aVULN|5LIT|6BEXP|7AART|8RCR
758	11313 24323	   	153.86	DCR|2VULN|1AART|1DMG|1ASPD	15LHND|2ERES|38VULN|4DMG|6RCR|7AART|9LIT|aASPD
759	11313 24333	   	153.86	DCR|2VULN|1AART|1DMG|1DUR	15LHND|2ERES|38VULN|4DMG|6RCR|7AART|9CGEN|aDUR
760	31413 24523	   	153.86	DCR|2VULN|1AART|1DMG|1ASPD	1TLV|25LHND|38VULN|4DMG|6RCR|7AART|9LIT|aASPD
761	31413 24533	   	153.86	DCR|2VULN|1AART|1DMG|1DUR	1TLV|25LHND|38VULN|4DMG|6RCR|7AART|9CGEN|aDUR
762	33613 24523	   	153.86	DCR|2VULN|1AART|1DMG|1ASPD	1TLV|28VULN|35LHND|4DMG|6RCR|7AART|9LIT|aASPD
763	33613 24533	   	153.86	DCR|2VULN|1AART|1DMG|1DUR	1TLV|28VULN|35LHND|4DMG|6RCR|7AART|9CGEN|aDUR
764	31422 24362	   	153.86	DCR|3VULN|2AART	1TLV|2LHND|348VULN|5ERES|6RCR|7aAART|9LWND
765	33222 24333	   	153.86	DCR|3VULN|2AART	1TLV|248VULN|3FEWX|5ERES|6RCR|7aAART|9CGEN
766	33442 24333	   	153.86	DCR|3VULN|2AART	1TLV|238VULN|4BEXP|5ERES|6RCR|7aAART|9CGEN
767	33452 24333	   	153.86	DCR|3VULN|2AART	1TLV|238VULN|4FEWX|5ERES|6RCR|7aAART|9CGEN
768	33622 24362	   	153.86	DCR|3VULN|2AART	1TLV|248VULN|3LHND|5ERES|6RCR|7aAART|9LWND
769	36422 24333	   	153.86	DCR|3VULN|2AART	1TLV|2BEXP|348VULN|5ERES|6RCR|7aAART|9CGEN
770	43612 12111	   	153.86	DCR|2DMG|1AART|2CDMG|2DUR	1aDUR|2aLHND|3BELT|4AART|5ERES|67DMG|8aCDMG|9RCR|aBPWR
771	61313 53226	   	153.78	DCR|2VULN|2DMG|2DUR|1ASPD	1DUST|2ERES|35VULN|49DMG|67DUR|8RCR|aASPD
772	31413 24253	   	153.76	DCR|2VULN|1AART|1DMG|1DUR	1TLV|25LHND|39VULN|4DMG|6RCR|7AART|8ERES|aDUR
773	33613 24253	   	153.76	DCR|2VULN|1AART|1DMG|1DUR	1TLV|29VULN|35LHND|4DMG|6RCR|7AART|8ERES|aDUR
774	23121 12344	 * 	153.76	DCR|2AART|1DMG|1CDMG|1FLTHEA|2DUR	1FEWX|2LHND|3FLTHEA|45DUR|6aAART|7CDMG|8DMG|9RCR
775	54235 13312	   	153.74	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA	1LIT|2CDMG|3CGEN|45RCVC|6DMG|7RCR|8AART|9FLTHEA|aVULN
776	11314 21435	   	153.73	DCR|2DMG|1AART|1VULN|1ZMB	1LHND|2ERES|3VULN|49DMG|5MLV|6ZMB|7RCR|8LWND|aAART
777	15413 61313	   	153.73	DCR|2VULN|1AART|1DMG|1ZMB	15LHND|2ZMB|39VULN|4DMG|6LWND|7RCR|8CANHEL|aAART
778	31422 44121	   	153.72	DCR|4VULN|1DMG|1ASPD	1TLV|2LHND|347aVULN|5ERES|6DMG|8RCR|9ASPD
779	33222 44121	   	153.72	DCR|4VULN|1DMG|1ASPD	1TLV|247aVULN|3FEWX|5ERES|6DMG|8RCR|9ASPD
780	33222 46221	   	153.72	DCR|4VULN|1DMG|1ASPD	1TLV|249aVULN|3FEWX|5ERES|6DMG|7ASPD|8RCR
781	33622 44121	   	153.72	DCR|4VULN|1DMG|1ASPD	1TLV|247aVULN|3LHND|5ERES|6DMG|8RCR|9ASPD
782	61313 35252	   	153.72	DCR|4VULN|1DMG|1DUR	1DUST|2ERES|357aVULN|4DMG|6FEWX|8RCR|9DUR
783	61315 35221	   	153.72	DCR|4VULN|1DMG|1ASPD	1DUST|2ERES|379aVULN|4DMG|5ASPD|6RMIN|8RCR
784	33521 31642	   	153.71	DCR|2VULN|2DMG|1AART	1TLV|25VULN|3DMSP|4RCVC|68DMG|7BEXP|9AART|aRCR
785	51216 63121	   	153.65	ACR|2DMG|1AART|1VULN|1ZMB	12LIT|3VULN|4aDMG|5RCR|6ZMB|7AART|8RMIN|9BEXP
786	51216 63131	   	153.65	ACR|2DMG|1AART|1VULN|1ZMB	12LIT|3VULN|4aDMG|5RCR|6ZMB|7AART|8RMIN|9LHND
787	11314 21363	 * 	153.64	DCR|1AART|1VULN|1DMG|2ZMB|1FLTHEA	1LHND|2ERES|3VULN|4DMG|5MLV|69ZMB|7RCR|8FLTHEA|aAART
788	31414 21363	   	153.64	DCR|1AART|1VULN|1DMG|2ZMB|1FLTHEA	1TLV|2LHND|3VULN|4DMG|5MLV|69ZMB|7RCR|8FLTHEA|aAART
789	33614 21363	   	153.64	DCR|1AART|1VULN|1DMG|2ZMB|1FLTHEA	1TLV|2VULN|3LHND|4DMG|5MLV|69ZMB|7RCR|8FLTHEA|aAART
790	15412 21315	   	153.63	DCR|2VULN|1AART|1DMG|1ZMB	1LHND|2ZMB|39VULN|4DMG|5DUST|6RCVC|7RCR|8CANHEL|aAART
791	42162 25222	   	153.63	DCR|3VULN|1DMG|3DUR	12aDUR|2BPWR|347VULN|5DUST|6RCR|8FEWX|9DMG
792	42162 22522	   	153.63	DCR|3VULN|1DMG|3DUR	12aDUR|2BPWR|348VULN|5DUST|6RCR|7LWND|9DMG
793	15415 21122	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2ZMB|3aVULN|4DMG|5ASPD|6RCR|7CDMG|8MLV|9RPLT
794	15415 21222	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2ZMB|3aVULN|4DMG|5ASPD|6RCR|7CDMG|8CGEN|9RPLT
795	15415 21332	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2ZMB|3aVULN|4DMG|5ASPD|6RCR|7CDMG|8FEWX|9RPLT
796	21411 43342	   	153.61	DCR|2VULN|2DMG|1AART	1FEWX|27ERES|38VULN|46DMG|5RCVC|9AART|aRCR
797	21413 33642	   	153.61	DCR|2VULN|2DMG|1AART	16FEWX|27ERES|35VULN|48DMG|9AART|aRCR
798	33423 31642	   	153.61	DCR|2VULN|2DMG|1AART	15TLV|23VULN|4RCVC|68DMG|7BEXP|9AART|aRCR
799	42262 13512	   	153.61	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	12DUR|2BPWR|3MLV|4BELT|5AART|6ZMB|7DMG|8VULN|9RCR|aASPD
800	15422 24321	   	153.52	DCR|3VULN|1AART|1ZMB	1LHND|2ZMB|348VULN|5ERES|6RCR|7AART|9LIT|aBELT
801	15422 24322	   	153.52	DCR|3VULN|1AART|1ZMB	1LHND|2ZMB|348VULN|5ERES|6RCR|7AART|9aLIT
802	15422 24331	   	153.52	DCR|3VULN|1AART|1ZMB	1LHND|2ZMB|348VULN|5ERES|6RCR|7AART|9CGEN|aBELT
803	15422 24332	   	153.52	DCR|3VULN|1AART|1ZMB	1LHND|2ZMB|348VULN|5ERES|6RCR|7AART|9CGEN|aMLV
804	11342 64212	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1LHND|2ERES|39VULN|4DUR|5CDMG|6RCR|7DMG|8ZMB|aRCVC
805	11342 64213	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1aLHND|2ERES|39VULN|4DUR|5CDMG|6RCR|7DMG|8ZMB
806	61311 43342	   	153.51	DCR|2VULN|2DMG|1AART	1DUST|27ERES|38VULN|46DMG|5RCVC|9AART|aRCR
807	24431 41223	   	153.46	DCR|2VULN|2DMG|3DUR	19FEWX|2MLV|39VULN|468DUR|59DMG|7RCR|9BPWR|aLWND
808	44213 41223	   	153.46	DCR|2VULN|2DMG|3DUR	168DUR|29MLV|3FEWX|49DMG|59VULN|7RCR|9BPWR|aLWND
809	44221 41223	   	153.46	DCR|2VULN|2DMG|3DUR	168DUR|29MLV|3FEWX|49VULN|59DMG|7RCR|9BPWR|aLWND
810	33232 64114	   	153.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1TLV|2VULN|3FEWX|49DUR|5CDMG|6RCR|7DMG|8LHND|aAART
811	15422 24311	   	153.42	DCR|3VULN|1AART|1ZMB	1LHND|2ZMB|348VULN|5ERES|6RCR|7AART|9DUST|aBELT
812	15422 24312	   	153.42	DCR|3VULN|1AART|1ZMB	1LHND|2ZMB|348VULN|5ERES|6RCR|7AART|9DUST|aRPLT
813	15422 24313	   	153.42	DCR|3VULN|1AART|1ZMB	1LHND|2ZMB|348VULN|5ERES|6RCR|7AART|9DUST|aLIT
814	31422 24324	   	153.42	DCR|3VULN|1AART|1ZMB	1TLV|2LHND|348VULN|5ERES|6RCR|7AART|9LIT|aZMB
815	33222 24324	   	153.42	DCR|3VULN|1AART|1ZMB	1TLV|248VULN|3FEWX|5ERES|6RCR|7AART|9LIT|aZMB
816	33222 24355	   	153.42	DCR|3VULN|1AART|1ZMB	1TLV|248VULN|3FEWX|5ERES|6RCR|7AART|9BEXP|aZMB
817	33222 24365	   	153.42	DCR|3VULN|1AART|1ZMB	1TLV|248VULN|3FEWX|5ERES|6RCR|7AART|9LWND|aZMB
818	33622 24324	   	153.42	DCR|3VULN|1AART|1ZMB	1TLV|248VULN|3LHND|5ERES|6RCR|7AART|9LIT|aZMB
819	33521 63111	   	153.38	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|25VULN|3DMSP|4RCVC|6CDMG|7AART|8BEXP|9RCR|aDMG
820	33521 63411	   	153.38	DCR|2VULN|1AART|1DMG|1CDMG	1TLV|25VULN|3DMSP|4RCVC|6CDMG|7AART|8FEWX|9RCR|aDMG
821	21413 55212	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2ERES|357VULN|4DMG|6DUR|8RCR|9CDMG|aMLV
822	21413 55231	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2ERES|357VULN|4DMG|6DUR|8RCR|9LIT|aCDMG
823	21441 41223	   	153.36	DCR|2VULN|2DMG|3DUR	19FEWX|2ERES|39VULN|468DUR|59DMG|7RCR|9BPWR|aLWND
824	31425 24333	   	153.35	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|2LHND|34VULN|5RCR|6ZMB|7AART|8SNIHEL|9ERES|aDMG
825	33625 24333	   	153.35	ACR|2VULN|1AART|1DMG|1ZMB	1TLV|24VULN|3LHND|5RCR|6ZMB|7AART|8SNIHEL|9ERES|aDMG
826	31422 24315	   	153.32	DCR|3VULN|1AART|1ZMB	1TLV|2LHND|348VULN|5ERES|6RCR|7AART|9DUST|aZMB
827	33222 24315	   	153.32	DCR|3VULN|1AART|1ZMB	1TLV|248VULN|3FEWX|5ERES|6RCR|7AART|9DUST|aZMB
828	33622 24315	   	153.32	DCR|3VULN|1AART|1ZMB	1TLV|248VULN|3LHND|5ERES|6RCR|7AART|9DUST|aZMB
829	33423 63111	   	153.28	DCR|2VULN|1AART|1DMG|1CDMG	15TLV|23VULN|4RCVC|6CDMG|7AART|8BEXP|9RCR|aDMG
830	33423 63411	   	153.28	DCR|2VULN|1AART|1DMG|1CDMG	15TLV|23VULN|4RCVC|6CDMG|7AART|8FEWX|9RCR|aDMG
831	61313 55212	   	153.27	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2ERES|357VULN|4DMG|6DUR|8RCR|9CDMG|aMLV
832	61313 55231	   	153.27	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2ERES|357VULN|4DMG|6DUR|8RCR|9LIT|aCDMG
833	21413 55211	   	153.27	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|2aERES|357VULN|4DMG|6DUR|8RCR|9CDMG
834	33222 44124	   	153.27	DCR|3VULN|1DMG|1CDMG|1ASPD	1TLV|247VULN|3FEWX|5ERES|6DMG|8RCR|9ASPD|aCDMG
835	33222 46224	   	153.27	DCR|3VULN|1DMG|1CDMG|1ASPD	1TLV|249VULN|3FEWX|5ERES|6DMG|7ASPD|8RCR|aCDMG
836	61213 65213	   	153.27	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2ERES|3FEWX|4DMG|567VULN|8RCR|9CDMG|aDUR
837	61221 65213	   	153.27	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2ERES|3FEWX|467VULN|5DMG|8RCR|9CDMG|aDUR
838	61313 35213	   	153.27	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2ERES|357VULN|4DMG|6FEWX|8RCR|9CDMG|aDUR
839	24413 22124	   	153.26	DCR|2VULN|2DMG|1CDMG	18FEWX|2MLV|35VULN|49DMG|6RCR|7LHND|aCDMG
840	24431 41232	   	153.26	DCR|2VULN|2DMG|3DUR	1FEWX|2MLV|3aVULN|468DUR|59DMG|7RCR
841	33231 41222	   	153.26	DCR|2VULN|2DMG|3DUR	19TLV|2aVULN|39FEWX|468DUR|59DMG|7RCR|9BPWR
842	36431 41223	   	153.26	DCR|2VULN|2DMG|3DUR	19TLV|2BEXP|39VULN|468DUR|59DMG|7RCR|9BPWR|aLWND
843	41213 41223	   	153.26	DCR|2VULN|2DMG|3DUR	168DUR|29ERES|3FEWX|49DMG|59VULN|7RCR|9BPWR|aLWND
844	41213 41225	   	153.26	DCR|2VULN|2DMG|3DUR	168DUR|29ERES|3FEWX|49DMG|59VULN|7RCR|9BPWR|aLIT
845	41221 41223	   	153.26	DCR|2VULN|2DMG|3DUR	168DUR|29ERES|3FEWX|49VULN|59DMG|7RCR|9BPWR|aLWND
846	41221 41225	   	153.26	DCR|2VULN|2DMG|3DUR	168DUR|29ERES|3FEWX|49VULN|59DMG|7RCR|9BPWR|aLIT
847	41316 41222	   	153.26	DCR|2VULN|2DMG|3DUR	168DUR|29ERES|3aVULN|49DMG|59BEXP|7RCR|9BPWR
848	41351 41222	   	153.26	DCR|2VULN|2DMG|3DUR	168DUR|29ERES|3aVULN|49BEXP|59DMG|7RCR|9BPWR
849	41361 41222	   	153.26	DCR|2VULN|2DMG|3DUR	168DUR|29ERES|3aVULN|49FEWX|59DMG|7RCR|9BPWR
850	44213 41232	   	153.26	DCR|2VULN|2DMG|3DUR	168DUR|2MLV|3FEWX|49DMG|5aVULN|7RCR
851	44221 41232	   	153.26	DCR|2VULN|2DMG|3DUR	168DUR|2MLV|3FEWX|4aVULN|59DMG|7RCR
852	51231 26361	 * 	153.26	DCR|2DMG|1AART|1VULN|2DUR	12LIT|3VULN|46DUR|5aDMG|7BEXP|8RCR|9AART
853	23522 62226	   	153.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2LHND|3ASPD|4VULN|5CDMG|6ZMB|7RPLT|8AART|9RCR|aDMG
854	22161 63131	   	153.23	DCR|2VULN|1AART|1DMG|1ZMB	12FEWX|2BPWR|34VULN|5LIT|6BEXP|7AART|8RCR|9ZMB|aDMG
855	15213 61212	   	153.22	DCR|3VULN|1DMG|1ZMB|1DUR	1LHND|2ZMB|3FEWX|4DMG|56aVULN|7RCR|8DUR|9MLV
856	15213 61252	   	153.22	DCR|3VULN|1DMG|1ZMB|1DUR	1LHND|2ZMB|3FEWX|4DMG|56aVULN|7RCR|8DUR|9CGEN
857	15221 61212	   	153.22	DCR|3VULN|1DMG|1ZMB|1DUR	1LHND|2ZMB|3FEWX|46aVULN|5DMG|7RCR|8DUR|9MLV
858	15221 61252	   	153.22	DCR|3VULN|1DMG|1ZMB|1DUR	1LHND|2ZMB|3FEWX|46aVULN|5DMG|7RCR|8DUR|9CGEN
859	23513 61123	   	153.22	DCR|3VULN|1DMG|1ZMB|1ASPD	18FEWX|2LHND|3ASPD|4DMG|569VULN|7RCR|aZMB
860	23521 61123	   	153.22	DCR|3VULN|1DMG|1ZMB|1ASPD	18FEWX|2LHND|3ASPD|469VULN|5DMG|7RCR|aZMB
861	61313 55211	   	153.17	DCR|3VULN|1DMG|1CDMG|1DUR	1DUST|2aERES|357VULN|4DMG|6DUR|8RCR|9CDMG
862	21411 25324	   	153.16	DCR|2VULN|2DMG|1CDMG	1FEWX|2ERES|37VULN|49DMG|5RCVC|6RCR|8BEXP|aCDMG
863	21413 22124	   	153.16	DCR|2VULN|2DMG|1CDMG	18FEWX|2ERES|35VULN|49DMG|6RCR|7LHND|aCDMG
864	21413 22624	   	153.16	DCR|2VULN|2DMG|1CDMG	1FEWX|2ERES|35VULN|49DMG|6RCR|78LHND|aCDMG
865	21413 24324	   	153.16	DCR|2VULN|2DMG|1CDMG	1FEWX|2ERES|35VULN|49DMG|6RCR|7DMSP|8BEXP|aCDMG
866	24413 23231	   	153.16	DCR|2VULN|2DMG|1CDMG	1FEWX|2MLV|35VULN|4aDMG|6RCR|7RPLT|8DLOT|9CDMG
867	33211 25324	   	153.16	DCR|2VULN|2DMG|1CDMG	1TLV|27VULN|3FEWX|49DMG|5RCVC|6RCR|8BEXP|aCDMG
868	33211 25624	   	153.16	DCR|2VULN|2DMG|1CDMG	1TLV|27VULN|3FEWX|49DMG|5RCVC|6RCR|8LHND|aCDMG
869	33213 22124	   	153.16	DCR|2VULN|2DMG|1CDMG	1TLV|25VULN|38FEWX|49DMG|6RCR|7LHND|aCDMG
870	33213 24324	   	153.16	DCR|2VULN|2DMG|1CDMG	1TLV|25VULN|3FEWX|49DMG|6RCR|7DMSP|8BEXP|aCDMG
871	33213 24624	   	153.16	DCR|2VULN|2DMG|1CDMG	1TLV|25VULN|3FEWX|49DMG|6RCR|7DMSP|8LHND|aCDMG
872	35312 25324	   	153.16	DCR|2VULN|2DMG|1CDMG	18TLV|2CGEN|38MLV|49DMG|5DUST|6RCR|78VULN|8BPWR|aCDMG
873	34431 41223	   	153.16	DCR|2VULN|2DMG|3DUR	19TLV|2DUST|39VULN|468DUR|59DMG|7RCR|9BPWR|aLWND
874	61341 41223	   	153.16	DCR|2VULN|2DMG|3DUR	19DUST|2ERES|39VULN|468DUR|59DMG|7RCR|9BPWR|aLWND
875	21413 51222	   	153.16	DCR|2VULN|2DMG|3DUR	1FEWX|2ERES|35VULN|49DMG|68aDUR|7RCR
876	21441 41232	   	153.16	DCR|2VULN|2DMG|3DUR	1FEWX|2ERES|3aVULN|468DUR|59DMG|7RCR
877	33231 41232	   	153.16	DCR|2VULN|2DMG|3DUR	1TLV|2aVULN|3FEWX|468DUR|59DMG|7RCR
878	36431 41232	   	153.16	DCR|2VULN|2DMG|3DUR	1TLV|2BEXP|3aVULN|468DUR|59DMG|7RCR
879	41213 41232	   	153.16	DCR|2VULN|2DMG|3DUR	168DUR|2ERES|3FEWX|49DMG|5aVULN|7RCR
880	41221 41232	   	153.16	DCR|2VULN|2DMG|3DUR	168DUR|2ERES|3FEWX|4aVULN|59DMG|7RCR
881	41316 41232	   	153.16	DCR|2VULN|2DMG|3DUR	168DUR|2ERES|3aVULN|49DMG|5BEXP|7RCR
882	41351 41232	   	153.16	DCR|2VULN|2DMG|3DUR	168DUR|2ERES|3aVULN|4BEXP|59DMG|7RCR
883	41361 41232	   	153.16	DCR|2VULN|2DMG|3DUR	168DUR|2ERES|3aVULN|4FEWX|59DMG|7RCR
884	51216 12236	 * 	153.16	ACR|3VULN|1DMG|2CDMG	12LIT|39aVULN|4DMG|5RCR|68CDMG|7ERES
885	42114 53313	   	153.16	DCR|2VULN|1AART|2CDMG|2DUR	12DUR|2BPWR|38VULN|4RMIN|5AART|67CDMG|9RCR|aLIT
886	42211 26361	   	153.16	DCR|2DMG|1AART|1VULN|2DUR	12DUR|2BPWR|3MLV|4aDMG|5LIT|6VULN|7TLV|8RCR|9AART
887	23523 26242	   	153.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2LHND|3ASPD|4VULN|5DUST|6ZMB|7DMG|8AART|9RCR|aCDMG
888	23523 52242	   	153.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD	1FEWX|2LHND|3ASPD|4VULN|5DUST|6DMG|7ZMB|8AART|9RCR|aCDMG
889	45242 21212	   	153.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DUR|2ZMB|3FEWX|4AART|5LIT|6MBVNT|7CDMG|8VULN|9DMG|aRCR
890	33213 61542	   	153.12	DCR|3VULN|1DMG|1ZMB|1DUR	1TLV|258VULN|3FEWX|4DMG|6LWND|7RCR|9ZMB|aDUR
891	33213 61553	   	153.12	DCR|3VULN|1DMG|1ZMB|1DUR	1TLV|258VULN|3FEWX|4DMG|6LWND|7RCR|9DUR|aZMB
892	21413 22524	   	153.06	DCR|2VULN|2DMG|1CDMG	1FEWX|28ERES|35VULN|49DMG|6RCR|7LHND|aCDMG
893	21413 23231	   	153.06	DCR|2VULN|2DMG|1CDMG	1FEWX|2ERES|35VULN|4aDMG|6RCR|7RPLT|8DLOT|9CDMG
894	33213 23231	   	153.06	DCR|2VULN|2DMG|1CDMG	1TLV|25VULN|3FEWX|4aDMG|6RCR|7RPLT|8DLOT|9CDMG
895	33213 26324	   	153.06	DCR|2VULN|2DMG|1CDMG	17TLV|25VULN|3FEWX|49DMG|6RCR|8BEXP|aCDMG
896	33213 26624	   	153.06	DCR|2VULN|2DMG|1CDMG	17TLV|25VULN|3FEWX|49DMG|6RCR|8LHND|aCDMG
897	33412 24224	   	153.06	DCR|2VULN|2DMG|1CDMG	1TLV|23VULN|49DMG|5DUST|6RCR|7DMSP|8FEWX|aCDMG
898	33512 25224	   	153.06	DCR|2VULN|2DMG|1CDMG	1TLV|27VULN|3DMSP|49DMG|5DUST|6RCR|8FEWX|aCDMG
899	36413 23231	   	153.06	DCR|2VULN|2DMG|1CDMG	1TLV|2BEXP|35VULN|4aDMG|6RCR|7RPLT|8DLOT|9CDMG
900	36413 23532	   	153.06	DCR|2VULN|2DMG|1CDMG	1TLV|2BEXP|35VULN|49DMG|6RCR|7RPLT|8DUST|aCDMG
901	61311 25324	   	153.06	DCR|2VULN|2DMG|1CDMG	1DUST|2ERES|37VULN|49DMG|5RCVC|6RCR|8BEXP|aCDMG
902	61313 22624	   	153.06	DCR|2VULN|2DMG|1CDMG	1DUST|2ERES|35VULN|49DMG|6RCR|78LHND|aCDMG
903	61313 24324	   	153.06	DCR|2VULN|2DMG|1CDMG	1DUST|2ERES|35VULN|49DMG|6RCR|7DMSP|8BEXP|aCDMG
904	64413 23231	   	153.06	DCR|2VULN|2DMG|1CDMG	1DUST|2MLV|35VULN|4aDMG|6RCR|7RPLT|8DLOT|9CDMG
905	34431 41232	   	153.06	DCR|2VULN|2DMG|3DUR	1TLV|2DUST|3aVULN|468DUR|59DMG|7RCR
906	41312 41222	   	153.06	DCR|2VULN|2DMG|3DUR	168DUR|29ERES|3aVULN|49DMG|59DUST|7RCR|9BPWR
907	41312 41232	   	153.06	DCR|2VULN|2DMG|3DUR	168DUR|2ERES|3aVULN|49DMG|5DUST|7RCR
908	61341 41232	   	153.06	DCR|2VULN|2DMG|3DUR	1DUST|2ERES|3aVULN|468DUR|59DMG|7RCR
909	61313 51222	   	153.06	DCR|2VULN|2DMG|3DUR	1DUST|2ERES|35VULN|49DMG|68aDUR|7RCR
910	62161 63131	   	153.03	DCR|2VULN|1AART|1DMG|1ZMB	12DUST|2BPWR|34VULN|5LIT|6BEXP|7AART|8RCR|9ZMB|aDMG
911	33236 35211	   	153.02	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1TLV|2VULN|38FEWX|4DUR|5AART|6ASPD|7RCR|9ZMB|aDMG
912	31424 21532	   	153.02	DCR|3VULN|1DMG|1ZMB|1DUR	1TLV|2LHND|34aVULN|5DUR|6ZMB|7RCR|8ERES|9DMG
913	33624 21532	   	153.02	DCR|3VULN|1DMG|1ZMB|1DUR	1TLV|24aVULN|3LHND|5DUR|6ZMB|7RCR|8ERES|9DMG
914	15213 61223	   	152.97	DCR|3VULN|1DMG|1ZMB|1DUR|1SELL	1LHND|2ZMB|3FEWX|4DMG|56aVULN|7RCR|8DUR|9SELL
