0	Index      	 *	Score 	Summary	Detail	
1	11226 42623	 * 	188.96	DCR|2VULN|2DMG|1AART|1ZMB|1DUR	1RCVC|2LIT|3AART|4aVULN|58DMG|6RCR|7DUR|9ZMB
624	52322 32166	   	159.17	DCR|2AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2ASPD|3MLV|4VULN|5DMG|6aAART|7DUR|8RMIN|9RCR
625	16233 24315	   	159.16	DCR|2DMG|2VULN|1ZMB|1DUR	1RCVC|29VULN|3LEGI|49FEWX|5ERES|6DUR|7RCR|89DMG|9BPWR|aZMB
626	55262 13222	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2AART|3RPLT|4DMG|5CDMG|6VULN|7DUR|8RCR|9DUST|aLHND
627	55262 13233	   	159.13	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2AART|3RPLT|4DMG|5CDMG|6VULN|7DUR|8RCR|9LWND|aDUST
628	52335 22631	 * 	159.13	DCR|2AART|1VULN|1CDMG|2ASPD|1ZMB	1ZMB|24ASPD|34MLV|4BPWR|5VULN|6RCR|79AART|8LIT|aCDMG
629	12122 63551	   	159.09	DCR|2DMG|1AART|1VULN|2ZMB	1RCVC|26ZMB|3DUST|4MBVNT|57DMG|8RCR|9VULN|aAART
630	52141 11326	   	159.06	DCR|3VULN|3ZMB|3ASPD	18aZMB|28aASPD|3LHND|46FEWX|58aVULN|7BELT|8aBPWR|9RCR
631	55231 12121	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1ZMB|2AART|3RPLT|4RCR|5LWND|6FEWX|79VULN|8DMG|aBELT
632	55231 12122	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1ZMB|2AART|3RPLT|4RCR|5aLWND|6FEWX|79VULN|8DMG
633	55231 12123	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1ZMB|2AART|3RPLT|4RCR|5LWND|6FEWX|79VULN|8DMG|aCGEN
634	55231 12126	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1ZMB|2AART|3RPLT|4RCR|5LWND|6FEWX|79VULN|8DMG|aLHND
635	55233 11121	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1ZMB|2AART|3RPLT|4RCR|59VULN|6FEWX|7BEXP|8DMG|aBELT
636	55233 11122	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1ZMB|2AART|3RPLT|4RCR|59VULN|6FEWX|7BEXP|8DMG|aLWND
637	55233 11123	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1ZMB|2AART|3RPLT|4RCR|59VULN|6FEWX|7BEXP|8DMG|aCGEN
638	55233 11125	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1ZMB|2AART|3RPLT|4RCR|59VULN|6FEWX|7BEXP|8DMG|aDMSP
639	55262 13223	   	159.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2AART|3RPLT|4DMG|5CDMG|6VULN|7DUR|8RCR|9aDUST
640	52315 22631	   	159.03	DCR|2AART|1VULN|2ASPD|1CDMG|1ZMB	1ZMB|24ASPD|3MLV|5VULN|6RCR|79AART|8LIT|aCDMG
641	54131 33315	   	159.00	DCR|2VULN|2DMG|2ZMB|1ASPD	1aZMB|29TLV|3LHND|4FEWX|59VULN|6ASPD|7RCR|89DMG|9BPWR
