0	Index      	 *	Score 	Summary	Detail	
1	61433 36132	 * 	191.62	DCR|4VULN|2DMG|2ASPD|1ZMB	19ASPD|2ZMB|39DMG|4RMIN|5LEGI|689aVULN|7RCR|9BPWR
643	32336 43235	   	162.10	DCR|3VULN|2DMG|1ASPD	178VULN|2FEWX|3aDMG|4BEXP|5DUST|6RCR|9ASPD
644	36312 22115	   	162.10	DCR|3VULN|2DMG|1DUR	178VULN|2DUR|3aDMG|4RMIN|5DUST|6RCR|9FEWX
645	36613 22115	   	162.10	DCR|3VULN|2DMG|1DUR	178VULN|2DUR|3FEWX|4aDMG|5ERES|6RCR|9BEXP
646	36613 22153	   	162.10	DCR|3VULN|2DMG|1DUR	178VULN|2DUR|3FEWX|4aDMG|5ERES|6RCR|9RPLT
647	33311 26251	   	162.08	DCR|3VULN|2CDMG|1DMG|1ASPD	168VULN|2ASPD|3ERES|49CDMG|5RPLT|7RCR|aDMG
648	63311 26251	   	162.08	DCR|3VULN|2CDMG|1DMG|1ASPD	1ASPD|268VULN|3ERES|49CDMG|5RPLT|7RCR|aDMG
649	33322 62236	   	162.01	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	18VULN|2ASPD|3ERES|4RCVC|5DUR|6RCR|7TLV|9DMG|aAART
650	63322 62236	   	162.01	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|28VULN|3ERES|4RCVC|5DUR|6RCR|7TLV|9DMG|aAART
651	32323 22245	   	162.00	DCR|3VULN|2DMG|1DUR	179VULN|2FEWX|3aDMG|4DUR|5ERES|6RCR|8DUST
652	33532 31326	   	161.97	DCR|3VULN|1DMG|2ASPD|1ZMB|1DUR	136VULN|28ASPD|4DMG|5DUR|7DMSP|9RCR|aZMB
653	63532 31326	   	161.97	DCR|3VULN|1DMG|2ASPD|1ZMB|1DUR	18ASPD|236VULN|4DMG|5DUR|7DMSP|9RCR|aZMB
654	35311 23514	 * 	161.97	DCR|3VULN|2AART|1ZMB	15aVULN|2SNIHEL|3LWND|49AART|6FEWX|7ZMB|8RCR
655	32324 43341	   	161.96	DCR|3VULN|2DMG|1DUR|1SELL	17aVULN|2FEWX|3aDMG|4DUR|5BEXP|6RCR|8SELL|9aERES|aBPWR
656	11515 11113	   	161.91	DCR|3VULN|1AART|1CDMG|1DUR	1LHND|2LIT|3DUR|49aVULN|5AART|6CDMG|7RCR|8ERES
657	21125 11113	   	161.91	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2LIT|39aVULN|4LWND|5AART|6CDMG|7RCR|8ERES
658	21615 11113	   	161.91	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2LIT|3LHND|49aVULN|5AART|6CDMG|7RCR|8ERES
659	31525 11113	   	161.91	DCR|3VULN|1AART|1CDMG|1DUR	19aVULN|2LIT|3DUR|4LWND|5AART|6CDMG|7RCR|8ERES
660	36321 67133	   	161.90	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	18VULN|24DUR|3DMG|5CGEN|6MBVNT|7RCR|9ASPD|aAART
661	36321 67433	   	161.90	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1VULN|24DUR|38DMG|5CGEN|6MBVNT|7RCR|9ASPD|aAART
662	53535 21321	   	161.89	ACR|2AART|1VULN|1DMG|1CDMG|1ASPD	12CGEN|3RCR|4DMG|5CDMG|6ASPD|79AART|8VULN|aBEXP
663	53535 21322	   	161.89	ACR|2AART|1DMG|1VULN|1CDMG|1ASPD	12CGEN|3RCR|4DMG|5CDMG|6ASPD|79AART|8VULN|aLWND
664	13226 23621	   	161.89	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1LHND|2ASPD|3RPLT|4ZMB|5CDMG|68VULN|7RCR|9AART|aDUR
665	63113 15131	   	161.81	DCR|3VULN|2DMG|2ASPD	1aASPD|28aVULN|3LHND|4RMIN|5CGEN|6aDMG|7RPLT|9RCR|aBPWR
666	63243 15131	   	161.81	DCR|3VULN|2DMG|2ASPD	1aASPD|28aVULN|3MLV|4RMIN|5LWND|6aDMG|7RPLT|9RCR|aBPWR
667	33113 15131	   	161.81	DCR|3VULN|2DMG|2ASPD	18aVULN|2aASPD|3LHND|4RMIN|5CGEN|6aDMG|7RPLT|9RCR|aBPWR
668	33243 15131	   	161.81	DCR|3VULN|2DMG|2ASPD	18aVULN|2aASPD|3MLV|4RMIN|5LWND|6aDMG|7RPLT|9RCR|aBPWR
669	33244 15131	   	161.81	DCR|3VULN|2DMG|2ASPD	18aVULN|2aASPD|3MLV|4RMIN|5FEWX|6aDMG|7RPLT|9RCR|aBPWR
670	33511 63511	   	161.81	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	13VULN|2ASPD|45ZMB|6RCR|7CDMG|8AART|9MLV|aBEXP
671	33511 63512	   	161.81	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	13VULN|2ASPD|45ZMB|6RCR|7CDMG|8AART|9MLV|aLWND
672	36322 67133	   	161.80	DCR|2VULN|1AART|1DMG|2DUR|1ASPD	18VULN|24DUR|3DMG|5ERES|6MBVNT|7RCR|9ASPD|aAART
673	36322 67433	   	161.80	DCR|2DMG|1AART|1VULN|2DUR|1ASPD	1VULN|24DUR|38DMG|5ERES|6MBVNT|7RCR|9ASPD|aAART
674	61311 23621	   	161.79	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ASPD|2ZMB|3CDMG|4LEGI|5RPLT|68VULN|7RCR|9AART|aDUR
675	36342 32433	   	161.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7ZMB|8RCVC|9AART|aFEWX
676	35211 24135	   	161.72	DCR|3VULN|1AART|1DMG|1DUR	159VULN|2SNIHEL|36FEWX|4AART|7DMG|8DUR|aRCR
677	63111 15131	   	161.71	DCR|3VULN|2DMG|2ASPD	1aASPD|28aVULN|3LHND|4RMIN|5ERES|6aDMG|7RPLT|9RCR|aBPWR
678	33111 15131	   	161.71	DCR|3VULN|2DMG|2ASPD	18aVULN|2aASPD|3LHND|4RMIN|5ERES|6aDMG|7RPLT|9RCR|aBPWR
679	33246 15131	   	161.71	DCR|3VULN|2DMG|2ASPD	18aVULN|2aASPD|3MLV|4RMIN|5DUST|6aDMG|7RPLT|9RCR|aBPWR
680	33344 15131	   	161.71	DCR|3VULN|2DMG|2ASPD	18aVULN|2aASPD|3ERES|4RMIN|5FEWX|6aDMG|7RPLT|9RCR|aBPWR
681	33511 63521	   	161.71	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	13VULN|2ASPD|45ZMB|6RCR|7CDMG|8AART|9DUST|aMLV
682	33511 63523	   	161.71	DCR|2VULN|1AART|2ZMB|1CDMG|1ASPD	13VULN|2ASPD|45ZMB|6RCR|7CDMG|8AART|9DUST|aCGEN
683	61363 21322	   	161.64	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1aASPD|2ZMB|3CDMG|4LIT|5DMG|6VULN|7CGEN|8RCR|9AART
684	36342 32432	   	161.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1VULN|2DUR|3DMG|4CDMG|5BELT|6RCR|7ZMB|8RCVC|9AART|aERES
