0	Index      	 *	Score 	Summary	Detail	
1	62243 52418	 * 	184.50	DCR|2VULN|2DMG|1AART|1CDMG|1ASPD	1CGEN|2MBVNT|3ASPD|4aVULN|59DMG|6RCR|7CDMG|8AART
649	23525 15223	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|29VULN|3CGEN|4RCR|5AART|6ZMB|7DMG|8RCVC|aDUST
650	25525 11222	   	159.05	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2CGEN|39VULN|4RCR|5AART|6ZMB|7ERES|8RCVC|aDMG
651	51121 53253	 * 	159.05	DCR|2VULN|1AART|1CDMG|2DUR|1ZMB	1MLV|2CGEN|3CDMG|45VULN|6aDUR|7AART|8RCR|9ZMB
652	16131 31342	   	158.99	ACR|2DMG|1AART|1VULN|2ASPD	1LWND|29ASPD|3VULN|4RCR|5DUST|6AART|78DMG|aAIRHEA
653	56162 32131	 * 	158.98	ACR|2VULN|1AART|1CDMG|2ASPD|1ZMB	1MLV|2ZMB|3CDMG|47ASPD|5RCR|69VULN|8LHND|aAART
654	11151 21141	   	158.98	DCR|3VULN|1AART|1DMG	1LWND|2TLV|346VULN|5RMIN|7RCR|8DMG|9AART|aFEWX
655	11151 21143	   	158.98	DCR|3VULN|1AART|1DMG	1LWND|2TLV|346VULN|5RMIN|7RCR|8DMG|9AART|aCGEN
656	11151 21144	   	158.98	DCR|3VULN|1AART|1DMG	1LWND|2TLV|346VULN|5RMIN|7RCR|8DMG|9AART|aMLV
657	11151 51141	   	158.98	DCR|3VULN|1AART|1DMG	1LWND|26TLV|346VULN|5RMIN|6BPWR|7RCR|8DMG|9AART|aFEWX
658	11151 51143	   	158.98	DCR|3VULN|1AART|1DMG	1LWND|26TLV|346VULN|5RMIN|6BPWR|7RCR|8DMG|9AART|aCGEN
659	11154 21141	   	158.98	DCR|3VULN|1AART|1DMG	1LWND|2TLV|346VULN|5CGEN|7RCR|8DMG|9AART|aFEWX
660	13151 21142	   	158.98	DCR|3VULN|1AART|1DMG	1LWND|246VULN|35LHND|7RCR|8DMG|9AART|aDUST
661	13151 21144	   	158.98	DCR|3VULN|1AART|1DMG	1LWND|246VULN|35LHND|7RCR|8DMG|9AART|aTLV
662	13651 21141	   	158.98	DCR|3VULN|1AART|1DMG	1LWND|246VULN|3TLV|5RMIN|7RCR|8DMG|9AART|aFEWX
663	13651 21143	   	158.98	DCR|3VULN|1AART|1DMG	1LWND|246VULN|3TLV|5RMIN|7RCR|8DMG|9AART|aCGEN
664	15151 21142	   	158.98	DCR|3VULN|1AART|1DMG	1LWND|2MLV|346VULN|5RMIN|7RCR|8DMG|9AART|aDUST
665	15152 21142	   	158.98	DCR|3VULN|1AART|1DMG	1LWND|25MLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aDUST
666	31154 21141	   	158.98	DCR|3VULN|1AART|1DMG	1BEXP|2TLV|346VULN|5CGEN|7RCR|8DMG|9AART|aFEWX
667	35152 21142	   	158.98	DCR|3VULN|1AART|1DMG	1BEXP|25MLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aDUST
668	24242 42321	   	158.97	DCR|3VULN|1AART|1CDMG	1LSRICY|2AART|357ERES|45aVULN|5BPWR|6RCR|8DUST|9CDMG
669	22525 15212	   	158.95	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2TLV|39VULN|4RCR|5AART|6ZMB|7DMG|8RCVC|aNUKE
670	22525 15213	   	158.95	ACR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2TLV|39VULN|4RCR|5AART|6ZMB|7DMG|8RCVC|aDUST
671	13432 55323	   	158.95	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2VULN|3ZMB|4RCR|5LSRREG|6DUR|7AART|8MLV|9DMG|aCDMG
672	23521 31333	   	158.90	ACR|3VULN|1AART|1DMG	1LSRICY|268VULN|35CGEN|4RCR|7DMG|9FEWX|aAART
673	23521 56333	   	158.90	ACR|3VULN|1AART|1DMG	1LSRICY|278VULN|35CGEN|4RCR|6DMG|9FEWX|aAART
674	23523 36333	   	158.90	ACR|3VULN|1AART|1DMG	1LSRICY|278VULN|36CGEN|4RCR|5DMG|9FEWX|aAART
675	25521 31333	   	158.90	ACR|3VULN|1AART|1DMG	1LSRICY|25CGEN|368VULN|4RCR|7DMG|9FEWX|aAART
676	25523 36333	   	158.90	ACR|3VULN|1AART|1DMG	1LSRICY|26CGEN|378VULN|4RCR|5DMG|9FEWX|aAART
677	11151 21142	   	158.88	DCR|3VULN|1AART|1DMG	1LWND|2TLV|346VULN|5RMIN|7RCR|8DMG|9AART|aDUST
678	11151 51142	   	158.88	DCR|3VULN|1AART|1DMG	1LWND|26TLV|346VULN|5RMIN|6BPWR|7RCR|8DMG|9AART|aDUST
679	11152 21141	   	158.88	DCR|3VULN|1AART|1DMG	1LWND|25TLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aFEWX
680	11152 21143	   	158.88	DCR|3VULN|1AART|1DMG	1LWND|25TLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aCGEN
681	11152 21144	   	158.88	DCR|3VULN|1AART|1DMG	1LWND|25TLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aMLV
682	11154 21142	   	158.88	DCR|3VULN|1AART|1DMG	1LWND|2TLV|346VULN|5CGEN|7RCR|8DMG|9AART|aDUST
683	11154 21143	   	158.88	DCR|3VULN|1AART|1DMG	1LWND|2TLV|346VULN|5CGEN|7RCR|8DMG|9AART|aERES
684	11155 21141	   	158.88	DCR|3VULN|1AART|1DMG	1LWND|2TLV|346VULN|5ERES|7RCR|8DMG|9AART|aFEWX
685	11155 21143	   	158.88	DCR|3VULN|1AART|1DMG	1LWND|2TLV|346VULN|5ERES|7RCR|8DMG|9AART|aCGEN
686	13651 21142	   	158.88	DCR|3VULN|1AART|1DMG	1LWND|246VULN|3TLV|5RMIN|7RCR|8DMG|9AART|aDUST
687	13652 21141	   	158.88	DCR|3VULN|1AART|1DMG	1LWND|245VULN|35TLV|5BPWR|6ERES|7RCR|8DMG|9AART|aFEWX
688	13652 21143	   	158.88	DCR|3VULN|1AART|1DMG	1LWND|245VULN|35TLV|5BPWR|6ERES|7RCR|8DMG|9AART|aCGEN
689	31152 21141	   	158.88	DCR|3VULN|1AART|1DMG	1BEXP|25TLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aFEWX
690	31152 21143	   	158.88	DCR|3VULN|1AART|1DMG	1BEXP|25TLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aCGEN
691	31152 21144	   	158.88	DCR|3VULN|1AART|1DMG	1BEXP|25TLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aMLV
692	31154 21142	   	158.88	DCR|3VULN|1AART|1DMG	1BEXP|2TLV|346VULN|5CGEN|7RCR|8DMG|9AART|aDUST
693	31154 21143	   	158.88	DCR|3VULN|1AART|1DMG	1BEXP|2TLV|346VULN|5CGEN|7RCR|8DMG|9AART|aERES
694	31155 21141	   	158.88	DCR|3VULN|1AART|1DMG	1BEXP|2TLV|346VULN|5ERES|7RCR|8DMG|9AART|aFEWX
695	31155 21143	   	158.88	DCR|3VULN|1AART|1DMG	1BEXP|2TLV|346VULN|5ERES|7RCR|8DMG|9AART|aCGEN
696	23262 51421	   	158.88	DCR|2VULN|1AART|1DMG|1CDMG	1LSRICY|24VULN|3LHND|5FEWX|6RCR|7LIT|8CDMG|9DMG|aAART
697	23263 51421	   	158.88	DCR|2VULN|1AART|1DMG|1CDMG	1LSRICY|24VULN|3LHND|5BEXP|6RCR|7LIT|8CDMG|9DMG|aAART
698	46162 21112	   	158.87	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|25ASPD|35aVULN|4RCVC|5BPWR|6ERES|7RCR|8DMG|9FEWX
699	24525 31233	   	158.83	DCR|2VULN|1AART|1DMG|1ZMB	18LSRICY|2AART|38VULN|4DMG|5LWND|68LHND|7RCR|8BPWR|9FEWX|aZMB
700	11152 21142	   	158.78	DCR|3VULN|1AART|1DMG	1LWND|25TLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aDUST
701	11155 21142	   	158.78	DCR|3VULN|1AART|1DMG	1LWND|2TLV|346VULN|5ERES|7RCR|8DMG|9AART|aDUST
702	13652 21142	   	158.78	DCR|3VULN|1AART|1DMG	1LWND|245VULN|35TLV|5BPWR|6ERES|7RCR|8DMG|9AART|aDUST
703	31152 21142	   	158.78	DCR|3VULN|1AART|1DMG	1BEXP|25TLV|345VULN|5BPWR|6ERES|7RCR|8DMG|9AART|aDUST
704	31155 21142	   	158.78	DCR|3VULN|1AART|1DMG	1BEXP|2TLV|346VULN|5ERES|7RCR|8DMG|9AART|aDUST
705	46162 21132	   	158.77	DCR|3VULN|1DMG|2ASPD|1DUR	1DUR|25ASPD|35aVULN|4RCVC|5BPWR|6ERES|7RCR|8DMG|9DUST
706	53162 21141	   	158.76	DCR|2VULN|1AART|1DMG|2DUR	1MLV|25DUR|35VULN|4RCVC|5BPWR|6ERES|7RCR|8DMG|9AART|aFEWX
707	53162 21143	   	158.76	DCR|2VULN|1AART|1DMG|2DUR	1MLV|25DUR|35VULN|4RCVC|5BPWR|6ERES|7RCR|8DMG|9AART|aCGEN
708	24521 31233	   	158.73	DCR|2VULN|1AART|1DMG|1ZMB	18LSRICY|2AART|38VULN|4DMG|5DUST|68LHND|7RCR|8BPWR|9FEWX|aZMB
709	24521 31253	   	158.73	DCR|2VULN|1AART|1DMG|1ZMB	18LSRICY|2AART|38VULN|4DMG|5DUST|68LHND|7RCR|8BPWR|9BEXP|aZMB
710	36133 25412	   	158.72	DCR|4VULN|1DMG|1ASPD	1BEXP|2ASPD|378aVULN|4MLV|5DMG|6RCR|9FEWX
711	24521 44443	   	158.68	DCR|2VULN|1AART|1DMG|1CDMG	1LSRICY|2AART|3aVULN|4DMG|5DUST|6MBVNT|7CDMG|8RCR|9RPLT
712	24242 43232	   	158.67	DCR|2VULN|1AART|1DMG|1ASPD	1LSRICY|2AART|35ERES|45VULN|5BPWR|6RCR|7MBVNT|8RCVC|9ASPD|aDMG
713	53162 21142	   	158.66	DCR|2VULN|1AART|1DMG|2DUR	1MLV|25DUR|35VULN|4RCVC|5BPWR|6ERES|7RCR|8DMG|9AART|aDUST
714	55131 24131	   	158.65	ACR|3VULN|1AART|1DMG|1SELL	1MLV|236VULN|4RCR|5RMIN|7DMG|8FEWX|9SELL|aAART
715	55132 24131	   	158.65	ACR|3VULN|1AART|1DMG|1SELL	15MLV|235VULN|4RCR|5BPWR|6ERES|7DMG|8FEWX|9SELL|aAART
716	65131 24131	   	158.65	ACR|3VULN|1AART|1DMG|1SELL	1CGEN|236VULN|4RCR|5RMIN|7DMG|8FEWX|9SELL|aAART
717	65132 24131	   	158.65	ACR|3VULN|1AART|1DMG|1SELL	15CGEN|235VULN|4RCR|5BPWR|6ERES|7DMG|8FEWX|9SELL|aAART
718	65131 42331	   	158.65	ACR|3VULN|1AART|1DMG|1SELL	1CGEN|238VULN|4RCR|5RMIN|6FEWX|7DMG|9SELL|aAART
719	62213 52437	   	158.65	DCR|2AART|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2MBVNT|3ASPD|4DUR|5DMG|6RCR|7CDMG|8aAART|9ZMB
720	21322 74118	   	158.62	DCR|4VULN|1DMG|1DUR	1LSRICY|2RPLT|3MBVNT|457aVULN|6RCR|8DUR|9DMG
721	23343 74118	   	158.62	DCR|4VULN|1DMG|1DUR	1LSRICY|237aVULN|4RPLT|5MBVNT|6RCR|8DUR|9DMG
722	36133 25432	   	158.62	DCR|4VULN|1DMG|1ASPD	1BEXP|2ASPD|378aVULN|4MLV|5DMG|6RCR|9DUST
723	43151 52323	   	158.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|24VULN|3LHND|5LWND|6DMG|7CDMG|8CGEN|9RCR|aAART
724	51121 61421	   	158.61	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16MLV|2CGEN|3CDMG|45VULN|7DMG|8DUR|9RCR|aAART
725	24523 21632	   	158.58	DCR|2DMG|1AART|1VULN|1CDMG	1LSRICY|2AART|3VULN|45DMG|6ERES|7CDMG|8RCR|9TLV|aDUST
726	24523 21633	   	158.58	DCR|2DMG|1AART|1VULN|1CDMG	1LSRICY|2AART|3VULN|45DMG|6aERES|7CDMG|8RCR|9TLV
727	21262 61311	   	158.57	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1LSRICY|2RPLT|3DUR|4RCR|57VULN|6ZMB|8ASPD|9DMG|aCDMG
728	24521 14211	   	158.53	DCR|2DMG|1AART|1VULN|1ZMB	1LSRICY|2AART|3VULN|49DMG|5DUST|6ZMB|7RCR|8CGEN|aBEXP
729	43151 32323	   	158.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|24VULN|3LHND|5LWND|6ERES|7CDMG|8DMG|9RCR|aAART
730	43651 32323	   	158.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|24VULN|3LWND|5LHND|6ERES|7CDMG|8DMG|9RCR|aAART
731	52121 61421	   	158.51	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	16MLV|2ERES|3CDMG|45VULN|7DMG|8DUR|9RCR|aAART
732	43451 21123	   	158.51	DCR|3VULN|1DMG|2DUR|1ZMB	1aDUR|246VULN|3ZMB|5RMIN|7RCR|8DMG|9CGEN
733	24521 14212	   	158.43	DCR|2DMG|1AART|1VULN|1ZMB	1LSRICY|2AART|3VULN|49DMG|5DUST|6ZMB|7RCR|8CGEN|aERES
734	13552 52323	   	158.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1LWND|24VULN|3LEGI|5DUR|6DMG|7CDMG|8ERES|9RCR|aAART
735	51121 53211	   	158.41	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2aCGEN|3CDMG|459VULN|6DUR|7AART|8RCR
736	51121 53213	   	158.41	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2CGEN|3CDMG|459VULN|6DUR|7AART|8RCR|aLWND
737	51121 53214	   	158.41	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2CGEN|3CDMG|459VULN|6DUR|7AART|8RCR|aFEWX
738	13411 51141	   	158.38	DCR|2VULN|1AART|1DMG|2ZMB	14LWND|26VULN|36ZMB|5RMIN|6BPWR|7RCR|8DMG|9AART|aFEWX
739	13411 51143	   	158.38	DCR|2VULN|1AART|1DMG|2ZMB	14LWND|26VULN|36ZMB|5RMIN|6BPWR|7RCR|8DMG|9AART|aCGEN
740	23523 62522	   	158.32	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LSRICY|29VULN|37CGEN|4RCR|5DMG|6ASPD|8AART|aDUR
741	21322 72354	   	158.32	DCR|4VULN|1AART	1aLSRICY|2RPLT|3MBVNT|458aVULN|6RCR|7AART|9RCVC|aBPWR
742	23343 72354	   	158.32	DCR|4VULN|1AART	1aLSRICY|238aVULN|4RPLT|5MBVNT|6RCR|7AART|9RCVC|aBPWR
743	16133 33231	   	158.32	ACR|2VULN|2DMG|1FLTHEA|1ASPD	179LWND|2ASPD|39VULN|4RCR|5LIT|6FLTHEA|89DMG|9BPWR|aCANHEL
744	16133 33232	   	158.32	ACR|2VULN|2DMG|1FLTHEA|1ASPD	179LWND|2ASPD|39VULN|4RCR|5LIT|6FLTHEA|89DMG|9BPWR|aLEGI
745	16133 33233	   	158.32	ACR|2VULN|2DMG|1FLTHEA|1ASPD	179LWND|2ASPD|39VULN|4RCR|5LIT|6FLTHEA|89DMG|9BPWR|aDLOT
746	52121 53211	   	158.31	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2ERES|3CDMG|459VULN|6DUR|7AART|8RCR|aCGEN
747	52121 53213	   	158.31	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2ERES|3CDMG|459VULN|6DUR|7AART|8RCR|aFEWX
748	46331 31336	 * 	158.30	ACR|2DMG|1AART|1CDMG|2DUR|1ASPD	1aDUR|2ASPD|3LWND|4RCR|5DUST|6AART|78DMG|9CDMG
749	46331 31352	   	158.30	ACR|2DMG|1AART|1CDMG|2DUR|1ASPD	19DUR|2ASPD|3LWND|4RCR|5DUST|6AART|78DMG|aCDMG
750	21322 74431	 * 	158.29	DCR|5VULN|1CDMG	189LSRICY|2RPLT|3MBVNT|45789VULN|6RCR|89BPWR|aCDMG
751	23343 74431	   	158.29	DCR|5VULN|1CDMG	189LSRICY|23789VULN|4RPLT|5MBVNT|6RCR|89BPWR|aCDMG
752	13411 51142	   	158.28	DCR|2VULN|1AART|1DMG|2ZMB	14LWND|26VULN|36ZMB|5RMIN|6BPWR|7RCR|8DMG|9AART|aDUST
753	13412 21141	   	158.28	DCR|2VULN|1AART|1DMG|2ZMB	14LWND|25VULN|35ZMB|5BPWR|6ERES|7RCR|8DMG|9AART|aFEWX
754	13412 21143	   	158.28	DCR|2VULN|1AART|1DMG|2ZMB	14LWND|25VULN|35ZMB|5BPWR|6ERES|7RCR|8DMG|9AART|aCGEN
755	13412 21144	   	158.28	DCR|2VULN|1AART|1DMG|2ZMB	14LWND|25VULN|35ZMB|5BPWR|6ERES|7RCR|8DMG|9AART|aMLV
756	24111 52313	 * 	158.28	DCR|3VULN|1AART|2CDMG	1LSRICY|2AART|36CDMG|4NUKE|58aVULN|7MGNLIT|9RCR
757	16133 31533	   	158.22	ACR|3VULN|2ZMB|1FLTHEA|1DUR|1ASPD	19LWND|2ASPD|389VULN|4RCR|5LIT|6FLTHEA|79ZMB|9BPWR|aDUR
758	52121 53225	   	158.21	DCR|3VULN|1AART|1CDMG|1DUR	1MLV|2ERES|3CDMG|45aVULN|6DUR|7AART|8RCR|9DUST
759	13412 21142	   	158.18	DCR|2VULN|1AART|1DMG|2ZMB	14LWND|25VULN|35ZMB|5BPWR|6ERES|7RCR|8DMG|9AART|aDUST
760	24111 53513	   	158.18	DCR|3VULN|1AART|2CDMG	1LSRICY|2AART|36CDMG|4NUKE|57aVULN|8CANSTR|9RCR
761	21322 74111	   	158.17	DCR|3VULN|1DMG|1CDMG|1DUR	1LSRICY|2RPLT|3MBVNT|457VULN|6RCR|8DUR|9DMG|aCDMG
762	23343 74111	   	158.17	DCR|3VULN|1DMG|1CDMG|1DUR	1LSRICY|237VULN|4RPLT|5MBVNT|6RCR|8DUR|9DMG|aCDMG
763	42313 36234	   	158.17	DCR|3VULN|1DMG|1CDMG|1DUR	1DUR|2FEWX|3ERES|4LWND|58aVULN|6RCR|7CDMG|9DMG
764	62243 52144	   	158.17	DCR|3VULN|1DMG|1CDMG|1ASPD	1CGEN|2MBVNT|3ASPD|49aVULN|5DMG|6RCR|7CDMG|8LHND
765	13461 51211	   	158.15	DCR|2VULN|3ZMB|1DMG|1DUR	1LWND|26VULN|368ZMB|4RCVC|5RMIN|6BPWR|7RCR|9DUR|aDMG
766	24615 21231	   	158.09	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LSRICY|2AART|3CGEN|4DMG|5RCR|6RCVC|7CDMG|8DUR|9VULN|aASPD
767	62243 52341	   	158.07	DCR|3VULN|1DMG|1CDMG|1ASPD	1CGEN|2MBVNT|3ASPD|49aVULN|5DMG|6RCR|7CDMG|8ERES
768	13462 21211	   	158.05	DCR|2VULN|3ZMB|1DMG|1DUR	1LWND|25VULN|358ZMB|4RCVC|5BPWR|6ERES|7RCR|9DUR|aDMG
769	23523 62521	 * 	157.99	ACR|2VULN|1AART|1DMG|2ASPD	1LSRICY|29VULN|37CGEN|4RCR|5DMG|6aASPD|8AART
770	23523 62533	   	157.99	ACR|2VULN|1AART|1DMG|2ASPD	1LSRICY|2aVULN|37CGEN|4RCR|5DMG|69ASPD|8AART
771	62812 44143	   	157.96	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|2MBVNT|3DMG|4aDUR|5AART|69VULN|7RCR|8RPLT
772	62812 44416	   	157.96	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|2MBVNT|3DMG|4aDUR|5AART|68VULN|7RCR|9MGNLIT
773	62842 64143	   	157.96	DCR|2VULN|1AART|1DMG|2DUR	1CGEN|2MBVNT|3DMG|49VULN|5AART|6aDUR|7RCR|8RPLT
774	22225 15214	   	157.95	ACR|2AART|1VULN|1DMG|1ZMB|1ASPD	1LSRICY|2TLV|3BEXP|4RCR|58AART|6ZMB|7DMG|9VULN|aASPD
775	22225 15215	   	157.95	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LSRICY|2TLV|3BEXP|4RCR|58AART|6ZMB|7DMG|9VULN|aDUR
776	22225 15252	   	157.95	ACR|2AART|1VULN|1DMG|1ZMB|1DUR	1LSRICY|2TLV|3BEXP|4RCR|58AART|6ZMB|7DMG|9DUR|aVULN
777	13433 32532	 * 	157.89	ACR|3VULN|2ZMB|1FLTHEA|2ASPD	19LWND|28aVULN|39ZMB|4RCR|5LIT|6FLTHEA|79ASPD|9BPWR
778	23421 42522	   	157.85	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1LSRICY|29VULN|3MLV|4RCR|5CGEN|6SELL|7CDMG|8AART|aDMG
779	22412 11535	   	157.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LSRICY|2TLV|3CDMG|4ZMB|5DUST|6DUR|7RCR|8AART|9VULN|aDMG
780	21322 72783	   	157.83	DCR|2VULN|1AART|1DMG|1ZMB	1LSRICY|2RPLT|3MBVNT|45VULN|6RCR|7AART|8DUST|9DMG|aZMB
781	16132 63233	   	157.82	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	18LWND|2ASPD|38VULN|4RCR|5LSRREG|6DMG|78FEWX|8BPWR|9AART|aDUR
782	13451 21225	   	157.80	DCR|4VULN|3ZMB	1aLWND|246aVULN|38aZMB|5RMIN|7RCR|9MBVNT|aBPWR
783	13433 32412	   	157.78	ACR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD|1DUR	1LWND|2VULN|3ZMB|4RCR|5LIT|6FLTHEA|7ASPD|8CDMG|9DUR|aAART
784	16133 31412	   	157.78	ACR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD|1DUR	1LWND|2ASPD|3VULN|4RCR|5LIT|6FLTHEA|7ZMB|8CDMG|9DUR|aAART
785	26325 15113	   	157.77	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LSRICY|2LHND|3CGEN|4RCR|5AART|6ZMB|79DMG|8DUR|aCDMG
786	21322 72353	   	157.77	DCR|3VULN|1AART|1CDMG	1LSRICY|2RPLT|3MBVNT|458VULN|6RCR|7AART|9RCVC|aCDMG
787	23343 72353	   	157.77	DCR|3VULN|1AART|1CDMG	1LSRICY|238VULN|4RPLT|5MBVNT|6RCR|7AART|9RCVC|aCDMG
788	23523 42522	   	157.75	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1LSRICY|29VULN|3CGEN|4RCR|5DMG|6SELL|7CDMG|8AART|aNUKE
789	23523 42523	   	157.75	ACR|2VULN|1AART|1DMG|1CDMG|1SELL	1LSRICY|29VULN|3CGEN|4RCR|5DMG|6SELL|7CDMG|8AART|aDUST
790	23523 65331	   	157.72	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1LSRICY|28VULN|3CGEN|4RCR|5DMG|6ASPD|7DUR|9AART|aBEXP
791	21322 74654	   	157.72	DCR|4VULN|1AART	1aLSRICY|2RPLT|3MBVNT|457aVULN|6RCR|8AART|9RCVC|aBPWR
792	13452 21225	   	157.70	DCR|4VULN|3ZMB	1LWND|245aVULN|358ZMB|5BPWR|6ERES|7RCR|9CGEN
793	62242 48214	 * 	157.67	DCR|2AART|1VULN|1DMG|1FLTHEA|1ASPD	1CGEN|2MBVNT|3ASPD|4VULN|5aAART|6TLV|7DMG|8RCR|9FLTHEA
794	62213 22432	   	157.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1CGEN|2MBVNT|3ASPD|4DUR|5DMG|6VULN|7CDMG|8AART|9ZMB|aRCR
795	24215 22128	   	157.66	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG	1LSRICY|2AART|3ERES|4DMG|5RCR|6RCVC|7MBVNT|8CDMG|9FLTHEA|aVULN
796	23256 31216	   	157.63	DCR|2VULN|1AART|1DMG|1ZMB	18LSRICY|28VULN|3LHND|4AART|5ZMB|68FEWX|7RCR|8BPWR|9DMG|aMGNSTR
797	23523 65332	   	157.62	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1LSRICY|28VULN|3CGEN|4RCR|5DMG|6ASPD|7DUR|9AART|aERES
798	13452 21236	   	157.60	DCR|4VULN|3ZMB	1LWND|245aVULN|358ZMB|5BPWR|6ERES|7RCR|9DUST
799	23213 35215	   	157.60	ACR|2VULN|1AART|1DMG|2ZMB	18LSRICY|28VULN|3LHND|4DUST|5RCR|68ZMB|7AART|8BPWR|9DMG|aRMIN
800	23213 35216	   	157.60	ACR|2VULN|1AART|1DMG|2ZMB	18LSRICY|28VULN|3LHND|4DUST|5RCR|68ZMB|7AART|8BPWR|9DMG|aLIT
801	23613 35215	   	157.60	ACR|2VULN|1AART|1DMG|2ZMB	18LSRICY|28VULN|3FEWX|4DUST|5RCR|68ZMB|7AART|8BPWR|9DMG|aRMIN
802	23613 35216	   	157.60	ACR|2VULN|1AART|1DMG|2ZMB	18LSRICY|28VULN|3FEWX|4DUST|5RCR|68ZMB|7AART|8BPWR|9DMG|aLIT
803	23663 35211	   	157.60	ACR|2VULN|1AART|1DMG|2ZMB	18LSRICY|28VULN|3FEWX|4LWND|5RCR|68ZMB|7AART|8BPWR|9DMG|aMBVNT
804	23663 35213	   	157.60	ACR|2VULN|1AART|1DMG|2ZMB	18LSRICY|28VULN|3FEWX|4LWND|5RCR|68ZMB|7AART|8BPWR|9DMG|aBASICY
805	13461 21141	   	157.53	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|26VULN|3ZMB|4RCVC|5RMIN|7RCR|8DMG|9AART|aFEWX
806	13461 21143	   	157.53	DCR|2VULN|1AART|1DMG|1ZMB	1LWND|26VULN|3ZMB|4RCVC|5RMIN|7RCR|8DMG|9AART|aCGEN
807	23256 31211	   	157.53	DCR|2VULN|1AART|1DMG|1ZMB	18LSRICY|28VULN|3LHND|4AART|5ZMB|68FEWX|7RCR|8BPWR|9DMG|aMBVNT
808	23256 31213	   	157.53	DCR|2VULN|1AART|1DMG|1ZMB	18LSRICY|28VULN|3LHND|4AART|5ZMB|68FEWX|7RCR|8BPWR|9DMG|aBASICY
809	23256 31214	   	157.53	DCR|2VULN|1AART|1DMG|1ZMB	18LSRICY|28VULN|3LHND|4AART|5ZMB|68FEWX|7RCR|8BPWR|9DMG|aDUST
810	62812 44118	   	157.53	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1CGEN|2MBVNT|3DMG|4DUR|5aAART|6VULN|7RCR|8RPLT|9ZMB
811	23213 35211	   	157.50	ACR|2VULN|1AART|1DMG|2ZMB	18LSRICY|28VULN|3LHND|4DUST|5RCR|68ZMB|7AART|8BPWR|9DMG|aMBVNT
812	23213 35213	   	157.50	ACR|2VULN|1AART|1DMG|2ZMB	18LSRICY|28VULN|3LHND|4DUST|5RCR|68ZMB|7AART|8BPWR|9DMG|aBASICY
813	23213 35214	   	157.50	ACR|2VULN|1AART|1DMG|2ZMB	18LSRICY|28VULN|3LHND|4aDUST|5RCR|68ZMB|7AART|8BPWR|9DMG
814	23613 35211	   	157.50	ACR|2VULN|1AART|1DMG|2ZMB	18LSRICY|28VULN|3FEWX|4DUST|5RCR|68ZMB|7AART|8BPWR|9DMG|aMBVNT
