0	Index      	 *	Score 	Summary	Detail	
1	21512 11343	 * 	192.00	DCR|2VULN|2DMG|3ZMB|1AART	147ZMB|2DMSP|37FEWX|57DMG|6RCR|7BPWR|8aVULN|9AART
629	21451 31422	   	163.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ZMB|2DMSP|3DUR|4DMG|5LEGI|6AART|7CDMG|8RCR|9ASPD|aVULN
630	23123 36236	   	163.67	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1ZMB|2LEGI|3VULN|4LIT|5DMG|6AART|7ASPD|8RCR|9DUR|aCDMG
631	22351 13136	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2TLV|3CGEN|4DMG|5DMSP|6RCR|7ASPD|8aVULN|9AART
632	24254 13131	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|24DMG|3TLV|5aCGEN|6RCR|7ASPD|8VULN|9AART
633	24254 13133	   	163.67	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|24DMG|3TLV|5CGEN|6RCR|7ASPD|8VULN|9AART|aLWND
634	25251 13132	   	163.67	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2MLV|3TLV|4DMG|5DMSP|6RCR|7ASPD|8aVULN|9AART
635	63223 63343	   	163.65	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4LWND|5FEWX|6aVULN|7DMG|8BEXP|9AART
636	43343 22341	   	163.62	ACR|3VULN|1AART|1CDMG|1DUR	1LSRICY|2CDMG|3RCR|4LWND|5LHND|69aVULN|7AART|8DUR
637	53343 22341	   	163.62	ACR|3VULN|1AART|1CDMG|1DUR	1MGNSTR|2CDMG|3RCR|4LWND|5LHND|69aVULN|7AART|8DUR
638	24632 25222	   	163.62	ACR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB|1SELL	1ZMB|2DMG|39ASPD|4RCR|5CDMG|6VULN|7LIT|8SELL|aAART
639	32311 23615	   	163.60	DCR|3DMG|1VULN|2CDMG|1ZMB|1SELL	1RPLT|2ZMB|36CDMG|469DMG|5MBVNT|6BPWR|7VULN|8RCR|aSELL
640	63364 31444	   	163.59	ACR|3VULN|1AART|1CDMG	1RCVC|2RCR|3LHND|4MBVNT|5DMSP|6AART|7CDMG|89aVULN
641	24261 13132	   	163.57	DCR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2DMG|3TLV|4ERES|5DMSP|6RCR|7ASPD|8aVULN|9AART
642	63222 63143	   	163.55	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4LWND|5LHND|6aVULN|7DMG|8MBVNT|9AART
643	63223 63153	   	163.55	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4LWND|5FEWX|6aVULN|7DMG|8MBVNT|9AART
644	63311 71243	   	163.55	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3LHND|4DMG|5MBVNT|6aVULN|7ZMB|8LWND|9AART
645	35312 12335	   	163.52	DCR|2VULN|2DMG|1AART	1RPLT|2RCVC|3AART|4BELT|56VULN|7RMIN|8aDMG|9RCR
646	24632 25312	   	163.46	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1ASPD	1ZMB|2DMG|3ASPD|4RCR|58CDMG|6VULN|7LIT|9TLV|aAART
647	63221 73353	   	163.45	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4LWND|5MBVNT|6aVULN|7DMG|8DUST|9AART
648	35312 16235	   	163.42	DCR|2VULN|2DMG|1AART	1RPLT|2RCVC|3AART|4BELT|56VULN|7aDMG|8ERES|9RCR
649	42336 32621	 * 	163.42	DCR|3VULN|1AART|2ASPD|1CDMG	17LSRICY|23ASPD|47LIT|57aVULN|6AART|7BPWR|8CDMG|9RCR
650	21232 64176	   	163.40	ACR|1AART|1VULN|1DMG|2ZMB|1CDMG|1DUR	19ZMB|2DMSP|3MBVNT|4RCR|5CDMG|6AART|7VULN|8DUR|aDMG
651	33631 27444	   	163.39	DCR|2DMG|1AART|1VULN|2CDMG	1RPLT|26CDMG|36DMG|4RMIN|5MBVNT|6BPWR|7RCR|8BEXP|9AART|aVULN
652	33631 27744	   	163.39	DCR|2DMG|1AART|1VULN|2CDMG	1RPLT|26CDMG|36DMG|4RMIN|5MBVNT|6BPWR|7RCR|8LWND|9AART|aVULN
653	21232 64112	   	163.39	ACR|2VULN|1AART|2CDMG|1ZMB|1DUR	1ZMB|2DMSP|3MBVNT|4RCR|59CDMG|6AART|7aVULN|8DUR
654	32311 23177	   	163.38	DCR|2VULN|2DMG|2CDMG|1ZMB	1RPLT|2ZMB|36CDMG|46DMG|5MBVNT|6BPWR|7aVULN|8LHND|9RCR
655	41212 33143	 * 	163.38	DCR|2DMG|2AART|1VULN|1ZMB	1LSRICY|2ERES|3ZMB|45DMG|6VULN|7LIT|8RCR|9aAART
656	51212 33143	   	163.38	DCR|2DMG|2AART|1VULN|1ZMB	1MGNSTR|2ERES|3ZMB|45DMG|6VULN|7LIT|8RCR|9aAART
657	63315 36312	   	163.36	ACR|2VULN|1AART|1DMG|1ASPD	17RCVC|2RCR|3LHND|4DMG|5TLV|6AART|8ASPD|9aVULN
658	62623 32342	 * 	163.36	DCR|4VULN|1AART|1ASPD	1RCVC|25ERES|3569VULN|4BELT|5BPWR|7RCR|8ASPD|aAART
659	23123 36261	 * 	163.34	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1ZMB	1ZMB|2LEGI|3VULN|4LIT|5DMG|6AART|79ASPD|8RCR|aCDMG
660	63352 21362	   	163.32	ACR|3VULN|1AART|1ASPD|1DUR	1RCVC|2RCR|35LHND|4ASPD|68aVULN|7AART|9DUR
661	33211 23637	   	163.32	DCR|2VULN|2DMG|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|7aVULN|8RCR|9LHND
662	33211 23671	   	163.32	DCR|2VULN|2DMG|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|79VULN|8RCR|aLWND
663	33211 23672	   	163.32	DCR|2VULN|2DMG|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|79VULN|8RCR|aBEXP
664	33211 23677	   	163.32	DCR|2VULN|2DMG|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|79VULN|8RCR|aMLV
665	33211 22674	   	163.32	DCR|2VULN|2DMG|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|7BEXP|8RCR|9aVULN
666	31112 61841	   	163.29	DCR|2DMG|1AART|1VULN|2CDMG	1RPLT|28TLV|3VULN|48DMG|5MBVNT|68CDMG|7RCR|8BPWR|9AART|aFEWX
667	31112 61847	   	163.29	DCR|2DMG|1AART|1VULN|2CDMG	1RPLT|28TLV|3VULN|48DMG|5MBVNT|68CDMG|7RCR|8BPWR|9AART|aLHND
668	31112 61848	   	163.29	DCR|2DMG|1AART|1VULN|2CDMG	1aRPLT|28TLV|3VULN|48DMG|5MBVNT|68CDMG|7RCR|8BPWR|9AART
669	63222 11355	   	163.29	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|2RCVC	16RCVC|2RCR|3ZMB|4LWND|5LHND|7AART|8VULN|9CDMG|aDMG
670	33211 23673	   	163.22	DCR|2VULN|2DMG|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|79VULN|8RCR|aERES
671	33211 23675	   	163.22	DCR|2VULN|2DMG|2ZMB|1CDMG	1RPLT|2CDMG|36ZMB|46DMG|5MBVNT|6BPWR|79VULN|8RCR|aDUST
672	63221 74226	   	163.20	ACR|3VULN|1AART|2ZMB	1RCVC|2RCR|3aZMB|4LWND|5MBVNT|67aVULN|8aLIT|9AART|aBPWR
673	63314 21253	   	163.19	ACR|3DMG|1AART|1CDMG	1RCVC|2RCR|3LHND|46aDMG|56FEWX|6BPWR|7AART|8LWND|9CDMG
674	31112 61842	   	163.19	DCR|2DMG|1AART|1VULN|2CDMG	1RPLT|28TLV|3VULN|48DMG|5MBVNT|68CDMG|7RCR|8BPWR|9AART|aDUST
675	31112 61843	   	163.19	DCR|2DMG|1AART|1VULN|2CDMG	1RPLT|28TLV|3VULN|48DMG|5MBVNT|68CDMG|7RCR|8BPWR|9AART|aLEGI
676	31112 61844	   	163.19	DCR|2DMG|1AART|1VULN|2CDMG	1RPLT|28aTLV|3VULN|48DMG|5MBVNT|68CDMG|7RCR|8BPWR|9AART
677	31112 61846	   	163.19	DCR|2DMG|1AART|1VULN|2CDMG	1RPLT|28TLV|3VULN|48DMG|5MBVNT|68CDMG|7RCR|8BPWR|9AART|aBASICY
678	63314 11314	   	163.16	ACR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|2RCR|3LHND|48DMG|5FEWX|7AART|9VULN|aDUR
679	63311 11374	 * 	163.16	ACR|3DMG|2AART|2RCVC	16RCVC|2RCR|3LHND|48aDMG|5MBVNT|79AART
680	32114 41631	   	163.16	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB|1ASPD|1MSE	1RPLT|2ZMB|35VULN|45DMG|5BPWR|6CDMG|7AART|8ASPD|9MSE|aRCR
681	33165 25123	   	163.12	DCR|3VULN|1AART|2CDMG|1DUR	1RPLT|2aCDMG|37aVULN|4CGEN|5DUR|6AART|8aLWND|9RCR|aBPWR
682	24213 23621	   	163.10	DCR|2VULN|2DMG|3ZMB	149ZMB|2aDMG|39TLV|5DMSP|69VULN|7NUKE|8RCR|9BPWR
683	63311 21263	   	163.09	ACR|3DMG|1AART|1CDMG	1RCVC|2RCR|36LHND|46aDMG|5MBVNT|6BPWR|7AART|8LWND|9CDMG
684	63311 21354	   	163.09	ACR|3DMG|1AART|1CDMG	1RCVC|2RCR|36LHND|468DMG|5MBVNT|6BPWR|7AART|9CGEN|aCDMG
685	21361 61521	 * 	163.08	ACR|2DMG|3ZMB|1VULN|1CDMG	179ZMB|2DMSP|3RCVC|47DMG|5RCR|6MBVNT|7BPWR|8CDMG|aVULN
686	21166 41121	   	163.07	ACR|2VULN|3ZMB|1DMG|2DUR	189ZMB|2DMSP|3MLV|4RCR|59DUR|69VULN|7RCVC|9BPWR|aDMG
687	63311 11315	   	163.06	ACR|2DMG|1AART|1VULN|1DUR|2RCVC	16RCVC|2RCR|3LHND|48DMG|5MBVNT|7AART|9VULN|aDUR
688	21265 33118	   	163.02	DCR|3DMG|2VULN|2ZMB	18ZMB|2DMSP|3MBVNT|48aDMG|5RMIN|6RPLT|78VULN|8BPWR|9RCR
689	35531 22232	   	163.00	ACR|2VULN|1AART|1DMG|2ZMB	1RPLT|2RCVC|3RMIN|4AART|5RCR|68VULN|79ZMB|aDMG
690	63221 74632	   	163.00	ACR|3VULN|1AART|2ZMB	1RCVC|2RCR|38ZMB|4LWND|5MBVNT|67aVULN|9AART
691	63311 21324	   	162.99	ACR|3DMG|1AART|1CDMG	1RCVC|2RCR|36LHND|468DMG|5MBVNT|6BPWR|7AART|9TLV|aCDMG
692	63311 21387	   	162.99	ACR|3DMG|1AART|1CDMG	1RCVC|2RCR|36LHND|468DMG|5MBVNT|6BPWR|7AART|9DUST|aCDMG
693	24631 25111	   	162.99	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2DMG|3ASPD|4RCR|5RPLT|6BEXP|7AART|8LHND|9aVULN
694	23126 35243	   	162.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2LEGI|38VULN|4LIT|5TLV|6AART|7RCR|9DUR|aDMG
695	63221 74115	   	162.95	ACR|2VULN|1AART|1DMG|1ZMB	1RCVC|2RCR|3ZMB|4LWND|5MBVNT|67VULN|8LHND|9DMG|aAART
696	63216 12116	   	162.95	ACR|3ZMB|1AART|1DMG|1VULN	1RCVC|2RCR|347ZMB|5BELT|67CGEN|7BPWR|8VULN|9DMG|aAART
697	24631 25311	   	162.89	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ZMB|2DMG|3ASPD|4RCR|5RPLT|6BEXP|7AART|8DUST|9aVULN
698	22266 41121	   	162.87	ACR|2VULN|3ZMB|1DMG|2DUR	189ZMB|23TLV|4RCR|59DUR|69VULN|7RCVC|9BPWR|aDMG
699	63221 73814	   	162.85	ACR|2DMG|1AART|1VULN|1ZMB	1RCVC|2RCR|3ZMB|4LWND|5MBVNT|6VULN|79DMG|8ERES|aAART
700	33621 41423	   	162.82	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1RPLT|2CDMG|3DMG|4RCVC|5LEGI|6aVULN|7DUR|8AART|9RCR
701	63222 11332	   	162.82	ACR|3VULN|1AART|1ZMB|2RCVC	16RCVC|2RCR|3ZMB|4LWND|5LHND|7AART|89aVULN
702	63223 11532	   	162.82	ACR|3VULN|1AART|1ZMB|2RCVC	16RCVC|2RCR|3ZMB|4LWND|5FEWX|7AART|89aVULN
703	32155 33223	   	162.81	ACR|2VULN|1AART|1FLTHEA|1ZMB|1DUR|1ASPD	1RPLT|2ZMB|3aVULN|4RCR|5TLV|6ASPD|7FLTHEA|8AART|9DUR
704	32156 33223	   	162.81	ACR|2VULN|1AART|1FLTHEA|1ZMB|1DUR|1ASPD	1RPLT|2ZMB|3aVULN|4RCR|5ERES|6ASPD|7FLTHEA|8AART|9DUR
705	33613 26411	   	162.80	DCR|3DMG|1VULN|1CDMG|1ASPD|1DUR	1RPLT|2CDMG|349DMG|5FEWX|6ASPD|7RCR|8DUR|aVULN
706	63221 11632	   	162.72	ACR|3VULN|1AART|1ZMB|2RCVC	16RCVC|2RCR|3ZMB|4LWND|5MBVNT|7AART|89aVULN
707	24633 37144	   	162.69	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ZMB|27DMG|3ASPD|4RCR|5LIT|6MBVNT|8VULN|9RCVC|aAART
708	63316 42123	 * 	162.66	ACR|2AART|1DMG|1VULN|2ASPD	1RCVC|2RCR|38LHND|4DMG|59AART|68LWND|78ASPD|8BPWR|aVULN
709	65238 11314	   	162.63	ACR|2VULN|1AART|1DMG|1ZMB|2RCVC	15RCVC|2MBVNT|3ZMB|4RCR|6LHND|7AART|8DMG|9aVULN
710	63463 31221	   	162.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3LIT|4AART|5ERES|6BEXP|7DMG|8VULN|9ZMB|aCDMG
711	42632 26333	   	162.61	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1LSRICY|2aASPD|3DMG|4DUR|5DUST|69VULN|7AART|8RCR
712	52632 26333	   	162.61	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	1MGNSTR|2aASPD|3DMG|4DUR|5DUST|69VULN|7AART|8RCR
713	63211 11324	 * 	162.56	ACR|2AART|1VULN|1DMG|2ZMB	1RCVC|2RCR|34ZMB|5FEWX|6LHND|79AART|8DMG|aVULN
714	63215 11324	   	162.56	ACR|2AART|1VULN|1DMG|2ZMB	1RCVC|2RCR|34ZMB|5BEXP|6LHND|79AART|8DMG|aVULN
715	63261 11324	   	162.56	ACR|2AART|1DMG|1VULN|2ZMB	1RCVC|2RCR|34ZMB|4BPWR|5FEWX|6LHND|79AART|8DMG|aVULN
716	21234 58263	   	162.53	ACR|3VULN|1AART|2ZMB|1ASPD	1aZMB|2DMSP|3MBVNT|4RCR|5ASPD|68aVULN|7AART|9aCGEN|aBPWR
717	52271 11326	   	162.51	DCR|3VULN|1AART|1CDMG|1ASPD	1MGNSTR|2ASPD|3MBVNT|4AART|5CDMG|68aVULN|7RCR|9CGEN
718	52271 11416	   	162.51	DCR|3VULN|1AART|1CDMG|1ASPD	1MGNSTR|2ASPD|3MBVNT|4AART|5CDMG|69aVULN|7RCR|8MLV
719	65215 12423	   	162.50	DCR|2VULN|2DMG|3ZMB	1RCVC|2MBVNT|349ZMB|5CGEN|6RMIN|79VULN|89DMG|9BPWR|aRCR
720	63213 11324	   	162.46	ACR|2AART|1DMG|1VULN|2ZMB	1RCVC|2RCR|34ZMB|5LEGI|6LHND|79AART|8DMG|aVULN
721	63263 11324	   	162.46	ACR|2AART|1DMG|1VULN|2ZMB	1RCVC|2RCR|34ZMB|4BPWR|5LEGI|6LHND|79AART|8DMG|aVULN
722	63316 23215	 * 	162.46	ACR|2AART|1VULN|1DMG|1FLTHEA	1RCVC|2RCR|3LHND|4DMG|59AART|6ERES|7LIT|8VULN|aFLTHEA
723	24632 21131	   	162.43	ACR|2VULN|1DMG|2ZMB|1CDMG|1DUR|1ASPD	17ZMB|2DMG|3ASPD|4RCR|5CDMG|68VULN|9LIT|aDUR
724	52271 11346	   	162.41	DCR|3VULN|1AART|1CDMG|1ASPD	1MGNSTR|2ASPD|3MBVNT|4AART|5CDMG|68aVULN|7RCR|9ERES
725	32153 63221	   	162.39	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1RPLT|2ZMB|36VULN|4RCR|5BEXP|7MGNSTR|8AART|9DUR|aDMG
726	24112 11266	   	162.38	DCR|3DMG|1VULN|2ZMB|1ASPD	17ZMB|247DMG|37LWND|5RCVC|6RCR|7BPWR|8LSRREG|9VULN|aASPD
727	24112 12221	 * 	162.38	DCR|3DMG|2CDMG|2ZMB|1DUR	1aZMB|24aDMG|3LWND|5RCVC|6RCR|7DUR|8aCDMG|9RPLT|aBPWR
728	21232 64152	   	162.37	ACR|2VULN|1AART|1CDMG|2DUR|1ZMB	1ZMB|2DMSP|3MBVNT|4RCR|5CDMG|6AART|7aVULN|89DUR
729	24634 32222	 * 	162.33	ACR|2DMG|1AART|3DUR|2ZMB|1ASPD	1aZMB|2aDMG|3ASPD|4RCR|5BELT|6ERES|79aDUR|8AART|aBPWR
730	24632 22131	 * 	162.30	ACR|2DMG|1VULN|2ZMB|2ASPD|1CDMG	18ZMB|2aDMG|38ASPD|4RCR|5CDMG|6VULN|789FEWX|8BPWR
731	24632 22133	   	162.30	ACR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	18ZMB|2DMG|38ASPD|4RCR|5CDMG|6aVULN|789FEWX|8BPWR
732	24632 22161	   	162.30	ACR|2DMG|1VULN|2ZMB|2ASPD|1CDMG	18ZMB|2aDMG|38ASPD|4RCR|5CDMG|6VULN|78FEWX|8BPWR|9RPLT
733	24632 43132	   	162.30	ACR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	18ZMB|2DMG|38ASPD|4RCR|5CDMG|69FEWX|78VULN|8BPWR|aLWND
734	63221 21662	   	162.29	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|36ZMB|46LWND|5MBVNT|6BPWR|7AART|8aVULN|9CDMG
735	63221 68114	 * 	162.29	ACR|2VULN|1AART|2ZMB|2ASPD	1RCVC|2RCR|38ZMB|48LWND|5MBVNT|68ASPD|7AART|8BPWR|9aVULN
736	21237 53483	   	162.29	ACR|2VULN|1AART|1DMG|1ZMB|1DUR	1ZMB|2DMSP|3MBVNT|4RCR|5DUR|6FEWX|7DMG|8AART|9aVULN
737	32151 35421	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2ZMB|38VULN|4RCR|5FEWX|67DMG|9CDMG|aLWND
738	32151 35422	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2ZMB|38VULN|4RCR|5FEWX|67DMG|9CDMG|aBEXP
739	32153 35326	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2ZMB|3aVULN|4RCR|5BEXP|67DMG|8LWND|9CDMG
740	32153 35421	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2ZMB|38VULN|4RCR|5BEXP|67DMG|9CDMG|aLWND
741	32153 35422	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2ZMB|38VULN|4RCR|5aBEXP|67DMG|9CDMG
742	32153 35423	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2ZMB|38VULN|4RCR|5BEXP|67DMG|9CDMG|aRMIN
743	36232 63311	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2RMIN|3ZMB|4RCR|5CDMG|68VULN|7aDMG|9BEXP
744	36232 63351	   	162.28	ACR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2RMIN|3ZMB|4RCR|5CDMG|68VULN|7aDMG|9LHND
745	63316 42111	   	162.21	ACR|1AART|1DMG|1VULN|2ASPD|1ZMB	1RCVC|2RCR|38LHND|4DMG|5AART|68LWND|78ASPD|8BPWR|9VULN|aZMB
746	63316 62111	   	162.21	ACR|1AART|1DMG|1VULN|2ASPD|1ZMB	1RCVC|2RCR|38LHND|4DMG|5AART|68BEXP|78ASPD|8BPWR|9VULN|aZMB
747	24632 43131	   	162.20	ACR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	18ZMB|2DMG|38ASPD|4RCR|5CDMG|69FEWX|78VULN|8BPWR|aDUST
748	24632 43133	   	162.20	ACR|2VULN|1DMG|2ZMB|2ASPD|1CDMG	18ZMB|2DMG|38ASPD|4RCR|5CDMG|69FEWX|78VULN|8BPWR|aMBVNT
749	63316 32311	   	162.19	ACR|2DMG|1AART|1VULN|1ASPD	1RCVC|2RCR|3aLHND|4aDMG|5AART|6VULN|7ASPD|8RPLT|9aCGEN|aBPWR
750	32152 35421	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2ZMB|38VULN|4RCR|5LEGI|67DMG|9CDMG|aLWND
751	32152 35422	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2ZMB|38VULN|4RCR|5LEGI|67DMG|9CDMG|aBEXP
752	32151 35423	   	162.18	ACR|2VULN|2DMG|1CDMG|1ZMB	1RPLT|2ZMB|38VULN|4RCR|5FEWX|67DMG|9CDMG|aERES
753	33631 27511	   	162.18	DCR|3DMG|1VULN|2CDMG|1DUR	1RPLT|26CDMG|369DMG|4RMIN|5MBVNT|6BPWR|7RCR|8DUR|aVULN
754	43361 17243	 * 	162.13	ACR|4VULN|3DUR|1CDMG	19aLSRICY|2CDMG|3RCR|4MBVNT|5BELT|679aVULN|89aDUR|9aBPWR
755	53361 17243	   	162.13	ACR|4VULN|3DUR|1CDMG	19aMGNSTR|2CDMG|3RCR|4MBVNT|5BELT|679aVULN|89aDUR|9aBPWR
756	32212 36464	 * 	162.12	DCR|2DMG|2AART|2ZMB|2ASPD	1RPLT|2aZMB|3FEWX|4aDMG|5MBVNT|6aASPD|79AART|8RCR|aBPWR
757	65232 53144	   	162.10	ACR|2VULN|1AART|2CDMG|2ZMB	1RCVC|2MBVNT|38ZMB|4RCR|59CDMG|68FEWX|78VULN|8BPWR|aAART
758	63316 32423	   	162.09	ACR|2VULN|1AART|1DMG|1ASPD	1RCVC|2RCR|3aLHND|4DMG|5AART|6aVULN|7ASPD|8ERES|9aFEWX|aBPWR
759	63311 24128	   	162.09	ACR|3DMG|2VULN	1RCVC|2RCR|367LHND|46aDMG|5MBVNT|6BPWR|89VULN
760	32152 35423	   	162.08	ACR|2DMG|2VULN|1CDMG|1ZMB	1RPLT|2ZMB|38VULN|4RCR|5LEGI|67DMG|9CDMG|aERES
761	31112 61812	   	162.08	DCR|3DMG|1VULN|2CDMG|1DUR	1RPLT|28TLV|3VULN|489DMG|5MBVNT|68CDMG|7RCR|8BPWR|aDUR
762	25612 23621	 * 	162.06	DCR|2VULN|3ZMB|1DMG|2ASPD	149ZMB|2MLV|39ASPD|5RCVC|69VULN|7NUKE|8RCR|9BPWR|aDMG
763	43313 33261	   	162.05	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LSRICY|2CDMG|3RCR|4DUR|5LHND|6AART|7ZMB|8LWND|9VULN|aDMG
764	43313 33354	   	162.05	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LSRICY|2CDMG|3RCR|4DUR|5LHND|6AART|7ZMB|8LIT|9VULN|aDMG
765	53313 33261	   	162.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MGNSTR|2CDMG|3RCR|4DUR|5LHND|6AART|7ZMB|8LWND|9VULN|aDMG
766	53313 33354	   	162.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MGNSTR|2CDMG|3RCR|4DUR|5LHND|6AART|7ZMB|8LIT|9VULN|aDMG
767	63212 22152	   	162.03	ACR|3VULN|1DMG|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|67aVULN|8LIT|9DMG
768	63262 22152	   	162.03	ACR|3VULN|1DMG|2ZMB|2RCVC	15RCVC|2RCR|34ZMB|4BPWR|67aVULN|8LIT|9DMG
769	35253 16211	   	162.02	ACR|2VULN|2DMG|1CDMG|1ASPD	1RPLT|2RCVC|3aDMG|4RCR|5CANHEL|6aMLV|7CDMG|8ASPD|9aVULN|aBPWR
770	63316 21233	   	162.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3LHND|4DMG|5AART|6ERES|7CDMG|8VULN|9ZMB|aRMIN
771	63316 21234	   	162.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3LHND|4DMG|5AART|6ERES|7CDMG|8VULN|9ZMB|aCGEN
772	63316 21236	   	162.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3LHND|4DMG|5AART|6ERES|7CDMG|8VULN|9ZMB|aMLV
773	63316 21422	   	162.01	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3LHND|4DMG|5AART|6ERES|7CDMG|8ZMB|9FEWX|aVULN
774	35363 31432	   	162.01	DCR|2VULN|1AART|1DMG|1ZMB|2RCVC	1RPLT|25RCVC|3AART|4DMG|6aVULN|7MLV|8RCR|9ZMB
