0	Index      	 *	Score 	Summary	Detail	
1	21154 11234	 * 	208.86	DCR|3DMG|2VULN|2AART	1FEWX|26VULN|35AART|467DMG|6BPWR|8TLV|9ERES|aRCR
602	31232 44621	 * 	179.89	DCR|2VULN|1AART|1NUKE|1CDMG	1CDMG|2DMSP|3RMIN|47VULN|5LIT|6AART|8RCR|9CGEN|aNUKE
603	21154 21124	   	179.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2VULN|35AART|4DMG|6CGEN|7DUR|8CDMG|9BEXP|aRCR
604	21154 21134	   	179.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2VULN|35AART|4DMG|6CGEN|7DUR|8CDMG|9LHND|aRCR
605	21154 31124	   	179.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2VULN|35AART|4DMG|6MLV|7DUR|8CDMG|9BEXP|aRCR
606	21154 31134	   	179.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2VULN|35AART|4DMG|6MLV|7DUR|8CDMG|9LHND|aRCR
607	33134 31364	   	179.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1CDMG|2LHND|3VULN|4DUR|5RPLT|6ASPD|7MLV|89AART|aRCR
608	35152 21323	   	179.83	ACR|4VULN|1ASPD|1CDMG|1ZMB	1CDMG|2RCR|347aVULN|5LHND|6ZMB|8CGEN|9ASPD
609	35153 21323	   	179.83	ACR|4VULN|1ASPD|1CDMG|1ZMB	1CDMG|2RCR|347aVULN|5LWND|6ZMB|8CGEN|9ASPD
610	35542 11313	   	179.83	ACR|4VULN|1ASPD|1CDMG|1ZMB	1CDMG|2RCR|3ZMB|4ASPD|5CGEN|6FEWX|789aVULN
611	31423 42613	   	179.79	DCR|2VULN|1AART|1ASPD|1CDMG	1CDMG|27DMSP|3LIT|4aVULN|5ASPD|6AART|8RCR|9DUST
612	22321 56114	   	179.79	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1DUR	1FEWX|2AAC|37AART|4DMG|5VULN|6LHND|8CDMG|9DUR|aRCR
613	22321 46124	   	179.79	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1DUR	1FEWX|2AAC|37AART|4DMG|5VULN|6DUR|8CDMG|9BEXP|aRCR
614	22321 46134	   	179.79	DCR|2AART|1VULN|1DMG|1CDMG|1AAC|1DUR	1FEWX|2AAC|37AART|4DMG|5VULN|6DUR|8CDMG|9LHND|aRCR
615	35131 51421	 * 	179.78	ACR|3VULN|2CDMG|1ASPD|3DUR	17CDMG|2RCR|379VULN|4ASPD|5TLV|678DUR|7BPWR|aLIT
616	35131 51422	   	179.78	ACR|3VULN|2CDMG|1ASPD|3DUR	17CDMG|2RCR|379VULN|4ASPD|5TLV|678DUR|7BPWR|aMLV
617	35131 42221	 * 	179.75	ACR|2VULN|1MDPS|2CDMG|1ASPD|1DMG|1ZMB	19CDMG|2RCR|38VULN|4ASPD|5TLV|6DMG|7ZMB|aMDPS
618	35131 34412	   	179.73	ACR|4VULN|1ASPD|1CDMG|1ZMB	1CDMG|2RCR|369aVULN|4ASPD|5TLV|7ZMB|8LIT
619	35135 11314	 * 	179.70	ACR|1MDPS|2ASPD|1AART|1VULN|1DMG|1CDMG	1CDMG|2RCR|3VULN|48ASPD|5AART|6LHND|7FEWX|9DMG|aMDPS
620	35135 12314	   	179.70	ACR|1MDPS|2ASPD|1AART|1VULN|1DMG|1CDMG	1CDMG|2RCR|3VULN|48ASPD|5AART|6LHND|7BEXP|9DMG|aMDPS
621	35335 13314	   	179.70	ACR|1MDPS|2ASPD|1VULN|1AART|1DMG|1CDMG	1CDMG|2RCR|3LWND|48ASPD|5AART|6LHND|7VULN|9DMG|aMDPS
622	35135 22152	   	179.70	ACR|2ASPD|1AART|2CDMG|1VULN|1ZMB|1DUR	17CDMG|2RCR|3VULN|47ASPD|5AART|67VENFST|7BPWR|8CGEN|9DUR|aZMB
623	35135 22611	   	179.70	ACR|2ASPD|1VULN|1AART|2CDMG|1ZMB|1DUR	17CDMG|2RCR|3VULN|47ASPD|5AART|67VENFST|7BPWR|8DUR|9ZMB|aRMIN
624	35135 22613	   	179.70	ACR|2ASPD|1AART|2CDMG|1VULN|1ZMB|1DUR	17CDMG|2RCR|3VULN|47ASPD|5AART|67VENFST|7BPWR|8DUR|9ZMB|aCGEN
625	35135 22633	   	179.70	ACR|2ASPD|1VULN|1AART|2CDMG|1ZMB|1DUR	17CDMG|2RCR|3VULN|47ASPD|5AART|67VENFST|7BPWR|8DUR|9FEWX|aZMB
626	22423 33244	   	179.69	DCR|2AART|1VULN|1ASPD|1CDMG|1AAC|1DUR	1FEWX|2AAC|3DUST|4DUR|5VULN|6ASPD|7CDMG|89AART|aRCR
627	35131 51423	   	179.68	ACR|3VULN|2CDMG|1ASPD|3DUR	17CDMG|2RCR|379VULN|4ASPD|5TLV|678DUR|7BPWR|aERES
628	32433 55222	 * 	179.66	DCR|1MDPS|1AART|2CDMG|1ASPD|1DMG|1AAC|1ZMB|1DUR	1aCDMG|2AAC|3DMG|4DUR|5ZMB|6ASPD|7MDPS|8AART|9RCR
629	21633 53121	   	179.66	DCR|3VULN|1ASPD|1DMG	1FEWX|28aVULN|3RCVC|4RPLT|5DUST|6DMG|7RCR|9ASPD
630	51156 21221	   	179.61	DCR|2VULN|2AART|1DMG	1DUST|2aVULN|39AART|4DMG|5RPLT|6LWND|7LIT|8RCR
631	31135 56133	   	179.59	DCR|2DMG|1VULN|1ASPD|1CDMG|1DUR	1CDMG|2DMSP|3LHND|47DMG|5DUR|6ASPD|8DUST|9RCR|aVULN
632	31423 42622	   	179.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|27DMSP|3LIT|4VULN|5ASPD|6AART|8RCR|9CGEN|aDMG
633	35152 43322	   	179.56	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2RCR|34VULN|5LHND|6DMG|7ERES|8AART|9BEXP|aASPD
634	35153 43322	   	179.56	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2RCR|34VULN|5LWND|6DMG|7ERES|8AART|9BEXP|aASPD
635	35135 24112	   	179.56	ACR|2VULN|1AART|1ASPD|1NUKE|1CDMG	1CDMG|2RCR|37VULN|4ASPD|5AART|6VENFST|8CGEN|9NUKE|aTLV
636	35135 24113	   	179.56	ACR|2VULN|1AART|1ASPD|1NUKE|1CDMG	1CDMG|2RCR|37VULN|4ASPD|5AART|6VENFST|8aCGEN|9NUKE
637	35154 33212	   	179.56	ACR|2VULN|1MDPS|1AART|1ASPD|1DMG|1CDMG	1CDMG|2RCR|34VULN|5MDPS|68RMIN|7AART|9DMG|aASPD
638	35631 33612	   	179.56	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2RCR|3FEWX|48VULN|5RMIN|6LEGI|7AART|9DMG|aASPD
639	22333 66112	   	179.56	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1FEWX|2AAC|37AART|4RCR|5DMG|6VULN|8CDMG|9DUR|aASPD
640	35152 41231	   	179.54	ACR|3VULN|2DMG|1CDMG|1DUR	1CDMG|2RCR|347VULN|5LHND|69DMG|8RPLT|aDUR
641	21162 14622	   	179.51	DCR|2VULN|2ASPD|1AART|1SELL	1FEWX|28VULN|3AART|4SELL|5BEXP|6aASPD|7RCR|9ERES
642	21162 11236	   	179.47	DCR|2VULN|2AART|1ASPD|1SELL	1FEWX|2aVULN|39AART|4SELL|5BEXP|6ASPD|7BELT|8RCR
643	33543 52211	   	179.46	DCR|2ASPD|1VULN|1DMG|1CDMG|1AAC|2ZMB	1CDMG|2LHND|37ZMB|46ASPD|5AAC|8VULN|9DMG|aRCR
644	35115 13212	   	179.46	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2RCR|37VULN|4AAC|5AART|6LHND|8DUST|9DMG|aASPD
645	35115 16312	   	179.46	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2RCR|38VULN|4AAC|5AART|6LHND|7DUST|9DMG|aASPD
646	35116 33612	   	179.46	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2RCR|38VULN|4AAC|5FEWX|6LEGI|7AART|9DMG|aASPD
647	35135 13211	   	179.46	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2RCR|37VULN|4ASPD|5AART|6LHND|8DUST|9DMG|aBASARM
648	35135 13213	   	179.46	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2RCR|37VULN|4ASPD|5AART|6LHND|8DUST|9DMG|aERES
649	35135 16311	   	179.46	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2RCR|38VULN|4ASPD|5AART|6LHND|7DUST|9DMG|aBASARM
650	35135 16313	   	179.46	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG	1CDMG|2RCR|38VULN|4ASPD|5AART|6LHND|7DUST|9DMG|aERES
651	35135 41322	   	179.46	ACR|2VULN|1AART|1ASPD|1NUKE|1CDMG	1CDMG|2RCR|39VULN|4ASPD|5AART|6DUST|7BELT|8MBVNT|aNUKE
652	35632 33612	   	179.46	ACR|2VULN|1AART|1ASPD|1DMG|1CDMG|1AAC	1CDMG|2RCR|3FEWX|48VULN|5AAC|6LEGI|7AART|9DMG|aASPD
653	52333 66112	   	179.46	ACR|2AART|1VULN|1ASPD|1DMG|1CDMG|1AAC|1DUR	1DUST|2AAC|37AART|4RCR|5DMG|6VULN|8CDMG|9DUR|aASPD
654	35115 22411	 * 	179.45	ACR|2VULN|2AAC|1AART|2CDMG|1DMG|1ZMB	17CDMG|2RCR|37VULN|4aAAC|5AART|67VENFST|7BPWR|8ZMB|9DMG
655	21166 14322	   	179.41	DCR|2VULN|2ASPD|1AART|1SELL	1FEWX|28VULN|3AART|4SELL|5DUST|6aASPD|7RCR|9ERES
656	51161 14322	   	179.41	DCR|2VULN|2ASPD|1AART|1SELL	1DUST|28VULN|3AART|4SELL|5LHND|6aASPD|7RCR|9ERES
657	51162 14322	   	179.41	DCR|2VULN|2ASPD|1AART|1SELL	1DUST|28VULN|3AART|4SELL|5BEXP|6aASPD|7RCR|9ERES
658	51163 14322	   	179.41	DCR|2VULN|2ASPD|1AART|1SELL	1DUST|28VULN|3AART|4SELL|5FEWX|6aASPD|7RCR|9ERES
659	32661 51414	   	179.40	DCR|2VULN|2CDMG|1ASPD|1DMG|1AAC	14CDMG|2AAC|3LIT|5ASPD|6MBVNT|79VULN|8DMG|aRCR
660	21265 23335	   	179.39	DCR|1AART|1VULN|1ASPD|1CDMG|2DUR|1ZMB	1FEWX|2VULN|3CGEN|4ZMB|5AART|6CDMG|7ASPD|89DUR|aRCR
661	33135 42324	   	179.39	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1CDMG|2LHND|3VULN|45DUR|6DMG|7ZMB|8AART|9BEXP|aRCR
662	21166 11236	   	179.37	DCR|2VULN|2AART|1ASPD|1SELL	1FEWX|2aVULN|39AART|4SELL|5DUST|6ASPD|7BELT|8RCR
663	51162 11236	   	179.37	DCR|2VULN|2AART|1ASPD|1SELL	1DUST|2aVULN|39AART|4SELL|5BEXP|6ASPD|7BELT|8RCR
664	51163 11236	   	179.37	DCR|2VULN|2AART|1ASPD|1SELL	1DUST|2aVULN|39AART|4SELL|5FEWX|6ASPD|7BELT|8RCR
665	51161 11314	   	179.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1DUST|28VULN|3AART|4SELL|5LHND|6ASPD|7FEWX|9DMG|aRCR
666	51161 12314	   	179.36	DCR|2VULN|1AART|1ASPD|1DMG|1SELL	1DUST|28VULN|3AART|4SELL|5LHND|6ASPD|7BEXP|9DMG|aRCR
667	21151 14312	   	179.29	DCR|2ASPD|1AART|1VULN|1DMG|1SELL	19FEWX|2VULN|3AART|4DMG|5SELL|6LHND|7RCR|8aASPD
668	21151 14326	   	179.29	DCR|2ASPD|1AART|1VULN|1DMG|1SELL	1FEWX|2VULN|3AART|4DMG|5SELL|6LHND|7RCR|8aASPD|9BEXP
669	21161 14512	   	179.29	DCR|2ASPD|1AART|1VULN|1DMG|1SELL	1FEWX|2VULN|3AART|4SELL|58LHND|6aASPD|7RCR|9DMG
670	32352 41633	 * 	179.27	DCR|3VULN|2CDMG|1DMG|1AAC	18CDMG|2AAC|3CGEN|47aVULN|5LHND|6DMG|9RCR
671	32452 11633	   	179.27	DCR|3VULN|2CDMG|1DMG|1AAC	18CDMG|2AAC|3DMG|47aVULN|5CGEN|6BEXP|9RCR
672	21161 14311	   	179.19	DCR|2ASPD|1VULN|1AART|1DMG|1SELL	1FEWX|2VULN|3AART|4SELL|5LHND|68ASPD|7RCR|9DMG|aBASARM
673	21161 14313	   	179.19	DCR|2ASPD|1VULN|1AART|1DMG|1SELL	1FEWX|2VULN|3AART|4SELL|5LHND|68ASPD|7RCR|9DMG|aERES
674	21162 14311	   	179.19	DCR|2ASPD|1VULN|1AART|1DMG|1SELL	1FEWX|2VULN|3AART|4SELL|5BEXP|68ASPD|7RCR|9DMG|aBASARM
675	21162 14313	   	179.19	DCR|2ASPD|1VULN|1AART|1DMG|1SELL	1FEWX|2VULN|3AART|4SELL|5BEXP|68ASPD|7RCR|9DMG|aERES
676	25223 62421	 * 	179.16	DCR|4VULN|1AART	1FEWX|2RCVC|3BEXP|4568VULN|7RCR|9DUST|aAART
677	21162 11235	   	179.15	DCR|2AART|1VULN|1ASPD|1DMG|1SELL	1FEWX|2VULN|39AART|4SELL|5BEXP|6ASPD|7BELT|8RCR|aDMG
678	21166 14112	   	179.09	DCR|2ASPD|1VULN|1AART|1DMG|1SELL	1FEWX|2VULN|3AART|4SELL|58DUST|6aASPD|7RCR|9DMG
679	51161 14112	   	179.09	DCR|2ASPD|1AART|1VULN|1DMG|1SELL	18DUST|2VULN|3AART|4SELL|5LHND|6aASPD|7RCR|9DMG
680	51162 14112	   	179.09	DCR|2ASPD|1VULN|1AART|1DMG|1SELL	18DUST|2VULN|3AART|4SELL|5BEXP|6aASPD|7RCR|9DMG
681	51163 14112	   	179.09	DCR|2ASPD|1VULN|1AART|1DMG|1SELL	18DUST|2VULN|3AART|4SELL|5FEWX|6aASPD|7RCR|9DMG
682	21166 11235	   	179.05	DCR|2AART|1VULN|1ASPD|1DMG|1SELL	1FEWX|2VULN|39AART|4SELL|5DUST|6ASPD|7BELT|8RCR|aDMG
683	51162 11235	   	179.05	DCR|2AART|1VULN|1ASPD|1DMG|1SELL	1DUST|2VULN|39AART|4SELL|5BEXP|6ASPD|7BELT|8RCR|aDMG
684	51163 11235	   	179.05	DCR|2AART|1VULN|1ASPD|1DMG|1SELL	1DUST|2VULN|39AART|4SELL|5FEWX|6ASPD|7BELT|8RCR|aDMG
685	31135 56131	 * 	178.99	DCR|3DMG|2CDMG|1ASPD|1DUR	1aCDMG|2DMSP|3LHND|47aDMG|5DUR|6ASPD|8aDUST|9RCR|aBPWR
686	31535 52233	   	178.96	DCR|2VULN|1MDPS|1ASPD|1CDMG|1ZMB|1DUR	1CDMG|2DMSP|3ZMB|48VULN|5DUR|6ASPD|7LHND|9RCR|aMDPS
687	32451 21334	   	178.93	DCR|2VULN|2DMG|2CDMG|1AAC	15CDMG|2AAC|3aDMG|47VULN|6ERES|8MLV|9RCR
688	35332 24326	 * 	178.90	ACR|3ASPD|2VULN|2CDMG|1DUR	1aCDMG|2RCR|3aLWND|479ASPD|5LHND|6DUR|8aVULN|aBPWR
689	21141 35612	   	178.90	DCR|2VULN|2AART|1DUR|1SPLREG	15FEWX|2aVULN|38AART|4SPLREG|6RCR|7RCVC|9DUR
690	21143 35612	   	178.90	DCR|2VULN|2AART|1DUR|1SPLREG	1FEWX|2aVULN|38AART|4SPLREG|57RCVC|6RCR|9DUR
691	21125 34213	   	178.86	DCR|3VULN|1AART|2DUR	1FEWX|29aVULN|3AART|4CGEN|5DUST|6RCR|78DUR
