0	Index      	 *	Score 	Summary	Detail	
1	36426 31332	 * 	213.44	DCR|3VULN|2ASPD|1AART|2DUR	12aVULN|3aDUR|489LIT|5AART|6RCR|7aASPD|aBPWR
653	35162 21272	   	183.58	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1DUR	1VULN|2DUST|3ASPD|4CDMG|5DUR|6DMG|7MBVNT|8BASFIG|9AART|aRCR
654	31252 42122	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1VULN|2LHND|3CGEN|4BELT|5CDMG|6RCR|7FEWX|8ASPD|9DMG|aAART
655	33252 43122	   	183.57	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1VULN|2MLV|3LWND|4BELT|5CDMG|6RCR|7FEWX|8ASPD|9DMG|aAART
656	33626 31252	   	183.57	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1VULN|2MLV|3AME|4LIT|5AART|6RCR|7ASPD|8DMG|9LWND|aCDMG
657	55621 32231	   	183.55	DCR|2VULN|1AART|1ASPD|2ZMB	1MULFIG|28ZMB|3ASPD|4ERES|5RCVC|6RCR|7aVULN|9AART
658	62122 42422	   	183.53	DCR|1VULN|1AART|1ASPD|1NUKE|1CDMG	1RCVC|2ASPD|3CDMG|4ERES|5AART|6VULN|7DUST|8RCR|9LWND|aNUKE
659	31241 33636	   	183.50	DCR|2VULN|1AART|1ASPD|1DMG	19VULN|2LHND|3CGEN|4LEGI|5DUST|6ASPD|7AART|8RCR|aDMG
660	33426 35131	   	183.48	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1VULN|2MLV|3ZMB|4LIT|5AART|6RCR|7DUR|8LWND|9aDMG
661	31352 42122	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1VULN|2LHND|3ERES|4BELT|5CDMG|6RCR|7FEWX|8ASPD|9DMG|aAART
662	33526 31252	   	183.47	DCR|1AART|1VULN|1ASPD|1DMG|1CDMG	1VULN|2MLV|3TLV|4LIT|5AART|6RCR|7ASPD|8DMG|9LWND|aCDMG
663	35526 31232	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1VULN|2DUST|3DMSP|4LIT|5AART|6RCR|7ASPD|8DMG|9LHND|aCDMG
664	33626 31262	   	183.47	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG	1VULN|2MLV|3AME|4LIT|5AART|6RCR|7ASPD|8DMG|9LEGI|aCDMG
