0	Index      	 *	Score 	Summary	Detail	
1	44331 32433	 * 	221.50	DCR|2VULN|2ASPD|1AART|2CDMG|1NUKE	1TLV|2MBVNT|36CDMG|46ASPD|5AART|6BPWR|79VULN|8RCR|aNUKE
657	32313 22436	   	191.80	DCR|1VULN|1AART|1ASPD|1DMG|1CDMG|1ZMB	1ASPD|2AART|3ERES|4BEXP|5VULN|6LHND|7RCR|8ZMB|9DMG|aCDMG
658	21413 34136	   	191.79	DCR|3VULN|1AART|1CDMG|1ZMB	189VULN|2TLV|3LEGI|4LWND|5ZMB|6RCR|7AART|aCDMG
659	21433 34136	   	191.79	DCR|3VULN|1AART|1CDMG|1ZMB	189VULN|2TLV|3LEGI|4LHND|5ZMB|6RCR|7AART|aCDMG
660	35543 11113	   	191.79	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1aASPD|2CDMG|3VULN|4LHND|5CGEN|6LWND|7DMG|8AART|9RCR
661	32111 35352	 * 	191.76	DCR|2VULN|2AART|2AAC|1ASPD|1CDMG	1ASPD|23AART|4DMSP|56AAC|78VULN|9CDMG|aRCR
662	31422 36121	   	191.73	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|2FEWX|3LHND|4DMG|5ZMB|6AME|7RCR|8VULN|9aAART
663	23254 11322	 * 	191.69	DCR|3VULN|1MDPS|2ASPD|1AART	138VULN|23LIT|3BPWR|4CGEN|5MDPS|6AART|79ASPD|aRCR
664	32353 12111	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2AART|3ERES|4DUR|58aVULN|69BEXP|7RCR
665	32353 26151	   	191.68	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2AART|3ERES|4DUR|58aVULN|6LHND|7RCR|9DMSP
666	21535 41111	   	191.67	DCR|3VULN|2ASPD|1AAC|2ZMB	189VULN|2TLV|3AAC|48ZMB|58ASPD|6RCR|7RCVC|8BPWR|aMLV
667	21535 41113	   	191.67	DCR|3VULN|2ASPD|1AAC|2ZMB	189VULN|2TLV|3AAC|48ZMB|58ASPD|6RCR|7RCVC|8BPWR|aDMSP
668	35512 11134	   	191.64	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|2CDMG|3VULN|4CGEN|5BEXP|6LWND|7DMG|89AART|aRCR
669	31422 56121	   	191.63	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|2FEWX|3LHND|4DMG|5ZMB|6ERES|7RCR|8VULN|9aAART
670	31631 26431	   	191.63	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|2FEWX|3aAART|4VULN|5TLV|6LHND|7RCR|8ZMB|9DMG
671	32313 22431	   	191.63	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|2aAART|3ERES|4BEXP|5VULN|6LHND|7RCR|8ZMB|9DMG
672	36236 32431	   	191.63	DCR|2AART|1VULN|1ASPD|1DMG|1ZMB	1ASPD|2VULN|3BEXP|4LHND|5aAART|6ERES|7RCR|8ZMB|9DMG
673	23354 11322	   	191.59	DCR|3VULN|1MDPS|2ASPD|1AART	138VULN|2LIT|4CGEN|5MDPS|6AART|79ASPD|aRCR
674	21426 11113	   	191.59	DCR|2ASPD|1VULN|1AART|1DMG|1CDMG	1VULN|2TLV|3LEGI|4aASPD|5CDMG|6LWND|7DMG|8AART|9RCR
675	32631 36612	   	191.59	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2AART|3CDMG|5DMG|6MDPS|7VULN|8TLV|9RCR|aFEWX
676	32322 33143	   	191.59	DCR|2ASPD|1VULN|1AART|1NUKE|1CDMG|1AAC	14ASPD|2AART|3ERES|5VULN|6AAC|7CDMG|8MLV|9RCR|aNUKE
677	35532 12113	   	191.59	DCR|1MDPS|2ASPD|1VULN|1AART|1DMG|1CDMG	14ASPD|2CDMG|3VULN|5ERES|6AME|7MDPS|8AART|9RCR|aDMG
678	32353 12161	   	191.58	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2AART|39ERES|4DUR|58aVULN|6BEXP|7RCR
679	32353 26121	   	191.58	DCR|3VULN|1AART|1ASPD|1DUR	1ASPD|2AART|39ERES|4DUR|58aVULN|6LHND|7RCR
680	32621 62234	   	191.54	DCR|2AART|1VULN|1ASPD|1DMG|1CDMG	1ASPD|24AART|3CDMG|5DMG|6LHND|7VULN|8DUST|9MLV|aRCR
