0	Index      	Bounty	 *	Score 	Summary	Detail	
1	31541 32315	4	 * 	265.58	DCR|4VULN|3TLV|1DMG|1DUR	1RCVC|235TLV|35BPWR|4568VULN|7DUR|9RCR|aDMG
668	31412 16351	7	   	237.09	DCR|4VULN|1TLV|1DUR|1SELL	1RCVC|2TLV|3589VULN|4DUR|6RCR|7DUST|aSELL
669	12243 36326	8	   	237.09	DCR|4VULN|1TLV|1DUR|1NUKE|1SELL	1NUKE|245aVULN|3SELL|4BPWR|6DUR|7FEWX|8TLV|9RCR
670	22622 23425	2	   	237.01	DCR|4VULN|1DMG|1CDMG	1BEXP|2LIT|3CDMG|459aVULN|6RCR|7LWND|8DMG
671	12135 41253	3	   	237.00	DCR|3VULN|3DMG|1NUKE|1AART	1NUKE|28aVULN|38aDMG|4ERES|5DUST|6AART|78aZMB|8aBPWR|9RCR
672	12243 21124	8	   	236.99	DCR|4VULN|1TLV|1DUR|1NUKE|1SELL	1NUKE|2457VULN|3SELL|4BPWR|6TLV|8ERES|9RCR|aDUR
673	12243 21134	9	   	236.99	DCR|4VULN|1TLV|1DUR|1NUKE|1SELL	1NUKE|2457VULN|3SELL|4BPWR|6TLV|8ERES|9RCR|aDUR
674	12243 21522	7	   	236.99	DCR|4VULN|1TLV|1DUR|1NUKE|1SELL	1NUKE|2457VULN|3SELL|4BPWR|6TLV|8DUST|9RCR|aDUR
675	12243 22124	6	   	236.99	DCR|4VULN|1TLV|1DUR|1NUKE|1SELL	1NUKE|2458VULN|3SELL|4BPWR|6TLV|7ERES|9RCR|aDUR
676	12243 23124	7	   	236.99	DCR|4VULN|1TLV|1DUR|1NUKE|1SELL	1NUKE|2458VULN|3SELL|4BPWR|6TLV|7ERES|9RCR|aDUR
677	31442 31214	8	   	236.82	DCR|3VULN|2TLV|2LIT|1CDMG	1RCVC|2aTLV|35aVULN|4DLOT|6LWND|7CDMG|8RCR|9aLIT|aBPWR
678	21243 62133	1	   	236.82	DCR|3VULN|1TLV|1DMG	13BEXP|23aVULN|3BPWR|4LIT|5DMG|6TLV|7RCR|8ASPD|9BBNT
679	31442 21214	8	   	236.72	DCR|3VULN|2TLV|2LIT|1CDMG	1RCVC|2aTLV|35aVULN|4DLOT|6DUST|7CDMG|8RCR|9aLIT|aBPWR
680	22135 32133	2	   	236.72	DCR|3VULN|1TLV|1DMG	1BEXP|2LIT|35aVULN|4TLV|6DMG|7RCR|8ASPD|9BBNT
681	25135 32133	1	   	236.72	DCR|3VULN|1TLV|1DMG	1BEXP|2LIT|35aVULN|4TLV|6DMG|7RCR|8ASPD|9BBNT
682	12112 15263	10	   	236.69	DCR|3VULN|2TLV|1DMG|1NUKE	1NUKE|289VULN|3DMG|49LHND|5LIT|6FEWX|79TLV|9BPWR|aRCR
683	12152 25263	10	   	236.69	DCR|3VULN|2TLV|1DMG|1NUKE	1NUKE|289VULN|3DMG|49FEWX|5LIT|6LHND|79TLV|9BPWR|aRCR
684	21213 31464	1	   	236.55	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|236VULN|3BPWR|4DMG|5DUR|7ZMB|8RCR|9RCVC|aTLV
685	21216 11413	1	   	236.55	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|236VULN|3BPWR|4DMG|5TLV|7RMIN|8LHND|9RCR|aDUR
686	21216 14213	1	   	236.55	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|236VULN|3BPWR|4DMG|5TLV|7FEWX|8RMIN|9RCR|aDUR
687	21216 14413	1	   	236.55	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|236VULN|3BPWR|4DMG|5TLV|7FEWX|8RCR|9CGEN|aDUR
688	21216 14423	1	   	236.55	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|236VULN|3BPWR|4DMG|5TLV|7FEWX|8RCR|9MLV|aDUR
689	21216 14433	1	   	236.55	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|236VULN|3BPWR|4DMG|5TLV|7FEWX|8RCR|9RMIN|aDUR
690	21216 14513	1	   	236.55	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|236VULN|3BPWR|4DMG|5TLV|7FEWX|8CGEN|9RCR|aDUR
691	21216 22316	1	   	236.55	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|238VULN|3BPWR|4DMG|5TLV|6MLV|7DUR|9RCR|aLHND
692	31412 12532	6	   	236.54	DCR|2VULN|2DUR|1TLV|1CDMG	1RCVC|2TLV|35VULN|47DUR|6RCR|8LIT|9ASPD|aCDMG
693	31215 61341	8	   	236.52	DCR|2VULN|2TLV|2DUR|1CDMG	1RCVC|28TLV|3LHND|48DUR|5BELT|68VULN|7RCR|8BPWR|9CDMG|aASPD
694	21213 31455	1	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|236VULN|3BPWR|4DMG|5DUR|7ZMB|8RCR|9BBNT|aTLV
695	31112 35214	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3BEXP|4DUR|56aVULN|7DMG|8RMIN|9RCR
696	31112 35424	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3BEXP|4DUR|56aVULN|7DMG|8RCR|9MLV
697	31112 35434	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3BEXP|4DUR|56aVULN|7DMG|8RCR|9RMIN
698	31212 35214	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3LHND|4DUR|56aVULN|7DMG|8RMIN|9RCR
699	31212 35424	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3LHND|4DUR|56aVULN|7DMG|8RCR|9MLV
700	31212 35434	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3LHND|4DUR|56aVULN|7DMG|8RCR|9RMIN
701	31216 61131	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3LHND|4DUR|5DMG|6RCR|79aVULN|8CGEN
702	31216 61234	9	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3LHND|4DUR|5DMG|6RCR|79aVULN|8RMIN
703	31216 61236	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3LHND|4DUR|5DMG|6RCR|79aVULN|8RMIN
704	31312 35214	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3FEWX|4DUR|56aVULN|7DMG|8RMIN|9RCR
705	31312 35424	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3FEWX|4DUR|56aVULN|7DMG|8RCR|9MLV
706	31312 35434	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3FEWX|4DUR|56aVULN|7DMG|8RCR|9RMIN
707	31412 11112	7	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|358VULN|4DUR|6RCR|7RPLT|9DMG|aBEXP
708	31412 11113	7	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|358VULN|4DUR|6RCR|7RPLT|9DMG|aLHND
709	31412 11115	7	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|358VULN|4DUR|6RCR|7RPLT|9DMG|aFEWX
710	31412 11563	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|35aVULN|4DUR|6RCR|7RPLT|8RMIN|9DMG
711	31412 13211	8	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|358VULN|4DUR|6RCR|7RMIN|9RPLT|aDMG
712	31412 13221	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|358VULN|4DUR|6RCR|7RMIN|9CGEN|aDMG
713	31412 13231	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|358VULN|4DUR|6RCR|7RMIN|9MLV|aDMG
714	31412 13244	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|358VULN|4DUR|6RCR|7RMIN|9LWND|aDMG
715	31412 13254	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|358VULN|4DUR|6RCR|7RMIN|9LHND|aDMG
716	31412 15211	8	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|358VULN|4DUR|6RCR|7CGEN|9RPLT|aDMG
717	31412 15234	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|358VULN|4DUR|6RCR|7CGEN|9LHND|aDMG
718	31412 15261	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|358VULN|4DUR|6RCR|7CGEN|9RMIN|aDMG
719	31412 15334	6	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|35aVULN|4DUR|6RCR|7DMG|8MLV|9BEXP
720	31412 15352	6	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|359VULN|4DUR|6RCR|7DMG|8aMLV
721	31412 22216	7	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|359VULN|4DUR|6RPLT|7DMG|8DMSP|aRCR
722	31412 35214	6	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|35aVULN|4DUR|6LHND|7DMG|8RMIN|9RCR
723	31412 35214	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|35aVULN|4DUR|6LHND|7DMG|8RMIN|9RCR
724	31413 35214	4	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|36aVULN|4DUR|5LHND|7DMG|8RMIN|9RCR
725	31416 11214	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|36aVULN|4DUR|5DMG|7RMIN|8FEWX|9RCR
726	31416 12216	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|369VULN|4DUR|5DMG|7RPLT|8DMSP|aRCR
727	31416 61212	8	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9ZMB|aMLV
728	31416 61222	9	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9CGEN|aMLV
729	31416 61223	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9CGEN|aZMB
730	31416 61231	8	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9BEXP|aBELT
731	31416 61232	9	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9aMLV
732	31416 61233	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9MLV|aZMB
733	31423 35214	3	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|36aVULN|4DUR|5LHND|7DMG|8RMIN|9RCR
734	31442 11214	3	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|36aVULN|4DMG|5DUR|7RMIN|8FEWX|9RCR
735	31442 12216	3	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|369VULN|4DMG|5DUR|7RPLT|8DMSP|aRCR
736	31613 16243	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3CGEN|4DUR|5ZMB|6RCR|78aVULN|9DMG
737	32114 62231	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2LHND|3DMG|4DUR|5CGEN|6RCR|7TLV|89aVULN
738	32431 35214	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2LHND|36aVULN|4TLV|5DUR|7DMG|8RMIN|9RCR
739	33413 16243	10	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2CGEN|3TLV|4DUR|5ZMB|6RCR|78aVULN|9DMG
740	21216 16213	1	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|236VULN|3BPWR|4DMG|5TLV|7DUST|8RMIN|9RCR|aDUR
741	21216 16413	1	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|236VULN|3BPWR|4DMG|5TLV|7DUST|8RCR|9CGEN|aDUR
742	21216 16423	1	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|236VULN|3BPWR|4DMG|5TLV|7DUST|8RCR|9MLV|aDUR
743	21216 16433	1	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|236VULN|3BPWR|4DMG|5TLV|7DUST|8RCR|9RMIN|aDUR
744	21216 16513	1	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|236VULN|3BPWR|4DMG|5TLV|7DUST|8CGEN|9RCR|aDUR
745	21216 22311	1	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|238VULN|3BPWR|4DMG|5TLV|6MLV|7DUR|9RCR|aMBVNT
746	21216 22312	1	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|238VULN|3BPWR|4DMG|5TLV|6MLV|7DUR|9RCR|aERES
747	21416 22314	1	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1BEXP|28aVULN|3RCVC|4DMG|5TLV|6MLV|7DUR|9RCR
748	21516 22314	1	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1BEXP|28aVULN|3DMSP|4DMG|5TLV|6MLV|7DUR|9RCR
749	31112 31315	6	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3BEXP|4DUR|578VULN|6LWND|9RCR|aDMG
750	31112 61315	6	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3BEXP|4DUR|578VULN|6LHND|9RCR|aDMG
751	31112 61315	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3BEXP|4DUR|578VULN|6LHND|9RCR|aDMG
752	31113 31315	4	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3BEXP|4DUR|5LWND|678VULN|9RCR|aDMG
753	31161 31315	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3BEXP|4FEWX|5DUR|678VULN|9RCR|aDMG
754	31212 31315	6	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3LHND|4DUR|578VULN|6LWND|9RCR|aDMG
755	31212 33315	7	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3LHND|4DUR|578VULN|6LWND|9RCR|aDMG
756	31213 31315	4	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3LHND|4DUR|5LWND|678VULN|9RCR|aDMG
757	31213 31315	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3LHND|4DUR|5FEWX|678VULN|9RCR|aDMG
758	31223 31315	3	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3LHND|4DUR|5LWND|678VULN|9RCR|aDMG
759	31261 31315	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3LHND|4BEXP|5DUR|678VULN|9RCR|aDMG
760	31312 31315	6	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3FEWX|4DUR|578VULN|6LWND|9RCR|aDMG
761	31312 61315	6	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3FEWX|4DUR|578VULN|6LHND|9RCR|aDMG
762	31312 61315	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3FEWX|4DUR|578VULN|6LHND|9RCR|aDMG
763	31313 31315	4	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3FEWX|4DUR|5LWND|678VULN|9RCR|aDMG
764	31361 31315	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3FEWX|4BEXP|5DUR|678VULN|9RCR|aDMG
765	31412 34315	7	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|358VULN|4DUR|6LHND|7BEXP|9RCR|aDMG
766	31416 31214	7	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|37aVULN|4DUR|5DMG|6FEWX|8RMIN|9RCR
767	31443 22314	3	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|38aVULN|4DMG|5LWND|6MLV|7DUR|9RCR
768	31461 31315	6	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4BEXP|5DUR|6LWND|9RCR|aDMG
769	31463 32315	4	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|368VULN|4BEXP|5LHND|7DUR|9RCR|aDMG
770	32431 31315	6	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2LHND|378VULN|4TLV|5DUR|6LWND|9RCR|aDMG
771	32431 33315	7	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2LHND|378VULN|4TLV|5DUR|6LWND|9RCR|aDMG
772	32432 42314	6	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2LHND|38aVULN|4TLV|5RMIN|6DMG|7DUR|9RCR
773	32433 32315	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2LHND|368VULN|4TLV|5BEXP|7DUR|9RCR|aDMG
774	32433 41315	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2LHND|378VULN|4TLV|5BEXP|6DUR|9RCR|aDMG
775	32436 22314	5	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2LHND|38aVULN|4TLV|5DMG|6MLV|7DUR|9RCR
776	32436 32315	4	   	236.45	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2LHND|368VULN|4TLV|5LWND|7DUR|9RCR|aDMG
777	11351 31315	6	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE	1NUKE|2DUR|3FEWX|4RMIN|578VULN|6TLV|9RCR|aDMG
778	21211 44464	1	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|238VULN|3BPWR|4DMG|5MBVNT|6TLV|7DUR|9BBNT|aRCR
779	31112 11625	2	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3CGEN|479VULN|5DUR|6BBNT|8RCR|aDMG
780	31112 31315	4	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3BEXP|4DUR|5DUST|678VULN|9RCR|aDMG
781	31212 31315	4	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3LHND|4DUR|5DUST|678VULN|9RCR|aDMG
782	31222 31315	3	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3LHND|4DUR|5DUST|678VULN|9RCR|aDMG
783	31312 31315	4	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3FEWX|4DUR|5DUST|678VULN|9RCR|aDMG
784	31412 11625	6	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|359VULN|4DUR|6RCR|7ZMB|8TBNT|aDMG
785	31412 13145	10	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|35aVULN|4DUR|6RCR|7RMIN|8ERES|9DMG
786	31412 13614	8	   	236.35	DCR|3VULN|1TLV|2CDMG|1DUR	1RCVC|2TLV|359VULN|4DUR|6RCR|7RMIN|8aCDMG
787	31412 15143	10	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|35aVULN|4DUR|6RCR|7CGEN|8ERES|9DMG
788	31412 15224	6	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|35aVULN|4DUR|6RCR|7DMG|8DUST|9MLV
789	31412 15234	6	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|35aVULN|4DUR|6RCR|7DMG|8DUST|9RMIN
790	31412 15353	6	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|359VULN|4DUR|6RCR|7DMG|8MLV|aMBVNT
791	31412 16335	7	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|358VULN|4DUR|6RCR|7DUST|9BEXP|aDMG
792	31412 35214	4	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|36aVULN|4DUR|5DUST|7DMG|8RMIN|9RCR
793	31416 61211	10	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1aRCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9DLOT
794	31416 61212	10	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9DLOT|aLHND
795	31416 61212	9	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9DLOT|aCGEN
796	31416 61213	10	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9DLOT|aBEXP
797	31416 61213	8	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9ZMB|aBBNT
798	31416 61222	10	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9CGEN|aERES
799	31416 61223	9	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9CGEN|aBBNT
800	31416 61232	10	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9MLV|aERES
801	31416 61233	9	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9MLV|aMBVNT
802	31416 61233	8	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9BEXP|aERES
803	31422 35214	3	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|36aVULN|4DUR|5DUST|7DMG|8RMIN|9RCR
804	31462 32315	4	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|368VULN|4BEXP|5DUST|7DUR|9RCR|aDMG
805	31612 11625	3	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|3CGEN|479VULN|5DUR|6BBNT|8RCR|aDMG
806	31622 12243	10	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE	1RCVC|2TLV|3CGEN|4NUKE|58aVULN|6RCR|7DUR|9DMG
807	31622 16143	10	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE	1RCVC|2TLV|3CGEN|4NUKE|57aVULN|6RCR|8DUR|9DMG
808	32432 32315	4	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2LHND|368VULN|4TLV|5DUST|7DUR|9RCR|aDMG
809	32432 41315	4	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2LHND|378VULN|4TLV|5DUST|6DUR|9RCR|aDMG
810	33412 11625	3	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2CGEN|3TLV|479VULN|5DUR|6BBNT|8RCR|aDMG
811	33422 12243	10	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE	1RCVC|2CGEN|3TLV|4NUKE|58aVULN|6RCR|7DUR|9DMG
812	33422 16143	10	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE	1RCVC|2CGEN|3TLV|4NUKE|57aVULN|6RCR|8DUR|9DMG
813	43114 62231	10	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1ERES|2MLV|3DMG|4DUR|5CGEN|6RCR|7TLV|89aVULN
814	21216 13764	1	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|236VULN|3BPWR|4DMG|5TLV|7MBVNT|8TBNT|9DUR|aRCR
815	21216 51364	1	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	13BEXP|237VULN|3BPWR|4DMG|5TLV|6TBNT|8MBVNT|9DUR|aRCR
816	23243 41313	2	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1BEXP|2DUST|3MLV|478VULN|5TLV|6DMG|9RCR|aDUR
817	23443 41313	3	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1BEXP|2DUST|3RMIN|478VULN|5TLV|6DMG|9RCR|aDUR
818	26243 41313	1	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1BEXP|2DUST|3MLV|478VULN|5TLV|6DMG|9RCR|aDUR
819	31412 23625	5	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|359VULN|4DUR|6MLV|7TBNT|8RCR|aDMG
820	31412 61315	4	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DUST|6LHND|9RCR|aDMG
821	31422 61315	3	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DUST|6LHND|9RCR|aDMG
822	41336 21325	9	   	236.35	DCR|3VULN|1TLV|1DMG|1DUR	1ERES|2ZMB|37aVULN|4TLV|5DMG|6LHND|8RCR|9DUR
823	22141 52124	9	   	236.30	DCR|3VULN|2DMG|2LIT|1AART	159BEXP|28LIT|3AART|49aVULN|69DMG|7RCR|9BPWR
824	22131 32564	2	   	236.28	DCR|2VULN|1TLV|1DMG|1DUR|2LIT|1AART	1BEXP|25LIT|3aVULN|4TLV|6DMG|7RCR|8DUR|9AART
825	31412 15621	6	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|359VULN|4DUR|6RCR|7DMG|8TBNT|aERES
826	31412 15623	6	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|359VULN|4DUR|6RCR|7DMG|8TBNT|aBBNT
827	31412 16325	6	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|359VULN|4DUR|6RCR|7ERES|8BBNT|aDMG
828	31416 61111	10	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|37aVULN|4DUR|5DMG|6RCR|8ERES|9DUST
829	31416 61211	9	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1RCVC|2TLV|378VULN|4DUR|5DMG|6RCR|9DLOT|aERES
830	44326 11232	2	   	236.25	DCR|3VULN|1TLV|1DMG|1DUR	1ERES|2BELT|39aVULN|4DMG|5TLV|6RCR|7DUR|8DUST
831	12242 62221	6	   	236.21	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|246VULN|3SELL|46BPWR|56LHND|7TLV|8DUR|9RCR|aDMG
832	12242 63321	8	   	236.21	DCR|3VULN|1TLV|1DMG|1DUR|1NUKE|1SELL	1NUKE|246VULN|3SELL|46BPWR|56LHND|7DUR|8TLV|9RCR|aDMG
