0	Index      	 *	Score 	Summary	Detail	
1	13621 45221	 * 	205.95	DCR|3VULN|1AART|1ASPD|1CDMG|1AAC|1ZMB	1MLV|2AAC|3CDMG|478VULN|5ZMB|6AART|9RCR|aASPD
635	41312 42321	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5AAC|6VULN|7RCR|8ZMB|9LWND|aCDMG
636	41314 12211	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|6BEXP|7RCR|8AAC|9VULN|aCDMG
637	41314 12611	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|6BEXP|7RCR|8TLV|9VULN|aCDMG
638	41314 22211	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|6LWND|7RCR|8AAC|9VULN|aCDMG
639	41314 42121	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|6VULN|7RCR|8TLV|9LWND|aCDMG
640	41314 42213	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3ASPD|4DMG|5ZMB|6VULN|7RCR|8AELBLL|9CDMG|aDUST
641	41151 12211	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4ASPD|5LWND|6DMG|7RCR|8AAC|9VULN|aCDMG
642	41152 12522	   	176.33	DCR|1AART|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4ASPD|5AAC|6BEXP|7RCR|8AART|9CDMG|aDMG
643	41155 12211	   	176.33	DCR|1VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4ASPD|5LHND|6DMG|7RCR|8AAC|9VULN|aCDMG
644	11432 61332	 * 	176.32	DCR|3VULN|1MDPS|2ASPD|1DUR	19MLV|269VULN|3MDPS|47ASPD|5DUR|89CGEN|9BPWR|aRCR
645	61133 53432	   	176.32	DCR|3VULN|2ASPD|1DUR	1CGEN|249VULN|3FEWX|5ERES|69ASPD|7DUR|89BEXP|9BPWR|aRCR
646	24325 53332	   	176.29	DCR|2VULN|2AART|1ZMB|1DUR	1RPLT|27AART|3BELT|4ZMB|5DUR|6aVULN|8LIT|9RCR
647	61133 25224	   	176.23	DCR|3VULN|1DMG|1ZMB|1DUR	1CGEN|246VULN|3FEWX|5ERES|7ZMB|8RCR|9DUR|aDMG
648	41156 12211	   	176.23	DCR|1VULN|1ASPD|1DMG|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4ASPD|5LEGI|6DMG|7RCR|8AAC|9VULN|aCDMG
649	41142 21113	   	176.16	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4LHND|5CDMG|6VULN|7RCR|8CGEN|9aAART
650	41142 21313	   	176.16	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4LHND|5CDMG|6VULN|7RCR|8RMIN|9aAART
651	21333 35453	 * 	176.15	DCR|2VULN|1MDPS|2DMG|3DUR	1RPLT|29aDUR|39VULN|4MLV|5MDPS|6AME|79DMG|8RCR|9BPWR
652	31432 61332	   	176.12	DCR|3VULN|1MDPS|2ASPD|1DUR	19ERES|269VULN|3MDPS|47ASPD|5DUR|89CGEN|9BPWR|aRCR
653	23231 25125	   	176.11	DCR|3VULN|1MDPS|1ASPD|1DUR	1RPLT|2ERES|389VULN|4SNIFST|5ASPD|6RCR|7DUR|aMDPS
654	22423 26532	   	176.06	DCR|2VULN|1MDPS|2ASPD|1AART	1RPLT|28VULN|38LHND|48ASPD|5MDPS|6AART|7RCVC|8BPWR|9ERES|aRCR
655	25323 26532	   	176.06	DCR|2VULN|1MDPS|2ASPD|1AART	1RPLT|28LWND|38VULN|48ASPD|5MDPS|6AART|7RCVC|8BPWR|9ERES|aRCR
656	41142 21613	   	176.06	DCR|2AART|1VULN|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3ZMB|4LHND|5CDMG|6VULN|7RCR|8AAC|9aAART
657	21342 35337	   	176.05	DCR|2VULN|1MDPS|1AART|1ASPD|1DUR	1RPLT|2DUR|34VULN|5BEXP|6MBVNT|7ASPD|8AART|9RCR|aMDPS
658	13626 32236	   	175.97	DCR|2VULN|1ASPD|1DMG|1CDMG|1AAC	1MLV|2AAC|3CDMG|4aVULN|5ASPD|6FEWX|7LEGI|8RCR|9DMG
659	22123 44363	   	175.96	DCR|2VULN|1MDPS|2ASPD|1AART	1RPLT|27VULN|37ASPD|467BEXP|5MDPS|7BPWR|8AART|9RCR|aDMSP
