0	Index      	 *	Score 	Summary	Detail	
1	43552 12111	 * 	183.87	DCR|2VULN|2DMG|1AART|1CDMG|1ZMB	1aERES|2CGEN|3aVULN|4AART|5CDMG|6ZMB|7DMSP|8aDMG|9RCR|aBPWR
663	31436 31313	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8CGEN|9DUST|aDUR
664	31436 31612	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8DUR|9TLV|aBEXP
665	31436 34213	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|69VULN|7DUST|8MLV|aDUR
666	31436 41213	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|6TLV|79VULN|8LHND|aDUR
667	31436 62113	   	158.38	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|6RMIN|7MBVNT|89VULN|aDUR
668	35123 32352	   	158.38	DCR|2DMG|1AART|1VULN|2ZMB	1aLIT|2CGEN|3aDMG|4DUST|5AART|6VULN|7aZMB|8RCR|9RPLT|aBPWR
669	25211 71643	   	158.38	DCR|3VULN|1AART|1DMG	1LWND|2FEWX|3DMG|4CGEN|5MBVNT|689VULN|7RCR|aAART
670	63122 47264	   	158.37	DCR|2VULN|1AART|1DMG|1ASPD	1RCVC|2AART|3LEGI|4LHND|5MBVNT|6ASPD|7RCR|89VULN|aDMG
671	63132 47464	   	158.37	DCR|2VULN|1AART|1DMG|1ASPD	1RCVC|2AART|3LEGI|4BEXP|5MBVNT|6ASPD|7RCR|89VULN|aDMG
672	63163 16212	   	158.37	DCR|2VULN|1AART|1DMG|1DUR	1RCVC|2AART|3LEGI|4DUR|5VENICY|6BEXP|7RCR|89VULN|aDMG
673	31216 13147	   	158.36	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA	15LIT|2RCR|3MBVNT|45CGEN|5BPWR|6CDMG|7FLTHEA|8DMG|9AART|aVULN
674	63211 78333	   	158.36	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|27AART|3ASPD|4MBVNT|5ERES|6ZMB|8RCR|9aVULN
675	63213 16333	   	158.36	DCR|2AART|2VULN|1ZMB|1ASPD	1RCVC|25AART|3ASPD|4MBVNT|6ZMB|7ERES|8RCR|9aVULN
676	31254 22784	   	158.34	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6VULN|7DUR|8DMG|9ASPD|aAART
677	31214 11523	   	158.34	ACR|3VULN|1DMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|4CGEN|5DUR|6ZMB|789VULN|aDMG
678	31228 41523	   	158.34	ACR|3VULN|1DMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|4DUR|5ZMB|6CGEN|789VULN|aDMG
679	31284 22773	   	158.34	ACR|3DMG|1VULN|1ZMB|1DUR	14LIT|2RCR|3MBVNT|5ZMB|6VULN|7DUR|89aDMG
680	31413 21365	   	158.34	ACR|3DMG|1VULN|1ZMB|1DUR	1LIT|2RCR|3ERES|4CGEN|5DUR|679DMG|8ZMB|aVULN
681	31254 31364	   	158.31	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6aAART|7VULN|8LHND|9DMG
682	31254 31464	   	158.31	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6aAART|7VULN|8LWND|9DMG
683	31254 34164	   	158.31	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6aAART|7LWND|8VULN|9DMG
684	31254 34647	   	158.31	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|68AART|7LWND|9VULN|aDMG
685	32416 26113	   	158.30	ACR|3VULN|1AART|1DMG	1aLIT|2BEXP|3aERES|4CGEN|5RCR|6DMG|7AART|89aVULN|aBPWR
686	41116 26113	   	158.30	ACR|3VULN|1AART|1DMG	1aERES|2BEXP|3aLIT|4CGEN|5RCR|6DMG|7AART|89aVULN|aBPWR
687	43316 26113	   	158.30	ACR|3VULN|1AART|1DMG	1aERES|2CGEN|3aLIT|4BEXP|5RCR|6DMG|7AART|89aVULN|aBPWR
688	31436 31413	   	158.28	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|67VULN|8DUST|9TLV|aDUR
689	31436 42113	   	158.28	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3ERES|4AART|5DMG|6TLV|7MBVNT|89VULN|aDUR
690	31216 21438	   	158.28	ACR|3DMG|2VULN	15aLIT|2RCR|3MBVNT|45CGEN|5aBPWR|6aVULN|79aDMG|8DMSP
691	31216 21132	   	158.28	ACR|3VULN|2DMG	15aLIT|2RCR|3MBVNT|45CGEN|5aBPWR|69aVULN|7aDMG|8RPLT
692	31217 13147	   	158.26	ACR|1AART|1DMG|1VULN|1CDMG|1FLTHEA	15LIT|2RCR|3MBVNT|4CGEN|6CDMG|7FLTHEA|8DMG|9AART|aVULN
693	31284 31161	   	158.24	ACR|3VULN|1AART|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6AART|789VULN|aRCVC
694	31274 41664	   	158.20	ACR|3AART|2VULN|1ZMB	16LIT|2RCR|3MBVNT|48aAART|5ZMB|79VULN
695	31217 21132	   	158.18	ACR|3VULN|2DMG	15aLIT|2RCR|3MBVNT|4CGEN|69aVULN|7aDMG|8RPLT|aBPWR
696	31217 21438	   	158.18	ACR|3DMG|2VULN	15aLIT|2RCR|3MBVNT|4CGEN|6aVULN|79aDMG|8DMSP|aBPWR
697	63211 27711	   	158.17	DCR|3VULN|1AART|2ASPD	1RCVC|2AART|39ASPD|4MBVNT|5ERES|69aVULN|79CANSTR|8RCR|9BPWR
698	31274 41162	   	158.14	ACR|3VULN|1AART|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|789VULN|aLHND
699	31274 41163	   	158.14	ACR|3VULN|1AART|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|789VULN|aCGEN
700	31274 41165	   	158.14	ACR|3VULN|1AART|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|789VULN|aBELT
701	31274 41168	   	158.14	ACR|3VULN|1AART|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|789VULN|aRPLT
702	31274 41418	   	158.14	ACR|3VULN|1AART|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|79aVULN|8LWND
703	31274 41513	   	158.14	ACR|3VULN|1AART|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|79aVULN|8BELT
704	31274 44118	   	158.14	ACR|3VULN|1AART|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|7LWND|89aVULN
705	31274 58442	   	158.14	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6LHND|79aVULN|8RMIN
706	31274 81118	   	158.14	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6LWND|7DMSP|89aVULN
707	31274 82118	   	158.14	ACR|3VULN|1AART|1ZMB	17LIT|2RCR|3MBVNT|4AART|5ZMB|6LWND|89aVULN
708	63423 11163	 * 	158.09	ACR|2AART|2VULN|2ZMB	1RCVC|25AART|36ZMB|4RCR|7DUST|8ERES|9aVULN
709	31238 17116	   	158.07	ACR|2VULN|3ZMB|1AART	1LIT|2RCR|3MBVNT|4LWND|56aZMB|7AART|89VULN
710	35135 36113	 * 	158.06	DCR|2VULN|1AART|1DMG|2DUR	1LIT|2CGEN|3DMG|4RMIN|5AART|6aDUR|7RCR|89VULN
711	31254 31173	   	158.04	ACR|2VULN|1AART|1FLTHEA|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|78VULN|9BEXP|aFLTHEA
712	31254 36374	   	158.04	ACR|2VULN|1AART|1CDMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6AART|7MGNLIT|8CDMG|9aVULN
713	31272 58442	   	158.04	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4AART|5TLV|6LHND|79aVULN|8ZMB
714	31274 41147	   	158.04	ACR|3VULN|1AART|1ZMB	16LIT|2RCR|3MBVNT|4AART|5ZMB|78aVULN|9TLV
715	31274 58142	   	158.04	ACR|3VULN|1AART|1ZMB	1LIT|2RCR|3MBVNT|4AART|5ZMB|6LHND|79aVULN|8ERES
716	33166 22253	   	158.02	ACR|3VULN|2DMG|1DUR	127LIT|38BEXP|47aVULN|5RCR|67DMG|7BPWR|9DUR
717	33166 22622	   	158.02	ACR|3DMG|2VULN|1ASPD	127LIT|3BEXP|47VULN|5RCR|678DMG|7BPWR|9CGEN|aASPD
718	33166 22632	   	158.02	ACR|3DMG|2VULN|1ASPD	127LIT|39BEXP|47VULN|5RCR|678DMG|7BPWR|aASPD
719	33212 36624	   	158.01	DCR|2VULN|2DMG|1AART	12LIT|37DMG|4LSRICY|59VULN|6CGEN|8RCR|aAART
720	31247 21536	   	157.98	ACR|3DMG|2VULN	158LIT|2RCR|3MBVNT|4LEGI|678DMG|8BPWR|9aVULN
721	31247 23736	   	157.98	ACR|3DMG|2VULN	157LIT|2RCR|3MBVNT|4LEGI|678DMG|7BPWR|9aVULN
722	51413 11313	   	157.95	ACR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1ASPD|2BEXP|37CDMG|4RCR|58VULN|6LWND|9ZMB|aDMG
723	55413 21313	   	157.95	ACR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1ASPD|2LWND|37CDMG|4RCR|58VULN|6FEWX|9ZMB|aDMG
724	33166 22611	   	157.92	ACR|3DMG|2VULN|1DUR	127LIT|3BEXP|47VULN|5RCR|678DMG|7BPWR|9VENICY|aDUR
725	53531 14624	   	157.89	ACR|2VULN|1AART|1DMG|2ASPD	16ASPD|2CGEN|37VULN|4RCR|5MBVNT|8AART|9BEXP|aDMG
726	31144 23334	   	157.89	ACR|2VULN|1AART|1DMG|1ASPD	1LIT|2RCR|3DUST|4RCVC|5ASPD|68VULN|7TLV|9DMG|aAART
727	53532 21343	   	157.88	ACR|3VULN|1AART|1ZMB|1ASPD	1ASPD|25CGEN|35aVULN|4RCR|5BPWR|6DUST|7ZMB|8AART|9TLV
728	63432 34131	   	157.88	DCR|1AART|1VULN|1DMG|2ZMB|1ASPD|1DUR	1RCVC|2AART|37ZMB|4DUST|5DUR|6DMG|8VULN|9RCR|aASPD
729	15525 32311	   	157.87	DCR|2AART|1DMG|1VULN|1CDMG|1DUR	1CGEN|2LWND|3DUR|4BEXP|5aAART|6DMG|7CDMG|8RCR|9VULN
730	21525 32311	   	157.87	DCR|2AART|1DMG|1VULN|1CDMG|1DUR	1LWND|2CGEN|3DUR|4BEXP|5aAART|6DMG|7CDMG|8RCR|9VULN
731	25325 32311	   	157.87	DCR|2AART|1DMG|1VULN|1CDMG|1DUR	1LWND|2FEWX|3DUR|4CGEN|5aAART|6DMG|7CDMG|8RCR|9VULN
732	63216 24146	   	157.86	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|2AART|3ASPD|4MBVNT|5CGEN|678VULN|9ZMB|aRCR
733	31338 17336	   	157.85	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|2RCR|3RPLT|4MBVNT|5LWND|68AART|7VULN|9CDMG|aDMG
734	21555 32311	   	157.77	DCR|2AART|1DMG|1VULN|1CDMG|1DUR	1LWND|2CGEN|3DUR|4DUST|5aAART|6DMG|7CDMG|8RCR|9VULN
735	26525 32311	   	157.77	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1LWND|2MLV|3DUR|4DUST|5aAART|6DMG|7CDMG|8RCR|9VULN
736	63211 24146	   	157.76	DCR|3VULN|1AART|1ZMB|1ASPD	1RCVC|2AART|3ASPD|4MBVNT|5ERES|678VULN|9ZMB|aRCR
737	31336 38446	   	157.74	ACR|3VULN|3CDMG|1ZMB	19aLIT|2RCR|3RPLT|4MBVNT|59aCDMG|6BEXP|7ZMB|89aVULN|9aBPWR
738	31251 27164	   	157.71	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5LHND|6ZMB|7aAART|8VULN|9DMG
739	31254 27364	   	157.71	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6VULN|7aAART|8LHND|9DMG
740	31254 27464	   	157.71	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|6VULN|7aAART|8LWND|9DMG
741	63422 31612	   	157.70	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1RCVC|2AART|3ZMB|4RCR|58DUR|6DMG|7FEWX|9VULN|aRMIN
742	63422 31613	   	157.70	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1RCVC|2AART|3ZMB|4RCR|58DUR|6DMG|7FEWX|9VULN|aCGEN
743	63422 33612	   	157.70	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1RCVC|2AART|3ZMB|4RCR|58DUR|6DMG|7BEXP|9VULN|aRMIN
744	63422 33613	   	157.70	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1RCVC|2AART|3ZMB|4RCR|58DUR|6DMG|7BEXP|9VULN|aCGEN
745	31284 27161	   	157.64	ACR|3VULN|1AART|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|689VULN|7AART|aRCVC
746	63322 25161	   	157.60	ACR|1AART|1VULN|1DMG|2DUR|1ZMB	1RCVC|2AART|3CGEN|4RCR|56DUR|7ERES|8VULN|9DMG|aZMB
747	54242 13111	 * 	157.54	DCR|2DMG|1AART|1VULN|2ASPD|1SELL	1aASPD|2RCVC|3aCGEN|4SELL|5ERES|6AART|7VULN|8aDMG|9RCR|aBPWR
748	23141 61125	 * 	157.52	ACR|2AART|2DMG|1CDMG|1ASPD	1LWND|28AART|3RPLT|4ASPD|5RCR|6CDMG|7aDMG|9DUST
749	21413 22424	   	157.49	ACR|2VULN|1AART|1DMG|1CDMG	1LWND|2CGEN|3CDMG|4RCR|58VULN|6FEWX|7RMIN|9AART|aDMG
750	31254 27173	   	157.44	ACR|2VULN|1AART|1FLTHEA|1ZMB	1LIT|2RCR|3MBVNT|4RCVC|5ZMB|68VULN|7AART|9BEXP|aFLTHEA
751	63423 61212	   	157.44	ACR|2AART|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|25AART|3ZMB|4RCR|6DMG|7ASPD|8CGEN|9LHND|aCDMG
752	63423 61222	   	157.44	ACR|2AART|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|25AART|3ZMB|4RCR|6DMG|7ASPD|8CGEN|9BEXP|aCDMG
753	63423 61231	   	157.44	ACR|2AART|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|25AART|3ZMB|4RCR|6DMG|7ASPD|8CGEN|9RMIN|aCDMG
754	63324 11112	   	157.44	ACR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1RCVC|25AART|39CGEN|4RCR|6ZMB|7ASPD|8VULN|aCDMG
755	15525 32313	   	157.43	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1CGEN|2LWND|3DUR|4BEXP|5AART|6DMG|7CDMG|8RCR|9VULN|aZMB
756	21525 32313	   	157.43	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|2CGEN|3DUR|4BEXP|5AART|6DMG|7CDMG|8RCR|9VULN|aZMB
757	25325 32313	   	157.43	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|2FEWX|3DUR|4CGEN|5AART|6DMG|7CDMG|8RCR|9VULN|aZMB
758	31287 31164	   	157.38	ACR|3VULN|2AART	14LIT|2RCR|3MBVNT|5RMIN|6aAART|789VULN
759	63423 61112	   	157.34	ACR|2AART|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|25AART|3ZMB|4RCR|6DMG|7ASPD|8ERES|9LHND|aCDMG
760	63423 61122	   	157.34	ACR|2AART|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|25AART|3ZMB|4RCR|6DMG|7ASPD|8ERES|9BEXP|aCDMG
761	63423 61131	   	157.34	ACR|2AART|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|25AART|3ZMB|4RCR|6DMG|7ASPD|8ERES|9RMIN|aCDMG
762	21555 32313	   	157.33	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|2CGEN|3DUR|4DUST|5AART|6DMG|7CDMG|8RCR|9VULN|aZMB
763	26525 32313	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1LWND|2MLV|3DUR|4DUST|5AART|6DMG|7CDMG|8RCR|9VULN|aZMB
764	31254 31184	   	157.31	ACR|2VULN|2AART|1ZMB	1LIT|2RCR|3MBVNT|49RCVC|5ZMB|6aAART|78VULN
765	31623 54133	   	157.31	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2RCR|3DLOT|4MLV|5ZMB|6AART|7DMG|8CDMG|9MBVNT|aVULN
766	31285 31362	   	157.28	ACR|2VULN|1AART|1DMG|1ASPD	14LIT|2RCR|3MBVNT|5ASPD|6AART|7aVULN|8LHND|9DMG
767	31285 31463	   	157.28	ACR|2DMG|1AART|1VULN|1ASPD	14LIT|2RCR|3MBVNT|5ASPD|6AART|7VULN|8LWND|9aDMG
768	31285 34163	   	157.28	ACR|2DMG|1AART|1VULN|1ASPD	14LIT|2RCR|3MBVNT|5ASPD|6AART|7LWND|8VULN|9aDMG
769	31334 17483	   	157.28	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3RPLT|4MBVNT|5DUR|6AART|78VULN|9DMG|aLHND
770	31334 17486	   	157.28	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3RPLT|4MBVNT|5DUR|6AART|78VULN|9DMG|aLWND
771	31334 17488	   	157.28	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3RPLT|4MBVNT|5DUR|6AART|78VULN|9DMG|aBELT
772	31343 12311	   	157.28	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3RPLT|4DUR|5LEGI|6AART|7DMG|8LHND|9aVULN
773	31343 12611	   	157.28	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3RPLT|4DUR|5LEGI|6AART|7DMG|8FEWX|9aVULN
774	31234 27648	   	157.25	ACR|2AART|1VULN|1DMG|1CDMG	15LIT|2RCR|3MBVNT|4LWND|6DMG|78AART|9VULN|aCDMG
775	53442 13111	 * 	157.24	DCR|2DMG|1AART|1VULN|2ASPD|1SELL	1aASPD|2aCGEN|3RCVC|4SELL|5ERES|6AART|7VULN|8aDMG|9RCR|aBPWR
776	31238 13723	   	157.18	ACR|2VULN|2DMG|2ZMB	1LIT|2RCR|3MBVNT|4LWND|56ZMB|79VULN|8aDMG
777	31268 13723	   	157.18	ACR|2VULN|2DMG|2ZMB	1LIT|2RCR|3MBVNT|4BEXP|56ZMB|79VULN|8aDMG
778	31334 17482	   	157.18	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3RPLT|4MBVNT|5DUR|6AART|78VULN|9DMG|aLSRREG
779	31334 17484	   	157.18	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3RPLT|4MBVNT|5DUR|6AART|78VULN|9DMG|aTLV
780	31343 12211	   	157.18	ACR|2VULN|1AART|1DMG|1DUR	1LIT|2RCR|3RPLT|4DUR|5LEGI|6AART|7DMG|8DUST|9aVULN
781	23141 61333	   	157.17	ACR|2DMG|1AART|1CDMG|1ZMB|1ASPD	1LWND|2AART|3RPLT|4ASPD|5RCR|6CDMG|7aDMG|8ZMB|9LIT
782	31144 31151	   	157.15	ACR|3VULN|1AART|1ASPD	1LIT|2RCR|3DUST|4aRCVC|5ASPD|6AART|789VULN
783	31255 31161	   	157.15	ACR|3VULN|1AART|1ASPD	1LIT|2RCR|3MBVNT|4aRCVC|5ASPD|6AART|789VULN
784	23334 22234	   	157.14	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1LWND|2AART|3BEXP|48ASPD|5ERES|6CDMG|7RCR|9VULN|aDMG
785	31345 21223	   	157.14	ACR|2DMG|1VULN|2CDMG|2DUR	1LIT|2RCR|3RPLT|46DUR|56CDMG|6BPWR|7aDMG|8LHND|9VULN
786	31345 21313	   	157.14	ACR|2DMG|1VULN|2CDMG|2DUR	19LIT|2RCR|3RPLT|46DUR|56CDMG|6BPWR|7aDMG|8VULN
787	31345 21322	   	157.14	ACR|2VULN|1DMG|2CDMG|2DUR	1aLIT|2RCR|3RPLT|46DUR|56CDMG|6BPWR|7DMG|89VULN
788	31345 21333	   	157.14	ACR|2DMG|1VULN|2CDMG|2DUR	1LIT|2RCR|3RPLT|46DUR|56CDMG|6BPWR|7aDMG|8VULN|9LHND
789	31345 21362	   	157.14	ACR|2DMG|1VULN|2CDMG|2DUR	1aLIT|2RCR|3RPLT|46DUR|56CDMG|6BPWR|79DMG|8VULN
790	31345 26323	   	157.14	ACR|2VULN|1DMG|2CDMG|2DUR	1LIT|2RCR|3RPLT|46DUR|56CDMG|6BPWR|7CGEN|89VULN|aDMG
791	31238 37164	   	157.11	ACR|2AART|1VULN|1DMG|1ZMB	1LIT|2RCR|3MBVNT|4LWND|5ZMB|6RCVC|7aAART|8VULN|9DMG
792	31248 13723	   	157.08	ACR|2VULN|2DMG|2ZMB	1LIT|2RCR|3MBVNT|4LEGI|56ZMB|79VULN|8aDMG
793	63431 24133	   	157.08	DCR|3VULN|1AART|2ZMB	1RCVC|2AART|37ZMB|4DUST|5ERES|68aVULN|9RCR
794	25213 22311	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2FEWX|3DMG|4CGEN|5AART|69VULN|7CDMG|8RCR|aLHND
795	25213 22312	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2FEWX|3DMG|4CGEN|5AART|69VULN|7CDMG|8RCR|aLIT
796	25213 22313	   	157.08	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2FEWX|3DMG|4aCGEN|5AART|69VULN|7CDMG|8RCR
797	25213 22324	   	157.08	DCR|2DMG|1AART|1VULN|1CDMG	1LWND|29FEWX|3aDMG|4CGEN|5AART|6VULN|7CDMG|8RCR
798	31228 61384	 * 	157.07	ACR|2DMG|1AART|2ZMB|2DUR	19LIT|2RCR|3MBVNT|46DUR|59ZMB|79DMG|8RCVC|9BPWR|aAART
799	23234 22234	   	157.04	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG	1LWND|2AART|3DUST|48ASPD|5ERES|6CDMG|7RCR|9VULN|aDMG
800	31345 21321	   	157.04	ACR|2VULN|1DMG|2CDMG|2DUR	1LIT|2RCR|3RPLT|46DUR|56CDMG|6BPWR|7DMG|89VULN|aERES
801	31345 21325	   	157.04	ACR|2VULN|1DMG|2CDMG|2DUR	1LIT|2RCR|3RPLT|46DUR|56CDMG|6BPWR|7DMG|89VULN|aDUST
802	31345 21352	   	157.04	ACR|2DMG|1VULN|2CDMG|2DUR	1LIT|2RCR|3RPLT|46DUR|56CDMG|6BPWR|7aDMG|8VULN|9ERES
803	31345 21361	   	157.04	ACR|2DMG|1VULN|2CDMG|2DUR	1LIT|2RCR|3RPLT|46DUR|56CDMG|6BPWR|79DMG|8VULN|aERES
804	31254 31661	   	157.01	ACR|2VULN|2AART|1ZMB	1LIT|2RCR|3MBVNT|4aRCVC|5ZMB|68AART|79VULN
805	31284 31664	   	157.00	ACR|3AART|2VULN|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|68aAART|79VULN
806	25223 34313	   	157.00	ACR|3VULN|1AART|1DMG	1LWND|2FEWX|3DMG|4DUST|5RCR|68aVULN|7LHND|9AART
807	31144 33324	   	156.98	ACR|1AART|1DMG|1FLTHEA|1CDMG|1DUR|1ASPD	1LIT|2RCR|3DUST|4RCVC|5ASPD|6AART|7FLTHEA|8CDMG|9DMG|aDUR
808	25213 22316	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2FEWX|3DMG|4CGEN|5AART|69VULN|7CDMG|8RCR|aMBVNT
809	25213 22364	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1LWND|2FEWX|3DMG|4CGEN|5AART|6aVULN|7CDMG|8RCR|9MBVNT
810	51532 13612	   	156.97	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2BEXP|3AART|4CDMG|5LIT|6VULN|7RCR|8RPLT|9DMG|aDUR
811	31284 31162	   	156.94	ACR|3VULN|1AART|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6AART|789VULN|aLHND
812	31284 31163	   	156.94	ACR|3VULN|1AART|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6AART|789VULN|aCGEN
813	31284 31165	   	156.94	ACR|3VULN|1AART|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6AART|789VULN|aBELT
814	31284 31168	   	156.94	ACR|3VULN|1AART|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6AART|789VULN|aRPLT
815	31284 31418	   	156.94	ACR|3VULN|1AART|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6AART|79aVULN|8LWND
816	31284 31513	   	156.94	ACR|3VULN|1AART|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6AART|79aVULN|8BELT
817	31284 34118	   	156.94	ACR|3VULN|1AART|1ZMB	14LIT|2RCR|3MBVNT|5ZMB|6AART|7LWND|89aVULN
818	31164 32533	   	156.93	ACR|2AART|1DMG|1CDMG|1ZMB|1DUR	1LIT|2RCR|3DUST|4aAART|5ZMB|6RPLT|7DUR|8DMG|9CDMG
819	31274 32633	   	156.93	ACR|2AART|1DMG|1CDMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|4aAART|5ZMB|6RPLT|7DUR|8DMG|9CDMG
820	31274 32838	   	156.93	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|48AART|5ZMB|6RPLT|7DUR|9CDMG|aVULN
821	31274 34138	   	156.93	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|47AART|5ZMB|6RPLT|8DUR|9CDMG|aVULN
822	31274 34637	   	156.93	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|47AART|5ZMB|6RPLT|8VULN|9CDMG|aDUR
823	31274 34817	   	156.93	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR	1LIT|2RCR|3MBVNT|47AART|5ZMB|6RPLT|8CDMG|9VULN|aDUR
824	63212 34741	   	156.92	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1RCVC|2AART|3ASPD|4MBVNT|58DUR|6DMG|7VULN|9ZMB|aRCR
825	63423 63122	   	156.91	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|25AART|3ZMB|4RCR|6DMG|7LWND|8VULN|9BEXP|aRMIN
826	63423 63123	   	156.91	ACR|2AART|1DMG|1VULN|1ZMB	1RCVC|25AART|3ZMB|4RCR|6DMG|7LWND|8VULN|9BEXP|aCGEN
827	63423 63211	   	156.91	ACR|2AART|1VULN|1DMG|1ZMB	1RCVC|25AART|3ZMB|4RCR|6DMG|7LWND|8MLV|9CGEN|aVULN
