0	Index      	 *	Score 	Summary	Detail	
1	32312 13462	 * 	183.30	DCR|2VULN|2DMG|1AART|1CDMG|1DUR	1ERES|2DUR|3BELT|49DMG|57VULN|6RCR|8CDMG|aAART
653	12312 15323	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3BELT|4DMG|58VULN|6RCR|7BEXP|9ZMB|aCDMG
654	36141 62111	   	153.59	DCR|2AART|1VULN|1DMG|1ZMB	1ERES|2DMG|3ZMB|49AART|5LHND|6RCR|7FEWX|8VULN|aBELT
655	36141 62113	   	153.59	DCR|2AART|1VULN|1DMG|1ZMB	1ERES|2DMG|3ZMB|49AART|5LHND|6RCR|7FEWX|8VULN|aDMSP
656	36142 62111	   	153.59	DCR|2AART|1VULN|1DMG|1ZMB	1ERES|2DMG|3ZMB|49AART|5LWND|6RCR|7FEWX|8VULN|aBELT
657	36142 62113	   	153.59	DCR|2AART|1VULN|1DMG|1ZMB	1ERES|2DMG|3ZMB|49AART|5LWND|6RCR|7FEWX|8VULN|aDMSP
658	36142 63111	   	153.59	DCR|2AART|1VULN|1DMG|1ZMB	1ERES|2DMG|3ZMB|49AART|5LWND|6RCR|7LHND|8VULN|aFEWX
659	36142 63112	   	153.59	DCR|2AART|1VULN|1DMG|1ZMB	1ERES|2DMG|3ZMB|49AART|5LWND|6RCR|7LHND|8VULN|aRPLT
660	36142 63123	   	153.59	DCR|2AART|1VULN|1DMG|1ZMB	1ERES|2DMG|3ZMB|4aAART|59LWND|6RCR|7LHND|8VULN
661	23112 35122	   	153.54	ACR|3VULN|1DMG|1ZMB|1ASPD	1FEWX|269VULN|3ZMB|4RCR|5DUST|7DMG|8ASPD|aLWND
662	23112 35124	   	153.54	ACR|3VULN|1DMG|1ZMB|1ASPD	1FEWX|269VULN|3ZMB|4RCR|5DUST|7DMG|8ASPD|aRPLT
663	23112 35155	   	153.54	ACR|3VULN|1DMG|1ZMB|1ASPD	1FEWX|26aVULN|3ZMB|4RCR|5DUST|7DMG|8ASPD|9MLV
664	23112 35316	   	153.54	ACR|3VULN|1DMG|1ZMB|1DUR	1FEWX|26aVULN|3ZMB|4RCR|5DUST|7DMG|8LHND|9DUR
665	23112 35516	   	153.54	ACR|3VULN|1DMG|1ZMB|1DUR	1FEWX|26aVULN|3ZMB|4RCR|5DUST|7DMG|8LWND|9DUR
666	23112 33315	   	153.54	ACR|3VULN|1DMG|1ZMB|1DUR	1FEWX|269VULN|3ZMB|4RCR|5DUST|7BELT|8DMG|aDUR
667	23112 31316	   	153.54	ACR|3VULN|1DMG|1ZMB|1DUR	1FEWX|26aVULN|3ZMB|4RCR|5DUST|7LWND|8DMG|9DUR
668	22123 42234	   	153.52	DCR|3VULN|1AART|1ZMB	1FEWX|2ERES|3aLHND|489VULN|5ZMB|6RCR|7AART
669	22123 42235	   	153.52	DCR|3VULN|1AART|1ZMB	1FEWX|2ERES|3LHND|489VULN|5ZMB|6RCR|7AART|aBEXP
670	22123 42236	   	153.52	DCR|3VULN|1AART|1ZMB	1FEWX|2ERES|3LHND|489VULN|5ZMB|6RCR|7AART|aLIT
671	31332 42231	   	153.52	DCR|3VULN|1AART|1ZMB	1ERES|2RMIN|3LWND|4LHND|589VULN|6RCR|7AART|aZMB
672	32312 13442	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|57VULN|6RCR|8CDMG|9ZMB|aLHND
673	32312 13443	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|57VULN|6RCR|8CDMG|9ZMB|aRMIN
674	32312 13445	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|57VULN|6RCR|8CDMG|9ZMB|aMLV
675	32312 14232	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|59VULN|6RCR|7ZMB|8CDMG|aLHND
676	32312 14233	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|59VULN|6RCR|7ZMB|8CDMG|aRMIN
677	32312 14235	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|59VULN|6RCR|7ZMB|8CDMG|aMLV
678	32312 14241	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DUR|3BELT|4DMG|5aVULN|6RCR|7ZMB|8CDMG|9RMIN
679	16236 12212	   	153.49	DCR|2AART|1VULN|1DMG|1ZMB	1MLV|2DMG|3DMSP|48AART|5ERES|6RCR|7CANSTR|9VULN|aZMB
680	36141 62112	   	153.49	DCR|2AART|1VULN|1DMG|1ZMB	1ERES|2DMG|3ZMB|49AART|5LHND|6RCR|7FEWX|8VULN|aTLV
681	36142 62112	   	153.49	DCR|2AART|1VULN|1DMG|1ZMB	1ERES|2DMG|3ZMB|49AART|5LWND|6RCR|7FEWX|8VULN|aTLV
682	55113 22112	   	153.49	ACR|2VULN|1AART|2ZMB|1CDMG	1LHND|28VULN|35ZMB|4RCR|6FEWX|7AART|9CGEN|aCDMG
683	11151 34421	   	153.48	ACR|3VULN|2DMG	19MLV|2RMIN|3RPLT|4RCR|59aVULN|6LHND|7LIT|89DMG|9BPWR
684	14332 26331	   	153.47	DCR|3VULN|1DMG|1CDMG|1DUR	1MLV|2CGEN|35aVULN|4LHND|6DUR|7CDMG|8RCR|9DMG
685	23341 26331	   	153.47	DCR|3VULN|1DMG|1CDMG|1DUR	15FEWX|24aVULN|3BEXP|6DUR|7CDMG|8RCR|9DMG
686	23344 26331	   	153.47	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|24aVULN|36BEXP|5DUR|7CDMG|8RCR|9DMG
687	23345 26331	   	153.47	DCR|3VULN|1DMG|1CDMG|1DUR	1FEWX|24aVULN|3BEXP|5RCVC|6DUR|7CDMG|8RCR|9DMG
688	23112 34147	   	153.44	ACR|3VULN|1DMG|1ZMB|1DUR	1FEWX|26aVULN|3ZMB|4RCR|5DUST|7MBVNT|8DUR|9DMG
689	23112 34317	   	153.44	ACR|3VULN|1DMG|1ZMB|1DUR	1FEWX|26aVULN|3ZMB|4RCR|5DUST|7MBVNT|8DMG|9DUR
690	23112 35125	   	153.44	ACR|3VULN|1DMG|1ZMB|1ASPD	1FEWX|269VULN|3ZMB|4RCR|5DUST|7DMG|8ASPD|aTLV
691	23112 35126	   	153.44	ACR|3VULN|1DMG|1ZMB|1ASPD	1FEWX|269VULN|3ZMB|4RCR|5DUST|7DMG|8ASPD|aERES
692	23112 34744	   	153.44	ACR|3VULN|1DMG|1ZMB|1DUR	1FEWX|268VULN|3ZMB|4RCR|5DUST|7MBVNT|9DMG|aDUR
693	53311 63412	   	153.42	DCR|1AART|1VULN|1DMG|1CDMG|2DUR	1LHND|29DUR|3BEXP|4CDMG|5VULN|6RCR|7TLV|8DMG|aAART
694	13542 42231	   	153.42	DCR|3VULN|1AART|1ZMB	1MLV|2DUST|3ERES|4LHND|589VULN|6RCR|7AART|aZMB
695	22121 42231	   	153.42	DCR|3VULN|1AART|1ZMB	1FEWX|2ERES|3LHND|489VULN|5NUKE|6RCR|7AART|aZMB
696	23551 42231	   	153.42	DCR|3VULN|1AART|1ZMB	1FEWX|289VULN|3ERES|4LWND|5NUKE|6RCR|7AART|aZMB
697	31312 42231	   	153.42	DCR|3VULN|1AART|1ZMB	1ERES|2RMIN|3LWND|4DUST|589VULN|6RCR|7AART|aZMB
698	33123 42231	   	153.42	DCR|3VULN|1AART|1ZMB	1ERES|2DUST|3LHND|489VULN|5MLV|6RCR|7AART|aZMB
699	36312 41212	   	153.41	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DMG|3LWND|4DUST|5aVULN|6RCR|7CDMG|8ZMB|9DUR
700	36314 41232	   	153.41	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ERES|2DMG|3LWND|4DUST|5DUR|6RCR|7CDMG|8ZMB|9aVULN
701	36442 23132	 * 	153.39	ACR|2DMG|2AART|1VULN	1ERES|27DMG|36LIT|4LSRICY|5RCR|8aAART|9VULN
702	42254 44271	   	153.39	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RPLT|2MBVNT|3ZMB|4DMG|5MGNLIT|6RCR|7CDMG|8AART|9VULN|aFEWX
703	55113 32112	   	153.39	ACR|2VULN|1AART|2ZMB|1CDMG	1LHND|28VULN|35ZMB|4RCR|6DUST|7AART|9CGEN|aCDMG
704	55113 22532	   	153.39	ACR|2VULN|1AART|2ZMB|1CDMG	1LHND|29VULN|35ZMB|4RCR|6FEWX|7AART|8ERES|aCDMG
705	12312 16112	   	153.39	DCR|2VULN|2DMG|1DUR|1ASPD	1MLV|2DUR|3BELT|4aDMG|59VULN|6RCR|7TLV|8ASPD
706	11153 36521	   	153.38	ACR|3VULN|2DMG	19MLV|2RMIN|3RPLT|4RCR|5LIT|6LEGI|79DMG|89aVULN|9BPWR
707	51222 16732	   	153.38	DCR|2VULN|1AART|1DMG|1CDMG	1LHND|2RCVC|3AART|45VULN|6MBVNT|7DMG|8LIT|9CDMG|aRCR
708	55113 22111	   	153.37	ACR|2VULN|3ZMB|1AART	1LHND|28VULN|35aZMB|4RCR|6FEWX|7AART|9CGEN
709	14312 26331	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1MLV|2CGEN|35aVULN|4DUST|6DUR|7CDMG|8RCR|9DMG
710	14342 26331	   	153.37	DCR|3VULN|1DMG|1CDMG|1DUR	1MLV|2CGEN|35aVULN|4LEGI|6DUR|7CDMG|8RCR|9DMG
711	23332 32613	   	153.36	DCR|2VULN|1AART|1DMG|1ASPD	1FEWX|27VULN|3BEXP|4ASPD|5LIT|6RCR|8AART|9DMG|aLHND
712	55332 32613	   	153.36	DCR|2VULN|1AART|1DMG|1ASPD	1aLHND|27VULN|3BEXP|4ASPD|5LIT|6RCR|8AART|9DMG
713	25151 12334	 * 	153.34	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1FEWX|2RCVC|3RPLT|4RCR|5VULN|6CDMG|7AART|8aDUR|9DMG
714	26151 12334	   	153.34	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1FEWX|2DMSP|3RPLT|4RCR|5VULN|6CDMG|7AART|8aDUR|9DMG
715	14351 23623	   	153.34	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1MLV|2CGEN|3VULN|4LIT|5DMG|6DUR|7RCR|8AART|9aCDMG
716	51351 23623	   	153.34	DCR|1AART|1VULN|1DMG|2CDMG|1DUR	1LHND|2RCVC|3VULN|4LIT|5DMG|6DUR|7RCR|8AART|9aCDMG
717	23346 24333	   	153.32	DCR|3VULN|1DMG|1CDMG|1DUR|1SELL	1FEWX|245VULN|35BEXP|5BPWR|6DUR|7SELL|8RCR|9DMG|aCDMG
718	33121 42231	   	153.32	DCR|3VULN|1AART|1ZMB	1ERES|2DUST|3LHND|489VULN|5NUKE|6RCR|7AART|aZMB
719	33142 42231	   	153.32	DCR|3VULN|1AART|1ZMB	1ERES|2DUST|3LHND|4TLV|589VULN|6RCR|7AART|aZMB
