0	Index      	 *	Score 	Summary	Detail	
1	65333 12333	 * 	202.51	DCR|2AART|2VULN|2DMG|1CDMG|1ZMB	18DMG|2BEXP|3ZMB|45AART|6RCR|79VULN|aCDMG
656	15312 15334	   	172.78	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	19DUST|29ASPD|3ZMB|4DMSP|5AART|6RCR|7LWND|89VULN|9BPWR|aDMG
657	35312 12321	   	172.78	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1BEXP|2aASPD|3ZMB|4DMSP|5AART|6RCR|79VULN|8DMG
658	65312 12521	   	172.78	DCR|2VULN|1AART|1DMG|2ASPD|1ZMB	1DMG|2BEXP|3ZMB|4DMSP|5AART|6RCR|79VULN|8aASPD
659	53311 12332	   	172.75	DCR|2VULN|2DMG|1AART|1DUR	1DUR|28DMG|3CGEN|4DMSP|5AART|6RCR|79VULN|aLIT
660	63311 12332	   	172.75	DCR|2VULN|2DMG|1AART|1DUR	18DMG|2DUR|3CGEN|4DMSP|5AART|6RCR|79VULN|aLIT
661	66341 12112	   	172.75	DCR|2VULN|2DMG|1AART|1ASPD	13DMG|2ASPD|4LWND|5AART|6RCR|7aVULN|8BEXP|9LIT
662	62114 12724	   	172.74	ACR|2VULN|2DMG|1AART|1ZMB	18DMG|2ERES|39VULN|4AART|5RCR|6TLV|7MBVNT|aZMB
663	22533 53236	   	172.72	DCR|2AART|2VULN|2DMG|1SELL	1SELL|2aDMG|3RPLT|45AART|6TLV|7aERES|8RCR|9aVULN|aBPWR
664	66341 22213	   	172.72	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	13DMG|2ASPD|4LWND|56AART|7MBVNT|8RCR|9ZMB|aVULN
665	53311 12331	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1DUR|28DMG|3CGEN|4DMSP|5AART|6RCR|79VULN|aERES
666	53311 12334	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1DUR|28DMG|3CGEN|4DMSP|5AART|6RCR|79VULN|aDUST
667	53311 12336	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	1DUR|28DMG|3CGEN|4DMSP|5AART|6RCR|79VULN|aMBVNT
668	63311 12331	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	18DMG|2DUR|3CGEN|4DMSP|5AART|6RCR|79VULN|aERES
669	63311 12334	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	18DMG|2DUR|3CGEN|4DMSP|5AART|6RCR|79VULN|aDUST
670	63311 12336	   	172.65	DCR|2VULN|2DMG|1AART|1DUR	18DMG|2DUR|3CGEN|4DMSP|5AART|6RCR|79VULN|aMBVNT
671	66341 12212	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	13DMG|2ASPD|4LWND|5AART|6RCR|7aVULN|8DUST|9LIT
672	66352 12112	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	13DMG|2ASPD|4DUST|5AART|6RCR|7aVULN|8FEWX|9LIT
673	66352 12311	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	13DMG|2ASPD|4DUST|5AART|6RCR|78VULN|9RPLT|aBEXP
674	66352 12312	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	13DMG|2ASPD|4DUST|5AART|6RCR|78VULN|9RPLT|aLIT
675	66352 12321	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	13DMG|2ASPD|4DUST|5AART|6RCR|78VULN|9BEXP|aLIT
676	66352 12322	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	13DMG|2ASPD|4DUST|5AART|6RCR|78VULN|9BEXP|aRPLT
677	66352 13312	   	172.65	DCR|2VULN|2DMG|1AART|1ASPD	13DMG|2ASPD|4DUST|5AART|6RCR|7BEXP|8aVULN|9LIT
678	61232 14431	   	172.62	DCR|3VULN|2DMG|1CDMG|1ZMB	17DMG|245VULN|3FEWX|6LEGI|8ZMB|9RCR|aCDMG
679	62351 11215	   	172.58	DCR|2DMG|1AART|1VULN|1CDMG|1ZMB	13DMG|27ERES|4DUST|5AART|6RCR|8ZMB|9CDMG|aVULN
680	66352 12232	   	172.55	DCR|2VULN|2DMG|1AART|1ASPD	13DMG|2ASPD|48DUST|5AART|6RCR|79VULN|aLIT
681	33332 63366	   	172.53	DCR|2AART|2VULN|1DMG|1CDMG	1BEXP|2aAART|3CDMG|4DMG|5CGEN|69VULN|7RCVC|8RCR
