0	Index      	 *	Score 	Summary	Detail	
1	13255 31214	 * 	186.00	ACR|3VULN|1AART|1DMG|1ZMB|1DUR|1SELL	1RCVC|2RCR|3ZMB|4SELL|56aVULN|7DMG|8DUR|9AART
642	13635 23632	   	160.69	ACR|2DMG|1AART|1VULN|1DUR	1RCVC|2RCR|3BELT|4LWND|5NUKE|68DMG|7AART|9DUR|aVULN
643	13653 21242	   	160.69	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3BELT|4FEWX|58VULN|6DMG|7AART|9TLV|aDUR
644	53123 61351	   	160.68	DCR|3VULN|1AART|1DMG	1DUST|2TLV|3RMIN|4DMG|579VULN|6RCR|8LWND|aAART
645	13255 32433	   	160.67	ACR|3VULN|1AART|1ZMB|1SELL	18RCVC|2RCR|3ZMB|4SELL|56aVULN|7ERES|9AART
646	13522 34161	 * 	160.65	ACR|3DMG|2CDMG|3DUR	1RCVC|2RCR|359DUR|49aDMG|6LWND|7CGEN|89CDMG|9BPWR
647	15112 22423	   	160.64	ACR|3VULN|2CDMG|2DUR|1ZMB	1RCVC|27aVULN|3aDUR|46LWND|5RCR|8ZMB|9aCDMG|aBPWR
648	13246 21111	   	160.59	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7RPLT|8CDMG|9LWND|aAART
649	13246 21131	   	160.59	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6MLV|7RPLT|8CDMG|9LHND|aAART
650	13246 61111	   	160.59	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6CGEN|7RPLT|8CDMG|9LWND|aAART
651	13246 61131	   	160.59	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6CGEN|7RPLT|8CDMG|9LHND|aAART
652	13553 33162	   	160.59	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3DUR|4DUST|59VULN|6VENICY|7AART|8DMG|aRPLT
653	15135 62332	   	160.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1RCVC|2VULN|3DUR|4FEWX|5AART|67DMG|8BEXP|9ZMB|aRCR
654	22413 22616	   	160.56	DCR|3DMG|1VULN|1ZMB|1DUR|1ASPD	1DUR|23aDMG|4ASPD|5RCVC|6ZMB|7VULN|8RCR|9LWND
655	22413 22626	   	160.56	DCR|3DMG|1VULN|1ZMB|1ASPD|1DUR	1DUR|23aDMG|4ASPD|5RCVC|6ZMB|7VULN|8RCR|9FEWX
656	22413 22636	   	160.56	DCR|3DMG|1VULN|1ZMB|1ASPD|1DUR	1DUR|23aDMG|4ASPD|5RCVC|6ZMB|7VULN|8RCR|9LHND
657	13522 24161	   	160.55	ACR|3DMG|2CDMG|3DUR	1RCVC|2RCR|359DUR|49aDMG|6TLV|7LHND|89CDMG|9BPWR
658	13522 25161	   	160.55	ACR|3DMG|2CDMG|3DUR	1RCVC|2RCR|359DUR|49aDMG|6TLV|7LWND|89CDMG|9BPWR
659	13522 33161	   	160.55	ACR|3DMG|2CDMG|3DUR	1RCVC|2RCR|359DUR|49aDMG|6LWND|7TLV|89CDMG|9BPWR
660	13212 42624	   	160.54	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1RCVC|2RCR|3ZMB|4ASPD|5LIT|6LWND|7DUR|8AART|9DMG|aVULN
661	23421 36632	 * 	160.54	DCR|3DMG|2AART|1DUR|1ASPD	1DUR|2TLV|34aDMG|5AIRHEA|6ASPD|78AART|9RCR
662	22231 26543	   	160.52	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	1DUR|29DMG|3LWND|4SELL|5ZMB|6VULN|7RCR|8MLV|aAART
663	13133 24611	   	160.51	ACR|2VULN|1AART|1CDMG|1ZMB|2RCVC	15RCVC|2RCR|34FEWX|6ZMB|7CDMG|8AART|9aVULN
664	13553 33161	   	160.49	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3DUR|4DUST|59VULN|6VENICY|7AART|8DMG|aERES
665	13533 62116	   	160.47	ACR|2VULN|1AART|2ZMB|2DUR	1RCVC|2RCR|39DUR|49FEWX|5aVULN|6BEXP|79ZMB|8AART|9BPWR
666	54123 61132	   	160.45	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1DUST|2ZMB|3RMIN|4DMG|57VULN|6RCR|8DUR|9ASPD|aCDMG
667	13212 34624	   	160.44	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1RCVC|2RCR|3ZMB|4ASPD|5LIT|6DUR|7LEGI|8AART|9DMG|aVULN
668	13241 31623	   	160.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|47VULN|5FEWX|6DUR|8CDMG|9DMG|aLWND
669	13241 31624	   	160.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|47VULN|5FEWX|6DUR|8CDMG|9DMG|aRPLT
670	13241 31625	   	160.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|47VULN|5aFEWX|6DUR|8CDMG|9DMG
671	13241 31626	   	160.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|47VULN|5FEWX|6DUR|8CDMG|9DMG|aLIT
672	13242 21623	   	160.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|47VULN|5DUR|6FEWX|8CDMG|9DMG|aLWND
673	13242 21624	   	160.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|47VULN|5DUR|6FEWX|8CDMG|9DMG|aRPLT
674	13242 21625	   	160.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|47VULN|5DUR|6aFEWX|8CDMG|9DMG
675	13242 21626	   	160.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|47VULN|5DUR|6FEWX|8CDMG|9DMG|aLIT
676	13242 36211	   	160.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|48VULN|5DUR|6CGEN|7RPLT|9DMG|aCDMG
677	13245 33311	   	160.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|46VULN|5RPLT|7CGEN|8DUR|9DMG|aCDMG
678	13245 34311	   	160.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|46VULN|5RPLT|7MLV|8DUR|9DMG|aCDMG
679	13513 22425	   	160.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3DUR|46LWND|57VULN|8ZMB|9CDMG|aDMG
680	13515 13252	   	160.44	ACR|2AART|1VULN|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3DUR|4LWND|59AART|6LIT|7VULN|8CDMG|aZMB
681	13223 35615	   	160.44	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4LHND|5VULN|6CGEN|7CDMG|8DUR|9aDMG
682	13225 35335	   	160.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3ZMB|4LHND|5RPLT|6aVULN|7CDMG|8DMG|9ASPD
683	13242 35315	   	160.44	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4VULN|5DUR|6CGEN|7CDMG|8LWND|9aDMG
684	13261 33235	   	160.44	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4LIT|5FEWX|6DUR|7DMG|8aVULN|9CDMG
685	13523 25223	   	160.44	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3DUR|49DMG|5MLV|6CDMG|7ZMB|8LWND|aVULN
686	13523 25422	   	160.44	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3DUR|49DMG|5aMLV|6CDMG|7ZMB|8VULN
687	13246 23152	   	160.43	ACR|4VULN|2ZMB|1DUR	1RCVC|2RCR|35ZMB|457aVULN|5BPWR|6MLV|8CGEN|9DUR
688	13246 23332	   	160.43	ACR|4VULN|2ZMB|1ASPD	1RCVC|2RCR|35ZMB|457aVULN|5BPWR|6MLV|8LWND|9ASPD
689	22231 26243	   	160.42	DCR|2DMG|1AART|1VULN|1ZMB|1DUR|1SELL	1DUR|29DMG|3LWND|4SELL|5ZMB|6VULN|7RCR|8ERES|aAART
690	13246 13141	   	160.39	ACR|2VULN|1AART|2ZMB|1CDMG	1RCVC|2RCR|35ZMB|45VULN|5BPWR|6DUST|7TLV|8CDMG|9FEWX|aAART
691	15231 61432	   	160.38	DCR|2DMG|1AART|1VULN|1CDMG	1RCVC|2VULN|3BELT|4ERES|5CDMG|6LIT|7RCR|89DMG|aAART
692	13162 35621	   	160.36	ACR|2VULN|2AART|1CDMG|2RCVC	17RCVC|2RCR|3FEWX|4CDMG|5CGEN|6aVULN|89AART
693	13522 63141	   	160.34	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|35DUR|4DMG|6CGEN|7VULN|8CDMG|9BEXP|aAART
694	13243 21615	   	160.34	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4VULN|5TLV|6CDMG|7LWND|8DUR|9aDMG
695	13245 23241	   	160.34	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4VULN|5RPLT|6DUR|79DMG|8ERES|aCDMG
696	13241 31615	   	160.34	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|47VULN|5FEWX|6DUR|8CDMG|9LEGI|aDMG
697	13242 21615	   	160.34	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|47VULN|5DUR|6FEWX|8CDMG|9LEGI|aDMG
698	13242 66211	   	160.34	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|48VULN|5DUR|6ERES|7RPLT|9DMG|aCDMG
699	13245 24211	   	160.34	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|48VULN|5RPLT|6DUR|7ERES|9DMG|aCDMG
700	13123 22475	   	160.34	ACR|2DMG|1VULN|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3FEWX|49DMG|5ASPD|6CDMG|7MBVNT|8VULN|aZMB
701	13216 26426	   	160.34	ACR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1RCVC|2RCR|3ZMB|4ASPD|5FEWX|6CDMG|7MBVNT|8aVULN|9DMG
702	13223 56215	   	160.34	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4LHND|5VULN|6DUR|7CDMG|8ERES|9aDMG
703	13264 33143	   	160.34	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3ZMB|4LIT|5MBVNT|6DUR|7CDMG|89VULN|aDMG
704	13523 25421	   	160.34	ACR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1RCVC|2RCR|3DUR|49DMG|5MLV|6CDMG|7ZMB|8VULN|aDUST
705	13223 26112	   	160.31	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4LHND|5VULN|6FEWX|7CDMG|8AART|9BEXP|aDMG
706	13616 23326	 * 	160.31	ACR|2DMG|1AART|2ASPD|1ZMB	18RCVC|2RCR|3BELT|4aLHND|5ZMB|6aDMG|7AART|9aASPD|aBPWR
707	13636 23326	   	160.31	ACR|2DMG|1AART|2ASPD|1ZMB	18RCVC|2RCR|3BELT|4aLWND|5ZMB|6aDMG|7AART|9aASPD|aBPWR
708	13253 23432	   	160.29	ACR|4VULN|2ZMB|1ASPD|1SELL	1RCVC|2RCR|39ZMB|4SELL|5ASPD|69MLV|789aVULN|9BPWR
709	13111 23463	   	160.28	ACR|2VULN|2DMG|1CDMG	1RCVC|2RCR|35aFEWX|4aLWND|6CDMG|79DMG|8aVULN|aBPWR
710	13163 35621	   	160.26	ACR|2VULN|2AART|1CDMG|2RCVC	17RCVC|2RCR|3FEWX|4CDMG|5TLV|6aVULN|89AART
711	13522 23141	   	160.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|35DUR|4DMG|6TLV|7VULN|8CDMG|9BEXP|aAART
712	13521 53161	   	160.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|36DUR|4DMG|5FEWX|7TLV|8CDMG|9VULN|aAART
713	13522 14161	   	160.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|35DUR|4DMG|6DUST|7CGEN|8CDMG|9VULN|aAART
714	13522 53161	   	160.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|35DUR|4DMG|6BEXP|7TLV|8CDMG|9VULN|aAART
715	13523 26371	   	160.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|38DUR|4DMG|5MLV|6CDMG|7MBVNT|9VULN|aAART
716	13562 23621	   	160.24	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|36DUR|4CDMG|5CGEN|7VULN|8DUST|9DMG|aAART
717	13122 31653	   	160.21	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB	1RCVC|2RCR|3FEWX|4DMG|5LSRREG|6CGEN|7ZMB|8AART|9CDMG|aVULN
718	13223 26152	   	160.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4LHND|5VULN|6FEWX|7CDMG|8AART|9DUST|aDMG
719	13162 32643	   	160.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3FEWX|4CDMG|5CGEN|6VULN|7ERES|8AART|9ZMB|aDMG
720	13163 32643	   	160.21	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3FEWX|4CDMG|5TLV|6VULN|7CGEN|8AART|9ZMB|aDMG
721	42133 61325	   	160.20	DCR|2VULN|2DMG|1CDMG|1ASPD	18LWND|2aDMG|3RMIN|4ASPD|57VULN|6RCR|9CDMG
722	13241 31622	   	160.19	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1RCVC|2RCR|3ZMB|47VULN|5FEWX|6DUR|8CDMG|9DMG|aSELL
723	13242 21622	   	160.19	ACR|2VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1RCVC|2RCR|3ZMB|47VULN|5DUR|6FEWX|8CDMG|9DMG|aSELL
724	13155 51111	   	160.19	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|39FEWX|49DUST|5DMG|6DUR|79VULN|8AART|9BPWR|aLHND
725	13155 51113	   	160.19	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|39FEWX|49DUST|5DMG|6DUR|79VULN|8AART|9BPWR|aMLV
726	13345 36121	   	160.19	ACR|3VULN|2AART	1RCVC|2RCR|3ERES|46aVULN|5RPLT|7BEXP|89AART
727	25351 21132	   	160.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2CDMG|3MLV|4FEWX|5ZMB|6VULN|7ASPD|8AART|9RCR|aDMG
728	65221 21132	   	160.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1FEWX|2CDMG|3DUR|4MLV|5ZMB|6VULN|7ASPD|8AART|9RCR|aDMG
729	13342 51621	   	160.14	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|3ERES|4VULN|56DUR|7DUST|8CDMG|9DMG|aAART
730	13522 13161	   	160.14	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|35DUR|4DMG|6DUST|7TLV|8CDMG|9VULN|aAART
731	13563 23621	   	160.14	ACR|1AART|1VULN|1DMG|1CDMG|2DUR	1RCVC|2RCR|36DUR|4CDMG|5TLV|7VULN|8DUST|9DMG|aAART
732	42433 51122	   	160.12	ACR|2VULN|2DMG|1CDMG|1DUR	1LWND|23DMG|4RCR|57VULN|6DUR|8RCVC|9CDMG|aMLV
733	42233 51125	   	160.12	ACR|2VULN|2DMG|1CDMG|1DUR	13LWND|2aDMG|4RCR|57VULN|6DUR|8RCVC|9CDMG
734	42433 21233	   	160.12	ACR|3VULN|2DMG|1DUR	1LWND|23DMG|4RCR|57aVULN|6FEWX|8DUST|9DUR
735	42433 21236	   	160.12	ACR|3DMG|2VULN|1DUR	1LWND|23aDMG|4RCR|57VULN|6FEWX|8DUST|9DUR
736	42433 51223	   	160.12	ACR|3VULN|2DMG|1DUR	1LWND|23DMG|4RCR|57aVULN|6DUR|8DUST|9FEWX
737	24363 11231	 * 	160.10	DCR|2DMG|1AART|2ZMB|1CDMG|2DUR	17DUR|29ZMB|3RPLT|4AART|57DMG|67BEXP|7BPWR|8CDMG|aRCR
738	24363 31231	   	160.10	DCR|2DMG|1AART|2ZMB|1CDMG|2DUR	17DUR|29ZMB|3RPLT|4AART|57DMG|67LHND|7BPWR|8CDMG|aRCR
739	62423 61232	   	160.10	DCR|2VULN|2DMG|1CDMG|1ASPD	1FEWX|23DMG|4LHND|57VULN|6RCR|8DUST|9ASPD|aCDMG
740	13233 51621	   	160.09	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1MSE	1RCVC|2RCR|3ZMB|4MSE|57VULN|6DUR|8CDMG|9DMG|aAART
741	13242 11621	   	160.09	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1MSE	1RCVC|2RCR|3ZMB|47VULN|5DUR|6MSE|8CDMG|9DMG|aAART
742	13253 13432	   	160.09	ACR|4VULN|2ZMB|1ASPD|1SELL	1RCVC|2RCR|39ZMB|4SELL|5ASPD|69TLV|789aVULN|9BPWR
743	13155 51121	   	160.09	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3FEWX|4DUST|5DMG|6DUR|79VULN|8AART|aLHND
744	13155 51123	   	160.09	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3FEWX|4DUST|5DMG|6DUR|79VULN|8AART|aMLV
745	13345 21253	   	160.09	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3ERES|49VULN|5RPLT|6DUR|7BELT|8AART|aDMG
746	13555 21121	   	160.09	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3DUR|4DUST|5DMG|6FEWX|79VULN|8AART|aLHND
747	13555 21123	   	160.09	ACR|2VULN|1AART|1DMG|1DUR	1RCVC|2RCR|3DUR|4DUST|5DMG|6FEWX|79VULN|8AART|aMLV
748	13255 33231	   	160.07	ACR|3VULN|1AART|1ZMB|1SELL	1aRCVC|2RCR|3ZMB|4SELL|567VULN|8ERES|9AART
749	42433 51121	   	160.02	ACR|2VULN|2DMG|1CDMG|1DUR	1LWND|23DMG|4RCR|57VULN|6DUR|8RCVC|9CDMG|aDUST
750	13515 63232	   	160.00	ACR|2DMG|1AART|2DUR|1ZMB	18RCVC|2RCR|37DUR|4LWND|5AART|69DMG|aZMB
751	13246 22224	   	159.98	ACR|3VULN|2ZMB|1CDMG|1DUR	1RCVC|2RCR|35ZMB|459VULN|5BPWR|6MLV|7CDMG|8DUR|aLHND
752	13246 22225	   	159.98	ACR|3VULN|2ZMB|1CDMG|1DUR	1RCVC|2RCR|35ZMB|459VULN|5BPWR|6MLV|7CDMG|8DUR|aFEWX
753	13246 22251	   	159.98	ACR|3VULN|2ZMB|1CDMG|1DUR	1RCVC|2RCR|35ZMB|45aVULN|5BPWR|6MLV|7CDMG|8DUR|9DMSP
754	13355 31235	   	159.97	ACR|2VULN|2DMG|1DUR|1ASPD|1SELL	1RCVC|2RCR|3ERES|4SELL|56VULN|7aDMG|8DUR|9ASPD
755	13165 31252	 * 	159.94	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1RCVC|2RCR|39FEWX|4CDMG|5AART|6SELL|79DMG|89VULN|9BPWR|aRMIN
756	13165 31253	 * 	159.94	ACR|2VULN|2DMG|1AART|1CDMG|1SELL	1RCVC|2RCR|39FEWX|4CDMG|5AART|6SELL|79DMG|89VULN|9BPWR|aLWND
757	24363 41231	   	159.90	DCR|2DMG|1AART|2ZMB|1CDMG|2DUR	17DUR|29ZMB|3RPLT|4AART|57DMG|67DUST|7BPWR|8CDMG|aRCR
758	13246 22226	   	159.88	ACR|3VULN|2ZMB|1CDMG|1DUR	1RCVC|2RCR|35ZMB|459VULN|5BPWR|6MLV|7CDMG|8DUR|aMBVNT
759	51321 61126	   	159.88	DCR|2VULN|1AART|1DMG|1CDMG	12DUST|2BPWR|3BEXP|4DMG|5FEWX|6RCR|79VULN|8AART|aCDMG
760	53123 66112	   	159.88	DCR|2DMG|1AART|1VULN|1CDMG	1DUST|2TLV|3RMIN|4aDMG|5VULN|6RCR|7CDMG|8AART|9BEXP
761	53123 66123	   	159.88	DCR|2DMG|1AART|1VULN|1CDMG	1DUST|2TLV|3RMIN|4aDMG|5VULN|6RCR|7CDMG|8AART|9BELT
762	13246 63131	   	159.86	ACR|3VULN|3ZMB|1ASPD	1RCVC|2RCR|35aZMB|457VULN|5BPWR|68CGEN|9ASPD
763	13246 32632	   	159.86	ACR|3VULN|3ZMB|1ASPD	1RCVC|2RCR|358ZMB|45aVULN|5BPWR|6LWND|7LHND|9ASPD
764	13124 31745	   	159.84	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1RCVC|2RCR|3FEWX|49DMG|5SELL|6VULN|7MBVNT|8AART|aDUR
765	13124 31762	   	159.84	ACR|2DMG|1AART|1VULN|1DUR|1SELL	1RCVC|2RCR|3FEWX|4aDMG|5SELL|6VULN|7MBVNT|8AART|9DUR
766	13223 62636	   	159.84	ACR|3VULN|1AART|1ZMB	1RCVC|2RCR|3ZMB|49LHND|57aVULN|6RMIN|8AART
767	13245 33621	   	159.84	ACR|3VULN|1AART|1ZMB	1RCVC|2RCR|3ZMB|46aVULN|5RPLT|7CGEN|8AART|9RMIN
768	13245 33631	   	159.84	ACR|3VULN|1AART|1ZMB	1RCVC|2RCR|3ZMB|469VULN|5RPLT|7CGEN|8AART|aMLV
769	13216 22214	   	159.84	ACR|1AART|1VULN|2CDMG|1ZMB|1ASPD|1DUR	1RCVC|2RCR|3ZMB|4ASPD|5FEWX|67CDMG|8DUR|9AART|aVULN
770	13165 22521	   	159.82	ACR|1AART|1VULN|1DMG|1CDMG|1DUR	18RCVC|2RCR|3FEWX|4CDMG|5AART|6DMG|7DUR|9DMSP|aVULN
771	13243 25221	   	159.78	ACR|3VULN|2ZMB|1CDMG|1DUR	1RCVC|2RCR|37ZMB|49aVULN|5TLV|6CDMG|8DUR
772	13246 12632	   	159.76	ACR|3VULN|3ZMB|1ASPD	1RCVC|2RCR|358ZMB|45aVULN|5BPWR|6DUST|7LHND|9ASPD
773	42434 31113	 * 	159.75	ACR|3DMG|1AART|1VULN|1SELL	1LWND|23aDMG|4RCR|5SELL|6VULN|7MBVNT|8AART|9BEXP
774	42434 31123	 * 	159.75	ACR|3DMG|1AART|1VULN|1SELL	1LWND|23aDMG|4RCR|5SELL|6VULN|7MBVNT|8AART|9FEWX
775	42434 31133	 * 	159.75	ACR|3DMG|1AART|1VULN|1SELL	1LWND|23aDMG|4RCR|5SELL|6VULN|7MBVNT|8AART|9LHND
776	13245 33613	   	159.74	ACR|3VULN|1AART|1ZMB	1RCVC|2RCR|3ZMB|46aVULN|5RPLT|7CGEN|8AART|9SNIHEL
777	13245 33632	   	159.74	ACR|3VULN|1AART|1ZMB	1RCVC|2RCR|3ZMB|469VULN|5RPLT|7CGEN|8AART|aDUST
778	13553 33314	   	159.74	ACR|2AART|1VULN|1DMG|2DUR	1RCVC|2RCR|39DUR|4DUST|5VULN|6VENICY|78AART|aDMG
779	13521 11111	   	159.72	ACR|2VULN|2DMG|1AART|2DUR|1MSE	1RCVC|2RCR|39DUR|49DMG|5FEWX|6MSE|79VULN|8AART|9BPWR|aLHND
780	13521 11113	   	159.72	ACR|2VULN|2DMG|1AART|2DUR|1MSE	1RCVC|2RCR|39DUR|49DMG|5FEWX|6MSE|79VULN|8AART|9BPWR|aMLV
781	13521 11114	   	159.72	ACR|2VULN|2DMG|1AART|2DUR|1MSE	1RCVC|2RCR|39DUR|49DMG|5FEWX|6MSE|79VULN|8AART|9BPWR|aLWND
782	13126 25314	   	159.71	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3FEWX|4DMG|5MLV|6CDMG|7ZMB|8CGEN|9AART|aVULN
783	13253 21214	   	159.70	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD|1SELL	1RCVC|2RCR|3ZMB|4SELL|5ASPD|6MLV|7DMG|8DUR|9AART|aVULN
784	42233 21123	   	159.70	ACR|2VULN|2DMG|2CDMG	13aLWND|2aDMG|4RCR|57VULN|6FEWX|8RCVC|9aCDMG|aBPWR
785	42423 62323	   	159.67	DCR|2VULN|2DMG|2CDMG	18aLWND|23DMG|4LEGI|5aVULN|6RCR|7DMSP|9aCDMG|aBPWR
786	42223 61123	   	159.64	DCR|3VULN|1DMG|2CDMG	13aLWND|2DMG|4LEGI|57aVULN|6RCR|8RCVC|9aCDMG|aBPWR
787	13115 13212	   	159.64	ACR|2VULN|1AART|1CDMG|1ZMB	1RCVC|2RCR|3FEWX|4LWND|5AART|6LIT|79VULN|8CDMG|aZMB
788	13223 26612	   	159.61	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|3ZMB|4LHND|5VULN|6FEWX|7CDMG|8DUST|9AART|aDMG
789	13123 61155	   	159.61	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	1RCVC|2RCR|36FEWX|4DMG|58ASPD|7ZMB|9AART|aVULN
790	13243 22361	   	159.61	ACR|2VULN|1DMG|2CDMG|1ZMB	1RCVC|2RCR|3ZMB|4aVULN|5TLV|67CDMG|8DLOT|9DMG
791	13244 22351	   	159.61	ACR|2VULN|1DMG|2CDMG|1ZMB	1RCVC|2RCR|3ZMB|4aVULN|5NUKE|67CDMG|8DLOT|9DMG
792	25534 24741	 * 	159.61	DCR|3VULN|1AART|1CDMG|1DUR	1DUR|2CDMG|3MBVNT|4RCVC|5BEXP|679VULN|8RCR|aAART
793	13253 11214	   	159.60	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD|1SELL	1RCVC|2RCR|3ZMB|4SELL|5ASPD|6TLV|7DMG|8DUR|9AART|aVULN
794	22363 36511	   	159.60	DCR|3DMG|1AART|1ZMB|1ASPD|1DUR	1DUR|256DMG|3RPLT|4AART|7ASPD|8ZMB|9NUKE|aRCR
795	42361 33241	   	159.57	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	15LWND|26DMG|3RPLT|4AART|7ZMB|8VULN|9RCR|aDUR
796	13263 53314	 * 	159.56	ACR|3VULN|1DMG|2ZMB	1RCVC|2RCR|3aZMB|4LIT|58aVULN|6FEWX|7DMG|9aLHND|aBPWR
797	13524 21221	   	159.53	ACR|3DMG|1AART|2DUR|1SELL	1RCVC|2RCR|36DUR|479DMG|5SELL|8ERES|aAART
798	13211 35442	   	159.51	ACR|1AART|1VULN|1DMG|2ASPD|1ZMB	1RCVC|2RCR|3ZMB|46ASPD|5CANHEL|7VULN|8MLV|9AART|aDMG
