0	Index      	 *	Score 	Summary	Detail	
1	32231 63662	 * 	197.43	ACR|4VULN|2DMG|1AART|1DUR	1DUR|2TLV|3567VULN|4RCR|89DMG|aAART
689	21252 48136	   	169.08	DCR|4VULN|1AART|1DMG	17CGEN|2MBVNT|3679VULN|4AART|57LIT|7BPWR|8DMG|aRCR
690	61285 11434	   	169.07	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	15DMG|2MBVNT|3SELL|4AART|5BPWR|6RCR|7LIT|8VULN|9ASPD|aCDMG
691	61285 12442	   	169.07	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD|1SELL	15DMG|2MBVNT|3SELL|4AART|5BPWR|6RCR|7ASPD|8LWND|9VULN|aCDMG
692	11253 57232	   	169.05	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2MBVNT|36VULN|4AART|5LWND|7DMG|8DUR|9RCR|aCDMG
693	31231 45316	   	169.04	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|358VULN|4RCR|6DUST|7AART|9RCVC|aDMG
694	32231 45316	   	169.04	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2TLV|358VULN|4RCR|6DUST|7AART|9RCVC|aDMG
695	55113 32511	   	169.04	DCR|2VULN|2DMG|2ZMB|2DUR|1ASPD	19VULN|2CGEN|39DMG|4ASPD|5aDUR|69ZMB|7RMIN|8RCR|9BPWR
696	61446 32131	   	169.01	DCR|3VULN|2DMG|1CDMG	18DMG|2MBVNT|38aVULN|4LWND|5CDMG|6RCR|78FEWX|8BPWR|9LIT
697	61446 32132	   	169.01	DCR|3DMG|2VULN|1CDMG	18aDMG|2MBVNT|38VULN|4LWND|5CDMG|6RCR|78FEWX|8BPWR|9LIT
698	61446 32153	   	169.01	DCR|3VULN|2DMG|1CDMG	18DMG|2MBVNT|38aVULN|4LWND|5CDMG|6RCR|78FEWX|8BPWR|9CGEN
699	61674 12313	   	169.00	DCR|3VULN|2DMG|2DUR|1ZMB	19DMG|2MBVNT|3ZMB|489VULN|5FEWX|6CGEN|79DUR|9BPWR|aRCR
700	33316 12246	   	168.95	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUR|25AART|3LSRHEA|49RCVC|6RCR|7VULN|8CDMG|aDMG
701	23236 16252	   	168.94	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|26BEXP|369VULN|4RCR|5AART|6BPWR|7DMG|8DUR|aLWND
702	23236 16253	   	168.94	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|26BEXP|369VULN|4RCR|5AART|6BPWR|7DMG|8DUR|aRMIN
703	23236 16351	   	168.94	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|26BEXP|36aVULN|4RCR|5AART|6BPWR|7DMG|8DMSP|9DUR
704	23236 16311	   	168.94	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|26BEXP|369VULN|4RCR|5AART|6BPWR|7DMG|8DMSP|aDUR
705	51113 32511	   	168.94	DCR|2VULN|2DMG|2ZMB|2DUR|1ASPD	19VULN|2ERES|39DMG|4ASPD|5aDUR|69ZMB|7RMIN|8RCR|9BPWR
706	52113 32511	   	168.94	DCR|2VULN|2DMG|2ZMB|2DUR|1ASPD	19VULN|2TLV|39DMG|4ASPD|5aDUR|69ZMB|7RMIN|8RCR|9BPWR
707	52133 31246	   	168.92	DCR|2VULN|2DMG|1AART|1ZMB	18VULN|2TLV|39DMG|4RCVC|5ERES|6ZMB|7AART|aRCR
708	61416 32116	   	168.91	DCR|3VULN|2DMG|1CDMG	18DMG|2MBVNT|38aVULN|4DUST|5CDMG|6RCR|78FEWX|8BPWR|9MLV
709	61416 32131	   	168.91	DCR|3VULN|2DMG|1CDMG	18DMG|2MBVNT|38aVULN|4DUST|5CDMG|6RCR|78FEWX|8BPWR|9LIT
710	61416 32132	   	168.91	DCR|3DMG|2VULN|1CDMG	18aDMG|2MBVNT|38VULN|4DUST|5CDMG|6RCR|78FEWX|8BPWR|9LIT
711	61416 32153	   	168.91	DCR|3VULN|2DMG|1CDMG	18DMG|2MBVNT|38aVULN|4DUST|5CDMG|6RCR|78FEWX|8BPWR|9CGEN
712	61416 38112	   	168.91	DCR|3VULN|2DMG|1CDMG	18DMG|2MBVNT|38aVULN|4DUST|5CDMG|6RCR|78LHND|8BPWR|9MLV
713	61416 38132	   	168.91	DCR|3VULN|2DMG|1CDMG	18DMG|2MBVNT|38aVULN|4DUST|5CDMG|6RCR|78LHND|8BPWR|9CGEN
714	61446 32173	   	168.91	DCR|3VULN|2DMG|1CDMG	18DMG|2MBVNT|38aVULN|4LWND|5CDMG|6RCR|78FEWX|8BPWR|9ERES
715	21252 43136	   	168.88	DCR|4VULN|1AART|1DMG	1CGEN|2MBVNT|3679VULN|4AART|5LIT|8DMG|aRCR
716	61452 43346	   	168.88	DCR|4VULN|1AART|1DMG	1DMG|2MBVNT|3679VULN|4AART|5LIT|8RMIN|aRCR
717	61452 43436	   	168.88	DCR|4VULN|1AART|1DMG	1DMG|2MBVNT|3679VULN|4AART|5LIT|8CGEN|aRCR
718	23236 26311	   	168.84	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|2BEXP|369VULN|4RCR|5AART|7DMG|8DMSP|aDUR
719	23236 26252	   	168.84	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|2BEXP|369VULN|4RCR|5AART|7DMG|8DUR|aLWND
720	23236 26253	   	168.84	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|2BEXP|369VULN|4RCR|5AART|7DMG|8DUR|aRMIN
721	23236 26351	   	168.84	ACR|3VULN|1AART|1DMG|1DUR	1CGEN|2BEXP|36aVULN|4RCR|5AART|7DMG|8DMSP|9DUR
722	35236 12327	   	168.84	ACR|3VULN|1AART|1DMG|1DUR	1DUR|26CGEN|368VULN|4RCR|5AART|6BPWR|7LWND|9MBVNT|aDMG
723	35236 13327	   	168.84	ACR|3VULN|1AART|1DMG|1DUR	1DUR|26CGEN|368VULN|4RCR|5AART|6BPWR|7LHND|9MBVNT|aDMG
724	61416 32173	   	168.81	DCR|3VULN|2DMG|1CDMG	18DMG|2MBVNT|38aVULN|4DUST|5CDMG|6RCR|78FEWX|8BPWR|9ERES
725	61416 38142	   	168.81	DCR|3VULN|2DMG|1CDMG	18DMG|2MBVNT|38aVULN|4DUST|5CDMG|6RCR|78LHND|8BPWR|9ERES
726	61426 36131	   	168.81	DCR|3VULN|2DMG|1CDMG	18DMG|2MBVNT|38aVULN|4FEWX|5CDMG|6RCR|78DUST|8BPWR|9LIT
727	61426 36132	   	168.81	DCR|3DMG|2VULN|1CDMG	18aDMG|2MBVNT|38VULN|4FEWX|5CDMG|6RCR|78DUST|8BPWR|9LIT
728	61446 36112	   	168.81	DCR|3VULN|2DMG|1CDMG	18DMG|2MBVNT|38aVULN|4LWND|5CDMG|6RCR|78DUST|8BPWR|9MLV
729	61446 36132	   	168.81	DCR|3VULN|2DMG|1CDMG	18DMG|2MBVNT|38aVULN|4LWND|5CDMG|6RCR|78DUST|8BPWR|9CGEN
730	61226 81442	   	168.77	DCR|3DMG|1AART|2CDMG|1ASPD|1SELL	15aDMG|2MBVNT|3SELL|4ASPD|6RCR|7aMLV|8AART|9aCDMG|aBPWR
731	31236 12346	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|26ERES|368VULN|4RCR|5AART|6BPWR|7LWND|9FEWX|aDMG
732	31236 13346	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|26ERES|368VULN|4RCR|5AART|6BPWR|7LHND|9FEWX|aDMG
733	31236 15342	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|26ERES|368VULN|4RCR|5AART|6BPWR|79FEWX|aDMG
734	31236 22346	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|368VULN|4RCR|5AART|7LWND|9FEWX|aDMG
735	31236 23346	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|368VULN|4RCR|5AART|7LHND|9FEWX|aDMG
736	31236 25342	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|368VULN|4RCR|5AART|79FEWX|aDMG
737	32236 15342	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|26TLV|368VULN|4RCR|5AART|6BPWR|79FEWX|aDMG
738	32236 25342	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2TLV|368VULN|4RCR|5AART|79FEWX|aDMG
739	35236 22327	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2CGEN|368VULN|4RCR|5AART|7LWND|9MBVNT|aDMG
740	35236 23327	   	168.74	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2CGEN|368VULN|4RCR|5AART|7LHND|9MBVNT|aDMG
741	61416 31263	   	168.71	DCR|3VULN|2DMG|1CDMG	19DMG|2MBVNT|38aVULN|4DUST|5CDMG|6RCR|7CGEN
742	61446 33263	   	168.71	DCR|3VULN|2DMG|1CDMG	19DMG|2MBVNT|37aVULN|4LWND|5CDMG|6RCR|8ERES
743	61446 36142	   	168.71	DCR|3VULN|2DMG|1CDMG	18DMG|2MBVNT|38aVULN|4LWND|5CDMG|6RCR|78DUST|8BPWR|9ERES
744	33326 32146	   	168.70	DCR|3VULN|1AART|3DUR|1ASPD	158DUR|2AART|3LSRHEA|48LIT|6RCR|789VULN|8BPWR|aASPD
745	51223 22635	   	168.68	DCR|3VULN|1AART|1DMG|1ZMB	139VULN|25ERES|4DMG|6LIT|7AART|8RCR|aZMB
746	31236 12327	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1DUR|26ERES|368VULN|4RCR|5AART|6BPWR|7LWND|9MBVNT|aDMG
747	31236 13327	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1DUR|26ERES|368VULN|4RCR|5AART|6BPWR|7LHND|9MBVNT|aDMG
748	31236 22327	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|368VULN|4RCR|5AART|7LWND|9MBVNT|aDMG
749	31236 23327	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|368VULN|4RCR|5AART|7LHND|9MBVNT|aDMG
750	31236 26612	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1DUR|28ERES|369VULN|4RCR|5AART|7DMG|aLWND
751	31236 26613	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1DUR|28ERES|369VULN|4RCR|5AART|7DMG|aLHND
752	31236 26631	   	168.64	ACR|3VULN|1AART|1DMG|1DUR	1DUR|28ERES|36aVULN|4RCR|5AART|7DMG|9LWND
753	21258 34161	   	168.63	DCR|3DMG|2AART|1VULN	18CGEN|2MBVNT|3VULN|45AART|68aDMG|78LSRREG|8BPWR|9RCR
754	31231 55522	   	168.63	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ERES|35VULN|4RCR|6DMG|7ASPD|8ZMB|9AART|aLWND
755	31231 55523	   	168.63	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2ERES|35VULN|4RCR|6DMG|7ASPD|8ZMB|9AART|aRMIN
756	32231 55522	   	168.63	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2TLV|35VULN|4RCR|6DMG|7ASPD|8ZMB|9AART|aLWND
757	32231 55523	   	168.63	ACR|2VULN|1AART|1DMG|1ZMB|1DUR|1ASPD	1DUR|2TLV|35VULN|4RCR|6DMG|7ASPD|8ZMB|9AART|aRMIN
758	62121 36243	   	168.62	DCR|3VULN|3DMG	134DMG|26aFEWX|59aVULN|7RCR|8RMIN|aBPWR
759	63121 16243	   	168.62	DCR|3VULN|3DMG	134DMG|26aBEXP|59aVULN|7RCR|8RMIN|aBPWR
760	63121 16611	   	168.62	DCR|3VULN|3DMG	134DMG|269BEXP|589VULN|7RCR|9BPWR|aDMSP
761	61177 31132	   	168.61	DCR|2DMG|1AART|1VULN|1CDMG|1ASPD	13DMG|2MBVNT|4ERES|5AART|6RCR|7ASPD|8CDMG|9BELT|aVULN
762	61416 33263	   	168.61	DCR|3VULN|2DMG|1CDMG	19DMG|2MBVNT|37aVULN|4DUST|5CDMG|6RCR|8ERES
763	33356 61122	   	168.61	DCR|2AART|2VULN|3DUR|1CDMG	14aDUR|25AART|3LSRHEA|6CDMG|7RCR|89VULN
764	33551 12133	   	168.61	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	17DUR|2AART|3RMIN|457DUST|67VULN|7BPWR|8CDMG|9RCR|aDMG
765	62143 33243	   	168.61	DCR|3DMG|2VULN|1ZMB|1DUR	13aDMG|2FEWX|4aVULN|5DUR|6ZMB|7RPLT|8RCR|9aLHND|aBPWR
766	63143 33233	   	168.61	DCR|3DMG|2VULN|1ZMB|1DUR	13aDMG|2BEXP|4aVULN|5DUR|6ZMB|7RPLT|8RCR|9aFEWX|aBPWR
767	63143 33243	   	168.61	DCR|3DMG|2VULN|1ZMB|1DUR	13aDMG|2BEXP|4aVULN|5DUR|6ZMB|7RPLT|8RCR|9aLHND|aBPWR
768	33456 12223	   	168.60	DCR|2AART|2VULN|1CDMG|2DUR	14DUR|25AART|3MGNSTR|6RCR|79VULN|8CDMG|aRCVC
769	51243 31261	   	168.59	DCR|4VULN|1AART|2DUR|1ASPD	1348VULN|2ERES|5ASPD|6aDUR|7AART|9RCR
770	52243 31261	   	168.59	DCR|4VULN|1AART|2DUR|1ASPD	1348VULN|2TLV|5ASPD|6aDUR|7AART|9RCR
771	31233 63312	   	168.54	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|367VULN|4RCR|5RCVC|8LWND|9DMG|aAART
772	31233 63632	   	168.54	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|367VULN|4RCR|5RCVC|8DMG|9LWND|aAART
773	31246 15312	   	168.54	ACR|3VULN|1AART|1DMG|1DUR	1DUR|26ERES|368VULN|4AART|5RCR|6BPWR|7FEWX|9RCVC|aDMG
774	31246 25312	   	168.54	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|368VULN|4AART|5RCR|7FEWX|9RCVC|aDMG
775	32233 63632	   	168.54	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2TLV|367VULN|4RCR|5RCVC|8DMG|9LWND|aAART
776	32233 63642	   	168.54	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2TLV|367VULN|4RCR|5RCVC|8DMG|9DMSP|aAART
777	32246 15312	   	168.54	ACR|3VULN|1AART|1DMG|1DUR	1DUR|26TLV|368VULN|4AART|5RCR|6BPWR|7FEWX|9RCVC|aDMG
778	32246 25312	   	168.54	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2TLV|368VULN|4AART|5RCR|7FEWX|9RCVC|aDMG
779	31236 14327	   	168.54	ACR|3VULN|1AART|1DMG|1DUR	1DUR|26ERES|368VULN|4RCR|5AART|6BPWR|7LEGI|9MBVNT|aDMG
780	31236 16612	   	168.54	ACR|3VULN|1AART|1DMG|1DUR	1DUR|268ERES|36aVULN|4RCR|5AART|6BPWR|7DMG|9TLV
781	31236 24327	   	168.54	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2ERES|368VULN|4RCR|5AART|7LEGI|9MBVNT|aDMG
782	63113 52241	   	168.52	DCR|3DMG|1AART|2CDMG|1DUR	138DMG|28BEXP|4LIT|5MLV|6RCR|78CDMG|8BPWR|9AART|aDUR
783	63121 16612	   	168.52	DCR|3VULN|3DMG	134DMG|269BEXP|589VULN|7RCR|9BPWR|aTLV
784	61153 33623	   	168.51	DCR|3DMG|2VULN|1ZMB|1DUR	13aDMG|2MBVNT|4aVULN|5DUR|6ZMB|7RPLT|8RCR|9aLWND|aBPWR
785	33356 12223	   	168.50	DCR|2AART|2VULN|1CDMG|2DUR	14DUR|25AART|3LSRHEA|6RCR|79VULN|8CDMG|aRCVC
786	53536 33112	 * 	168.46	3VULN|3DMG|2AART|2ZMB|1DUR	147VULN|2DUR|38AART|57ZMB|67aDMG|7BPWR|9CGEN
787	11247 57232	   	168.45	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1ASPD|2MBVNT|36VULN|4LWND|5AART|7DMG|8DUR|9RCR|aCDMG
788	51261 21234	   	168.43	DCR|3VULN|1AART|1DMG|1CDMG	136VULN|2ERES|4AART|5CGEN|7DMG|8FEWX|9CDMG|aRCR
789	61147 41383	 * 	168.42	DCR|2AART|2DMG|1VULN|1CDMG	13DMG|2MBVNT|4RMIN|5aAART|6CDMG|7FEWX|8RCR|9VULN
790	63111 52241	   	168.42	DCR|3DMG|1AART|2CDMG|1DUR	138DMG|28BEXP|4LIT|5TLV|6RCR|78CDMG|8BPWR|9AART|aDUR
791	63121 16631	   	168.42	DCR|3VULN|3DMG	134DMG|26BEXP|58aVULN|7RCR|9SNIHEL
792	11148 41512	   	168.41	DCR|3VULN|2DMG|1ZMB|1ASPD	1ASPD|2MBVNT|36DMG|46aVULN|5RPLT|6BPWR|7ZMB|8RCR|9MLV
793	11148 41518	   	168.41	DCR|3DMG|2VULN|1ZMB|1ASPD	1ASPD|2MBVNT|36aDMG|46VULN|5RPLT|6BPWR|7ZMB|8RCR|9MLV
794	11148 41532	   	168.41	DCR|3VULN|2DMG|1ZMB|1ASPD	1ASPD|2MBVNT|36DMG|46aVULN|5RPLT|6BPWR|7ZMB|8RCR|9CGEN
795	11148 41538	   	168.41	DCR|3DMG|2VULN|1ZMB|1ASPD	1ASPD|2MBVNT|36aDMG|46VULN|5RPLT|6BPWR|7ZMB|8RCR|9CGEN
796	33356 12511	 * 	168.40	DCR|2AART|2VULN|2ZMB|2DUR	14DUR|25AART|3LSRHEA|6RCR|7aVULN|89ZMB
797	61411 54184	   	168.36	DCR|2VULN|2DMG|1AART|1CDMG	19DMG|2MBVNT|35VULN|46DUST|7AART|8CDMG|aRCR
798	53536 33122	   	168.36	3VULN|3DMG|2AART|2ZMB|1DUR	147VULN|2DUR|38AART|57ZMB|67aDMG|7BPWR|9ERES
799	61421 61417	   	168.36	DCR|3VULN|3DMG|1DUR	169DMG|2MBVNT|359VULN|4FEWX|7DUR|89LWND|9BPWR|aRCR
800	31236 16136	   	168.34	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26ERES|36VULN|4RCR|5AART|6BPWR|7DMG|8LIT|9RCVC|aCDMG
801	31236 26136	   	168.34	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2ERES|36VULN|4RCR|5AART|7DMG|8LIT|9RCVC|aCDMG
802	51222 33442	 * 	168.31	DCR|5VULN|1DMG|1ZMB	1378aVULN|2ERES|4DMG|5LHND|6ZMB|9RCR
803	11148 41542	   	168.31	DCR|3VULN|2DMG|1ZMB|1ASPD	1ASPD|2MBVNT|36DMG|46aVULN|5RPLT|6BPWR|7ZMB|8RCR|9ERES
804	11148 41548	   	168.31	DCR|3DMG|2VULN|1ZMB|1ASPD	1ASPD|2MBVNT|36aDMG|46VULN|5RPLT|6BPWR|7ZMB|8RCR|9ERES
805	61153 33613	   	168.31	DCR|3DMG|2VULN|1ZMB|1DUR	13aDMG|2MBVNT|4aVULN|5DUR|6ZMB|7RPLT|8RCR|9aDUST|aBPWR
806	61177 32143	   	168.27	DCR|3DMG|1AART|1CDMG|1ZMB	139DMG|2MBVNT|4ERES|5AART|6RCR|7ZMB|8CDMG|aBEXP
807	53631 33261	   	168.27	ACR|4VULN|1CDMG|1ZMB|1ASPD|1DUR	158aVULN|2DUR|3RMIN|4RCR|6ZMB|7CDMG|9ASPD
808	53631 51221	   	168.24	ACR|3VULN|1AART|1DMG|1DUR	15aVULN|2DUR|3RMIN|4RCR|6DMG|7DUST|8RCVC|9AART
809	31236 16622	   	168.24	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|268ERES|36VULN|4RCR|5AART|6BPWR|7DMG|9RCVC|aCDMG
810	31233 13662	   	168.22	ACR|3VULN|2DMG|2DUR	16DUR|2ERES|37aVULN|4RCR|5RCVC|89DMG
811	31233 13664	   	168.22	ACR|3DMG|2VULN|2DUR	16DUR|2ERES|37VULN|4RCR|5RCVC|89aDMG
812	31233 63624	   	168.22	ACR|3VULN|2DMG|2DUR	19DUR|2ERES|367VULN|4RCR|5RCVC|8aDMG
813	32233 13664	   	168.22	ACR|3DMG|2VULN|2DUR	16DUR|2TLV|37VULN|4RCR|5RCVC|89aDMG
814	32233 63624	   	168.22	ACR|3VULN|2DMG|2DUR	19DUR|2TLV|367VULN|4RCR|5RCVC|8aDMG
815	61411 24637	   	168.22	DCR|2VULN|2DMG|1AART|1ZMB	1aDMG|2MBVNT|35VULN|4DUST|6BEXP|7AART|8ZMB|9RCR
816	33612 15361	   	168.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AART|3FEWX|4LIT|5BEXP|6aVULN|7RCR|8DMG|9CDMG
817	33613 25361	   	168.21	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2AART|3FEWX|4LIT|5aVULN|6BEXP|7RCR|8DMG|9CDMG
818	61282 24723	   	168.21	DCR|2VULN|2DMG|1AART|1DUR|1SELL	16DMG|2MBVNT|3SELL|4AART|5DUR|7aVULN|8RCR|9RMIN
819	61282 24743	   	168.21	DCR|2VULN|2DMG|1AART|1DUR|1SELL	16DMG|2MBVNT|3SELL|4AART|5DUR|7aVULN|8RCR|9MLV
820	61284 22314	   	168.21	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	16DMG|2MBVNT|3SELL|4AART|5aVULN|7ASPD|8RCR|9FEWX
821	61284 22324	   	168.21	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	16DMG|2MBVNT|3SELL|4AART|5aVULN|7ASPD|8RCR|9LHND
822	61284 22334	   	168.21	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	16DMG|2MBVNT|3SELL|4AART|5aVULN|7ASPD|8RCR|9BEXP
823	61284 22341	   	168.21	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	16DMG|2MBVNT|3SELL|4AART|59VULN|7ASPD|8RCR|aFEWX
824	61284 22342	   	168.21	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	16DMG|2MBVNT|3SELL|4AART|59VULN|7ASPD|8RCR|aBEXP
825	61284 22344	   	168.21	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	16DMG|2MBVNT|3SELL|4AART|59VULN|7ASPD|8RCR|aLHND
826	61284 24311	   	168.21	DCR|2VULN|2DMG|1AART|1DUR|1SELL	16DMG|2MBVNT|3SELL|4AART|57VULN|8RCR|9DUR|aMLV
827	61284 24313	   	168.21	DCR|2VULN|2DMG|1AART|1DUR|1SELL	16DMG|2MBVNT|3SELL|4AART|57VULN|8RCR|9DUR|aLWND
828	61284 24314	   	168.21	DCR|2VULN|2DMG|1AART|1DUR|1SELL	16DMG|2MBVNT|3SELL|4AART|57VULN|8RCR|9DUR|aBEXP
829	61284 24316	   	168.21	DCR|2VULN|2DMG|1AART|1DUR|1SELL	16DMG|2MBVNT|3SELL|4AART|57VULN|8RCR|9DUR|aCGEN
830	61284 33354	   	168.21	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	19DMG|2MBVNT|3SELL|4AART|5aVULN|6ASPD|7BEXP|8RCR
831	61177 32141	   	168.17	DCR|3DMG|1AART|1CDMG|1ZMB	139DMG|2MBVNT|4ERES|5AART|6RCR|7ZMB|8CDMG|aDUST
832	31231 36231	   	168.17	ACR|4VULN|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2ERES|358aVULN|4RCR|6ZMB|7CDMG|9ASPD
833	32231 36261	   	168.17	ACR|4VULN|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2TLV|358aVULN|4RCR|6ZMB|7CDMG|9ASPD
834	32231 35621	   	168.17	ACR|4VULN|1CDMG|1ZMB|1DUR|1ASPD	1DUR|2TLV|358aVULN|4RCR|6ZMB|7ASPD|9CDMG
835	61284 43154	   	168.12	DCR|2AART|2VULN|2DMG|1SELL	19DMG|2MBVNT|3SELL|46AART|59VULN|79BEXP|8BELT|9BPWR|aRCR
836	61282 24713	   	168.11	DCR|2VULN|2DMG|1AART|1DUR|1SELL	16DMG|2MBVNT|3SELL|4AART|5DUR|7aVULN|8RCR|9NUKE
837	61282 25343	   	168.11	DCR|2VULN|2DMG|1AART|1DUR|1SELL	16DMG|2MBVNT|3SELL|4AART|5DUR|7ERES|8RCR|9aVULN
838	61284 22343	   	168.11	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	16DMG|2MBVNT|3SELL|4AART|59VULN|7ASPD|8RCR|aDUST
839	61284 22354	   	168.11	DCR|2VULN|2DMG|1AART|1ASPD|1SELL	16DMG|2MBVNT|3SELL|4AART|5aVULN|7ASPD|8RCR|9DUST
840	61284 24315	   	168.11	DCR|2VULN|2DMG|1AART|1DUR|1SELL	16DMG|2MBVNT|3SELL|4AART|57VULN|8RCR|9DUR|aERES
841	61284 24317	   	168.11	DCR|2VULN|2DMG|1AART|1DUR|1SELL	16DMG|2MBVNT|3SELL|4AART|57VULN|8RCR|9DUR|aLEGI
842	15235 62323	 * 	168.08	DCR|2AART|1DMG|2CDMG|2ASPD|1ZMB|1DUR	12ASPD|3DMG|4DUR|5aCDMG|69AART|7ZMB|8RCR
843	35235 33318	   	168.06	ACR|3VULN|1AART|1CDMG|1ASPD|1DUR	1DUR|2CGEN|39aVULN|4RCR|5CDMG|6MBVNT|7AART|8ASPD
844	35231 61312	   	168.04	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2CGEN|356VULN|4RCR|7RCVC|8LWND|9DMG|aAART
845	35231 61612	   	168.04	ACR|3VULN|1AART|1DMG|1DUR	1DUR|29CGEN|356VULN|4RCR|7RCVC|8DMG|aAART
846	31236 16512	   	168.04	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26ERES|36VULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9FEWX|aRCVC
847	31236 16522	   	168.04	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26ERES|36VULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9LHND|aRCVC
848	31236 16532	   	168.04	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26ERES|36VULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9BEXP|aRCVC
849	31236 26512	   	168.04	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2ERES|36VULN|4RCR|5AART|7DMG|8CDMG|9FEWX|aRCVC
850	31236 26522	   	168.04	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2ERES|36VULN|4RCR|5AART|7DMG|8CDMG|9LHND|aRCVC
851	31236 26532	   	168.04	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2ERES|36VULN|4RCR|5AART|7DMG|8CDMG|9BEXP|aRCVC
852	32236 16512	   	168.04	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26TLV|36VULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9FEWX|aRCVC
853	32236 16522	   	168.04	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26TLV|36VULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9LHND|aRCVC
854	32236 16532	   	168.04	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|26TLV|36VULN|4RCR|5AART|6BPWR|7DMG|8CDMG|9BEXP|aRCVC
855	32236 26512	   	168.04	ACR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUR|2TLV|36VULN|4RCR|5AART|7DMG|8CDMG|9FEWX|aRCVC
