0	Index      	 *	Score 	Summary	Detail	
1	16263 33341	 * 	198.91	DCR|2AART|2VULN|1DMG|2CDMG|2DUR|1ASPD	1aAART|28CDMG|38VULN|4DMG|5ERES|68DUR|7RCR|8BPWR|9ASPD
638	41133 14253	 * 	169.62	ACR|1AART|3CDMG|1VULN|1DMG|2ZMB	18ZMB|2TLV|378CDMG|4RCR|5AART|68CGEN|8BPWR|9DMG|aVULN
639	13316 12721	   	169.60	DCR|3VULN|1AART|1CDMG|2DUR	1AART|239VULN|4MBVNT|5aDUR|6LIT|7RCR|8CDMG
640	13516 12721	   	169.60	DCR|3VULN|1AART|1CDMG|2DUR	1AART|239VULN|3BPWR|4MBVNT|5aDUR|6LIT|7RCR|8CDMG
641	16233 36361	   	169.60	DCR|3VULN|1AART|1CDMG|2DUR	1AART|2CDMG|38aVULN|46DUR|5ERES|7RCR|9RCVC
642	16135 43332	   	169.58	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	1AART|29CDMG|3MLV|49DUR|5RCR|6CGEN|7ZMB|89VULN|9BPWR|aRMIN
643	16562 33223	   	169.56	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB	16AART|2CDMG|3RCR|4DMG|5LIT|7RPLT|8CGEN|9ZMB|aVULN
644	52263 33123	   	169.54	ACR|3DMG|1AART|1VULN|1DUR	1DUR|25aDMG|3RCR|45LIT|5BPWR|6LWND|7VULN|8AART|9RPLT
645	16262 33252	   	169.51	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	19AART|2CDMG|3VULN|4DMG|5ASPD|6DUR|7RCR|8DUST|aRCVC
646	16262 33324	   	169.51	DCR|2AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1aAART|2CDMG|3VULN|4DMG|5ASPD|6DUR|7RCR|8LSRHEA|9LHND
647	16235 33253	   	169.51	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	19AART|2CDMG|3VULN|4DUR|5DMG|6RMIN|7RCR|8DUST|aASPD
648	16261 33253	   	169.51	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	19AART|2CDMG|3VULN|4DMG|5RMIN|6DUR|7RCR|8DUST|aASPD
649	16135 13332	   	169.48	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	1AART|29CDMG|3MLV|49DUR|5RCR|6ERES|7ZMB|89VULN|9BPWR|aRMIN
650	16135 43333	   	169.48	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	1AART|29CDMG|3MLV|49DUR|5RCR|6CGEN|7ZMB|89VULN|9BPWR|aDUST
651	52253 33123	   	169.44	ACR|3DMG|1AART|1VULN|1DUR	1DUR|24aDMG|3RCR|5LIT|6LWND|7VULN|8AART|9RPLT
652	52256 13133	   	169.44	ACR|3DMG|1AART|1VULN|1DUR	1DUR|24aDMG|3RCR|5FEWX|6LIT|7VULN|8AART|9RPLT
653	52263 23133	   	169.44	ACR|3DMG|1AART|1VULN|1DUR	1DUR|25aDMG|3RCR|45LIT|5BPWR|6DUST|7VULN|8AART|9RPLT
654	52231 11154	   	169.44	ACR|3VULN|1AART|1DMG|1DUR	1DUR|2DMG|3RCR|49aVULN|567LWND|8AART
655	16235 13253	   	169.41	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	19AART|2CDMG|3VULN|4DUR|5DMG|6ERES|7RCR|8DUST|aASPD
656	16235 23253	   	169.41	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	19AART|2CDMG|3VULN|4DUR|5DMG|6TLV|7RCR|8DUST|aASPD
657	16263 33253	   	169.41	DCR|2AART|1VULN|1DMG|1CDMG|1DUR|1ASPD	19AART|2CDMG|3VULN|4DMG|5ERES|6DUR|7RCR|8DUST|aASPD
658	33421 21635	   	169.38	DCR|3VULN|1AART|1DMG|1ZMB	1ERES|2AART|348VULN|5RCVC|6MLV|7DMG|9RCR|aZMB
659	16135 13333	   	169.38	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	1AART|29CDMG|3MLV|49DUR|5RCR|6ERES|7ZMB|89VULN|9BPWR|aDUST
660	16135 13336	   	169.38	ACR|2VULN|1AART|2CDMG|2DUR|1ZMB	1AART|29CDMG|3MLV|49DUR|5RCR|6ERES|7ZMB|89VULN|9BPWR|aDLOT
661	43326 13121	   	169.34	DCR|2VULN|3ZMB|1AART|1CDMG|1DUR	137ZMB|2AART|3BPWR|4CDMG|58VULN|6FEWX|9DUR|aRCR
662	52253 23133	   	169.34	ACR|3DMG|1AART|1VULN|1DUR	1DUR|24aDMG|3RCR|5LIT|6DUST|7VULN|8AART|9RPLT
663	43326 36121	   	169.32	DCR|3VULN|1AART|2ZMB|1CDMG	13ZMB|2AART|3BPWR|4CDMG|57aVULN|6CGEN|8RCR|9MLV
664	43326 16332	   	169.32	DCR|2VULN|1AART|2CDMG|2ZMB|1DUR	13ZMB|2AART|3BPWR|48CDMG|5aVULN|6FEWX|7RCR|9DUR
665	13312 55311	   	169.27	DCR|4VULN|2AART	18AART|2369VULN|4MBVNT|5BELT|7RCR|aMLV
666	13312 55314	   	169.27	DCR|4VULN|2AART	18AART|2369VULN|4MBVNT|5BELT|7RCR|aLIT
667	13312 55318	   	169.27	DCR|4VULN|2AART	18AART|2369VULN|4MBVNT|5BELT|7RCR|aRCVC
668	13512 55311	   	169.27	DCR|4VULN|2AART	18AART|2369VULN|3BPWR|4MBVNT|5BELT|7RCR|aMLV
669	13512 55314	   	169.27	DCR|4VULN|2AART	18AART|2369VULN|3BPWR|4MBVNT|5BELT|7RCR|aLIT
670	16562 31133	   	169.23	ACR|2AART|2DMG|2CDMG|1ASPD	16AART|2aCDMG|3RCR|47DMG|5LIT|8DUST|9ASPD
671	16262 13421	   	169.17	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2CDMG|3VULN|4DMG|5ASPD|6CGEN|7RCR|8BEXP|9DUR|aZMB
672	13312 55317	   	169.17	DCR|4VULN|2AART	18AART|2369VULN|4MBVNT|5BELT|7RCR|aTLV
673	52353 63331	   	169.14	DCR|3DMG|2VULN|1ASPD|1DUR	1DUR|249DMG|37VULN|5LIT|6RCR|8ASPD|aFEWX
674	52353 63332	   	169.14	DCR|3DMG|2VULN|1ASPD|1DUR	1DUR|249DMG|37VULN|5aLIT|6RCR|8ASPD
675	52333 63331	   	169.14	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|29DMG|347VULN|5LIT|6RCR|8ASPD|aLHND
676	52333 63333	   	169.14	DCR|3VULN|2DMG|1DUR|1ASPD	1DUR|29DMG|347VULN|5LIT|6RCR|8ASPD|aDMSP
677	52333 63336	   	169.14	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|29DMG|347VULN|5LIT|6RCR|8ASPD|aBEXP
678	52361 63331	   	169.14	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|29DMG|357VULN|4LIT|6RCR|8ASPD|aLHND
679	52361 63333	   	169.14	DCR|3VULN|2DMG|1DUR|1ASPD	1DUR|29DMG|357VULN|4LIT|6RCR|8ASPD|aDMSP
680	16553 21232	   	169.13	ACR|2AART|2VULN|2CDMG|1DUR	16AART|25CDMG|3RCR|47ERES|89VULN|aDUR
681	16553 21233	   	169.13	ACR|2AART|2VULN|2CDMG|1ASPD	16AART|25CDMG|3RCR|47ERES|89VULN|aASPD
682	16553 21221	   	169.13	ACR|2AART|2VULN|2CDMG|1DUR	16AART|25CDMG|3RCR|47ERES|8aVULN|9DUR
683	16262 33241	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2CDMG|3VULN|4DMG|5ASPD|6DUR|7RCR|8DUST|9CGEN|aZMB
684	16262 33261	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2CDMG|3VULN|4DMG|5ASPD|6DUR|7RCR|8DUST|9MLV|aZMB
685	16262 33332	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2CDMG|3VULN|4DMG|5ASPD|6DUR|7RCR|8LSRHEA|9ZMB|aMLV
686	16262 33334	   	169.07	DCR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD|1DUR	1AART|2CDMG|3VULN|4DMG|5ASPD|6DUR|7RCR|8LSRHEA|9ZMB|aLHND
687	16262 33335	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2CDMG|3VULN|4DMG|5ASPD|6DUR|7RCR|8LSRHEA|9ZMB|aFEWX
688	16262 33336	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2CDMG|3VULN|4DMG|5ASPD|6DUR|7RCR|8LSRHEA|9ZMB|aRCVC
689	16262 33521	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2CDMG|3VULN|4DMG|5ASPD|6DUR|7RCR|8LHND|9TLV|aZMB
690	16262 33611	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2CDMG|3VULN|4DMG|5ASPD|6DUR|7RCR|8CGEN|9DUST|aZMB
691	16242 33331	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2CDMG|3VULN|4RMIN|5ASPD|6DUR|7RCR|8LSRHEA|9ZMB|aDMG
692	16262 13611	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2CDMG|3VULN|4DMG|5ASPD|6CGEN|7RCR|8DUR|9DUST|aZMB
693	16632 53331	   	169.07	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2CDMG|3RMIN|4DUR|5ASPD|6VULN|7RCR|8LSRHEA|9ZMB|aDMG
694	13312 23434	 * 	169.07	DCR|4VULN|1AART|2ASPD	1AART|239aVULN|4MBVNT|5BELT|6aASPD|7RPLT|8RCR|aBPWR
695	13512 23434	   	169.07	DCR|4VULN|1AART|2ASPD	1AART|239aVULN|3aBPWR|4MBVNT|5BELT|6aASPD|7RPLT|8RCR
696	13312 55384	   	169.04	DCR|3VULN|2AART|1ASPD|1DUR	18AART|236VULN|4MBVNT|5BELT|7RCR|9DUR|aASPD
697	52333 63332	   	169.04	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|29DMG|347VULN|5LIT|6RCR|8ASPD|aERES
698	52333 63335	   	169.04	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|29DMG|347VULN|5LIT|6RCR|8ASPD|aDUST
699	52361 63332	   	169.04	DCR|3VULN|2DMG|1ASPD|1DUR	1DUR|29DMG|357VULN|4LIT|6RCR|8ASPD|aERES
700	52153 63123	 * 	169.02	DCR|3DMG|1AART|1VULN|1DUR	1DUR|24aDMG|3LWND|5LIT|6RCR|7VULN|8AART|9RPLT
701	13223 63462	   	169.01	DCR|2AART|2VULN|1DMG|1DUR	19AART|24VULN|3MLV|5BEXP|6RCR|7DUR|8DMG|aLWND
702	13223 63463	   	169.01	DCR|2AART|2VULN|1DMG|1DUR	19AART|24VULN|3MLV|5BEXP|6RCR|7DUR|8DMG|aCGEN
703	13323 63462	   	169.01	DCR|2AART|2VULN|1DMG|1DUR	19AART|23VULN|4CGEN|5BEXP|6RCR|7DUR|8DMG|aLWND
704	13323 63463	   	169.01	DCR|2AART|2VULN|1DMG|1DUR	19AART|23VULN|4aCGEN|5BEXP|6RCR|7DUR|8DMG
705	13333 63462	   	169.01	DCR|2AART|2VULN|1DMG|1DUR	19AART|23VULN|4MLV|5BEXP|6RCR|7DUR|8DMG|aLWND
706	13333 63463	   	169.01	DCR|2AART|2VULN|1DMG|1DUR	19AART|23VULN|4MLV|5BEXP|6RCR|7DUR|8DMG|aCGEN
707	41131 33123	   	169.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1ZMB|2TLV|3CDMG|4RCR|56LIT|79VULN|8AART|aDMG
708	13318 43262	   	168.99	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1AART|23VULN|4MBVNT|5CGEN|6RCR|7DUR|8ASPD|9ZMB|aCDMG
709	13518 43262	   	168.99	DCR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1AART|23VULN|3BPWR|4MBVNT|5CGEN|6RCR|7DUR|8ASPD|9ZMB|aCDMG
710	16262 13431	   	168.99	DCR|2AART|1VULN|1DMG|2CDMG|1ASPD	1aAART|29CDMG|3VULN|4DMG|5ASPD|6CGEN|7RCR|8BEXP
711	16262 33221	   	168.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1AART|2CDMG|3VULN|4DMG|5ASPD|6DUR|7RCR|8DUST|9TLV|aZMB
712	16262 33331	   	168.97	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1ASPD|1DUR	1AART|2CDMG|3VULN|4DMG|5ASPD|6DUR|7RCR|8LSRHEA|9ZMB|aNUKE
713	13318 43544	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	1aAART|23VULN|4MBVNT|5CGEN|6RCR|7DUR|8DMG|9RCVC
714	13318 43572	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	19AART|23VULN|4MBVNT|5CGEN|6RCR|7DUR|8DMG|aLWND
715	13318 43573	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	19AART|23VULN|4MBVNT|5aCGEN|6RCR|7DUR|8DMG
716	13318 43584	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	1aAART|23VULN|4MBVNT|59CGEN|6RCR|7DUR|8DMG
717	13518 43544	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	1aAART|23VULN|3BPWR|4MBVNT|5CGEN|6RCR|7DUR|8DMG|9RCVC
718	11146 41263	   	168.91	DCR|2AART|2VULN|1DMG|1ASPD	15AART|2BEXP|3MLV|4MBVNT|6RCR|7aVULN|8ASPD|9DMG
719	11146 41521	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	15AART|2BEXP|3MLV|4MBVNT|6RCR|7aVULN|8DMG|9DUR
720	12146 41263	   	168.91	DCR|2AART|2VULN|1DMG|1ASPD	15AART|2FEWX|3MLV|4MBVNT|6RCR|7aVULN|8ASPD|9DMG
721	12146 41521	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	15AART|2FEWX|3MLV|4MBVNT|6RCR|7aVULN|8DMG|9DUR
722	13223 63461	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	19AART|24VULN|3MLV|5BEXP|6RCR|7DUR|8DMG|aDUST
723	13322 63435	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	1aAART|23VULN|4CGEN|5LWND|6RCR|7DUR|8DMG|9TLV
724	13323 63435	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	1aAART|23VULN|4CGEN|5BEXP|6RCR|7DUR|8DMG|9TLV
725	13323 63461	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	19AART|23VULN|4CGEN|5BEXP|6RCR|7DUR|8DMG|aDUST
726	13333 63461	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	19AART|23VULN|4MLV|5BEXP|6RCR|7DUR|8DMG|aDUST
727	11146 41544	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	15AART|2BEXP|3MLV|4MBVNT|6RCR|79VULN|8DMG|aDUR
728	12146 41544	   	168.91	DCR|2AART|2VULN|1DMG|1DUR	15AART|2FEWX|3MLV|4MBVNT|6RCR|79VULN|8DMG|aDUR
