0	Index      	 *	Score 	Summary	Detail	
1	36233 21621	 * 	213.65	ACR|4VULN|2DMG|1AART|2CDMG	168aVULN|25DMG|3RCR|45CDMG|5BPWR|7LHND|9AART
727	36233 24511	   	183.90	ACR|2VULN|2DMG|1AART|2CDMG	16VULN|25DMG|3RCR|45CDMG|5BPWR|7aCGEN|8MGNLIT|9AART
728	36232 41532	   	183.90	ACR|2VULN|2DMG|1AART|2CDMG	18VULN|2aDMG|3RCR|48CDMG|568LHND|7DLOT|8BPWR|9AART
729	36162 63113	   	183.87	DCR|3VULN|2DMG|2ZMB|1CDMG	178VULN|25DMG|38ZMB|48LIT|6RCR|8BPWR|9CDMG|aERES
730	36233 14251	   	183.80	ACR|2VULN|2DMG|1AART|2CDMG	18VULN|25DMG|3RCR|45CDMG|5BPWR|6BEXP|7BELT|9AART|aDUST
731	36233 16123	   	183.80	ACR|2VULN|2DMG|1AART|2CDMG	1aVULN|25DMG|3RCR|45CDMG|5BPWR|6BEXP|7FEWX|8DUST|9AART
732	36233 22251	   	183.80	ACR|2VULN|2DMG|1AART|2CDMG	16VULN|25DMG|3RCR|45CDMG|5BPWR|7BELT|8BEXP|9AART|aDUST
733	36233 22351	   	183.80	ACR|2VULN|2DMG|1AART|2CDMG	16VULN|25DMG|3RCR|45CDMG|5BPWR|7BELT|8FEWX|9AART|aDUST
734	36233 23111	   	183.80	ACR|2VULN|2DMG|1AART|2CDMG	16VULN|25DMG|3RCR|45CDMG|5BPWR|7BASHEA|8aCGEN|9AART
735	36233 23115	   	183.80	ACR|2VULN|2DMG|1AART|2CDMG	16VULN|25DMG|3RCR|45CDMG|5BPWR|7BASHEA|8CGEN|9AART|aLIT
736	36233 25511	   	183.80	ACR|2VULN|2DMG|1AART|2CDMG	16VULN|25DMG|3RCR|45CDMG|5BPWR|7ERES|8MGNLIT|9AART|aCGEN
737	36233 25512	   	183.80	ACR|2VULN|2DMG|1AART|2CDMG	16VULN|25DMG|3RCR|45CDMG|5BPWR|7ERES|8MGNLIT|9AART|aLIT
738	36233 25513	   	183.80	ACR|2VULN|2DMG|1AART|2CDMG	16VULN|25DMG|3RCR|45CDMG|5BPWR|7ERES|8MGNLIT|9AART|aMLV
739	36233 31111	   	183.80	ACR|2VULN|2DMG|1AART|2CDMG	17VULN|25DMG|3RCR|45CDMG|5BPWR|6AIRHEL|8aCGEN|9AART
740	36233 31115	   	183.80	ACR|2VULN|2DMG|1AART|2CDMG	17VULN|25DMG|3RCR|45CDMG|5BPWR|6AIRHEL|8CGEN|9AART|aLIT
741	36233 32622	   	183.80	ACR|2VULN|2DMG|1AART|2CDMG	1aVULN|25DMG|3RCR|45CDMG|5BPWR|6AIRHEL|7LWND|8RPLT|9AART
742	35311 33541	   	183.77	DCR|3VULN|1AART|1DMG|1CDMG	139VULN|2AART|4DUR|5ERES|6LHND|7RCR|8CDMG|aDMG
743	36233 36622	   	183.70	ACR|2VULN|2DMG|1AART|2CDMG	1aVULN|25DMG|3RCR|45CDMG|5BPWR|6AIRHEL|7LEGI|8RPLT|9AART
744	36235 34112	   	183.70	ACR|2VULN|2DMG|1AART|2CDMG	15VULN|27DMG|3RCR|4aCDMG|6AIRHEL|8CGEN|9AART
745	36241 12143	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	169VULN|2DMG|3RCR|4LWND|5CDMG|7AART|8CGEN|aDUR
746	36241 12412	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	168VULN|2DMG|3RCR|4LWND|5CDMG|7AART|9ASPD|aBELT
747	36241 12413	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	168VULN|2DMG|3RCR|4LWND|5CDMG|7AART|9ASPD|aCGEN
748	36261 12143	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	169VULN|2DMG|3RCR|4LHND|5CDMG|7AART|8CGEN|aDUR
749	36261 12412	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	168VULN|2DMG|3RCR|4LHND|5CDMG|7AART|9ASPD|aBELT
750	36261 12413	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	168VULN|2DMG|3RCR|4LHND|5CDMG|7AART|9ASPD|aCGEN
751	56221 12143	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	1LWND|2DMG|3RCR|469VULN|5CDMG|7AART|8CGEN|aDUR
752	56221 12412	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	1LWND|2DMG|3RCR|468VULN|5CDMG|7AART|9ASPD|aBELT
753	56221 12413	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	1LWND|2DMG|3RCR|468VULN|5CDMG|7AART|9ASPD|aCGEN
754	36232 12315	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	16aVULN|2DMG|3RCR|4CDMG|5LHND|7AART|8DMSP|9ASPD
755	36241 12315	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	16aVULN|2DMG|3RCR|4LWND|5CDMG|7AART|8DMSP|9ASPD
756	36261 12315	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	16aVULN|2DMG|3RCR|4LHND|5CDMG|7AART|8DMSP|9ASPD
757	56221 12315	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	1LWND|2DMG|3RCR|46aVULN|5CDMG|7AART|8DMSP|9ASPD
758	36232 12143	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	169VULN|2DMG|3RCR|4CDMG|5LHND|7AART|8CGEN|aDUR
759	36232 12412	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	168VULN|2DMG|3RCR|4CDMG|5LHND|7AART|9ASPD|aBELT
760	36232 12413	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	168VULN|2DMG|3RCR|4CDMG|5LHND|7AART|9ASPD|aCGEN
761	36232 12414	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	168VULN|2DMG|3RCR|4CDMG|5LHND|7AART|9ASPD|aRPLT
762	36232 12453	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	168VULN|2DMG|3RCR|4CDMG|5LHND|7AART|9LWND|aDUR
763	33232 62241	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2RMIN|3RCR|4CDMG|5LHND|6DUR|7AART|aDMG
764	33261 62241	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2RMIN|3RCR|4LHND|5CDMG|6DUR|7AART|aDMG
765	36232 62242	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	189VULN|2DMG|3RCR|4CDMG|5LHND|6DUR|7AART|aFEWX
766	63221 62241	   	183.69	ACR|3VULN|1AART|1DMG|1CDMG	1LHND|2RMIN|3RCR|489VULN|5CDMG|6DUR|7AART|aDMG
