0	Index      	 *	Score 	Summary	Detail	
1	32131 51343	 * 	211.31	DCR|2VULN|2DMG|1AART|2CDMG|1DUR	17LHND|2DUR|3AART|47DMG|5LEGI|67CDMG|7BPWR|8aVULN|9RCR
625	22132 24352	   	183.38	DCR|2DMG|1MDPS|1VULN|1AART|1ZMB|1DUR	1FEWX|2DUR|3AART|48DMG|5ZMB|6RCR|7MDPS|9VULN|aRPLT
626	22132 24353	   	183.38	DCR|2DMG|1MDPS|1AART|1VULN|1ZMB|1DUR	1FEWX|2DUR|3AART|48DMG|5ZMB|6RCR|7MDPS|9VULN|aCGEN
627	22132 25215	   	183.38	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1FEWX|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8AAC|aRPLT
628	22132 25216	   	183.38	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1FEWX|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8AAC|aLWND
629	22132 25636	   	183.38	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1FEWX|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8RPLT|aDUST
630	22132 26213	   	183.38	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1FEWX|2DUR|3AART|49DMG|5ZMB|6RCR|7ERES|8LHND|aVULN
631	52132 25632	   	183.38	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1DUST|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8RPLT|aDMSP
632	52132 25633	   	183.38	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8RPLT|aCGEN
633	43246 13113	   	183.33	DCR|2VULN|1AART|1DMG|1AAC|1ZMB|1RMIN	1ERES|2AART|3ZMB|4RMIN|56VULN|7DMG|8RCVC|9RCR|aAAC
634	12132 23354	   	183.28	DCR|2DMG|1MDPS|1VULN|1AART|1ZMB|1DUR|1MSE	1BEXP|2DUR|3AART|48DMG|5ZMB|6RCR|7MDPS|9VULN|aMSE
635	12132 25211	   	183.28	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR|1MSE	1BEXP|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8AAC|aMSE
636	22132 24354	   	183.28	DCR|2DMG|1MDPS|1VULN|1AART|1ZMB|1DUR|1MSE	1FEWX|2DUR|3AART|48DMG|5ZMB|6RCR|7MDPS|9VULN|aMSE
637	22132 25211	   	183.28	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR|1MSE	1FEWX|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8AAC|aMSE
638	52132 22213	   	183.28	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1DUST|2DUR|3AART|49DMG|5ZMB|6RCR|7FEWX|8AAC|aVULN
639	52132 23351	   	183.28	DCR|1MDPS|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2DUR|3AART|48DMG|5ZMB|6RCR|7MDPS|9VULN|aLHND
640	52132 23352	   	183.28	DCR|2DMG|1MDPS|1VULN|1AART|1ZMB|1DUR	1DUST|2DUR|3AART|48DMG|5ZMB|6RCR|7MDPS|9VULN|aRPLT
641	52132 23353	   	183.28	DCR|1MDPS|2DMG|1AART|1VULN|1ZMB|1DUR	1DUST|2DUR|3AART|48DMG|5ZMB|6RCR|7MDPS|9VULN|aCGEN
642	52132 25215	   	183.28	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1DUST|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8AAC|aRPLT
643	52132 25216	   	183.28	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR	1DUST|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8AAC|aLWND
644	52132 26213	   	183.28	DCR|2DMG|1VULN|1AART|1ZMB|1DUR	1DUST|2DUR|3AART|49DMG|5ZMB|6RCR|7ERES|8LHND|aVULN
645	43623 24723	   	183.27	DCR|3VULN|1AART|1ASPD	1ERES|2AART|3MBVNT|48aVULN|5LWND|6RPLT|7RCR|9ASPD
646	52132 23354	   	183.18	DCR|2DMG|1MDPS|1VULN|1AART|1ZMB|1DUR|1MSE	1DUST|2DUR|3AART|48DMG|5ZMB|6RCR|7MDPS|9VULN|aMSE
647	52132 25211	   	183.18	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR|1MSE	1DUST|2DUR|3AART|49DMG|5ZMB|6RCR|7VULN|8AAC|aMSE
648	43621 24723	   	183.17	DCR|3VULN|1AART|1ASPD	1ERES|2AART|3MBVNT|48aVULN|5LEGI|6RPLT|7RCR|9ASPD
649	11265 21136	   	183.13	DCR|3DMG|1MDPS|1AART|2CDMG|1DUR	17BEXP|27CDMG|3MDPS|4AART|567DMG|7BPWR|8DUR|9RCR|aRCVC
650	21322 32126	   	183.10	DCR|1VULN|1AART|2CDMG|1ASPD|1DMG	13FEWX|23CDMG|3BPWR|4AART|5VULN|6LWND|7DMG|8BELT|9ASPD|aRCR
651	11265 21135	   	183.05	DCR|3DMG|1MDPS|1AART|2CDMG|1AAC|1DUR	17BEXP|27CDMG|3MDPS|4AART|567DMG|7BPWR|8DUR|9RCR|aAAC
652	31265 21135	   	183.05	DCR|3DMG|1MDPS|1AART|2CDMG|1AAC|1DUR	17LHND|27CDMG|3MDPS|4AART|567DMG|7BPWR|8DUR|9RCR|aAAC
653	11263 31243	 * 	182.99	DCR|3VULN|1MDPS|1AART|2CDMG	1BEXP|28CDMG|3MDPS|4AART|5MLV|67aVULN|9RCR
654	31263 31243	   	182.99	DCR|3VULN|1MDPS|1AART|2CDMG	1LHND|28CDMG|3MDPS|4AART|5MLV|67aVULN|9RCR
655	63612 13512	   	182.98	DCR|3AART|2VULN|1DMG	1MLV|25aAART|36VULN|48BEXP|7DMG|9RCR
656	21333 21616	 * 	182.88	DCR|2VULN|2CDMG|1NUKE|1DUR|1SPLREG	13FEWX|23CDMG|3BPWR|4CGEN|57VULN|6RCR|8DUR|9SPLREG|aNUKE
657	32143 13124	   	182.85	DCR|2VULN|2AART|2DUR|2ZMB	17LHND|25DUR|39AART|45ZMB|5BPWR|68VULN|aRCR
658	11265 21131	   	182.80	DCR|3DMG|1MDPS|1AART|2CDMG|1DUR	17BEXP|27CDMG|3MDPS|4AART|567DMG|7BPWR|8DUR|9RCR|aDMSP
659	31265 21133	   	182.80	DCR|3DMG|1MDPS|1AART|2CDMG|1DUR	17LHND|27CDMG|3MDPS|4AART|567DMG|7BPWR|8DUR|9RCR|aCGEN
660	31265 21136	   	182.80	DCR|3DMG|1MDPS|1AART|2CDMG|1DUR	17LHND|27CDMG|3MDPS|4AART|567DMG|7BPWR|8DUR|9RCR|aBELT
661	63126 23112	   	182.74	DCR|2AART|1VULN|1ASPD|1DMG	13MLV|2aAART|3BPWR|4ASPD|5VULN|6RMIN|7DMG|8RCVC|9RCR
662	12641 42323	   	182.74	DCR|2VULN|2ASPD|1CDMG|1DUR	1BEXP|2DUR|3aASPD|4aFEWX|5LIT|6RCR|7aVULN|8CDMG|9DUST|aBPWR
663	22661 42323	   	182.74	DCR|2VULN|2ASPD|1CDMG|1DUR	1FEWX|2DUR|3aASPD|4aBEXP|5LIT|6RCR|7aVULN|8CDMG|9DUST|aBPWR
664	32641 42323	   	182.74	DCR|2VULN|2ASPD|1CDMG|1DUR	1LHND|2DUR|3aASPD|4aFEWX|5LIT|6RCR|7aVULN|8CDMG|9DUST|aBPWR
665	11265 21134	   	182.70	DCR|3DMG|1MDPS|1AART|2CDMG|1DUR|1MSE	17BEXP|27CDMG|3MDPS|4AART|567DMG|7BPWR|8DUR|9RCR|aMSE
666	31265 21132	   	182.70	DCR|3DMG|1MDPS|2CDMG|1AART|1DUR	17LHND|27CDMG|3MDPS|4AART|567DMG|7BPWR|8DUR|9RCR|aERES
667	31265 21134	   	182.70	DCR|3DMG|1MDPS|1AART|2CDMG|1DUR|1MSE	17LHND|27CDMG|3MDPS|4AART|567DMG|7BPWR|8DUR|9RCR|aMSE
668	21413 21333	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	13FEWX|2CDMG|49ASPD|57VULN|6RCR|8LIT|aDUR
669	21413 21622	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	13FEWX|2CDMG|4aASPD|57VULN|6RCR|8DUR|9LWND
670	21413 25152	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	13FEWX|2CDMG|4aASPD|59VULN|6RCR|7DUR|8LHND
671	21414 21152	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	13FEWX|2CDMG|4aASPD|5DUR|6RCR|79VULN|8LHND
672	32661 42333	   	182.64	DCR|2VULN|2ASPD|1CDMG|1DUR	1LHND|2DUR|3aASPD|4aDUST|5LIT|6RCR|7aVULN|8CDMG|9FEWX|aBPWR
673	11265 51121	   	182.62	DCR|1MDPS|2DMG|1VULN|1AART|2CDMG	167BEXP|27CDMG|3MDPS|4AART|57DMG|7BPWR|8MLV|9RCR|aVULN
674	16131 51241	   	182.62	DCR|2DMG|1VULN|1AART|2CDMG	17BEXP|2LHND|3AART|47DMG|5LEGI|67CDMG|7BPWR|8FEWX|9RCR|aVULN
675	51265 21131	   	182.60	DCR|3DMG|1MDPS|1AART|2CDMG|1DUR	17DUST|27CDMG|3MDPS|4AART|567DMG|7BPWR|8DUR|9RCR|aDMSP
676	21313 25351	 * 	182.58	DCR|3CDMG|1VULN|1ASPD|1DMG|1DUR	13FEWX|239CDMG|3BPWR|4ASPD|5VULN|6RCR|7DUR|8TSLARM|aDMG
677	21313 26551	   	182.58	DCR|3CDMG|1VULN|1ASPD|1DMG|1DUR	13FEWX|239CDMG|3BPWR|4ASPD|5VULN|6RCR|7BASFIG|8DUR|aDMG
678	21314 21351	   	182.58	DCR|3CDMG|1VULN|1ASPD|1DMG|1DUR	13FEWX|239CDMG|3BPWR|4ASPD|5DUR|6RCR|7VULN|8TSLARM|aDMG
679	43313 22216	   	182.54	DCR|2VULN|2DMG|1AART	1aERES|2AART|3RCVC|4DMSP|56DMG|7aVULN|8aLWND|9RCR|aBPWR
680	21413 21662	   	182.54	DCR|2VULN|2ASPD|1CDMG|1DUR	13FEWX|2CDMG|4aASPD|57VULN|6RCR|8DUR|9DUST
681	11265 51221	   	182.52	DCR|1MDPS|2DMG|1VULN|1AART|2CDMG	167BEXP|27CDMG|3MDPS|4AART|57DMG|7BPWR|8ERES|9RCR|aVULN
682	32133 53514	   	182.52	DCR|3DMG|1AART|1CDMG|2DUR	1LHND|25DUR|3AART|459DMG|5BPWR|6DUST|7FEWX|8RCR|aCDMG
683	52146 23222	   	182.51	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1DUST|2DUR|3AART|4ZMB|5VULN|6MBVNT|7DMG|8RCR|9RCVC|aASPD
684	43123 61114	   	182.51	DCR|2VULN|2ASPD|1AART	135ERES|2AART|3aBPWR|4aASPD|6RCR|7aVULN|8aLWND|9RCVC
685	12132 25264	   	182.37	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1BEXP|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8AAC|9CDMG|aRCVC
686	22132 25264	   	182.37	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8AAC|9CDMG|aRCVC
687	12433 12211	   	182.31	DCR|2VULN|1AART|1CDMG|2DUR|1RMIN	1BEXP|24DUR|3RMIN|58VULN|6CGEN|7RCR|9AART|aCDMG
688	22433 12211	   	182.31	DCR|2VULN|1AART|1CDMG|2DUR|1RMIN	1FEWX|24DUR|3RMIN|58VULN|6CGEN|7RCR|9AART|aCDMG
689	32136 51521	   	182.31	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DUR|3AART|4DMG|5VULN|6CDMG|7LWND|8RCR|9RMIN|aZMB
690	63626 31312	 * 	182.24	DCR|3VULN|1SPLARM|1AART|1DUR	1MLV|2AART|347VULN|5AELBLL|6BELT|8DUR|9RCR|aSPLARM
691	63612 13113	   	182.23	DCR|2VULN|2AART|1DMG|1AAC	1MLV|25AART|36VULN|4BEXP|7DMG|8RCVC|9RCR|aAAC
692	12122 31544	   	182.21	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2DUR|37AART|4FEWX|5VULN|6CDMG|8DMG|9RCR|aRCVC
693	22122 31544	   	182.21	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|37AART|4BEXP|5VULN|6CDMG|8DMG|9RCR|aRCVC
694	32131 55521	   	182.21	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1LHND|2DUR|3AART|4DMG|5LEGI|6CDMG|7VULN|8RCR|9RMIN|aZMB
695	12122 31643	   	182.21	DCR|2VULN|2AART|1CDMG|1DUR	1BEXP|2DUR|37AART|4FEWX|5aVULN|6CDMG|8AME|9RCR
696	22122 31643	   	182.21	DCR|2VULN|2AART|1CDMG|1DUR	1FEWX|2DUR|37AART|4BEXP|5aVULN|6CDMG|8AME|9RCR
697	12433 12212	   	182.14	DCR|2VULN|2AART|2DUR|1RMIN	1BEXP|24DUR|3RMIN|58VULN|6CGEN|7RCR|9aAART
698	22433 12212	   	182.14	DCR|2VULN|2AART|2DUR|1RMIN	1FEWX|24DUR|3RMIN|58VULN|6CGEN|7RCR|9aAART
699	52122 31643	   	182.11	DCR|2VULN|2AART|1CDMG|1DUR	1DUST|2DUR|37AART|4FEWX|5aVULN|6CDMG|8AME|9RCR
700	12146 25242	   	182.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1BEXP|2DUR|3AART|4ZMB|59VULN|6MBVNT|7ERES|8RCR|aASPD
701	43612 36242	   	182.08	DCR|2VULN|1AART|1ASPD|1ZMB|1DUR	1ERES|2AART|3MBVNT|4BEXP|5ZMB|6DUR|79VULN|8RCR|aASPD
702	52146 23232	   	182.08	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2DUR|3AART|4ZMB|5aVULN|6MBVNT|7DMG|8RCR|9CGEN
703	63233 24235	 * 	182.06	ACR|2VULN|1MDPS|2ASPD|1AART|1DMG|1ZMB	1aMLV|2AART|3ZMB|4aVULN|5RCR|6BEXP|7MDPS|8DMG|9aASPD|aBPWR
704	21333 21335	   	182.06	DCR|2VULN|2ASPD|2CDMG	13aFEWX|23CDMG|3aBPWR|4aCGEN|57VULN|6RCR|8LIT|9aASPD
705	12132 22261	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1BEXP|2DUR|3AART|4DMG|5ZMB|6RCR|7FEWX|8AAC|9CDMG|aVULN
706	12132 25261	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1BEXP|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8AAC|9CDMG|aAELBLL
707	12132 25414	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8LHND|9BASARM|aCDMG
708	12132 26261	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1BEXP|2DUR|3AART|4DMG|5ZMB|6RCR|7ERES|8LHND|9CDMG|aVULN
709	22132 23261	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|7LWND|8AAC|9CDMG|aVULN
710	22132 25261	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8AAC|9CDMG|aAELBLL
711	22132 25414	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8LHND|9BASARM|aCDMG
712	22132 26261	   	182.05	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1FEWX|2DUR|3AART|4DMG|5ZMB|6RCR|7ERES|8LHND|9CDMG|aVULN
713	63213 25237	 * 	182.04	DCR|1MDPS|1AART|1ASPD|1DMG|1NUKE|1ZMB|1DUR	1MLV|2AART|3ZMB|4MBVNT|5MDPS|6RCR|7DMG|8DUR|9ASPD|aNUKE
714	43163 22216	   	182.01	DCR|2VULN|2DMG|1AART	13aERES|2AART|3aBPWR|4RCVC|56DMG|7aVULN|8aLWND|9RCR
715	52146 23242	   	181.98	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DUST|2DUR|3AART|4ZMB|5aVULN|6MBVNT|7DMG|8RCR|9ERES
716	52132 22261	   	181.95	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1DUST|2DUR|3AART|4DMG|5ZMB|6RCR|7FEWX|8AAC|9CDMG|aVULN
717	52132 25261	   	181.95	DCR|1VULN|1AART|1DMG|1CDMG|1AAC|1ZMB|1DUR	1DUST|2DUR|3AART|4DMG|5ZMB|6RCR|7VULN|8AAC|9CDMG|aAELBLL
718	52132 26261	   	181.95	DCR|1VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1DUST|2DUR|3AART|4DMG|5ZMB|6RCR|7ERES|8LHND|9CDMG|aVULN
719	33232 32323	 * 	181.93	DCR|1MDPS|2ASPD|1AART|1VULN|1CDMG|1DUR	1LHND|2RPLT|3CDMG|4DUR|56ASPD|7MDPS|8RCR|9VULN|aAART
720	12256 32522	   	181.90	DCR|2VULN|2DMG|1CDMG|1DUR	1BEXP|2DUR|3DUST|47DMG|5RPLT|69VULN|8RCR|aCDMG
721	12122 31541	   	181.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2DUR|37AART|4FEWX|5VULN|6CDMG|8DMG|9RCR|aAELBLL
722	22122 31541	   	181.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|37AART|4BEXP|5VULN|6CDMG|8DMG|9RCR|aAELBLL
723	12121 31541	   	181.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2DUR|37AART|4FEWX|5LHND|6CDMG|8DMG|9RCR|aVULN
724	12131 56152	   	181.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2DUR|3aAART|4DMG|5LHND|6CDMG|7MLV|8VULN|9RCR
725	12131 63152	   	181.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2DUR|3aAART|4DMG|5LHND|6AME|7CDMG|8VULN|9RCR
726	12133 56152	   	181.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2DUR|3aAART|4DMG|5LWND|6CDMG|7MLV|8VULN|9RCR
727	12133 63152	   	181.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2DUR|3aAART|4DMG|5LWND|6AME|7CDMG|8VULN|9RCR
728	12163 63152	   	181.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1BEXP|2DUR|3aAART|4LWND|5ASPD|6AME|7CDMG|8VULN|9RCR
729	22121 31541	   	181.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|37AART|4BEXP|5LHND|6CDMG|8DMG|9RCR|aVULN
730	22131 56152	   	181.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|3aAART|4DMG|5LHND|6CDMG|7MLV|8VULN|9RCR
731	22131 63152	   	181.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|3aAART|4DMG|5LHND|6AME|7CDMG|8VULN|9RCR
732	22133 56152	   	181.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|3aAART|4DMG|5LWND|6CDMG|7MLV|8VULN|9RCR
733	22133 63152	   	181.89	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|3aAART|4DMG|5LWND|6AME|7CDMG|8VULN|9RCR
734	22163 63152	   	181.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1FEWX|2DUR|3aAART|4LWND|5ASPD|6AME|7CDMG|8VULN|9RCR
735	32122 56152	   	181.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1LHND|2DUR|3aAART|4BEXP|5ASPD|6CDMG|7MLV|8VULN|9RCR
736	32122 63152	   	181.89	DCR|2AART|1VULN|1ASPD|1CDMG|1DUR	1LHND|2DUR|3aAART|4BEXP|5ASPD|6AME|7CDMG|8VULN|9RCR
737	21313 21153	   	181.86	DCR|2VULN|2ASPD|2CDMG	13FEWX|23CDMG|3BPWR|4aASPD|57VULN|6RCR|8MLV|9CGEN
738	21313 21223	   	181.86	DCR|2VULN|2ASPD|2CDMG	13FEWX|23CDMG|3BPWR|4aASPD|57VULN|6RCR|89LWND
739	21313 21331	   	181.86	DCR|2VULN|2ASPD|2CDMG	13FEWX|23CDMG|3BPWR|49ASPD|57VULN|6RCR|8LIT|aRPLT
740	21313 21334	   	181.86	DCR|2VULN|2ASPD|2CDMG	13FEWX|23CDMG|3BPWR|49ASPD|57VULN|6RCR|8LIT|aCGEN
741	21313 21335	   	181.86	DCR|2VULN|2ASPD|2CDMG	13FEWX|23CDMG|3BPWR|49ASPD|57VULN|6RCR|8LIT|aBEXP
742	21313 21336	   	181.86	DCR|2VULN|2ASPD|2CDMG	13FEWX|23CDMG|3BPWR|49ASPD|57VULN|6RCR|8LIT|aMLV
743	21313 21552	   	181.86	DCR|2VULN|2ASPD|2CDMG	13FEWX|23CDMG|3BPWR|4aASPD|57VULN|6RCR|89CGEN
744	21333 21336	   	181.86	DCR|2VULN|2ASPD|2CDMG	13FEWX|23CDMG|3BPWR|4CGEN|57VULN|6RCR|8LIT|9aASPD
745	63326 53112	   	181.85	DCR|2AART|1VULN|1ASPD|1DMG	1MLV|2aAART|38RCVC|4ASPD|5VULN|6CGEN|7DMG|9RCR
746	63632 36221	 * 	181.79	DCR|2VULN|1AART|1NUKE|1CDMG	1MLV|2AART|38VULN|4LWND|5CGEN|6CDMG|7RCR|9NUKE|aAME
747	63632 36222	   	181.79	DCR|2VULN|1AART|1NUKE|1CDMG	1MLV|2AART|38VULN|4LWND|5CGEN|6CDMG|7RCR|9NUKE|aLHND
748	63632 36223	   	181.79	DCR|2VULN|1AART|1NUKE|1CDMG	1MLV|2AART|38VULN|4LWND|5aCGEN|6CDMG|7RCR|9NUKE
749	63632 36232	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1MLV|2AART|38VULN|4LWND|5CGEN|6CDMG|7RCR|9TSLFST|aASPD
750	64322 36221	   	181.79	DCR|2VULN|1AART|1NUKE|1CDMG	1MLV|2LWND|3AART|48VULN|5CGEN|6CDMG|7RCR|9NUKE|aAME
751	64322 36222	   	181.79	DCR|2VULN|1AART|1NUKE|1CDMG	1MLV|2LWND|3AART|48VULN|5CGEN|6CDMG|7RCR|9NUKE|aLHND
752	64322 36223	   	181.79	DCR|2VULN|1AART|1NUKE|1CDMG	1MLV|2LWND|3AART|48VULN|5aCGEN|6CDMG|7RCR|9NUKE
753	64322 36232	   	181.79	DCR|2VULN|1AART|1ASPD|1CDMG	1MLV|2LWND|3AART|48VULN|5CGEN|6CDMG|7RCR|9TSLFST|aASPD
754	12122 31542	   	181.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2DUR|37AART|4FEWX|5VULN|6CDMG|8DMG|9RCR|aERES
755	16136 33352	   	181.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2LHND|3aAART|4DMG|5VULN|6TLV|7CDMG|8DUR|9RCR
756	22122 31542	   	181.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2DUR|37AART|4BEXP|5VULN|6CDMG|8DMG|9RCR|aERES
757	26136 33352	   	181.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1FEWX|2LHND|3aAART|4DMG|5VULN|6TLV|7CDMG|8DUR|9RCR
758	32112 61541	   	181.79	DCR|2AART|1MDPS|1VULN|1DMG|1CDMG|1DUR	16LHND|2DUR|37AART|4MDPS|5CDMG|8DMG|9RCR|aVULN
759	52121 31541	   	181.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|37AART|4FEWX|5LHND|6CDMG|8DMG|9RCR|aVULN
760	52122 31541	   	181.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|37AART|4FEWX|5VULN|6CDMG|8DMG|9RCR|aAELBLL
761	52131 63152	   	181.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|3aAART|4DMG|5LHND|6MLV|7CDMG|8VULN|9RCR
762	52133 63152	   	181.79	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1DUST|2DUR|3aAART|4DMG|5LWND|6MLV|7CDMG|8VULN|9RCR
763	63233 31233	 * 	181.76	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2AART|3ZMB|47aVULN|5RCR|6CDMG|8AME|9DMG
764	63233 36633	   	181.76	ACR|3VULN|1AART|1DMG|1CDMG|1ZMB	1MLV|2AART|3ZMB|48aVULN|5RCR|6CDMG|7CGEN|9DMG
765	32136 22542	   	181.76	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1LHND|2DUR|3AART|4DMG|5VULN|6ERES|7TLV|8RCR|9ZMB|aASPD
766	32136 33542	   	181.76	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1LHND|2DUR|3AART|4DMG|5VULN|6TLV|7ERES|8RCR|9ZMB|aASPD
767	52141 23262	   	181.76	DCR|1AART|1VULN|1ASPD|1DMG|1ZMB|1DUR	1DUST|2DUR|3AART|4ZMB|5LHND|6MBVNT|7DMG|8RCR|9VULN|aASPD
768	52146 23231	   	181.76	DCR|1AART|1VULN|1DMG|1NUKE|1ZMB|1DUR	1DUST|2DUR|3AART|4ZMB|5VULN|6MBVNT|7DMG|8RCR|9CGEN|aNUKE
769	63212 12644	   	181.76	DCR|1VULN|1AART|1ASPD|1DMG|1ZMB|1DUR	1MLV|2AART|3ZMB|4MBVNT|5ASPD|6VULN|7CANARM|8RCR|9DMG|aDUR
770	21313 21133	   	181.76	DCR|2VULN|2ASPD|2CDMG	13FEWX|23CDMG|3BPWR|4aASPD|57VULN|6RCR|8MLV|9TLV
771	21313 21262	   	181.76	DCR|2VULN|2ASPD|2CDMG	13FEWX|23CDMG|3BPWR|4aASPD|57VULN|6RCR|8LWND|9DUST
772	21313 21332	   	181.76	DCR|2VULN|2ASPD|2CDMG	13FEWX|23CDMG|3BPWR|49ASPD|57VULN|6RCR|8LIT|aBASFIG
773	21313 21533	   	181.76	DCR|2VULN|2ASPD|2CDMG	13FEWX|23CDMG|3BPWR|4aASPD|57VULN|6RCR|8CGEN|9TLV
774	51333 51335	   	181.76	DCR|2VULN|2ASPD|2CDMG	13aDUST|23CDMG|3aBPWR|4aCGEN|57VULN|6RCR|8LIT|9aASPD
775	32216 62124	 * 	181.75	DCR|4VULN|1DMG|1DUR	1LHND|2DUR|3DUST|4LIT|567aVULN|8RCR|9DMG
776	32216 62134	 * 	181.75	DCR|4VULN|1ASPD|1DUR	1LHND|2DUR|3DUST|4LIT|567aVULN|8RCR|9ASPD
777	63233 23415	 * 	181.72	ACR|2VULN|2DMG|1AART|1CDMG|1ZMB	1aMLV|2AART|3ZMB|4aVULN|5RCR|6BEXP|7CDMG|8RPLT|9aDMG|aBPWR
