0	Index      	 *	Score 	Summary	Detail	
1	23432 62224	 * 	208.88	DCR|2VULN|1MDPS|2ASPD|3CDMG|1DMG	14aCDMG|2LIT|3MDPS|5aASPD|6RCR|7DMG|8DUST|9aVULN|aBPWR
650	22621 12131	   	179.17	DCR|1VULN|1AART|2CDMG|1ASPD|1ZMB	14CDMG|2ZMB|3BELT|5ASPD|6MBVNT|7RCR|8VULN|9AART|aBEXP
651	22621 12132	   	179.17	DCR|1AART|1VULN|2CDMG|1ASPD|1ZMB	14CDMG|2ZMB|3BELT|5ASPD|6MBVNT|7RCR|8VULN|9AART|aLHND
652	22621 12133	   	179.17	DCR|1VULN|1AART|2CDMG|1ASPD|1ZMB	14CDMG|2ZMB|3BELT|5ASPD|6MBVNT|7RCR|8VULN|9AART|aFEWX
653	22241 22411	   	179.16	DCR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|28ZMB|3BEXP|46TLV|578VULN|8BPWR|9DUR|aRCR
654	22265 22411	   	179.16	DCR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|28ZMB|3BEXP|45ERES|678VULN|8BPWR|9DUR|aRCR
655	22431 22411	   	179.16	DCR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|28ZMB|3LHND|46TLV|578VULN|8BPWR|9DUR|aRCR
656	22531 22411	   	179.16	DCR|3VULN|2CDMG|2ZMB|1DUR	18CDMG|28ZMB|3FEWX|46TLV|578VULN|8BPWR|9DUR|aRCR
657	23432 61142	   	179.14	DCR|1MDPS|1VULN|1AART|2CDMG|1ASPD|1DUR	14CDMG|2LIT|3MDPS|5ASPD|6RCR|7DUR|8VULN|9LWND|aAART
658	65221 22224	   	179.11	DCR|2VULN|1DMG|1CDMG|2DUR|2ZMB	16DUR|2TLV|34ZMB|59VULN|7DMG|8CDMG|aRCR
659	22621 12136	   	179.07	DCR|1VULN|1AART|2CDMG|1ASPD|1ZMB|1MSE	14CDMG|2ZMB|3BELT|5ASPD|6MBVNT|7RCR|8VULN|9AART|aMSE
660	22621 12137	   	179.07	DCR|1VULN|1AART|2CDMG|1ASPD|1ZMB	14CDMG|2ZMB|3BELT|5ASPD|6MBVNT|7RCR|8VULN|9AART|aDUST
661	62223 42533	   	179.06	DCR|2ASPD|3ZMB|1AART|2DUR	18DUR|29MLV|348ZMB|58ASPD|6RCR|7RCVC|8BPWR|aAART
662	63124 15213	   	179.04	DCR|2DMG|1VULN|1AART|1AAC|1ZMB|1DUR|1SELL	1DUR|2DUST|3VULN|4ZMB|5SELL|6AAC|79DMG|8RCR|aAART
663	53515 11212	   	179.02	DCR|3VULN|1SPLARM|1MDPS|1AART	1SPLARM|2AART|3CGEN|4MDPS|59RCVC|67aVULN|8RCR
664	22621 12183	   	178.99	DCR|2VULN|2CDMG|1ASPD|2ZMB	14CDMG|29ZMB|3BELT|5ASPD|6MBVNT|7RCR|8aVULN
665	26261 63323	 * 	178.97	ACR|3VULN|1MDPS|2CDMG|1ASPD|1ZMB	19CDMG|2LWND|3RCR|459VULN|6ASPD|7ZMB|89FEWX|9BPWR|aMDPS
666	53323 22441	   	178.95	DCR|1SPLARM|1VULN|1AART|1DMG|1CDMG|1ZMB	1SPLARM|2AART|3DMG|4LIT|5CANSTR|6RMIN|7RCR|8VULN|9ZMB|aCDMG
667	46222 42223	   	178.88	DCR|2VULN|1AART|1CDMG|2ZMB	1RMIN|29VULN|34ZMB|5ERES|6RCR|7RCVC|8CDMG|aAART
