0	Index      	 *	Score 	Summary	Detail	
1	25531 31336	 * 	192.73	ACR|3DMG|2VULN|2AART	1LEGI|27VULN|3RCR|47aDMG|5BELT|68AART|7BPWR|9CGEN
669	25531 31433	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8BEXP|9DUST|aCGEN
670	25531 31532	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LWND|9DUST|aLHND
671	25531 31533	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LWND|9DUST|aCGEN
672	25531 33612	   	165.53	ACR|2VULN|2DMG|1AART	1LEGI|28VULN|3RCR|4aDMG|5BELT|6AART|7MGNLIT|9BEXP
673	21546 23111	   	165.47	ACR|2DMG|1AART|1CDMG|2DUR|1ZMB	1LEGI|29LHND|3RCR|49DUR|5AART|6CDMG|7ERES|89DMG|9BPWR|aZMB
674	25531 31115	   	165.43	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LIT|9ERES|aMBVNT
675	25531 31116	   	165.43	ACR|2VULN|2DMG|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8LIT|9aERES
676	25531 31211	   	165.43	ACR|2DMG|2VULN|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8aERES|9FEWX
677	25531 31215	   	165.43	ACR|2DMG|2VULN|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8ERES|9FEWX|aCANSTR
678	25531 31216	   	165.43	ACR|2DMG|2VULN|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8ERES|9FEWX|aLSRREG
679	25531 31221	   	165.43	ACR|2DMG|2VULN|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8aERES|9LWND
680	25531 31225	   	165.43	ACR|2DMG|2VULN|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8ERES|9LWND|aCANSTR
681	25531 31226	   	165.43	ACR|2DMG|2VULN|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8ERES|9LWND|aLSRREG
682	25531 31262	   	165.43	ACR|2DMG|2VULN|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8ERES|9MBVNT|aLWND
683	25531 31263	   	165.43	ACR|2DMG|2VULN|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8ERES|9MBVNT|aMLV
684	25531 31264	   	165.43	ACR|2DMG|2VULN|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8ERES|9MBVNT|aRPLT
685	25531 33632	   	165.43	ACR|2VULN|2DMG|1AART	1LEGI|28VULN|3RCR|4aDMG|5BELT|6AART|7MGNLIT|9DUST
686	42621 16321	   	165.42	ACR|3VULN|1AART|1CDMG|1ASPD	1RCVC|2RCR|347VULN|5MLV|6ASPD|8AART|9CDMG|aFEWX
687	41364 23333	 * 	165.40	DCR|2VULN|3ZMB|1AART|2ASPD	1RCVC|249ZMB|34VULN|4BPWR|5AART|6FEWX|7aASPD|8RCR
688	42626 21323	 * 	165.40	ACR|3VULN|1AART|3ASPD	1RCVC|2RCR|34aVULN|5aLSRICY|68aASPD|7AART|9DLOT|aBPWR
689	15243 14311	   	165.37	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1SELL	1DUST|2AART|35VULN|4SELL|6CDMG|7DMG|8RCR|9MBVNT|aDUR
690	25531 31261	   	165.33	ACR|2DMG|2VULN|1AART	1LEGI|27VULN|3RCR|47DMG|5BELT|6AART|7BPWR|8aERES|9MBVNT
691	42621 16323	   	165.32	ACR|3VULN|1AART|1CDMG|1ASPD	1RCVC|2RCR|347VULN|5MLV|6ASPD|8AART|9CDMG|aTLV
692	15236 15123	 * 	165.32	DCR|2AART|2VULN|1DMG|1CDMG	1DUST|25AART|39VULN|4BASHEA|6RCVC|7CDMG|8DMG|aRCR
693	15236 32123	   	165.32	DCR|2AART|2VULN|1DMG|1CDMG	1DUST|25AART|39VULN|4BASHEA|6CDMG|7RCVC|8DMG|aRCR
694	12421 43623	   	165.23	DCR|3VULN|1AART|1DMG|1CDMG	15DUST|248VULN|3DMG|6VENICY|7CDMG|9AART|aRCR
695	41324 24331	   	165.22	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1RCVC|29ZMB|36VULN|4LWND|5AART|7DMG|8RCR|aDUR
696	42331 36323	   	165.18	ACR|3VULN|1AART|1CDMG|1DUR|1SELL	1RCVC|2RCR|3MLV|4CDMG|579VULN|6SELL|8AART|aDUR
697	42621 35323	   	165.18	ACR|3VULN|1AART|1CDMG|1DUR|1SELL	1RCVC|2RCR|349VULN|5MLV|6CDMG|7SELL|8AART|aDUR
698	14333 25513	   	165.18	DCR|3DMG|1AART|1VULN	179DUST|2RPLT|3AART|47LHND|579DMG|6RCR|79BPWR|89MLV|aVULN
699	14333 25622	 * 	165.15	DCR|3AART|2DMG|1VULN	17DUST|2RPLT|39aAART|47LHND|57DMG|6RCR|7BPWR|8VULN
700	41361 23335	   	165.13	DCR|2VULN|3ZMB|1AART|1DUR|1ASPD	1RCVC|249ZMB|34VULN|4BPWR|5BEXP|6AART|7ASPD|8RCR|aDUR
701	12421 23314	   	165.12	DCR|3VULN|1AART|1DMG|1ASPD	15DUST|24aVULN|3DMG|6AART|7ASPD|8RCR|9MBVNT
702	14313 25142	   	165.08	DCR|3DMG|1AART|1VULN	17DUST|2RPLT|3AART|47FEWX|578DMG|6RCR|7BPWR|9LWND|aVULN
703	14313 25152	   	165.08	DCR|3DMG|1AART|1VULN	17DUST|2RPLT|3AART|47FEWX|578DMG|6RCR|7BPWR|9BEXP|aVULN
704	14333 25123	   	165.08	DCR|3DMG|1AART|1VULN	17DUST|2RPLT|3AART|47LHND|578DMG|6RCR|7BPWR|9CGEN|aVULN
705	14333 25142	   	165.08	DCR|3DMG|1AART|1VULN	17DUST|2RPLT|3AART|47LHND|578DMG|6RCR|7BPWR|9LWND|aVULN
706	14333 25152	   	165.08	DCR|3DMG|1AART|1VULN	17DUST|2RPLT|3AART|47LHND|578DMG|6RCR|7BPWR|9BEXP|aVULN
707	14333 25521	   	165.08	DCR|3DMG|1AART|1VULN	17DUST|2RPLT|3AART|47LHND|57aDMG|6RCR|7BPWR|8MLV|9VULN
708	14333 25631	   	165.08	DCR|3DMG|1AART|1VULN	17DUST|2RPLT|3AART|47LHND|57aDMG|6RCR|7BPWR|8VULN|9CGEN
709	42651 31414	   	165.05	ACR|3VULN|1DMG|1CDMG|1ZMB	1RCVC|2RCR|378VULN|4CDMG|5DMG|6MBVNT|9MLV|aZMB
710	41363 23335	   	165.03	DCR|2VULN|3ZMB|1AART|1DUR|1ASPD	1RCVC|249ZMB|34VULN|4BPWR|5DUST|6AART|7ASPD|8RCR|aDUR
711	14313 23121	   	164.98	DCR|3DMG|1AART|1VULN	1DUST|2RPLT|3AART|4FEWX|58aDMG|6RCR|7CGEN|9VULN
712	14333 25113	   	164.98	DCR|3DMG|1AART|1VULN	17DUST|2RPLT|3AART|47LHND|578DMG|6RCR|7BPWR|9ERES|aVULN
713	14363 23235	   	164.98	DCR|3VULN|1AART|1DMG	1DUST|2RPLT|3AART|48aVULN|5DMG|6RCR|7BELT|9LIT
714	14363 23243	   	164.98	DCR|3VULN|1AART|1DMG	1DUST|2RPLT|3AART|48aVULN|5DMG|6RCR|7BELT|9FEWX
715	42221 31635	   	164.98	ACR|3VULN|2DMG|1DUR|1SELL	1RCVC|2RCR|359LWND|489VULN|6SELL|79DMG|9BPWR|aDUR
716	42331 36161	   	164.90	ACR|3VULN|1DMG|1CDMG|1ZMB|1SELL	1RCVC|2RCR|3MLV|4CDMG|578VULN|6SELL|9DMG|aZMB
717	42552 24223	   	164.90	ACR|2VULN|1AART|1CDMG|2DUR|1ASPD	1RCVC|2RCR|3AART|4MBVNT|5CDMG|6aDUR|79VULN|8ASPD
718	63412 31236	   	164.87	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1AIRHEL|2ZMB|3AART|4LIT|5aVULN|6DUR|7RCR|8DMG|9RCVC
719	25423 36123	   	164.83	DCR|2VULN|1AART|1DMG|2CDMG|1ASPD	1LEGI|24VULN|3DMG|5ASPD|67CDMG|8LHND|9RCR|aAART
720	41365 23333	   	164.80	DCR|2VULN|3ZMB|1AART|2ASPD	1RCVC|249ZMB|34VULN|4BPWR|5FEWX|6AART|7aASPD|8RCR
721	15232 23261	   	164.78	DCR|2VULN|1AART|1DMG|2ZMB	18DUST|2AART|38VULN|4BASHEA|5aZMB|6RCR|78FEWX|8BPWR|9DMG
722	62332 23356	   	164.77	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1AIRHEL|2LEGI|34DMG|5MGNSTR|6RCR|7AART|8ASPD|9ZMB|aVULN
723	12421 24431	   	164.75	DCR|2VULN|2DMG|1AART|1DUR	15DUST|24VULN|37DMG|6AART|8DUR|9RCR|aLHND
724	12421 24432	   	164.75	DCR|2VULN|2DMG|1AART|1DUR	15DUST|24VULN|37DMG|6AART|8DUR|9RCR|aBEXP
725	25261 12622	   	164.73	DCR|2VULN|1AART|1DMG|2CDMG|1DUR	1LEGI|24VULN|36CDMG|5DMG|7ERES|8DUR|9RCR|aAART
726	12536 21324	   	164.72	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1DUST|2VULN|3RCR|47DMG|59DUR|6ASPD|8BEXP|aAART
727	12533 21424	   	164.72	ACR|2DMG|1AART|1VULN|2DUR|1ASPD	1DUST|2VULN|3RCR|47DMG|5FEWX|6ASPD|89DUR|aAART
728	41363 23333	   	164.70	DCR|2VULN|3ZMB|1AART|2ASPD	1RCVC|249ZMB|34VULN|4BPWR|5DUST|6AART|7aASPD|8RCR
729	12561 41332	   	164.69	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1DUST|2aVULN|3RCR|4FEWX|5ASPD|6ZMB|7DMG|8AART|9LWND
730	15232 22226	   	164.68	DCR|2VULN|1AART|1DMG|2ZMB	1DUST|2AART|3aVULN|4BASHEA|59ZMB|6RCR|7LIT|8DMG
731	41361 24311	   	164.62	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1RCVC|24ZMB|34VULN|4BPWR|5BEXP|6AART|7DMG|8RCR|9MBVNT|aDUR
732	25423 22314	   	164.62	DCR|3VULN|1AART|1DMG|1ASPD	1LEGI|24aVULN|3DMG|5ASPD|6DMSP|7AART|8RCR|9MBVNT
733	12532 35141	   	164.59	ACR|2VULN|1AART|1DMG|3DUR	1DUST|26VULN|3RCR|4DMG|5AART|78aDUR|9CGEN
734	25532 33121	   	164.59	ACR|2VULN|1AART|1DMG|3DUR	1LEGI|29VULN|3RCR|4DMG|5AART|678DUR|aFEWX
735	25532 33122	   	164.59	ACR|2VULN|1AART|1DMG|3DUR	1LEGI|29VULN|3RCR|4DMG|5AART|678DUR|aRPLT
736	25532 33124	   	164.59	ACR|2VULN|1AART|1DMG|3DUR	1LEGI|29VULN|3RCR|4DMG|5AART|678DUR|aMGNLIT
737	25532 33126	   	164.59	ACR|2VULN|1AART|1DMG|3DUR	1LEGI|29VULN|3RCR|4DMG|5AART|678DUR|aRCVC
738	12532 51141	   	164.59	ACR|2VULN|1AART|1DMG|3DUR	1DUST|27VULN|3RCR|4DMG|5AART|68aDUR|9CGEN
739	25532 31141	   	164.59	ACR|2VULN|1AART|1DMG|3DUR	1LEGI|27VULN|3RCR|4DMG|5AART|68aDUR|9CGEN
740	63433 21214	   	164.59	DCR|2VULN|3ZMB|1AART|1DUR	18AIRHEL|28aZMB|3AART|4DUR|5DUST|6RCR|78VULN|8BPWR|9FEWX
741	15232 21561	   	164.58	DCR|2VULN|1AART|1DMG|2ZMB	1DUST|2AART|37VULN|4BASHEA|5aZMB|6RCR|8LEGI|9DMG
742	42331 15322	 * 	164.55	ACR|3VULN|1AART|2CDMG|1SELL	1RCVC|2RCR|3MLV|46CDMG|59aVULN|7SELL|8AART
743	41363 24311	   	164.52	DCR|2VULN|1AART|1DMG|2ZMB|1DUR	1RCVC|24ZMB|34VULN|4BPWR|5DUST|6AART|7DMG|8RCR|9MBVNT|aDUR
744	12532 23561	   	164.49	ACR|2VULN|1AART|1DMG|3DUR	1DUST|29VULN|3RCR|4DMG|5AART|6ERES|78aDUR
745	12421 22141	   	164.48	DCR|3VULN|1AART|1DMG|1ZMB	15DUST|249VULN|3DMG|6AART|7BELT|8ZMB|aRCR
746	42533 32223	   	164.48	ACR|2VULN|1AART|1DMG|2DUR	1RCVC|2RCR|3AART|45DUR|6aVULN|79MLV|8DMG
747	12111 35717	   	164.41	DCR|2VULN|1AART|1DMG|1CDMG|1DUR	1DUST|26VULN|3RPLT|4MBVNT|5DUR|7RCR|8AART|9DMG|aCDMG
748	65432 22123	   	164.38	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB	1AIRHEL|2CGEN|3AART|4CDMG|59VULN|6RCVC|7ZMB|8DMG|aRCR
749	42521 14231	   	164.38	ACR|2VULN|1AART|1DMG|2DUR	1RCVC|2RCR|3AART|4ERES|5DMSP|68VULN|7DMG|9aDUR
750	42553 43144	   	164.38	ACR|2VULN|1AART|1DMG|2DUR	1RCVC|2RCR|3AART|4MBVNT|58LSRHEA|68VULN|78DUR|8BPWR|9LIT|aDMG
751	12532 33463	   	164.30	ACR|3VULN|1AART|1DMG	1aDUST|26aVULN|3RCR|4DMG|5AART|7LHND|89aLIT|aBPWR
752	42523 14231	   	164.28	ACR|2VULN|1AART|1DMG|2DUR	1RCVC|2RCR|3AART|45ERES|5BPWR|68VULN|7DMG|9aDUR
753	41324 32612	   	164.26	DCR|2AART|2VULN|1CDMG|1ZMB	1RCVC|2ZMB|38VULN|4LWND|5aAART|6RCR|7CGEN|9CDMG
754	42336 24333	   	164.20	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1SELL	1RCVC|2RCR|3MLV|4CDMG|5DUR|6AART|7SELL|8ZMB|9DMG|aVULN
755	12532 31342	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|26aVULN|3RCR|4DMG|5AART|7BEXP|8LWND|9FEWX
756	12532 31425	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|26aVULN|3RCR|4DMG|5AART|7BEXP|8LIT|9MGNSTR
757	12532 31511	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7BEXP|9LHND|aLIT
758	12532 31513	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7BEXP|9LHND|aLWND
759	12532 31515	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7BEXP|9LHND|aFEWX
760	12532 31542	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7aBEXP|9CGEN
761	12532 31551	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7BEXP|9BELT|aRMIN
762	12532 31552	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7BEXP|9BELT|aFEWX
763	12532 31553	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7BEXP|9BELT|aLWND
764	12532 33342	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|26aVULN|3RCR|4DMG|5AART|7LHND|8LWND|9FEWX
765	12532 33423	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|26aVULN|3RCR|4DMG|5AART|7LHND|8LIT|9MGNSTR
766	12532 33453	   	164.20	ACR|3VULN|1AART|1DMG	19aDUST|26aVULN|3RCR|4DMG|5AART|7LHND|8aLIT|aBPWR
767	12532 33511	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|79aLHND
768	12532 33514	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|79LHND|aRCVC
769	12532 33515	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|79LHND|aMLV
770	12532 33532	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7LHND|9RMIN|aBEXP
771	12532 33534	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7LHND|9RMIN|aMLV
772	12532 33536	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7LHND|9RMIN|aRCVC
773	12532 33542	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7LHND|9CGEN|aBEXP
774	12532 33551	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7LHND|9FEWX|aLIT
775	12532 33553	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7LHND|9FEWX|aLWND
776	12532 33561	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7LHND|9BEXP|aLIT
777	12532 33563	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7LHND|9BEXP|aLWND
778	13532 31342	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|67aVULN|8LWND|9FEWX
779	13532 31423	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|67aVULN|8LIT|9MGNSTR
780	13532 31511	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|29aLHND|3RCR|4DMG|5AART|678VULN
781	13532 31514	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|29LHND|3RCR|4DMG|5AART|678VULN|aRCVC
782	13532 31515	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|29LHND|3RCR|4DMG|5AART|678VULN|aMLV
783	13532 31532	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|678VULN|9RMIN|aBEXP
784	13532 31534	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|678VULN|9RMIN|aMLV
785	13532 31536	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|678VULN|9RMIN|aRCVC
786	13532 31542	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|678VULN|9CGEN|aBEXP
787	13532 31551	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|678VULN|9FEWX|aLIT
788	13532 31553	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|678VULN|9FEWX|aLWND
789	13532 31561	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|678VULN|9BEXP|aLIT
790	13532 31563	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|678VULN|9BEXP|aLWND
791	13532 32246	   	164.20	ACR|3DMG|1AART|1VULN	1DUST|2LHND|3RCR|48aDMG|5AART|6VULN|7CGEN|9BELT
792	13532 34362	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|68aVULN|7FEWX|9BEXP
793	16532 31511	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|2LWND|3RCR|4DMG|5AART|678VULN|9LHND|aLIT
794	16532 31513	   	164.20	ACR|3VULN|1AART|1DMG	1DUST|2aLWND|3RCR|4DMG|5AART|678VULN|9LHND
795	25532 23512	   	164.20	ACR|3VULN|1AART|1DMG	1LEGI|28aVULN|3RCR|4DMG|5AART|6RCVC|79LHND
796	25632 23262	   	164.18	DCR|2VULN|1AART|1DMG|2ZMB	1LEGI|28VULN|3AART|4BASHEA|58ZMB|6RCR|78BEXP|8BPWR|9DMG|aTLV
797	42251 22132	 * 	164.17	ACR|2AART|1VULN|1DMG|2CDMG	1RCVC|2RCR|3LWND|48CDMG|5DMG|6aAART|7TLV|9VULN
798	23325 33363	   	164.17	DCR|2DMG|1AART|1VULN|1ZMB|1ASPD	1LEGI|2CGEN|3ZMB|4VULN|5BASICY|6RCR|7ASPD|8AART|9aDMG
799	63162 22262	 * 	164.16	DCR|2VULN|2DMG|2ASPD|1ZMB	1aAIRHEL|2ZMB|3RCVC|4aVULN|5LSRICY|6RCR|79DMG|8aASPD|aBPWR
800	12532 11561	   	164.10	ACR|3VULN|1AART|1DMG	16DUST|289VULN|3RCR|4DMG|5AART|7BEXP|aLHND
801	12532 11562	   	164.10	ACR|3VULN|1AART|1DMG	16DUST|289VULN|3RCR|4DMG|5AART|7aBEXP
802	12532 11563	   	164.10	ACR|3VULN|1AART|1DMG	16DUST|289VULN|3RCR|4DMG|5AART|7BEXP|aFEWX
803	12532 13512	   	164.10	ACR|3VULN|1AART|1DMG	16DUST|28aVULN|3RCR|4DMG|5AART|79LHND
804	12532 24262	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|279VULN|3RCR|4DMG|5AART|6ERES|8LHND|aBEXP
805	12532 31512	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7BEXP|9LHND|aERES
806	12532 31516	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7BEXP|9LHND|aLEGI
807	12532 31521	   	164.10	ACR|3VULN|1AART|1DMG	19DUST|268VULN|3RCR|4DMG|5AART|7BEXP|aLHND
808	12532 31522	   	164.10	ACR|3VULN|1AART|1DMG	19DUST|268VULN|3RCR|4DMG|5AART|7aBEXP
809	12532 31523	   	164.10	ACR|3VULN|1AART|1DMG	19DUST|268VULN|3RCR|4DMG|5AART|7BEXP|aFEWX
810	12532 31524	   	164.10	ACR|3VULN|1AART|1DMG	19DUST|268VULN|3RCR|4DMG|5AART|7BEXP|aRCVC
811	12532 31525	   	164.10	ACR|3VULN|1AART|1DMG	19DUST|268VULN|3RCR|4DMG|5AART|7BEXP|aMLV
812	12532 31543	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7BEXP|9CGEN|aAIRHEA
813	12532 32514	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|26aVULN|3RCR|4DMG|5AART|7CGEN|8DMSP|9MBVNT
814	12532 32654	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|26aVULN|3RCR|4DMG|5AART|7CGEN|8MBVNT|9RCVC
815	12532 33443	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|26aVULN|3RCR|4DMG|5AART|7LHND|8LIT|9VENICY
816	12532 33513	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|79LHND|aNUKE
817	12532 33521	   	164.10	ACR|3VULN|1AART|1DMG	19DUST|268VULN|3RCR|4DMG|5AART|7aLHND
818	12532 33524	   	164.10	ACR|3VULN|1AART|1DMG	19DUST|268VULN|3RCR|4DMG|5AART|7LHND|aRCVC
819	12532 33525	   	164.10	ACR|3VULN|1AART|1DMG	19DUST|268VULN|3RCR|4DMG|5AART|7LHND|aMLV
820	12532 33535	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7LHND|9RMIN|aERES
821	12532 33552	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7LHND|9FEWX|aERES
822	12532 33562	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|268VULN|3RCR|4DMG|5AART|7LHND|9BEXP|aERES
823	12532 34153	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|26aVULN|3RCR|4DMG|5AART|7LSRHEA|8LHND|9LIT
824	12532 43514	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|27aVULN|3RCR|4DMG|5AART|6CGEN|8DMSP|9MBVNT
825	13532 31443	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|67aVULN|8LIT|9VENICY
826	13532 31513	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|29LHND|3RCR|4DMG|5AART|678VULN|aNUKE
827	13532 31521	   	164.10	ACR|3VULN|1AART|1DMG	19DUST|2aLHND|3RCR|4DMG|5AART|678VULN
828	13532 31524	   	164.10	ACR|3VULN|1AART|1DMG	19DUST|2LHND|3RCR|4DMG|5AART|678VULN|aRCVC
829	13532 31525	   	164.10	ACR|3VULN|1AART|1DMG	19DUST|2LHND|3RCR|4DMG|5AART|678VULN|aMLV
830	13532 31535	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|678VULN|9RMIN|aERES
831	13532 31552	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|678VULN|9FEWX|aERES
832	13532 31562	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|678VULN|9BEXP|aERES
833	13532 36246	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|69aVULN|7MBVNT|8BEXP
834	13532 36352	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|2LHND|3RCR|4DMG|5AART|68aVULN|7MBVNT|9FEWX
835	13532 36462	   	164.10	ACR|3DMG|1AART|1VULN	1DUST|2LHND|3RCR|49aDMG|5AART|6VULN|7MBVNT|8LIT
836	16532 31512	   	164.10	ACR|3VULN|1AART|1DMG	1DUST|2LWND|3RCR|4DMG|5AART|678VULN|9LHND|aERES
837	16532 31521	   	164.10	ACR|3VULN|1AART|1DMG	19DUST|2LWND|3RCR|4DMG|5AART|678VULN|aLHND
838	16532 31522	   	164.10	ACR|3VULN|1AART|1DMG	19DUST|2LWND|3RCR|4DMG|5AART|678VULN|aBEXP
839	21532 11342	   	164.10	ACR|3VULN|1AART|1DMG	1LEGI|2LHND|3RCR|4DMG|5AART|6DUST|78aVULN|9FEWX
840	25532 11342	   	164.10	ACR|3VULN|1AART|1DMG	1LEGI|27aVULN|3RCR|4DMG|5AART|6DUST|8LWND|9FEWX
841	25532 11511	   	164.10	ACR|3VULN|1AART|1DMG	1LEGI|278VULN|3RCR|4DMG|5AART|6DUST|9LHND|aLIT
842	25532 11513	   	164.10	ACR|3VULN|1AART|1DMG	1LEGI|278VULN|3RCR|4DMG|5AART|6DUST|9LHND|aLWND
843	25532 22614	   	164.10	ACR|3VULN|1AART|1DMG	1LEGI|28aVULN|3RCR|4DMG|5AART|6RCVC|7CGEN|9MBVNT
844	42251 21622	   	164.09	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3LWND|4CDMG|5DMG|6AART|7FEWX|89VULN|aLHND
845	42251 23622	   	164.09	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|3LWND|4CDMG|5DMG|6AART|7BEXP|89VULN|aLHND
846	42651 21123	   	164.09	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|39VULN|4CDMG|5DMG|6AART|7FEWX|8MLV|aLIT
847	42651 21322	   	164.09	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|39VULN|4CDMG|5DMG|6AART|7FEWX|8LWND|aLHND
848	42651 23123	   	164.09	ACR|2VULN|1AART|1DMG|1CDMG	1RCVC|2RCR|39VULN|4CDMG|5DMG|6AART|7BEXP|8MLV|aLIT
