0	Index      	 *	Score 	Summary	Detail	
1	32421 61336	 * 	181.27	DCR|2VULN|1AART|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8ASPD|9AART|aDMG
664	35521 61313	   	155.52	DCR|3VULN|2CDMG|1ZMB|1DUR	1ZMB|2RCVC|3LHND|479VULN|5aCDMG|6RCR|8DUR
665	35521 61331	   	155.52	DCR|3VULN|2CDMG|1ZMB|1DUR	1ZMB|2RCVC|3LHND|47aVULN|59CDMG|6RCR|8DUR
666	61621 61313	   	155.52	DCR|3VULN|2CDMG|1ZMB|1DUR	1MLV|2CGEN|3ZMB|479VULN|5aCDMG|6RCR|8DUR
667	62361 61313	   	155.52	DCR|3VULN|2CDMG|1ZMB|1DUR	1MLV|2ZMB|379VULN|4CGEN|5aCDMG|6RCR|8DUR
668	13232 42366	   	155.48	DCR|3VULN|1AART|3ASPD	18LHND|25LWND|38aVULN|468ASPD|7AART|8BPWR|9RCR
669	14251 62124	   	155.47	DCR|3VULN|1AART|1CDMG	1LHND|2MBVNT|39aVULN|4AART|5DUST|6FEWX|7RCR|8CDMG
670	15243 61214	   	155.46	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2DUST|37VULN|4AART|5DMG|6RCR|8MBVNT|9ERES|aDUR
671	15243 61241	   	155.46	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2DUST|37VULN|4AART|5DMG|6RCR|8MBVNT|9DUR|aERES
672	14252 13315	   	155.46	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|38VULN|4AART|5DUR|6RCR|7TLV|9ERES|aDMG
673	14252 13335	   	155.46	DCR|2VULN|1AART|1DMG|1DUR	1LHND|2MBVNT|38VULN|4AART|5DUR|6RCR|7TLV|9NUKE|aDMG
674	14252 41421	   	155.45	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|39VULN|4AART|5DUR|6CDMG|7FEWX|8RCR|aZMB
675	32121 11511	   	155.42	DCR|4VULN|2ZMB|1CDMG	12ZMB|3LWND|479aVULN|5CDMG|6LHND|8RCR
676	32421 11511	   	155.42	DCR|4VULN|2ZMB|1CDMG	12ZMB|3FEWX|479aVULN|5CDMG|6LWND|8RCR
677	32521 11511	   	155.42	DCR|4VULN|2ZMB|1CDMG	12ZMB|3LHND|479aVULN|5CDMG|6LWND|8RCR
678	14251 14348	   	155.42	DCR|3VULN|1AART|1ZMB	1aLHND|2MBVNT|38aVULN|4AART|5DUST|6RCR|7ZMB|9aCGEN|aBPWR
679	36361 61313	   	155.42	DCR|3VULN|2CDMG|1ZMB|1DUR	1ZMB|2TLV|379VULN|4CGEN|5aCDMG|6RCR|8DUR
680	14221 48833	   	155.41	DCR|2VULN|2DMG|1AART	1LHND|2MBVNT|34VULN|5BELT|6AART|79DMG|8ERES|aRCR
681	32421 33511	   	155.32	DCR|4VULN|2ZMB|1CDMG	12ZMB|3FEWX|469aVULN|5CDMG|7DUST|8RCR
682	32461 31511	   	155.32	DCR|4VULN|2ZMB|1CDMG	12ZMB|3FEWX|4LEGI|5CDMG|679aVULN|8RCR
683	15243 61243	   	155.32	DCR|2VULN|1AART|1DMG|1DUR|1SELL	1LHND|2DUST|37VULN|4AART|5DMG|6RCR|8MBVNT|9DUR|aSELL
684	14226 14425	   	155.30	DCR|2VULN|2DMG|1CDMG|1DUR	1LHND|2MBVNT|34VULN|5aDMG|6RMIN|7DUR|8RCR|9CDMG
685	33351 13626	 * 	155.29	DCR|1AART|1DMG|1VULN|3DUR|1ZMB	1ZMB|25aDUR|3LWND|4LHND|6RCR|7VULN|8DMG|9AART
686	53242 36323	   	155.29	3VULN|2AART|2DMG|1ZMB|1DUR|1ASPD	18FEWX|2DUR|368VULN|45AART|78DMG|8BPWR|9ASPD|aZMB
687	32124 31624	   	155.28	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|37LWND|4aVULN|5FEWX|6AART|8DMG|9RCR
688	13223 36523	   	155.28	DCR|2DMG|1AART|1VULN|2ZMB	14LHND|2LWND|3VULN|5aZMB|6AART|78DMG|9RCR
689	22325 25343	   	155.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1LIT|24aVULN|34FEWX|4BPWR|5ZMB|6RCVC|7DMG|8CDMG|9RCR
690	22225 31342	   	155.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1LIT|246VULN|34LWND|4BPWR|5ZMB|7CGEN|8CDMG|9RCR|aDMG
691	22321 15345	   	155.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1LIT|245VULN|34FEWX|4BPWR|6MLV|7DMG|8CDMG|9RCR|aZMB
692	22323 35345	   	155.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1LIT|246VULN|34FEWX|4BPWR|5CGEN|7DMG|8CDMG|9RCR|aZMB
693	22325 51342	   	155.23	DCR|3VULN|1DMG|1CDMG|1ZMB	1LIT|246VULN|34FEWX|4BPWR|5ZMB|7CGEN|8CDMG|9RCR|aDMG
694	22115 16413	   	155.15	DCR|2VULN|2DMG|1ZMB|1ASPD	16LIT|2aVULN|3ASPD|4LHND|5ZMB|7RCR|89DMG
695	22225 33342	   	155.13	DCR|3VULN|1DMG|1CDMG|1ZMB	1LIT|246VULN|34LWND|4BPWR|5ZMB|7ERES|8CDMG|9RCR|aDMG
696	22325 53342	   	155.13	DCR|3VULN|1DMG|1CDMG|1ZMB	1LIT|246VULN|34FEWX|4BPWR|5ZMB|7ERES|8CDMG|9RCR|aDMG
697	32121 53264	   	155.07	DCR|2VULN|1DMG|2ZMB|1CDMG|1DUR	12ZMB|3LWND|4aVULN|5CDMG|6LIT|7RCR|8DUR|9DMG
698	32121 53265	   	155.07	DCR|2DMG|1VULN|2ZMB|1CDMG|1DUR	12ZMB|3LWND|4VULN|5CDMG|6LIT|7RCR|8DUR|9aDMG
699	22535 22163	   	155.07	DCR|3VULN|1AART|1CDMG	1LIT|257VULN|345CGEN|5BPWR|6RCR|8CANHEL|9AART|aCDMG
700	32121 55331	   	155.05	DCR|3VULN|3ZMB|1CDMG	129ZMB|3LWND|49aVULN|5CDMG|6LIT|79MLV|8RCR|9BPWR
701	33311 23664	   	155.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3LWND|4RPLT|5AART|6RCVC|7VULN|8CDMG|9RCR|aDMG
702	33311 62264	   	155.03	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3LWND|4RPLT|5AART|6CDMG|7RCVC|8VULN|9RCR|aDMG
703	34816 33214	   	154.98	DCR|2VULN|1AART|1DMG|2ZMB	17ZMB|2MBVNT|378TLV|4LEGI|57VULN|6AART|7BPWR|9RCR|aDMG
704	32634 35112	 * 	154.97	DCR|2AART|1VULN|2ZMB|1CDMG|1ASPD	12ZMB|3RPLT|4NUKE|56AART|7RCR|8VULN|9ASPD|aCDMG
705	13213 45683	   	154.97	DCR|3VULN|1AART|1CDMG	1LHND|2LWND|37aVULN|4MBVNT|5CDMG|6RCR|8CGEN|9AART
706	22536 22163	   	154.97	DCR|3VULN|1AART|1CDMG	1LIT|257VULN|34CGEN|6RCR|8CANHEL|9AART|aCDMG
707	33421 12323	   	154.95	DCR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3MLV|4CGEN|5CDMG|6LWND|7RCR|8aVULN|9AART
708	32521 53314	   	154.94	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	12ZMB|3LHND|4VULN|5CDMG|6LIT|7RCR|8AART|9DMG|aBEXP
709	33433 32522	   	154.89	DCR|2VULN|2DMG|1ZMB|1ASPD|1DUR	1ZMB|2DUR|3MLV|4ASPD|5LIT|68VULN|79DMG|aRCR
710	32124 13512	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3LWND|47VULN|5FEWX|6RCR|8AART|9CDMG|aRMIN
711	32124 13514	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3LWND|47VULN|5FEWX|6RCR|8AART|9CDMG|aBELT
712	32524 13512	   	154.87	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3LHND|47VULN|5FEWX|6RCR|8AART|9CDMG|aRMIN
713	32521 53313	   	154.84	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG	12ZMB|3LHND|4VULN|5CDMG|6LIT|7RCR|8AART|9DMG|aDUST
714	32124 13511	   	154.77	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3LWND|47VULN|5FEWX|6RCR|8AART|9CDMG|aNUKE
715	32524 13511	   	154.77	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3LHND|47VULN|5FEWX|6RCR|8AART|9CDMG|aNUKE
716	31342 15513	   	154.77	DCR|2VULN|1AART|2ZMB|1CDMG	17ZMB|2CGEN|3aVULN|4DUST|5RMIN|6RCR|8AART|9CDMG
717	14457 11124	   	154.74	DCR|2VULN|1AART|1CDMG|2DUR	1aLHND|2MBVNT|3FEWX|4AART|5aDUR|6RCR|7BEXP|8CDMG|9aVULN|aBPWR
718	32521 53312	   	154.70	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1SELL	12ZMB|3LHND|4VULN|5CDMG|6LIT|7RCR|8AART|9DMG|aSELL
719	31611 22524	   	154.68	DCR|2VULN|1AART|1DMG|2ZMB	13ZMB|2CGEN|4MLV|5aVULN|6LHND|7AART|8DMG|9RCR
720	32126 22624	   	154.68	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3LWND|4aVULN|5RCVC|6LHND|7AART|8DMG|9RCR
721	32161 22624	   	154.68	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3LWND|4DMSP|5aVULN|6LHND|7AART|8DMG|9RCR
722	32311 22524	   	154.68	DCR|2VULN|1AART|1DMG|2ZMB	12ZMB|3CGEN|4MLV|5aVULN|6LHND|7AART|8DMG|9RCR
723	21461 26121	   	154.67	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR	1LIT|2LSRHEA|3CDMG|4RCR|5FEWX|6DUR|7ZMB|89DMG|aAART
724	32124 13515	   	154.62	DCR|2VULN|1AART|2ZMB|1CDMG|1SELL	12ZMB|3LWND|47VULN|5FEWX|6RCR|8AART|9CDMG|aSELL
725	32421 21513	   	154.57	DCR|3VULN|2CDMG|2ZMB|1DUR	12ZMB|3FEWX|479VULN|5aCDMG|6DUR|8RCR
726	32421 21531	   	154.57	DCR|3VULN|2CDMG|2ZMB|1DUR	12ZMB|3FEWX|47aVULN|59CDMG|6DUR|8RCR
727	33623 32624	   	154.56	DCR|3VULN|1AART|1ZMB|1DUR	1ZMB|2DUR|3RMIN|4FEWX|5AART|68aVULN|7RCVC|9RCR
728	14252 15144	   	154.55	DCR|2VULN|1AART|1CDMG|2DUR	1LHND|2MBVNT|3aVULN|4AART|59DUR|6RCR|7FEWX|8CDMG
729	33521 61611	   	154.50	DCR|3VULN|1CDMG|2DUR|1ZMB	1ZMB|28DUR|34FEWX|5CDMG|6RCR|79aVULN
730	13215 52124	   	154.37	DCR|3VULN|1AART|1CDMG	1LHND|2LWND|39aVULN|4MBVNT|5FEWX|6AART|7RCR|8CDMG
731	14422 52124	   	154.37	DCR|3VULN|1AART|1CDMG	1LHND|2MBVNT|3FEWX|49aVULN|5LWND|6AART|7RCR|8CDMG
732	52212 52124	   	154.37	DCR|3VULN|1AART|1CDMG	1FEWX|2LHND|39aVULN|4MBVNT|5LWND|6AART|7RCR|8CDMG
733	31322 11464	   	154.32	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2CGEN|3VULN|4BEXP|5RMIN|6RCR|7AART|8ASPD|9DUR|aDMG
734	13232 36526	   	154.30	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1LHND|25LWND|3VULN|4ASPD|6AART|78DMG|9RCR|aDUR
735	53246 32223	   	154.28	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1FEWX|25DUR|36VULN|4AART|7ASPD|8ERES|9RCR|aCDMG
736	32121 61111	   	154.27	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|38aLWND|47VULN|5CDMG|6RCR|9AART
737	32121 61112	   	154.27	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|38LWND|47VULN|5CDMG|6RCR|9AART|aDMSP
738	32121 61114	   	154.27	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|38LWND|47VULN|5CDMG|6RCR|9AART|aLIT
739	32121 61116	   	154.27	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|38LWND|47VULN|5CDMG|6RCR|9AART|aRMIN
740	32121 61532	   	154.27	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3LWND|47VULN|5CDMG|6RCR|8RMIN|9AART|aRCVC
741	32121 61534	   	154.27	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3LWND|47VULN|5CDMG|6RCR|8RMIN|9AART|aLIT
742	32121 63533	   	154.27	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|37LWND|4aVULN|5CDMG|6RCR|8RMIN|9AART
743	32421 61533	   	154.27	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3FEWX|47VULN|5CDMG|6RCR|8RMIN|9AART|aBEXP
744	32521 61211	   	154.27	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3LHND|47VULN|5CDMG|6RCR|8RCVC|9AART|aLWND
745	32521 61213	   	154.27	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3LHND|47VULN|5CDMG|6RCR|8RCVC|9AART|aLIT
746	32521 61216	   	154.27	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3LHND|47VULN|5CDMG|6RCR|8RCVC|9AART|aRMIN
747	32521 61532	   	154.27	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3LHND|47VULN|5CDMG|6RCR|8RMIN|9AART|aRCVC
748	32521 61611	   	154.27	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|38LHND|47VULN|5CDMG|6RCR|9AART|aLWND
749	32521 61613	   	154.27	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|38LHND|47VULN|5CDMG|6RCR|9AART|aLIT
750	32521 63123	   	154.27	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3LHND|4aVULN|5CDMG|6RCR|7LWND|8FEWX|9AART
751	14245 52124	   	154.27	DCR|3VULN|1AART|1CDMG	1LHND|2MBVNT|39aVULN|4DUST|5FEWX|6AART|7RCR|8CDMG
752	15215 52124	   	154.27	DCR|3VULN|1AART|1CDMG	1LHND|2DUST|39aVULN|4MBVNT|5FEWX|6AART|7RCR|8CDMG
753	55212 52124	   	154.27	DCR|3VULN|1AART|1CDMG	1FEWX|2DUST|39aVULN|4MBVNT|5LWND|6AART|7RCR|8CDMG
754	26331 61612	   	154.27	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1SELL	1LIT|2LWND|3RCR|4RCVC|5VULN|6SELL|7AART|8ZMB|9DMG|aCDMG
755	32335 63334	   	154.23	DCR|3ZMB|1AART|1DMG|1VULN	129ZMB|3CGEN|4DMG|5AART|6RPLT|7MGNSTR|8RCR|aVULN
756	33132 11434	   	154.22	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ZMB|2DUR|3BEXP|4ERES|5RMIN|6RCR|7AART|8ASPD|9VULN|aDMG
757	33612 11434	   	154.22	DCR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1ZMB|2DUR|3RMIN|4LHND|5ERES|6RCR|7AART|8ASPD|9VULN|aDMG
758	14226 54424	   	154.20	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1LHND|2MBVNT|34VULN|5DMG|6ASPD|7DUR|8RCR|9RPLT|aAART
759	32121 61115	   	154.17	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|38LWND|47VULN|5CDMG|6RCR|9AART|aTLV
760	32121 61535	   	154.17	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3LWND|47VULN|5CDMG|6RCR|8RMIN|9AART|aDUST
761	32521 61212	   	154.17	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3LHND|47VULN|5CDMG|6RCR|8RCVC|9AART|aTLV
762	32521 61612	   	154.17	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|38LHND|47VULN|5CDMG|6RCR|9AART|aTLV
763	32521 63523	   	154.17	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3LHND|4aVULN|5CDMG|6RCR|7LWND|8MBVNT|9AART
764	32426 15312	   	154.15	DCR|2VULN|3ZMB|1AART	127ZMB|38FEWX|48VULN|58DUST|6RCR|8BPWR|9AART|aLWND
765	32421 43333	   	154.08	DCR|1AART|1VULN|1DMG|2ZMB|1CDMG|1ASPD	12ZMB|3FEWX|4VULN|5CDMG|6RMIN|7DMG|8ASPD|9AART|aRCR
766	13235 31624	 * 	154.08	DCR|2VULN|1AART|1DMG|2ASPD	15LHND|27LWND|3aVULN|45ASPD|5BPWR|6AART|8DMG|9RCR
767	13235 36521	   	154.08	DCR|2DMG|1AART|1VULN|2ASPD	15aLHND|2LWND|3VULN|45ASPD|5BPWR|6AART|78DMG|9RCR
768	13235 36522	   	154.08	DCR|2DMG|1AART|1VULN|2ASPD	15LHND|2LWND|3VULN|45ASPD|5BPWR|6AART|78DMG|9RCR|aRMIN
769	31312 66613	   	154.07	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2CGEN|38VULN|4DMSP|5RCR|6DUR|7AART|9DUST|aCDMG
770	31312 66633	   	154.07	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1ZMB|2CGEN|38VULN|4DMSP|5RCR|6DUR|7AART|9AIRHEL|aCDMG
771	62312 26613	   	154.07	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1MLV|2ZMB|38VULN|4DMSP|5RCR|6DUR|7AART|9DUST|aCDMG
772	32421 65233	   	154.07	DCR|2VULN|1AART|2ZMB|1CDMG	12ZMB|3FEWX|4aVULN|5CDMG|6RCR|78ERES|9AART
773	53243 33621	   	154.06	DCR|2VULN|1AART|1DMG|2DUR	17FEWX|27DUR|38VULN|4AART|5DMG|67CGEN|7BPWR|9RCR|aLHND
774	53243 33622	   	154.06	DCR|2VULN|1AART|1DMG|2DUR	17FEWX|27DUR|38VULN|4AART|5DMG|67CGEN|7BPWR|9RCR|aRPLT
775	32426 15311	   	154.05	DCR|2VULN|3ZMB|1AART	127ZMB|38FEWX|48VULN|58DUST|6RCR|8BPWR|9AART|aERES
776	53121 61262	 * 	154.02	DCR|1AART|1VULN|1FLTHEA|1CDMG|1ZMB|1DUR	14FEWX|2DUR|3MLV|5CDMG|6RCR|7VULN|8AART|9ZMB|aFLTHEA
777	14252 14218	   	154.01	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|3VULN|48AART|5DUR|6RCR|7ZMB|9ERES|aCDMG
778	14252 14238	   	154.01	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1LHND|2MBVNT|3VULN|48AART|5DUR|6RCR|7ZMB|9NUKE|aCDMG
779	62322 11625	   	153.99	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB	1MLV|2ZMB|3VULN|4BEXP|5RMIN|6RCR|7AART|8VENICY|9DMG|aCDMG
780	54224 41544	   	153.97	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD	1FEWX|2MBVNT|34VULN|5RCR|6TLV|7AART|8ASPD|9ZMB|aCDMG
781	26312 51412	 * 	153.93	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1LIT|2LWND|3RCR|4ERES|5FLTHEA|6DMG|7ZMB|8aVULN|9DUR
782	26342 33161	   	153.93	ACR|2VULN|1DMG|1FLTHEA|1ZMB|1DUR	1LIT|2LWND|3RCR|4TLV|5FLTHEA|6DUR|78VULN|9ZMB|aDMG
783	26335 12225	   	153.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LIT|2LWND|3RCR|4RCVC|5ZMB|6BEXP|7DMG|8AART|9VULN|aCDMG
784	32426 15313	   	153.91	DCR|2VULN|3ZMB|1AART|1SELL	127ZMB|38FEWX|48VULN|58DUST|6RCR|8BPWR|9AART|aSELL
785	14226 54443	   	153.88	DCR|2VULN|2DMG|2DUR|1ASPD	1LHND|2MBVNT|34VULN|5aDMG|6ASPD|79DUR|8RCR
786	53262 11134	   	153.86	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5ERES|6RCR|7AART|8LHND|9MLV|aDMG
787	33333 32624	   	153.86	DCR|3VULN|1AART|1ZMB|1DUR	1ZMB|2DUR|3LWND|4ERES|58aVULN|6AART|7RCVC|9RCR
788	35311 32523	   	153.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2RCVC|3CGEN|4MLV|5VULN|6DUR|7AART|8DMG|9RCR|aCDMG
789	61312 32523	   	153.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2CGEN|3VULN|4DMSP|5ZMB|6DUR|7AART|8DMG|9RCR|aCDMG
790	65322 32523	   	153.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2RCVC|3CGEN|4VULN|5ZMB|6DUR|7AART|8DMG|9RCR|aCDMG
791	53262 12224	   	153.79	DCR|2VULN|1AART|1CDMG|1DUR|1ASPD	1FEWX|2DUR|34VULN|5ERES|6RCR|7CDMG|8AART|9BELT|aASPD
792	53262 11115	   	153.76	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|59ERES|6RCR|7AART|8LHND|aDMG
793	53262 11234	   	153.76	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5ERES|6RCR|7AART|8LEGI|9MLV|aDMG
794	53262 11334	   	153.76	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|5ERES|6RCR|7AART|8DUST|9MLV|aDMG
795	33333 35624	   	153.76	DCR|3VULN|1AART|1ZMB|1DUR	1ZMB|2DUR|3LWND|47ERES|58aVULN|6AART|9RCR
796	62311 32523	   	153.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2ZMB|3VULN|4DMSP|5ERES|6DUR|7AART|8DMG|9RCR|aCDMG
797	66312 32523	   	153.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2TLV|3VULN|4DMSP|5ZMB|6DUR|7AART|8DMG|9RCR|aCDMG
798	13232 11364	   	153.72	DCR|1AART|1DMG|1VULN|1ZMB|1ASPD|1DUR	1LHND|25LWND|3VULN|4ASPD|6RCR|7DUR|8AART|9ZMB|aDMG
799	54224 82311	 * 	153.71	ACR|5VULN|1CDMG	1FEWX|2MBVNT|3489aVULN|5RCR|6CGEN|7CDMG
800	32132 66225	 * 	153.69	ACR|1AART|1VULN|1DMG|2ZMB|1DUR|1ASPD	12ZMB|3LWND|4TLV|5RCR|6DUR|7AART|8VULN|9ASPD|aDMG
801	53262 11215	   	153.66	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|59ERES|6RCR|7AART|8LEGI|aDMG
802	53262 11315	   	153.66	DCR|2VULN|1AART|1DMG|1DUR	1FEWX|2DUR|34VULN|59ERES|6RCR|7AART|8DUST|aDMG
803	52235 13513	   	153.66	DCR|2VULN|1AART|2ASPD|1CDMG	15FEWX|2LHND|37VULN|45ASPD|5BPWR|6RCR|8AART|9CDMG|aRMIN
804	12325 11624	   	153.61	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	12LHND|3VULN|4BEXP|5aDMG|6RCR|7DUR|8ZMB|9CDMG
805	12611 61363	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	12LHND|3ZMB|4BEXP|5CDMG|6RCR|78VULN|9DMG|aASPD
806	12621 61326	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	12LHND|3ZMB|47VULN|5CDMG|6RCR|8DUR|9CGEN|aDMG
807	33421 61335	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3MLV|4CGEN|5CDMG|6RCR|78VULN|9LIT|aDMG
808	35111 61363	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2RCVC|3LWND|4BEXP|5CDMG|6RCR|78VULN|9DMG|aASPD
809	35121 63361	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2RCVC|37LWND|4aVULN|5CDMG|6RCR|8DUR|9DMG
810	62221 61363	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1MLV|2ZMB|3BEXP|4CGEN|5CDMG|6RCR|78VULN|9DMG|aASPD
811	12621 61163	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	12LHND|3ZMB|47VULN|5CDMG|6RCR|8LWND|9DMG|aASPD
812	12621 63363	   	153.61	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	12LHND|3ZMB|48VULN|5CDMG|6RCR|7LWND|9DMG|aASPD
813	15235 13513	   	153.56	DCR|2VULN|1AART|2ASPD|1CDMG	15LHND|2DUST|37VULN|45ASPD|5BPWR|6RCR|8AART|9CDMG|aRMIN
814	26331 31243	   	153.54	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LIT|2LWND|3RCR|4RCVC|5VULN|6ASPD|7ZMB|8DUR|9AART|aDMG
815	13213 45437	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1LHND|2LWND|37VULN|4MBVNT|5CDMG|6RCR|8DMG|9ZMB|aASPD
816	21531 66122	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LIT|2LSRHEA|3DUR|4VULN|5CDMG|6RCR|7ZMB|89DMG|aBEXP
817	21531 66123	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LIT|2LSRHEA|3DUR|4VULN|5CDMG|6RCR|7ZMB|89DMG|aFEWX
818	34714 44423	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2MBVNT|3RMIN|4LHND|5CDMG|6RCR|7DUR|8DMG|9aVULN
819	36221 61363	   	153.51	DCR|2VULN|1DMG|1CDMG|1ZMB|1ASPD	1ZMB|2TLV|3BEXP|4CGEN|5CDMG|6RCR|78VULN|9DMG|aASPD
820	22231 66121	   	153.51	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LIT|2VULN|3LWND|4AIRHEL|5CDMG|6RCR|7ZMB|89DMG|aDUR
821	32124 13332	   	153.51	DCR|4VULN|2ZMB|1DUR	12ZMB|3LWND|479aVULN|5FEWX|6RCR|8DUR
822	32524 13332	   	153.51	DCR|4VULN|2ZMB|1DUR	12ZMB|3LHND|479aVULN|5FEWX|6RCR|8DUR
823	14251 14226	   	153.49	DCR|2AART|1VULN|1DMG|1ZMB	1LHND|2MBVNT|3VULN|48AART|5DUST|6RCR|7ZMB|9FEWX|aDMG
824	14251 14245	   	153.49	DCR|2AART|1DMG|1VULN|1ZMB	1LHND|2MBVNT|3VULN|48AART|5DUST|6RCR|7ZMB|9CGEN|aDMG
825	22263 52342	   	153.47	DCR|3VULN|1DMG|1CDMG|1DUR	1LIT|269VULN|37LWND|4CDMG|5DUR|8RCR|aDMG
826	22265 22342	   	153.47	DCR|3VULN|1DMG|1CDMG|1DUR	1LIT|259VULN|37LWND|4CDMG|6DUR|8RCR|aDMG
827	22411 21325	   	153.46	DCR|2VULN|2DMG|1CDMG	13aLIT|2aVULN|45RMIN|6RCR|7CGEN|8CDMG|9aDMG|aBPWR
