0	Index      	 *	Score 	Summary	Detail	
1	62342 13115	 * 	191.88	DCR|2VULN|2DMG|1AART|2FLTHEA|1ZMB	1AART|29FLTHEA|3BELT|4ZMB|59VULN|69DMG|7RCVC|8DLOT|9BPWR|aRCR
637	45232 13141	 * 	163.62	DCR|2VULN|2DMG|2CDMG|2ASPD	17ASPD|27CDMG|3CGEN|4DUST|5BELT|67VULN|7BPWR|89DMG|aRCR
638	22362 26111	   	163.51	DCR|3VULN|2DMG|1ZMB|1ASPD	129VULN|3ASPD|4BEXP|5CANSTR|6ZMB|78DMG|aRCR
639	61314 32183	   	163.48	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1AART|2aLIT|3MBVNT|4ASPD|5aDUR|6RCR|7CDMG|8CGEN|9aVULN|aBPWR
640	22613 33514	 * 	163.45	DCR|4VULN|1CDMG|1FLTHEA|1DUR	1236VULN|4LIT|5MBVNT|7RCR|8CDMG|9DUR|aFLTHEA
641	62512 13252	   	163.44	DCR|1AART|1DMG|2FLTHEA|2CDMG|1DUR	1AART|28FLTHEA|3RCVC|4LIT|58CDMG|6RCR|78CGEN|8BPWR|9DUR|aDMG
642	22333 26111	   	163.41	DCR|3VULN|2DMG|1ZMB|1ASPD	129VULN|3ASPD|4LSRHEA|5DUST|6ZMB|78DMG|aRCR
643	61311 31273	   	163.38	DCR|2DMG|1AART|1CDMG|2DUR|1ASPD	1AART|29LIT|3MBVNT|4ASPD|5LEGI|6RCR|79DUR|89DMG|9BPWR|aCDMG
644	22361 52412	   	163.31	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	12VULN|39ASPD|45BEXP|6AART|7DUR|8RCR|aDMG
645	35313 52412	   	163.31	DCR|2VULN|1AART|1DMG|2ASPD|1DUR	12BEXP|39ASPD|45VULN|6AART|7DUR|8RCR|aDMG
646	61361 71431	   	163.28	DCR|2AART|2VULN|1DMG	19AART|24LIT|3MBVNT|57VULN|6RCR|8DMG|aRCVC
647	62513 14312	   	163.23	DCR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3RCVC|4LIT|5DUR|6ZMB|7VULN|8RCR|9CGEN|aDMG
648	45313 13333	   	163.22	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|3AART|46LIT|5RCVC|78VULN|9DMG|aRCR
649	45313 23333	   	163.22	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|3AART|4LIT|5RCVC|6DMSP|78VULN|9DMG|aRCR
650	22631 43314	   	163.20	DCR|5VULN|1AART|1SELL	1234aVULN|5SELL|6BELT|7DUST|8RCR|9AART
651	22613 33252	   	163.16	DCR|4VULN|1DMG|1ASPD|1DUR	1236VULN|4LIT|5MBVNT|7RCR|8ASPD|9DMG|aDUR
652	61375 32113	   	163.13	DCR|2VULN|1AART|1DMG|1ZMB	1AART|2LIT|3MBVNT|4DMG|58VULN|6RCR|7CGEN|9RCVC|aZMB
653	61375 32413	   	163.13	DCR|2DMG|1AART|1VULN|1ZMB	1AART|2LIT|3MBVNT|48DMG|5VULN|6RCR|7CGEN|9RCVC|aZMB
654	36223 52136	   	163.12	DCR|2VULN|2AART|1DMG|1CDMG	1BEXP|2RMIN|3LHND|49VULN|5DMG|68AART|7CDMG|aRCR
655	61374 34733	   	163.11	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1AART|2LIT|3MBVNT|4DMG|59DUR|6RCR|7ASPD|8ZMB|aVULN
656	62261 32334	   	163.08	ACR|1AART|1VULN|1CDMG|1FLTHEA|1ZMB|1ASPD|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6CDMG|7ZMB|8DUST|9ASPD|aVULN
657	45521 31112	   	162.98	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1ASPD	1ASPD|2CDMG|3VULN|4DLOT|5LWND|6RCR|7DMG|8AART|9LHND|aFLTHEA
658	62312 51135	   	162.95	DCR|2AART|1VULN|1FLTHEA|1ZMB|1DUR|1ASPD	19AART|2FLTHEA|3BELT|4DUR|5ZMB|6RCR|7VULN|8DMSP|aASPD
659	62312 52613	   	162.95	DCR|2AART|1DMG|1FLTHEA|1ZMB|1ASPD|1DUR	18AART|2FLTHEA|3BELT|4DUR|5ZMB|6RCR|7MGNLIT|9ASPD|aDMG
660	45343 33122	 * 	162.95	DCR|1AART|1VULN|3ASPD|1DMG|1CDMG	145ASPD|2CDMG|3AART|6RPLT|7RCR|8DMG|9VULN|aCGEN
661	45343 33123	   	162.95	DCR|1AART|1VULN|3ASPD|1DMG|1CDMG	145ASPD|2CDMG|3AART|6RPLT|7RCR|8DMG|9VULN|aDMSP
662	45622 31312	   	162.86	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2CDMG|3aDUR|4DLOT|5VULN|6RCR|7DMG|8RCVC|9AART
663	45343 33121	   	162.85	DCR|1AART|1VULN|3ASPD|1DMG|1CDMG	145ASPD|2CDMG|3AART|6RPLT|7RCR|8DMG|9VULN|aDUST
664	45332 22136	   	162.80	DCR|2AART|2VULN|1CDMG|1ZMB|1ASPD	1ASPD|2CDMG|38AART|4FEWX|59VULN|6ZMB|7LHND|aRCR
665	23611 36341	   	162.78	DCR|4VULN|1DMG|1ZMB	1357VULN|2LWND|4LIT|6RCR|8ZMB|9DMG|aBEXP
666	23611 36343	   	162.78	DCR|4VULN|1DMG|1ZMB	1357VULN|2LWND|4LIT|6RCR|8ZMB|9DMG|aRMIN
667	23614 33312	   	162.77	DCR|3VULN|2DMG|1ZMB	139VULN|2LWND|4LIT|57DMG|6ZMB|8RCR|aRCVC
668	61373 33231	   	162.76	DCR|2DMG|1AART|1VULN|2DUR	1AART|2LIT|3MBVNT|48DMG|5FEWX|6RCR|7VULN|9aDUR
669	61375 33331	   	162.76	DCR|2VULN|1AART|1DMG|2DUR	1AART|2LIT|3MBVNT|4DMG|57VULN|6RCR|8BEXP|9aDUR
670	61373 31233	   	162.76	DCR|2DMG|1AART|1VULN|2DUR	1AART|2LIT|3MBVNT|48DMG|5FEWX|6RCR|79DUR|aVULN
671	61373 31271	   	162.76	DCR|2DMG|1AART|1VULN|2DUR	1AART|2LIT|3MBVNT|48DMG|5FEWX|6RCR|7aDUR|9VULN
672	61373 31373	   	162.76	DCR|2VULN|1AART|1DMG|2DUR	1AART|2LIT|3MBVNT|4DMG|5FEWX|6RCR|78DUR|9aVULN
673	61373 33373	   	162.76	DCR|2VULN|1AART|1DMG|2DUR	1AART|2LIT|3MBVNT|4DMG|5FEWX|6RCR|7aVULN|89DUR
674	61374 31173	   	162.76	DCR|2VULN|1AART|1DMG|2DUR	1AART|2LIT|3MBVNT|4DMG|57DUR|6RCR|8LWND|9aVULN
675	61374 31243	   	162.76	DCR|2VULN|1AART|1DMG|2DUR	1AART|2LIT|3MBVNT|4DMG|57DUR|6RCR|8aVULN|9LHND
676	61374 31253	   	162.76	DCR|2VULN|1AART|1DMG|2DUR	1AART|2LIT|3MBVNT|4DMG|57DUR|6RCR|8aVULN|9BEXP
677	61374 31272	   	162.76	DCR|2VULN|1AART|1DMG|2DUR	1AART|2LIT|3MBVNT|4DMG|57DUR|6RCR|89VULN|aFEWX
678	61374 38233	   	162.76	DCR|2DMG|1AART|1VULN|2DUR	1AART|2LIT|3MBVNT|48DMG|59DUR|6RCR|7BEXP|aVULN
679	61375 31241	   	162.76	DCR|2DMG|1AART|1VULN|2DUR	1AART|2LIT|3MBVNT|48DMG|5VULN|6RCR|7aDUR|9LHND
680	61376 33231	   	162.66	DCR|2VULN|1AART|1DMG|2DUR	1AART|2LIT|3MBVNT|4DMG|5DUST|6RCR|78VULN|9aDUR
681	61371 31271	   	162.66	DCR|2DMG|1AART|1VULN|2DUR	1AART|2LIT|3MBVNT|48DMG|5LEGI|6RCR|7aDUR|9VULN
682	61374 31217	   	162.66	DCR|2VULN|1AART|1DMG|2DUR	1AART|2LIT|3MBVNT|4DMG|57DUR|6RCR|8aVULN|9ERES
683	61374 31227	   	162.66	DCR|2VULN|1AART|1DMG|2DUR	1AART|2LIT|3MBVNT|4DMG|57DUR|6RCR|8aVULN|9TLV
684	62261 11225	   	162.65	ACR|1AART|1DMG|1VULN|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3LWND|4RCR|5DUR|6FEWX|7BEXP|8VULN|9DMG|aZMB
685	22613 33516	   	162.63	DCR|5VULN|1CDMG|1DUR	1236aVULN|4LIT|5MBVNT|7RCR|8CDMG|9DUR
686	22613 33545	   	162.63	DCR|5VULN|1CDMG|1DUR	12369VULN|4LIT|5MBVNT|7RCR|8CDMG|aDUR
687	62222 35532	   	162.63	DCR|2AART|1DMG|1CDMG|1FLTHEA|1ZMB	17AART|2FLTHEA|3LWND|4ERES|5DMG|6RCR|8RPLT|9ZMB|aCDMG
688	22356 12413	   	162.61	DCR|3VULN|1AART|2ASPD|1DUR	12aVULN|39ASPD|4AART|5FEWX|6RCVC|7DUR|8RCR
689	22641 22623	   	162.60	DCR|5VULN|1AART|1SELL	12356VULN|46DUST|6BPWR|7DMSP|8RCR|9SELL|aAART
690	23134 51311	   	162.58	DCR|3VULN|1DMG|2ASPD|1CDMG	148VULN|28LWND|3MLV|5CDMG|68ASPD|7RCR|8BPWR|9DUST|aDMG
691	23634 51311	   	162.58	DCR|3VULN|1DMG|2ASPD|1CDMG	138VULN|28LWND|4CGEN|5CDMG|68ASPD|7RCR|8BPWR|9DUST|aDMG
692	22352 12413	   	162.51	DCR|3VULN|1AART|2ASPD|1DUR	12aVULN|39ASPD|4AART|5LEGI|6RCVC|7DUR|8RCR
693	62211 35613	   	162.48	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|39LWND|4BEXP|5DUR|6CDMG|7VULN|8RCR|aDMG
694	62211 35623	   	162.48	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3LWND|4BEXP|5DUR|6CDMG|7VULN|8RCR|9DMSP|aDMG
695	26263 22161	 * 	162.46	DCR|4VULN|2ZMB|2ASPD|1DUR	1579VULN|2FEWX|37ASPD|4BELT|67ZMB|7BPWR|8RCR|aDUR
696	61314 35274	   	162.40	DCR|2AART|2VULN|2ASPD|1DUR	17AART|2LIT|3MBVNT|4aASPD|5DUR|6RCR|89VULN
697	61314 34278	   	162.40	DCR|2AART|2VULN|2ASPD|1DUR	1aAART|2LIT|3MBVNT|47ASPD|5DUR|6RCR|89VULN
698	61374 32733	 * 	162.40	DCR|2AART|2DMG|1CDMG|1DUR	1aAART|2LIT|3MBVNT|48DMG|5DUR|6RCR|7CDMG|9AIRHEA
699	62121 42622	   	162.38	DCR|1AART|1DMG|1VULN|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3CDMG|4LWND|5LIT|6DMG|7MBVNT|8RCR|9VULN|aDUR
700	22651 22513	   	162.35	DCR|5VULN|1AART	12356VULN|46LHND|6BPWR|7AART|8ERES|9RCR|aMLV
701	61374 35443	   	162.33	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	17AART|2LIT|3MBVNT|4DMG|5DUR|6RCR|8ZMB|9MLV|aVULN
702	45332 31236	   	162.32	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD	1ASPD|2CDMG|3AART|4FEWX|59VULN|6LWND|7DMG|8RCVC|aRCR
703	23425 23362	   	162.30	DCR|3VULN|2DMG|1DUR	18aVULN|2aLWND|3FEWX|4DUR|5BELT|6RCR|7MBVNT|9aDMG|aBPWR
704	65234 32132	 * 	162.29	ACR|2AART|2VULN|2CDMG	18AART|2NUKE|3RCR|4RMIN|59VULN|6LWND|7aCDMG
705	61374 51333	   	162.28	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	1AART|2LIT|3MBVNT|4DMG|5DUR|69ASPD|7VULN|8RCR|aCDMG
706	22651 22512	   	162.25	DCR|5VULN|1AART	12356VULN|46LHND|6BPWR|7AART|8ERES|9RCR|aDUST
707	22253 26411	   	162.21	DCR|2AART|2VULN|1DMG|1ASPD	12VULN|3ERES|4aAART|5RMIN|6DUST|7DMG|8RCR|9ASPD
708	23114 51335	   	162.21	DCR|2VULN|2AART|2ASPD|1CDMG	18VULN|28LWND|34MLV|5CDMG|68ASPD|7RCR|8BPWR|9aAART
709	22651 61332	   	162.21	DCR|5VULN|1DMG	12358VULN|4LHND|6RPLT|7RCR|9BELT|aDMG
710	45322 31111	   	162.19	DCR|3AART|2VULN|1DMG|1CDMG|1ASPD|1MSE	1ASPD|2CDMG|389AART|4MSE|5aVULN|6RCR|7DMG
711	62342 51312	   	162.15	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3BELT|4ZMB|57VULN|6RCR|8DUR|9BEXP|aLHND
712	62342 51313	   	162.15	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3BELT|4ZMB|57VULN|6RCR|8DUR|9BEXP|aLWND
713	62342 51321	   	162.15	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3BELT|4ZMB|57VULN|6RCR|8DUR|9RPLT|aLWND
714	62342 51323	   	162.15	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3BELT|4ZMB|57VULN|6RCR|8DUR|9RPLT|aBEXP
715	61313 31275	   	162.15	DCR|2DMG|1AART|2ASPD|1ZMB|1DUR	1AART|29LIT|3MBVNT|49ASPD|5FEWX|6RCR|7DUR|89DMG|9BPWR|aZMB
716	62312 51124	   	162.15	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3BELT|4DUR|5ZMB|6RCR|7aVULN|8DMSP|9RPLT
717	22253 23653	   	162.11	DCR|3VULN|2AART|1CDMG	128VULN|38ERES|47AART|5RMIN|68DUST|8BPWR|9RCR|aCDMG
718	22312 21114	   	162.10	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7BEXP|8aDMG|9RPLT
719	22312 21141	   	162.10	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7aBEXP|89DMG
720	22312 21143	   	162.10	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7BEXP|89DMG|aLHND
721	22312 21144	   	162.10	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7BEXP|89DMG|aRPLT
722	22312 22114	   	162.10	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7LWND|8aDMG|9RPLT
723	22312 22135	   	162.10	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|79LWND|8aDMG
724	22312 22141	   	162.10	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7LWND|89DMG|aBEXP
725	22312 22142	   	162.10	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7LWND|89DMG|aDMSP
726	22312 22144	   	162.10	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7LWND|89DMG|aRPLT
727	62266 22323	   	162.09	ACR|2VULN|1AART|1DMG|1FLTHEA	1AART|2FLTHEA|3LWND|4RCR|5LEGI|6DUST|7aVULN|8FEWX|9DMG
728	61315 31223	   	162.07	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1AART|2LIT|3MBVNT|4ASPD|5VULN|6RCR|7DUR|8DMG|9RCVC|aCDMG
729	61374 34123	   	162.07	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1AART|2LIT|3MBVNT|4DMG|5DUR|6RCR|7ASPD|8VULN|9RCVC|aCDMG
730	62312 52131	 * 	162.07	DCR|1AART|1DMG|2ZMB|1CDMG|1FLTHEA|1DUR	1AART|2FLTHEA|3BELT|4DUR|5aZMB|6RCR|7MGNLIT|8CDMG|9DMG
731	62512 15313	   	162.07	DCR|2AART|1VULN|1FLTHEA|1CDMG|1ASPD	1aAART|2FLTHEA|3RCVC|4LIT|5CDMG|6RCR|7ASPD|8BEXP|9VULN
732	62342 51311	   	162.05	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3BELT|4ZMB|57VULN|6RCR|8DUR|9BEXP|aTLV
733	62342 51322	   	162.05	DCR|2VULN|1AART|1FLTHEA|1ZMB|1DUR	1AART|2FLTHEA|3BELT|4ZMB|57VULN|6RCR|8DUR|9RPLT|aDUST
734	61314 33135	   	162.05	DCR|2VULN|1AART|2ASPD|1ZMB|1DUR	1AART|29LIT|3MBVNT|49ASPD|5DUR|6RCR|7TLV|89VULN|9BPWR|aZMB
735	61373 31282	   	162.05	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1AART|2LIT|3MBVNT|48DMG|5FEWX|6RCR|7DUR|9ZMB|aCDMG
736	61374 32128	   	162.05	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1AART|2LIT|3MBVNT|4aDMG|5DUR|6RCR|7CDMG|8CGEN|9ZMB
737	61374 32228	   	162.05	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1AART|2LIT|3MBVNT|4aDMG|5DUR|6RCR|7CDMG|8RMIN|9ZMB
738	62222 34115	   	162.05	DCR|2DMG|1AART|1FLTHEA|1ZMB|1ASPD	1AART|2FLTHEA|38LWND|4ERES|59DMG|6RCR|7ASPD|aZMB
739	62222 34343	   	162.05	DCR|2DMG|1AART|1FLTHEA|1ZMB|1ASPD	1AART|2FLTHEA|3LWND|4ERES|5aDMG|6RCR|7ASPD|8ZMB|9LIT
740	22613 33453	   	162.01	DCR|5VULN|1DMG	1236aVULN|4LIT|5MBVNT|7RCR|8BASHEA|9DMG
741	61314 21337	   	162.01	DCR|3VULN|1AART|2ASPD|1DUR	1AART|29LIT|3MBVNT|49ASPD|5DUR|6CGEN|79aVULN|8RCR|9BPWR
742	61512 21336	   	162.01	DCR|3VULN|1AART|1CDMG|1DUR	1AART|29LIT|39ERES|4RPLT|5DUR|6CDMG|79aVULN|8RCR|9BPWR
743	22312 21146	   	162.00	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7BEXP|89DMG|aMBVNT
744	22312 22143	   	162.00	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7LWND|89DMG|aERES
745	22312 22146	   	162.00	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7LWND|89DMG|aMBVNT
746	22312 25114	   	162.00	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7DUST|8aDMG|9RPLT
747	22312 25141	   	162.00	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7DUST|89DMG|aBEXP
748	22312 25142	   	162.00	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7DUST|89DMG|aDMSP
749	22312 25144	   	162.00	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7DUST|89DMG|aRPLT
750	61344 46436	   	162.00	ACR|3VULN|1AART|1DMG	1AART|2aLIT|3MBVNT|4aFEWX|5RCR|6DMG|7LSRICY|89aVULN|aBPWR
751	62535 33132	   	161.98	ACR|2AART|1DMG|1FLTHEA|1ZMB|1ASPD|1DUR	14AART|2FLTHEA|3RCVC|5RCR|6ASPD|7DMG|8LHND|9DUR|aZMB
752	62261 12135	   	161.97	ACR|2AART|1VULN|1CDMG|1FLTHEA|2DUR	19AART|2FLTHEA|3LWND|4RCR|58DUR|6FEWX|7VULN|aCDMG
753	64312 32623	   	161.95	DCR|2VULN|1AART|1FLTHEA|1ZMB|1ASPD	1AART|2ASPD|37VULN|4TLV|5CANHEL|6RCR|8ZMB|9BEXP|aFLTHEA
754	61371 31282	   	161.95	DCR|2DMG|1AART|1CDMG|1ZMB|1DUR	1AART|2LIT|3MBVNT|48DMG|5LEGI|6RCR|7DUR|9ZMB|aCDMG
755	22631 41363	   	161.92	DCR|4VULN|2DMG|1SELL	1234VULN|5SELL|6BELT|78DMG|9RCR|aLWND
756	22312 25143	   	161.90	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7DUST|89DMG|aERES
757	22312 25146	   	161.90	DCR|3VULN|2DMG|1ASPD	124VULN|3ASPD|5CANSTR|6RCR|7DUST|89DMG|aMBVNT
758	61344 16436	   	161.90	ACR|3VULN|1AART|1DMG	1AART|2aLIT|3MBVNT|4aFEWX|5RCR|6AIRHEL|7DMG|89aVULN|aBPWR
