0	Index      	 *	Score 	Summary	Detail	
1	43651 24134	 * 	180.76	DCR|2VULN|2DMG|1AART|1CDMG	17LWND|27LIT|3AART|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9aVULN
670	55231 31214	   	155.43	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2TLV|3AART|4ZMB|5DMG|6DMSP|7aVULN|8RCR|9ERES
671	16313 23215	   	155.43	DCR|2VULN|1AART|1DMG|1ZMB	19ERES|25VULN|3AART|4CGEN|6LIT|7ZMB|8RCR|aDMG
672	53231 21213	   	155.43	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9ERES|aLSRHEA
673	53231 21216	   	155.43	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2MLV|3AART|4ZMB|56DMG|7VULN|8RCR|9ERES|aNUKE
674	53233 42215	   	155.43	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2MLV|3AART|4ZMB|57VULN|69ERES|8RCR|aDMG
675	55231 22214	   	155.43	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7LWND|8RCR|9ERES|aVULN
676	55233 22216	   	155.43	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2TLV|3AART|4ZMB|57VULN|6MLV|8RCR|9ERES|aDMG
677	33151 12542	   	155.39	ACR|2DMG|1AART|1VULN|2ASPD	1LEGI|2aDUST|3VULN|4aASPD|5RCR|6ERES|7BEXP|8AART|9aDMG|aBPWR
678	43632 11612	   	155.37	ACR|3VULN|1AART|2DUR	19LWND|2LIT|3AART|4RCR|59aVULN|6FEWX|7DUST|89DUR|9BPWR
679	36321 53814	   	155.37	DCR|3VULN|1AART|1CDMG	1LEGI|23aVULN|4MBVNT|5RPLT|6RCR|7CDMG|8AART|9ERES
680	31136 12164	   	155.35	ACR|2AART|1VULN|1DMG|1CDMG	1LEGI|26AART|3LIT|4RCR|5TLV|7VULN|8CDMG|9CGEN|aDMG
681	31134 55133	   	155.35	ACR|2AART|1VULN|1DMG|1CDMG	1LEGI|25AART|3LIT|4RCR|6LWND|7DMG|8CDMG|9VULN|aLSRHEA
682	32151 53312	   	155.35	ACR|1AART|1DMG|1VULN|1CDMG|1ZMB|1ASPD	1LEGI|2LHND|3VULN|4ASPD|5RCR|6ZMB|7BELT|8CDMG|9AART|aDMG
683	32221 45316	   	155.34	DCR|1AART|1DMG|1VULN|2ASPD|1CDMG	1LEGI|2LHND|3BELT|4VULN|5aASPD|6RCR|7DMG|8CDMG|9AART
684	55231 21213	   	155.33	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8RCR|9ERES|aLSRHEA
685	55231 21216	   	155.33	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2TLV|3AART|4ZMB|56DMG|7VULN|8RCR|9ERES|aNUKE
686	36327 21611	   	155.32	DCR|4VULN|1AART	1LEGI|235aVULN|4MBVNT|6RCR|7MLV|8LIT|9AART
687	43631 22132	   	155.28	ACR|2AART|2VULN|1CDMG	1LWND|2LIT|3aAART|4RCR|5RCVC|6MLV|79VULN|8CDMG
688	43632 23411	   	155.27	ACR|3VULN|1AART|2DUR	1LWND|2LIT|3AART|4RCR|59aVULN|6CGEN|78DUR
689	31132 31343	   	155.24	ACR|1AART|1VULN|1DMG|1ZMB|1ASPD|1DUR	1LEGI|2AART|37LIT|4RCR|5VULN|6ASPD|8DUR|9DMG|aZMB
690	46231 43223	   	155.22	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1LWND|28DMG|3ZMB|4DUR|5RPLT|6RCR|7CDMG|9RCVC|aVULN
691	36327 23111	   	155.22	DCR|4VULN|1AART	1LEGI|235aVULN|4MBVNT|6RCR|7LIT|8ERES|9AART
692	36327 23811	   	155.22	DCR|4VULN|1AART	1LEGI|235aVULN|4MBVNT|6RCR|7LIT|8TLV|9AART
693	36321 33883	   	155.21	DCR|3VULN|1AART|1CDMG|1DUR	1LEGI|23aVULN|4MBVNT|5RPLT|6DUR|7CDMG|8AART|9RCR
694	43631 62132	   	155.18	ACR|2AART|2VULN|1CDMG	1LWND|2LIT|3aAART|4RCR|5RCVC|6TLV|79VULN|8CDMG
695	16331 41234	   	155.15	DCR|2VULN|1AART|1CDMG|2DUR	157ERES|27VULN|3AART|47BEXP|6RCR|7BPWR|8CDMG|9aDUR
696	53231 12341	   	155.13	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2MLV|3AART|4ZMB|5DMG|6LHND|7aVULN|8RCVC|9RCR
697	62151 12161	   	155.12	ACR|2VULN|1AART|1DMG|1DUR|1ASPD	1DUR|2DUST|38VULN|4ASPD|5RCR|6ERES|7BEXP|9AART|aDMG
698	66221 43223	   	155.12	DCR|2DMG|1VULN|1CDMG|1ZMB|1DUR	1DUR|28DMG|3ZMB|4RPLT|5LEGI|6RCR|7CDMG|9RCVC|aVULN
699	31132 16135	   	155.08	ACR|2VULN|1AART|1CDMG|1FLTHEA	1LEGI|2AART|3LIT|4RCR|59VULN|6FEWX|7FLTHEA|8DLOT|aCDMG
700	31132 66112	   	155.08	ACR|2VULN|1AART|1CDMG|1FLTHEA	1LEGI|2AART|3LIT|4RCR|5aVULN|6LWND|7FLTHEA|8DLOT|9CDMG
701	31132 66135	   	155.08	ACR|2VULN|1AART|1CDMG|1FLTHEA	1LEGI|2AART|3LIT|4RCR|59VULN|6LWND|7FLTHEA|8DLOT|aCDMG
702	53233 32244	 * 	155.07	DCR|3VULN|1AART|2ZMB	1LIT|2MLV|3AART|49ZMB|57aVULN|6CGEN|8RCR
703	11366 34812	   	155.07	DCR|2DMG|1AART|1VULN|1ASPD	1ERES|2BELT|3AART|4ASPD|58DMG|6MBVNT|7RCR|9VULN|aRCVC
704	55231 12341	   	155.03	DCR|2VULN|1AART|1DMG|1ZMB	1LIT|2TLV|3AART|4ZMB|5DMG|6LHND|7aVULN|8RCVC|9RCR
705	31132 22311	   	154.98	ACR|3VULN|2AART	1LEGI|28AART|3LIT|4RCR|59aVULN|6CGEN|7LHND
706	31134 22211	   	154.98	ACR|3VULN|2AART	1LEGI|25AART|3LIT|4RCR|6MLV|79aVULN|8FEWX
707	31134 22411	   	154.98	ACR|3VULN|2AART	1LEGI|25AART|3LIT|4RCR|6MLV|79aVULN|8LWND
708	31132 56135	   	154.98	ACR|2VULN|1AART|1CDMG|1FLTHEA	1LEGI|2AART|3LIT|4RCR|59VULN|6DUST|7FLTHEA|8DLOT|aCDMG
709	16313 23244	   	154.97	DCR|3VULN|1AART|2ZMB	1ERES|25aVULN|3AART|4CGEN|6LIT|79ZMB|8RCR
710	53253 35132	   	154.95	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|2MLV|3aAART|4RCR|5LWND|6CGEN|7DMG|8CDMG|9VULN
711	31136 25134	   	154.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LEGI|2AART|3LIT|4RCR|5TLV|6MLV|7DMG|8CDMG|9VULN|aZMB
712	31136 35134	   	154.91	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB	1LEGI|2AART|3LIT|4RCR|5TLV|6CGEN|7DMG|8CDMG|9VULN|aZMB
713	16436 31223	   	154.90	DCR|3DMG|2VULN|1DUR	1ERES|25VULN|38aDMG|4DUR|67RMIN|9RCR
714	31132 31246	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2AART|37LIT|4RCR|5aVULN|6ASPD|8FEWX|9DMG
715	31132 31446	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2AART|37LIT|4RCR|5aVULN|6ASPD|8LWND|9DMG
716	31132 32342	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7LHND|9DMG|aBELT
717	31132 32345	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7LHND|9DMG|aCGEN
718	31132 35146	   	154.88	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2AART|3LIT|4RCR|5aVULN|6ASPD|78LWND|9DMG
719	31132 43112	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4RCR|5aVULN|6DUR|7LWND|8DMG|9CGEN
720	31132 43124	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4RCR|5aVULN|6DUR|7LWND|8DMG|9BEXP
721	31132 43134	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4RCR|5aVULN|6DUR|7LWND|8DMG|9LHND
722	31132 43144	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4RCR|5aVULN|6DUR|7LWND|8DMG|9BELT
723	31132 44216	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|39LIT|4RCR|58VULN|6DUR|7RPLT|aDMG
724	31132 44236	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4RCR|58VULN|6DUR|79RPLT|aDMG
725	31132 44262	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4RCR|58VULN|6DUR|7RPLT|9DMG|aRMIN
726	31132 44361	   	154.88	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|38LIT|4RCR|5aVULN|6DUR|7RPLT|9DMG
727	31134 42211	   	154.88	ACR|3VULN|2AART	1LEGI|25AART|3LIT|4RCR|6ERES|79aVULN|8FEWX
728	31134 42411	   	154.88	ACR|3VULN|2AART	1LEGI|25AART|3LIT|4RCR|6ERES|79aVULN|8LWND
729	31134 62211	   	154.88	ACR|3VULN|2AART	1LEGI|25AART|3LIT|4RCR|6TLV|79aVULN|8FEWX
730	31134 62411	   	154.88	ACR|3VULN|2AART	1LEGI|25AART|3LIT|4RCR|6TLV|79aVULN|8LWND
731	31136 12211	   	154.88	ACR|3VULN|2AART	1LEGI|26AART|3LIT|4RCR|5TLV|79aVULN|8FEWX
732	31136 12411	   	154.88	ACR|3VULN|2AART	1LEGI|26AART|3LIT|4RCR|5TLV|79aVULN|8LWND
733	36327 21613	   	154.87	DCR|3VULN|1AART|1CDMG	1LEGI|235VULN|4MBVNT|6RCR|7MLV|8LIT|9AART|aCDMG
734	53251 34441	   	154.85	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|2MLV|3aAART|4RCR|5MBVNT|6VULN|7LWND|8CDMG|9DMG
735	53253 25132	   	154.85	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|2MLV|3aAART|4RCR|5LWND|6TLV|7DMG|8CDMG|9VULN
736	12442 41323	   	154.83	DCR|1AART|1VULN|1DMG|1FLTHEA|1ASPD	1ERES|2RCVC|3BEXP|4LWND|5AART|6RCR|7FLTHEA|8ASPD|9VULN|aDMG
737	16436 13123	   	154.80	DCR|3VULN|2DMG|1DUR	18ERES|258VULN|3aDMG|4DUR|6DMSP|78TLV|8BPWR|9RCR
738	31134 42322	   	154.78	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6ERES|7aVULN|8RCVC|9CDMG
739	31132 32341	   	154.78	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7LHND|9DMG|aDUST
740	31132 34123	   	154.78	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7CANHEL|9DMG|aCGEN
741	31132 34124	   	154.78	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7CANHEL|9DMG|aRMIN
742	31132 41112	   	154.78	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4RCR|5aVULN|6DUR|7DUST|8DMG|9CGEN
743	31132 41124	   	154.78	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4RCR|5aVULN|6DUR|7DUST|8DMG|9BEXP
744	31132 41134	   	154.78	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4RCR|5aVULN|6DUR|7DUST|8DMG|9LHND
745	31132 41154	   	154.78	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4RCR|5aVULN|6DUR|7DUST|8DMG|9LWND
746	31132 43154	   	154.78	ACR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4RCR|5aVULN|6DUR|7LWND|8DMG|9DUST
747	31136 25341	   	154.78	ACR|2DMG|1AART|1VULN|1DUR	1LEGI|2AART|3LIT|4RCR|5TLV|6MLV|79DMG|8DUR|aVULN
748	31136 35341	   	154.78	ACR|2DMG|1AART|1VULN|1DUR	1LEGI|2AART|3LIT|4RCR|5TLV|6CGEN|79DMG|8DUR|aVULN
749	36321 24882	   	154.78	DCR|3VULN|1AART|2CDMG	1LEGI|23aVULN|4MBVNT|5RPLT|6aCDMG|7aFEWX|8AART|9RCR|aBPWR
750	52234 31251	   	154.77	DCR|2VULN|2AART|1DMG	1LIT|2ERES|3DMG|4CGEN|56AART|7aVULN|8RCR|9LWND
751	12611 23161	   	154.77	DCR|3VULN|1DMG|1CDMG|1DUR	18ERES|2RCVC|3CDMG|48CGEN|5DMG|6DUR|78aVULN|8BPWR|9RCR
752	36327 23113	   	154.77	DCR|3VULN|1AART|1CDMG	1LEGI|235VULN|4MBVNT|6RCR|7LIT|8ERES|9AART|aCDMG
753	36327 23813	   	154.77	DCR|3VULN|1AART|1CDMG	1LEGI|235VULN|4MBVNT|6RCR|7LIT|8TLV|9AART|aCDMG
754	62151 43232	 * 	154.76	ACR|4VULN|1CDMG|1ASPD|1DUR	1DUR|2DUST|3679VULN|4ASPD|5RCR|8BELT|aCDMG
755	55251 34441	   	154.75	ACR|2AART|1VULN|1DMG|1CDMG	1LIT|2TLV|3aAART|4RCR|5MBVNT|6VULN|7LWND|8CDMG|9DMG
756	43632 31343	   	154.74	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LWND|27LIT|3AART|4RCR|5VULN|6ASPD|8DUR|9DMG|aZMB
757	43632 33143	   	154.74	ACR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	18LWND|2LIT|3AART|4RCR|5VULN|6ASPD|7DUR|9DMG|aZMB
758	16227 43315	   	154.73	DCR|3VULN|1DMG|1CDMG|1ZMB	1ERES|259VULN|3ZMB|4MBVNT|6DMG|7RCVC|8CDMG|aRCR
759	36327 28323	   	154.72	DCR|4VULN|1AART	1LEGI|2357VULN|4MBVNT|6RCR|89DMSP|aAART
760	11322 43313	   	154.71	DCR|2AART|1VULN|1CDMG|1ZMB|1DUR	1ERES|2BELT|39AART|4CDMG|5DUR|6RCR|7MLV|8ZMB|aVULN
761	31134 22346	   	154.71	ACR|2AART|1VULN|1DMG|1ZMB	1LEGI|25AART|3LIT|4RCR|6MLV|7VULN|8RCVC|9ZMB|aDMG
762	31132 34121	   	154.68	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7CANHEL|9DMG|aTLV
763	31132 34122	   	154.68	ACR|2VULN|1AART|1DMG|1ASPD	1LEGI|2AART|3LIT|4RCR|58VULN|6ASPD|7CANHEL|9DMG|aERES
764	32151 33523	   	154.68	ACR|2VULN|2AART|1ZMB|1ASPD	1LEGI|2LHND|3aVULN|4ASPD|5RCR|69AART|7RCVC|8ZMB
765	11522 21316	 * 	154.67	DCR|2VULN|2DMG|3ASPD	1ERES|2BELT|36DMG|4RPLT|567ASPD|6BPWR|8RCR|9aVULN
766	52214 31251	   	154.67	DCR|2VULN|2AART|1DMG	1LIT|2ERES|3DMG|4TLV|56AART|7aVULN|8RCR|9LWND
767	52234 31214	   	154.67	DCR|2VULN|2AART|1DMG	1LIT|29ERES|3DMG|4CGEN|56AART|7aVULN|8RCR
768	52234 31215	   	154.67	DCR|2DMG|2AART|1VULN	1LIT|29ERES|3aDMG|4CGEN|56AART|7VULN|8RCR
769	52234 31221	   	154.67	DCR|2VULN|2AART|1DMG	1LIT|2ERES|3DMG|4CGEN|56AART|7aVULN|8RCR|9MBVNT
770	36362 41312	 * 	154.67	DCR|3VULN|1DMG|2ZMB|1ASPD	1LEGI|236VULN|46ZMB|5RPLT|6BPWR|7ASPD|8RCR|9FEWX|aDMG
771	36362 41332	   	154.67	DCR|3VULN|1DMG|2ZMB|1ASPD	1LEGI|236VULN|46ZMB|5RPLT|6BPWR|7ASPD|8RCR|9BEXP|aDMG
772	56233 43232	   	154.64	DCR|2VULN|1AART|2DUR|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|57VULN|6ERES|8RCR|9aDUR
773	36327 28112	   	154.62	DCR|4VULN|1AART	1LEGI|2357VULN|4MBVNT|6RCR|8FEWX|9ERES|aAART
774	36327 28212	   	154.62	DCR|4VULN|1AART	1LEGI|2357VULN|4MBVNT|6RCR|8BEXP|9ERES|aAART
775	56233 22163	   	154.62	DCR|1AART|1VULN|1FLTHEA|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3AART|4ZMB|5VULN|6MLV|7RCR|8CDMG|9CGEN|aFLTHEA
776	31136 12346	   	154.61	ACR|2AART|1VULN|1DMG|1ZMB	1LEGI|26AART|3LIT|4RCR|5TLV|7VULN|8RCVC|9ZMB|aDMG
777	53252 31361	   	154.58	ACR|2VULN|1AART|1DMG|1DUR	178LIT|2MLV|3AART|4RCR|58FEWX|68VULN|8BPWR|9DUR|aDMG
778	52214 31214	   	154.57	DCR|2VULN|2AART|1DMG	1LIT|29ERES|3DMG|4TLV|56AART|7aVULN|8RCR
779	52214 31215	   	154.57	DCR|2DMG|2AART|1VULN	1LIT|29ERES|3aDMG|4TLV|56AART|7VULN|8RCR
780	52214 31221	   	154.57	DCR|2VULN|2AART|1DMG	1LIT|2ERES|3DMG|4TLV|56AART|7aVULN|8RCR|9MBVNT
781	36211 46132	   	154.57	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1LEGI|2VULN|3FEWX|4CDMG|5AART|6ASPD|7DMG|8RCR|9DUR|aRCVC
782	31152 33433	   	154.53	DCR|2AART|1VULN|1DMG|1ZMB|1DUR	1LEGI|28AART|3LIT|4DMG|5FEWX|6VULN|7DUR|9RCR|aZMB
783	31151 24115	   	154.52	DCR|2DMG|1AART|1CDMG|1ZMB	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9FEWX|aZMB
784	31151 24165	   	154.52	DCR|2DMG|1AART|1CDMG|1ZMB	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9LHND|aZMB
785	31151 24177	   	154.52	DCR|2DMG|1AART|1CDMG|1ZMB	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9CGEN|aZMB
786	31151 24714	   	154.52	DCR|2DMG|1AART|1CDMG|1ZMB	1LEGI|2AART|379LIT|47DMG|5MBVNT|6RCR|7BPWR|8ZMB|aCDMG
787	32151 33222	   	154.49	ACR|3VULN|1AART|2ASPD	1LEGI|2LHND|38aVULN|49ASPD|5RCR|6AART|7RCVC
788	31134 42142	   	154.48	ACR|2AART|2VULN|1CDMG	1LEGI|25AART|3LIT|4RCR|6ERES|7aVULN|8CDMG|9RCVC
789	43634 22211	   	154.48	ACR|3VULN|2AART	1LWND|2LIT|35AART|4RCR|6MLV|79aVULN|8FEWX
790	53253 12211	   	154.48	ACR|3VULN|2AART	1LIT|2MLV|36AART|4RCR|5LWND|79aVULN|8FEWX
791	53253 12411	   	154.48	ACR|3VULN|2AART	1LIT|2MLV|36AART|4RCR|5LWND|79aVULN|8LHND
792	66216 11321	   	154.46	DCR|2VULN|2DMG|1ZMB|1DUR	1DUR|26DMG|3ZMB|4FEWX|56VULN|6BPWR|7MLV|8RCR|9RCVC|aCGEN
793	66216 11322	   	154.46	DCR|2VULN|2DMG|1ZMB|1DUR	1DUR|26DMG|3ZMB|4FEWX|56VULN|6BPWR|7MLV|8RCR|9RCVC|aDMSP
794	31156 33241	   	154.45	DCR|2AART|2DMG|1ZMB|1DUR	1LEGI|26AART|3LIT|45DMG|7DUR|8RCR|9ZMB|aRPLT
795	31156 33243	   	154.45	DCR|2AART|2DMG|1ZMB|1DUR	1LEGI|26AART|3LIT|45DMG|7DUR|8RCR|9ZMB|aMLV
796	32221 45353	   	154.44	DCR|1AART|1DMG|2CDMG|1VULN|1ASPD	1LEGI|2LHND|3BELT|4VULN|5ASPD|6RCR|7DMG|89CDMG|aAART
797	31151 24185	   	154.42	DCR|2DMG|1AART|1CDMG|1ZMB	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8CDMG|9DUST|aZMB
798	31151 24728	   	154.42	DCR|2DMG|1AART|1CDMG|1ZMB	1LEGI|2AART|37LIT|47DMG|5MBVNT|6RCR|7BPWR|8ZMB|9ERES|aCDMG
799	62151 14111	 * 	154.40	ACR|2VULN|2DMG|2DUR|1ASPD	19DUR|2DUST|39VULN|4ASPD|5RCR|6ERES|7RPLT|89DMG|9BPWR|aDMSP
800	62151 14112	   	154.40	ACR|2VULN|2DMG|2DUR|1ASPD	19DUR|2DUST|39VULN|4ASPD|5RCR|6ERES|7RPLT|89DMG|9BPWR|aLWND
801	62151 14113	   	154.40	ACR|2VULN|2DMG|2DUR|1ASPD	19DUR|2DUST|39VULN|4ASPD|5RCR|6ERES|7RPLT|89DMG|9BPWR|aLHND
802	43636 12211	   	154.38	ACR|3VULN|2AART	1LWND|2LIT|36AART|4RCR|5TLV|79aVULN|8FEWX
803	53251 38132	   	154.38	ACR|3VULN|2AART	1LIT|2MLV|3aAART|4RCR|5MBVNT|689VULN|7BELT
804	55253 12211	   	154.38	ACR|3VULN|2AART	1LIT|2TLV|36AART|4RCR|5LWND|79aVULN|8FEWX
805	31151 37348	   	154.36	DCR|2VULN|1AART|1DMG|1DUR	1LEGI|2AART|3LIT|4DMG|5MBVNT|6BEXP|7RCR|89VULN|aDUR
806	66216 11323	   	154.36	DCR|2VULN|2DMG|1ZMB|1DUR	1DUR|26DMG|3ZMB|4FEWX|56VULN|6BPWR|7MLV|8RCR|9RCVC|aTLV
807	12514 62111	 * 	154.34	ACR|3VULN|2DMG|1SELL	18ERES|2RCVC|3SELL|4CGEN|5RCR|689VULN|78DMG|8BPWR|aBEXP
808	12514 62112	 * 	154.34	ACR|3VULN|2DMG|1SELL	18ERES|2RCVC|3SELL|4aCGEN|5RCR|689VULN|78DMG|8BPWR
809	52234 21241	   	154.33	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2ERES|36DMG|4CGEN|5AART|7VULN|8RCR|9ZMB|aRPLT
810	56233 22342	   	154.32	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LIT|2ASPD|3AART|4ZMB|5VULN|6MLV|7RCR|8DUR|9DMG|aBELT
811	32241 13326	   	154.28	ACR|1AART|1DMG|1VULN|1CDMG|1ASPD|1DUR	1LEGI|2LHND|3BELT|4RCR|5ASPD|6DUR|7DMG|8AART|9CDMG|aVULN
812	43632 34123	   	154.28	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2LIT|3AART|4RCR|58VULN|6ASPD|7CANHEL|9DMG|aCGEN
813	43632 41112	   	154.28	ACR|2VULN|1AART|1DMG|1DUR	1LWND|2LIT|3AART|4RCR|5aVULN|6DUR|7DUST|8DMG|9CGEN
814	53252 31311	   	154.24	ACR|3VULN|1AART|1ZMB	178LIT|2MLV|3AART|4RCR|58FEWX|68aVULN|8BPWR|9ZMB
815	53252 42311	   	154.24	ACR|3VULN|1AART|1ZMB	168LIT|2MLV|3AART|4RCR|58FEWX|78aVULN|8BPWR|9ZMB
816	52214 21241	   	154.23	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2ERES|36DMG|4TLV|5AART|7VULN|8RCR|9ZMB|aRPLT
817	52234 21243	   	154.23	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2ERES|36DMG|4CGEN|5AART|7VULN|8RCR|9ZMB|aLSRHEA
818	56231 12114	   	154.22	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LIT|2ASPD|3AART|4ZMB|5DMG|6LWND|7RCR|8MBVNT|9VULN|aDUR
819	56233 22341	   	154.22	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1LIT|2ASPD|3AART|4ZMB|5VULN|6MLV|7RCR|8DUR|9DMG|aDUST
820	56231 21341	   	154.21	DCR|2VULN|2DMG|1AART|1ZMB|1ASPD|1MSE	1LIT|2ASPD|3AART|4ZMB|56DMG|7aVULN|8MSE|9RCR
821	43632 34121	   	154.18	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2LIT|3AART|4RCR|58VULN|6ASPD|7CANHEL|9DMG|aTLV
822	43632 34122	   	154.18	ACR|2VULN|1AART|1DMG|1ASPD	1LWND|2LIT|3AART|4RCR|58VULN|6ASPD|7CANHEL|9DMG|aERES
823	31156 31511	   	154.17	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7VULN|8MLV|9RCR|aRPLT
824	55252 31311	   	154.14	ACR|3VULN|1AART|1ZMB	178LIT|2TLV|3AART|4RCR|58FEWX|68aVULN|8BPWR|9ZMB
825	52214 21243	   	154.13	DCR|2DMG|1AART|1VULN|1ZMB	1LIT|2ERES|36DMG|4TLV|5AART|7VULN|8RCR|9ZMB|aLSRHEA
826	11366 34216	   	154.12	DCR|1AART|1VULN|1DMG|1ZMB|1DUR|1ASPD	1ERES|2BELT|3AART|4ASPD|5DMG|6MBVNT|7RCR|8VULN|9DUR|aZMB
827	31156 31334	   	154.07	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7VULN|8DUST|9RCR|aBEXP
828	31156 31336	   	154.07	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7VULN|8DUST|9RCR|aDMSP
829	31156 31513	   	154.07	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7VULN|8MLV|9RCR|aAIRHEA
830	31156 32331	   	154.07	DCR|2AART|2DMG|1VULN	1LEGI|26AART|3LIT|45DMG|7LWND|8DUST|9RCR|aVULN
831	32221 45215	   	154.06	DCR|2AART|1DMG|1VULN|1ASPD|1DUR	1LEGI|2LHND|3BELT|4VULN|5ASPD|6RCR|7DMG|8aAART|9DUR
832	56233 22142	   	154.02	DCR|2AART|1VULN|1CDMG|1ZMB|1ASPD	1LIT|2ASPD|3aAART|4ZMB|5VULN|6MLV|7RCR|8CDMG|9RCVC
833	43351 11212	   	154.02	DCR|4VULN|2CDMG|1DUR	1aLWND|2LIT|379aVULN|4DUR|5BEXP|6aCDMG|8RCR|aBPWR
834	56231 12621	   	153.99	DCR|1AART|1DMG|1VULN|2ASPD|1ZMB	1LIT|28ASPD|3AART|4ZMB|5DMG|6LWND|7RCR|9LHND|aVULN
835	31622 23623	   	153.98	DCR|2DMG|1AART|1VULN|1FLTHEA	1LEGI|2AART|3LWND|4VULN|5FLTHEA|6BEXP|7LHND|89DMG|aRCR
836	16433 13613	   	153.97	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1ERES|26VULN|3DMG|4DUR|56DUST|6BPWR|7LIT|8ZMB|9AART|aRCR
837	16313 43114	   	153.96	DCR|3VULN|2AART	1ERES|25aVULN|36AART|4CGEN|7RCR|8LWND|9FEWX
838	12253 56221	   	153.96	DCR|2VULN|2DMG|1ZMB|1DUR	1ERES|2RCVC|37VULN|4ZMB|58DMG|6DUR|9RCR|aFEWX
