0	Index      	 *	Score 	Summary	Detail	
1	12625 11511	 * 	185.95	DCR|2VULN|3ZMB|1AART|1DMG|2DUR	134ZMB|24DUR|4BPWR|59VULN|6RCR|7LIT|8DMG|aAART
647	23115 23516	   	158.32	ACR|2VULN|2DMG|1CDMG|1DUR	17LWND|2DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|8ERES|9LHND|aCDMG
648	41171 18343	   	158.31	DCR|3DMG|1VULN|2DUR|1ZMB	1MBVNT|29DUST|3VULN|4NUKE|569DMG|7RCR|89DUR|9BPWR|aZMB
649	42116 42172	   	158.28	DCR|3VULN|1AART|1DMG	1MBVNT|2RMIN|359VULN|4BEXP|6AART|7DUST|8RCR|aDMG
650	43116 42172	   	158.28	DCR|3VULN|1AART|1DMG	1MBVNT|2FEWX|359VULN|4RMIN|6AART|7DUST|8RCR|aDMG
651	42111 48142	   	158.28	DCR|3DMG|1AART|1VULN	1MBVNT|2RMIN|3VULN|4BEXP|59aDMG|6AART|7ERES|8RCR
652	46111 48142	   	158.28	DCR|3DMG|1AART|1VULN	1MBVNT|2BEXP|3VULN|4RMIN|59aDMG|6AART|7ERES|8RCR
653	23116 12253	 * 	158.22	ACR|2VULN|2DMG|2ASPD|1DUR	1aLWND|2DUR|3aVULN|4RCR|5FEWX|68DMG|7LEGI|9aASPD|aBPWR
654	23116 12323	   	158.22	ACR|2VULN|2DMG|2ASPD|1DUR	1aLWND|2DUR|3aVULN|4RCR|5FEWX|69DMG|7LEGI|8aASPD|aBPWR
655	13621 13531	   	158.19	DCR|2DMG|3ZMB|1AART|1ASPD	134ZMB|24BEXP|4BPWR|56DMG|7RCR|8FEWX|9ASPD|aAART
656	15631 13235	   	158.18	DCR|2VULN|1AART|1DMG|2ZMB	13ZMB|26VULN|4CGEN|5AART|7LSRHEA|8RCR|9LWND|aDMG
657	23112 12253	   	158.12	ACR|2VULN|2DMG|2ASPD|1DUR	1aLWND|2DUR|3aVULN|4RCR|5DUST|68DMG|7LEGI|9aASPD|aBPWR
658	12643 41412	   	158.11	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	13ZMB|2DUR|4MBVNT|5aVULN|6AART|7RMIN|8RCR|9CDMG
659	12643 45412	   	158.11	DCR|2VULN|1AART|2ZMB|1CDMG|1DUR	13ZMB|2DUR|4MBVNT|5aVULN|6AART|7CGEN|8RCR|9CDMG
660	61345 11332	   	158.09	DCR|2VULN|1AART|1DMG|2CDMG	17BEXP|27CDMG|3DUST|4MLV|57VULN|6AART|7BPWR|8DMG|9RMIN|aRCR
661	13643 18213	   	158.08	DCR|2VULN|1AART|1DMG|2ZMB	13ZMB|2BEXP|4MBVNT|5aVULN|6DMG|7RCR|8VENICY|9AART
662	41544 43172	   	158.08	DCR|2VULN|1AART|1DMG|2ZMB	1MBVNT|2DUST|34ZMB|5AART|6BEXP|79VULN|8RCR|aDMG
663	43543 18213	   	158.08	DCR|2VULN|1AART|1DMG|2ZMB	1MBVNT|2FEWX|34ZMB|5aVULN|6DMG|7RCR|8VENICY|9AART
664	41511 12418	   	158.06	DCR|2DMG|2AART|1CDMG|1ZMB	1MBVNT|2DUST|3ZMB|4BEXP|56DMG|7aAART|8RCR|9CDMG
665	43186 42223	   	158.00	DCR|3VULN|2DMG|2DUR	1MBVNT|245FEWX|389VULN|69DUR|79DMG|9BPWR|aRCR
666	53321 25263	   	157.93	DCR|2VULN|1DMG|2ASPD|1CDMG|1ZMB	14ASPD|24BEXP|3RCVC|4BPWR|5aVULN|6ZMB|7RCR|8CDMG|9DMG
667	43831 12437	 * 	157.91	DCR|2DMG|1AART|1VULN|1FLTHEA|1ASPD	1MBVNT|2FEWX|3BEXP|4ASPD|56DMG|7AART|8FLTHEA|9VULN|aRCR
668	12621 13245	 * 	157.85	DCR|2DMG|3ZMB|3DUR|2ASPD	134ZMB|24aDUR|4aBPWR|56DMG|7RCR|8aMLV|9aASPD
669	43144 18432	   	157.80	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1MBVNT|2FEWX|35VULN|4LHND|6DMG|7RCR|8AART|9ASPD|aDUR
670	43143 45172	   	157.78	DCR|3VULN|1AART|1DMG	1MBVNT|2FEWX|369VULN|4LHND|5MLV|7AART|8RCR|aDMG
671	44217 72411	   	157.78	ACR|2VULN|1AART|1DMG|2DUR	1MBVNT|2LIT|3BEXP|4RCR|5aVULN|6AART|79DUR|8DMG
672	12621 13162	 * 	157.75	DCR|2DMG|3ZMB|3DUR|1CDMG	134ZMB|249DUR|4BPWR|56DMG|7RCR|8CDMG|aFEWX
673	12621 13163	   	157.75	DCR|2DMG|3ZMB|3DUR|1CDMG	134ZMB|249DUR|4BPWR|56DMG|7RCR|8CDMG|aRPLT
674	12621 13164	   	157.75	DCR|2DMG|3ZMB|3DUR|1CDMG	134ZMB|249DUR|4BPWR|56DMG|7RCR|8CDMG|aBELT
675	12621 13166	   	157.75	DCR|2DMG|3ZMB|3DUR|1CDMG	134ZMB|249DUR|4BPWR|56DMG|7RCR|8CDMG|aLIT
676	43171 18334	   	157.70	DCR|2VULN|2DMG|2ASPD|1DUR	1MBVNT|2aFEWX|3aVULN|4NUKE|56DMG|7RCR|8DUR|9aASPD|aBPWR
677	41122 11223	   	157.70	DCR|3VULN|2DMG|2DUR	1MBVNT|257DUST|389VULN|49DUR|69DMG|9BPWR|aRCR
678	41122 22223	   	157.70	DCR|3VULN|2DMG|2DUR	1MBVNT|256DUST|389VULN|49DUR|79DMG|9BPWR|aRCR
679	41122 46343	   	157.70	DCR|3VULN|2DMG|2DUR	1MBVNT|259DUST|368VULN|49DUR|79DMG|9BPWR|aRCR
680	12621 12135	 * 	157.68	3DMG|2VULN|3ZMB|1AART|2DUR	134ZMB|24DUR|4BPWR|568DMG|7AART|9aVULN
681	42174 15142	   	157.68	DCR|3DMG|1AART|1VULN	1MBVNT|2RMIN|3VULN|4ERES|5BEXP|69aDMG|7AART|8RCR
682	13534 13523	   	157.67	DCR|3DMG|1AART|1CDMG|1ZMB	1ZMB|2BEXP|369DMG|4CGEN|5LWND|7AART|8CDMG|aRCR
683	32543 51121	   	157.67	DCR|2DMG|1AART|1VULN|1ZMB|1DUR	1TLV|2DUR|36DMG|4RPLT|5LHND|7AART|8ZMB|9RCR|aVULN
684	42613 14184	   	157.66	DCR|3DMG|1VULN|2ZMB|2DUR	1MBVNT|2RMIN|36aDMG|4aZMB|5VULN|7FEWX|8aDUR|9RCR|aBPWR
685	44514 41622	   	157.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5DMG|6ZMB|7ERES|8VULN|9AART|aCDMG
686	44514 42422	   	157.65	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5DMG|6ZMB|7TLV|8VULN|9AART|aCDMG
687	12621 13165	   	157.65	DCR|2DMG|3ZMB|3DUR|1CDMG	134ZMB|249DUR|4BPWR|56DMG|7RCR|8CDMG|aERES
688	12621 13345	   	157.65	DCR|2DMG|3ZMB|3DUR|2ASPD	134ZMB|24aDUR|4aBPWR|56DMG|7RCR|8aTLV|9aASPD
689	43131 18262	   	157.60	DCR|2VULN|2DMG|1CDMG|1ASPD	1MBVNT|2FEWX|3aVULN|4ASPD|56DMG|7RCR|8VENICY|9CDMG
690	44417 43115	 * 	157.59	ACR|3VULN|1DMG|2ZMB|1DUR	1MBVNT|2aLIT|3LHND|4RCR|59aVULN|6DUR|7DMG|8aZMB|aBPWR
691	13643 43172	   	157.58	DCR|2VULN|1AART|1DMG|2ZMB	13ZMB|2BEXP|4MBVNT|59VULN|6AART|7LHND|8RCR|aDMG
692	13643 44172	   	157.58	DCR|2VULN|1AART|1DMG|2ZMB	13ZMB|2BEXP|4MBVNT|59VULN|6AART|7FEWX|8RCR|aDMG
693	43543 43172	   	157.58	DCR|2VULN|1AART|1DMG|2ZMB	1MBVNT|2FEWX|34ZMB|59VULN|6AART|7LHND|8RCR|aDMG
694	48134 44713	 * 	157.58	DCR|3DMG|1VULN|3ASPD|1DUR	1MBVNT|28aLWND|3VULN|48aASPD|5LHND|6DUR|78aDMG|8aBPWR|9RCR
695	21613 13123	   	157.53	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|2SELL	1LWND|2CDMG|3DUR|49SELL|5VULN|68DMG|7AART|aRCR
696	22613 13123	   	157.53	DCR|2DMG|1AART|1VULN|1CDMG|1DUR|2SELL	1LWND|29SELL|3DUR|4CDMG|5VULN|68DMG|7AART|aRCR
697	12621 13161	   	157.50	DCR|2DMG|3ZMB|3DUR|1CDMG|1SELL	134ZMB|249DUR|4BPWR|56DMG|7RCR|8CDMG|aSELL
698	41131 18262	   	157.50	DCR|2VULN|2DMG|1CDMG|1ASPD	1MBVNT|2DUST|3aVULN|4ASPD|56DMG|7RCR|8VENICY|9CDMG
699	41171 18334	   	157.50	DCR|2VULN|2DMG|2ASPD|1DUR	1MBVNT|2aDUST|3aVULN|4NUKE|56DMG|7RCR|8DUR|9aASPD|aBPWR
700	13643 42172	   	157.48	DCR|2VULN|1AART|1DMG|2ZMB	13ZMB|2BEXP|4MBVNT|59VULN|6AART|7DUST|8RCR|aDMG
701	43543 18243	   	157.48	DCR|2DMG|1AART|1VULN|2ZMB	1MBVNT|2FEWX|34ZMB|5VULN|69DMG|7RCR|8VENICY|aAART
702	43543 42172	   	157.48	DCR|2VULN|1AART|1DMG|2ZMB	1MBVNT|2FEWX|34ZMB|59VULN|6AART|7DUST|8RCR|aDMG
703	23311 24636	   	157.48	ACR|2DMG|1AART|1VULN|2DUR	169LWND|29DUR|3LHND|4RCR|5CGEN|7AART|89DMG|9BPWR|aVULN
704	23311 34631	   	157.48	ACR|2DMG|1AART|1VULN|2DUR	19LWND|29DUR|3LHND|4RCR|56CGEN|7AART|89DMG|9BPWR|aVULN
705	23311 44631	   	157.48	ACR|2DMG|1AART|1VULN|2DUR	19LWND|29DUR|36LHND|4RCR|5CGEN|7AART|89DMG|9BPWR|aVULN
706	23313 24636	   	157.48	ACR|2DMG|1AART|1VULN|2DUR	169LWND|29DUR|3LHND|4RCR|5MLV|7AART|89DMG|9BPWR|aVULN
707	43336 48432	   	157.48	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2FEWX|3LHND|49ASPD|56VULN|7RCR|8AART|aDMG
708	63211 12442	   	157.44	DCR|2AART|1VULN|1DMG|1CDMG	1BEXP|25AART|3LIT|4DUST|6RCR|7DMSP|8VULN|9DMG|aCDMG
709	26143 22135	   	157.43	DCR|2VULN|1AART|1DMG|1ZMB	145LWND|2BEXP|39VULN|6RCR|7DMG|8AART|aZMB
710	42142 43148	   	157.43	DCR|2VULN|1DMG|2CDMG|1ZMB|1ASPD	1MBVNT|2RMIN|36VULN|4ZMB|58CDMG|7RCR|9DMG|aASPD
711	42142 43187	   	157.43	DCR|2VULN|1DMG|2CDMG|1ZMB|1DUR	1MBVNT|2RMIN|36VULN|4ZMB|58CDMG|7RCR|9DUR|aDMG
712	12561 21532	   	157.42	DCR|2DMG|1VULN|2ZMB|1CDMG|1DUR|1SELL	17ZMB|2DUR|37DMG|4SELL|57CGEN|6RCR|7BPWR|8VULN|9CDMG|aFEWX
713	63322 63361	   	157.41	ACR|3VULN|1AART|1DUR|1ASPD	15BEXP|2AART|35ERES|4RCR|5BPWR|6ASPD|79aVULN|8DUR
714	44417 32523	   	157.39	ACR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2LIT|3LHND|4RCR|56VULN|7MLV|8CDMG|9AART|aDMG
715	42123 44214	   	157.36	DCR|2VULN|1AART|1DMG|2DUR	1MBVNT|2RMIN|35VULN|4RCVC|6AART|7RCR|89DUR|aDMG
716	13621 13151	   	157.35	DCR|3DMG|3ZMB|1CDMG	134ZMB|24BEXP|4BPWR|56aDMG|7RCR|8CDMG|9FEWX
717	63524 13413	   	157.34	DCR|2AART|1VULN|1DMG|1CDMG	1BEXP|24AART|3VULN|5LIT|6RCR|7MBVNT|8CDMG|9ERES|aDMG
718	12343 18137	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5VULN|6DMG|7RCR|8CDMG|9AART|aMLV
719	12343 18138	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5VULN|6DMG|7RCR|8CDMG|9AART|aCGEN
720	13343 18134	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2BEXP|3RCVC|4MBVNT|5VULN|6DMG|7RCR|8CDMG|9AART|aDUR
721	43523 18134	   	157.33	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2FEWX|3ZMB|4RCVC|5VULN|6DMG|7RCR|8CDMG|9AART|aDUR
722	12561 21531	   	157.32	DCR|2DMG|1VULN|2ZMB|1CDMG|1DUR|1SELL	17ZMB|2DUR|37DMG|4SELL|57CGEN|6RCR|7BPWR|8VULN|9CDMG|aERES
723	12561 21135	   	157.32	DCR|2DMG|1VULN|2ZMB|1CDMG|1DUR|1SELL	17ZMB|2DUR|37DMG|4SELL|57CGEN|6RCR|7BPWR|8LEGI|9CDMG|aVULN
724	12561 21233	   	157.30	DCR|2DMG|3ZMB|1VULN|1DUR|1SELL	178ZMB|2DUR|37DMG|4SELL|57CGEN|6RCR|7BPWR|9VULN|aBEXP
725	12561 21234	   	157.30	DCR|2DMG|3ZMB|1VULN|1DUR|1SELL	178ZMB|2DUR|37DMG|4SELL|57aCGEN|6RCR|7BPWR|9VULN
726	12561 21236	   	157.30	DCR|2DMG|3ZMB|1VULN|1DUR|1SELL	178ZMB|2DUR|37DMG|4SELL|57CGEN|6RCR|7BPWR|9VULN|aLIT
727	12561 21242	   	157.30	DCR|2DMG|3ZMB|1VULN|1DUR|1SELL	178ZMB|2DUR|37DMG|4SELL|57CGEN|6RCR|7BPWR|9FEWX|aVULN
728	44417 31523	   	157.29	ACR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2LIT|3LHND|4RCR|56VULN|7ERES|8CDMG|9AART|aDMG
729	55241 31121	   	157.29	DCR|2VULN|2AART|1ZMB|1ASPD|1DUR	1ASPD|2aVULN|3RMIN|4RPLT|56AART|7DUR|8ZMB|9RCR
730	44513 82321	   	157.28	ACR|3VULN|1AART|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5BEXP|6ZMB|78aVULN|9AART
731	63234 31313	   	157.27	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2aAART|3LIT|4VULN|5DMG|6CDMG|7DUR|8BELT|9RCR
732	63243 21313	   	157.27	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2aAART|3LIT|4CDMG|5DMG|6VULN|7DUR|8BELT|9RCR
733	63243 35213	   	157.27	DCR|2AART|1VULN|1DMG|1CDMG|1DUR	1BEXP|2aAART|3LIT|4CDMG|5DMG|6DUR|7BELT|8VULN|9RCR
734	24321 15232	   	157.27	DCR|2VULN|2DMG|2CDMG	14LWND|24DMG|3RCVC|4BPWR|5aVULN|6MLV|7RCR|89CDMG
735	64321 15232	   	157.27	DCR|2VULN|2DMG|2CDMG	14BEXP|24DMG|3RCVC|4BPWR|5aVULN|6MLV|7RCR|89CDMG
736	63323 25112	   	157.27	ACR|2AART|2DMG|1ZMB|1DUR	1BEXP|26AART|3ERES|4RCR|5ZMB|7FEWX|8aDMG|9DUR
737	12343 18133	   	157.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5VULN|6DMG|7RCR|8CDMG|9AART|aERES
738	12343 18136	   	157.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5VULN|6DMG|7RCR|8CDMG|9AART|aDUST
739	41523 18134	   	157.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2DUST|3ZMB|4RCVC|5VULN|6DMG|7RCR|8CDMG|9AART|aDUR
740	45213 18134	   	157.23	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2RCVC|3DUST|4ZMB|5VULN|6DMG|7RCR|8CDMG|9AART|aDUR
741	12561 21252	   	157.20	DCR|2DMG|3ZMB|1VULN|1DUR|1SELL	178ZMB|2DUR|37DMG|4SELL|57CGEN|6RCR|7BPWR|9MBVNT|aVULN
742	63522 32316	   	157.20	DCR|2AART|2VULN|1CDMG|1ASPD	156BEXP|24AART|37VULN|8RCR|9CDMG|aASPD
743	42141 73445	   	157.20	DCR|2VULN|2DMG|2ZMB|2DUR	1MBVNT|2RMIN|39VULN|49ZMB|57DUR|6BEXP|89DMG|9BPWR|aRCR
744	42144 16145	   	157.20	DCR|2VULN|2DMG|2ZMB|2DUR	1MBVNT|2RMIN|39VULN|49ZMB|5BEXP|67DMG|89DUR|9BPWR|aRCR
745	63323 22112	   	157.17	ACR|2AART|2DMG|1ZMB|1DUR	1BEXP|26AART|3ERES|4RCR|5ZMB|7DUST|8aDMG|9DUR
746	43742 41244	   	157.16	DCR|2DMG|2AART|1CDMG|1ZMB	1MBVNT|27FEWX|37MLV|4ZMB|5CDMG|67DMG|7BPWR|8RCR|9aAART
747	44514 46431	   	157.15	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5DMG|6ZMB|7CDMG|8VULN|9LWND|aAART
748	12625 21136	   	157.15	DCR|3ZMB|1AART|1VULN|1CDMG|2DUR	134ZMB|24DUR|4BPWR|5VULN|6FEWX|7LIT|8RCR|9CDMG|aAART
749	21613 15236	   	157.13	DCR|3DMG|1VULN|2CDMG|1DUR|1SELL	1LWND|28CDMG|3DUR|4SELL|5VULN|67aDMG|9RCR
750	22613 15236	   	157.13	DCR|3DMG|1VULN|2CDMG|1DUR|1SELL	1LWND|2SELL|3DUR|48CDMG|5VULN|67aDMG|9RCR
751	41131 18144	   	157.10	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1MBVNT|2DUST|3VULN|4ASPD|56DMG|7RCR|8RPLT|9AART|aDUR
752	41136 18144	   	157.10	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1MBVNT|2DUST|35VULN|4ASPD|6DMG|7RCR|8RPLT|9AART|aDUR
753	43131 18214	   	157.10	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MBVNT|2FEWX|3VULN|4ASPD|56DMG|7RCR|8VENICY|9AART|aDUR
754	43136 18214	   	157.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1MBVNT|2FEWX|35VULN|4ASPD|6DMG|7RCR|8VENICY|9AART|aDUR
755	46131 18214	   	157.10	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MBVNT|2BEXP|3VULN|4ASPD|56DMG|7RCR|8VENICY|9AART|aDUR
756	52343 18213	   	157.10	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2DUR|3RCVC|4MBVNT|5aVULN|6DMG|7RCR|8VENICY|9AART
757	44514 46343	   	157.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5DMG|6ZMB|7CDMG|8DUST|9VULN|aAART
758	44514 47343	   	157.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5DMG|6ZMB|7DUST|8VULN|9CDMG|aAART
759	44514 62143	   	157.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5DMG|6DUST|7VULN|8ZMB|9CDMG|aAART
760	44517 23141	   	157.05	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2LIT|3DUR|4RCR|5VULN|6LEGI|7DMG|8ZMB|9CDMG|aAART
761	63323 23365	   	157.03	ACR|2AART|2VULN|1ZMB|1ASPD|1SELL	1BEXP|26AART|3ERES|4RCR|5ZMB|7SELL|89VULN|aASPD
762	42111 63247	   	157.01	DCR|2VULN|2DMG|2CDMG|1DUR	1MBVNT|2RMIN|39VULN|4BEXP|59DMG|6LHND|7DUR|89CDMG|9BPWR|aRCR
763	23115 23145	   	157.00	ACR|2VULN|2DMG|2DUR|1ASPD	17LWND|29DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|8LHND|aASPD
764	23115 23635	   	157.00	ACR|2VULN|2DMG|2DUR|1ASPD	17LWND|28DUR|37VULN|4RCR|5BELT|67DMG|7BPWR|9LHND|aASPD
765	12613 43474	   	156.99	DCR|2DMG|3ZMB|1VULN|1DUR|1ASPD	13aZMB|2DUR|4aDUST|5VULN|6MBVNT|7ASPD|8aDMG|9RCR|aBPWR
766	12321 14214	   	156.98	DCR|2VULN|3ZMB|1AART|2DUR	147ZMB|24DUR|3RCVC|47BPWR|57VULN|67MLV|8AIRHEA|9AART|aRCR
767	42314 84245	   	156.98	DCR|2VULN|1AART|1DMG|1CDMG	1MBVNT|2RMIN|3FEWX|4BEXP|5aVULN|6CDMG|7RCR|8DMG|9AART
768	11231 45342	   	156.96	DCR|2AART|2VULN|1CDMG|1ZMB	1ZMB|2MLV|3RCVC|48VULN|57AART|6AIRHEL|9RCR|aCDMG
769	43242 41244	   	156.96	DCR|2DMG|2AART|1CDMG|1ZMB	1MBVNT|27FEWX|37ERES|4ZMB|5CDMG|67DMG|7BPWR|8RCR|9aAART
770	21325 12241	 * 	156.92	ACR|2VULN|1AART|2CDMG|1DUR|1ASPD	1LWND|29CDMG|3DUST|4DUR|5RCR|6AART|7ASPD|8aVULN
771	61325 12241	   	156.92	ACR|2VULN|1AART|2CDMG|1ASPD|1DUR	1BEXP|29CDMG|3DUST|4DUR|5RCR|6AART|7ASPD|8aVULN
772	42131 71247	   	156.91	DCR|2VULN|2DMG|2CDMG|1DUR	1MBVNT|2RMIN|39VULN|4DUR|59DMG|6BEXP|7DUST|89CDMG|9BPWR|aRCR
773	48132 37132	   	156.78	DCR|2VULN|1AART|1DMG|2ASPD	1MBVNT|2LWND|37VULN|49ASPD|5AART|6DUST|8RCR|aDMG
774	12343 18164	   	156.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5VULN|6DMG|7RCR|8CDMG|9BEXP|aAART
775	12343 43163	   	156.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5VULN|6AART|7LHND|8RCR|9DMG|aCDMG
776	12343 44163	   	156.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5VULN|6AART|7FEWX|8RCR|9DMG|aCDMG
777	12343 46163	   	156.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5VULN|6AART|7BEXP|8RCR|9DMG|aCDMG
778	13343 18174	   	156.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2BEXP|3RCVC|4MBVNT|5VULN|6DMG|7RCR|8CDMG|9DUR|aAART
779	42153 84233	   	156.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2RMIN|3VULN|4LHND|5DUR|6CDMG|7RCR|8DMG|9ZMB|aAART
780	42236 84233	   	156.73	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MBVNT|2RMIN|3LHND|4DUR|5VULN|6CDMG|7RCR|8DMG|9ZMB|aAART
781	42614 38142	   	156.73	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2RMIN|3aDMG|4ZMB|5AART|6DMSP|7RCR|8BEXP|9VULN
782	23433 13532	   	156.72	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1LWND|24DUR|3ZMB|5VULN|6DMG|7AART|8CDMG|9RMIN|aRCR
783	35522 52123	   	156.69	DCR|2VULN|1AART|1DMG|2CDMG	1TLV|27VULN|3DMG|4LHND|59CDMG|6CGEN|8AART|aRCR
784	43342 41242	 * 	156.68	DCR|3DMG|1AART|2CDMG	1MBVNT|27FEWX|34LHND|57CDMG|67aDMG|7BPWR|8RCR|9AART
785	45622 41242	   	156.68	DCR|3DMG|1AART|2CDMG	1MBVNT|2RCVC|37FEWX|4LHND|57CDMG|67aDMG|7BPWR|8RCR|9AART
786	63522 32341	   	156.67	DCR|2AART|2VULN|1DMG	156BEXP|24AART|37VULN|8RCR|9DMG|aLIT
787	63522 32342	   	156.67	DCR|2AART|2VULN|1DMG	156BEXP|24AART|37VULN|8RCR|9DMG|aLHND
788	63522 32343	   	156.67	DCR|2AART|2VULN|1DMG	156BEXP|24AART|37VULN|8RCR|9DMG|aFEWX
789	45142 43434	   	156.65	ACR|2VULN|1AART|1DMG|1ZMB	1MBVNT|23RCVC|4RCR|58CGEN|6AART|78VULN|8BPWR|9DMG|aZMB
790	12343 18182	   	156.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5VULN|6DMG|7RCR|8CDMG|9CANSTR|aAART
791	12343 42163	   	156.63	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1ZMB|2DUR|3RCVC|4MBVNT|5VULN|6AART|7DUST|8RCR|9DMG|aCDMG
792	42614 38342	   	156.63	DCR|2DMG|1AART|1VULN|1ZMB	1MBVNT|2RMIN|3aDMG|4ZMB|5AART|6DMSP|7RCR|8DUST|9VULN
793	52321 25214	 * 	156.61	DCR|2VULN|3ASPD|1CDMG|2DUR|1ZMB	14aASPD|24DUR|3RCVC|4aBPWR|5aVULN|6ZMB|7RCR|8CDMG|9aLHND
794	52321 25224	   	156.61	DCR|2VULN|3ASPD|1CDMG|2DUR|1ZMB	14aASPD|24DUR|3RCVC|4aBPWR|5aVULN|6ZMB|7RCR|8CDMG|9aBEXP
795	42136 44135	   	156.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1MBVNT|2RMIN|35VULN|4DUR|6AART|7BEXP|8RCR|9ASPD|aDMG
796	43131 18321	   	156.60	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1MBVNT|2FEWX|3VULN|4ASPD|56DMG|7RCR|8DUR|9LIT|aAART
797	43136 18321	   	156.60	DCR|2VULN|1AART|1DMG|1ASPD|1DUR	1MBVNT|2FEWX|35VULN|4ASPD|6DMG|7RCR|8DUR|9LIT|aAART
798	46131 18321	   	156.60	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1MBVNT|2BEXP|3VULN|4ASPD|56DMG|7RCR|8DUR|9LIT|aAART
799	35522 22123	   	156.59	DCR|2VULN|1AART|2CDMG|1DMG	1TLV|27VULN|3DMG|4LHND|59CDMG|6ERES|8AART|aRCR
800	42314 84284	   	156.58	DCR|2DMG|1AART|1VULN|1CDMG	1MBVNT|2RMIN|39FEWX|49BEXP|5VULN|6CDMG|7RCR|89DMG|9BPWR|aAART
801	23111 24112	   	156.57	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	16LWND|2DUR|3aVULN|4RCR|5CGEN|7AART|8ZMB|9CDMG
802	23111 34112	   	156.57	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	1LWND|2DUR|3aVULN|4RCR|56CGEN|7AART|8ZMB|9CDMG
803	23113 24112	   	156.57	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR	16LWND|2DUR|3aVULN|4RCR|5MLV|7AART|8ZMB|9CDMG
