0	Index      	 *	Score 	Summary	Detail	
1	15611 12621	 * 	189.49	DCR|2VULN|1AART|1DMG|2ASPD|2DUR|1ZMB|2RCVC	18ASPD|26RCVC|38VULN|4AART|58DUR|7RCR|8BPWR|9DMG|aZMB
634	12615 41123	   	164.18	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD|1DUR	12ASPD|3VULN|4AART|58ZMB|6FEWX|7RCR|9DUR|aDMG
635	14311 52152	   	164.18	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	13ASPD|2AART|46BEXP|5DUR|7RCR|8CDMG|9DMG|aVULN
636	14311 52162	   	164.18	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	13ASPD|2AART|46BEXP|5DUR|7RCR|8CDMG|9VULN|aDMG
637	24343 32122	   	164.18	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	14MLV|2AART|34ASPD|4BPWR|5ERES|6VULN|7RCR|8CDMG|9DUR|aDMG
638	24343 32151	   	164.18	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	14MLV|2AART|34ASPD|4BPWR|5ERES|6VULN|7RCR|8CDMG|9DMG|aDUR
639	44343 32122	   	164.18	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	14CGEN|2AART|34ASPD|4BPWR|5ERES|6VULN|7RCR|8CDMG|9DUR|aDMG
640	63614 32121	   	164.17	DCR|2VULN|1AART|1DMG|1ZMB|1DUR	1DMSP|25TLV|36VULN|4AART|7RCR|8DUR|9DMG|aZMB
641	15632 62123	   	164.16	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1ASPD|2RCVC|3VULN|49DUR|5DMSP|6AART|7RCR|8CDMG|aDMG
642	64611 12123	   	164.16	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1DMSP|2ASPD|3VULN|4AART|59DUR|6RCVC|7RCR|8CDMG|aDMG
643	65611 12123	   	164.16	DCR|1AART|1VULN|1DMG|1CDMG|2DUR|1ASPD	1DMSP|2DMG|3VULN|4AART|59DUR|6RCVC|7RCR|8CDMG|aASPD
644	14211 21553	   	164.12	DCR|3VULN|2AART|2ASPD	18ASPD|25AART|38CANHEL|4RCVC|678VULN|8BPWR|9FEWX|aRCR
645	14211 21563	   	164.12	DCR|3VULN|2AART|2ASPD	18ASPD|25AART|38CANHEL|4RCVC|678VULN|8BPWR|9LHND|aRCR
646	12533 24141	   	164.09	DCR|2DMG|1VULN|3ASPD|2CDMG|1DUR	127ASPD|37CDMG|4MLV|5VULN|67DMG|7BPWR|8RCR|9DUR|aDUST
647	21215 65213	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1MLV|2DUST|3VULN|4RCR|5AART|6ASPD|7LHND|8aDMG|9ZMB
648	41215 62113	   	164.09	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	17CGEN|2DUST|3VULN|4RCR|5AART|6ASPD|8ZMB|9aDMG
649	12615 31123	   	164.08	DCR|1AART|1VULN|1DMG|2ZMB|2ASPD|1DUR	12ASPD|3VULN|4AART|58ZMB|6DUST|7RCR|9DUR|aDMG
650	14325 32122	   	164.08	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	13ASPD|2AART|4TLV|5CGEN|6VULN|7RCR|8CDMG|9DUR|aDMG
651	14333 32122	   	164.08	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	13ASPD|2AART|4CGEN|5ERES|6VULN|7RCR|8CDMG|9DUR|aDMG
652	14333 32151	   	164.08	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	13ASPD|2AART|4CGEN|5ERES|6VULN|7RCR|8CDMG|9DMG|aDUR
653	34345 32122	   	164.08	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	14ERES|2AART|34ASPD|4BPWR|5CGEN|6VULN|7RCR|8CDMG|9DUR|aDMG
654	15612 32523	   	164.01	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1ASPD|2RCVC|3VULN|4AART|5BEXP|6LHND|7RCR|8aDMG|9DUR
655	15612 52313	   	164.01	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1ASPD|2RCVC|3VULN|4AART|56BEXP|7RCR|8DUR|9aDMG
656	31215 65213	   	163.99	ACR|2DMG|1AART|1VULN|1ZMB|1ASPD	1ERES|2DUST|3VULN|4RCR|5AART|6ASPD|7LHND|8aDMG|9ZMB
657	14323 32122	   	163.98	DCR|1AART|1VULN|1DMG|1CDMG|2ASPD|1DUR	13ASPD|2AART|4TLV|5ERES|6VULN|7RCR|8CDMG|9DUR|aDMG
658	11212 66226	   	163.93	ACR|2VULN|2AART|1DMG|1ASPD	1ASPD|2DUST|38VULN|4RCR|5FEWX|6aAART|7CGEN|9DMG
659	14513 12316	   	163.91	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ASPD|2AART|3aVULN|4ERES|5CGEN|6RCVC|7RCR|8DUR|9DMG
660	15613 32523	   	163.91	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1ASPD|2RCVC|3VULN|4AART|5DUST|6LHND|7RCR|8aDMG|9DUR
661	25614 22313	   	163.91	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2RCVC|3VULN|4AART|5TLV|6ASPD|7RCR|8DUR|9aDMG
662	55162 22311	   	163.91	DCR|3DMG|2VULN|1DUR	1RCVC|245DMG|34aLHND|4BPWR|68VULN|7RCR|9DUR
663	55162 22312	   	163.91	DCR|3DMG|2VULN|1DUR	1RCVC|245DMG|34LHND|4BPWR|68VULN|7RCR|9DUR|aRPLT
664	24355 11323	 * 	163.89	DCR|2AART|2DMG|1ZMB|1ASPD|1DUR	1MLV|28AART|3ASPD|4aDMG|5ZMB|6BEXP|7RCR|9DUR
665	23412 62162	   	163.83	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1MLV|2DUR|3RCVC|4AART|5DMG|6CGEN|7RCR|8CDMG|9ZMB|aVULN
666	15613 62313	   	163.81	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1ASPD|2RCVC|3VULN|4AART|56DUST|7RCR|8DUR|9aDMG
667	55162 22313	   	163.81	DCR|3DMG|2VULN|1DUR	1RCVC|245DMG|34LHND|4BPWR|68VULN|7RCR|9DUR|aDUST
668	24355 31323	   	163.79	DCR|2AART|2DMG|1ZMB|1ASPD|1DUR	1MLV|28AART|3ASPD|4aDMG|5ZMB|6DUST|7RCR|9DUR
669	23413 22513	   	163.71	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1MLV|2DUR|3RCVC|4AART|5CGEN|6ASPD|7RCR|8VULN|9aDMG
670	55162 12321	   	163.68	DCR|3DMG|1AART|1VULN	1RCVC|245DMG|34LHND|4BPWR|6FEWX|7RCR|8AART|9DUST|aVULN
671	14361 32612	   	163.68	DCR|2VULN|1AART|3ASPD|3DUR	138ASPD|2AART|458DUR|68VULN|7RCR|8BPWR|9LIT|aLHND
672	14361 32631	   	163.68	DCR|2VULN|1AART|3ASPD|3DUR	138ASPD|2AART|458DUR|68VULN|7RCR|8BPWR|9LHND|aRMIN
673	14361 32632	   	163.68	DCR|2VULN|1AART|3ASPD|3DUR	138ASPD|2AART|458DUR|68VULN|7RCR|8BPWR|9LHND|aBEXP
674	14361 32633	   	163.68	DCR|2VULN|1AART|3ASPD|3DUR	138ASPD|2AART|458DUR|68VULN|7RCR|8BPWR|9LHND|aLIT
675	33215 22443	   	163.66	ACR|3VULN|1AART|1ZMB|1DUR	1ERES|2DUR|37aVULN|4RCR|5AART|69RCVC|8ZMB
676	43214 21313	   	163.62	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1CGEN|27DUR|36VULN|4RCR|5ASPD|8AART|9FEWX|aDMG
677	43213 31572	   	163.61	ACR|2VULN|2DMG|1CDMG|2DUR	159CGEN|27DUR|39VULN|4RCR|69DMG|8MBVNT|9BPWR|aCDMG
678	23414 22513	   	163.61	DCR|2DMG|1AART|1VULN|1DUR|1ASPD	1MLV|2DUR|3RCVC|4AART|5TLV|6ASPD|7RCR|8VULN|9aDMG
679	33413 22516	   	163.61	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2DUR|3RCVC|4AART|5CGEN|6ASPD|7RCR|8aVULN|9DMG
680	31135 31141	   	163.54	ACR|2VULN|2DMG|2ZMB|1CDMG	1ERES|2DUST|38ZMB|4CDMG|5RCR|69DMG|7aVULN
681	15633 13533	   	163.52	DCR|1AART|1VULN|1DMG|1CDMG|1FLTHEA|1DUR|1ASPD	1ASPD|2RCVC|3VULN|4DUR|5FLTHEA|6FEWX|7DMG|8CDMG|9AART|aRCR
682	33135 33322	   	163.49	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2DUR|3ZMB|4CDMG|5RCR|6DMG|7AART|8VULN|9LWND|aASPD
683	33135 33352	   	163.49	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2DUR|3ZMB|4CDMG|5RCR|6DMG|7AART|8VULN|9LHND|aASPD
684	11212 66224	   	163.49	ACR|2VULN|1AART|1DMG|1ZMB|1ASPD	1ASPD|2DUST|38VULN|4RCR|5FEWX|6AART|7CGEN|9DMG|aZMB
685	21215 22155	   	163.47	ACR|2VULN|1AART|1DMG|1CDMG	1MLV|2DUST|37VULN|4RCR|5AART|6aRCVC|8CDMG|9DMG
686	12612 21614	   	163.42	DCR|2VULN|1AART|3ASPD|2ZMB|1DUR	128ASPD|38VULN|4AART|5BEXP|6MLV|78ZMB|8BPWR|9RCR|aDUR
687	33135 33362	   	163.39	ACR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2DUR|3ZMB|4CDMG|5RCR|6DMG|7AART|8VULN|9DUST|aASPD
688	31215 22155	   	163.37	ACR|2VULN|1AART|1DMG|1CDMG	1ERES|2DUST|37VULN|4RCR|5AART|6aRCVC|8CDMG|9DMG
689	12613 21614	   	163.32	DCR|2VULN|1AART|3ASPD|2ZMB|1DUR	128ASPD|38VULN|4AART|5DUST|6MLV|78ZMB|8BPWR|9RCR|aDUR
690	11213 11113	 * 	163.25	ACR|4VULN|2CDMG|2ASPD	1aASPD|2aDUST|3789VULN|4RCR|5CGEN|6aCDMG|aBPWR
691	23214 25312	   	163.22	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1MLV|2DUR|368VULN|4RCR|5ASPD|7RMIN|9DMG|aCDMG
692	43214 25312	   	163.22	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2DUR|368VULN|4RCR|5ASPD|7RMIN|9DMG|aCDMG
693	14311 33216	   	163.21	DCR|2VULN|1AART|3ASPD|1CDMG|1DUR	137ASPD|2AART|4BEXP|5DUR|68VULN|9RCR|aCDMG
694	55111 22153	   	163.19	DCR|2DMG|1AART|1CDMG|2DUR|1ASPD	1RCVC|29DMG|3LHND|4AART|56DUR|7RCR|8CDMG|aASPD
695	23215 53623	   	163.17	ACR|2VULN|1AART|2ASPD|2DUR|1ZMB	18MLV|26DUR|38VULN|4RCR|5AART|78ASPD|8BPWR|9RPLT|aZMB
696	31135 43133	   	163.16	ACR|1AART|1VULN|1DMG|1FLTHEA|1CDMG|1ZMB	1ERES|2DUST|3ZMB|4CDMG|5RCR|6FEWX|7AART|8FLTHEA|9VULN|aDMG
697	12611 22561	   	163.15	DCR|2VULN|1AART|2ASPD|2DUR|1ZMB	12ASPD|38VULN|4AART|56DUR|7RCR|9MLV|aZMB
698	51843 11544	 * 	163.15	DCR|1AART|1VULN|2CDMG|3DUR|2ZMB	1RCVC|2MBVNT|36aDUR|4VULN|5AART|7RCR|8aCDMG|9aZMB|aBPWR
699	33135 33314	   	163.15	ACR|1AART|1VULN|1DMG|1CDMG|2DUR|1ZMB	1ERES|29DUR|3ZMB|4CDMG|5RCR|6DMG|7AART|8VULN|aRCVC
700	23214 23312	   	163.12	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1MLV|2DUR|368VULN|4RCR|5ASPD|7ERES|9DMG|aCDMG
701	33214 25312	   	163.12	ACR|3VULN|1DMG|1CDMG|1DUR|1ASPD	1ERES|2DUR|368VULN|4RCR|5ASPD|7RMIN|9DMG|aCDMG
702	43214 23312	   	163.12	ACR|3VULN|1DMG|1CDMG|1ASPD|1DUR	1CGEN|2DUR|368VULN|4RCR|5ASPD|7ERES|9DMG|aCDMG
703	51173 71113	   	163.11	DCR|2DMG|1AART|1VULN|1ZMB|2RCVC	16RCVC|2MBVNT|3BEXP|4VULN|5AART|7RCR|8ZMB|9aDMG
704	23215 52422	   	163.07	ACR|2VULN|1AART|1FLTHEA|2DUR|1ZMB	1MLV|26DUR|37VULN|4RCR|5AART|8ZMB|9RPLT|aFLTHEA
705	33232 34641	 * 	163.06	DCR|4VULN|3CDMG|1DUR	179ERES|2DUR|379aVULN|4RCVC|5DMSP|679CDMG|79BPWR|8RCR
706	12611 22122	   	163.03	DCR|1AART|1VULN|3DUR|2ASPD|1CDMG|1ZMB	12ASPD|3VULN|4AART|569DUR|7RCR|8CDMG|aZMB
707	12611 22352	   	163.03	DCR|1AART|1VULN|3DUR|2ASPD|1CDMG|1ZMB	12ASPD|3VULN|4AART|568DUR|7RCR|9CDMG|aZMB
708	23215 23622	   	163.03	ACR|2VULN|1AART|2ASPD|1FLTHEA|1DUR	18MLV|2DUR|38VULN|4RCR|5AART|6RCVC|78ASPD|8BPWR|9RPLT|aFLTHEA
709	43215 23622	   	163.03	ACR|2VULN|1AART|2ASPD|1FLTHEA|1DUR	18CGEN|2DUR|38VULN|4RCR|5AART|6RCVC|78ASPD|8BPWR|9RPLT|aFLTHEA
710	23211 21656	   	163.02	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1MLV|28DUR|3aVULN|4RCR|5LIT|6ASPD|7DMG|9AART
711	23212 36321	   	163.02	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1MLV|2aDUR|38VULN|4RCR|5FEWX|6DMG|7ASPD|9AART
712	43212 36321	   	163.02	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1CGEN|2aDUR|38VULN|4RCR|5FEWX|6DMG|7ASPD|9AART
713	12611 12166	   	163.01	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	12ASPD|3aVULN|4AART|5DUR|6RCVC|7RCR|8CDMG|9MLV
714	64611 22121	   	163.00	DCR|2VULN|1AART|3DUR|1CDMG|1ASPD	1DMSP|2ASPD|3aVULN|4AART|569DUR|7RCR|8CDMG
715	21214 65312	   	163.00	ACR|3VULN|1DMG|2ASPD|1CDMG	17MLV|2DUST|378VULN|4RCR|57ASPD|6RMIN|7BPWR|9DMG|aCDMG
716	12612 32526	   	162.98	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4AART|5BEXP|6LHND|7RCR|8DMG|9DUR|aCDMG
717	12612 52122	   	162.98	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4AART|56BEXP|7RCR|8CDMG|9DUR|aDMG
718	12612 52151	   	162.98	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4AART|56BEXP|7RCR|8CDMG|9DMG|aDUR
719	33215 52422	   	162.97	ACR|2VULN|1AART|1FLTHEA|2DUR|1ZMB	1ERES|26DUR|37VULN|4RCR|5AART|8ZMB|9RPLT|aFLTHEA
720	33215 53623	   	162.97	ACR|2VULN|1AART|2ASPD|2DUR|1ZMB	18ERES|26DUR|38VULN|4RCR|5AART|78ASPD|8BPWR|9RPLT|aZMB
721	65111 12162	   	162.93	DCR|1AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1DMSP|2DMG|3LHND|4AART|5DUR|6RCVC|7RCR|8CDMG|9ZMB|aVULN
722	23215 22134	   	162.93	ACR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1MLV|2DUR|37VULN|4RCR|5AART|6RCVC|8CDMG|9RMIN|aFLTHEA
723	43215 22134	   	162.93	ACR|2VULN|1AART|1CDMG|1FLTHEA|1DUR	1CGEN|2DUR|37VULN|4RCR|5AART|6RCVC|8CDMG|9RMIN|aFLTHEA
724	33135 33453	   	162.92	ACR|2DMG|1AART|1CDMG|1ZMB|1DUR|1ASPD	1ERES|2DUR|3ZMB|4CDMG|5RCR|69DMG|7AART|8RCVC|aASPD
725	33212 36321	   	162.92	ACR|2VULN|1AART|1DMG|2DUR|1ASPD	1ERES|2aDUR|38VULN|4RCR|5FEWX|6DMG|7ASPD|9AART
726	23211 52514	   	162.91	ACR|2VULN|1AART|1CDMG|1ZMB|1DUR|1ASPD	1MLV|2DUR|36VULN|4RCR|5LIT|7CDMG|8AART|9ASPD|aZMB
727	12611 12146	   	162.91	DCR|2VULN|1AART|2ASPD|1CDMG|1DUR	12ASPD|3aVULN|4AART|5DUR|6RCVC|7RCR|8CDMG|9TLV
728	14562 12121	   	162.89	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1ASPD|2AART|35VULN|49DUR|6RCVC|7RCR|8CDMG|aCGEN
729	14562 12122	   	162.89	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1ASPD|2AART|35VULN|49DUR|6RCVC|7RCR|8CDMG|aLWND
730	14562 12131	   	162.89	DCR|2VULN|1AART|1CDMG|2DUR|1ASPD	1ASPD|2AART|35VULN|4aDUR|6RCVC|7RCR|8CDMG|9RMIN
731	12613 32526	   	162.88	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4AART|5DUST|6LHND|7RCR|8DMG|9DUR|aCDMG
732	12614 62122	   	162.88	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4AART|5TLV|6CGEN|7RCR|8CDMG|9DUR|aDMG
733	12616 62122	   	162.88	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4AART|5ERES|6CGEN|7RCR|8CDMG|9DUR|aDMG
734	33135 33334	   	162.86	ACR|1AART|1VULN|1DMG|2CDMG|1ZMB|1DUR	1ERES|2DUR|3ZMB|4aCDMG|5RCR|6DMG|7AART|8VULN|9MGNSTR
735	12611 12413	   	162.83	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	12ASPD|3VULN|4AART|5DUR|6RCVC|7RCR|8ZMB|9FEWX|aDMG
736	12611 12433	   	162.83	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	12ASPD|3VULN|4AART|5DUR|6RCVC|7RCR|8ZMB|9BEXP|aDMG
737	14362 51123	   	162.83	DCR|1AART|1VULN|1DMG|2ASPD|1ZMB|1DUR	13ASPD|2AART|4DUR|5DMG|6LHND|7RCR|8ZMB|9VULN|aRCVC
738	33215 22134	   	162.83	ACR|2VULN|1AART|1FLTHEA|1CDMG|1DUR	1ERES|2DUR|37VULN|4RCR|5AART|6RCVC|8CDMG|9RMIN|aFLTHEA
739	33215 23622	   	162.83	ACR|2VULN|1AART|2ASPD|1FLTHEA|1DUR	18ERES|2DUR|38VULN|4RCR|5AART|6RCVC|78ASPD|8BPWR|9RPLT|aFLTHEA
740	33211 52514	   	162.81	ACR|2VULN|1AART|1CDMG|1ZMB|1ASPD|1DUR	1ERES|2DUR|36VULN|4RCR|5LIT|7CDMG|8AART|9ASPD|aZMB
741	15132 62513	   	162.81	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1ASPD|2RCVC|3LHND|4DUR|5DMSP|6AART|7RCR|8VULN|9aDMG
742	22511 12513	   	162.81	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1MLV|2ASPD|3CGEN|4AART|5DUR|6RCVC|7RCR|8VULN|9aDMG
743	42611 12513	   	162.81	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1CGEN|2ASPD|3MLV|4AART|5DUR|6RCVC|7RCR|8VULN|9aDMG
744	64111 12513	   	162.81	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1DMSP|2ASPD|3LHND|4AART|5DUR|6RCVC|7RCR|8VULN|9aDMG
745	12613 62122	   	162.78	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4AART|56DUST|7RCR|8CDMG|9DUR|aDMG
746	12613 62151	   	162.78	DCR|1AART|1VULN|1DMG|2ASPD|1CDMG|1DUR	12ASPD|3VULN|4AART|56DUST|7RCR|8CDMG|9DMG|aDUR
747	14561 12113	   	162.74	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR	1ASPD|2AART|3VULN|4DUR|56RCVC|7RCR|8CDMG|9RPLT|aDMG
748	54111 12152	   	162.74	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|2RCVC	16RCVC|2ASPD|3LHND|4AART|5DUR|7RCR|8CDMG|9DMG|aVULN
749	54111 12162	   	162.74	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|2RCVC	16RCVC|2ASPD|3LHND|4AART|5DUR|7RCR|8CDMG|9VULN|aDMG
750	54611 12113	   	162.74	DCR|1AART|1VULN|1DMG|1CDMG|1ASPD|1DUR|2RCVC	16RCVC|2ASPD|3VULN|4AART|5DUR|7RCR|8CDMG|9RPLT|aDMG
751	33216 15612	   	162.73	ACR|2VULN|2AART|1DMG|1DUR	157ERES|2DUR|37VULN|4RCR|67FEWX|7BPWR|89AART|aDMG
752	15611 22413	   	162.72	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ASPD|2RCVC|3VULN|4AART|56DUR|7RCR|8ZMB|9FEWX|aDMG
753	15611 22433	   	162.72	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ASPD|2RCVC|3VULN|4AART|56DUR|7RCR|8ZMB|9BEXP|aDMG
754	15615 11323	   	162.72	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ASPD|2RCVC|3VULN|4AART|5ZMB|6BEXP|7RCR|89DUR|aDMG
755	15622 62313	   	162.71	DCR|2DMG|1AART|1VULN|1ASPD|1DUR	1ASPD|2RCVC|3VULN|4DUST|5DMSP|6AART|7RCR|8DUR|9aDMG
756	32511 12516	   	162.71	DCR|2VULN|1AART|1DMG|1DUR|1ASPD	1ERES|2ASPD|3CGEN|4AART|5DUR|6RCVC|7RCR|8aVULN|9DMG
757	11232 62152	   	162.68	DCR|2AART|1VULN|1DMG|1CDMG|1ASPD	1ASPD|2DUST|3VULN|4RCVC|5DMSP|6aAART|7RCR|8CDMG|9DMG
758	52511 22513	   	162.66	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2FEWX|3CGEN|4AART|56DUR|7RCR|8VULN|9aDMG
759	55111 22511	   	162.66	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|29DMG|3LHND|4AART|56DUR|7RCR|8VULN|aFEWX
760	55111 22512	   	162.66	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|29DMG|3LHND|4AART|56DUR|7RCR|8VULN|aMLV
761	15615 31323	   	162.62	DCR|1AART|1VULN|1DMG|2DUR|1ZMB|1ASPD	1ASPD|2RCVC|3VULN|4AART|5ZMB|6DUST|7RCR|89DUR|aDMG
762	14526 13133	 * 	162.59	3VULN|2AART|3CDMG|3ASPD|1DMG	18aASPD|29AART|38aVULN|4CGEN|5DMG|6RCVC|78aCDMG|8aBPWR
763	14553 13133	   	162.59	3VULN|2AART|3CDMG|3ASPD|1DMG	18aASPD|29AART|38aVULN|4DMG|5CGEN|6RCVC|78aCDMG|8aBPWR
764	14354 21212	   	162.59	DCR|2VULN|1AART|3ASPD|1DMG	136ASPD|2AART|4LHND|5TLV|7DMG|8aVULN|9RCR
765	53311 22513	   	162.56	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2TLV|3LHND|4AART|56DUR|7RCR|8VULN|9aDMG
766	53611 22522	   	162.56	DCR|2VULN|1AART|1DMG|2DUR	1RCVC|2TLV|38VULN|4AART|56DUR|7RCR|9DMG|aFEWX
767	53611 22613	   	162.56	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2TLV|3VULN|4AART|56DUR|7RCR|8LWND|9aDMG
768	55111 22523	   	162.56	DCR|2DMG|1AART|1VULN|2DUR	1RCVC|2aDMG|3LHND|4AART|56DUR|7RCR|8VULN|9TLV
769	33215 53113	   	162.55	ACR|1AART|1VULN|1DMG|3DUR|1ZMB|1ASPD	1ERES|26aDUR|3VULN|4RCR|5AART|7ASPD|8ZMB|9DMG
770	55611 22123	   	162.54	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1RCVC|2DMG|3VULN|4AART|569DUR|7RCR|8CDMG|aCGEN
771	55611 22131	   	162.54	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1RCVC|2DMG|3VULN|4AART|56aDUR|7RCR|8CDMG|9RMIN
772	55611 22321	   	162.54	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1RCVC|2DMG|3VULN|4AART|568DUR|7RCR|9LHND|aCDMG
773	55611 22331	   	162.54	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1RCVC|2DMG|3VULN|4AART|568DUR|7RCR|9LWND|aCDMG
774	55111 22121	   	162.54	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1RCVC|2DMG|3LHND|4AART|569DUR|7RCR|8CDMG|aVULN
775	55111 22351	   	162.54	DCR|1AART|1VULN|1DMG|3DUR|1CDMG	1RCVC|2DMG|3LHND|4AART|568DUR|7RCR|9CDMG|aVULN
776	23215 23426	   	162.53	ACR|2VULN|1AART|2CDMG|1DUR|1ASPD	1MLV|2DUR|3aVULN|4RCR|5AART|6RCVC|7ASPD|89CDMG
777	41215 23623	   	162.53	ACR|2VULN|1AART|1DMG|1ASPD|1DUR	1CGEN|2DUST|38VULN|4RCR|5AART|6RCVC|7ASPD|9DUR|aDMG
778	14322 21212	   	162.49	DCR|2VULN|1AART|3ASPD|1DMG	136ASPD|2AART|4TLV|5DUST|7DMG|8aVULN|9RCR
779	11214 42533	   	162.48	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB	15ASPD|2DUST|3aVULN|4RCR|6LIT|7CDMG|8AART|9ZMB
780	11214 53336	   	162.48	ACR|2VULN|1AART|2ASPD|1CDMG|1ZMB	15ASPD|2DUST|36VULN|4RCR|7CGEN|8AART|9ZMB|aCDMG
781	12611 22612	   	162.48	DCR|2VULN|1AART|3ASPD|3DUR	128ASPD|38VULN|4AART|568DUR|7RCR|8BPWR|9LIT|aLHND
782	12611 22616	   	162.48	DCR|2VULN|1AART|3ASPD|3DUR	128ASPD|38VULN|4AART|568DUR|7RCR|8BPWR|9aLIT
783	12611 22631	   	162.48	DCR|2VULN|1AART|3ASPD|3DUR	128ASPD|38VULN|4AART|568DUR|7RCR|8BPWR|9LHND|aRMIN
784	12611 22632	   	162.48	DCR|2VULN|1AART|3ASPD|3DUR	128ASPD|38VULN|4AART|568DUR|7RCR|8BPWR|9LHND|aBEXP
785	12611 22633	   	162.48	DCR|2VULN|1AART|3ASPD|3DUR	128ASPD|38VULN|4AART|568DUR|7RCR|8BPWR|9LHND|aLIT
786	12611 22635	   	162.48	DCR|2VULN|1AART|3ASPD|3DUR	128ASPD|38VULN|4AART|568DUR|7RCR|8BPWR|9aLHND
787	12611 22636	   	162.48	DCR|2VULN|1AART|3ASPD|3DUR	128ASPD|38VULN|4AART|568DUR|7RCR|8BPWR|9LHND|aRPLT
788	12611 22651	   	162.48	DCR|2VULN|1AART|3ASPD|3DUR	128ASPD|38VULN|4AART|568DUR|7RCR|8BPWR|9MLV|aLIT
